"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"196","2021-03-04 15:42:15-03","IF","SPSF","15376","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","J.V.Coffani Nunes","O.T. Aguiar & L.Marino","445","1992","10","16","América do Sul","Brasil","SP","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,"COLETA: Herbácea. Frutos vistosos, vermelhos.; GEOGRAFIA: Região do Engordador.;",NA,NA,NA,NA,"2019","09","10",NA,NA,"Liliopsida",NA,"53584","auto",NA,NA,NA
"197","2021-03-04 15:42:15-03","IF","SPSF","09631","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","J.R.Guillaumon","L.S.Pereira & N.N.N.T.Mendes",NA,"1985","05","14","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"2007","05","04",NA,NA,"Liliopsida",NA,"53584","auto",NA,NA,NA
"198","2021-02-08 12:54:47-03","UFRGS","ICN","174352","S","Plantae","Monocotyledon",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, PJM","Klein, RM; de Souza Sobrinho, RJ; Bresolin, A","6786","1966","09","13","América do Sul","Brasil","SC","Florianópolis","Ilha, Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,"Doação Herbário FLOR 24527; erva, flor branca; capoeirão",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"199","2019-11-21 10:20:01-03","IBt","SP","178700","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Sugiyama, M","Rosa, NA; Murça Pires, J","3905","1980","11","26",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-45.3","-23.75",NA,"Planta de 1,00m., fruto imaturo vermelho",NA,NA,"750","890","1984","05","02","-45.3","-23.75",NA,NA,NA,NA,NA,NA,NA
"200","2020-08-27 12:20:29-03","IBt","SP","17402","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Hoehne, FC","s.n.","1926","04","17",NA,"Brasil","Rio de Janeiro","Japuíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 10:20:01-03","IBt","SP","175241","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kirizawa, M","Kirizawa, M; et al.","576","1981","11","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.333333","-23.783333",NA,"Local úmido, brácteas róseas",NA,NA,"850","850","1981","12","11","-46.333333","-23.783333",NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 10:20:01-03","IBt","SP","195999","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kirizawa, M","Sugiyama, M; et al.","363","1983","10","18",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333",NA,"Herbácea 1,5m., inflorescência rosa choque, brácteas maravilha, pétalas brancas",NA,NA,"750","900","1984","02","20","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA
"203","2020-08-27 12:20:29-03","IBt","SP","303585","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Hoehne, FC","s.n.","1926","04","17",NA,"Brasil","Rio de Janeiro","Japuíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-10-22 10:13:56-03","IBt","SP","346676","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Alves, M","1937","2000","05","31",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"205","2021-02-18 08:31:32-03","IBt","SP","195868","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Custodio Filho, A","1751","1983","10","26",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA
"206","2021-02-18 08:31:32-03","IBt","SP","192282","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Custodio Filho, A","1375","1983","07","07",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA
"207","2021-02-18 08:31:32-03","IBt","SP","195527","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Custodio Filho, A","2130","1983","12","28",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA
"208","2019-11-21 10:20:01-03","IBt","SP","247181","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Cordeiro, I; et al.","799","1990","08","25",NA,"Brasil","São Paulo","Cubatão","Calçada do Lorena, alto da Serra","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA
"209","2019-11-21 10:20:01-03","IBt","SP","10997","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, PJM","Loefgren, A","CGG2698","1894","10","07",NA,"Brasil","São Paulo","Iguape","Capoeira, Porto da Ribeira.","-47.5499992370605","-24.7000007629395",NA,"Arbust. herb. fl. albo-rosea, fr. purpureo.","SP009737","SP009737",NA,NA,"1974",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA
"210","2020-09-24 08:25:37-03","IBt","SP","329516","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Fávero, OA","519","1992","05","31",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA
"211","2020-08-13 18:03:04-03","IBt","SP","298051","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Corrêa, MA","76","1996","05","23",NA,"Brasil","São Paulo","Iporanga","Fazenda Intervales","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38740","auto",NA,NA,NA
"212","2019-11-21 10:20:01-03","IBt","SP","200281","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, PJM; Maas, H","Martuscelli, P","76","1984","08","19",NA,"Brasil","São Paulo","Miracatu","Sítio Irapuã, Km 348,5, BR 116","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,"43974","auto",NA,NA,NA
"213","2019-11-21 10:20:01-03","IBt","SP","225521","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Silva, FP","s.n.","1988","08",NA,NA,"Brasil","São Paulo","Nazaré Paulista","Bairro Tapera Grande","-46.3899993896484","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18850","auto",NA,NA,NA
"214","2019-11-21 10:20:01-03","IBt","SP","209951","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, PJM; Maas, H","Sugiyama, M; Toledo, CB","624","1985","08","20",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA
"215","2020-08-13 18:03:04-03","IBt","SP","292977","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Mariano Neto, E","53","1996","01","31",NA,"Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"216","2020-08-13 18:03:04-03","IBt","SP","300329","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Kirizawa, M","3302","1996","10","15",NA,"Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"217","2019-11-21 10:20:01-03","IBt","SP","151021","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kirizawa, M","Kirizawa, M","162","1977","12","02",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Erva de +- 40,0cm, cálice purpúreo, parte baixa da reserva, em lugar úmido",NA,NA,NA,NA,"1985","10","23",NA,NA,NA,NA,"27258","auto",NA,NA,NA
"218","2019-11-21 10:20:01-03","IBt","SP","249761","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kirizawa, M","Kirizawa, M; et al.","2532","1991","11","05",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Mata de encosta, picada Lutz, frutos esverdeados",NA,NA,NA,NA,"1991","11","21",NA,NA,NA,NA,"27258","auto",NA,NA,NA
"219","2019-11-21 10:20:01-03","IBt","SP","36505","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Hoehne, FC; Gehrt","s.n.","1936","10","06",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Mata, inflorescência rósea, flores alvas",NA,NA,NA,NA,"1945","05",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"220","2019-11-21 10:20:01-03","IBt","SP","426120","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Capistrano, TR","Shirasuna, RT","1590","2008","07","28",NA,"Brasil","São Paulo","São Bernardo do Campo","Lote 2 Rodoanel Mário Covas, Trecho Sul","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,"2008","11",NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA
"221","2020-06-04 11:03:58-03","IBt","SP","270447","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Ferreira, S","s.n.","1994","08","30",NA,"Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA
"222","2020-08-13 18:03:04-03","IBt","SP","300394","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Cordeiro, I","1628","1996","01","10",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"223","2019-11-21 10:20:01-03","IBt","SP","406778","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Capistrano, TR","Shirasuna, RT; Queiroz, RT","232","2007","08","30",NA,"Brasil","São Paulo","São Paulo","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2008","04","29",NA,NA,NA,NA,"53584","auto",NA,NA,NA
