"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"50","2021-03-30 12:38:10-03","EAO","IAN","79156","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Sobrinho, V","1936","02",NA,"Brasil","Pernambuco",NA,"Terreno humido ou secos, silicos ou srgilosos.",NA,NA,NA,NA,NA,NA,NA,"IAN079156",NA,"Dicotiledônea",NA,"20","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:38:10-03","EAO","IAN","137425","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Philcox, D; Ferreira, A; Bertoldo, J","1967","12","21","Brasil","Mato Grosso",NA,"W of k, 229, Xavantina- CAchimbo Road. Wet forest by river.","-51.766667","-12.816667","-51.766667","-12.816667",NA,NA,"Trailing shrub c. 2m. Young fruits green.","IAN137425",NA,"Dicotiledônea",NA,"3669","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:38:10-03","EAO","IAN","137868","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Persaud, AC","1923","07",NA,"Guiana",NA,NA,"Georgetown.",NA,NA,NA,NA,NA,NA,"Herb, weste places.","IAN137868",NA,"Dicotiledônea",NA,"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:38:10-03","EAO","IAN","154419","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Webster, GL","Agostini, G; Agostini, T de","1973","04","17","Venezuela",NA,NA,"Territorio Federal de Delta Amacuro: Camino entre Tucupita.","-62.05","9.066667","-62.05","9.066667",NA,NA,"Hierba erecta de hasta 1m. de alto.","IAN154419",NA,"Dicotiledônea",NA,"1614","Southern America",NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:38:10-03","EAO","IAN","157860","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Ginzbarg, S","Anderson, WR","1973","03","12","Brasil","Goiás",NA,"Ca. 17km (straight line) S of Goias Valho, 6km NE of Mossamedes; in and along margin of forest on lower eastern slope of serra.",NA,NA,NA,NA,NA,NA,"Herb 1-1.3m tall; stems with some clear latex; frit green; edge of forest.","IAN157860",NA,"Dicotiledônea",NA,"10169","Southern America",NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:38:10-03","EAO","IAN","167747","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Nitta, A","1996","08","23","Brasil","Pará","Santa Isabel",NA,NA,NA,NA,NA,NA,NA,NA,"IAN167747",NA,"Dicotiledônea",NA,"17123","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:38:10-03","EAO","IAN","67689","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Morel, J","1946","11","13","Argentina","Formosa","Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,"IAN067689",NA,"Dicotiledônea",NA,"1618","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:38:10-03","EAO","IAN","80214","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Ginzbarg, S","Andrade-Lima, D de","1949","09","04","Brasil","Pernambuco",NA,"VEnda Grande. Restinga, afastado da praia.",NA,NA,NA,NA,NA,NA,"Arbustinho.","IAN080214",NA,"Dicotiledônea",NA,"298","Southern America",NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:38:10-03","EAO","IAN","87013","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Fernández, A","Castañeda, RR","1950","02","17","Colômbia",NA,NA,"Hierba de 0,30m de alta; muy velluda.",NA,NA,NA,NA,NA,NA,"Cienaga.","IAN087013",NA,"Dicotiledônea",NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:38:10-03","EAO","IAN","118824","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Ginzbarg, S","Belém, RP; Magalhães, M","1965","03","25","Brasil","Bahia","Ilhéus","Centro de Pesquisa do cacau, CEPLAC, CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Planta de 20cm; flors brancas verdes.","IAN118824",NA,"Dicotiledônea",NA,"534","Southern America",NA,NA,NA,"61245","auto","1988","01",NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:38:10-03","EAO","IAN","151864","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Ribeiro, BGS; Pinheiro, GS","1976","01","26","Brasil","Maranhão","Anajatuba",NA,"-44.619701385498","-3.26444005966187",NA,NA,NA,NA,"Arbusto de 2m. Frutos verdes.","IAN151864",NA,"Dicotiledônea",NA,"1205","Southern America",NA,NA,NA,"26153","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:38:10-03","EAO","IAN","168314","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Secco, RS; Rosa, NA","1998","04","28","Brasil","Maranhão","São Luís","Área da Vale. Capoeira, terra firme.","-44.3027992248535","-2.52972006797791",NA,NA,NA,NA,"Erva de 50cm a 1m de altura. Comum em terrenos baldios. Flores estaminadas com estames amarelos, cálice e estiletes avermelhados. Frutos verdes, superfície levemente muricada.","IAN168314",NA,"Dicotiledônea",NA,"888","Southern America",NA,NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:38:10-03","EAO","IAN","59954","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Fróes, RL","1951","01","15","Brasil","Maranhão","São Luís","Reservatorio; beira da estrada, perto dagua.","-44.3027992248535","-2.52972006797791",NA,NA,NA,NA,NA,"IAN059954",NA,"Dicotiledônea",NA,"26814","Southern America",NA,NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:38:10-03","EAO","IAN","151379","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Silva, NT da","1976","01","16","Brasil","Maranhão","Vitória do Mearim","Rio Mearim - Lapela; campo coberto queimado.","-44.8706016540527","-3.46221995353699",NA,NA,NA,NA,"Planta de 30cm. Comum na regiao.","IAN151379",NA,"Dicotiledônea",NA,"4199","Southern America",NA,NA,NA,"34512","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-30 12:38:10-03","EAO","IAN","13718","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Barreto, M","Rabelo, AM","1942","08","09","Brasil","Minas Gerais","Sabará","Sujo-Muito frequente.","-43.8067016601562","-19.8864002227783",NA,NA,NA,NA,"Arbusto 1,20 metros de altura.","IAN013718","IAN013718 IAN013718_e","Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-07-03 10:46:04-03","EBDA","BAH","8121","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","G. C. Pereira Pinto","Moruz, C.V.A.","1988","04","16","Brasil","Bahia","Lençóis","Brasil, Bahia, Lençois, Coqueiro.","-41.39","-12.5631",NA,NA,NA,NA,"Herbácea, flor cremes.",NA,NA,NA,NA,"104",NA,NA,NA,NA,"47385","auto","1988","11",NA,NA,NA,NA,NA,NA
"66","2013-07-03 10:46:04-03","EBDA","BAH","7586","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","G. C. Pereira Pinto","J. D. C. Arouck Ferreira et al,","1986","08","22","Brasil","Bahia","Mucugê","Brasil, Bahia, Mucugê, a 3Km da cidade em direção a Igatu.","-41.3708","-13.0053",NA,NA,"890","890","Arbusto fanerófito. Fruto verde. Flor vermelha. Frequência densa.",NA,NA,NA,NA,"364",NA,NA,NA,NA,"52493","auto","1986","09",NA,NA,NA,NA,NA,NA
"67","2020-02-27 21:09:06-03","PUCPR","HUCP","18900","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","Bittencourt","Selusniaki, M","Selusniaki, M","2000",NA,NA,"Brasil","São Paulo","Mairiporã",NA,"-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00010738","HUCP00010738","Eudicotiledonea",NA,"724",NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-02-27 21:09:06-03","PUCPR","HUCP","18683","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","Bittencourt",NA,"Selusniaki, M","2006",NA,NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00010876","HUCP00010876","Eudicotiledonea",NA,"s.n.",NA,NA,NA,NA,"15840","auto","2007",NA,NA,NA,NA,NA,NA,NA
"69","2020-02-27 21:09:06-03","PUCPR","HUCP","18990","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","Bittencourt","Selusniaki, M","Selusniaki, M","2006",NA,NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00010686","HUCP00010686","Eudicotiledonea",NA,"746",NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-02 16:28:49-03","CPAN-UFMS","COR","695","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, M.B.R","Almeida Rego","1986","07","22","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Habito: Erva com 40 cm de altura",NA,NA,NA,NA,"516",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-02 16:28:49-03","CPAN-UFMS","COR","2928","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carrión, J.F.","Gonçalves, F.G.; Santos, F.C.","2003","11","28","Brasil","Mato Grosso do Sul","Corumbá","Ecoparque Cacimba da Saúde.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Erva anfíbia Habito: Erva",NA,NA,NA,NA,"2",NA,NA,NA,NA,"295160","auto","2018","11","28",NA,NA,NA,NA,NA
"72","2020-11-26 18:07:53-03","CPAN-UFMS","COR","12384","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Takahasi, A.; Papa, F.; Monaco, N.N.","2005","11","29","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Banda Alta. borda bancada laterítica; raso; plano.","-57.6533012390137","-19.0091991424561",NA,NA,"198","198","Planta monóica. Cheiro forte nas folhas ; Com Flor: creme, botões verde-avermelhado, gineceu verde, estames creme",NA,NA,NA,NA,"832",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-26 18:07:53-03","CPAN-UFMS","COR","15306","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Takahasi, A.; Ribas, S.M.; Silva, R.H.","2008","01","25","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Banda Alta. borda das bancadas, perto de pastagem; raso; plano.","-57.6533012390137","-19.0091991424561",NA,NA,"159","159","látex transparente nas folhas; Com Fruto: imaturo",NA,NA,NA,NA,"1324",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-26 18:07:54-03","CPAN-UFMS","COR","7741","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.B.R. Caruzo","M.S.Lima, R.R.Silva, V.C.C.Padilha, M.C.S.Santos, C.S.Campos, W.Padilha","2001","09","15","Brasil","Mato Grosso do Sul","Corumbá","Parque Marina Gatass. Mata calcária; Calcário; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Com fruto:Verde; Importância Econômica: Daninha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-26 18:07:54-03","CPAN-UFMS","COR","8547","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.B.R. Caruzo","Damasceno Junior, G.A.; Nakajima, J.N.; Romero, R. Pott, V.J.","2001","11","22","Brasil","Mato Grosso do Sul","Corumbá","rio Paraguai - Porto três bocas. Mata ciliar; ; plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Com fruto:verde",NA,NA,NA,NA,"3012",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-26 18:07:53-03","CPAN-UFMS","COR","10724","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.B.R. Caruzo","Bobadilha, E.L.; Silva, E.B.; Velasco, C.S.","2004","11","19","Brasil","Mato Grosso do Sul","Corumbá","UFMS Campus do Pantanal. Mata decídua; #?#calcário; planície.","-57.6533012390137","-19.0091991424561",NA,NA,"60","60","fruto tricoca; Com Flor: verde",NA,NA,NA,NA,"10",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-26 18:07:53-03","CPAN-UFMS","COR","190","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.B.R. Caruzo","Paula, J.E.; Conceição, C.A.","1982","11","07","Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1599",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-02 16:28:49-03","CPAN-UFMS","COR","1595","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M. B. R. Caruzo","Conceição, C. A.","1985","02","05","Brasil","Mato Grosso do Sul","Ladário","Estrada do Polder","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"Subarbusto com 30-50cm de altura; planta estacional, desenvolve-se no período da seca (sucessora) Habito: Subarbusto",NA,NA,NA,NA,"1695",NA,NA,NA,NA,"23141","auto","2008","05","28",NA,NA,NA,NA,NA
"79","2020-11-26 18:07:53-03","CPAN-UFMS","COR","10878","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.B.R. Caruzo","Damasceno Júnior,G.A.;Velasques,J.S.","2003","03","14","Brasil","Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; argiloso; plano.","-57.6016998291016","-19.0046997070312",NA,NA,"120","120","Com fruto:verde",NA,NA,NA,NA,"2756",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-09 11:14:01-03","UFBA","ALCB","114129","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Hurbath, F","Hurbath, F; Borges, RL; Stadnik, A; Ogassawara, HA","2013","01","22","Brasil","Bahia","Licínio de Almeida","Serra Geral. Mata do Xaxá.","-42.546667","-14.651667","-42.546667","-14.651667","930","930","ca. 30 cm. Folhas discolores, planta verde.","ALCB051015","ALCB051015","Dicotyledon",NA,"451","Southern America",NA,NA,NA,NA,NA,"2014","01",NA,NA,NA,NA,NA,NA
"81","2019-10-09 11:14:01-03","UFBA","ALCB","118569","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Hurbath, F","Hurbath, F; Alves, M; Cordeiro, I; Roque, N; Borges, RL","2014","02","21","Brasil","Bahia","Licínio de Almeida","Serra Geral. Faz. Xaxá, antes da Faz. Tabuleiro.","-42.554444","-14.646389","-42.554444","-14.646389","1022","1022","ca. 60 cm. Folhas concolores, estiletes vináceos.","ALCB051016","ALCB051016","Dicotyledon",NA,"620","Southern America",NA,NA,NA,NA,NA,"2014","02",NA,NA,NA,NA,NA,NA
"82","2019-10-09 11:14:01-03","UFBA","ALCB","124670","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","2016","04","29","Brasil","Bahia","Porto Seguro","Trancoso","-39.05","-16.433333","-39.05","-16.433333",NA,NA,"Folhas membranáceas, pubescente. Inflorescência com flores masculinas em botões. Flores femininas na base da inflorescência.","ALCB021977","ALCB021977","Dicotyledon",NA,"24737","Southern America",NA,NA,NA,NA,NA,"2016","09",NA,NA,NA,NA,NA,NA
"83","2019-10-09 11:14:01-03","UFBA","ALCB","16630","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, MBR","Guedes, ML","1986","07","19","Brasil","Bahia",NA,"Caminho para Serra do Paí Inácio",NA,NA,NA,NA,NA,NA,"ca de 1,5 metros de altura. Folhas membranáceas discolores. Inflorescência com flores alvas.",NA,NA,"Dicotyledon",NA,"1093","Southern America",NA,NA,NA,NA,NA,"2006","09",NA,NA,NA,NA,NA,NA
"84","2019-10-09 11:14:01-03","UFBA","ALCB","17947","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, MBR","Santana, W","2002","06","03","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.454167","-12.466944","-41.454167","-12.466944",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,"2006","09",NA,NA,NA,NA,NA,NA
"85","2019-10-09 11:14:01-03","UFBA","ALCB","20572","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, MBR","Guedes, ML","2002","06","03","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira da Fumaça","-41.016389","-11.681667","-41.016389","-11.681667",NA,NA,"Flores membranáceas, discolores e pilosas. Inflorescência com flores amareladas.",NA,NA,"Dicotyledon",NA,"1556","Southern America",NA,NA,NA,NA,NA,"2006","09",NA,NA,NA,NA,NA,NA
"86","2019-10-09 11:14:01-03","UFBA","ALCB","037250","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, MBR","Orlandi, RP; Bautista, HP; Pereira, A","1994","07","29","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.440278","-12.459722","-41.440278","-12.459722","900","900","2,0 m. Folhas simples. Inflorescência com flores femininas basais. Fruto tricoca. ocasional.; Degraus rochosos com gramíneas e arbustos. Afloramento rochoso de arenito.","ALCB067395",NA,"Dicotyledon",NA,"PCD281","Southern America",NA,NA,NA,NA,NA,"2006","09","21",NA,NA,NA,NA,NA
"87","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202973","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Webster GL","Agostini G; Agostini T de","1973","04","11","Venezuela","Federal",NA,"Camino entre Tucupita y los Güires","-61.966667","9.15","-61.966667","9.15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202973","NL-L2202973",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234796 | 449064",NA,NA,NA
"88","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202946","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Otto E",NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202946","NL-L2202946",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234768 | 903156454",NA,NA,NA
"89","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202940","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Fiebrig K","1908","01","01","Paraguay",NA,NA,"Between Rio Apa and Rio Aquidaban",NA,NA,NA,NA,NA,NA,"Humose Waldinsel, Campplateau (wet forest island, camping plateau)<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202940","NL-L2202940",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234762 | 910245962",NA,NA,NA
"90","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202942","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Hallier JG","Hostmann FWR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202942","NL-L2202942",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,"1910","10","01","Magnoliopsidae","L 0234764 | 90332225",NA,NA,NA
"91","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202945","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Smith HH","1898","12","01","Colombia","Magdalena",NA,"Plants of Santa Marta. United States of Colombia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202945","NL-L2202945",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234767 | 90420896",NA,NA,NA
"92","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202947","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Ule EHG","1907","01","01","Brazil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,"Catinga<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202947","NL-L2202947",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234770 | 908144112",NA,NA,NA
"93","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202948","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Hallier JG","Korthals PW",NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202948","NL-L2202948",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,"1910","10","01","Magnoliopsidae","L 0234772 | 908255993",NA,NA,NA
"94","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202949","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Hallier JG","Burchell WJ",NA,NA,NA,"Brazil",NA,NA,"From Porto Ral to Santa Anna",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202949","NL-L2202949",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,"1910","10","01","Magnoliopsidae","L 0234773 | 910306254",NA,NA,NA
"95","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2202950","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Pulle AA","Tulleken JE","1900","06","29","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sand<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2202950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2202950","NL-L2202950",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234774 | 9033221376",NA,NA,NA
