"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber","sex"
"94","2021-03-01 11:54:08-03","UFPE","UFP","21989","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Lopes, KB","Lopes, AVF; Machado, IC; Vogel, S","UFP21989","1998","08","13",NA,"Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859",NA,NA,NA,"Liana ao lado da trilha para o laboratório, flores cor goiaba (salmon e rosa), vistosas, grandes, odor forte e não muito agradável.; Liana ao lado da trilha para o laboratório, flores cor goiaba (salmon e rosa), vistosas, grandes, odor","UFP021989",NA,NA,NA,NA,NA,NA,NA,"2013","08","13","21764","auto",NA,NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","1040276","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","lisboae","Centrosema lisboae","Ducke",NA,"M. Lisboa","Herb. Goeldi Mus. 2309","1909",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00004435","US00004435_01",NA,"Isotype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"96","2020-09-12 05:00:02-03","US","US","1189358","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. F. Pittier","11246","1923","11","18","South America - Neotropics","Venezuela","Miranda",NA,"Hills above Los Teques",NA,NA,"1400",NA,NA,NA,"US02335911",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2020-09-12 05:00:02-03","US","US","3016066","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. A. Steyermark, C. Sobrevila, J. Nunez & D. Perez","125026","1981","3","13","South America - Neotropics","Venezuela","Yaracuy",NA,"Distrito Bruzual: Montaña de María Lionza, entre el río Yaracuy y las faldas más bajas de la montaña, a lo largo de la Quebrada Tinaja, al este de la Quebrada Quibayo, al sur de Quibayo, al sur de Chivacoa","-68.92","10.1","250","300",NA,NA,"US02335913",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2020-09-12 05:00:02-03","US","US","2435457","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Calles, T.","J. A. Steyermark","88914","1961","2","1","South America - Neotropics","Venezuela","Bolívar",NA,"Cerro El Picacho, SE of; N of Las Nieves, 45 km N of Tumeremo, Altiplanicie de Nuria","-61.21","7.61","100","300",NA,NA,"US00815025",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"99","2020-09-12 05:00:02-03","US","US","2104024","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"ex herb. Cardenasianum","5037",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,"Near San Antonio - Chapare",NA,NA,"800",NA,NA,NA,"US02335903",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2020-09-12 05:00:02-03","US","US","987724","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. F. Pittier","7628","1917","12","29","South America - Neotropics","Venezuela","Carabobo",NA,"Hacienda de Cura, near San Joaquin",NA,NA,"420","1500",NA,NA,"US02335909",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","2167560","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. J. Wurdack & J. V. Monachino","39991",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02335917",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","1777416","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Sandwith, N. Y.","A. C. Smith","2323","1937","11","1","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"Charwair Creek, near mouth, Rupununi R. basin","-59.48","2.5",NA,NA,NA,NA,"US00654211","US00654211_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","1420094","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"L. Mille","2","1927","6",NA,"South America - Neotropics","Ecuador",NA,NA,"Prope Guayaquil",NA,NA,NA,NA,NA,NA,"US02335906",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","3067104","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"V. A. Funk, B. Kahn & S. Wiser","8391","1986","6","3","South America - Neotropics","Peru","Madre de Dios",NA,"Laguna Coco Cocha. 5.2 km east of lodge. Tambopata Nature Reserve",NA,NA,NA,NA,NA,NA,"US02335900",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"105","2020-09-12 05:00:02-03","US","US","1706880","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"O. L. Haught","2699","1939","3","22","South America - Neotropics","Colombia","Boyacá",NA,"Los Llanos. Along R. Pauta near Trinidad",NA,NA,"190",NA,NA,NA,"US02335930",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","1999558","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"F. A. Barkley","19An116","1949","2","20","South America - Neotropics","Colombia","Antioquia",NA,"Abajo de Bocaná, a 7 kilómetros al este de Medellín",NA,NA,"1800",NA,NA,NA,"US02335922",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","199936","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. Araque Molina, A. Otálora & F. A. Barkley","18 N.S.068","1948","12","21","South America - Neotropics","Colombia","Norte de Santander",NA,"En una área arenosa cerca al Río Zulia con arboles y poco húmedo",NA,NA,"700",NA,NA,NA,"US02335924",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","2267299","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"L. Bermudez","238",NA,NA,NA,"South America - Neotropics","Colombia","Arauca",NA,"Riberas del río Arauca, Municipio de Arauca",NA,NA,NA,NA,NA,NA,"US02349690",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","1740427","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Bro. Daniel","1461","1935","6",NA,"South America - Neotropics","Colombia","Antioquia",NA,"San Cristóbal",NA,NA,NA,NA,NA,NA,"US02335931",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"110","2020-09-12 05:00:02-03","US","US","1900017","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"L. Uribe","1108","1945","12","16","South America - Neotropics","Colombia","Antioquia",NA,"Medellín, carretera de Santa Elena",NA,NA,"1800",NA,NA,NA,"US02335927","US02335927_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","533139","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Herbert H. Smith","685","1898","12",NA,"South America - Neotropics","Colombia",NA,NA,"Santa Marta, United States of Columbia",NA,NA,"610",NA,NA,NA,"US02335919",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","2841171","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Calles, T.","F. J. Breteler","4737","1965","11","19","South America - Neotropics","Venezuela","Amazonas",NA,"Orinoco R., southern part of Isla del Ratón","-67.76","5.03","90",NA,NA,NA,"US00815026","US00815026_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","2167559","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Calles, T.","J. J. Wurdack & J. V. Monachino","39991","1955","12","19","South America - Neotropics","Venezuela","Bolívar",NA,"Piedra Marimare, E bank of Río Orinoco, opposite head of Isla el Gallo",NA,NA,"150",NA,NA,NA,"US00815028",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","1801384","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"F. Tamayo","1601","1940","11",NA,"South America - Neotropics","Venezuela","Federal Capital",NA,"Federal Dist.: suburbs of Caracas",NA,NA,NA,NA,NA,NA,"US02335907",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"115","2020-09-12 05:00:02-03","US","US","1801987","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Ll. Williams","2189","1929","8",NA,"South America - Neotropics","Peru","Loreto",NA,"Caballo-Cocho on the Amazon River",NA,NA,NA,NA,NA,NA,"US02335905",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","1564209","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Calles, T.","F. Tamayo","2766","1946","2","13","South America - Neotropics","Venezuela","Bolívar",NA,"Gran Sabana, Sta. Elena, Las Delicias",NA,NA,NA,NA,NA,NA,"US00871046",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","3017618","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"G. S. Bunting & A. Stoddart","8892","1980","2","14","South America - Neotropics","Venezuela","Zulia",NA,"Dtto. Bolívar: entre Las Tres Marías (área 8 km al este de El Pensado, o sea 12 km de Quirós) y el río Chiquito, trayecto de unos 8 km al sureste de Las Tres Marías",NA,NA,NA,NA,NA,NA,"US02335918",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"118","2020-09-12 05:00:02-03","US","US","2025996","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. M. Idrobo & R. E. Schultes","643","1950","12","13","South America - Neotropics","Colombia","Vaupés",NA,"Mesa La Lindosa, cerrito a 15-20 km. al sur de San José del Guaviare",NA,NA,"400","600",NA,NA,"US02335920","US02335920_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"119","2020-09-12 05:00:02-03","US","US","1852737","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. Cuatrecasas","16526","1944","2","19","South America - Neotropics","Colombia","Valle del Cauca",NA,"Departamento del Valle. Río Calima (región del Chocó); La Trojita",NA,NA,"5","50",NA,NA,"US02335928","US02335928_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"120","2020-09-12 05:00:02-03","US","US","3317855","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Grimes, J.","W. Hahn & F. Grifo","4922","1988","12","30","South America - Neotropics","Venezuela","Portuguesa",NA,"Agua Sucia, 4-8 km on road to Las Panelas, 10 km from junction with Guanare-Barinas road","-69.83","9","180",NA,NA,NA,"US00512026",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","2321068","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"L. Aristeguieta","4078","1960","1",NA,"South America - Neotropics","Venezuela","Merida",NA,"Carretera panamericano, sur lago Maracaibo. Cerca Caño Zancudo",NA,NA,"200",NA,NA,NA,"US02335910",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"122","2020-09-12 05:00:02-03","US","US","2583249A","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"F. J. Breteler","4737","1965","11","19","South America - Neotropics","Venezuela","Amazonas",NA,"Fed. Terr. of Amazonas. Orinoco R. Southern part of Isla del Ratón","-67.77","5.03","90",NA,NA,NA,"US00815027","US00815027_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"123","2020-09-12 05:00:02-03","US","US","1903528","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"C. Blackman, -. Mejia & -- Barkley","17C270","1947","10","20","South America - Neotropics","Colombia","Antioquia",NA,"Hacienda Montenegro near La Pintada",NA,NA,"600",NA,NA,NA,"US00088892",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2020-09-12 05:00:02-03","US","US","1999130","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. Araque Molina & F. A. Barkley","19An095","1949","2","13","South America - Neotropics","Colombia","Antioquia",NA,"En los alrededores de Bocaná, cerca al camino viejo a Rionegro, a 7 kilómetros al Este de Medellín",NA,NA,"2100",NA,NA,NA,"US02335923",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"125","2020-09-12 05:00:02-03","US","US","1187295","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. F. Pittier","10663","1922","11","2","South America - Neotropics","Venezuela","Zulia",NA,"Vicinity of Mene Grande",NA,NA,NA,NA,NA,NA,"US02335914",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","3022851","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"C. H. Dodson, T. A. Dodson, A. Embree & R. Perry","7095","1978","8","15","South America - Neotropics","Ecuador","Los Ríos",NA,"Jauneche Forest, Canton Vinces, between Mocachi and Palenque on Estero Peñafiel",NA,NA,"70",NA,NA,NA,"US02335855",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"127","2020-09-12 05:00:02-03","US","US","1933266","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. García Barriga","12311","1947","7","24","South America - Neotropics","Colombia","Cundinamarca",NA,"Al oeste de Guaduas, camino de herradura entre Guaduas y el Alto de Aguaclara, hacienda Paramillo",NA,NA,"1040","1320",NA,NA,"US02335926",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"128","2020-09-12 05:00:02-03","US","US","1281456","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. F. Pittier","11994","1925","12","25","South America - Neotropics","Venezuela","Cojedes",NA,"Near El Tinaco",NA,NA,NA,NA,NA,NA,"US02335908",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"129","2020-09-12 05:00:02-03","US","US","1900811","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Mansano, V. F.","J. Cuatrecasas","21113","1946","5","19","South America - Neotropics","Colombia","Valle del Cauca",NA,"Departamento del Valle. Río Calima (región del Chocó): margen derecha, Granja Agrícola de La Brea",NA,NA,"30",NA,NA,NA,"US02355172",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"130","2020-09-12 05:00:02-03","US","US","1443126","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Bro. Elias","798","1929","12",NA,"South America - Neotropics","Colombia",NA,NA,"Megua. Barranquila and vicinity",NA,NA,NA,NA,NA,NA,"US02335932",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"131","2020-09-12 05:00:02-03","US","US","3120631","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"G. P. Lewis","1476","1987","3","12","South America - Neotropics","Brazil","Roraima",NA,"Território Federal de Roraima, Município de Boa Vista, Reserva Ecológica de Maracá. by base camp to right of estrada down to Rio Urariquera","-61.83","3.58",NA,NA,NA,NA,"US02335898","US02335898_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"132","2020-09-12 05:00:02-03","US","US","2026143","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"W. R. Philipson, J. M. Idrobo & A. Fernandez","1461","1949","11","17","South America - Neotropics","Colombia","Meta",NA,"Sierra de La Macarena; Plaza Bonita. Bank of Rio Guejar",NA,NA,"400",NA,NA,NA,"US02335921",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2020-09-12 05:00:02-03","US","US","1188500","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"W. E. Broadway","323","1923","1","5","South America - Neotropics","Venezuela",NA,NA,"Hill. Vicinity of Cristobal Colon",NA,NA,NA,NA,NA,NA,"US02335915",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"134","2020-09-12 05:00:02-03","US","US","2569438","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"G. T. Prance, E. Forero, B. S. Pena & J. F. Ramos","4118","1967","1","26","South America - Neotropics","Brazil","Roraima",NA,"Brazilian Amazônia. Ipiranga, Rio Mucajaí, between Pratinha and Rio Apiaú",NA,NA,NA,NA,NA,NA,"US02335902","US02335902_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","1797064","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"J. Cuatrecasas","7734","1939","11","13","South America - Neotropics","Colombia","Guaviare",NA,"Río Guaviare: San José del Guaviare",NA,NA,"240",NA,NA,NA,"US02335929",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","2368521","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"C. Cotterman & W. Klawa","E-19","1960","6","25","South America - Neotropics","Ecuador","Guayas",NA,"Vicinity of Guayaquil. S. America",NA,NA,NA,NA,NA,NA,"US02335901",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","1188087","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"W. E. Broadway","645","1923","1","5","South America - Neotropics","Venezuela",NA,NA,"Forest, Aricana. Vicinity of Cristobal Colon",NA,NA,NA,NA,NA,NA,"US02335916",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","1189385","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"H. F. Pittier","11276","1923","12","2","South America - Neotropics","Venezuela","Miranda",NA,"Quebrada de Turumo near Guarenas",NA,NA,NA,NA,NA,NA,"US02335912",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","3038454","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"B. L. Wrigley","273","1967","7","30","South America - Neotropics","Bolivia","Cochabamba",NA,"12 km out of Via Tunari toward San Miguel",NA,NA,NA,NA,NA,NA,"US02335899",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2020-09-12 05:00:02-03","US","US","1040509","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","snethlageae","Clitoria snethlageae","Ducke",NA,"A. Ducke","10903","1910","8","30","South America - Neotropics","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"US01108216","US01108216_01",NA,"Syntype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"141","2020-09-12 05:00:02-03","US","US","1041038","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","snethlageae","Clitoria snethlageae","Ducke",NA,"A. Ducke","17171","1918","8","7","South America - Neotropics","Brazil","Pará",NA,"Rio Xingu.",NA,NA,NA,NA,NA,NA,"US00004424","US00004424_01",NA,"Syntype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"142","2020-09-02 16:27:25-03","Cenargen","CEN","42862","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. Coradin","Lídio Coradin","7013","1984","08","27",NA,"Brasil","GO","ARENOPOLIS","RodoviaArenápolis - Marilândia (MT-160), km 1.","-56.866666","-14.45","340","340","Exsicatas","Germoplasma obtido de 6 plantas. CIAT nº 15260.","CEN00042862","CEN00042862",NA,NA,NA,"-56.866666","-14.45",NA,"1984","08",NA,NA,NA,NA,"2",NA,NA
"143","2020-09-02 16:27:26-03","Cenargen","CEN","6590","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. P. Queiroz","Lídio Coradin","5061","1981","11","28",NA,"Brasil","RR","BOA VISTA","Colônia do Cantá - Confiança, km 2","-60.533333","2.71666666","80","80","Exsicatas","Excelente desenvolvimento vegetativo, Idem Vicente Gianluppe 03. Viagem realizada em cooperação CENARGEM, CPATU, CPAC e NPARoraima.","CEN00006590","CEN00006590",NA,NA,NA,"-60.533333","2.71666666",NA,"1999","08",NA,NA,NA,NA,"2",NA,NA
"144","2020-09-02 16:27:26-03","Cenargen","CEN","6552","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. P. Queiroz","Lídio Coradin","5010","1981","11","26",NA,"Brasil","RR","BOA VISTA","Rodovia Boa Vista - Bonfim, km 88.","-59.966666","3.28333333","100","100","Exsicatas","Esta espécie inicia seu desenvolvimento de forma ereta, passando postriormente a forma volúvel. Bom desenvolvimento vegetativo. Flores saem do caule próximo ao solo. Idem V. Gianluppe coleção 08. Viagem realizada em cooperação CENARGEN, CPATU, CPAC e NPARoraima.","CEN00006552","CEN00006552",NA,NA,NA,"-59.966666","3.28333333",NA,"1999","08",NA,NA,NA,NA,"2",NA,NA
"145","2020-09-02 16:27:26-03","Cenargen","CEN","6675","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","E. Forero","Lídio Coradin","3573","1980","10","05",NA,"Brasil","TO","BREJINHO DE NAZARE","Rodovia Anápolis - Belém, BR-153 km 665 - GO.","-48.9","-10.75","320","320","Exsicatas","Apoiada em planta do gênero Cecropia, de 4m.","CEN00006675","CEN00006675",NA,NA,NA,"-48.9","-10.75",NA,"1992","02",NA,NA,NA,NA,"1",NA,NA
"146","2020-09-02 16:27:25-03","Cenargen","CEN","17461","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","G. Pereira-Silva","Bruno Machado Teles Walter","1740","1992","07","09",NA,"Brasil","GO","URUACU","Margem esquerda do rio Tocantins, na fazenda S. Lucas, após a fazenda Grotão e G. Z.. Após a carvoaria.","-49.033333","-14.05","440","440","Exsicatas","Mata de galeria do rio Tocantins. Bacia de inundação da UHE Serra da Mesa.","CEN00017461","CEN00017461",NA,NA,NA,"-49.033333","-14.05",NA,"1992","07",NA,NA,NA,NA,"3",NA,NA
