nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Joannesia princeps,Joannesia princeps,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Actinostemon klotzschii,Actinostemon klotzschii,apta,NA,NA,LC,NA,NA,DD,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Euphorbia attastoma,Euphorbia attastoma,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Algernonia brasiliensis,Algernonia brasiliensis,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Algernonia riedelii,Algernonia riedelii,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Bernardia pulchella,Bernardia confertifolia-Bernardia pulchella,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-EN,EN-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chiropetalum tricoccum,Chiropetalum gymnadenium,apta,Nome original era sinônimo,NA,NA,NA,VU,VU,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cnidoscolus froesii,Cnidoscolus froesii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Croton priscus,Croton priscus,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Croton serratifolius,Croton serratifolius,apta,NA,NA,NA,NA,NA,LC,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Croton sphaerogynus,Croton sphaerogynus,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Dalechampia leandrii,Dalechampia leandrii,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chloroleucon tortum,Chloroleucon tortum,apta,NA,NA,CR,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Inga bollandii,Inga bollandii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Mimosa elliptica,Mimosa elliptica,apta,NA,NA,NT,NA,NA,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Apuleia leiocarpa,Apuleia leiocarpa,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Dalbergia nigra,Dalbergia nigra,apta,NA,NA,VU,NA,VU,VU,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chamaecrista aristata,Chamaecrista aristata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Chamaecrista choriophylla,Chamaecrista choriophylla,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Chamaecrista trachycarpa,Chamaecrista trachycarpa,apta,NA,NA,LC,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Melanoxylon brauna,Melanoxylon brauna,apta,NA,NA,NA,NA,VU,VU,EW,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pterogyne nitens,Pterogyne nitens,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Bowdichia virgilioides,Bowdichia virgilioides,apta,NA,NA,LC,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Dipteryx alata,Dipteryx alata,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Machaerium villosum,Machaerium villosum,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Poecilanthe parviflora,Poecilanthe parviflora,apta,NA,NA,DD,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Mimosa cubatanensis,Mimosa cubatanensis,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Mimosa lanata,Mimosa lanata,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Mimosa orthacantha,Mimosa orthacantha,apta,NA,NA,NT,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Dimorphandra wilsonii,Dimorphandra wilsonii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,CR,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Abarema brachystachya,Abarema obovata,apta,Nome original era sinônimo,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Inga lentiscifolia,Inga lentiscifolia,apta,NA,NA,VU,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrocarpus frondosus,Myrocarpus frondosus,apta,NA,NA,DD,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peltogyne confertiflora,Peltogyne confertiflora,apta,NA,NA,NA,NA,NA,LC,EN,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Plathymenia reticulata,Plathymenia foliolosa-Plathymenia reticulata,apta,Nome original era sinônimo-NA,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Rhynchosia reticulata,Rhynchosia reticulata,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pomaria stipularis,Pomaria stipularis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NT,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Tachigali denudata,Sclerolobium denudatum-Tachigali denudata,apta,Nome original era sinônimo-NA,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-EN,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Albizia edwallii,Albizia edwallii-Albizia edwarllii,apta,Nome original mal escrito-NA,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Inga bullata,Inga bullata,apta,NA,NA,VU,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Inga lanceifolia,Inga lanceifolia,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Inga lenticellata,Inga lenticellata,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Inga maritima,Inga maritima,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Inga praegnans,Inga praegnans,apta,NA,NA,EN,NA,VU,EN,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Inga sellowiana,Inga sellowiana,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Centrosema jaraguaense,Centrosema jaraguaense,apta,NA,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,NA
Myrocarpus leprosus,Myrocarpus leprosus,apta,NA,NA,CR,NA,NA,CR,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Ormosia minor,Ormosia minor,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Senegalia parviceps,Senegalia parviceps,apta,NA,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Arachis villosa,Arachis villosa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Desmodium subsecundum,Desmodium subsecundum,apta,NA,NA,DD,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Muellera filipes,Muellera filipes,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Dahlstedtia muehlbergiana,Dahlstedtia muehlbergiana-Lonchocarpus muehlbergianus,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ancistrotropis firmula,Ancistrotropis firmula-Vigna firmula,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,LC-LC,VU-NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Paubrasilia echinata,Caesalpinia echinata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Amburana erythrosperma,Amburana erythrosperma,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,FBnao- OCCScruzam
Cratylia isopetala,Camptosema isopetalum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Nanogalactia heterophylla,Galactia marginalis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Voyria aphylla,Voyria aphylla,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Zygostigma australe,Zygostigma australe,apta,NA,NA,NA,CR,EN,EN,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Curtia tenuifolia,Curtia tenuifolia,apta,NA,NA,NA,CR,NA,LC,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Schultesia aptera,Schultesia aptera,apta,NA,NA,NA,CR,NA,LC,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Codonanthe carnosa,Codonanthe carnosa,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Nematanthus crassifolius,Nematanthus crassifolius,apta,NA,NA,NA,NA,NA,LC,VU,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Nematanthus monanthos,Nematanthus monanthos,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Nematanthus sericeus,Nematanthus sericeus,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nematanthus strigillosus,Nematanthus strigillosus,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Seemannia sylvatica,Seemannia sylvatica,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sinningia canescens,Sinningia canescens,apta,NA,NA,NA,NA,NA,NT,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Sinningia hirsuta,Sinningia hirsuta,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,NA,TRUE,NA,TRUE,NA,TRUE,3,FBnao- OCCScruzam
Sinningia iarae,Sinningia iarae,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Sinningia magnifica,Sinningia magnifica,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sinningia micans,Sinningia micans,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Sinningia piresiana,Sinningia piresiana,apta,NA,NA,NA,NA,EN,EN,EN,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Sinningia rupicola,Sinningia rupicola,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Sinningia tuberosa,Sinningia tuberosa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Sinningia villosa,Sinningia villosa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Sinningia warmingii,Sinningia warmingii,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Griselinia ruscifolia,Griselinia ruscifolia,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hymenophyllum crispum,Hymenophyllum sampaioanum,apta,Nome original era sinônimo,NA,NA,NA,CR,CR,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Hymenophyllum elegans,Hymenophyllum silveirae,apta,Nome original era sinônimo,NA,NA,NA,CR,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hypericum mutilum,Hypericum mutilum,apta,NA,NA,NA,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hypericum piriai,Hypericum piriai,apta,NA,NA,NA,EX,NA,NT,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hypericum rigidum,Hypericum rigidum,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Gelasine coerulea,Alophia coerulea,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pseudotrimezia juncifolia,Trimezia fistulosa var. longifolia,apta,Nome original era sinônimo,NA,NA,NA,CR,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Jungermannia decolor,Jungermannia decolor,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FBnao- OCCScruzam
Lacistema lucidum,Lacistema lucidum,apta,NA,NA,DD,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hyptis lagenaria,Hyptis lagenaria,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Rhabdocaulon gracile,Rhabdocaulon gracile,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Salvia campos-portoi,Salvia campos-portoi,apta,NA,NA,NA,NA,NA,NA,EX,entra,NA,TRUE,NA,FALSE,NA,TRUE,2,NA
Hyptis lobata,Hyptis lobata,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Beilschmiedia fluminensis,Beilschmiedia fluminensis,apta,NA,NA,EN,NA,NA,EN,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cryptocarya botelhensis,Cryptocarya botelhensis,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Cryptocarya micrantha,Cryptocarya micrantha,apta,NA,NA,LC,VU,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nectandra barbellata,Nectandra barbellata,apta,NA,NA,EN,VU,VU,EN,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Nectandra cissiflora,Nectandra cissiflora,apta,NA,NA,LC,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nectandra debilis,Nectandra debilis,apta,NA,NA,CR,VU,NA,DD,VU,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Nectandra psammophila,Nectandra psammophila,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ocotea aciphylla,Ocotea aciphylla,apta,NA,NA,LR/lc,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea basicordatifolia,Ocotea basicordatifolia,apta,NA,NA,EN,NA,EN,EN,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea beulahiae,Ocotea beulahiae,apta,NA,NA,NA,NA,EN,VU,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea beyrichii,Ocotea beyrichii,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Ocotea bragai,Ocotea bragai,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea catharinensis,Ocotea catharinensis,apta,NA,NA,VU,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea daphnifolia,Ocotea daphnifolia-Ocotea vaccinioides,apta,Nome original era sinônimo-NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea felix,Ocotea felix,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea frondosa,Ocotea frondosa,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ocotea lancifolia,Ocotea cantareirae-Ocotea lancifolia,apta,Nome original era sinônimo-NA,NA-NA,CR-NA,NA-NA,NA-NA,CR-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea minarum,Ocotea domatiata-Ocotea minarum,apta,Nome original era sinônimo-NA,NA-NA,EN-LC,NA-NA,NA-NA,EN-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea odorifera,Ocotea odorifera-Ocotea pretiosa,apta,Nome original era sinônimo-NA,NA-NA,VU-NA,NA-EN,NA-EN,NA-EN,NA-EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea porosa,Ocotea porosa,apta,NA,NA,VU,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea serrana,Ocotea serrana,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea tabacifolia,Ocotea tabacifolia,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,NA
Ocotea curucutuensis,Ocotea curucutuensis,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea puberula,Ocotea puberula,apta,NA,NA,LR/lc,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Persea obovata,Persea obovata,apta,NA,NA,NA,CR,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Aiouea trinervis,Aiouea trinervis,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Nectandra hihua,Nectandra hihua,apta,NA,NA,LC,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cinnamomum erythropus,Cinnamomum erythropus,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Nectandra paranaensis,Nectandra paranaensis,apta,NA,NA,VU,NA,VU,EN,VU,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Ocotea mosenii,Ocotea mosenii,apta,NA,NA,NA,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Persea rigida,Persea rigida,apta,NA,NA,NA,NA,NA,DD,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ocotea inhauba,Ocotea inhauba,apta,NA,NA,DD,NA,NA,DD,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Ocotea virgultosa,Ocotea virgultosa,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nectandra angustifolia,Nectandra angustifolia,apta,NA,NA,LC,NA,NA,LC,EN,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Cariniana legalis,Cariniana legalis,apta,NA,NA,VU,VU,EN,EN,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Lecythis lanceolata,Lecythis lanceolata,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Genlisea repens,Genlisea repens,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Utricularia trichophylla,Utricularia trichophylla,apta,NA,NA,LC,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Linum carneum,Linum carneum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Blumenbachia scabra,Blumenbachia scabra,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Strychnos gardneri,Strychnos gardneri,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Strychnos nigricans,Strychnos nigricans,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Strychnos trinervis,Strychnos trinervis,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Struthanthus flexicaulis,Struthanthus microstylus-Struthanthus pusillifolius-Struthanthus rufo-furfuraceus,apta,Nome original era sinônimo,NA-NA-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,CR-DD-EN,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Struthanthus marginatus,Struthanthus marginatus,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Struthanthus taubatensis,Struthanthus planaltinae-Struthanthus taubatensis,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,DD-EN,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Phlegmariurus mollicomus,Huperzia mollicoma-Phlegmariurus mollicomus,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cuphea arenarioides,Cuphea arenarioides,apta,NA,NA,NA,EN,VU,VU,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Cuphea lindmaniana,Cuphea lindmaniana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Diplusodon villosissimus,Diplusodon villosissimus,apta,NA,NA,NA,NA,VU,VU,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Lafoensia replicata,Lafoensia vandelliana subsp. replicata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Magnolia ovata,Magnolia irwiniana-Magnolia ovata-Magnolia paranaensis-Magnolia sellowiana,apta,Nome original era sinônimo-NA,NA-NA-NA,DD-EN-LC,NA-NA-NA,NA-NA-NA,NA-NA-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Banisteriopsis parviflora,Banisteriopsis parviflora,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Barnebya dispar,Barnebya dispar,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Heteropterys patens,Heteropterys patens,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
