nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Rudgea coronata,Rudgea coronata,apta,NA,NA,LC,NA,CR,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rudgea corymbulosa,Rudgea corymbulosa,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Rudgea nobilis,Rudgea nobilis,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rudgea sessilis,Rudgea sessilis,apta,NA,NA,NA,NA,EN,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rudgea triflora,Rudgea triflora,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rudgea vellerea,Rudgea vellerea,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rustia angustifolia,Rustia angustifolia,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Declieuxia oenanthoides,Declieuxia oenanthoides,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Coffea arabica,Coffea arabica,apta,NA,NA,EN,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Simira hexandra,Simira corumbensis-Simira pilosa,apta,Nome original era sinônimo,NA-NA,DD-NA,NA-NA,NA-NA,DD-LC,NA-NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Simira rubra,Simira rubra-Simira viridiflora,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,DD-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ixora schottiana,Ixora schottiana,apta,NA,NA,LC,NA,NA,NT,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Schizocalyx cuspidatus,Bathysa cuspidata-Schizocalyx cuspidatus,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,VU-NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Palicourea forsteronioides,Palicourea forsteronioides,apta,NA,NA,DD,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Palicourea malaneoides,Palicourea malaneoides,apta,NA,NA,DD,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Balfourodendron riedelianum,Balfourodendron riedelianum,apta,NA,NA,EN,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Esenbeckia hieronymi,Esenbeckia hieronymi,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Esenbeckia leiocarpa,Esenbeckia leiocarpa,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pilocarpus giganteus,Pilocarpus giganteus,apta,NA,NA,NA,NA,NA,NT,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Meliosma chartacea,Meliosma chartacea,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Meliosma itatiaiae,Meliosma itatiaiae,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Casearia lasiophylla,Casearia lasiophylla,apta,NA,NA,DD,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Casearia paranaensis,Casearia paranaensis,apta,NA,NA,NT,NA,VU,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Xylosma glaberrima,Xylosma glaberrima,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eubrachion ambiguum,Eubrachion ambiguum,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Phoradendron dipterum,Phoradendron anamariae,apta,Nome original era sinônimo,NA,NA,NA,NA,CR,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Cupania concolor,Cupania concolor,apta,NA,NA,NA,NA,VU,NT,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Cupania furfuracea,Cupania furfuracea,apta,NA,NA,NA,NA,VU,NT,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Urvillea glabra,Urvillea glabra,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Allophylus melanophloeus,Allophylus melanophloeus,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Paullinia pseudota,Paullinia racemosa,apta,Nome original era sinônimo,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chrysophyllum flexuosum,Chrysophyllum flexuosum,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chrysophyllum imperiale,Chrysophyllum imperiale,apta,NA,NA,EN,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chrysophyllum inornatum,Chrysophyllum inornatum,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chrysophyllum paranaense,Chrysophyllum paranaense,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Chrysophyllum viride,Chrysophyllum viride,apta,NA,NA,LR/nt,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pouteria beaurepairei,Pouteria beaurepairei,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pouteria bullata,Pouteria bullata,apta,NA,NA,VU,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pouteria gardneri,Pouteria gardneri-Pouteria peduncularis,apta,Nome original era sinônimo-NA,NA-NA,DD-LC,NA-NA,NA-NA,VU-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pouteria glomerata,Pouteria glomerata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Pouteria oxypetala,Pouteria oxypetala,apta,NA,NA,EN,NA,EN,NT,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pouteria psammophila,Pouteria psammophila,apta,NA,NA,EN,NA,NA,"NT, quase chegando à VU",NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Micropholis crassipedicellata,Micropholis crassipedicellata,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Manilkara subsericea,Manilkara subsericea,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Selaginella valida,Selaginella valida,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Smilax muscosa,Smilax muscosa,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Smilax spicata,Smilax spicata,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Smilax subsessiliflora,Smilax subsessiliflora,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Smilax lappacea,Smilax lappacea,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Brugmansia suaveolens,Brugmansia suaveolens,apta,NA,NA,EW,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Petunia mantiqueirensis,Petunia mantiqueirensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Schwenckia curviflora,Schwenckia curviflora,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Sessea brasiliensis,Sessea brasiliensis,apta,NA,NA,DD,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum arenarium,Solanum arenarium,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Solanum bullatum,Solanum bullatum,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum cinnamomeum,Solanum cinnamomeum,apta,NA,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum diploconos,Cyphomandra diploconos-Solanum diploconos,apta,Nome original era sinônimo-NA,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum latiflorum,Solanum latiflorum,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum melissarum,Solanum melissarum,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Solanum paralum,Solanum paralum,apta,NA,NA,EN,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum pinetorum,Solanum pinetorum,apta,NA,NA,LR/nt,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum pseudoquina,Solanum inaequale-Solanum pseudoquina,apta,Nome original era sinônimo-NA,NA-NA,LR/cd-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Solanum spissifolium,Solanum spissifolium,apta,NA,CR,NA,EX,CR,CR,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Solanum viscosissimum,Solanum viscosissimum,apta,NA,NA,NA,NA,EN,EN,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Calibrachoa humilis,Calibrachoa humilis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Petunia exserta,Petunia exserta,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Athenaea fasciculata,Aureliana fasciculata,apta,Nome original era sinônimo,NA,LR/cd,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Athenaea sellowiana,Aureliana sellowiana,apta,Nome original era sinônimo,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sphagnum brasiliense,Sphagnum brasiliense,apta,NA,NA,EN,NA,NA,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Goniopteris littoralis,Thelypteris littoralis,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Sciaphila schwackeana,Sciaphila schwackeana,apta,NA,NA,NA,NA,NA,NT,EN,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Turnera hilaireana,Turnera hilaireana,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Pilea rhizobola,Pilea rhizobola,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Lantana canescens,Lippia duartei,apta,Nome original era sinônimo,NA,NA,NA,NA,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Viola gracillima,Viola gracillima,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Viola subdimidiata,Viola subdimidiata,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cissus serroniana,Cissus serroniana,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Callisthene castellanosii,Callisthene castellanosii,apta,NA,NA,NA,NA,NA,"NT, quase chegando à VU",NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Xyris fallax,Xyris fallax,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Xyris trachyphylla,Xyris trachyphylla,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Xyris vacillans,Xyris vacillans,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Xyris capensis,Xyris capensis,apta,NA,NA,LC,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Xyris rigida,Xyris rigida,apta,NA,NA,NA,CR,CR,CR,CR,entra,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,NA
Xyris wawrae,Xyris wawrae,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Hedychium coronarium,Hedychium coronarium,apta,NA,NA,DD,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Renealmia brasiliensis,Renealmia brasiliensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
