nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Chaetogastra herincquiana,sima-SP_oficial,Nome original era sinônimo,Tibouchina herincquiana,apta,sima-SP_oficial
Chaetogastra versicolor,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Tibouchina versicolor,examinar,sima-SP_oficial
Huberia insignis,cncflora_ckan-UICN_API,Nome original era sinônimo,Behuria insignis,apta,cncflora_ckan-UICN_API
Huberia minutifolia,sima-SP_oficial,Nome original era sinônimo,Behuria parvifolia,apta,sima-SP_oficial
Cabralea canjerana,UICN_API,NA,Cabralea canjerana,apta,UICN_API
Cedrela fissilis,sima-SP_oficial-cncflora_web-UICN_API-mpoSP-Portaria 443/2014,NA,Cedrela fissilis,apta,sima-SP_oficial-cncflora_web-UICN_API-mpoSP-Portaria 443/2014
Cedrela odorata,sima-SP_oficial-cncflora_web-UICN_API-mpoSP-Portaria 443/2014,NA,Cedrela odorata,apta,sima-SP_oficial-cncflora_web-UICN_API-mpoSP-Portaria 443/2014
Guarea guidonia,UICN_API,NA,Guarea guidonia,apta,UICN_API
Guarea macrophylla,UICN_API,NA,Guarea macrophylla,apta,UICN_API
Trichilia elegans,UICN_API,NA,Trichilia elegans,apta,UICN_API
Trichilia emarginata,cncflora_web-UICN_API,NA,Trichilia emarginata,apta,cncflora_web-UICN_API
Trichilia florbranca,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia florbranca,examinar,sima-Portaria 443/2014
Trichilia hirta,cncflora_web-UICN_API,NA,Trichilia hirta,apta,cncflora_web-UICN_API
Trichilia lepidota,cncflora_web-UICN_API,NA,Trichilia lepidota,apta,cncflora_web-UICN_API
Trichilia magnifoliola,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia magnifoliola,examinar,sima-Portaria 443/2014
Trichilia pallens,cncflora_web-UICN_API,NA,Trichilia pallens,apta,cncflora_web-UICN_API
Trichilia pseudostipularis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia pseudostipularis,examinar,sima
Trichilia silvatica,cncflora_web-UICN_API,NA,Trichilia silvatica,apta,cncflora_web-UICN_API
Trichilia blanchetii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia blanchetii,examinar,sima-Portaria 443/2014
Trichilia casaretti,cncflora_web-UICN_API,NA,Trichilia casaretti,apta,cncflora_web-UICN_API
Swietenia macrophylla,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Swietenia macrophylla,examinar,sima-Portaria 443/2014
Trichilia stellato-tomentosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia stellato-tomentosa,examinar,sima-Portaria 443/2014
Guarea crispa,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guarea crispa,examinar,sima
Guarea cristata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guarea cristata,examinar,sima
Guarea sprucei,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guarea sprucei,examinar,sima
Trichilia hispida,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia hispida,examinar,sima
Trichilia micropetala,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia micropetala,examinar,sima-Portaria 443/2014
Trichilia surumuensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trichilia surumuensis,examinar,sima
Trichilia lepidota subsp. schumanniana,UICN_API,NA,Trichilia lepidota subsp. schumanniana,apta,UICN_API
Guarea anomala,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guarea anomala,examinar,sima
Guarea zepivae,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guarea zepivae,examinar,sima
Chondrodendron platiphyllum,sima-cncflora_web,NA,Chondrodendron platiphyllum,apta,sima-cncflora_web
Cissampelos pareira,cncflora_web,NA,Cissampelos pareira,apta,cncflora_web
Disciphania hernandia,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Disciphania hernandia,examinar,sima
Odontocarya vitis,cncflora_web,NA,Odontocarya vitis,apta,cncflora_web
Sciadotenia acutifolia,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Sciadotenia acutifolia,examinar,sima
Ungulipetalum filipendulum,sima-cncflora_web,NA,Ungulipetalum filipendulum,apta,sima-cncflora_web
Abuta selloana,sima-cncflora_web,NA,Abuta selloana,apta,sima-cncflora_web
Anomospermum reticulatum subsp. nitidum,sima-cncflora_web,NA,Anomospermum reticulatum subsp. nitidum,apta,sima-cncflora_web
Metzgeria brasiliensis,cncflora_web,NA,Metzgeria brasiliensis,apta,cncflora_web
Metzgeria hegewaldii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Metzgeria hegewaldii,examinar,sima-Portaria 443/2014
Metzgeria liebmanniana,cncflora_web,NA,Metzgeria liebmanniana,apta,cncflora_web
Metzgeria psilocraspeda,cncflora_web,NA,Metzgeria psilocraspeda,apta,cncflora_web
Metzgeria subaneura,sima-cncflora_web,NA,Metzgeria subaneura,apta,sima-cncflora_web
Microtea bahiensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Microtea bahiensis,examinar,sima-Portaria 443/2014
Zornia acauensis,sima,Nome original mal escrito/Taxonomia incerta,Zornia acauensis,inapta,sima
Microtea maypurensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Microtea maypurensis,examinar,sima
Microtea scabrida,cncflora_web,NA,Microtea scabrida,apta,cncflora_web
Microtea papilosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Microtea papilosa,examinar,sima-Portaria 443/2014
Glinus radiatus,sima-SP_oficial-cncflora_web,NA,Glinus radiatus,apta,sima-SP_oficial-cncflora_web
Macropeplus dentatus,cncflora_ckan-UICN_API,NA,Macropeplus dentatus,apta,cncflora_ckan-UICN_API
Macropeplus friburgensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Macropeplus friburgensis,examinar,sima-Portaria 443/2014
Macrotorus utriculatus,cncflora_web,NA,Macrotorus utriculatus,apta,cncflora_web
Mollinedia argyrogyna,cncflora_web-UICN_API,NA,Mollinedia argyrogyna,apta,cncflora_web-UICN_API
Mollinedia boracensis,cncflora_ckan,NA,Mollinedia boracensis,apta,cncflora_ckan
Mollinedia clavigera,cncflora_web,Nome original era sinônimo,Mollinedia blumenaviana-Mollinedia clavigera,apta,cncflora_web-UICN_API
Mollinedia clavigera,UICN_API,NA,Mollinedia blumenaviana-Mollinedia clavigera,apta,cncflora_web-UICN_API
Mollinedia elegans,UICN_API,NA,Mollinedia elegans,apta,UICN_API
Mollinedia engleriana,cncflora_web-UICN_API,NA,Mollinedia engleriana,apta,cncflora_web-UICN_API
Mollinedia gilgiana,cncflora_web-UICN_API,NA,Mollinedia gilgiana,apta,cncflora_web-UICN_API
Mollinedia luizae,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Mollinedia luizae,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Mollinedia oligantha,UICN_API,NA,Mollinedia oligantha,apta,UICN_API
Mollinedia pachysandra,SP_oficial-cncflora_web,NA,Mollinedia pachysandra,apta,SP_oficial-cncflora_web
Mollinedia salicifolia,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mollinedia salicifolia,examinar,sima-SP_oficial
Mollinedia schottiana,SP_oficial,Nome original era sinônimo,Mollinedia oligotricha-Mollinedia schottiana,apta,SP_oficial-sima-UICN_API
Mollinedia schottiana,sima-UICN_API,NA,Mollinedia oligotricha-Mollinedia schottiana,apta,SP_oficial-sima-UICN_API
Mollinedia triflora,sima-UICN_API,NA,Mollinedia triflora,apta,sima-UICN_API
Mollinedia uleana,UICN_API,NA,Mollinedia uleana,apta,UICN_API
Mollinedia widgrenii,UICN_API,NA,Mollinedia widgrenii,apta,UICN_API
Mollinedia ovata,cncflora_web-UICN_API,NA,Mollinedia ovata,apta,cncflora_web-UICN_API
Mollinedia eugeniifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mollinedia eugeniifolia,examinar,sima-Portaria 443/2014
Mollinedia longicuspidata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mollinedia longicuspidata,examinar,sima-Portaria 443/2014
Brosimum glaziovii,sima-SP_oficial-cncflora_web-UICN_API-mpoSP,NA,Brosimum glaziovii,apta,sima-SP_oficial-cncflora_web-UICN_API-mpoSP
Brosimum guianense,UICN_API,NA,Brosimum guianense,apta,UICN_API
Brosimum lactescens,cncflora_web-UICN_API,NA,Brosimum lactescens,apta,cncflora_web-UICN_API
Clarisia ilicifolia,UICN_API,NA,Clarisia ilicifolia,apta,UICN_API
Clarisia racemosa,UICN_API,NA,Clarisia racemosa,apta,UICN_API
Dorstenia arifolia,cncflora_web,NA,Dorstenia arifolia,apta,cncflora_web
Dorstenia cayapia,sima-cncflora_web,NA,Dorstenia cayapia,apta,sima-cncflora_web
Dorstenia conceptionis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dorstenia conceptionis,examinar,sima-Portaria 443/2014
Ficus lagoensis,cncflora_ckan-UICN_API,NA,Ficus lagoensis,apta,cncflora_ckan-UICN_API
Ficus trigona,UICN_API,NA,Ficus trigona,apta,UICN_API
Ficus adhatodifolia,cncflora_ckan,NA,Ficus adhatodifolia,apta,cncflora_ckan
Ficus cyclophylla,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Ficus cyclophylla,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Ficus donnell-smithii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Ficus aripuanensis,examinar,sima
Ficus enormis,UICN_API,NA,Ficus enormis,apta,UICN_API
Ficus eximia,cncflora_web-UICN_API,NA,Ficus eximia,apta,cncflora_web-UICN_API
Ficus gomelleira,UICN_API,NA,Ficus gomelleira,apta,UICN_API
Ficus hirsuta,cncflora_web-UICN_API,NA,Ficus hirsuta-Ficus salzmanniana,apta,cncflora_web-UICN_API-cncflora_web-UICN_API
Ficus hirsuta,cncflora_web-UICN_API,Nome original era sinônimo,Ficus hirsuta-Ficus salzmanniana,apta,cncflora_web-UICN_API-cncflora_web-UICN_API
Ficus luschnathiana,UICN_API,NA,Ficus luschnathiana-Ficus monckii,apta,UICN_API-cncflora_web-UICN_API
Ficus luschnathiana,cncflora_web-UICN_API,Nome original era sinônimo,Ficus luschnathiana-Ficus monckii,apta,UICN_API-cncflora_web-UICN_API
Ficus obtusifolia,UICN_API,NA,Ficus obtusifolia,apta,UICN_API
Ficus obtusiuscula,UICN_API,NA,Ficus obtusiuscula,apta,UICN_API
Ficus pertusa,UICN_API,NA,Ficus pertusa,apta,UICN_API
Ficus pulchella,cncflora_web-UICN_API,NA,Ficus pulchella,apta,cncflora_web-UICN_API
Maclura brasiliensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Maclura brasiliensis,examinar,sima-Portaria 443/2014
Maclura tinctoria,UICN_API,NA,Maclura tinctoria,apta,UICN_API
Pseudolmedia hirtula,cncflora_web-UICN_API,NA,Pseudolmedia hirtula,apta,cncflora_web-UICN_API
Pseudolmedia laevigata,UICN_API,NA,Pseudolmedia laevigata,apta,UICN_API
Sorocea guilleminiana,cncflora_web-UICN_API,NA,Sorocea guilleminiana,apta,cncflora_web-UICN_API
Sorocea hilarii,UICN_API,NA,Sorocea hilarii,apta,UICN_API
Sorocea racemosa,UICN_API,NA,Sorocea racemosa,apta,UICN_API
Dorstenia brasiliensis,sima-cncflora_web,NA,Dorstenia brasiliensis,apta,sima-cncflora_web
Ficus catappifolia,cncflora_web-UICN_API,NA,Ficus catappifolia,apta,cncflora_web-UICN_API
Ficus malacocarpa,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus malacocarpa,examinar,sima
Ficus schultesii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus schultesii,examinar,sima
Ficus ursina,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus ursina,examinar,sima
Naucleopsis jamariensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Naucleopsis jamariensis,examinar,sima
Perebea rubra subsp. glabrifolia,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Perebea rubra subsp. glabrifolia,examinar,sima
Dorstenia sucrei,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dorstenia sucrei,examinar,sima
Helicostylis heterotricha,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Helicostylis heterotricha,examinar,sima
Ficus blepharophylla,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus blepharophylla,examinar,sima
Ficus roraimensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus roraimensis,examinar,sima
Ficus schippii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ficus schippii,examinar,sima
Dorstenia hildegardis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dorstenia hildegardis,examinar,sima-Portaria 443/2014
Dorstenia alberti,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dorstenia alberti,examinar,sima
Dorstenia fischeri,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dorstenia fischeri,examinar,sima
Ficus crocata,UICN_API,NA,Ficus crocata,apta,UICN_API
Ficus pallida,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Ficus schumacheri,examinar,sima
Ficus latipedunculata,cncflora_ckan-UICN_API,NA,Ficus latipedunculata,apta,cncflora_ckan-UICN_API
Virola bicuhyba,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Virola bicuhyba,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Virola gardneri,UICN_API,NA,Virola gardneri,apta,UICN_API
Virola sebifera,UICN_API,NA,Virola sebifera,apta,UICN_API
Virola surinamensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Virola surinamensis,examinar,sima-Portaria 443/2014
Iryanthera campinae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Iryanthera campinae,examinar,sima-Portaria 443/2014
Virola parvifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Virola parvifolia,examinar,sima-Portaria 443/2014
Accara elegans,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Accara elegans,examinar,sima-Portaria 443/2014
Blepharocalyx salicifolius,cncflora_web,NA,Blepharocalyx salicifolius,apta,cncflora_web
Calycolpus legrandii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Calycolpus legrandii,examinar,sima-Portaria 443/2014
Campomanesia aurea,sima-SP_oficial,NA,Campomanesia aurea,apta,sima-SP_oficial
Campomanesia espiritosantensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Campomanesia espiritosantensis,examinar,sima-Portaria 443/2014
Campomanesia eugenioides,cncflora_web,NA,Campomanesia eugenioides,apta,cncflora_web
Campomanesia guazumifolia,UICN_API,NA,Campomanesia guazumifolia,apta,UICN_API
Campomanesia hirsuta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Campomanesia hirsuta,examinar,sima-Portaria 443/2014
Campomanesia macrobracteolata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Campomanesia macrobracteolata,examinar,sima-Portaria 443/2014
Campomanesia neriiflora,cncflora_web-UICN_API,NA,Campomanesia neriiflora,apta,cncflora_web-UICN_API
Campomanesia phaea,cncflora_web-UICN_API,NA,Campomanesia phaea,apta,cncflora_web-UICN_API
Campomanesia prosthecesepala,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Campomanesia prosthecesepala,examinar,sima-Portaria 443/2014
Campomanesia pubescens,sima-cncflora_web,NA,Campomanesia pubescens,apta,sima-cncflora_web
Campomanesia reitziana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Campomanesia reitziana,examinar,sima-Portaria 443/2014
Campomanesia schlechtendaliana,cncflora_web,NA,Campomanesia schlechtendaliana,apta,cncflora_web
Campomanesia sessiliflora,cncflora_web,NA,Campomanesia sessiliflora,apta,cncflora_web
Campomanesia simulans,cncflora_ckan-UICN_API,NA,Campomanesia simulans,apta,cncflora_ckan-UICN_API
Campomanesia xanthocarpa,cncflora_web,NA,Campomanesia xanthocarpa,apta,cncflora_web
Curitiba prismatica,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Curitiba prismatica,examinar,sima
Eugenia acutata,UICN_API,Nome original era sinônimo,Calycorectes acutatus-Eugenia acutata,apta,UICN_API-cncflora_ckan
Eugenia acutata,cncflora_ckan,NA,Calycorectes acutatus-Eugenia acutata,apta,UICN_API-cncflora_ckan
Eugenia bacopari,cncflora_ckan-UICN_API,NA,Eugenia bacopari,apta,cncflora_ckan-UICN_API
Eugenia bahiensis,sima-SP_oficial-cncflora_web,NA,Eugenia bahiensis,apta,sima-SP_oficial-cncflora_web
Eugenia batingabranca,cncflora_ckan-UICN_API,NA,Eugenia batingabranca,apta,cncflora_ckan-UICN_API
Eugenia bimarginata,cncflora_ckan-UICN_API,NA,Eugenia bimarginata,apta,cncflora_ckan-UICN_API
Eugenia brasiliensis,cncflora_web,NA,Eugenia brasiliensis,apta,cncflora_web
Eugenia bunchosiifolia,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Eugenia brunoi-Eugenia bunchosiifolia,apta,sima-cncflora_web-Portaria 443/2014-sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Eugenia bunchosiifolia,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Eugenia brunoi-Eugenia bunchosiifolia,apta,sima-cncflora_web-Portaria 443/2014-sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Eugenia burkartiana,cncflora_web,NA,Eugenia burkartiana,apta,cncflora_web
Eugenia candolleana,UICN_API,NA,Eugenia candolleana,apta,UICN_API
Eugenia catharinensis,sima-SP_oficial,NA,Eugenia catharinensis,apta,sima-SP_oficial
Eugenia cerasiflora,cncflora_web,NA,Eugenia cerasiflora,apta,cncflora_web
Eugenia cereja,cncflora_web,NA,Eugenia cereja,apta,cncflora_web
Eugenia chlorophylla,cncflora_ckan-UICN_API,NA,Eugenia chlorophylla,apta,cncflora_ckan-UICN_API
Eugenia cinerascens,sima-SP_oficial-cncflora_ckan-UICN_API,NA,Eugenia cinerascens,apta,sima-SP_oficial-cncflora_ckan-UICN_API
Eugenia copacabanensis,cncflora_web,NA,Eugenia copacabanensis,apta,cncflora_web
Eugenia disperma,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Eugenia disperma-Eugenia oblongata,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014-sima-UICN_API
Eugenia disperma,sima-UICN_API,Nome original era sinônimo,Eugenia disperma-Eugenia oblongata,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014-sima-UICN_API
Eugenia dodonaeifolia,UICN_API,NA,Eugenia dodonaeifolia,apta,UICN_API
Eugenia dysenterica,UICN_API,NA,Eugenia dysenterica,apta,UICN_API
Eugenia egensis,UICN_API,NA,Eugenia egensis,apta,UICN_API
Eugenia elongata,cncflora_ckan-UICN_API,NA,Eugenia elongata,apta,cncflora_ckan-UICN_API
Eugenia excelsa,sima-cncflora_web,NA,Eugenia excelsa,apta,sima-cncflora_web
Eugenia expansa,cncflora_ckan-UICN_API,NA,Eugenia expansa,apta,cncflora_ckan-UICN_API
Eugenia flavescens,UICN_API,NA,Eugenia flavescens,apta,UICN_API
Eugenia florida,sima-cncflora_web-UICN_API,NA,Eugenia florida,apta,sima-cncflora_web-UICN_API
Eugenia francavilleana,UICN_API,NA,Eugenia francavilleana,apta,UICN_API
Eugenia fusca,UICN_API,NA,Eugenia fusca,apta,UICN_API
Eugenia gracillima,sima-SP_oficial-cncflora_web,NA,Eugenia gracillima,apta,sima-SP_oficial-cncflora_web
Eugenia hamiltonii,sima-cncflora_web,NA,Eugenia hamiltonii,apta,sima-cncflora_web
Eugenia handroana,UICN_API,NA,Eugenia handroana,apta,UICN_API
Eugenia handroi,sima-SP_oficial-cncflora_ckan-UICN_API,NA,Eugenia handroi,apta,sima-SP_oficial-cncflora_ckan-UICN_API
Eugenia hermesiana,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Eugenia hermesiana,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Eugenia hiemalis,cncflora_web,NA,Eugenia hiemalis,apta,cncflora_web
Eugenia involucrata,UICN_API,NA,Eugenia involucrata,apta,UICN_API
Eugenia ischnosceles,cncflora_ckan-UICN_API,NA,Eugenia ischnosceles,apta,cncflora_ckan-UICN_API
Eugenia itacarensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia itacarensis,examinar,sima-Portaria 443/2014
Eugenia joenssonii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia joenssonii,examinar,sima-Portaria 443/2014
Eugenia kleinii,UICN_API,NA,Eugenia kleinii,apta,UICN_API
Eugenia lambertiana,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia lambertiana,examinar,sima-SP_oficial
Eugenia leonorae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia leonorae,examinar,sima-Portaria 443/2014
Eugenia leptoclada,cncflora_ckan-UICN_API,NA,Eugenia leptoclada,apta,cncflora_ckan-UICN_API
Eugenia longipetiolata,cncflora_ckan-UICN_API,NA,Eugenia longipetiolata,apta,cncflora_ckan-UICN_API
Eugenia macahensis,sima-SP_oficial-cncflora_ckan-UICN_API,NA,Eugenia macahensis,apta,sima-SP_oficial-cncflora_ckan-UICN_API
Eugenia macrobracteolata,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Eugenia macrobracteolata,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Eugenia malacantha,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Eugenia malacantha,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Eugenia mansoi,UICN_API,NA,Eugenia mansoi,apta,UICN_API
Eugenia mattosii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia mattosii,examinar,sima-Portaria 443/2014
Eugenia melanogyna,UICN_API,NA,Eugenia melanogyna,apta,UICN_API
Eugenia modesta,sima-SP_oficial-UICN_API,NA,Eugenia modesta,apta,sima-SP_oficial-UICN_API
Eugenia monosperma,cncflora_ckan-UICN_API,NA,Eugenia monosperma,apta,cncflora_ckan-UICN_API
Eugenia mosenii,UICN_API,NA,Eugenia mosenii,apta,UICN_API
Eugenia multicostata,UICN_API,NA,Eugenia multicostata,apta,UICN_API
Eugenia myrcianthes,UICN_API,NA,Eugenia myrcianthes,apta,UICN_API
Eugenia myrciariifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia myrciariifolia,examinar,sima-Portaria 443/2014
Eugenia neosilvestris,cncflora_ckan-UICN_API,NA,Eugenia neosilvestris,apta,cncflora_ckan-UICN_API
Eugenia neotristis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia neotristis,examinar,sima-Portaria 443/2014
Eugenia neoverrucosa,UICN_API,NA,Eugenia neoverrucosa,apta,UICN_API
Eugenia nutans,sima-SP_oficial-cncflora_web,NA,Eugenia nutans,apta,sima-SP_oficial-cncflora_web
Eugenia pachyclada,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia pachyclada,examinar,sima-Portaria 443/2014
Eugenia pantagensis,cncflora_ckan-UICN_API,NA,Eugenia pantagensis,apta,cncflora_ckan-UICN_API
Eugenia peruibensis,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Eugenia peruibensis,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Eugenia piloensis,cncflora_ckan,NA,Eugenia piloensis-Eugenia piloesis,apta,cncflora_ckan-UICN_API
Eugenia piloensis,UICN_API,Nome original mal escrito,Eugenia piloensis-Eugenia piloesis,apta,cncflora_ckan-UICN_API
Eugenia pisiformis,UICN_API,Nome original era sinônimo,Eugenia microcarpa-Eugenia pisiformis,apta,UICN_API-sima-SP_oficial-cncflora_web
Eugenia pisiformis,sima-SP_oficial-cncflora_web,NA,Eugenia microcarpa-Eugenia pisiformis,apta,UICN_API-sima-SP_oficial-cncflora_web
Eugenia platysema,cncflora_web,NA,Eugenia platysema,apta,cncflora_web
Eugenia plicata,sima-SP_oficial,NA,Eugenia plicata,apta,sima-SP_oficial
Eugenia pluriflora,cncflora_web,NA,Eugenia pluriflora,apta,cncflora_web
Eugenia prasina,cncflora_web-UICN_API,NA,Eugenia prasina,apta,cncflora_web-UICN_API
Eugenia pruinosa,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Eugenia pruinosa,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Eugenia pseudomalacantha,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia pseudomalacantha,examinar,sima-Portaria 443/2014
Eugenia puberula,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia puberula,examinar,sima
Eugenia punicifolia,UICN_API,NA,Eugenia punicifolia,apta,UICN_API
Eugenia pyriformis,UICN_API,NA,Eugenia pyriformis,apta,UICN_API
Eugenia reitziana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia reitziana,examinar,sima-Portaria 443/2014
Eugenia repanda,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Eugenia oxyoentophylla-Eugenia repanda,apta,sima-cncflora_web-Portaria 443/2014-UICN_API
Eugenia repanda,UICN_API,NA,Eugenia oxyoentophylla-Eugenia repanda,apta,sima-cncflora_web-Portaria 443/2014-UICN_API
Eugenia rotundicosta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia rotundicosta,examinar,sima-Portaria 443/2014
Eugenia sclerocalyx,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia sclerocalyx,examinar,sima-Portaria 443/2014
Eugenia sonderiana,UICN_API,NA,Eugenia sonderiana,apta,UICN_API
Eugenia speciosa,UICN_API,NA,Eugenia speciosa,apta,UICN_API
Eugenia sphenoides,sima-SP_oficial,NA,Eugenia sphenoides,apta,sima-SP_oficial
