nome_aceito_correto,notas_all
Aulonemia aristulata,"NA"
Aulonemia setosa,Nome original era sinônimo
Austroblechnum andinum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Austroblechnum organense,Nome original era sinônimo
Austroblechnum penna-marina,Nome original era sinônimo
Austroblechnum squamipes,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Austrocritonia angulicaulis,"NA"
Austroeupatorium rosmarinaceum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Avena strigosa,"NA"
Avicennia germinans,"NA"
Avicennia schaueriana,"NA"
Axonopus argentinus,Nome original era sinônimo-NA
Axonopus aureus,"NA"
Axonopus carajasensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Axonopus chrysoblepharis,"NA"
Axonopus comans,"NA"
Axonopus complanatus,"NA"
Axonopus fastigiatus,"NA"
Axonopus hydrolithicus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Axonopus monticola,"NA"
Axonopus pressus,"NA"
Axonopus scoparius,"NA"
Axonopus uninodis,"NA"
Azara uruguayensis,"NA"
Baccharis aracatubensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis brevifolia,"NA"
Baccharis concinna,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis elliptica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis grandimucronata,"NA"
Baccharis hypericifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis lychnophora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis megapotamica,"NA"
Baccharis myricifolia,Nome original era sinônimo
Baccharis oreophila,"NA"
Baccharis paranensis,"NA"
Baccharis penningtonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis polyphylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis pseudoalpestris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Baccharis punctulata,"NA"
Baccharis sagittalis,"NA"
Baccharis sphenophylla,"NA"
Baccharis weirii,Nome original era sinônimo
Bacopa cochlearia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bacopa congesta,"NA"
Bacopa monnieri,"NA"
Bactris hatschbachii,"NA"
Bactris timbuiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Balfourodendron riedelianum,"NA"
Banara parviflora,"NA"
Banara serrata,"NA"
Banara tomentosa,"NA"
Banisteriopsis andersonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis basifixa,"NA"
Banisteriopsis cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis hirsuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis magdalenensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis parviflora,"NA"
Banisteriopsis pseudojanusia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis salicifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Banisteriopsis sellowiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia delicatula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia ensifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia exscapa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia glutinosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia gounelleana,"NA"
Barbacenia hirtiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia longiscapa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia paranaensis,"NA"
Barbacenia pungens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia riparia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia rodriguesii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia spectabilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbacenia spiralis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbosella dusenii,"NA"
Barbosella spiritu-sanctensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barbosella trilobata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Barjonia erecta,"NA"
Barnebya dispar,"NA"
Barrosoa apiculata,"NA"
Bathysa australis,"NA"
Bathysa gymnocarpa,"NA"
Bathysa mendoncaei,"NA"
Bathysa stipulata,"NA"
Bauhinia cheilantha,"NA"
Bauhinia forficata,"NA"
Bauhinia integerrima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bauhinia longifolia,"NA"
Bauhinia marginata,"NA"
Bauhinia pentandra,"NA"
Bauhinia ungulata,"NA"
Bauhinia variegata,Espécie exótica/Cultivada
Begonia albidula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia altamiroi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia apparicioi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia besleriifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia biguassuensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Begonia brevilobata,"NA"
Begonia coccinea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia crispula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia curtii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia dentatiloba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia espiritosantensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia fruticosa,"NA"
Begonia glabra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Begonia handroi,"NA"
Begonia herbacea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia hirtella,"NA"
Begonia hispida,"NA"
Begonia huegelii,"NA"
Begonia ibitiocensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia inconspicua,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia integerrima,"NA"
Begonia itaguassuensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia itatinensis,"NA"
Begonia jureiensis,"NA"
Begonia kuhlmannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia larorum,"NA"
Begonia obscura,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia organensis,"NA"
Begonia paranaensis,"NA"
Begonia paulensis,"NA"
Begonia perdusenii,"NA"
Begonia piresiana,"NA"
Begonia pluvialis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia polygonifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia radicans,"NA"
Begonia rufa,"NA"
Begonia ruschii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia salesopolensis,"NA"
Begonia santoslimae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia scharffii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia stenolepis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia sylvatica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Begonia toledoana,"NA"
Begonia undulata,"NA"
Begonia valdensium,"NA"
Begonia velloziana,Nome original mal escrito/Taxonomia incerta
Begonia venosa,"NA"
Begonia vicina,"NA"
Beilschmiedia emarginata,"NA"
Beilschmiedia fluminensis,"NA"
Beilschmiedia rigida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Belemia fucsioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bellucia riparia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bellucia wurdackiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Berberis campos-portoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bernardia crassifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bernardia pulchella,Nome original era sinônimo-NA
Bernardia similis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bertholletia excelsa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bertolonia angustifolia,"NA"
Bertolonia formosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bertolonia foveolata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bertolonia hoehneana,"NA"
Bertolonia leuzeana,"NA"
Bertolonia paranaensis,"NA"
Besleria grandifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Besleria meridionalis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bidens bipinnata,"NA"
Bifrenaria aureofulva,"NA"
Bifrenaria harrisoniae,"NA"
Bifrenaria inodora,"NA"
Bifrenaria leucorrhoda,"NA"
Bifrenaria racemosa,"NA"
Bifrenaria silvana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bifrenaria tetragona,"NA"
Bifrenaria tyrianthina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bifrenaria wittigii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia alfonsijoannis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Billbergia brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia distachia,"NA"
Billbergia lietzei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia macrocalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia magnifica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia meyeri,"NA"
Billbergia nutans,"NA"
Billbergia pohliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Billbergia pyramidalis,"NA"
Billbergia zebrina,"NA"
Bipinnula biplumata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bipinnula montana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bipinnula penicillata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bixa arborea,"NA"
Bixa orellana,Nome original era sinônimo-NA
Blechnum heringeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Blepharocalyx salicifolius,"NA"
Blepharodon bicuspidatum,"NA"
Blepharolejeunea securifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Blotiella lindeniana,"NA"
Blumenbachia eichleri,"NA"
Blumenbachia scabra,"NA"
Blutaparon portulacoides,"NA"
Boehmeria caudata,"NA"
Boehmeria cylindrica,"NA"
Boehmeria ulmifolia,"NA"
Bonamia agrostopolis,Nome original era sinônimo-NA
Boopis bupleuroides,"NA"
Boopis itatiaiae,"NA"
Borreria paulista,"NA"
Borreria pulchristipula,"NA"
Borreria remota,"NA"
Bothriochloa laguroides,"NA"
Botrypus virginianus,Nome original era sinônimo
Bouchea fluminensis,"NA"
Bougainvillea glabra,"NA"
Bowdichia virgilioides,"NA"
Brachionidium restrepioides,"NA"
Brachymenium hornschuchianum,Nome original mal escrito
Brachystele camporum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bradea anomala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bradea bicornuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bradea kuhlmannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Bradea montana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Brasilicereus markgrafii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Brasiliopuntia brasiliensis,"NA"
Brasilochloa sampaiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Brassia arachnoidea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Braunia plicata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bredemeyera floribunda,"NA"
Bredemeyera hebeclada,"NA"
Bromelia balansae,"NA"
Bromelia braunii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bromelia exigua,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Bromelia interior,"NA"
Bromeliophila natans,"NA"
Bromidium hygrometricum,"NA"
Bromidium ramboi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Brosimum glaziovii,"NA"
Brosimum guianense,"NA"
Brosimum lactescens,"NA"
Brugmansia suaveolens,"NA"
Brunfelsia pauciflora,"NA"
Brunfelsia uniflora,"NA"
Bryopteris diffusa,"NA"
Bryopteris filicina,"NA"
Buchnera amethystina,"NA"
Buchnera integrifolia,"NA"
Buchnera juncea,"NA"
Buchnera longifolia,"NA"
Buchtienia nitida,Nome original era sinônimo
Buddleja hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Buddleja oblonga,Não foi avaliada
Buddleja speciosissima,"NA"
Bulbophyllum arianeae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbophyllum boudetiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Bulbophyllum campos-portoi,"NA"
Bulbophyllum cantagallense,"NA"
Bulbophyllum chloroglossum,"NA"
Bulbophyllum exaltatum,"NA"
Bulbophyllum gladiatum,"NA"
Bulbophyllum kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbophyllum meridense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbophyllum plumosum,"NA"
Bulbophyllum regnellii,"NA"
Bulbophyllum tripetalum,"NA"
Bulbostylis capillaris,"NA"
Bulbostylis distichoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbostylis fendleri,"NA"
Bulbostylis loefgrenii,"NA"
Bulbostylis nesiotis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbostylis smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bulbostylis sphaerolepis,Nome original era sinônimo/Não foi avaliada
Bunchosia glandulifera,"NA"
Bunchosia itacarensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bunchosia macilenta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Bunchosia maritima,"NA"
Bunchosia pallescens,"NA"
Bunchosia pernambucana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Burmannia aprica,"NA"
Burmannia australis,"NA"
Burmannia bicolor,"NA"
Burmannia damazii,"NA"
Burmannia flava,"NA"
Bursera simaruba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia capitata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia eriospatha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia exilata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia leiospatha,Nome original mal escrito/Taxonomia incerta
Butia leptospatha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia microspadix,"NA"
Butia paraguayensis,"NA"
Butia pubispatha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia purpurascens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Butia yatay,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Byrsonima affinis,"NA"
Byrsonima alvimii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Byrsonima basiloba,"NA"
Byrsonima brachybotrya,"NA"
Byrsonima cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
