nome_aceito_correto,notas_all
Libidibia ferrea,"NA"
Licania arianeae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania belemii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania bellingtonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania glazioviana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania indurata,"NA"
Licania kunthiana,"NA"
Licania nelsonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania nitida,"NA"
Licania santosii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licania teixeirae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Licaria armeniaca,"NA"
Lilaeopsis brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Limnocharis laforesti,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lindernia diffusa,Nome original era sinônimo
Linum carneum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Linum erigeroides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Linum littorale,"NA"
Linum smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Liparis vexillifera,"NA"
Lippia alnifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia bradei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia bromleyana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia campestris,"NA"
Lippia elliptica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia insignis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia morii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia nana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Lippia pumila,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia pusilla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lippia rhodocnemis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lithachne horizontalis,"NA"
Lithobium cordatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lithraea molleoides,"NA"
Lobelia anceps,"NA"
Lobelia glazioviana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lobelia hederacea,"NA"
Lobelia hilaireana,"NA"
Lobelia langeana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lobelia nummularioides,"NA"
Lobelia santos-limae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lobelia xalapensis,"NA"
Loefgrenianthus blanche-amesiae,Nome original mal escrito/Nome original era sinônimo-NA
Lomatozona artemisiifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lonchocarpus latifolius,Nome original era sinônimo
Lonchocarpus nitidus,"NA"
Lophanthera lactescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lophophytum pyramidale,Não foi avaliada-Nome original mal escrito/Nome original era sinônimo
Loudetia flammida,"NA"
Ludwigia anastomosans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ludwigia leptocarpa,"NA"
Ludwigia nervosa,"NA"
Ludwigia octovalvis,"NA"
Luehea candicans,"NA"
Luehea conwentzii,Nome original mal escrito-NA
Luehea divaricata,"NA"
Luehea paniculata,"NA"
Luetzelburgia guaissara,"NA"
Lulia nervosa,"NA"
Lundia damazioi,Nome original mal escrito
Lupinus coriaceus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus decurrens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus gibertianus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus laevigatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus linearis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus ovalifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus parvifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lupinus prouvensalanus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Luxemburgia angustifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Luxemburgia corymbosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Luxemburgia flexuosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Luziola bahiensis,"NA"
Luziola brasiliensis,"NA"
Lychnocephalus humillimus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnocephalus mellobarretoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito/Nome original era sinônimo
Lychnocephalus sellovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito/Nome original era sinônimo
Lychnocephalus tomentosus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophora albertinioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora brunioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora candelabrum,Nome original era sinônimo
Lychnophora crispa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora damazioi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophora diamantinana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora ericoides,"NA"
Lychnophora gardneri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora granmogolensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophora martiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora phylicifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora pohlii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora ramosissima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora rosmarinifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora souzae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophora villosissima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lychnophorella blanchetii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophorella leucodendron,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophorella regis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophorella santosii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lychnophorella sericea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lycianthes rantonnetii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lycianthes repens,Nome original era sinônimo-NA
Lycium glomeratum,"NA"
Lymania alvimii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lymania azurea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lymania brachycaulis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lymania corallina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lymania globosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lymania spiculata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Lyroglossa grisebachii,"NA"
Lysimachia barbata,Nome original era sinônimo-NA
Lysimachia buxifolia,Nome original era sinônimo-NA
Lytoneuron crenulans,Nome original era sinônimo-NA
Lytoneuron itatiaiense,Nome original era sinônimo
Lytoneuron lomariaceum,Nome original era sinônimo
Lytoneuron paradoxum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lytoneuron quinquelobatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lytoneuron rosenstockii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lytoneuron rufum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lytoneuron subsimplex,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Lytoneuron tijucanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Mabea piriri,"NA"
Machaerina ensifolia,"NA"
Machaerium acutifolium,"NA"
Machaerium amplum,"NA"
Machaerium brasiliense,"NA"
Machaerium cantarellianum,"NA"
Machaerium hirtum,Nome original era sinônimo-NA
Machaerium incorruptibile,"NA"
Machaerium nyctitans,"NA"
Machaerium obovatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Machaerium paraguariense,"NA"
Machaerium scleroxylon,"NA"
Machaerium villosum,"NA"
Machaonia acuminata,Nome original era sinônimo-NA
Maclura brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Maclura tinctoria,"NA"
Macradenia paraensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Macradenia paulensis,Nome original mal escrito/Taxonomia incerta
Macrocarpaea glaziovii,"NA"
Macroditassa marianae,"NA"
Macrolobium cidii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macrolobium cowanii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macrolobium froesii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macrolobium palustre,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macropeplus dentatus,"NA"
Macropeplus friburgensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macropsychanthus glaber,Nome original era sinônimo
Macroptilium bracteatum,"NA"
Macrosamanea macrocalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macrosamanea prancei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macroscepis aurea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Macroscepis magnifica,"NA"
Macrotorus utriculatus,"NA"
Magdalenaea limae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Magnolia ovata,Nome original era sinônimo-NA
Magonia pubescens,"NA"
Malachra radiata,"NA"
Malaxis cogniauxiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Malaxis excavata,"NA"
Malaxis jaraguae,"NA"
Malaxis parthonii,"NA"
Malmea obovata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Malouetia amplexicaulis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Malouetia cestroides,"NA"
Malvastrum americanum,"NA"
Mandevilla coccinea,"NA"
Mandevilla fragrans,"NA"
Mandevilla hirsuta,"NA"
Mandevilla sellowii,"NA"
Mandevilla venulosa,"NA"
Mandirola multiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manettia campanulacea,"NA"
Manettia pauciflora,"NA"
Manettia tweedieana,"NA"
Manihot anomala,"NA"
Manihot caerulescens,"NA"
Manihot carthagenensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manihot grahamii,"NA"
Manihot pilosa,"NA"
Manihot procumbens,"NA"
Manihot tripartita,"NA"
Manilkara cavalcantei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara dardanoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara decrescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara elata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara excelsa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara maxima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara multifida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Manilkara subsericea,"NA"
Mantiqueira bella,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Maprounea guianensis,"NA"
Maranta furcata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Marcetia alba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia bahiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia bracteolaris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia formosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia luetzelburgii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia lychnophoroides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia nummularia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia oxycoccoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia semiriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia shepherdii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcetia viscida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marcgravia polyantha,"NA"
Marchantia berteroana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Margaritaria nobilis,"NA"
Margyricarpus pinnatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marsdenia altissima,"NA"
Marsdenia fontellana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marsdenia otoniensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Marsdenia queirozii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Martianthus sancti-gabrielii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mascagnia divaricata,"NA"
Maschalostachys markgrafii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Masdevallia discoidea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Matayba cristae,"NA"
Matayba elaeagnoides,"NA"
Matayba guianensis,"NA"
Matayba intermedia,"NA"
Matayba juglandifolia,"NA"
Matayba leucodictya,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Matayba marginata,"NA"
Matayba obovata,"NA"
Matelea bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Matelea glaziovii,"NA"
Matelea hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Matelea marcoassisii,"NA"
Matelea santosii,"Taxonomia incerta/Nome ainda é sinônimo, checar"
Matourea caparaoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Matourea latifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Mauritia flexuosa,"NA"
Maxillaria cleistogama,Nome original era sinônimo
Maxillaria crassifolia,Nome original era sinônimo
Maxillaria desvauxiana,Nome original era sinônimo
Maxillaria elluziae,Nome original era sinônimo
Maxillaria ferdinandiana,Nome original era sinônimo/Não foi avaliada
Maxillaria marginata,Nome original era sinônimo
Maxillaria meleagris,"Taxonomia incerta/Nome ainda é sinônimo, checar"
Maxillaria parviflora,Nome original era sinônimo
Maxillaria phoenicanthera,Nome original era sinônimo
Maxillaria pumila,Nome original era sinônimo
Maxillaria schunkeana,Nome original era sinônimo
Maxillaria valenzuelana,Nome original era sinônimo
Medusantha carvalhoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Medusantha eriophylla var. coriifolia,Nome original era sinônimo-NA
Megalastrum wacketii,"NA"
Melanopsidium nigrum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melanoxylon brauna,"NA"
Melanthera latifolia,"NA"
Melasma rhinanthoides,"NA"
Melica arzivencoi,"NA"
Melicoccus espiritosantensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Meliosma chartacea,"NA"
Meliosma itatiaiae,"NA"
Meliosma sellowii,"NA"
Melocactus azureus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus conoideus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus deinacanthus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus ferreophilus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus glaucescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus lanssensianus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus pachyacanthus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus paucispinus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melocactus violaceus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Melochia pyramidata,"NA"
Melpomene peruviana,"NA"
Meniscium angustifolium,Nome original era sinônimo
Meniscium macrophyllum,Nome original era sinônimo
Mentha spicata,"NA"
Mentha suaveolens,"NA"
Meriania calophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Meriania claussenii,"NA"
Merianthera burlemarxii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Merianthera pulchra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Merostachys abadiana,"NA"
Merostachys bradei,"NA"
Merostachys brevigluma,"NA"
Merostachys burmanii,"NA"
Merostachys caucaiana,"NA"
Merostachys fistulosa,"NA"
Merostachys kleinii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Merostachys neesii,"NA"
Merostachys polyantha,"NA"
Merostachys scandens,"NA"
Merostachys skvortzovii,"NA"
Mesadenella atroviridis,"NA"
Mesosetum ferrugineum,"NA"
Metastelma giuliettianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Metastelma harleyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Metrodorea maracasana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Metrodorea nigra,"NA"
Metrodorea stipularis,"NA"
Metzgeria brasiliensis,"NA"
Metzgeria hegewaldii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Metzgeria liebmanniana,"NA"
Metzgeria psilocraspeda,"NA"
Metzgeria subaneura,"NA"
Mezia araujoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mezilaurus itauba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mezilaurus navalium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia affinis,"NA"
Miconia albicans,"NA"
Miconia angelana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia atlantica,"NA"
Miconia brasiliensis,"NA"
Miconia brunnea,"NA"
Miconia buddlejoides,Nome original era sinônimo
Miconia calvescens,"NA"
Miconia capixaba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia castaneiflora,"NA"
Miconia centrodesma,"NA"
Miconia chamissois,"NA"
Miconia cinerascens,Nome original era sinônimo
Miconia cinnamomifolia,"NA"
Miconia cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia corallina,"NA"
Miconia cubatanensis,"NA"
Miconia discolor,"NA"
Miconia dodecandra,"NA"
Miconia elegans,"NA"
Miconia fasciculata,"NA"
Miconia flammea,Nome original era sinônimo-NA
Miconia formosa,Nome original era sinônimo-NA
Miconia glazioviana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia goldenbergiana,"NA"
Miconia holosericea,"NA"
Miconia hyemalis,"NA"
Miconia ibaguensis,"NA"
Miconia inconspicua,"NA"
Miconia kollmannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia latecrenata,"NA"
Miconia lepidota,"NA"
Miconia leucocarpa,"NA"
Miconia ligustroides,"NA"
Miconia longicuspis,"NA"
Miconia lymanii,"NA"
Miconia macrothyrsa,"NA"
Miconia mendoncae,"NA"
Miconia michelangeliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia minutiflora,"NA"
Miconia nervosa,"NA"
Miconia paniculata,Nome original era sinônimo-NA
Miconia paucidens,"NA"
Miconia penduliflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia pepericarpa,"NA"
Miconia picinguabensis,"NA"
Miconia polyandra,"NA"
Miconia prasina,"NA"
Miconia racemifera,"NA"
Miconia ramboi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia robusta,Nome original era sinônimo-NA
Miconia rubiginosa,"NA"
Miconia sclerophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia sellowiana,"NA"
Miconia serrulata,"NA"
Miconia setosociliata,"NA"
Miconia shepherdii,"NA"
Miconia staminea,Nome original era sinônimo
Miconia stenostachya,"NA"
Miconia suberosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia tentaculifera,"NA"
Miconia trianae,"NA"
Miconia urophylla,"NA"
Miconia valtheri,Nome original era sinônimo-NA
Miconia warmingiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia weddellii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Miconia willdenowii,Nome original era sinônimo-NA
Micrandra elata,"NA"
Micranthemum umbrosum,"NA"
Micranthocereus albicephalus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micranthocereus auriazureus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micranthocereus dolichospermaticus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micranthocereus polyanthus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micranthocereus streckeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micranthocereus violaciflorus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microchilus arietinus,"NA"
Microdesmia rigida,Nome original era sinônimo
Microgramma crispata,"NA"
Microlicia canastrensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia cardiophora,Nome original mal escrito/Taxonomia incerta
Microlicia cuspidifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia elegans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia fasciculata,"NA"
Microlicia flava,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia glazioviana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia humilis,"NA"
Microlicia isophylla,Nome original era sinônimo
Microlicia juniperina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia macedoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia melanostagma,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia microphylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia myrtifolia,Nome original mal escrito/Taxonomia incerta/Não foi avaliada
Microlicia myrtoidea,"NA"
Microlicia obtusifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microlicia psammophila,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micropholis caudata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micropholis crassipedicellata,"NA"
Micropholis emarginata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micropholis grandiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micropholis retusa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Micropholis splendens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microstachys corniculata,Não foi avaliada
Microtea bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microtea maypurensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microtea papilosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Microtea scabrida,"NA"
Miersiella umbellata,"NA"
Mikania additicia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania alvimii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania anethifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania argyreiae,"NA"
Mikania biformis,"NA"
Mikania bradei,"NA"
Mikania capricorni,"NA"
Mikania chlorolepis,"NA"
Mikania cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania clematidifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania decumbens,"NA"
Mikania dusenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania firmula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania glabra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania glauca,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania glomerata,"NA"
Mikania hartbergii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania hastato-cordata,"NA"
Mikania hemisphaerica,"NA"
Mikania itambana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania lindbergii,"NA"
Mikania lindleyana,"NA"
Mikania malacolepis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania microdonta,"NA"
Mikania microptera,"NA"
Mikania mosenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania neurocaula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania oblongifolia,"NA"
Mikania oreophila,"NA"
Mikania pinnatiloba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania premnifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania rufescens,"NA"
Mikania smaragdina,"NA"
Mikania stenomeres,"NA"
Mikania ternata,"NA"
Mikania trinervis,"NA"
Mikania ulei,"NA"
Mikania variifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania viminea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mikania warmingii,"NA"
Miltonia clowesii,"NA"
Miltonia cuneata,Nome original era sinônimo-NA
Miltonia flavescens,"NA"
Miltonia kayasimae,Nome original era sinônimo-NA
Miltonia regnellii,"NA"
Miltonia russelliana,Nome original era sinônimo
Miltonia spectabilis,"NA"
Mimosa acroconica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa acutistipula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa adamantina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa balduinii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa barretoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa bathyrrhena,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa bimucronata,"NA"
Mimosa bombycina,"NA"
Mimosa brevipetiolata,"NA"
Mimosa catharinensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa chrysastra,"NA"
Mimosa cubatanensis,"NA"
Mimosa debilis var. debilis,Nome original era sinônimo
Mimosa dolens,"NA"
Mimosa elliptica,"NA"
Mimosa exalbescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa foliolosa,"NA"
Mimosa furfuracea,"NA"
