"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"49","2021-03-30 12:53:55-03","EAO","IAN","77997","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Silva, JF da","330","1952","08","10","Brasil","Rondônia",NA,"Rio Yata; campo.",NA,NA,NA,NA,NA,NA,"IAN077997",NA,"Capim.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:53:55-03","EAO","IAN","79191","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Vasconcelos, J; Sobrinho","67",NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"IAN079191",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:53:55-03","EAO","IAN","86232","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Dugand, A","Dugand, A","4720","1954","01","08","Colômbia",NA,NA,"Depto. del Atlántico: entre Palmar de Varela y Ponedera; hacienda El Paraíso, orillas del río Magdalena.",NA,NA,NA,NA,NA,NA,"IAN086232",NA,"Gramínea comum en orilla pantanosa.","1954","01",NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:53:55-03","EAO","IAN","93002","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Black, GA","Andrade-Lima, D de","s.n.","1957","11",NA,"Brasil","Piauí",NA,"Parnaíba.",NA,NA,NA,NA,NA,NA,"IAN093002",NA,NA,"1955",NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:53:55-03","EAO","IAN","62158","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Black, GA; Ledoux, PVD","10868","1950","11","18","Brasil","Amazonas","Parintins","Rio Jamundá; Aminarú-Assú.","-56.7358016967773","-2.62832999229431",NA,NA,NA,NA,"IAN062158","IAN062158 IAN062158_e","Pasto, mais ou menos freqüente.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"80460","auto",NA,NA,NA,NA,NA
"54","2021-03-30 12:53:55-03","EAO","IAN","69493","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Black, GA","11662","1951","04","07","Brasil","Minas Gerais","Belo Horizonte","Beira do Lago Pampulha.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"IAN069493",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"17082","auto",NA,NA,NA,NA,NA
"55","2021-03-30 12:53:55-03","EAO","IAN","11372","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Archer, WA","7929","1942","12","04","Brasil","Pará","Belém","Grounds of the I.A.N.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN011372","IAN011372 IAN011372_e","Spreading by above ground stolons, 1-2yds long, rooting at nodes.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA
"56","2021-03-30 12:53:55-03","EAO","IAN","11356","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Archer, WA","7929","1942","12","04","Brasil","Pará","Belém","Grounds of the I.A.N.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN011356","IAN011356 IAN011356_e","Spreading by above ground stolons, 1-2yds long, rooting at nodes.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA
"57","2021-03-30 12:53:55-03","EAO","IAN","84860","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Ledoux, PVD","173","1952","10","08","Brasil","Pará","Belém","I.A.N. Coleção agrostológica. Cultivado sob nº 4463.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN084860",NA,"Glumae inflorescentiae novae purpureo-clara.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA
"58","2021-03-30 12:53:55-03","EAO","IAN","61896","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Black, GA; Ledoux, PVD","10595","1950","11","06","Brasil","Pará","Faro","Fazenda Santa Olímpia; capoeira.","-56.7449989318848","-2.17139005661011",NA,NA,NA,NA,"IAN061896","IAN061896 IAN061896_e","Rasteiro.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"342029","auto",NA,NA,NA,NA,NA
"59","2021-03-30 12:53:55-03","EAO","IAN","54185","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi",NA,"Black, GA; Camargo, FC de","8861","1950","01","30","Brasil","Pará","Soure","Fazendinha; pasto com torrões.","-48.5233001708984","-0.716666996479034",NA,NA,NA,NA,"IAN054185",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"69952","auto",NA,NA,NA,NA,NA
"60","2021-03-30 12:53:55-03","EAO","IAN","55203","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Chase, A","Viégas, GP","3006","1938","11","20","Brasil","São Paulo","Campinas","Fazenda 7 Quedas.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN055203",NA,"Herbaceo.","1939","09",NA,"Southern America",NA,NA,"Monocotiledônea",NA,"23900","auto",NA,NA,NA,NA,NA
"61","2021-03-30 12:54:28-03","EAO","IAN","90680","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forsk.) Nguyen","Dias, KNL","Macêdo, A","4224","1956","01","28","Brasil","Minas Gerais","Capinópolis","Chácara.","-49.5696983337402","-18.6819000244141",NA,NA,NA,NA,"IAN090680",NA,"Dos baixios em solo úmido, apreciado pelo gado.","2018","05","30","Southern America",NA,NA,"Monocotiledônea",NA,"20483","auto",NA,NA,NA,NA,NA
"62","2019-12-04 15:26:41-03","PUCPR","HUCP","72","S","Plantae","Poaceae","Panicum","barbinode","Panicum barbinode","Trin.","Coêlho, J","Coelho, J","s.n.","1949","05","20","Brasil","Paraíba","João Pessoa","Colégio Marista","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"HUCP00006370","HUCP00006370",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"15975","auto",NA,NA,NA,NA,NA
"63","2019-12-04 15:26:41-03","PUCPR","HUCP","20829","S","Plantae","Poaceae","Panicum","barbinode","Panicum barbinode","Trin.","Acra, LA","Selusniaki, M; Beltrami, L","1524","2007","11","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00006895","HUCP00006895",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA
"64","2019-12-04 15:26:41-03","PUCPR","HUCP","21053","S","Plantae","Poaceae","Panicum","barbinode","Panicum barbinode","Trin.","Selusniaki, M","Selusniaki, M","1500","2007","11","10","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00006993","HUCP00006993",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA
"65","2019-10-09 11:29:03-03","UFBA","ALCB","005550","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Swallen, JR","Pinto, GCP","50-403","1950","11",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,"ALCB019345","ALCB019345",NA,"1951","09",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:29:03-03","UFBA","ALCB","024079","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Pinto, GCP","Margarida, D; Nunes, TS","s/n","1934",NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB019344","ALCB019344",NA,"1951","11",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-09 11:29:11-03","UFBA","ALCB","05547","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, C","Pinto, GCP","00637","1950","11",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,"ALCB018093","ALCB018093",NA,"2010","11","25","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-09 11:29:11-03","UFBA","ALCB","05549","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, C","Pinto, GCP","51-97","1951","03",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667",NA,NA,"ALCB018091","ALCB018091",NA,"2010","11","25","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:29:11-03","UFBA","ALCB","005548","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen",NA,"Pinto, GCP","00153","1948","09",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul, Cultivada na Escola Agronomica da Bahia","-39.1","-12.666667","-39.1","-12.666667",NA,NA,"ALCB018094","ALCB018094",NA,"2010","11","25","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-09 11:29:11-03","UFBA","ALCB","00780","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, C","Pinto, GCP","s/n",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB018095","ALCB018095",NA,"2010","11","25","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-09 11:29:11-03","UFBA","ALCB","05486","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Silva, C","Pinto, GCP","53-94","1953","12",NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB018092","ALCB018092",NA,"2010","11","25","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1222005","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Hassler E",NA,"1913","01","01","Paraguay",NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"NL-L1222005","NL-L1222005","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1222005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"73","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1222013","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Suringar WFR",NA,"1885","01","01","Surinam",NA,NA,"juxta flumen Para.?",NA,NA,NA,NA,NA,NA,"NL-L1222013","NL-L1222013","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1222013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1222014","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Suringar WFR",NA,"1885","03","25","Venezuela",NA,NA,"La Guaira.",NA,NA,NA,NA,NA,NA,"NL-L1222014","NL-L1222014","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1222014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1222019","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Bailey LH; Bailey EZ",NA,"1921","03","06","Venezuela",NA,NA,"Ciudad Bolivar and vicinity, on the Orinoco.","-63.916667","8.166667","-63.916667","8.166667",NA,NA,"NL-L1222019","NL-L1222019","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1222019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1222024","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Balansa B",NA,"1884","05","01","Paraguay",NA,NA,"entre Luque et le Rio Salado, sous un ponaau du chemin de fey. *.",NA,NA,NA,NA,NA,NA,"NL-L1222024","NL-L1222024","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1222024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"77","2020-02-08 10:16:32-03","NBC","NL-BOTANY","U.1491510","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Maas PJM; Maas-van de Kamer H",NA,"1971","08","11","Brazil",NA,NA,"Flora Brasiliensis. Amazonas; Manaus, side-street of Rua 7 de Decembro, wet place along Iguarapé.",NA,NA,NA,NA,NA,NA,"NL-U1491510","NL-U1491510","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"78","2020-02-08 10:16:32-03","NBC","NL-BOTANY","U.1491523","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Reitz R; Klein RM",NA,"1953","05","13","Brazil",NA,NA,"Plantas de Santa Catarina. Rio Tavares, Ilha de S. Catarina.",NA,NA,NA,NA,NA,NA,"NL-U1491523","NL-U1491523","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"79","2020-02-08 10:16:32-03","NBC","NL-BOTANY","U.1491540","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Wingfield RC",NA,"1978","04","22","Venezuela",NA,NA,"Flora del Estado Falcon. Zambrano, 15km SE de Coro.",NA,NA,NA,NA,NA,NA,"NL-U1491540","NL-U1491540","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"80","2020-02-08 10:16:32-03","NBC","NL-BOTANY","L.3877144","PreservedSpecimen","Plantae","Gramineae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard",NA,"Reijenga TW",NA,"1962","07","14","Surinam",NA,NA,"Calentha dijkje tussen percelen 472 en 473, ten N. v. patjes Ketie.",NA,NA,NA,NA,NA,NA,"NL-L3877144","NL-L3877144","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3877144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"81","2020-02-08 10:16:32-03","NBC","NL-BOTANY","U.1491518","PreservedSpecimen","Plantae","Gramineae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard",NA,"Hüber",NA,NA,NA,NA,"Brazil",NA,NA,"Pará. Marajó.",NA,NA,NA,NA,NA,NA,"NL-U1491518","NL-U1491518","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"82","2020-02-08 10:18:41-03","NBC","NL-BOTANY","L.1278366","PreservedSpecimen","Plantae","Gramineae","Panicum","barbinode","Panicum barbinode","Trin.",NA,"Vries HJ de",NA,"1921","11","01","Surinam",NA,NA,"Paramaribo.",NA,NA,NA,NA,NA,NA,"NL-L1278366","NL-L1278366","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1278366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"83","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U.1501853","PreservedSpecimen","Plantae","Gramineae","Panicum","barbinode","Panicum barbinode","Trin.",NA,"Belshaw CM",NA,"1937","08","15","Peru",NA,NA,"Department san Martin, District San Martin, Valley of San Martin, East of Tarapoto 8 km, Fundo de San Isidro near Codo Creek.",NA,NA,NA,NA,NA,NA,"NL-U1501853","NL-U1501853","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1501853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"84","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294954","PreservedSpecimen","Plantae","Gramineae","Panicum","purpurascens","Panicum purpurascens","Mez",NA,"Reitz R; Klein RM",NA,"1956","04","06","Brazil",NA,NA,"Santa Catarina, Pilões, Palhoça.",NA,NA,NA,NA,NA,NA,"NL-L1294954","NL-L1294954","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"85","2020-02-08 10:19:04-03","NBC","NL-BOTANY","L.1294955","PreservedSpecimen","Plantae","Gramineae","Panicum","purpurascens","Panicum purpurascens","Mez",NA,"Reitz R; Klein RM",NA,"1956","04","13","Brazil",NA,NA,"Santa Catarina, Hõrto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,NA,NA,"NL-L1294955","NL-L1294955","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1294955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"86","2020-11-04 12:18:53-03","ESALQ","ESA","7549","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"Zuloaga, F.O.","Delistoianov, J. ; Banzatto, N.",NA,"1960","04","03","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA007549","ESA007549",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23900","auto",NA,NA,NA,NA,NA
"87","2020-11-04 12:18:53-03","ESALQ","ESA","16167","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,NA,"Souza, V.C. ; Sakuragui, C.M.","1617.0",NA,NA,NA,"Brasil","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"ESA016167","ESA016167",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23719","auto",NA,NA,NA,NA,NA
"88","2020-11-04 12:15:56-03","ESALQ","ESA","116090","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"Macedo, C.L.","Rodrigues, M.E.F.","55.0","2005","11","01","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"ESA116090","ESA116090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA
"89","2020-11-04 12:15:56-03","ESALQ","ESA","116116","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","47.0","2005","04","01","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"ESA116116","ESA116116",NA,"2010","01","01",NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA
"90","2020-11-04 12:15:56-03","ESALQ","ESA","116115","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"Macedo, C.L.","Rodrigues, M.E.F.","185.0","2007","05","01","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"ESA116115","ESA116115",NA,"2010","01","01",NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA
"91","2021-04-02 11:40:58-03","UFPI","TEPB","31499","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Amorim, J. C.","Amorim, J.C.","53","2017","05","21","Brasil","Piauí","Castelo do Piauí","Poço do Amarelo","-41.5125","-5.038611","41°30'45W","5°2'19S","251","251",NA,NA,"frequente, folhas maduras, flores brancas, sem fruto. Ambiente: Cerrado <ll>dwc_commonname:</ll> capim verdadeiro","2017","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-19 10:24:47-03","CPAP","CPAP","537","PreserverdSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","G.Davidse","Pott, A.","1048","1977","07","28","Brasil","MT","Poconé","Transpantaneira; fazenda Boa Vista; Pantanal","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"Erva prostrada e decumbente (colmos), estolonífera, com afilhos que se elevam até 1,5-2m de altura, conforme o nível de águas . FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Campo úmido. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Capim-ang","1977",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"93","2020-11-19 10:24:47-03","CPAP","CPAP","21271","PreserverdSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","S. M. Salis; E. M. Jesus","Jesus, E. M.","429","2009","01","21","Brasil","MS","Corumbá","Assentamento Taquaral - sítio Sr. Odair- lote-365 - trilha 2","-57.727222","-19.153611","57°43'38'' W","19°09'13'' S","102","102",NA,NA,"Erva 050cm~. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: plano.","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-11-19 10:24:47-03","CPAP","CPAP","2188","PreserverdSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"Pott, A.","2267","1986","06","22","Brasil","MS","Corumbá","Terreno do nheco gomes da silva a rua cabral, proximo predio residencial da embrapa","-57.65","-19.016667","57°39' W","19°01' S","140","140",NA,NA,"Erva ereta. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Terreno Cultivado Abandonado, Periodicamente Pastejado.. SUBSTRATO: solo calcimórfico. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
