"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"209","2019-11-21 10:16:13-03","IBt","SP","236370","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Mendonça, RC; et al.","1290","1989","03","05",NA,"Brasil","Minas Gerais","Paracatu","Fazenda Acangaú.","-47.1","-17.2",NA,NA,NA,NA,"SP035745","SP035745","2004",NA,NA,"03",NA,"19",NA,NA,NA,"-47.1","-17.2",NA,NA,NA,NA
"210","2019-11-21 10:16:13-03","IBt","SP","238159","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Nee, M","34307","1987","03","02",NA,"Bolívia","Santa Cruz","Andrés Ibáñez","Jardim Botânico de Santa Cruz, 12 km E of center of Santa Cruz, on road to Cotoca.","-63.066667","-17.766667","375","375",NA,NA,"SP035746","SP035746","2004",NA,NA,"03",NA,"19",NA,NA,NA,"-63.066667","-17.766667",NA,NA,NA,NA
"211","2019-11-21 10:16:13-03","IBt","SP","28237","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Chase, A","8696","1925","03","01",NA,"Brasil","Minas Gerais",NA,"Serra da Mantiqueira, Between Sitio and Dr. Sá Fortes.",NA,NA,"1200","1225",NA,NA,NA,NA,"2004",NA,NA,"03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-21 10:16:13-03","IBt","SP","36186","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Swallen, JR","4192","1934","04",NA,NA,"Brasil","Piauí",NA,"Fazenda Nacional to Picos.",NA,NA,NA,NA,NA,NA,"SP035742","SP035742","2004",NA,NA,"03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-21 10:16:13-03","IBt","SP","76792","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Eiten, G; Eiten, LT","2116","1960","07","15",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Campos das Sete Lagoas. Just N of Rio Mogi Guaçú. 10 km NNE of Padua Sales. About 27 km NW of city of Mogi-Mirim.","-47.116667","-22.183333","575","650",NA,NA,NA,NA,"1997",NA,NA,"09",NA,"24",NA,NA,NA,"-47.116667","-22.183333",NA,NA,NA,NA
"214","2019-11-21 10:16:13-03","IBt","SP","81885","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Clayton, WD","4507","1965","02","04",NA,"Brasil","São Paulo","Itapetininga","Road from Sorocaba to Itapetininga.","-47.966667","-23.583333","600","600",NA,NA,NA,NA,"1997",NA,NA,"09",NA,"24",NA,NA,NA,"-47.966667","-23.583333",NA,NA,NA,NA
"215","2019-11-21 10:16:13-03","IBt","SP","183995","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Filgueiras, TS","1060","1982","08","22",NA,"Brasil","Distrito Federal","Brasília","Cerrado junto à Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2004","70570","auto","03",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 10:16:13-03","IBt","SP","236321","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Filgueiras, TS","820","1981","01","19",NA,"Brasil","Distrito Federal","Brasília","Lago Norte.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP035748","SP035748","2004","70570","auto","03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 10:16:13-03","IBt","SP","311671","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Filgueiras, TS","3324","1996","03","10",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Próximo ao viveiro.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2004","70570","auto","03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 10:16:13-03","IBt","SP","120713","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Silva, TS","7","1973","06","04",NA,"Brasil","Mato Grosso do Sul","Miranda","À 6 km da sede da Fazenda Bodoquena, no rumo S-SE.","-56.3782997131348","-20.2406005859375","80","200",NA,NA,"SP035743","SP035743","2004","92112","auto","03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-21 10:16:13-03","IBt","SP","320667","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Allem, A; et al.","2145","1978","10","25",NA,"Brasil","Mato Grosso do Sul","Miranda","Fazenda Bodoquena, seção Guaicurus.","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,"2004","92112","auto","03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-11-21 10:16:13-03","IBt","SP","159474","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Davidse, G; D'Arcy, WG","10618","1976","02","25",NA,"Brasil","Minas Gerais","Campanha","Ca. 30 km SW of Campanha along highways 267 and 381 to São Paulo.","-45.4006004333496","-21.8360996246338","850","850",NA,NA,NA,NA,"2004","18981","auto","03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-21 10:16:13-03","IBt","SP","159634","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Davidse, G; D'Arcy, WG","10712","1976","02","27",NA,"Brasil","Minas Gerais","Lavras","13 km E of Lravas along highway 265 to Barbacena.","-44.999698638916","-21.2453002929688","970","970",NA,NA,NA,NA,"2004","20044","auto","03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:16:13-03","IBt","SP","36130","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Swallen, JR","4859","1934","06","06",NA,"Brasil","Rio Grande do Norte","Santa Cruz",NA,"-36.0228004455566","-6.22944021224976",NA,NA,NA,NA,"SP035741","SP035741","2004","22558","auto","03",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:16:13-03","IBt","SP","179335","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Gemtchújnicov, ID","s.n.","1980","03","12",NA,"Brasil","São Paulo","Botucatu","Rubião Junior.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"1997","40412","auto","09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:16:13-03","IBt","SP","58413","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Campos, SM","209","1960","03","17",NA,"Brasil","São Paulo","Itapetininga","Faz. Sta. Luzia do Campo Largo, SE da cid. de Itapetininga.","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,NA,"1997","40712","auto","09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:16:13-03","IBt","SP","168568","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Sugiyama, M; Mantovani, W","40","1981","01","27",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Martinho Prado.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"2004","39309","auto","03",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:16:13-03","IBt","SP","168653","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Mantovani, W","1590","1981","01","26",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Martinho Prado.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"2004","39309","auto","03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:16:13-03","IBt","SP","163772","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Mantovani, W","365","1980","02","02",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Pádua Sales.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"1997","39309","auto","09",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:16:13-03","IBt","SP","20537","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Hoehne, FC","s.n.","1927","05","25",NA,"Brasil","São Paulo","Mogi Mirim",NA,"-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,NA,NA,"1997","19575","auto","09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 10:16:13-03","IBt","SP","52274","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Handro, O","56","1949","01","15",NA,"Brasil","São Paulo","São Paulo","Jabaquara.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP035747","SP035747","1997","53584","auto","09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
