"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"95","2013-04-15 15:08:00-03","MO","MOBOT","100345245","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2713","2011","1","16","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Vallegrande","Camino entre Chañara y Anamal sobre laderas muy erosionadas.","-64.4205556","-18.2222223",NA,NA,"1425.00000000",NA,NA,NA,"(Cav.) Nees",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,"11-1",NA,"1",NA
"96","2013-04-15 14:58:00-03","MO","MOBOT","100444323","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G.A. Parada|Y. Inturias|M. Betancur","Parada-Gutierrez 4055","2011","12","5","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Vallegrande","Entre Agua amarilla y Agua Ibele, zona dedicada a la agricultura.","-64.31","-18.1997222",NA,NA,"2275.00000000",NA,NA,NA,"(Cav.) Nees",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,"11-90",NA,"1",NA
"97","2012-06-27 16:17:00-03","MO","MOBOT","100483384","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Stephan G. Beck","Beck 3028",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"La Paz","Murillo",NA,NA,NA,NA,NA,"3050.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Soloman's Bolivian index cards",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2012-11-04 13:30:00-02","MO","MOBOT","100539011","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J.R.I. Wood|D.J. Goyder","Wood 15585","1999","12","25","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Vallegrande","On road S from Vallegrande to Pucara, N of summit.",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-05-27 04:38:00-03","MO","MOBOT","100540105","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J.R.I. Wood|Moises Mendoza","Wood 21487","2005","1","25","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Vallegrande","Bajando de Pucara a Santa Rosa de Rio (ca. media bajada).","-64.2880555","-18.695",NA,NA,"1287.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2011-06-08 17:15:00-03","MO","MOBOT","1088848","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","José Steinbach","Steinbach G. 8658","1928","11","7","South America","Bolivia",NA,NA,NA,NA,"Cochabamba",NA,"Pocona.","-65.4","-17.65",NA,NA,"2500.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2011-06-08 17:15:00-03","MO","MOBOT","1088850","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","José Steinbach","Steinbach G. 8462","1928","10","24","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Manuel Maria Caballero","Comarapa.","-63.53333","-17.91666",NA,NA,"3000.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2014-04-08 15:17:00-03","MO","MOBOT","1119060","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Robert R. Brooks|Elsa M. Zardini","Brooks 334","1996","1","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Junction Ruta 1 and Camino to Montiel Potrero, 4 km N of Villa Florida. Serpentine outcrops in open farmland. National Geographic Mercosur Botanical Expedition - Jan./Feb. 1996","-57.1","-26.3666667",NA,NA,"250.00000000",NA,NA,NA,"(Cav.) Nees",NA,"C. Ezcurra",NA,NA,NA,NA,NA,NA,"28",NA,"2",NA
"103","2013-06-28 13:48:00-03","MO","MOBOT","1148268","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. Balcázar","Balcázar S. 79","1994","11","19","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Manuel Maria Caballero","Saipina. Laderos de Lanza lanza, a 5 km N del pueblo de Saipina. Bosque seco caducifolio; con presencia de Capparis spp., Schinopsis spp., Aspidosperma quebracho-blanco y Neocardenasia jerzogiana.","-64.59166","-18.02083",NA,NA,"1450.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","1246772","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Harriet G. Barclay","Barclay 6476","1959","1","4","South America","Colombia",NA,NA,NA,NA,"Cundinamarca",NA,"Alrededores small pool and stream south of Laguna Grande.","-74.217371","4.275639",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"D.C. Wasshausen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","1277729","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Harriet G. Barclay","Barclay 8406","1959","8","1","South America","Ecuador",NA,NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,"2000.00000000","2440.00000000",NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","1277761","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Harriet G. Barclay","Barclay 8446","1959","8","1","South America","Ecuador",NA,NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,"3000.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2013-03-09 05:41:00-03","MO","MOBOT","1322083","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Alfredo F. Fuentes|G. Navarro","Fuentes Claros 2300","1998","2","12","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Cordillera","Parque Nacional Kaa-Iya del Gran Chaco, Paleodunas 25 Km. al NE de Palmar de las Islas. Matorrales, arbustales y herbazales seriales del bosque chaqueño seco de transición, producidos por fuego, suelos arenosos. 3 Km. al E de las paleodunas.","-60.40916","-19.24472",NA,NA,"270.00000000",NA,NA,NA,"(Cav.) Nees",NA,"J.R. Wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2013-03-09 05:41:00-03","MO","MOBOT","1322290","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Alfredo F. Fuentes|G. Navarro","Fuentes Claros 2103","1997","8","28","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Chiquitos","Lourdes, 50 km al S de Roboré. Complejo de cerrado y bosques semideciduos relictos sobre arenas (Abayoy), profundamente alterados por fuego y ganaderia. Con Caesalpinia marginata e Hymenaea stigonocarpa en matorral; Anadenanthera colubrina y Tabebuia aurea en bosques relictos.","-60.366667","-18.216667",NA,NA,"300.00000000",NA,NA,NA,"(Cav.) Nees",NA,"J. Wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-12-04 06:39:00-02","MO","MOBOT","1373515","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","W. D. Stevens|Nélida Soria|Isabel Basualdo","Stevens 26208","1994","10","17","South America","Paraguay",NA,NA,NA,NA,"Concepción",NA,"Estancia Centurión, Potrero Toro; graniza.","-57.5405555","-22.2658333",NA,NA,"200.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,"831",NA,"1",NA
"110","2011-06-21 11:38:00-03","MO","MOBOT","1396083","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","C. Antezana Valera","Antezana Valera 1045","1999","2","14","South America","Bolivia",NA,NA,NA,NA,"Cochabamba","Campero","De Aiquile a Villa Granado. Bosque de Cardenasiodendron y Schinopsis muy degradado. NW 12.",NA,NA,NA,NA,"2250.00000000",NA,NA,NA,"(Cav.) Nees",NA,"C. Antezana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2011-06-21 11:38:00-03","MO","MOBOT","1396464","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","C. Antezana Valera","Antezana Valera 1239","1999","5","2","South America","Bolivia",NA,NA,NA,NA,"Cochabamba","Campero","A 4 km de Pasorapa a Quinori. Matorral serial de Flourensia heterolepis y Vernonia saltensis degradado. Ladera con 10 de inclinacion, exp. E.","-64.638889","-18.309167",NA,NA,"2050.00000000",NA,NA,NA,"(Cav.) Nees",NA,"C. Antezana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","1521407","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Michael H. Nee","Nee 42152",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333",NA,NA,"375.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","1539059","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. López","López 459",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-01-25 04:35:00-02","MO","MOBOT","1925058","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Washington L. Galiano|Luis Valenzuela G.|Gloria Calatayud|Efraín Suclli","Galiano 4525","2002","12","20","South America","Peru",NA,NA,NA,NA,"Cusco","Anta","Dist. Limatambo, Bosque seco","-72.57416","-13.56416",NA,NA,"2032.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","1958631","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Isabel Basualdo","Basualdo 3905","1991","12","11","South America","Paraguay",NA,NA,NA,NA,"Concepción",NA,"Concepcion, Estancia San Fernando, en pradera",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"C. Ezcurra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2011-06-21 05:21:00-03","MO","MOBOT","2189165","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 1513","1961","10","27","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","La Cumbre",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2010-03-16 06:59:00-03","MO","MOBOT","2189189","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Andrea A. Cocucci","Cocucci 19","1983","11","24","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","Copina, quinto puente",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2011-06-21 05:21:00-03","MO","MOBOT","2189221","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 1012","1960","10","15","South America","Argentina",NA,NA,NA,NA,"Córdoba","Santa María","Alta Gracia, cerca del Monolito",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2011-06-21 05:21:00-03","MO","MOBOT","2189248","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 1253","1960","11","27","South America","Argentina",NA,NA,NA,NA,"Córdoba","Santa María","Alta Gracia, cerca de La Gruta",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2011-06-21 05:21:00-03","MO","MOBOT","2189275","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 1490","1963","1","20","South America","Argentina",NA,NA,NA,NA,"Córdoba","Santa María","Alta Gracia, a orillas del Río Anizacate, Villa Los Talas",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2011-02-22 06:39:00-03","MO","MOBOT","2189315","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1659","2004","1","28","South America","Argentina",NA,NA,NA,NA,"Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Afloramiento de areniscas en campo pastoreado","-55.54111","-28.09861",NA,NA,"160.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Ezcurra, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2011-06-21 05:21:00-03","MO","MOBOT","2189332","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 1029","1960","10","25","South America","Argentina",NA,NA,NA,NA,"Santa Fé","Vera","Saliendo de Jopson",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","2295055","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 303","1959","9","27","South America","Argentina",NA,NA,NA,NA,"Córdoba","Colón","Saldán",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","2295077","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 394","1959","11","16","South America","Argentina",NA,NA,NA,NA,"Córdoba","Colón","A ± 1 km antes de llegar a La Calera",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","2295097","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 304","1959","9","27","South America","Argentina",NA,NA,NA,NA,"Córdoba","Colón","La Calera",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2011-03-26 08:40:00-03","MO","MOBOT","2295133","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis M. Bernardello","Bernardello 391","1982","11","6","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","Sierra Grande (falda este): Cuesta Blanca",NA,NA,NA,NA,"700.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Bernardello, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2011-02-18 21:13:00-02","MO","MOBOT","2295141","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Sara G. Tressens|M. Silvia Ferrucci|Anita Radovancich","Tressens 3838","1991","2","13","South America","Argentina",NA,NA,NA,NA,"Corrientes","Santo Tomé","Ayo. Chimiray, 10 Km SE de Azara",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ferrucci, M. S., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2011-03-25 20:35:00-03","MO","MOBOT","2295176","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Andrea A. Cocucci|A.N. Sérsic|J. Nattero","Cocucci 3260","2004","2","19","South America","Argentina",NA,NA,NA,NA,"Jujuy","Tumbaya","Entre Purmamarca y Susques","-65.60333","-23.67361",NA,NA,"3386.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Cocucci, A. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","2343655","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 444","1959","10","31","South America","Argentina",NA,NA,NA,NA,"Córdoba","Colón","Llegando a La Reducción (viniendo desde Villa Allende)",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","2343675","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 416","1959","10","24","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","Bialet Massé",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2011-04-03 21:11:00-03","MO","MOBOT","2343691","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Di Giácomo","Di Giácomo 450","1999","11","20","South America","Argentina",NA,NA,NA,NA,"Formosa","Laishí","Reserva Ecológica El Bagual. San Francisco de Laishi","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Peichoto, M. C., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-05-17 05:29:00-03","MO","MOBOT","2343717","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 4893","1995","2","25","South America","Argentina",NA,NA,NA,NA,"Misiones","Apóstoles","Escuela Agrotécnica Pascual Gentilini","-55.7","-27.78333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ezcurra, C., /10/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2011-04-03 21:11:00-03","MO","MOBOT","2396166","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Di Giácomo","Di Giácomo 450","1999","11","20","South America","Argentina",NA,NA,NA,NA,"Formosa","Laishí","Reserva Ecológica El Bagual. San Francisco de Laishi","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Peichoto, M. C., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","2404148","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 627","1959","12","17","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","Villa Carlos Paz",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-11-15 05:15:00-02","MO","MOBOT","2404168","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Antonio C. Krapovickas","Krapovickas 6493","1949","11","1","South America","Argentina",NA,NA,NA,NA,"Córdoba","Río Segundo","Puerta de Velez, ± 15 km al Oeste de Pilar, orilla del Río Segundo",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2011-03-24 16:21:00-03","MO","MOBOT","2404187","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","Arbo 6722","1996","10","22","South America","Argentina",NA,NA,NA,NA,"Corrientes","San Roque","Estancia Caaguazú, 11 Km NE de Chavarría, camino a Tacuaritas. Aprox. 2 km al SW del casco",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Peichoto, M. C., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","2406421","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 552","1959","11","23","South America","Argentina",NA,NA,NA,NA,"Córdoba","Cruz del Eje","Pampa de Olaen",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2008-05-27 22:02:00-03","MO","MOBOT","2406440","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 560","1959","11","25","South America","Argentina",NA,NA,NA,NA,"La Rioja","General Belgrano","Dique de Olta",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","2430012","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 731","1960","2","11","South America","Argentina",NA,NA,NA,NA,"Córdoba","Punilla","Carlos Paz",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2008-05-27 22:02:00-03","MO","MOBOT","2444691","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Luis Ariza Espinar","Ariza Espinar 987","1960","10","12","South America","Argentina",NA,NA,NA,NA,"Córdoba","Colón","La Calera",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2009-06-25 14:16:00-03","MO","MOBOT","2478454","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Armando T. Hunziker","Hunziker 20148","1969","1","19","South America","Chile",NA,NA,NA,NA,"Bíobío","Concepción","Ricoto, cerca de Concepción, inemediaciones de la desembocadura del Río Bío Bío",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-07-25 11:24:00-03","MO","MOBOT","2489206","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Émile Hassler","Hassler 8055","1901","12",NA,"South America","Paraguay",NA,NA,NA,NA,"Amambay",NA,"In regione cursus superioris fluminis Apa, pr. Bellavista",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2009-12-23 06:58:00-02","MO","MOBOT","2489222","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Karl Fiebrig","Fiebrig 4206","1908","11","10","South America","Paraguay",NA,NA,NA,NA,"Concepción",NA,"Zwischen Río Apa und Río Aquidaban",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-07-25 11:25:00-03","MO","MOBOT","2489235","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Émile Hassler","Hassler 4094","1898","4",NA,"South America","Paraguay",NA,NA,NA,NA,"Cordillera",NA,"San Bernardino","-57.25","-25.31666",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"145","2020-06-28 10:27:00-03","MO","MOBOT","2489506","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Benedict (Benjamin) Balansa","Balansa 2466","1875","3",NA,"South America","Paraguay",NA,NA,NA,NA,"Central",NA,"Campo-Grande, entre Luque et la Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"146","2014-07-11 16:41:00-03","MO","MOBOT","2636145","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ellemann","Ellemann 66720","1989","1","13","South America","Ecuador",NA,NA,NA,NA,"Loja",NA,"Jera, 9 km north of Saraguro. Information of vernacular name and use: Maríe Christine Bermeo, Saraguro-indian.","-79.23333","-3.56666",NA,NA,"2400.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2014-07-11 16:38:00-03","MO","MOBOT","2686152","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jens E. Madsen","Madsen 50057","1984","1","18","South America","Ecuador",NA,NA,NA,NA,"Cañar",NA,"Road Cañar - El Tambo, km 3 from Cañar. Rocky slope with xerophytic vegetation dominated by Borzicactus sepium.","-78.93333","-2.53333",NA,NA,"3000.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2014-07-11 16:39:00-03","MO","MOBOT","2686734","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jens E. Madsen","Madsen 50285","1984","2","22","South America","Ecuador",NA,NA,NA,NA,"Cañar",NA,"Road Cañar - El Tambo, about km 4 from Cañar. Rocky slopes with xerophytic vegetation dominated by Borzicactus sepium.","-78.93333","-2.53333",NA,NA,"3000.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
