"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"263","2020-09-12 05:00:02-03","US","US","2372857","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","H. G. Barclay & P. Juajibioy","8406",NA,NA,NA,"South America - Neotropics","Ecuador",NA,NA,NA,"US02865219","Azuay",NA,"Just of Oña. Prov. Azuáy: alrededores de Rio León.",NA,NA,NA,NA,"2450",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"264","2020-09-12 05:00:02-03","US","US","1123802","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Bro. Claude-Joseph","1575","1922","2",NA,"South America","Chile",NA,NA,NA,"US02865253","Valparaíso (V)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"265","2020-09-12 05:00:02-03","US","US","2892454","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","T. Pederson","3032","1954","12","4","South America","Argentina",NA,NA,NA,"US02865269","Corrientes",NA,"Loma Alta, Dep. Mburucuyá, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"266","2020-09-12 05:00:02-03","US","US","1545070","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","7415","1928","2","18","South America","Argentina",NA,NA,NA,"US02865285","Jujuy",NA,"Departamento Tilcara, Tilcara.",NA,NA,NA,NA,"2700",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"267","2020-09-12 05:00:02-03","US","US","3342204","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","7658",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865235","Chuquisaca",NA,"C. 2 km from Sucre towards Tarabuco.",NA,NA,NA,NA,"2800",NA,NA,"Scrophulariales","(Cav.) Nees","US02865235_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"268","2020-09-12 05:00:02-03","US","US","3063451","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","P. Nuñez V.","7447","1987","3","11","South America - Neotropics","Peru",NA,NA,NA,"US02865340","Cusco",NA,"Dpto. Cusco: Urubamba, Pumawanca, 72 km de Cusco al Norte, cerca de El Valle, el rio y el cerro quebrada Pumawanca.",NA,NA,NA,NA,"3100",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"269","2020-09-12 05:00:02-03","US","US","2573246A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ariza-Espinar","1513","1961","10","27","South America","Argentina",NA,NA,NA,"US02865305","Cordoba",NA,"Prov. Córdoba: Dpto. Punilla: La Cumbre.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"270","2020-09-12 05:00:02-03","US","US","3222413","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","T. Lammers, C. M. Baeza & P. Peñailillo B.","7762","1990","11","2","South America","Chile",NA,NA,NA,"US02865254","Valparaíso (V)",NA,"3 km north of Laguna Verde on the coastal road from Valparaiso.",NA,NA,NA,NA,"220",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"271","2020-09-12 05:00:02-03","US","US","2641366","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Krapovickas & C. L. Cristóbal","17373","1971","1","1","South America","Argentina",NA,NA,NA,"US02865299","Santiago del Estero",NA,"Dep. Río Hondo, Termas de Río Hondo, Aeropuerto Ruta Nac. 9.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865299_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"272","2020-09-12 05:00:02-03","US","US","2905620","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. G. Beck","3028","1980","2","3","South America - Neotropics","Bolivia",NA,NA,NA,"US02865241","La Paz",NA,"Dpto. La Paz, Prov. Murillo, 22 km. de La Paz - Calacoto, Mecapaca. 5°SW.",NA,NA,NA,NA,"3050",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"273","2020-09-12 05:00:02-03","US","US","3037504","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Sagástegui A. & et al.","11245","1983","11","18","South America - Neotropics","Peru",NA,NA,NA,"US02865341","Cajamarca",NA,"Alrededores de Cajabamba. Prov.: Cajabmba. Dpto.: Cajamarca.",NA,NA,NA,NA,"2600",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"274","2020-09-12 05:00:02-03","US","US","1496522","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. F. Macbride","5847","1923","9","9","South America - Neotropics","Peru",NA,NA,NA,"US02865330",NA,NA,"Huancayo.",NA,NA,NA,NA,"3353",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"275","2020-09-12 05:00:02-03","US","US","2045644","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Scolnik & R. Luti","626","1947","10","5","South America - Neotropics","Colombia",NA,NA,NA,"US02865250","Sucre",NA,"Guerraloma (Sucre).",NA,NA,NA,NA,"2864",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"276","2020-09-12 05:00:02-03","US","US","3729311","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Castellanos, --","(25.2966)","1926","1","1","South America","Argentina",NA,NA,NA,"US01948838","San Luis",NA,"Villa Mercedes",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US01948838_01","Leonard, E. C., (US)","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"277","2020-09-12 05:00:02-03","US","US","2573244A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ariza-Espinar","2081","1965","10","23","South America","Argentina",NA,NA,NA,"US02865293","Cordoba",NA,"Prov. Córdoba: Sierra Grande: Al pie de Los Gigantes.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"278","2020-09-12 05:00:02-03","US","US","1776555","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Rosengurtt","B-1246","1937","3",NA,"South America","Uruguay",NA,NA,NA,"US02865321","Soriano",NA,"Tacleson.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865321_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"279","2020-09-12 05:00:02-03","US","US","1545015","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","1537","1921","12","7","South America","Argentina",NA,NA,NA,"US02865290","Tucuman",NA,"Departamento Capital, Munecas.",NA,NA,NA,NA,"600",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"280","2020-09-12 05:00:02-03","US","US","2459120","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Berro","2403","1903","3","7","South America","Uruguay",NA,NA,NA,"US02865265","Artigas",NA,"Cuareim. Depto. Artigas.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"281","2020-09-12 05:00:02-03","US","US","2641349","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Krapovickas & C. L. Cristóbal","17413","1971","1","3","South America","Argentina",NA,NA,NA,"US02865298","Salta",NA,"Prov. Salta, Dep. Gral.M.M. de Güemes, Ayo. Saladillo, Ruta 34.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"282","2020-09-12 05:00:02-03","US","US","3189585","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. L. Quiroz","1624",NA,NA,NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865343","Piura",NA,"Porculla. Prov.: Huancabamba. Dpto.: Piura.",NA,NA,NA,NA,"2250",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"283","2020-09-12 05:00:02-03","US","US","1778926","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","B. Rosengurtt","B1023","1937","1","30","South America","Uruguay",NA,NA,NA,"US02865263","Salto",NA,"Arroyo Arunguá, Picada Pereyra.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"284","2020-09-12 05:00:02-03","US","US","1877169","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","172","1919","10",NA,"South America","Argentina",NA,NA,NA,"US02865302","Tucuman",NA,"Chañar Pozo, Dep. Leales.",NA,NA,NA,NA,"300",NA,NA,"Scrophulariales","(Cav.) Nees","US02865302_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"285","2020-09-12 05:00:02-03","US","US","2948239","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. G. Beck","6209","1981","3","7","South America - Neotropics","Bolivia",NA,NA,NA,"US02865230","Chuquisaca",NA,"Dpto. Chuquisaca, Prov. Yamparaez, Sucre ca. 50 kms. hacia Tarabuco.",NA,NA,NA,NA,"3000",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"286","2020-09-12 05:00:02-03","US","US","1877127","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Lillo","8687","1908","12","3","South America","Argentina",NA,NA,NA,"US02865277","Tucuman",NA,"Tafí - La Banda.",NA,NA,NA,NA,"2000",NA,NA,"Scrophulariales","(Cav.) Nees","US02865277_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"287","2020-09-12 05:00:02-03","US","US","1619952","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. L. Ekman","900","1907","12","5","South America","Argentina",NA,NA,NA,"US02865284","Misiones",NA,"Posadas.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865284_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"288","2020-09-12 05:00:02-03","US","US","2459139","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Berro","3925","1907","3","14","South America","Uruguay",NA,NA,NA,"US02865264","Canelones",NA,"La Paz, Depto. Canelones.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"289","2020-09-12 05:00:02-03","US","US","3055150","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Liberman, F. Pedrotti & R. Venanzoni","2083","1988","2","4","South America - Neotropics","Bolivia",NA,NA,NA,"US02865249","Tarija",NA,"Dpto. Tarija, Exp. E. Incl. 2°.",NA,NA,NA,NA,"1820",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"290","2020-09-12 05:00:02-03","US","US","1876758","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Castellanos, --","30/644","1930","2","7","South America","Argentina",NA,NA,NA,"US02865283","Catamarca",NA,"El Vallecito.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"291","2020-09-12 05:00:02-03","US","US","1989566","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","H. C. Cutler","7459","1942","11","27","South America - Neotropics","Bolivia",NA,NA,NA,"US02865231","Cochabamba",NA,"Coronilla, near cementery south of Cochabamba.",NA,NA,NA,NA,"2566",NA,NA,"Scrophulariales","(Cav.) Nees","US02865231_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"292","2020-09-12 05:00:02-03","US","US","1909231","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Espinosa","E1339",NA,NA,NA,"South America - Neotropics","Ecuador",NA,NA,NA,"US02865223","Loja",NA,"Chinchas (64 Km. O.Loja).",NA,NA,NA,NA,"1700",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"293","2020-09-12 05:00:02-03","US","US","1802299","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","PE-4726","1941","1",NA,"South America","Uruguay",NA,NA,NA,"US02865322","Cerro Largo",NA,"Depto. Cerro Largo, Río Negro, Palleros.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865322_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"294","2020-09-12 05:00:02-03","US","US","1776558","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Rosengurtt","B-2403","1938","1","20","South America","Uruguay",NA,NA,NA,"US02865261","San Jose",NA,"San José, rio Sta Lucia.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"295","2020-09-12 05:00:02-03","US","US","95371","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America","Chile",NA,NA,NA,"US00898748","Valparaíso (V)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US00898748_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"296","2020-09-12 05:00:02-03","US","US","1877165","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. Steinbach","5999","1921","12","18","South America - Neotropics","Bolivia",NA,NA,NA,"US02865228","Cochabamba",NA,"Dep. Cochabamba - Totora.",NA,NA,NA,NA,"2000",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"297","2020-09-12 05:00:02-03","US","US","1356964","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. P. Killip & A. C. Smith","21842","1929","4","20","South America - Neotropics","Peru",NA,NA,NA,"US02865336","Junín",NA,"Dept. Junín: Tarma.",NA,NA,NA,NA,"3000","3200",NA,"Scrophulariales","(Cav.) Nees","US02865336_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"298","2020-09-12 05:00:02-03","US","US","2641344","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Tressens, B. Benítez, J. Bissio, C. L. Cristóbal & et al.","133","1971","9","19","South America","Argentina",NA,NA,NA,"US02865268","Corrientes",NA,"Dep. San Cosme, Paso de la Patria.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"299","2020-09-12 05:00:02-03","US","US","3372013","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","10370","1996","1","3","South America - Neotropics","Bolivia",NA,NA,NA,"US02865234","Chuquisaca",NA,"Boeto, south of the pass above Nuevo Mundo on road to Villa Serrano. On an open grassy ridge in moist Tucaman forest.","-64.32","-19",NA,NA,"2300",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"300","2020-09-12 05:00:02-03","US","US","2653797","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Cárdenas & H. C. Cutler","7396","1942","11","1","South America - Neotropics","Bolivia",NA,NA,NA,"US02865242","Cochabamba",NA,"Canyon above Taquina, 12 km. north of Cochabamba.",NA,NA,NA,NA,"2700",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"301","2020-09-12 05:00:02-03","US","US","1123801","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Bro. Claude-Joseph","1667","1921","10",NA,"South America","Chile",NA,NA,NA,NA,NA,NA,"Constitución.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"302","2020-09-12 05:00:02-03","US","US","3191993","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Schmitt & D. Schmitt","3","1984","2","4","South America - Neotropics","Bolivia",NA,NA,NA,"US02865244","Santa Cruz",NA,"Dpto. Santa Cruz: Prov. Caballero. 2.5 km N of Tambo, Rio San Isidro Valley (Rio Pulguina).",NA,NA,NA,NA,"1525",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2020-09-12 05:00:02-03","US","US","1909215","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Espinosa","E792",NA,NA,NA,"South America - Neotropics","Ecuador",NA,NA,NA,"US02865222","Loja",NA,"Aguahedienda (N. de Loja).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"304","2020-09-12 05:00:02-03","US","US","2120231","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Aguilar","447","1945","10","30","South America","Argentina",NA,NA,NA,"US02865309","Chaco",NA,"Provincia Gob Chaco, Margarita Belén.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865309_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"305","2020-09-12 05:00:02-03","US","US","3455498","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Hatschbach, M. M. Hatschbach & J. M. Silva","74115","2002","11","9","South America - Neotropics","Brazil",NA,NA,NA,"US02865317","Mato Grosso do Sul",NA,"Projeto Guaicurus, cerca 4-5km N (Mun. Bonito).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865317_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"306","2020-09-12 05:00:02-03","US","US","1830085","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. Pérez Arbeláez","3031","1935","7","1","South America - Neotropics","Colombia",NA,NA,NA,"US02865213",NA,NA,"La Picota.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865213_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"307","2020-09-12 05:00:02-03","US","US","1954092","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","C. De Tarragon, J. Araque Molina & F. A. Barkley","18Cu100","1948","11","20","South America - Neotropics","Colombia",NA,NA,NA,"US02865216","Cundinamarca",NA,"Departamento de Cundinamarca, En terrenos secos y planos en la Sabana de Bogota, cerca de Madrid.",NA,NA,NA,NA,"2640",NA,NA,"Scrophulariales","(Cav.) Nees","US02865216_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"308","2020-09-12 05:00:02-03","US","US","1545026","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","2294","1923","10","11","South America","Argentina",NA,NA,NA,"US02865294","Tucuman",NA,"Departamento Burroyaco, El Timbó.",NA,NA,NA,NA,"600",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"309","2020-09-12 05:00:02-03","US","US","1776557","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","PE-2208","1937","12","1","South America","Uruguay",NA,NA,NA,"US02865325","Canelones",NA,"Depto: Canelones, rio Sta. Lucia, Paso Cuello.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"310","2020-09-12 05:00:02-03","US","US","3367192","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","D. C. Wasshausen, C. Cristobal & V. Marunak","1983","1993","9","23","South America","Argentina",NA,NA,NA,"US02865295","Corrientes",NA,"Dept. Corrientes. Depto. Intuzaigo. 5 km W of acces to Ituzaingo.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"311","2020-09-12 05:00:02-03","US","US","2120493","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","C. A. O'Donell","4752","1947","1","28","South America","Argentina",NA,NA,NA,"US02865312","Salta",NA,"Dep. R de la Frontera. Rosario de la Frontera.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865312_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"312","2020-09-12 05:00:02-03","US","US","2195685","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Lillo","7277","1907","12","22","South America","Argentina",NA,NA,NA,"US02865313","Tucuman",NA,"Vipos.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"313","2020-09-12 05:00:02-03","US","US","1320439","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Bang","891","1892","11",NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865239",NA,NA,"Songo.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"314","2020-09-12 05:00:02-03","US","US","2104374","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","O. Velarde","631",NA,NA,NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865337",NA,NA,"Palca. Dept: Tarma.",NA,NA,NA,NA,"2600","2800",NA,"Scrophulariales","(Cav.) Nees","US02865337_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"315","2020-09-12 05:00:02-03","US","US","1931284","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","D. Stafford","201","1933","10",NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865344",NA,NA,"Depto Cuzco and Puno: Cuzco, Sicuami and Pucara.",NA,NA,NA,NA,"3353","3962",NA,"Scrophulariales","(Cav.) Nees","US02865344_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"316","2020-09-12 05:00:02-03","US","US","2956970","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Sagástegui A., E. Alvites, S. Lopez & J. Mostacero","10395","1982","5","1","South America - Neotropics","Peru",NA,NA,NA,"US02865334","Cajamarca",NA,"Procedencia: Tantarica, Prov. Contumazá, Dpto. Cajamaros.",NA,NA,NA,NA,"2980",NA,NA,"Scrophulariales","(Cav.) Nees","US02865334_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"317","2020-09-12 05:00:02-03","US","US","1423088","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. T. Dawe","201","1906","5",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02865211",NA,NA,"Sabana de Bogotá.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"318","2020-09-12 05:00:02-03","US","US","3017544","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. O. Dillon, U. Molau & P. Matekaitis","2737","1983","1","5","South America - Neotropics","Peru",NA,NA,NA,"US02865342","La Libertad",NA,"Depto. La Libertad: Prov. Otuzco. Ca. 13 km SE of Otuzco on road to Agallpampa.",NA,NA,NA,NA,"2420",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"319","2020-09-12 05:00:02-03","US","US","3403651","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Sigle","78","1986","10","13","South America - Neotropics","Bolivia",NA,NA,NA,"US02865238","Cochabamba",NA,"Dpto. Cochabamba, Prov. Mizque, Canton Molinero, Rakaypampa.",NA,NA,NA,NA,"2800",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
