"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"452","2021-02-11 17:21:33-03","UFPR","UPCB","6964","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Hatschbach, G.","1968","03",NA,"Hatschbach, G.","1966","12","01","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Serra Marumbi, picada ao Abrolhos",NA,NA,"15334","Epífita, flor alva. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"453","2020-05-25 15:13:54-03","FSU","FSU","000078316","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Jose Schunke-Vigo",NA,NA,NA,"Peru",NA,NA,"-74.38031691","-9.171950831",NA,NA,NA,NA,NA,NA,NA,"11391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-05-01 20:15:00-03","MO","MOBOT","100252829","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","2009","9","30","Bolivia","La Paz","Bautista Saavedra","-68.4658333","-15.0753611",NA,NA,NA,NA,"Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","1242.00000000",NA,"Escalante Cruz 318",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","09-02",NA
"455","2020-01-17 04:33:00-03","MO","MOBOT","100558725","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"H. van der Werff|Luis Valenzuela G.|Gerry Shareva M.|Augusto Reyes Barrantes","2012","11","5","Peru","Amazonas",NA,NA,NA,NA,NA,NA,NA,"Along road Jumbilla - Laguna de Pomacochas.",NA,NA,"van der Werff 25095",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","593",NA
"456","2008-05-27 22:02:00-03","MO","MOBOT","1377348","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Bertil Ståhl","1999","7","12","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,"2 km from El Palmar on old road from Villa Tunari.","600.00000000",NA,"Ståhl 5123",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2014-12-18 05:30:00-02","MO","MOBOT","1502056","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Modesto Zárate|Liseth Muriel","2000","10","20","Bolivia","Cochabamba","Carrasco","-65.23333","-17.35416",NA,NA,NA,NA,"Parque Nacional Cassaco, Arepucho.","980.00000000",NA,"Zárate B. 703",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2015-01-26 20:36:00-02","MO","MOBOT","1925756","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","D. Pino & C.M. Taylor",NA,NA,NA,"D. Pino|José Campos de la Cruz|et al.","2003","3","11","Peru","Cajamarca","San Ignacio","-78.63972","-5.24777",NA,NA,NA,NA,"Distrito Huarango, Nuevo Mundo - Caserío Pisaguas","156.00000000",NA,"Pino 204",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"459","2014-04-04 05:52:00-03","MO","MOBOT","2737926","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"Rodolfo Vásquez|Abel Monteagudo|Antonio Peña|Rolando Francis|J.L. Mateo","2004","2","28","Peru","Pasco","Oxapampa","-75.07027","-10.48666",NA,NA,NA,NA,"Dist. Palcazú. San Francisco de Pichanaz. Bosque primario, sobre suelos rocosos.","610.00000000",NA,"Vásquez Martínez 29696",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"460","2009-03-10 14:40:00-03","MO","MOBOT","3017315","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"Carlos Morales|Diego Reyes","2006","2","26","Ecuador","Morona-Santiago","Limón Indanza","-78.3294445","-2.9227778",NA,NA,NA,NA,"Región de la Cordillera del Cóndor, al oeste del Río Zamora. Parroquia Santa Susana de Chiviaza, en el sendero hacia el Río Naisa. Suelo arenoso derivado de roca arenisca. Bosque muy húmedo premontano. Bosque maduro intervenido por pastos y ganadería.","1280.00000000",NA,"Morales 1720",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14",NA
"461","2010-12-09 12:12:00-02","MO","MOBOT","3138187","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Isidoro M. Sánchez V.|Michael O. Dillon|Mario Zapata C.","1998","6","24","Peru","San Martín","Rioja","-77.6333333","-5.65",NA,NA,NA,NA,"Pardo Miguel, Centro Poblado Aguas Verdes. Abra 2. Alt.1260 m. Bosque perennifolio.","1260.00000000",NA,"Sánchez Vega 9504",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"462","2010-12-09 12:11:00-02","MO","MOBOT","3138628","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Isidoro M. Sánchez V.|Michael O. Dillon|Mario Zapata C.","1998","6","16","Peru","San Martín","Rioja","-77.6166667","-5.6333333",NA,NA,NA,NA,"Dist. Pardo Miguel, en el borde, oeste de la Laguna ONERCOCHA. Bosque perennifolio.","1100.00000000",NA,"Sánchez Vega 9379",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"463","2008-05-27 22:02:00-03","MO","MOBOT","3139008","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Guillermo Klug","1933","8",NA,"Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"Pumayacu, between Balspuerto and Moyobamba, altitude 600 to 1200 meters; forest","600.00000000","1200.00000000","Klug 3145",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2011-02-27 16:13:00-03","MO","MOBOT","3139553","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor",NA,NA,NA,"Jaime L. Jaramillo","1988","8","25","Ecuador","Napo",NA,"-77.6333","-0.5333",NA,NA,NA,NA,"Sector Pacto, a 8 kms al occidente, faldas del Volcán Sumaco, km 40 del carretero Hollin-Loreto, partiendo del Campamento Damnificados del Chaco, suelo humifero Bosque Primario","1800.00000000",NA,"Jaramillo Asanza 056",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-01-25 04:35:00-02","MO","MOBOT","3341199","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"Luis Valenzuela G.","2006","8","21","Peru","Cusco","La Convención","-73.36444","-12.72972",NA,NA,NA,NA,"Dist. Echarate, Santa Ana, Kepashiato, Bosque primario intervenido","1100.00000000",NA,"Valenzuela Gamarra 7574",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"466","2016-12-07 05:17:00-02","MO","MOBOT","3578959","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.",NA,NA,NA,NA,"Jürgen Homeier|M.A. Chinchero|E. Jaramillo C.|D. Simba","2008","3","24","Ecuador","Napo",NA,"-77.58333","-0.65",NA,NA,NA,NA,"southern slope of Sumaco volcano, trail from Pacto Sumaco to the National park,, wet lower montane forest",NA,NA,"Homeier 3462",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"467","2008-05-27 22:02:00-03","MO","MOBOT","519717","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.",NA,NA,NA,NA,"Wendell H. Camp",NA,NA,NA,"Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000","1600.00000000","Camp E-2405",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2011-06-09 22:31:00-03","MO","MOBOT","519723","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.",NA,NA,NA,NA,"Jaime L. Jaramillo",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000",NA,"Jaramillo Asanza 56",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2008-05-27 22:02:00-03","MO","MOBOT","534881","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C. M. Taylor (MO)",NA,NA,NA,"Carlos Quelal|Galo A. Tipaz|Maía, T.","1992","3","26","Ecuador","Sucumbíos","Gonzalo Pizarro","-77.5","-0.01666",NA,NA,NA,NA,"Cooperativa Santa Rosa Luz de Belén. Km. 73 vía Lago Agrio-Quito. Suelos volcánicos. Bosque pluvial Premontano.","900.00000000",NA,"Quelal 394",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","92-3",NA
"470","2008-05-27 22:02:00-03","MO","MOBOT","535626","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C. M. Taylor (MO)",NA,NA,NA,"Martín E. Timaná","1990","9","1","Peru","Cusco","Quispicanchis","-70.75","-13.28333",NA,NA,NA,NA,"Camanti, Maniri. Cerro Camanti, vertiente del Yanamayo. Bosque montano levemente perturbado, claros naturales; presencia de bambués suelo arenoso en las partes bajas.","720.00000000",NA,"Timaná 823",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","15",NA
"471","2008-05-27 22:02:00-03","MO","MOBOT","535640","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C. M. Taylor (MO)",NA,NA,NA,"Martín E. Timaná","1990","9","1","Peru","Cusco","Quispicanchis","-70.75","-13.28333",NA,NA,NA,NA,"Camanti, Maniri. Cerro Camanti, vertiente del Yanamayo. Bosque montano levemente perturbado, claros naturales; presencia de bambués suelo arenoso en las partes bajas.","720.00000000",NA,"Timaná 827",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","15",NA
"472","2016-10-13 05:57:00-03","MO","MOBOT","537222","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C. M. Taylor (MO)",NA,NA,NA,"Walter A. Palacios|David A. Neill","1990","12","5","Ecuador","Zamora-Chinchipe","Nangaritza","-78.56666","-4.11666",NA,NA,NA,NA,"Faldas de la Cordillera del Cóndor. Sendero desde Pachicutza hacia el Hito. Bosque muy húmedo Montano Bajo. Bosque primario.","1600.00000000","1800.00000000","Palacios Cuenca 6540",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","90-65",NA
"473","2008-05-27 22:02:00-03","MO","MOBOT","63482","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C.M. Taylor (MO)",NA,NA,NA,"Alwyn H. Gentry","1993","7","28","Ecuador","Zamora-Chinchipe","Nangaritza","-78.66666","-4.3",NA,NA,NA,NA,"Miazi, flood plain forest along Rio Nangaritza. Transect # 5.","850.00000000",NA,"Gentry 80615",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1289",NA
"474","2008-05-27 22:02:00-03","MO","MOBOT","519632","PreservedSpecimen","Plantae","Rubiaceae","Hillia","killipii","Hillia killipii","Standl.","C. M. Taylor (MO)",NA,NA,NA,"David N. Smith","1983","7","27","Peru","San Martín","Rioja","-77.75","-5.83333",NA,NA,NA,NA,"Pedro Ruíz-Moyobamba road, Km 390, Venceremos. Lightly disturbed highmontaine rain forest; NW-facing, moderate slopes. Habitat analysis for Yellow-tailed Woolly Monkey study.","1800.00000000",NA,"Smith 4385",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","83-121",NA
"475","2013-01-03 19:57:00-02","MO","MOBOT","3139003","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","CM. Taylor",NA,NA,NA,"J.J. de Granville|L. Hollenberg|Odile Poncy|M. Sangrey","1986",NA,NA,"French Guiana","Cayenne",NA,"-53.28333","3.6",NA,NA,NA,NA,"Mont Galbao. Col pres du premier sommet NW. Foret","500.00000000",NA,"Granville 8563",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-01-01 04:34:00-02","MO","MOBOT","3139738","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor",NA,NA,NA,"James L. Luteyn|Jorge Giraldo G.","1989",NA,NA,"Colombia","Valle del Cauca",NA,"-76.41666","4.66666",NA,NA,NA,NA,"Alto del Galapago; Heavily disturbed cloud forest along Ansermanuevo-San Jose del Palmar road.","2000.00000000",NA,"Luteyn 12698",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2015-04-22 12:50:00-03","MO","MOBOT","100810668","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Philip A. Silverstone-Sopkin|M. E. Cardona|et al.","2007","3","18","Colombia","Chocó","San José del Palmar","-76.2833333","4.7333333",NA,NA,NA,NA,"Serranía de los Paraguas, western slope very near frontier of Depto. Valle, W of El Cairo (Valle), near border of cloud forest.","2230.00000000",NA,"Silverstone-Sopkin 10687",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"478","2009-01-08 11:00:00-02","MO","MOBOT","100163925","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Florian A. Werner","2006","12","15","Ecuador","Zamora-Chinchipe",NA,"-79.0666667","-3.9666667",NA,NA,NA,NA,"Area of Estación Cientifica San Francisco, road Loja-Zamora, ca. 35 km from Loja; moist montane forest just off road, few hundred meters > E of Quebrada Zurrita (sharp curve where they extract gravel, 10 mins. > Loja from ECSF.","2050.00000000",NA,"Werner 2146",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"479","2012-04-12 05:10:00-03","MO","MOBOT","100170159","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Alfredo F. Fuentes|H. Huaylla","2008","6","15","Bolivia","La Paz","Franz Tamayo","-68.9816667","-14.7713889",NA,NA,NA,NA,"Madidi, Pelechuco-Apolo, Coranara-Santa Ana","2250.00000000",NA,"Fuentes Claros 13085",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","08-98",NA
"480","2020-07-24 15:02:00-03","MO","MOBOT","100191640","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"M. Villalobos|Javier Quisbert|Vania Torrez|A. Cerezo","2008","10","23","Bolivia","La Paz","Franz Tamayo","-68.9853333","-14.7768056",NA,NA,NA,NA,"Área Natural de Manejo Integrado Apolobamba, Pelechuco, Coranara II, pasando el río Coranara, camino hacia arriba del río.","2500.00000000",NA,"Villalobos Huanca 109",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","08-03",NA
"481","2018-01-11 14:52:00-02","MO","MOBOT","100216054","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","G. Arellano (MA)",NA,NA,NA,"L.M. Quiñones|Vania Torrez|B. Coaquira|F. Delgado|R. Huasurco","2009","5","15","Bolivia","La Paz","Franz Tamayo","-68.9753056","-14.7754167",NA,NA,NA,NA,"Parque Nacional Madidi, Pelechuco - río abajo, Santa Ana.","2486.00000000",NA,"Quiñones Guzmán 85",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","09-02",NA
"482","2010-03-02 17:10:00-03","MO","MOBOT","100216760","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","M. Quiñones (LPB)",NA,NA,NA,"L.M. Quiñones|Vania Torrez|B. Coaquira|F. Delgado|M. Sullca","2009","5","17","Bolivia","La Paz","Franz Tamayo","-68.9664722","-14.7729167",NA,NA,NA,NA,"Parque Nacional Madidi, Pelechuco - río abajo, Santa Ana.","2502.00000000",NA,"Quiñones Guzmán 123",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","09-03",NA
"483","2015-03-12 06:15:00-03","MO","MOBOT","100234990","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"H. van der Werff|Rodolfo Vásquez|Antonio Peña|César Rojas","2009","11","8","Peru","Pasco","Oxapampa","-75.4563889","-10.4327778",NA,NA,NA,NA,"Laguna San Daniel.","2400.00000000",NA,"van der Werff 23381",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","531",NA
"484","2012-04-12 05:10:00-03","MO","MOBOT","100272339","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Alfredo F. Fuentes|H. Huaylla|Roberto Vásquez|Raúl Lara R.","2008","8","19","Bolivia","La Paz","Bautista Saavedra","-68.8188889","-15.2133333",NA,NA,NA,NA,"Area Natural de Manejo Integrado Apolobamba, carretera entre Charazani y Camata.","1870.00000000",NA,"Fuentes Claros 13263",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","08-118",NA
"485","2015-01-15 13:58:00-02","MO","MOBOT","100277382","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","I. Villalba (HOXA)",NA,NA,NA,"Rocío Rojas|G. Ortiz","2008","6","29","Peru","Pasco","Oxapampa","-75.4902777","-10.1191667",NA,NA,NA,NA,"Dist. Pozuzo. Camino Alto Lagarto a Pozuzo Alto Victoria.","1500.00000000",NA,"Rojas Gonzáles 5796",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"486","2013-09-04 09:36:00-03","MO","MOBOT","100285952","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"José Schunke V.","1982","5","18","Peru","Huánuco","Leoncio Prado",NA,NA,NA,NA,NA,NA,"Dtto. Rupa Rupa. Puente Peréz, carretera Tingo María Huánuco.","700.00000000",NA,"Schunke Vigo 13662",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"487","2018-10-22 08:51:00-03","MO","MOBOT","100290587","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","G. Arellano (MA)",NA,NA,NA,"Alfredo F. Fuentes|J. Salas|R. Huasurco","2009","6","22","Bolivia","La Paz","Franz Tamayo","-68.9405555","-14.7453889",NA,NA,NA,NA,"Parque Nacional Madidi. Sector Pilcobamba, por el antiguo camino Pelechuco-Apolo.","1794.00000000",NA,"Fuentes Claros 14690",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","09-95",NA
"488","2016-10-11 15:32:00-03","MO","MOBOT","100301478","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Otto Buchtien",NA,NA,NA,"Bolivia","Cochabamba","Tiraque","-65.3030556","-17.2255556",NA,NA,NA,NA,"Antahuacana","750.00000000",NA,"Buchtien 2217",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"489","2010-09-09 14:50:00-03","MO","MOBOT","100302669","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","R.C. Foster",NA,NA,NA,"Otto Buchtien",NA,NA,NA,"Bolivia","La Paz","Larecaja","-68.0036111","-15.6138889",NA,NA,NA,NA,"Hacienda Simaco","1400.00000000",NA,"Buchtien 5036",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"490","2016-10-11 15:32:00-03","MO","MOBOT","100312290","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,"Boris A. Krukoff",NA,NA,NA,"Bolivia","La Paz","Sud Yungas","-67.1708334","-16.0325",NA,NA,NA,NA,"Asunta",NA,NA,"Krukoff 10697",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"491","2017-08-15 11:40:00-03","MO","MOBOT","100313999","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"E.L. Borda|et al.","2005","4","5","Brazil","Bahia",NA,"-41.2405555","-12.6980555",NA,NA,NA,NA,"Andarai: Estrada para Andaraí. Floresta estacional.",NA,NA,"Borba 2195A",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"492","2012-04-12 05:10:00-03","MO","MOBOT","100316899","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Alfredo F. Fuentes|J. Salas|R. Huasurco","2009","6","24","Bolivia","La Paz","Franz Tamayo","-68.9753056","-14.7754445",NA,NA,NA,NA,"Parque Nacional Madidi. Sector Santa Ana por el antiguo camino Pelechuco-Apolo, subiendo cerro al SO del campamento, camino a parcela temporal.","2500.00000000",NA,"Fuentes Claros 14807",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","09-99",NA
"493","2013-12-03 05:36:00-02","MO","MOBOT","100341283","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|B. Apaza","2009","10","17","Bolivia","La Paz",NA,"-68.8472239","-14.7350303",NA,NA,NA,NA,"Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","1341.00000000",NA,"Arellano Torres 1428",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","09-18",NA
"494","2008-11-14 03:32:00-02","MO","MOBOT","1889049","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C. M. Taylor",NA,NA,NA,"James L. Zarucchi","1987","9","23","Colombia","Antioquia",NA,"-76.38333","6.75",NA,NA,NA,NA,"Mpio. de Frontino; Km 14 of road Nutibara-Murrí. Disturbed wet/very wet montane vegetation; roadside.","1870.00000000",NA,"Zarucchi 5659",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-75",NA
"495","2020-08-07 06:58:00-03","MO","MOBOT","100341284","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Gabriel Arellano|Pablo Solíz|Manuel J. Macía|M. Sullca|R. Huasurco","2009","7","9","Bolivia","La Paz","Franz Tamayo","-68.9608333","-14.7579873",NA,NA,NA,NA,"Santa Ana, bajando desde Pelechuco por el camino antiguo de Pelechuco a Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","2252.00000000",NA,"Arellano Torres 240B",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","09-03",NA
"496","2020-08-10 22:36:00-03","MO","MOBOT","100341286","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Gabriel Arellano|Pablo Solíz|Pinto, Honorato|Mamani, Santiago|Mamani, Aníbal","2009","8","26","Bolivia","La Paz","Franz Tamayo","-68.9661556","-14.7626303",NA,NA,NA,NA,"Santa Ana, bajando desde Pelechuco por el camino antiguo de Pelechuco a Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","2244.00000000",NA,"Arellano Torres 491",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","09-08",NA
"497","2012-05-22 10:10:00-03","MO","MOBOT","100345386","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Juan Perea|J.L. Mateo|R. Rivera","2010","3","19","Peru","Pasco","Oxapampa","-75.5205556","-10.3286111",NA,NA,NA,NA,"Dist. Oxapampa. Sector Muchuymayo, zona de amortiguamiento del Parque Nacional Yanachaga Chemillén.","2164.00000000",NA,"Perea 4006",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"498","2012-05-22 10:10:00-03","MO","MOBOT","100346267","PreservedSpecimen","Plantae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","C.M. Taylor (MO)",NA,NA,NA,"Juan Perea|J.L. Mateo|R. Rivera","2010","3","21","Peru","Pasco","Oxapampa","-75.5175","-10.3230556",NA,NA,NA,NA,"Dist. Oxapampa. Sector Muchuymayo, zona de amortiguamiento Parque Nacional Yanachaga Chemillén.","2198.00000000",NA,"Perea 4059",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
