"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"207","2021-02-08 12:38:35-03","UFRGS","ICN","179412","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barboza, E",NA,NA,NA,"Cordeiro, J; et al.","2014","01","Brasil","PR","Piraquara","Morro do Canal, alto do morro","-48.981944","-25.515556","-48.981944","-25.515556","1335","1335","Doação Herbário MBM; arbusto de 1,6 m, capítulos alvacentos",NA,"5178","28",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-02-08 12:38:35-03","UFRGS","ICN","161842","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Matzenbacher, NI","1978","02","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Beira de estrada",NA,"s.n.","06",NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA
"209","2021-02-08 12:38:35-03","UFRGS","ICN","094416","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Falkenberg, DB",NA,NA,NA,"Falkenberg, M","1990","02","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Projeto peróxidos.",NA,"276","04",NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA
"210","2021-02-08 12:38:35-03","UFRGS","ICN","045727","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI","1979","09","05","Hagelund, K","1979","02","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Subarbusto hemisférico de 0,7 m de altura.; Cerrado.",NA,"12675","17",NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA,NA,NA
"211","2021-02-08 12:38:35-03","UFRGS","ICN","060686","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Cabrera, AL",NA,NA,NA,"Klein, RM; Bresolin, A","1966","01","Brasil","SC","Florianópolis","Jurerê","-48.5491981506348","-27.596700668335",NA,NA,"1","1","Arbusto, flor roxa.; Campo.",NA,"6540","17",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"212","2021-02-08 12:38:35-03","UFRGS","ICN","060766","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Cabrera, AL",NA,NA,NA,"Klein, RM","1967","02","Brasil","SC","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"10","10","Arbusto 1m alt., flor roxa.; Capoeira",NA,"7145","14",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"213","2021-02-08 12:38:35-03","UFRGS","ICN","096909","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Souza, ML",NA,NA,NA,"Souza, ML; de Sá, MR; Fronza, M; Araújo, AC","1988","02","Brasil","SC","Florianópolis","Pontal do Daniela","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Arbusto 2,5 m de altura, flor creme.; Restinga, solo arenoso seco.",NA,"906","23",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"214","2021-02-08 12:38:35-03","UFRGS","ICN","094417","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Schenkel, EP","1990","02","Brasil","SC","Florianópolis","Praia dos Ingleses","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Projeto peróxidos.",NA,"350","04",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"215","2021-02-08 12:38:35-03","UFRGS","ICN","165621","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, JN",NA,NA,NA,"Hatschbach, G; Ribas, OS","2007","02","Brasil","SC","Urubici","Morro da Cruz","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"doação MBM; arbusto, 1m, flor lilás; campo de altitude",NA,"79835","09",NA,"Dicotyledon",NA,"América do Sul",NA,"30102","auto",NA,NA,NA,NA,NA,NA
"216","2020-08-26 10:48:25-03","MCN-FZBRS","HAS","73186","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, E.K.O.","2010","04",NA,"Nunes,V.F.","1990","04","Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"sobre dunas, sol direto; erva ereta, flores alvas e brácteas involucrais","HAS0073186","636",NA,NA,"Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"217","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","63488","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, E.K.O.","2010","04",NA,"Silveira, N.","1984","02","Brasil","Rio Grande do Sul","Torres","próximo ao Mampituba","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Inflorescencia meio-alilazada","HAS0063488","998",NA,NA,"Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"218","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","63503","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, E.K.O.","2010","04",NA,"Mondin, C.","1988","03","Brasil","Rio Grande do Sul","Torres","Rondinha Nova, Arroio Caniço, num capão distante, ca. 500m do mar.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Na capoeira. Flores róseas","HAS0063503","345",NA,NA,"Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"219","2019-11-21 10:01:26-03","IBt","SP","490119","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","França, VG","2014","07",NA,"França, VG; Beraldo, K","2014","02","Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá","-46.979167","-23.4525","-46.979167","-23.4525","964","964",NA,NA,"41","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-11-21 10:01:26-03","IBt","SP","474101","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barboza, E","2014","02",NA,"Cordeiro, J; Cardoso, TR; Laus, MD; Stupp, P","2014","01","Brasil","Paraná","Piraquara","Morro do Canal, alto do morro","-48.981944","-25.515556","-48.981944","-25.515556","1335","1335",NA,NA,"5178","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-21 10:01:26-03","IBt","SP","50872","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, JN","1999","01",NA,"Rambo, B; Blake, V","1931","10","Brasil","Rio Grande do Sul","Porto Alegre","M. Gloria","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"509","05",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:01:26-03","IBt","SP","49206","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, JN","1999","01",NA,"Eugenio Leite, J","1942","10","Brasil","Rio Grande do Sul","São Leopoldo","Morro Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:01:26-03","IBt","SP","44980","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, EKO","2009","11",NA,"Handro, O","1941","01","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"s.n.","25",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"224","2010-08-16 16:38:01-03","GH","HU-HERB","GH 00012934","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B. L. Robinson",NA,NA,NA,NA,"G. Casaretto",NA,NA,"Brazil",NA,NA,"Ilha de Santa Catharina",NA,NA,NA,NA,NA,NA,NA,NA,"193",NA,NA,NA,NA,"South America","Sheet",NA,NA,NA,NA,"Type",NA,"193","undetermined"
