"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"111","2021-02-11 17:21:19-03","UFPR","UPCB","5535","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","153",NA,"Brasil",NA,NA,"Orla matinha..",NA,NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939",NA,"Laguna","1","1","Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"112","2021-02-11 17:21:19-03","UFPR","UPCB","5261","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","196",NA,"Brasil",NA,NA,"Banhado salgado..",NA,NA,NA,"L.","1952","02","28","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939",NA,"Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"113","2021-02-11 17:21:19-03","UFPR","UPCB","1648","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","164",NA,"Brasil",NA,NA,"Dunas..","UPCB0039196",NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939","UPCB0039196","Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"114","2021-02-11 17:21:19-03","UFPR","UPCB","36398","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Borgo, M.","333",NA,"Brasil",NA,NA,"Herbácea de inflorescências verdes, ocorrendo próximo às margens da Ilha..","UPCB0039197",NA,NA,"L.","1998","12","19","Paraná","Ilha Barigüi","-48.5746994018555","-25.8827991485596","UPCB0039197","Guaratuba",NA,NA,"Borgo, M.","1999","41937","auto",NA,NA,NA,NA,"01","01",NA,NA
"115","2021-02-11 17:21:19-03","UFPR","UPCB","32164","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Silva, S.M.",NA,NA,"Brasil",NA,NA,"Herbácea rizomatosa muito frequente em zona de praia..","UPCB0039193",NA,NA,"L.","1997","09","24","Paraná","Ilha do Mel, Praia do Farol","-48.5092010498047","-25.5200004577637","UPCB0039193","Paranaguá",NA,NA,"Kozera, C.","1997","24916","auto",NA,NA,NA,NA,"10",NA,NA,NA
"116","2021-02-11 17:21:19-03","UFPR","UPCB","5658","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hatschbach, G.","14095",NA,"Brasil",NA,NA,"Beira do mangue..","UPCB0039198",NA,NA,"L.","1966","03","22","Paraná","Pinheirinho","-48.7118988037109","-25.4286003112793","UPCB0039198","Antonina",NA,NA,"Clayton, W.D.","1967","38300","auto",NA,NA,NA,NA,"01","01",NA,NA
"117","2009-07-31 17:12:00-03","MO","MOBOT","2518336","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2599","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.","1991","3","1","Boquerón","Col. Fernheim, Ea. Laguna Porá","-59","-21.75",NA,NA,NA,NA,"Quarín, C. L., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-02-03 14:39:00-02","MO","MOBOT","219663","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Teodoro Rojas","Rojas 11193","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.","1944","3",NA,"Itapúa","Encarnación, Granja Jimenez.","-55.9","-27.33333",NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","1205820","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","H. van der Werff","van der Werff 1364","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","225951","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Isabelle Grignon","Grignon 84201","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Houtt.","1987","1","19","Imbabura","Salinas, NW. of Ibarra. Marshy and dry saline pastureland","-78.11666","0.53333",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2008-05-27 22:02:00-03","MO","MOBOT","1001475","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Henning Adsersen|Adsersen, Anne","Adsersen 104","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1974","4","20","Galapagos","N of cerro Crocker",NA,NA,NA,"Santa Cruz","650.00000000",NA,"H. Adsersen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-10-26 13:32:00-02","MO","MOBOT","100871609","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ángel Fernández","Fernández 30101","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","2012","3","18","Distrito Federal","Archipiélago Los Roques. Parque Nacional Los Roques. Cayo Francisky; 4.3 km al SE del Faro de Sebastopol.","-66.6094444","11.9713889",NA,NA,"0E8","1.00000000","A. Fernández",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"123","2016-09-01 05:26:00-03","MO","MOBOT","1210779","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R. McK. Bird","Bird 1505","South America","Peru",NA,NA,NA,NA,NA,NA,"L.","1965",NA,NA,"Huánuco","Province of Huánuco or Pachitea. Vicinity of Huánuco. [Fieldbook information missing].","-76.23333","-9.91666",NA,NA,"1900.00000000","3700.00000000","Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"124","2013-10-05 06:32:00-03","MO","MOBOT","1307516","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ronald L. Liesner|Ángel C. González","Liesner 12073","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","1981","5","19","Sucre","Peninsula de Araya, ca. 22 km northwest of Cariaco by air; 7 to 14 km west of corner where road from Cariaco to Chacopata meets ocean; 6 to 13 km east to turnoff of new road.","-63.73333","10.65",NA,NA,"0E8","50.00000000","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71"
"125","2013-03-12 05:31:00-03","MO","MOBOT","1395711","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","N. de la Barra","De la Barra 716","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1996","1","16","Cochabamba","Laguna Alalay, borde noreste, hacia el cerro San Pedro. Se desarrolla sobre suelos arcillo-limosos, donde las aguas se estancan es tacionalmente, los cuales suelen estar mas o menos eutrofizados. Especie compañera de las comunidades de malezas que desarrollan preferentemente a orillas de canales de riego, invasoras de cultivos. Se distribuye por todo el piso mesotropical seco semiarido inferior del valle de Cochabamba. Des de Estados Unidos hasta la Argentina.","-66.133333","-17.400556",NA,"Cercado","2500.00000000",NA,"N. De la Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-02-03 14:44:00-02","MO","MOBOT","1528941","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Michael H. Nee","Nee 48267","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1998","2","13","Santa Cruz","Along dirt road the turnoff at 3 km WSW of bridge over Río Piraí on highway from Santa Cruz to Samaipata. Along floodplain of Río Piraí.","-63.4666667","-18.1416666",NA,"Andrés Ibáñez","575.00000000",NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"127","2014-02-03 22:19:00-02","MO","MOBOT","1589819","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Jean Petitbon","Petitbon 285","South America","French Guiana",NA,NA,NA,NA,NA,NA,"L.","2001","8","13","Cayenne","Banlieue de Cayenne. Fossé en bord de piste.","-52.31666","4.91666",NA,NA,NA,NA,"Gerrit Davidse, XI/2001 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-03-31 03:33:00-03","MO","MOBOT","1800948","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","* ISA","ISA 5","South America","Colombia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Antioquia",NA,NA,NA,NA,"Fredonia",NA,NA,"HUA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","1823529","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11808","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1976","4","2","Sergipe","Municipio Cristinápolis: Banks of the Rio Real at the state border of Sergipe and Bahia along Highway BR-101. Sandy river bank.",NA,NA,NA,NA,"80.00000000",NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1210"
"130","2008-05-27 22:02:00-03","MO","MOBOT","1823596","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11840","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1976","4","3","Bahia","40 km NW of Baixa Grande along Highway BA-052.",NA,NA,NA,NA,"460.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1212"
"131","2012-12-25 18:18:00-02","MO","MOBOT","1888171","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Basil Stergios|Santos M. Niño|Ramón Caracas","Stergios 19279","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","2001","6",NA,"Trujillo","Mun. Boconó. Parque Nacional guaramacal, sector vertiente norte, carretera Laguna--páramo. Bosque montano húmedo",NA,NA,NA,NA,"1900.00000000",NA,"G. Davidse, 2001 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2009-07-17 07:34:00-03","MO","MOBOT","2228414","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","T.J.V. Stuckert","Stuckert 15515","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Córdoba",NA,NA,NA,NA,"Río Primero",NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2008-05-27 22:02:00-03","MO","MOBOT","2228432","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Luis Ariza Espinar","Ariza Espinar 1288","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1961","1","5","San Juan","Talacasto, Los Baños",NA,NA,NA,"Ullún",NA,NA,"Türpe, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2010-04-23 20:39:00-03","MO","MOBOT","2228453","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ana M. Cialdella|Norma B. Deginani|Liliana M. Giussani","Cialdella 142","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","2002","2","10","Tucumán","Cuesta del Tafí, río Tafí del Valle.","-65.66666","-26.93333",NA,"Tafí","1860.00000000",NA,"Morrone, O., V-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2010-04-23 20:55:00-03","MO","MOBOT","2249777","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","Morrone 2266","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1998","2","8","Jujuy","8 km de Lozano camino a Tiraxi.","-65.36666","-24.03333",NA,"Dr. Manuel Belgrano",NA,NA,"Morrone, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2010-04-23 20:55:00-03","MO","MOBOT","2249997","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","Morrone 2849","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1998","2","20","Jujuy","Ruta Prov. 83, Parque Nacional Calilegua, a 1 km de Mesada de las Colmenas camino al Río Agua Negra",NA,NA,NA,"Ledesma",NA,NA,"Morrone, O., 01-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2012-04-16 09:59:00-03","MO","MOBOT","2250291","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","S.E. Mercado|et al.","Mercado 2713","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","2002","4","24","San Luis","Pampa de las Invernadas","-66.08333","-32.76666",NA,"Coronel Pringles","1650.00000000",NA,"Rúgolo de Agrasar, Z. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2011-06-10 10:22:00-03","MO","MOBOT","228282","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Julian A. Steyermark|et al.","Steyermark 114910","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2016-06-16 08:31:00-03","MO","MOBOT","233966","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Blas Pérez","Pérez Maricerich 920","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.","1991","8",NA,"Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4"
"140","2018-05-17 05:29:00-03","MO","MOBOT","2341464","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Osvaldo Morrone|María E. Múlgura|Silvia S. Denham","Morrone 4341","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","2003","4","24","Tucumán","Ruta Nac. 9, km 1326, Río India Muerta","-65.26666","-26.55",NA,"Trancas","700.00000000",NA,"Morrone, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2008-05-27 22:02:00-03","MO","MOBOT","237683","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Abundio Sagástegui A.","Sagástegui Alva 7621","South America","Peru",NA,NA,NA,NA,NA,NA,"L.","1972","5","5","La Libertad","Borde de chacra y junta una acequia. Suelo arcilloso-arenoso.",NA,NA,NA,"Trujillo","45.00000000",NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2009-07-27 09:22:00-03","MO","MOBOT","2429364","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6935","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1999","2","27","Entre Ríos","Ruta Prov. 1, 10 km de la Paz hacia San Gustavo","-59.51666","-30.73333",NA,"La Paz",NA,NA,"Morrone, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-07-03 10:39:00-03","MO","MOBOT","2430083","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Fernando N. Biurrun|et al.","Biurrun 7209","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","2002","2","29","La Rioja","Sierra de Los Llanos frente a Chamical. Entre Puesto El Durazno y paraje El Chalet",NA,NA,NA,"Chamical","1300.00000000",NA,"Morrone, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2011-03-06 15:26:00-03","MO","MOBOT","2441870","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","O. Ahumada|J. Agüero|Diego Giraldo-Cañas","Ahumada 8857","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1998","12","12","Jujuy","alrededores de Finca La Campana","-64.23333","-24.26666",NA,"Santa Bárbara","800.00000000",NA,"Zuloaga, F. O., mayo-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2013-12-01 05:44:00-02","MO","MOBOT","2476508","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ernesto Barros","Barros 653","South America","Chile",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2011-02-08 10:07:00-02","MO","MOBOT","2476626","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I.L. Barreto","Barreto 1432","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","247678","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Erik Asplund","Asplund 6571","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1939","5","29","Pichincha",NA,NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","247720","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Erik Asplund","Asplund 6670","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1939","6","3","Pichincha",NA,NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013-07-28 05:58:00-03","MO","MOBOT","247731","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Gunnar Wilhelm Harling","Harling 723","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1947","5","6","Azuay",NA,NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2009-07-21 23:34:00-03","MO","MOBOT","2477947","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Per Dusén","Dusén 13783","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1911","12","23","Paraná","Guaratuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2008-05-27 22:02:00-03","MO","MOBOT","248115","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Erik Asplund","Asplund 10078","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1939","12","4","Tungurahua",NA,NA,NA,NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2011-05-03 17:19:00-03","MO","MOBOT","2517215","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Cornelius Osten","Osten 5972","South America","Uruguay",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2009-08-21 07:03:00-03","MO","MOBOT","2518350","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Émile Hassler","Hassler 12452","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Central",NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2009-06-30 16:05:00-03","MO","MOBOT","2599459","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Alan A. Beetle","Beetle 602","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1952","4","24","Mendoza","Near Jocoli road from Mendoza to San Juan in alkaline soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2014-02-23 17:36:00-03","MO","MOBOT","2968832","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Orth","Orth 2871","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1937","12","26",NA,"P. Alegre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2009-06-27 16:39:00-03","MO","MOBOT","2653251","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard","Lægaard 101123","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1992","2","7","Imbabura","At Laguna Yahuarcocha N of Ibarra.","-78.08333","0.36666",NA,NA,"2225.00000000",NA,"Laegaard, S. (AAU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2009-06-27 16:39:00-03","MO","MOBOT","2654863","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard","Lægaard 22415","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","2003","3","30","Galapagos","At Los Gemelos","-90.38333","-0.63333",NA,NA,"615.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2009-06-27 16:39:00-03","MO","MOBOT","2661601","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard","Lægaard 53734","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1985","2","27","Loja","Along road Yangana - Cerro Toledo. Roadside and slopes, dry.","-79.16666","-4.38333",NA,NA,"1950.00000000","2150.00000000","Renvoize, S. (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2009-06-27 16:39:00-03","MO","MOBOT","2662423","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard","Lægaard 54302","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1985","5","9","Manabí","Central part of Parque Nacional Machalilla. Dry forest.","-80.66666","-1.61666",NA,NA,"300.00000000","400.00000000","Lægaard, S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2009-06-27 16:40:00-03","MO","MOBOT","2665619","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard","Lægaard 70252","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1988","2","19","Loja","App. 2 km SE of El Cisne. Open, grazed scrub along road.","-79.4","-3.88333",NA,NA,"2350.00000000","2400.00000000","Laegaard, S. (AAU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2015-08-23 05:45:00-03","MO","MOBOT","2666868","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard|S.A. Renvoize","Lægaard 70839","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1988","3","14","Imbabura","At Lago Yahuarcocha, dry slopes.","-78.08333","0.38333",NA,NA,"2200.00000000",NA,"Laegaard, S. (AAU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2009-09-17 07:29:00-03","MO","MOBOT","2668111","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard|et al.","Lægaard 19874","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1999","4","9","Loja","Zapotepamba, Exp. Station of UNL. Weeds.","-79.78333","-4.05",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2013-03-08 17:44:00-03","MO","MOBOT","2668215","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Simon Lægaard|Onore Riväre","Lægaard 19918","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","1999","4","15","Loja","Experimental cultivations at Estaciùn Experimental Zapotepamba de UNL.","-79.78333","-4.05",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2012-11-16 08:19:00-02","MO","MOBOT","2963927","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José F. Pensiero|D. Marino","Pensiero 4313","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1992","12","7","Chuquisaca","El Salvador, zona central.","-63.16666","-20.61666",NA,"Luis Calvo",NA,NA,"O. Morrone (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2008-05-27 22:02:00-03","MO","MOBOT","2968656","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 123029","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","1980","6","1","Zulia","Distrito Mara: forested river bank along Río Guasare (south side), 8 km (by air) north of Corpozulia Campamento Carichuano, east of El Carbon Estación Hidrometeorologica (M.O.P.).","-72.25833","11.075",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2012-10-11 14:38:00-03","MO","MOBOT","2968730","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Carlo L.G. Bertero","Bertero s.n.","South America","Chile",NA,NA,NA,NA,NA,NA,"L.","1827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"167","2008-05-27 22:02:00-03","MO","MOBOT","2968795","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Bruce MacBryde","MacBryde 1494","South America","Colombia",NA,NA,NA,NA,NA,NA,"L.","1972","3","21","Valle del Cauca","Centro Internacional de Agricultura Tropical; near water.",NA,NA,NA,"Palmira","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2011-06-08 17:15:00-03","MO","MOBOT","2969003","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José Steinbach","Steinbach G. 6835","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1924","12","27","Santa Cruz","Bañados, Bio Surutu. Color de las hojas y tallos verdes-obscuros espigas verdes en partes escuelas. Obs. de color guinda. Erva sobre lodo en aguas tranguilas.",NA,NA,NA,NA,"30.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2011-06-09 17:54:00-03","MO","MOBOT","2969214","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Vargas C.","Vargas Calderón 5928","South America","Peru",NA,NA,NA,NA,NA,NA,"L.","1946","3",NA,"Cusco","Pisac.",NA,NA,NA,"Calca","3000.00000000",NA,"J.R. Swallen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
