"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"100","2020-12-20 21:17:31-03","UFV","VIC","36523","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Fernandes, J.M.","1060","2009","09","16",NA,"Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Área de Mata; 5m alt., flores com filetes róseos.","VIC036523",NA,"Fernandes, J.M.",NA,NA,NA,"2009","09",NA,NA,"44599","auto",NA,NA,"16",NA,NA,NA,NA
"101","2020-12-20 21:17:31-03","UFV","VIC","20969","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, L.C.P.; Garcia, F.C.P.","220","2004","10","24",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Mata em frente à casa de hóspede. Borda de mata.","-43.5080986022949","-20.2875003814697",NA,"Arvoreta, c.a. de 3,0 metros de altura. Fruto verde imaturo.","VIC020969","VIC020969","Lima, L.C.P.",NA,NA,NA,"2005","02",NA,NA,"44599","auto",NA,NA,"28",NA,NA,NA,NA
"102","2020-12-20 21:17:31-03","UFV","VIC","32456","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, H.C. de; et al.","4066","1990","12","12",NA,"Brasil","Minas Gerais","Ouro Preto","Pico do Itacolomi, Habitat: Mata e capoeira sobre solo filitoso. Morro de Cachorro, na estrada para a Faz. do Manso.","-43.5080986022949","-20.2875003814697",NA,"Arbusto: 2m. Frutos jovens esverdeados.","VIC032456","VIC032456","Lima, H.C. de",NA,NA,NA,"1990","12",NA,NA,"44599","auto",NA,NA,"12",NA,NA,NA,NA
"103","2020-12-20 21:17:31-03","UFV","VIC","22806","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Pirani, J.R.; et al.","s.n.","1993","07","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Belo Horizonte - Conceição do Mato Dentro. Km 1,8, depois da bifurcação para o Morro do Pilar, na estrada para esta cidade. Orla de mata ciliar.","-43.7144012451172","-19.1688995361328",NA,"Árvore, c.a. de 6,0 metros de altura. Cálice e corola creme com tricomas ferrugíneos, filetes rosa-intenso gradativamente mais claros para o ápice, anteras amarelas. Folhas verdes.","VIC022806","VIC022806","Garcia, F.C.P.",NA,NA,NA,"1999","01",NA,NA,"26557","auto",NA,NA,"12",NA,NA,NA,NA
"104","2020-12-20 21:17:31-03","UFV","VIC","23288","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Garcia, F.C.P.","787","1997","08","12",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Horto Florestal da UFV.","-42.8819007873535","-20.7539005279541",NA,"Arvoreta ca. 5m alt., pilosidade líspida-amarronzada a dourada. Flores com estames rosados e anteras sem odor.","VIC023288","VIC023288","Garcia, F.C.P.",NA,NA,NA,"1997","08",NA,NA,"13937","auto",NA,NA,"12",NA,NA,NA,NA
"105","2019-11-21 14:36:48-03","UFJF","CESJ","33332","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","E. Tameirão-Neto","2912","2000","02","16","América do Sul","Brasil","Minas Gerais","Aiuruoca","Rio Aiuruoca","-44.603099822998","-21.9755992889404",NA,"Habitus arbóreo em floresta ciliar.","CESJ033332",NA,"J.M. Fernandes",NA,NA,NA,"2010","04",NA,NA,"27460","auto",NA,NA,"29",NA,NA,NA,NA
"106","2019-11-21 14:36:48-03","UFJF","CESJ","24844","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","F.R.G. Salimena; R.F. Novelino","313","1990","10","13","América do Sul","Brasil","Minas Gerais","Barão de Cocais","Serra do Caraça","-43.4872016906738","-19.94580078125",NA,"Árvore ca. 3,00 m alt. Flores róseas, na mata ciliar.","CESJ024844",NA,"L.M.Borges",NA,NA,NA,"2010",NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 14:36:48-03","UFJF","CESJ","52151","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","A.S.M. Valente; F.S. Souza; T.M. Machado","498","2008","09","14","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca, início da subida da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Arvoreta ca. 5 m alt., abundante. Cálice verde, filetes róseos.","CESJ052151",NA,"J.M. Fernandes",NA,NA,NA,"2010","04",NA,NA,"25710","auto",NA,NA,"29",NA,NA,NA,NA
"108","2019-11-21 14:36:48-03","UFJF","CESJ","9100","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","L. Krieger","CESJ9100","1970","09","07","América do Sul","Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,"Árvore pequena, perto da água. Fl. róseas.","CESJ009100",NA,"J.M. Fernandes",NA,NA,NA,"2010","04",NA,NA,"20620","auto",NA,NA,"29",NA,NA,NA,NA
"109","2019-11-21 14:36:48-03","UFJF","CESJ","9090","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","L. Krieger","CESJ9090","1970","09","05","América do Sul","Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,"Árvore regular (6m), na beira d'água, na mata, fl. róseas (estames). Ramos novos e folhas cobertas de pelos duros fulvos","CESJ009090",NA,"J.M. Fernandes",NA,NA,NA,"2010","04",NA,NA,"20620","auto",NA,NA,"29",NA,NA,NA,NA
"110","2019-11-21 14:36:48-03","UFJF","CESJ","7817","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","L. Krieger","CESJ7817","1969","09",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,"Árvore pequena, perto da água. Fl. róseas, frutos comestíveis.","CESJ007817",NA,"L. Krieger",NA,NA,NA,"1970","07",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 14:36:48-03","UFJF","CESJ","1092A","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","L. Krieger","CESJ1092A",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"CESJ01092A",NA,"O.H.-Inst.Bot.SP",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 14:36:48-03","UFJF","CESJ","35953","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","115","2001","12","17","América do Sul","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras.","-43.793098449707","-21.8425006866455",NA,"Árvore, ca 5m. à beira do córrego.","CESJ035953",NA,"A.T. Oliveira-Filho",NA,NA,NA,"2004","03",NA,NA,"30417","auto",NA,NA,"22",NA,NA,NA,NA
"113","2019-11-21 14:36:48-03","UFJF","CESJ","27669","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","J.Aloisi","CESJ27669",NA,NA,NA,"América do Sul","Brasil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,"Árvore","CESJ027669",NA,"J.M. Fernandes",NA,NA,NA,"2010","04",NA,NA,"23900","auto",NA,NA,"29",NA,NA,NA,NA
"114","2019-11-27 13:48:56-03","UFS","ASE","15379","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Hatschbach, G; Hatschbach, M; Barbosa, E","68247","1998","07","25","Southern America","Brasil","Minas Gerais","Serro","Cascata do Moinho de Esteira","-43.379167","-18.604722",NA,"Arbusto, 3 m. Flor rosada. Campo rupestre, margens de córrego.; Arbusto, 3 m. Flor rosada. Campo rupestre, margens de córrego.","ASE0022162","ASE0022162","Hatschbach, G",NA,NA,NA,"1998",NA,"-43.379167","-18.604722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:30:45-03","UNICAMP","UEC","121752","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Meireles, LD; et al.","64","2001","04","11",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar. Núcleo Curucutu. Trilha do Campo. próximo ao curso d'água","-46.733333","-23.983333",NA,"Árvore 5m alt..; Floresta ribeirinha altomontana com campo adjascente.","UEC133973","UEC133973","Souza, VC","800","800",NA,NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:30:45-03","UNICAMP","UEC","172051","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Silva, ED","1178","2008","09","08",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar.","-45.141667","-23.370833",NA,"Árvore 4m, flores com estames brancos, frutos imaturos.; Núcleo Santa Virgínia.","UEC045030","UEC045030","Silva, ED","975","975",NA,"2008","12","-45.141667","-23.370833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:13:52-03","UNICAMP","UEC","20369","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leitão Filho, HF; et al.","47","1980","09","04",NA,"Brazil","Minas Gerais","Poços de Caldas","Beira da rodoviária","-46.55","-21.833333",NA,"Arvoreta com cerca de 2 metros.Flores com estames róseos.","UEC133960","UEC133960","Garcia, FCP",NA,NA,NA,"1999","08","-46.55","-21.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-20 10:13:52-03","UNICAMP","UEC","31202","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","2064","1983","09","06",NA,"Brazil","Minas Gerais","Poços de Caldas","Córrego do Meio","-46.55","-21.833333",NA,"Árvore de 8 metros de altura,flores com estames róseos.",NA,NA,"Garcia, FCP",NA,NA,NA,"1999","08","-46.55","-21.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:13:52-03","UNICAMP","UEC","70629","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leitão Filho, HF; et al.","47","1980","09","04",NA,"Brazil","Minas Gerais","Poços de Caldas","Beira da rodoviária","-46.55","-21.833333",NA,"Arvoreta com cerca de 2 metros.Flores com estames róseos.","UEC034082","UEC034082","Garcia, FCP",NA,NA,NA,"1999","08","-46.55","-21.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:13:52-03","UNICAMP","UEC","34006","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Leitão Filho, HF; Semir, J; Tozzi, AMGA","15389","1983","12","09",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça e Serra de Carranca, A beira do rio.","-44.6425018310547","-21.4874992370605",NA,"Árvore até 5 metros de altura,com frutos verdes.",NA,NA,"Garcia, FCP",NA,NA,NA,"1999","08",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:13:52-03","UNICAMP","UEC","74796","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Teixeira, WA","25040","1993","08","23",NA,"Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Transição da canga para mata de galeria.Arboreo.Coletada na Serra dos Inconfidentes,MBR.","-43.801399230957","-20.2532997131348",NA,"Inflorescências lilases.",NA,NA,"Tamashiro, JY",NA,NA,NA,"1995","10",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:13:52-03","UNICAMP","UEC","6922","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Semir, J; Giulietti, AM; Sazima, M","s.n.","1975","09","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flores rosas.",NA,NA,"Garcia, FCP",NA,NA,NA,"1999","08",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-06 09:55:33-03","UFOP","OUPR","17439","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Rochelle, A.L.C.","s.n.","2002","08","12",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.507806","-20.369583",NA,"Campo rupestre. Árvore. Poliestaminada",NA,NA,"Lima, L.C.P.","1405","1405",NA,"2005","09","-43.507806","-20.369583",NA,NA,NA,NA,"21",NA,NA,NA,NA
"124","2019-11-06 09:55:33-03","UFOP","OUPR","27809","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Ramos, M.B.C.","141","2013","03","18",NA,"Brasil","Minas Gerais","Ouro Branco","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB","-43.675072","-20.491703",NA,"Árvore de pequeno porte. Flores passada. Mata Ripária.",NA,NA,"Messias, M.C.T.B.","1214","1214",NA,"2015",NA,"-43.675072","-20.491703",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-06 09:55:33-03","UFOP","OUPR","6359","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Roschel, M.B.; Craig, J.","s.n.","1997","12","18",NA,"Brasil","Minas Gerais","Mariana","Nascente do Rio Piracicaba","-43.4160995483398","-20.377799987793",NA,"Orla de mata. Arbusto 3m. Frutos maduros de cor ferrugem",NA,NA,"Dutra, V.F.",NA,NA,NA,"2004","08",NA,NA,"33524","auto",NA,NA,"18",NA,NA,NA,NA
"126","2019-11-06 09:55:33-03","UFOP","OUPR","6273","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Roschel, M.B.; Craig, J.","s.n.","1996","10","01",NA,"Brasil","Minas Gerais","Mariana","Nascente do Rio Piracicaba","-43.4160995483398","-20.377799987793",NA,"Mata. Arboreta. Flores róseas",NA,NA,"Dutra, V.F.",NA,NA,NA,"2004","08",NA,NA,"33524","auto",NA,NA,"18",NA,NA,NA,NA
"127","2019-11-06 09:55:33-03","UFOP","OUPR","6519","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Roschel, M.B.; Craig, J.","s.n.","1997","01","15",NA,"Brasil","Minas Gerais","Mariana","Nascente do Rio Piracicaba","-43.4160995483398","-20.377799987793",NA,"Orla de mata. Arbusto com 3m. Frutos maduros de cor ferrugem",NA,NA,"Lima, H.C.",NA,NA,NA,"2009","05",NA,NA,"33524","auto",NA,NA,"28",NA,NA,NA,NA
"128","2019-11-06 09:55:33-03","UFOP","OUPR","3850","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Gomes, M.","s.n.","1893",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Lima, H.C.",NA,NA,NA,"2009","05",NA,NA,"44599","auto",NA,NA,"28",NA,NA,NA,NA
"129","2019-11-06 09:55:33-03","UFOP","OUPR","19210","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Terreno pedregoso. Árvore. Flores róseas",NA,NA,"Lima, H.C.",NA,NA,NA,"2009","05",NA,NA,"44599","auto",NA,NA,"25",NA,NA,NA,NA
"130","2019-11-06 09:55:33-03","UFOP","OUPR","31654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Pedrosa, L.G.","659","2018","08","18",NA,"Brasil","Minas Gerais","Ouro Preto","Barcelos","-43.5080986022949","-20.2875003814697",NA,"Arvoreta, ca. 4m. Flores róseas.",NA,NA,"Pedrosa, L.G.",NA,NA,NA,"2018","08",NA,NA,"44599","auto",NA,NA,"18",NA,NA,NA,NA
"131","2019-11-06 09:55:33-03","UFOP","OUPR","1117","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Nogueira, R.E.","67","1999","05","12",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Mata ciliar. Árvore. Planta galhada",NA,NA,"Lima, H.C.",NA,NA,NA,"2009","05",NA,NA,"44599","auto",NA,NA,"28",NA,NA,NA,NA
"132","2019-11-06 09:55:33-03","UFOP","OUPR","9121","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Messias, M.C.T.B.","261","1999","10","18",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Campo sujo. Árvore. Flores róseas",NA,NA,"Lima, L.C.P.",NA,NA,NA,"2005","09",NA,NA,"44599","auto",NA,NA,"21",NA,NA,NA,NA
"133","2019-11-06 09:55:33-03","UFOP","OUPR","9128","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Santos, V.R.L.","2","1999","09","26",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Terrestre. Arbusto. Heliófolias. Flores lilás. Galhas nas folhas",NA,NA,"Dutra, V.F.",NA,NA,NA,"2006","07",NA,NA,"44599","auto",NA,NA,"10",NA,NA,NA,NA
"134","2019-11-06 09:55:33-03","UFOP","OUPR","19213","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Cunha, L.H.S.","90","1979","09","15",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,"Arvoreta com 4m. Flores rosa",NA,NA,"Lima, H.C.",NA,NA,NA,"1990",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-06 09:55:33-03","UFOP","OUPR","21825","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, L.C.P.; Garcia, F.C.P.","211","2004","09","19",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arvoreta com 3m. Flor com cálice esverdeado. Corola róseo esverdeada. Filetes róseos. Coletado em borda de mata",NA,NA,"Lima, L.C.P.",NA,NA,NA,"2005","02",NA,NA,"44599","auto",NA,NA,"28",NA,NA,NA,NA
"136","2019-11-06 09:55:33-03","UFOP","OUPR","21251","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, L.C.P.; Garcia, F.C.P.","220","2004","10","24",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arvoreta com 3m. Fruto verde imaturo. Coletado em mata",NA,NA,"Lima, L.C.P.",NA,NA,NA,"2005","02",NA,NA,"44599","auto",NA,NA,"28",NA,NA,NA,NA
"137","2019-11-06 09:55:33-03","UFOP","OUPR","19306","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Messias, M.C.T.B.","1129","2006","08","21",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Árvore. Floresta estacional/semidecidual. Flores róseas",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"2007","07",NA,NA,"44599","auto",NA,NA,"12",NA,NA,NA,NA
"138","2019-11-06 09:55:33-03","UFOP","OUPR","19027","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Dutra, V.F.; Garcia, F.C.P. & Carvalho, A.F.","137","2003","09","30",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Mata secundária. Margem da estrada",NA,NA,"Garcia, F.C.P.",NA,NA,NA,"2003","09",NA,NA,"44599","auto",NA,NA,"30",NA,NA,NA,NA
"139","2019-11-06 09:55:33-03","UFOP","OUPR","13764","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, H.C.","4066","1990","12","12",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbusto com 2m. Frutos jovens esverdeados. Ocasional nas capoeiras",NA,NA,"Lima, H.C.",NA,NA,NA,"1990","12",NA,NA,"44599","auto",NA,NA,"12",NA,NA,NA,NA
"140","2019-11-06 09:55:33-03","UFOP","OUPR","13734","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Lima, H.C.","4066","1990","12","12",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbusto com 2m. Frutos jovens esverdeados. Ocasional nas capoeiras",NA,NA,"Lima, H.C.",NA,NA,NA,"1990","12",NA,NA,"44599","auto",NA,NA,"12",NA,NA,NA,NA
"141","2019-11-06 09:55:33-03","UFOP","OUPR","19028","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Dutra, V.F.; Vieira, M.F. & Carvalho, A.F.","167","2004","01","20",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Calais","-43.5080986022949","-20.2875003814697",NA,"Campo rupestre. Arvoreta. Cerca de 3m. Frutos maduros. Quartzito",NA,NA,"Garcia, F.C.P.",NA,NA,NA,"2004","01",NA,NA,"44599","auto",NA,NA,"20",NA,NA,NA,NA
"142","2020-12-04 13:19:14-03","UDESC","LUSC","5822","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","S.Honda; R.J.F.Garcia & R.P.S.Peña","620","2008","05","06",NA,"Brasil","São Paulo","São Paulo","Sítio Roda D#?# Água. Projeto FEMA- Bugio.","-46.6300010681152","-23.5400009155273",NA,NA,"LUSC003482","LUSC003482","S.Honda, R.J.F.Garcia",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-16 17:52:08-03","UCS","HUCS","6119","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Hatschbach, M.","52963","1989","05","20",NA,"Brasil","Minas Gerais","Congonhas do Norte",NA,"-43.6814002990723","-18.8071994781494",NA,"margens do córrego.",NA,NA,"Hatschbach, G.","950","950",NA,"1989",NA,NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-16 17:52:08-03","UCS","HUCS","13063","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Inga","vulpina","Inga vulpina","Mart.","Hatschbach, G.","68247","1998","07","25",NA,"Brasil","Minas Gerais","Serro","Cascata do Moinho de Esteira","-43.3793983459473","-18.604700088501",NA,"Arbusto, 3m, flor rosada.; campo rupestre, margens de córrego.",NA,NA,"Hatschbach, G.",NA,NA,NA,"1998",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-16 08:39:26-03","UTFPR","HCF","12993","S","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","E.L. Siqueira","873","2013","10","19",NA,"Brasil","BA","Encruzilhada","Fazenda Nossa Senhora Aparecida","-40.98825","-15.656139",NA,"arvoreta heliófita ca. 3 m. Folhas e raque pilosos. Frutos pilosos de cor castanha.",NA,NA,"J. Cordeiro","896","896",NA,"2015",NA,"40°59'17,7 W","15°39'22,1 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:26:48-03","MBM","MBM","122596","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Sobral, M.; et al.; et al.","5645","1987","09",NA,"Southern America","Brazil","Minas Gerais","Ouro Preto","Res. Biol. Tripuí","-43.5080986022949","-20.2875003814697",NA,"Arvoreta 5m, e, interior de mata; fl. róseo-claras","MBM122596","MBM122596","Lima, H.C.; Iganci, J.",NA,NA,NA,"2009","06",NA,NA,"44599","auto",NA,NA,"16",NA,NA,NA,NA
"147","2020-12-21 16:26:48-03","MBM","MBM","399642","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Siqueira, E.L.","873","2013","10","19","Southern America","Brazil","Bahia","Encruzilhada","Fazenda Nossa Senhora Aparecida","-40.98825","-15.656139",NA,"Arvoreta heliófita ca. 3m. Folhas e raque pilosos. Frutos pilosos de cor castanha.; Relevo: suave-ondulado.","MBM399642","MBM399642","Cordeiro, J.","896","896",NA,"2015",NA,"-40.98825","-15.656139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:26:48-03","MBM","MBM","69106","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","vulpina","Inga vulpina","Mart. ex Benth.","Gehrt, A.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"São João Climaco",NA,NA,NA,NA,"MBM069106","MBM069106","Hadro, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
