"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","eventTime","sex"
"2566","2011-03-30 19:54:00-03","MO","MOBOT","3125784","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"Juan H. Hunziker|Juan C. Gamerro","Hunziker 11899","1991","10","24","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, Sendero spur.",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567","2008-05-27 22:02:00-03","MO","MOBOT","313325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 27409","1991","6","10","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Northern area. Gallery forest on sandstone.","-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"582",NA,NA
"2568","2008-05-27 22:02:00-03","MO","MOBOT","313353","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, April",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 2576","1987","5","25","Paraguay","Presidente Hayes",NA,"Villa Hayes.","-57.5","-25.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,"87-17",NA,NA
"2569","2008-05-27 22:02:00-03","MO","MOBOT","313478","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini","Zardini 6749","1988","8","25","Paraguay","Cordillera",NA,"Serranía de Tobatí, Meseta Ybitú Silla. In rocks crevices on top of plain.","-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"88-77",NA,NA
"2570","2008-05-27 22:02:00-03","MO","MOBOT","313572","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","N. Snow (GREE)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 27476","1991","6","10","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Northern area. Inundated savanna.","-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"584",NA,NA
"2571","2008-05-27 22:02:00-03","MO","MOBOT","313753","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","Zardini 15180","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 5 kms S of Coronel Oviedo. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"158",NA,NA
"2572","2010-12-01 18:03:00-02","MO","MOBOT","3182946","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"Aurelio Schinini|Camilo L. Quarín","Schinini Cacace 11480","1975",NA,NA,"Argentina","Corrientes","San Cosme","Río Paraná y Ayo. San Juan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2573","2010-07-26 14:35:00-03","MO","MOBOT","3187107","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Luciano Bernardi","Bernardi 20632","1980","4","16","Brazil","Amapá",NA,"In Fruticetis depauperatis et in pascuis, circa Bella Vista, Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2574","2015-03-19 10:18:00-03","MO","MOBOT","3187213","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Luciano Bernardi","Bernardi 20489","1980","4","4","Paraguay","Ñeembucú",NA,"De Curupaity ad Laureles","-58.5166667","-27.2",NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2575","2012-04-20 09:38:00-03","MO","MOBOT","3187318","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Pedro Jörgensen","Jörgensen 3650","1887","4",NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2576","2012-06-18 11:33:00-03","MO","MOBOT","3187371","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G.Jolochin (MUFA)",NA,NA,NA,"Pedro Jörgensen","Jörgensen 3653","1929","4","6","Paraguay",NA,NA,"Common in open woods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2577","2010-07-26 14:26:00-03","MO","MOBOT","3187485","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Émile Hassler","Hassler 12185","1913","8",NA,"Paraguay",NA,NA,"In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2578","2010-07-26 14:44:00-03","MO","MOBOT","3187579","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Luciano Bernardi","Bernardi 20628","1980","4","16","Paraguay","Amambay",NA,"Frequens in fruticetis depauperatis circa Bella Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2579","2010-07-26 14:34:00-03","MO","MOBOT","3187685","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Émile Hassler","Hassler 12185a","1913","8",NA,"Paraguay","Paraguarí",NA,"In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2580","2009-07-17 17:34:00-03","MO","MOBOT","3188267","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, April/",NA,NA,NA,"Per Dusén","Dusén 9573","1910",NA,NA,"Brazil","Paraná",NA,"Jaguariahyva, in campo mucumm ad marg. silvulae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581","2008-05-27 22:02:00-03","MO","MOBOT","3188346","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.",NA,NA,NA,NA,"Leslie R. Landrum","Landrum 8655","1995","8","12","Paraguay",NA,NA,"3 km W of Cnel. Bogado on road to Gral. Delgado.Campo at edge of small patch of forest.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582","2010-08-11 09:16:00-03","MO","MOBOT","3188765","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MVFA)",NA,NA,NA,"Norma B. Deginani|et al.","Deginani 1113","1999","5","7","Argentina","Misiones","San Pedro","Parque Provincial Moconá, Saltos del Moconá.","-53.8833333","-27.1333333",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2583","2012-10-08 16:20:00-03","MO","MOBOT","3189803","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.",NA,NA,NA,NA,"Sara G. Tressens","Tressens 3291","1987","5","31","Argentina","Corrientes",NA,"Ea. Sant Rita, afluente del ayo. Naembe.","-56.0666667","-27.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2584","2010-08-11 09:40:00-03","MO","MOBOT","3190002","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MVFA)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 19066","1968","4","19","Brazil","Paraná",NA,"Paredão das Araras. Mun. Icaraíma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2585","2010-10-22 14:13:00-02","MO","MOBOT","3190138","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.",NA,NA,NA,NA,"Lyman B. Smith","Smith 12845","1964","10","23","Brazil","Santa Catarina",NA,"Mun. Abelardo Luz; low pastured woods, 12 km north of Abelardo.","-52.3333333","-26.5333333",NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2586","2010-07-26 14:12:00-03","MO","MOBOT","3190402","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Nélida Soria","Soria Rey 4241","1990",NA,NA,"Paraguay","Cordillera",NA,"Camino Nueva Colombia San Bernadino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2587","2011-03-26 10:48:00-03","MO","MOBOT","3190777","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Maria M. Arbo|Aurelio Schinini|Isabel Basualdo","Arbo 2980","1987","9","10","Paraguay","Caazapá",NA,"Distr. Yuty. 15 km S de Capitindy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2588","2014-11-20 05:44:00-02","MO","MOBOT","3190909","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Belén Jiménez|Griselda Marín O.","Jiménez 1597","1996","10","11","Paraguay","Canindeyú",NA,"Nandurokai, rumbo 54506/45015. Bosque bajo en contacto con el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2589","2014-11-20 05:44:00-02","MO","MOBOT","3191083","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Belén Jiménez|Griselda Marín O.","Jiménez 1507","1996","9","11","Paraguay","Canindeyú",NA,"Entrada a Arroyo Moroti, bosque bajo, Lagunita 60050/29000. Bosque bajo sobre suelo saturado, aparecen algunos helechos arborescentes y palmeritas ( Geonoma Schottiana).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2590","2008-05-27 22:02:00-03","MO","MOBOT","3188485","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.",NA,NA,NA,NA,"Leslie R. Landrum","Landrum 8610","1995","7","20","Paraguay","Cordillera",NA,"Ca. 3 km S of Emboscada on road to Nueva Colombia. Low shrubby vegetation and grassland on sandstone with thin soil.","-57.33333","-27.11666",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591","2014-11-20 05:44:00-02","MO","MOBOT","3191228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Belén Jiménez|Griselda Marín O.","Jiménez 1507BJ","1996","9","11","Paraguay","Canindeyú",NA,"Entrada a Arroyo Moroti, bosque bajo, Lagunita 60050/29000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2592","2009-10-24 06:39:00-02","MO","MOBOT","3191344","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"George Eiten|Liene T. Eiten|Gil M. Felippe","Eiten 2942","1961","6","15","Brazil","São Paulo",NA,"Município de Ibaté. 2.3 km along dirt road SW of Ibayé (2.1 km due SW of Largo de São Benedito, a plaza in Ibaté). 13.7 km due WNW of São Carlos. Thick shrubby cerrado, groung cover mostly grass.","-48.03333","-21.96666",NA,NA,"825.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593","2010-05-20 15:41:00-03","MO","MOBOT","3192067","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MVFA)",NA,NA,NA,"Karner Hagelund","Hagelund 13074","1979","10","12","Brazil","Rio Grande do Sul",NA,"Fazenda Faxinal-Arroio dos Ratos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2594","2010-08-11 09:22:00-03","MO","MOBOT","3199197","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MVFA)",NA,NA,NA,"José E. Montes","Montes 992","1945","7","8","Argentina","Misiones","Candelaria","Isla Chica. Rio Paraná.",NA,NA,NA,NA,"183.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2595","2008-05-27 22:02:00-03","MO","MOBOT","3219563","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"H. Maturo","Maturo 286","2005","3","7","Argentina","Formosa",NA,"Estancia Guaycolec. Bosque de inundacion.","-58.21305","-25.92888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2596","2008-05-27 22:02:00-03","MO","MOBOT","3219566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"H. Maturo","Maturo 96","2004","10","13","Argentina","Formosa",NA,"Estancia Guaycolec. Bosque de ribera.","-58.21277","-25.93277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597","2008-05-27 22:02:00-03","MO","MOBOT","3219640","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F. F. Mazine, May",NA,NA,NA,"Nélida Soria","Soria Rey 7883","1997","4","15","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. En la entrada del Parque. Orillas de bosque degradado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598","2016-11-15 05:15:00-02","MO","MOBOT","3224948","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","M.L. Kawasaki",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Sara G. Tressens|Aurelio Schinini|Camilo L. Quarín","Krapovickas 24999","1974","4","11","Argentina","Corrientes","Ituzaingó","11 km N de San Carlos. Borde de bosque en galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599","2008-07-23 03:32:00-03","MO","MOBOT","3476608","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","M.L. Kawasaki",NA,NA,NA,"Pereira","Pereira 195","1992","11","18","Brazil","São Paulo",NA,"São Paulo, Mogi-Guaçu, Reserva Biologica e Estação Experimental de Mogi-Guaçu, Mata de Figueira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600","2008-05-27 22:02:00-03","MO","MOBOT","803535","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 32096","1992","6","17","Paraguay","Central",NA,"Estero del Ypoá Pindoty. Cerrado forest on top of Meseta.","-57.51666","-25.61666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"691",NA,NA
"2601","2008-05-27 22:02:00-03","MO","MOBOT","803593","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 32107","1992","6","17","Paraguay","Central",NA,"Estero del Ypoá Pindoty. Cerrado forest on top of Meseta.","-57.51666","-25.61666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"691",NA,NA
"2602","2008-05-27 22:02:00-03","MO","MOBOT","803800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 32152","1992","6","17","Paraguay","Central",NA,"Estero del Ypoá. Lomas Valentinas. Cerrado forest on top of Meseta.","-57.53333","-25.58333",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"692",NA,NA
"2603","2008-05-27 22:02:00-03","MO","MOBOT","883701","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 39914","1994","7","1","Paraguay","Concepción",NA,"Arroyo Trementina, 15 km east of Paso Barreto. Gallery forest chaco type.","-57.01138","-23.04416",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"918",NA,NA
"2604","2008-05-27 22:02:00-03","MO","MOBOT","884731","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 40181","1994","7","28","Paraguay","Paraguarí",NA,"Arroyo Mbopicua. Gallery forest.","-57.14583","-26.34222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"927",NA,NA
"2605","2008-05-27 22:02:00-03","MO","MOBOT","885712","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","F.F. Mazine (ESA)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 40558","1994","8","13","Paraguay","Presidente Hayes",NA,"Río Pilcomayo Basin, between Puerto Galileo and Fortín Bruguez. Palm forest.","-58.17833","-24.92805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"937",NA,NA
"2606","2013-06-27 11:41:00-03","MO","MOBOT","936698","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"Mario Saldias P.|Luzmila Arroyo P.","Saldias Paz 3484","1993","11","9","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Las Gamas, aproximadamente a 2 km del campamento, linea 0I","-60.76666","-14.66666",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607","2013-06-27 10:46:00-03","MO","MOBOT","937148","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"Timothy J. Killeen|S.N. Panfil|Luzmila Arroyo P.","Killeen 5414","1993","4","21","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Serranía de Caparuch, sobre farellon en el norte. Bosque deciduo sobre suelos superficiales y rocas areniscas o quartzitas. Arboles de hasta 20 m de alto. Sobre laja granitica.","-60.9","-13.65",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608","2013-06-27 11:26:00-03","MO","MOBOT","940636","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"Bonifacio Mostacedo C.|Luzmila Arroyo P.|S. Cabrera|H. Gonzáles|Juan Surubí","Mostacedo C. 1669","1994","5","12","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. 1,5 km al S de la Pista Noel Kempff Mercado. Vegetacion cerrado alto. Ecotono entre bosque alto y sabana arbolada (cerrado abierto). Suelo rojizo, arcillo arenoso.","-60.81444","-13.90611",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609","2013-06-27 15:34:00-03","MO","MOBOT","941659","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"Timothy J. Killeen|S.N. Panfil|Luzmila Arroyo P.","Killeen 4981","1993","3","31","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Bosque de galeria. En campo cerrado.","-60.3958333","-14.8113889",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2610","2013-06-27 11:39:00-03","MO","MOBOT","942355","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"R.C. Quevedo|E. Gutiérrez|Fabiana Mamani M.","Quevedo Sopepí 2574","1994","5","16","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento La Torre, con diferentes tipos de formaciones; desde pampas inundades, islas de bosques, bosque alto de pie de monte y bosque semideciduo. Este se distribuye en la pendiente de la meseta, con afloramiento de roca. La vegetación baja de 8 a 10 m, con algunas fajas o cejas de bosque alto y húmedo.","-60.81666","-13.65",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611","2013-06-27 11:27:00-03","MO","MOBOT","942765","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","B.K. Holst (SEL)",NA,NA,NA,"Bonifacio Mostacedo C.","Mostacedo C. 2466","1994","10","30","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado; campamento Los Fierros, 10 km SE y 10km E del campamento; senda a la serranía de Caparuch (en la subida a la meseta). Vegetación Cerrado.","-60.76444","-14.55638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612","2008-05-27 22:02:00-03","MO","MOBOT","959566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","N. Snow (GREE)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 40849","1994","8","31","Paraguay","Alto Paraná",NA,"Estancia Río Bonito, Forest V (Río Monday). Gallery forest.","-54.80444","-25.60666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,"951",NA,NA
"2613","2010-07-26 14:22:00-03","MO","MOBOT","3225174","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 29458","1972","4","13","Brazil","Mato Grosso do Sul","Aquidauana","Colônia Paxixi.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"2614","2010-07-26 12:59:00-03","MO","MOBOT","3190632","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hyemalis","Eugenia hyemalis","Cambess.","G. Jolochin (MUFA)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 45230","1982","8","19","Brazil","Mato Grosso do Sul","Mundo Novo","Rio Paraná.","-54.2708015441895","-23.9381008148193",NA,NA,NA,NA,NA,NA,NA,"19849","auto",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
