"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","fieldNumber","relatedCatalogItem"
"203","2020-07-02 08:39:45-03","IBt","SP","285883","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Pirani, JR","3646","1995","07","18","Brasil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,"auto",NA,"960","960",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-06-04 11:02:52-03","IBt","SP","275778","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Kiyama, CY","81","1995","04","18","Brasil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-10 11:27:01-03","IBt","SP","396340","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Baitello, JB","1824","2007","05","15","Brasil","São Paulo","Paranapanema","Estação Ecológica de Paranapanema","-48.7200012207031","-23.3799991607666",NA,NA,"29740",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-10 11:27:01-03","IBt","SP","396341","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Pastore, JA","1473","2007","05","15","Brasil","São Paulo","Paranapanema","Estação Ecológica de Paranapanema","-48.7200012207031","-23.3799991607666",NA,NA,"29740",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-01-21 15:28:43-03","IBt","SP","490987","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Scatigna, AV","876","2015","02","07","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-01-21 15:28:43-03","IBt","SP","490991","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Toledo, CAP","93","2015","02","07","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-08-06 11:04:04-03","IBt","SP","298248","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice","Kameyama, C",NA,NA,"Catharino, ELM","300","1985","05","04","Brasil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-08-06 11:04:04-03","IBt","SP","226221","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice","Kameyama, C",NA,NA,"Catharino, ELM","300","1985","05","04","Brasil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-01-21 15:28:43-03","IBt","SP","491187","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Ness) Profice",NA,NA,NA,"Honda, S","1095","2012","06","25","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-10-08 08:52:31-03","IBt","SP","335105","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Moraes, G","1","1999","05","03","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-21 09:57:45-03","IBt","SP","14710","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Mildbraed, J",NA,NA,"Loefgren, A","CGG4357","1892","03","22","Brasil","São Paulo","Araraquara",NA,"-48.1699981689453","-21.7900009155273",NA,NA,"29178",NA,NA,"auto",NA,NA,NA,NA,"SP022289","SP022289",NA,NA,NA,NA,NA
"214","2020-08-27 12:19:16-03","IBt","SP","306550","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Rapini, A","243","1997","03","25","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,"21675",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-18 08:30:12-03","IBt","SP","13623","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Hoehne, FC","s.n.","1925","04","10","Brasil","São Paulo","Nova Europa",NA,"-48.560001373291","-21.7700004577637",NA,NA,"12872",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 09:57:45-03","IBt","SP","226218","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Catharino, ELM","850","1986","07","02","Brasil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 09:57:45-03","IBt","SP","237751","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Catharino, ELM","1186","1987","07","16","Brasil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,NA,"44778",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 09:57:45-03","IBt","SP","14712","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Mildbraed, J",NA,NA,"Loefgren, A","CGG789","1888","07","26","Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,"45913",NA,NA,"auto",NA,NA,NA,NA,"SP022288","SP022288",NA,NA,NA,NA,NA
