"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"2093","2021-02-25 10:12:44-03","CVRD","CVRD","5018","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Folli, D.A.","2381","1994","09","28","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD005018",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2094","2021-02-25 10:12:44-03","CVRD","CVRD","7424","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Folli, D.A.","4313","2002","08","06","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD007424","CVRD007424",NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2095","2021-02-25 10:12:44-03","CVRD","CVRD","11151","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Filho, M.D.M.V.","1539","2008","03","23","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Borda da mata <ll>dwc_commonname:</ll> Imbira preta","CVRD011151",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2096","2021-02-25 10:12:44-03","CVRD","CVRD","4770","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Folli, D.A.","2146","1994","01","04","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD004770",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2097","2021-02-25 10:12:44-03","CVRD","CVRD","6160","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Mello-Silva, R.","1548","1999","02","09","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD006160",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2098","2021-02-25 10:12:44-03","CVRD","CVRD","16300","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","J.C. Lopes","2011","11","20","Lopes, J.C.","285","2011","04","20","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","39,88689 W","19,08222 S",NA,NA,"Sépalas verdes, corola creme amarelada. <ll>dwc_commonname:</ll> Imbira preta","CVRD016300",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2099","2021-02-25 10:12:44-03","CVRD","CVRD","9747","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Siqueira, G.S.","248","2006","08","14","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD009747","CVRD009747",NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2100","2021-02-25 10:12:44-03","CVRD","CVRD","4137","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Jenifer C. Lopes","2011","11","17","Farias, G.L.","541","1992","08","05","BRASIL","ES","Linhares","Bloco C.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD004137",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2101","2021-02-25 10:12:44-03","CVRD","CVRD","6261","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Adriana Lobão","2009","08","26","Folli, D.A.","3436","1999","06","17","BRASIL","ES","Linhares","Próxima ao Córrego que sai da mata","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD006261","CVRD006261",NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2102","2021-02-25 10:12:44-03","CVRD","CVRD","5159","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Adriana Lobão","2009","08","26","Folli, D.A.","2522","1995","01","31","BRASIL","ES","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Imbira preta","CVRD005159",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","15909","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2103","2021-02-25 10:12:44-03","CVRD","CVRD","4882","PreservedSpecimen","Plantae","Annonaceae","Guatteria","glabrescens","Guatteria glabrescens","R.E. Fr.","Adriana Lobão","2009","08","26","Folli, D.A.","2258","1994","03","23","BRASIL","MG","Marliéria","Lado direito do Hotel.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pindaíba doce","CVRD004882",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Magnoliales","28215","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2104","2021-03-01 11:54:40-03","UFPE","UFP","9677","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.","Cervi, AC",NA,NA,NA,"Cervi, AC; Bolos, O","2295","1985","03","31","Brasil","Mato Grosso","Piraquara",NA,NA,NA,NA,NA,NA,NA,"Árvore, mais ou menos 3m .","UFP009677",NA,NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","2021-03-01 11:54:40-03","UFPE","UFP","76654","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.",NA,NA,NA,NA,"Tameirão, EN","4902","2011","01","13","Brasil","Minas Gerais","Caeté",NA,"-49.680556","-20.042778","-49.680556","-20.042778","1596","1596","Transição entre o campo rupestre sobre canga couraçada e a; floresta estaceional semidecidual arbóreo.","UFP076654",NA,NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","2021-03-01 11:54:40-03","UFPE","UFP","58538","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.","Bazante, ML","2017","04","13","Alves-Araújo, A; Alvarenga, LD; José, AC; Zartman.","1131","2009","02","10","Brasil","Alagoas","Murici",NA,"-35.8725","-9.211944","-35.8725","-9.211944",NA,NA,"Arbusto 3-4 m alt, flores verdes, anteras cremes.","UFP058538",NA,NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","2021-03-01 11:54:40-03","UFPE","UFP","36695","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.",NA,NA,NA,NA,"Oliveira, M; Grillo, AA","1151","2002","10","16","Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,NA,NA,NA,"Árvore de mais ou menos 5m.; Solo Argiloso","UFP036695",NA,NA,NA,NA,NA,NA,"Magnoliales","16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2108","2020-09-25 10:42:22-03","UFPE","UFP","51404","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.",NA,NA,NA,NA,"Melo, Y; Alves, M; Santo, P; Rodrigues, A; Maciel, B","12","2004","12","28","Brasil","Pernambuco","Bonito",NA,"-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,"Arbusto encontrado na estrada próximo a mata.","UFP051404",NA,NA,NA,NA,NA,NA,"Magnoliales","20932","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2109","2021-03-01 11:54:40-03","UFPE","UFP","18413","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.","Melo-Silva, R","1994","06",NA,"Benko-Isepon, AM","s.n.","1993","02","05","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Altura de 4m, diâmetro de 18cm, flores branco-esverdeados.","UFP018413",NA,NA,NA,NA,NA,NA,"Magnoliales","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2110","2021-03-01 11:54:40-03","UFPE","UFP","13803","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.","Mello-Silva, R","2002","08",NA,"Benko-Isepon, AM","16","1993","02","05","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"920","920","Altura cerca de 4m, diâmetro de 18cm, flores branco esverdeado.","UFP013803",NA,NA,NA,NA,NA,NA,"Magnoliales","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2111","2021-03-01 11:54:40-03","UFPE","UFP","38703","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.",NA,NA,NA,NA,"Oliveira, M; Grillo, AA","1516","2003","12","16","Brasil","Alagoas","Taquarana",NA,"-36.497200012207","-9.64500045776367",NA,NA,NA,NA,"Árvore de masi ou menos 10m; ramos pilosidades amarelada; flores verdes-amareladas.; Vegetação arbórea-densa.","UFP038703",NA,NA,NA,NA,NA,NA,"Magnoliales","13261","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2112","2021-03-01 11:54:40-03","UFPE","UFP","13878","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St. Hil.","Mello-Silva, R","2002","08",NA,"Benko-Isepon, AM","s.n.","1993","02","03","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"4,5m de altura, diâmetro 17cm.","UFP013878",NA,NA,NA,NA,NA,NA,"Magnoliales","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2113","2016-01-25 13:36:33-02","CPQBA","CPMA","1993","S","Plantae","Annonaceae¹","Guatteria","af. australis","Guatteria af. australis","A. St.-Hil. Status",NA,NA,NA,NA,"Benício, Marcos, Ílio",NA,"2006","02","16","Brasil","São Paulo","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121","46º 18' 16","23º 46' 41",NA,NA,NA,NA,NA,NA,NA,"Projeto Biota",NA,"Magnoliophyta","Magnoliales","27258","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"2114","2020-09-12 05:00:02-03","US","US","1691540","PreservedSpecimen","Plantae","Annonaceae","Guatteria","asterantha","Guatteria asterantha","R.E. Fr.",NA,NA,NA,NA,"Y. Mexia","5485","1931","1","7","Brazil","Minas Gerais",NA,"Vicosa, road to Cajury, Canolla.",NA,NA,NA,NA,"750","750",NA,"US00104148","US00104148_01","Isotype","South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2115","2020-09-12 05:00:02-03","US","US","2434556","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Dombrowski","179","1964","3","16","Brazil","Paraná","Matinhos","Sertãozinho","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"US01345585","US01345585_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","15275","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2116","2020-09-12 05:00:02-03","US","US","2039095","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"A. F. Regnell","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"US01345552","US01345552_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25710","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2117","2020-09-12 05:00:02-03","US","US","2573120","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Smith & R. M. Klein","14889","1965","1","20","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22",NA,NA,"800","920",NA,"US01345584","US01345584_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2118","2020-09-12 05:00:02-03","US","US","3466408","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"O. S. Ribas & G. Hatschbach","32","1989","1","22","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"30","50",NA,"US01345572","US01345572_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","38300","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2119","2020-09-12 05:00:02-03","US","US","2977541","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"E. De Paula","1505","1982","1","26","Brazil","Alagoas","Marechal Deodoro",NA,"-35.8950004577637","-9.710280418396",NA,NA,NA,NA,NA,"US01345546","US01345546_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","15565","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2120","2020-09-12 05:00:02-03","US","US","2909438","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"A. P. Duarte & J. Falcao","3204","1950","12","2","Brazil","Santa Catarina",NA,"Reserva Florestal dos Pilões",NA,NA,NA,NA,"280",NA,NA,"US01345601","US01345601_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2121","2020-09-12 05:00:02-03","US","US","2510","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Maas, P. J. M.",NA,NA,NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"Brazil",NA,NA,"Organ Mts",NA,NA,NA,NA,NA,NA,NA,"US00820992","US00820992_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2122","2020-09-12 05:00:02-03","US","US","3147094","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"D. M. Johnson","42600","1979","9","23","Brazil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"US01345577","US01345577_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","32006","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2123","2020-09-12 05:00:02-03","US","US","1391873","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"A. Regnell","s.n.","1905","1","27","Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"US01345554","US01345554_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25710","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2124","2020-09-12 05:00:02-03","US","US","2268669","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","6022","1958","1","9","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"900",NA,NA,"US01345589","US01345589_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","37493","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2125","2020-09-12 05:00:02-03","US","US","2039094","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"A. Regnell","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Prov. Minas Geraes","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"US01345553","US01345553_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25710","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2126","2020-09-12 05:00:02-03","US","US","2248698","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","2490","1956","1","19","Brazil","Santa Catarina","Palhoça","Pilhões; Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"200",NA,NA,"US01345593","US01345593_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","31105","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2127","2020-09-12 05:00:02-03","US","US","2321213","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","4680","1957","8","24","Brazil","Santa Catarina","São Francisco do Sul","Mina Velha, Caruva, S. Francisco do Sul.","-48.6380996704102","-26.2432994842529",NA,NA,"10",NA,NA,"US01345591","US01345591_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","23627","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2128","2020-09-12 05:00:02-03","US","US","2047068","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz","3597","1949","11","2","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,NA,"US01345603","US01345603_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","19684","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2129","2020-09-12 05:00:02-03","US","US","2039096","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"A. F. Regnell","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"US01345555","US01345555_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25710","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2130","2020-09-12 05:00:02-03","US","US","1483565","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"H. M. Curran","663","1918","12","11","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"US01345561","US01345561_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","33190","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2131","2020-09-12 05:00:02-03","US","US","2650276","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"E. Pereira & -- Brade","655","1952","2","15","Brazil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"US01345560","US01345560_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2132","2020-09-12 05:00:02-03","US","US","2141596","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. M. Klein","366","1953","3","5","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,"5",NA,NA,"US01345597","US01345597_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","27253","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2133","2020-09-12 05:00:02-03","US","US","2563722","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","10955","1964","2","10","Brazil","Paraná","Campina Grande do Sul","Rod. BR 2, Rio Trindade","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"US01345586","US01345586_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","55154","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2134","2020-09-12 05:00:02-03","US","US","2947294","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"D. Sucre","7812","1971","10","20","Brazil","Rio de Janeiro","Rio de Janeiro","Sertão, Taquara da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"620",NA,NA,"US01345558","US01345558_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2135","2020-09-12 05:00:02-03","US","US","272863","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Riedel","1689",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01345564","US01345564_01",NA,"South America",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2136","2020-09-12 05:00:02-03","US","US","2220185","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1408","1953","12","26","Brazil","Santa Catarina","Brusque","Sabiá, Ribeirão do Ouro","-48.9174995422363","-27.0981006622314",NA,NA,"600",NA,NA,"US01345595","US01345595_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","19684","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2137","2020-09-12 05:00:02-03","US","US","2563719","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","14620","1966","8","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizario","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"US01345579","US01345579_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","55154","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2138","2020-09-12 05:00:02-03","US","US","1592510","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Maas, P. J. M.",NA,NA,NA,"Y. Mexia","5131","1930","10","1","Brazil","Minas Gerais","Viçosa","Fazenda do Paraiso; near opening in small draw at edge of cut-over woods","-42.8819007873535","-20.7539005279541",NA,NA,"700",NA,NA,"US01345743","US01345743_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2139","2020-09-12 05:00:02-03","US","US","1593841","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"B. Lutz","733",NA,NA,NA,"Brazil","São Paulo",NA,"Base of Boa vista mountain Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,"US01345569","US01345569_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2140","2020-09-12 05:00:02-03","US","US","1592495","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Y. Mexia","5024","1930","8","31","Brazil","Minas Gerais",NA,"Districto Ilheu. Fazenda da Tabunha; Capichava",NA,NA,NA,NA,"210",NA,NA,"US01345551","US01345551_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2141","2020-09-12 05:00:02-03","US","US","3466409","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach & A. R. Campos","52556","1988","12","29","Brazil","Paraná","Paranaguá","Col. Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"10","20",NA,"US01345573","US01345573_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","24916","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2142","2020-09-12 05:00:02-03","US","US","2057263","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","1860","1950","1","6","Brazil","Paraná","São José dos Pinhais","Garuva","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"US01345587","US01345587_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","45291","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2143","2020-09-12 05:00:02-03","US","US","2650266","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"V. Gomes","2486","1956","2","28","Brazil","Minas Gerais","Coronel Pacheco","Estação Experimental de Café","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,"US01345548","US01345548_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","10350","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2144","2020-09-12 05:00:02-03","US","US","1803977","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"B. J. Pickel","5516","1941","12","26","Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01345568","US01345568_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","53584","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2145","2020-09-12 05:00:02-03","US","US","2141777","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz","5131","1953","1","9","Brazil","Santa Catarina","Araquari","Barra Velha, Araquarí","-48.7221984863281","-26.3700008392334",NA,NA,"5",NA,NA,"US01345598","US01345598_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25329","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
