"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","866639","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","D. G. Campbell","8766",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866639","Magnoliophyta","Malvales","Aubl.","W. Meijer","Acre","Mâncio Lima","Upper Rio Moa, near Fazenda Arizona","-73.65","-7.48","NY00866639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00996327","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","H. S. Irwin","16234","1966","05","29","South America","Brazil","sheet",NA,"See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996327","Magnoliophyta","Malvales","Aubl.","H. Setzer","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","NY00996327_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","870474","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","C. A. Cid Ferreira","2554","1980","09","27","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870474","Magnoliophyta","Malvales","Aubl.","L. J. Dorr","Acre","Sena Madureira","Vizinhaça da cidade","-68.6567","-9.0658","NY00870474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1189129","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Alves","2648","2002","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917257' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189129","Magnoliophyta","Malvales","Aubl.","L. J. Dorr","Acre","Porto Acre","Reserva Ecológica de Humaitá, Universidade Federal do Acre.","-67.67061111","-9.75722222","NY01189129_01","180","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","870476","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","E. Forero","6414","1968","07","20","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870476","Magnoliophyta","Malvales","Aubl.","W. Meijer","Acre",NA,"Quixadá. Road Abuña to Rio Branco, km 242-246, vicinity of campinas","-67.4365202","-10.0994597","NY00870476_01 NY00870476_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2207714","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","N. T. da Silva","2130","1969","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341775' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207714","Magnoliophyta","Malvales","Aubl.",NA,"Pará","Jari","estrada entre Bandeira e Pilão, km 40",NA,NA,"NY02207714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00996367","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","P. von Luetzelburg","s.n.","1935",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996367","Magnoliophyta","Malvales","Aubl.","K. Suessenguth","Ceará",NA,NA,NA,NA,"NY00996367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","869626","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","G. T. Prance","7723","1968","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869626","Magnoliophyta","Malvales","Aubl.","H. L. Setser","Acre","Sena Madureira","Trail to Rio Iaco from km 7 of road from Sena Madureira to Rio Branco","-68.6567","-9.0658","NY00869626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00996357","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","C. A. Cid Ferreira","6432","1985","10","13","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996357","Magnoliophyta","Malvales","Aubl.","W. Meijer","Mato Grosso","Santa Terezinha","BR 158, Rod. para Vila Rica, a 21 km S da Cidade de Sta. Terezinha, Serra da Cobrinha.","-50.5","-10.5","NY00996357_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00996331","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","H. S. Irwin","17418","1966","06","18","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996331","Magnoliophyta","Malvales","Aubl.","H. Setzer","Mato Grosso",NA,"Ca. 96 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.18","-15.47","NY00996331_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00996347","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. A. Ratter","R.3946","1976","11","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996347","Magnoliophyta","Malvales","Aubl.",NA,"Goiás","Goiás","Near Goiás Velho.","-50.1403","-15.9344","NY00996347_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00996329","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","H. S. Irwin","16646","1966","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996329","Magnoliophyta","Malvales","Aubl.","W. Meijer","Mato Grosso",NA,"Ca. 75 km. N. of Xavantina. Serra do Roncador.","-52.12","-14.03","NY00996329_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","869618","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","C. A. Cid Ferreira","10282","1991","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869618","Magnoliophyta","Malvales","Aubl.","J. F. Ramos","Acre","Senador Guiomard","Km 68 Rio Branco-Brasiléia road (BR-317), 4 km from road, Centro de Estudos Tropicais of FUNTAC.","-67.75","-10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","2207744","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","W. A. Egler","1477","1960","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341806' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207744","Magnoliophyta","Malvales","Aubl.",NA,"Amapá","Oiapoque","Clevelandia.","-51.8622789","3.8156122","NY02207744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","2207739","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","D. F. Austin","7256","1979","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341801' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207739","Magnoliophyta","Malvales","Aubl.",NA,"Amapá",NA,"2-10 km de Ferreira Gomes na estrada BR 156","-51.18","0.8575","NY02207739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","1738355","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","P. da C. Gadelha Neto","3248","2012","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1988239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738355","Magnoliophyta","Malvales","Aubl.",NA,"Paraíba","Rio Tinto","Fragmento Pb 114. Floresta Estacional Semidecidual das Terras Baixas.","-35.1189","-6.7778","NY01738355_01","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","629036","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","D. C. Daly","D379","1980","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629036","Magnoliophyta","Malvales","Aubl.","L. J. Dorr","Maranhão","Codó","Km 447-km 430 of Br 316, Codó to Peritoró","-44","-4.57","NY00629036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","2207709","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. J. Strudwick","3617","1981","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341770' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207709","Magnoliophyta","Malvales","Aubl.",NA,"Pará",NA,"Macau airstrip, 1 1/2 hrs. upstream from Lageira airstrip, on Rio Maicuru","-54.43","-0.92","NY02207709_01","244","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00996372","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","B. R. Silva","1179A","2003","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996372","Magnoliophyta","Malvales","Aubl.",NA,"Goiás","Mossâmedes","Encostas da Serra Dourada. Estrada para a Reserva Ecológica de Serra Dourada, entrada pela rodovia Goiás-Mossâmedes (GO 164).","-50.18522","-16.09575","NY00996372_01","785","785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00996339","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","W. R. Anderson","10159","1973","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996339","Magnoliophyta","Malvales","Aubl.","W. Meijer","Goiás","Goiás","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossâmedes, in and along margin of forest on lower eastern slope of serra","-50.1333","-15.9333","NY00996339_01","700","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","2207727","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","S. R. Hill","13085","1983","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341788' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207727","Magnoliophyta","Malvales","Aubl.",NA,"Amazonas",NA,"Rio Parauari, tributary of the Rio Maués-Açu, at Agua Mineral.","-57.93","-4.8","NY02207727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","00996373","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. A. Ratter","R.516","1967","07","28","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996373","Magnoliophyta","Malvales","Aubl.","J. A. Ratter","Mato Grosso",NA,"5 km S. of Xavantina.","-52.33","-14.73","NY00996373_01 NY00996373_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","2207736","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","G. T. Prance","5590","1968","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341798' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207736","Magnoliophyta","Malvales","Aubl.",NA,"Rondônia",NA,"Basin of Rio Madeira. Km 167-169 Madeira-Mamoré railroad near Mutumparaná","-64.9722835","-9.6455313","NY02207736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","2207729","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. H. Kirkbride Jr.","2728","1977","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341791' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207729","Magnoliophyta","Malvales","Aubl.",NA,"Rondônia",NA,"At km 20 on the road to Saldanha close to Guajará-Mirim.",NA,NA,"NY02207729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-27 16:04:00-03","NY","NYBG","1281829","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","C. N. Fraga","2926","2010","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1743108' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281829","Magnoliophyta","Malvales",NA,NA,"Amapá","Mazagão","Estrada Duca Serra, ca. 1 km após travessia do Rio Matapí.","-51.2125","-0.0144","NY01281829_01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","01092732","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","W. W. Thomas","4745","1985","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092732","Magnoliophyta","Malvales","Aubl.","J. Ramos","Mato Grosso","Pontes e Lacerda","9 km NW of Pontes e Lacerda on BR 364 to Vilhena.","-59.42","-15.17","NY01092732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","00996346","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. A. Ratter","R.3946","1976","11","07","South America","Brazil","sheet",NA,"See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996346","Magnoliophyta","Malvales","Aubl.",NA,"Goiás","Goiás","Near Goiás Velho.","-50.1403","-15.9344","NY00996346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00996355","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","C. A. Cid Ferreira","6432","1985","10","13","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996355","Magnoliophyta","Malvales","Aubl.","W. Meijer","Mato Grosso","Santa Terezinha","BR 158, Rod. para Vila Rica, a 21 km S da Cidade de Sta. Terezinha, Serra da Cobrinha.","-50.5","-10.5","NY00996355_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","02880082","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","I. Brasil","283","2007","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1565930' target='other'> <mi>dwc_moreinfo</mi></a>","NY02880082","Magnoliophyta","Malvales","Aubl.","L. J. Dorr","Acre","Rio Branco","Área de Proteção Ambiental Irineu Serra.","-67.8714","-9.9289","NY02880082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00996334","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","H. S. Irwin","18958","1968","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996334","Magnoliophyta","Malvales","Aubl.","H. Setzer","Goiás","Cocalzinho de Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","NY00996334_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","00750355","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","A. F. M. Glaziou","20738","1894","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750355","Magnoliophyta","Malvales","Aubl.","H. L. Setser","Goiás",NA,"Fazenda da Cava do Sao Simeao [pois du] Morro da Canastra",NA,NA,"NY00750355_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","869628","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","B. A. Krukoff","5291",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869628","Magnoliophyta","Malvales","Aubl.","B. A. Krukoff","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY00869628_01 NY00869628_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","2207716","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","H. H. Rusby","611","1886","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341777' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207716","Magnoliophyta","Malvales","Aubl.",NA,NA,NA,"Falls of Madeira.","-65.3465375","-10.7798649","NY02207716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","2207713","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","P. L. B. Lisboa","1349","1980","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2341774' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207713","Magnoliophyta","Malvales","Aubl.",NA,"Pará","Tucuruí","Margem esquerda do Rio Tocantins, BR 422, km 45, antiga estrada de Alcobaça.","-49.8343411","-4.0843892","NY02207713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","00996362","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","P. E. Gibbs","2708","1976","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996362","Magnoliophyta","Malvales","Aubl.","M. J. Jansen-Jacobs","Goiás","Goiás","Em cerrado na Serra Dourada.","-50.1403","-15.9344","NY00996362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","00996344","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J. A. Ratter","R.516","1967","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996344","Magnoliophyta","Malvales","Aubl.","J. A. Ratter","Mato Grosso",NA,"5 km S. of Xavantina.","-52.33","-14.73","NY00996344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","00996350","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","E. P. Heringer","2777","1979","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996350","Magnoliophyta","Malvales","Aubl.","M. J. Jansen-Jacobs","Distrito Federal","Brasília","Baciado Rio São Bartolomeu.","-47.9294","-15.7797","NY00996350_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1181552","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","I. M. M. Sá e Silva","157","2003","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386665' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181552","Magnoliophyta","Malvales","Aubl.","A. G. da Silva","Pernambuco","Igarassu","Usina São José - Mata dos Macacos","-35.0028","-7.8389","NY01181552_01","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
