"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"98","2020-06-29 09:29:58-03","UFRRJ","RBR","6302","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","L.F.T. Menezes","454","2000","09","13",NA,"Brasil","Ilha da Marambaia, Planta trepadeira, estéril.",NA,NA,"RBR00006302","RBR00006302","D.R. Gonzaga, V.F. Vasconcelos","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"2016","09","20","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-06-18 10:56:22-03","UFRRJ","RBR","42721","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","A.C.R. Cruz; R.G. Diniz","34","2016","10","15",NA,"Brasil","Ilha Grande. Parcelas do Módulo Oeste do RAPELD Ilha Grande em Mata de restinga. Reserva Biológica Estadual da Praia do Sul",NA,NA,"RBR00042721","RBR00042721","A.C.R. Cruz","Rio de Janeiro","Angra dos Reis","-44.298056","-23.176667",NA,NA,"2016","10","25",NA,NA,NA,NA,"44º17'53''W","23º10'36''S",NA,NA,NA,NA
"100","2020-06-18 10:56:22-03","UFRRJ","RBR","42722","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","A.C.R. Cruz; R.G. Diniz","6","2016","10","13",NA,"Brasil","Ilha Grande. Parcelas do Módulo Oeste do RAPELD Ilha Grande em Mata de restinga. Reserva Biológica Estadual da Praia do Sul",NA,NA,"RBR00042722","RBR00042722","A.C.R. Cruz","Rio de Janeiro","Angra dos Reis","-44.298056","-23.176667",NA,NA,"2016","10","25",NA,NA,NA,NA,"44º17'53''W","23º10'36''S",NA,NA,NA,NA
"101","2020-06-29 09:29:58-03","UFRRJ","RBR","6301","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","M.C. Souza","212","2001","09","30",NA,"Brasil","Restinga da Marambaia, Vegetação de pós-praia, próximo a linha2.",NA,NA,"RBR00006301","RBR00006301","M.E.F. Pinto","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"2019","11","11","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-02-19 17:01:38-03","UFRRJ","RBR","9882","S","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) Berg","L.F.T. Menezes","1334","2004","12","23",NA,"Brasil","Restinga de Marambaia, Praia da gaeta. Formaçãopós-praia.",NA,NA,"RBR00009882","RBR00009882",NA,"Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-21 19:33:24-03","UFC","EAC","10805","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Nunes, E.; Martins, P.","EAC10805","1981","06","29","Southern America","Brasil","Sa. do Cazuza, Substrato arenoso",NA,"Pouco frequente; Mata","EAC0010805","EAC0010805","Menezes, M.O.T.","Ceará","Caucaia","-38.6530990600586","-3.73610997200012",NA,NA,"2008","10","28","40484","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-21 19:33:24-03","UFC","EAC","43198","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Menezes, M.O.T.","135","2008","08","16","Southern America","Brasil","RPPN Monte Alegre",NA,"Escandente, raízes adventíceas; Mata úmida/Serra","EAC0043198","EAC0043198","Menezes, M.O.T.","Ceará","Pacatuba","-38.626464","-3.955139",NA,NA,"2008","10","28",NA,NA,NA,NA,"-38.626464","-3.955139",NA,NA,NA,NA
"105","2021-03-21 19:33:24-03","UFC","EAC","44398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.","185","2009","01","24","Southern America","Brasil","entre Nova Olinda e Crato",NA,"Escandente, ocorrendo junto com C. jamaracu e P. pachycladus; Caatinga","EAC0044398","EAC0044398","Menezes, M.O.T.","Ceará",NA,"-39.628611","-7.147778","764","764","2009","01","27",NA,NA,NA,NA,"-39.628611","-7.147778",NA,NA,NA,NA
"106","2021-03-21 19:33:24-03","UFC","EAC","49328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Lima-Verde, L.W.","3472","2008","06","05","Southern America","Brasil","Sítio Jardim, Mata do Damásio",NA,"Herbácea; Mata seca","EAC0049328","EAC0049328","Lima-Verde, L.W.","Ceará","Mulungu","-39.010556","-4.285278","750","750","2008","09","23",NA,NA,NA,NA,"-39.010556","-4.285278",NA,NA,NA,NA
"107","2021-03-21 19:33:24-03","UFC","EAC","52971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Andrade-Lima, D.","4446","1966","02","16","Southern America","Brasil","Margem da estrada Pacajus-Fortaleza",NA,"Epífita em Copernicia cerifera; flor alva.","EAC0052971","EAC0052971","Meiado, M.V.","Ceará",NA,NA,NA,NA,NA,"2012","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-21 19:33:24-03","UFC","EAC","49315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Lima-Verde, L.W.","343207","2007","10","10","Southern America","Brasil","Sítio São Paulo, Próximo ao visgueiro gigante",NA,"Herbáceo.; Mata ombrófila","EAC0049315","EAC0049315","Lima-Verde, L.W.","Ceará","Guaramiranga","-38.9331016540527","-4.26332998275757","640","640","2009","09","23","13198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:19:44-03","MBM","MBM","418855","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R. Bauer","Molina, J.M.P.; Pujals, A.; Pujals, A.","314","2019","01","11","Southern America","Brazil",NA,NA,"Epífita.; Mata nativa","MBM418855",NA,"Molina, J.M.P.","Minas Gerais","São José do Goiabal","-42.785833","-20.124722","295","295","2019","01","13",NA,NA,NA,NA,"-42.785833","-20.124722",NA,NA,NA,NA
"110","2020-12-21 16:19:44-03","MBM","MBM","421011","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R. Bauer","Molina, J.M.P.; Pujals, A.; Pujals, A.","319","2019","01","14","Southern America","Brazil","Parque Estadual do Rio Doce",NA,"Epífita.; Vegetação secundária média/avançada","MBM421011",NA,"Molina, J.M.P.","Minas Gerais","Timóteo","-42.522222","-19.553056",NA,NA,"2019","03","07",NA,NA,NA,NA,"-42.522222","-19.553056",NA,NA,NA,NA
"111","2020-12-21 16:19:50-03","MBM","MBM","163744","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Abrão, H.R.S.; et al.; et al.","49","1991","09","20","Southern America","Brazil","Rio Divisa",NA,NA,"MBM163744","MBM163744","Taylor, N.P.","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:19:50-03","MBM","MBM","156952","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","58047","1992","10","13","Southern America","Brazil","Ligação Rod. BR-101 a Ponta do Ipiranga",NA,NA,"MBM156952","MBM156952","Taylor, N.P.","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:19:50-03","MBM","MBM","186893","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63871","1995","10","25","Southern America","Brazil","Rio Branco, Salto das Nuvens",NA,NA,"MBM186893","MBM186893","Taylor, N.P.","Mato Grosso","Salto do Céu","-58.1267013549805","-15.1296997070312",NA,NA,NA,NA,NA,"47529","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:19:48-03","MBM","MBM","107142","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","49858","1985","10","16","Southern America","Brazil","Rod. BR-116",NA,NA,"MBM107142","MBM107142","Taylor, N.P.","Minas Gerais","Além Paraíba","-42.7043991088867","-21.8878002166748",NA,NA,NA,NA,NA,"24865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:19:50-03","MBM","MBM","298962","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Freitas, M.F.","337","2003","11","04","Southern America","Brazil","Crussaí - Iquipari",NA,NA,"MBM298962","MBM298962",NA,"Rio de Janeiro","São João da Barra","-41.0511016845703","-21.6403007507324",NA,NA,NA,NA,NA,"31235","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-15 09:03:23-03","UESC","UESC","11967","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Haw.) Britton & Rose","E.A. Rocha","1536","2006","10","21",NA,"Brasil",NA,NA,"Epifita, cerca de 2-3m de comprimentos, 3 costelas, bastante ramificada. Material vegetativo.; Rara no local.","UESC0011967",NA,NA,"Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,"2010","12",NA,"35136","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"117","2019-08-15 09:03:23-03","UESC","UESC","11442","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Gomes, E.","169","1983","02","01",NA,"Brasil",NA,NA,"Trepadeira herbácea.; Material estéril.","UESC0011442",NA,NA,"Sergipe","Funilândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"118","2019-08-15 09:03:23-03","UESC","UESC","6927","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","E.A. Rocha","847","2001","10",NA,NA,"Brasil",NA,NA,"Caatinga.; Plantas sobre rochas, escandente.Caule triangular, ocorrendo debaixo de algumas árvores, chegando a subir sobre rochas.; Rara no local.","UESC0006927",NA,NA,"Bahia","Iraquara","-41.549167","-12.357222",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"41W32'57''","12S21'26''",NA,NA,NA,NA
"119","2017-12-07 15:54:09-02","MNHN","RECOLNAT_MNHN_P","P04947368","PreservedSpecimen",NA,NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Hassler, E.",NA,"1885","12",NA,NA,"Paraguay","in truncis prope Cordillera de Altos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04947368' target='other'> <mi>dwc_moreinfo</mi></a>","P04947368","P04947368_01 P04947368_02","Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1716",NA,NA,NA
"120","2015-09-04 17:01:37-03","MNHN","RECOLNAT_MNHN_P","P04947369","PreservedSpecimen",NA,NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Gaudichaud",NA,"1831","1","1",NA,"Brasil","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04947369' target='other'> <mi>dwc_moreinfo</mi></a>","P04947369","P04947369_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"920",NA,NA,NA
"121","2017-12-07 15:54:09-02","MNHN","RECOLNAT_MNHN_P","P04947370","PreservedSpecimen",NA,NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Hassler, E.",NA,"1885","12",NA,NA,"Paraguay","in truncis prope Cordillera de Altos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04947370' target='other'> <mi>dwc_moreinfo</mi></a>","P04947370","P04947370_01 P04947370_02","Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1716",NA,NA,NA
"122","2015-09-04 17:01:37-03","MNHN","RECOLNAT_MNHN_P","P04947371","PreservedSpecimen",NA,NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Gaudichaud",NA,"1831","1","1",NA,"Brasil","Brésil, Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04947371' target='other'> <mi>dwc_moreinfo</mi></a>","P04947371","P04947371_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"921",NA,NA,NA
"123","2020-10-01 14:16:04-03","JBB","HEPH","21242","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Salles, AEH; et al.","3443A","2004","11","20","Southern America","Brasil","Próximo da Pousada Serra d'água",NA,NA,NA,NA,"Zappi, D","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,"2018",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:34:14-03","UFMG","BHCB","78098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5117","2003","02","20","Southern America","Brasil","Fazenda Cristalina",NA,"Epífita, espinhos do pericarpelo vermelhos, tépalas externas verdes com ápice vermelho, interiores creme, estames, estiletes e estigmas creme, interior do caule com colônia de Crematogaster, estes também no pericarpelo; Mata secundári","BHCB024556",NA,NA,"Minas Gerais","Salto da Divisa","-40.058083","-16.063194","148","148","2015","05","13",NA,NA,NA,NA,"-40.058083","-16.063194",NA,NA,NA,NA
"125","2020-12-11 11:34:14-03","UFMG","BHCB","21336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck","Taylor, NP; Zappi, DC; Eggli, U","1448","1991","01","26","Southern America","Brasil","20 Km NE of Unaí towards Guarapuava / Arinos (measured from turnoff from road to Formosa), then 1,5 km to the left towards Palmeirinha (N of Ribeirão Roncador)",NA,"Semi-pendent to prostrate, mostly in partial shade. All specimens steril; Rooting in rock-crevices. Steep inaccessible bambuí limestone outcrops left of the road, outcrops surrounded by pasture land and degraded high forest","BHCB024554",NA,NA,"Minas Gerais","Unai","-46.9061012268066","-16.3575000762939","670","670","2015","05","13","97926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-11 11:34:14-03","UFMG","BHCB","33141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck","Lombardi, JA","1466","1996","10","31","Southern America","Brasil","Fazenda Cauaia",NA,"Epífita, ápice dos tubérculos no pericarpelo e das tépalas externas roxos, tépalas internas brancas, frutos imaturos verdes; Borda de mata semidecídua","BHCB024555",NA,NA,"Minas Gerais","Matozinhos","-44.0814018249512","-19.5578002929688",NA,NA,"2015","05","13","20503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-11 11:34:14-03","UFMG","BHCB","39982","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck",NA,"s.n.","1997","10","21","Southern America","Brasil","Fazenda do Sr. Hulbert Schumacher.",NA,"Epífita; Borda de mata","BHCB024552",NA,NA,"Minas Gerais","Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,"2015","05","13","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-11 11:34:14-03","UFMG","BHCB","20960","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck","Taylor, NP; Zappi, DC","793","1990","12","18","Southern America","Brasil","Laranjal, Rodovia BR116, 2,5 km N de São Jõao da Sapucaia, 8 km N de Laranjal",NA,"Plantas escandentes, epiderme verde escura, plantas jovens com cerdas alvas. Epífita; Em árvore velha, com Rhipsalis baccifera","BHCB024551",NA,NA,"Minas Gerais","Muriaé","-42.3664016723633","-21.1305999755859","250","250","2015","05","13","32715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-11 11:34:14-03","UFMG","BHCB","20956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck","Taylor, NP; Zappi, DC","752","1990","12","13","Southern America","Brasil","Rodovia BR 458, 14 Km W do acesso para a cidade",NA,"Ramos mais ou menos prostrados, verde-escuros. Flores fechadas, 25cm comprimento, noturnas. Frutos verdes; Rochas graníticas à beira da estrada, com Pereskia aculeata, Talinum sp., Selaginella sp. e musgos","BHCB024553",NA,NA,"Minas Gerais","Iapu","-42.2178001403809","-19.4367008209229",NA,NA,"2015","05","13","31163","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-01-15 14:50:50-03","UFMA","MAR","6648","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Castro, A. R. R.","7","2014","01","26",NA,"Brasil","Praia de São Marcos",NA,"Trepadeira/erva prostrada suculenta, tamando indefinido, ramificada.",NA,NA,"ZAPPI","Maranhão","São Luís","-44.266389","-2.485278",NA,NA,"2019",NA,NA,NA,NA,NA,NA,"44º15'59W","02º29'07S",NA,NA,NA,NA
"131","2020-03-11 09:00:26-03","URCA","HCDAL","4891","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"Silva, M.A.P.","s.n.","2002","11","01",NA,"Brasil","Sítio Berê",NA,"Trepadeira.; Trepadeira.",NA,NA,"Meiado, M.V.","Ceará","Jardim","-39.2980995178223","-7.58249998092651",NA,NA,"2014","02","10","26671","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2010-12-13 13:50:00-02","MO","MOBOT","1483350","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","M. Kessler","Kessler 10181","1997","6","15","South America","Bolivia","Pauji-Yuyo, entre Apolo y Charazani",NA,NA,NA,NA,NA,"La Paz","Bautista Saavedra","-68.48333","-15.05","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2012-04-12 05:10:00-03","MO","MOBOT","1750662","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Alfredo F. Fuentes|et al.","Fuentes Claros 3768","2002","2","7","South America","Bolivia","Parque Nacional Madidi, río Quendeque. Vegetacion herbacea pionera de taludes con Poaceae spp y Fabaceae sp",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-67.77361","-15.00777","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-09","4",NA,NA
"134","2020-08-21 16:35:00-03","MO","MOBOT","1862030","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","L. Cayola|et al.","Cayola Pérez 124A","2003","2","23","South America","Bolivia","Parque Nacional Madidi, camino de Apolo-Azariamas, arroyo Pintata. A 376 m del campamento en direccion SW aproximadamente a 30 minutos saliendo del camino y subiendo por el arroyo Asilla. Bosque seco de cima. Parcela Temporal de Muestreo 78 (0.1 ha).",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5380555","-14.4730556","893.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-04","4",NA,NA
"135","2016-12-17 05:24:00-02","MO","MOBOT","2704374","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","Fernández Choque 119","2005","6","5","South America","Bolivia","Área Natural de Manejo Integrado Madidi, Azariamas al Norte de Apolo.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5438889","-14.3310834","701.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-16","3",NA,NA
"136","2020-07-22 10:41:00-03","MO","MOBOT","2828571","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","Torrez Flores 47","2005","9","30","South America","Bolivia","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.6619444","-14.2061111","960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","1",NA,NA
"137","2020-09-05 20:32:00-03","MO","MOBOT","2881260","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano","Cayola Pérez 2052","2005","10","13","South America","Bolivia","Area Natural de Manejo Integrado Madidi, Azariamas, arroyo Javillas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Trichilia catigua. Cima. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5333333","-14.2416666","812.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-39","3",NA,NA
"138","2020-07-17 07:56:00-03","MO","MOBOT","2881496","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Dante Chambi","Araujo Murakami 2761","2005","12","8","South America","Bolivia","Parque Nacional Madidi, rio Tuichi, hacienda Tuichi. Bosque andino semideciduo con Anadenanthera colubrina, Trichilia elegans y Acacia loretensis. Con vegetacion ribereña Gynerium sagittatum. Plantas secadas en campo.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5547222","-14.3913889","717.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-22","4",NA,NA
"139","2020-09-06 19:59:00-03","MO","MOBOT","2909713","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","L. Cayola|Angel Fernández|C. Campos|Vania Torrez|Gerardo Jove|Remberto Jove|L. Sánchez","Cayola Pérez 2141","2005","12","10","South America","Bolivia","Area Natural de Manejo Integrado Madidi, Azariamas, arroyo Huanechaquimayu. Bosque de yungas subandino pluviestacional con Phyllostylon rhamnoides y Capparis polyantha. Terraza antigua. Parcela temporal de muestreo #20. Plantas NO alcoholizadas.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5191667","-14.3172223","794.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-46","5",NA,NA
"140","2010-12-13 13:55:00-02","MO","MOBOT","2923907","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Manuel J. Macía|Vania Torrez|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|Juan Mamani","Macía 7645","2005","10","11","South America","Bolivia","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; cima. Plantas NO alcoholizadas.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.66777","-14.20333","881.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-07","3",NA,NA
"141","2013-10-07 15:48:00-03","MO","MOBOT","3437672","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Stephan G. Beck","Beck 15355","1990","3","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Beni",NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"142","2008-05-27 22:02:00-03","MO","MOBOT","296046","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|C. Velázquez","Zardini 16221","1989","11","11","South America","Paraguay","Acahay Massif. 2 km W of entrance road. Cerrado forest on rocky slopes.",NA,NA,NA,NA,"R. Kisling","Paraguarí",NA,"-57.16666","-26.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185","3",NA,NA
