"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"204","2019-11-21 10:13:17-03","IBt","SP","320137","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Lombardi, JA; Temponi, LG","1996","03","25","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"205","2019-11-21 10:13:17-03","IBt","SP","37519","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Hoehne, FC",NA,NA,NA,"Mello Barreto","1935","12","25","Brasil","Minas Gerais","Cambuquira","Juca Cassimiro","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,NA,NA,NA,"5473",NA,NA,NA,NA,NA,"15166","auto",NA,NA,NA,NA
"206","2019-11-21 10:13:17-03","IBt","SP","27200","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Hoehne, FC",NA,NA,NA,"Holmes, CM","1931","03","03","Brasil","Rio de Janeiro","Resende",NA,"-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"207","2019-11-21 10:13:17-03","IBt","SP","24964","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1916","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"226A",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"208","2019-11-21 10:13:17-03","IBt","SP","50510","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Rambo, B","1933","01","10","Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"262",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"209","2019-11-21 10:13:17-03","IBt","SP","49848","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Kuhlmann, M",NA,NA,NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,NA,NA,"600",NA,NA,NA,NA,NA,"18036","auto",NA,NA,NA,NA
"210","2019-11-21 10:13:17-03","IBt","SP","406885","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Barros, F","2007","03","08","Nicolau, SA; Nicolau, JC; Lima, W; Silva, AO","2007","02","01","Brasil","São Paulo","Brotas","Vila de São Sebastião da Serra, Bairro do Patrimônio, Usina do Jacaré","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,"3270",NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA
"211","2019-11-21 10:13:17-03","IBt","SP","200478","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Romero, GA","1991","09",NA,"Muniz, CFS","1981","03","15","Brasil","São Paulo","Gália","Parque Estadual de Caetetus","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,NA,NA,"368",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"212","2019-11-21 10:13:17-03","IBt","SP","244556","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Romero, GA","1991",NA,NA,"Catharino, ELM; et al.","1990","04","26","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades da Serra da Juréia, trilha em direção á foz do Rio Verde","-47.5499992370605","-24.7000007629395",NA,NA,"Terrícola, áfila na floração, pseudo-bulbos sob o húmus, arredondados, ca. 1,0-1,5 cm diâm., sépalas e pétalas verdes, labelo branco com estrias verdes",NA,NA,NA,NA,"1362",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"213","2019-11-21 10:13:17-03","IBt","SP","27069","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Russel, A","1898","01","20","Brasil","São Paulo","Indaiatuba","Itaici. Coqueirão","-47.2099990844727","-23.0900001525879",NA,NA,NA,NA,NA,NA,NA,"266",NA,NA,NA,NA,NA,"17640","auto",NA,NA,NA,NA
"214","2019-11-21 10:13:17-03","IBt","SP","288520","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Buono, FA",NA,NA,NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","1995","03","17","Brasil","São Paulo","Monte Alegre do Sul","Fazenda Benati","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,"1356",NA,NA,NA,NA,NA,"11114","auto",NA,NA,NA,NA
"215","2019-11-21 10:13:17-03","IBt","SP","27071","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Loefgren, A; Edwall, G","1893","01","14","Brasil","São Paulo","Patrocínio Paulista","Patrocinio de Sapucahy, capoeira, Vilella.","-47.2799987792969","-20.6299991607666",NA,NA,"Herb. magna, fol. squamata, lab. floris viol. striatum.","SP009566","SP009566",NA,NA,"CGG2148",NA,NA,NA,NA,NA,"26066","auto",NA,NA,NA,NA
"216","2019-11-21 10:13:17-03","IBt","SP","237787","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Catharino, ELM","1988","04","06","Brasil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,"1209",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"217","2019-11-21 10:13:17-03","IBt","SP","27070","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Gehrt, A",NA,NA,NA,"Edwall, G",NA,NA,NA,"Brasil","São Paulo","Santo André","Rio Grande","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"218","2019-11-21 10:13:17-03","IBt","SP","17706","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Hoehne, FC",NA,NA,NA,"Hoehne, FC; Gehrt, A","1926","05","01","Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA
"219","2019-11-21 10:13:17-03","IBt","SP","1480","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Hoehne, FC","1919","01","27","Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"220","2019-11-21 10:13:17-03","IBt","SP","47558","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Handro, O","1940","01",NA,"Handro, O","1940","01","20","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"221","2019-11-21 10:13:17-03","IBt","SP","154333","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Barros, F","1980","02","06","Kuhlmann, M","1956","01","13","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"3887",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"222","2019-11-21 10:13:17-03","IBt","SP","27068","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Gehrt, A",NA,NA,NA,"Kuhlmann, M","1926","02","02","Brasil","São Paulo","São Paulo","Parque Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
