"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"103","2020-08-20 20:40:23-03","UFSC","FLOR","1402","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D.Legrand",NA,"Hatschbach, G.","13127",NA,"Brasil","Paraná",NA,"árvore, flor alva, 20m altura","FLOR0001402",NA,"Legrand, C.D.","1965","11","11","Morretes","Cabeceiras do Rio Arraial.","-48.834400177002","-25.476900100708",NA,NA,"1967","30514","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-08-20 14:58:12-03","UFSC","FLOR","18652","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.; Souza Sobrinho, R.J. de","8074",NA,"Brasil","Santa Catarina",NA,"arvoreta, flor branca, 4m altura","FLOR0018652",NA,NA,"1969","01","21","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","490","490",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-08-20 20:40:23-03","UFSC","FLOR","47351","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.","8215",NA,"Brasil","Santa Catarina",NA,"árvore, Fruto Imaturo, verde, 15m altura","FLOR0047351",NA,"Mattos, J.","1969","02","14","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","400","400","1983","27000","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-08-20 20:40:23-03","UFSC","FLOR","15929","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.; Bresolin, A.","8226",NA,"Brasil","Santa Catarina",NA,"árvore, Fruto Imaturo, roxo-escuro, 10m altura","FLOR0015929",NA,"Sobral, M.","1969","03","11","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","400","400","1993","27000","auto",NA,NA,NA,NA,NA,NA,NA
"107","2020-08-20 14:58:12-03","UFSC","FLOR","3476","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.; Bresolin, A.","10019",NA,"Brasil","Santa Catarina",NA,"arvoreta, flor branca, 6m altura","FLOR0003476",NA,NA,"1972","01","18","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499","800","800",NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-04 15:45:12-03","IF","SPSF","14784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,NA,"G. Hatschbach","48954","América do Sul","Brasil","PR",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1985","02","27","Sao Jose dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"109","2021-02-08 12:43:45-03","UFRGS","ICN","083578","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D.Legrand",NA,"Oliveira, PI; Cordeiro, J","856","América do Sul","Brasil","PR",NA,"Doação do Herbário do Museu Botânico Municipal de Curitiba; Arvore 6 m, frutos maduros vinosos; Matinha nebular",NA,NA,"Sobral, M","1985","02","04","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"1988","55154","auto","09",NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:43:45-03","UFRGS","ICN","083577","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D.Legrand",NA,"Hatschbach, G; Kummrow, R","50795","América do Sul","Brasil","PR",NA,"Doação do Herbário do Museu Botânico Municipal de Curitiba; Arvore 8 m, flores alvas; Mata margens do rio",NA,NA,"Sobral, M","1986","11","26","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,"1988","61623","auto","09",NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:43:45-03","UFRGS","ICN","083580","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Hatschbach, G","48954","América do Sul","Brasil","PR",NA,"Doação do Museu Botânico Municipal de Curitiba; Arvore 10 m, flores alvas; Mata pluvial encostas de morros",NA,NA,"Sobral, M","1985","02","27","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,"1988","45291","auto","09",NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:43:45-03","UFRGS","ICN","084278","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein; Souza","8074","América do Sul","Brasil","SC",NA,"Doação da Universidade Federal de Santa Catarina; Arvoreta, 4 m de altura. Flor branca; Em mata do topo",NA,NA,"Legrand, CD","1969","01","21","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"1970","27000","auto",NA,NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:43:45-03","UFRGS","ICN","087162","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein; Bresolin, A","10019","América do Sul","Brasil","SC",NA,"Doação da Universidade Federal de Santa Catarina; Arvoreta de 6 m de altura. Flor branca; Mata de topo",NA,NA,"Legrand, CD","1972","01","18","Palhoça","Morro do Cambirola","-48.6678009033203","-27.645299911499",NA,NA,"1974","31105","auto",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:11:05-03","IBt","SP","266838","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Peron, M; et al.","859",NA,"Brasil","Rio de Janeiro",NA,"Árvore 4,5m alt., heliófila, casca lisa; frutos verdes e vinosos.","SP006211","SP006211",NA,"1989","08","18","Nova Friburgo","Reserva Ecológica Minicipal de Macaé de Cima, caminho para os Pirineus.","-42.05","-22","1100","1100",NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA
"115","2019-11-21 10:11:05-03","IBt","SP","492246","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Baez, C; et al.","701",NA,"Brasil","Rio de Janeiro",NA,NA,"SP056305","SP056305","Souza, MC","2016","08","08","Silva Jardim","APA de Macaé de Cima, Rio Bonito de Macaé de Cima. Pico da Velutina (Velutina's Ridge). Entrada pela Reserva Biológica do Matão","-42.504444","-22.438611","1171","1171","2017",NA,NA,"04","12",NA,"-42.504444","-22.438611",NA,NA
"116","2019-11-21 10:11:05-03","IBt","SP","64708","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J","9071",NA,"Brasil","São Paulo",NA,"Capoeira, planta de 2m de alt., frutos imaturos","SP056303","SP056303",NA,"1961","12","06","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:11:05-03","IBt","SP","64440","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J","9095",NA,"Brasil","São Paulo",NA,"Numa capoeira, 2m alt., frutos imaturos","SP056304","SP056304",NA,"1961","08","30","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:11:05-03","IBt","SP","209845","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Kirizawa, M","1609",NA,"Brasil","São Paulo",NA,"Área de campo, arbusto de +-1,0m de alt., com fruto preto","SP056310","SP056310",NA,"1986","05","28","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:11:05-03","IBt","SP","209840","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Kirizawa, M","1614",NA,"Brasil","São Paulo",NA,"Picada um, arvoreta +-3,0m de alt., fruto verde avermelhado, folha carnosa","SP056309","SP056309",NA,"1986","05","28","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:11:05-03","IBt","SP","114129","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J","15426",NA,"Brasil","São Paulo",NA,NA,"SP056300","SP056300","Kirizawa, M","1969","04","02","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"1991","27258","auto","09","03",NA,NA,NA,NA,NA
"121","2019-11-21 10:11:05-03","IBt","SP","102221","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J; Mattos, N","14852",NA,"Brasil","São Paulo",NA,"Numa capoeira, arbusto com ca. de 2m de alt.","SP056302","SP056302",NA,"1967","07","27","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:11:05-03","IBt","SP","102936","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J; Mattos, N","14384",NA,"Brasil","São Paulo",NA,"Na mata virgem, arbusto de 3m de alt., em botões","SP056306","SP056306",NA,"1966","12","27","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:11:05-03","IBt","SP","111144","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J","15452",NA,"Brasil","São Paulo",NA,"Numa capoeira, arbusto com ca. 1,5m de alt., frutos maduros negros","SP056308","SP056308",NA,"1969","05","29","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:11:05-03","IBt","SP","111156","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Spreng.",NA,"Mattos, J","15436",NA,"Brasil","São Paulo",NA,"Numa capoeira, arbusto com ca. 2m de alt., frutos maduros","SP056307","SP056307",NA,"1969","05","29","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"125","2014-09-23 10:58:54-03","G","G","G00301879","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","TYPUS of Calyptranthes obovata Kiaersk.","Glaziou, A. F. M.","17662","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=235921&base=img&lang=en","G00301879","G00301879","Araujo, A. C. & E. Lucas","1889",NA,"00",NA,NA,"-42.9125","-22.48222222",NA,NA,"2011",NA,NA,"01","01",NA,"-42.9125","-22.48222222",NA,NA
