"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus"
"101","2020-12-11 11:43:20-03","UFMG","BHCB","92378","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Mota, RC da; Salino, A; Andrade, L","2499","2004","10","10","Brasil","Minas Gerais","Aiuruoca","Matutu.","-44.603099822998","-21.9755992889404","27460",NA,"Terrestre, perianto avermelhado.; Afloramento de granito.","auto","Southern America",NA,"BHCB055197","BHCB055197 BHCB055197_1",NA,NA,NA,NA,NA
"102","2020-12-11 11:43:20-03","UFMG","BHCB","107354","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2007","12",NA,"Mendes, MS; Brina, AE","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Congonhas","Mineração Casa de Pedra, Corpo Norte - CSN","-43.8577995300293","-20.4997005462646","16368",NA,"Herbáceo.; Campo rupestrre.","auto","Southern America",NA,"BHCB055193","BHCB055193",NA,NA,NA,NA,NA
"103","2020-12-11 11:43:20-03","UFMG","BHCB","24462","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2003","09",NA,"Teixeira, WA","s.n.","1993","08","30","Brasil","Minas Gerais","Itabirito","Pico do Itabirito, MBR.","-43.801399230957","-20.2532997131348","20553",NA,"Herbáceo, saxícola. Destitida de folhas na floração. Flores predominantemente avermelhadas. Apresenta bulbo tunicado.; Campo Rupestre. Afloramentos de hematita.","auto","Southern America",NA,"BHCB055167","BHCB055167",NA,NA,NA,NA,NA
"104","2020-12-11 11:43:20-03","UFMG","BHCB","47845","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Vasconcelos, MF de","s.n.","1999","06","09","Brasil","Minas Gerais","Aiuruoca","Pico do Papagaio","-44.603099822998","-21.9755992889404","27460",NA,"Herbáceo.; Campo.","auto","Southern America",NA,"BHCB055178",NA,"2000","2000",NA,NA,NA
"105","2020-12-11 11:43:20-03","UFMG","BHCB","92787","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Mota, RC da","2908","2005","05","20","Brasil","Minas Gerais","Aiuruoca","Pico do Papagaio, Matutu.","-44.603099822998","-21.9755992889404","27460",NA,"Erva terrestre; tépalas vermelho-alaranjadas com listra central e longitudinal verde até a metade do comprimento de cada segmento, filetes verdes na base e avermelhados no ápice.; Afloramento granítico.","auto","Southern America",NA,"BHCB055192","BHCB055192 BHCB055192_1",NA,NA,NA,NA,NA
"106","2020-12-11 11:43:20-03","UFMG","BHCB","17184","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2010","12",NA,"Martins, LD","s.n.","1989","01","02","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-44.1996994018555","-20.1432991027832","26639",NA,"Floração: pico em outubro.; Herbáceo. Flores terminais laranja e vermelho.; Campo rupestre.","auto","Southern America",NA,"BHCB055169","BHCB055169",NA,NA,NA,NA,NA
"107","2020-12-11 11:43:20-03","UFMG","BHCB","6740","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Pimenta, HR; Grandi, TSM","2078","1985","10","05","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344","14750",NA,"Herbáceo.; Campo rupestre.","auto","Southern America",NA,"BHCB055170","BHCB055170",NA,NA,NA,NA,NA
"108","2021-01-15 17:53:18-03","UFMG","BHCB","113726","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2010","12",NA,"Batista, JAN; Faria, MWF de; Borges, KS; El Bizri, HR","1656","2006","10","07","Brasil","Minas Gerais","Moeda","Serra da Moeda, Cerca de 33 km de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR. Morros a esquerda da pista em direção a Moeda, cerca de 3 km após o entroncamento com a BR-040.","-44.0527992248535","-20.3330993652344","14750",NA,NA,"auto","Southern America",NA,"BHCB055195","BHCB055195",NA,NA,NA,NA,NA
"109","2020-12-11 11:43:20-03","UFMG","BHCB","39182","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Salino, A","3593","1997","10","18","Brasil","Minas Gerais","Moeda","Serra da Moeda, Próximo a estrada que liga Moeda a BR-040.","-44.0527992248535","-20.3330993652344","14750",NA,"Erva terrestre, com flores rosadas e listradas.; Campo Rupestre.","auto","Southern America",NA,"BHCB055183","BHCB055183",NA,NA,NA,NA,NA
"110","2020-12-11 11:43:20-03","UFMG","BHCB","67759","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2000","10",NA,"Barreto, HLM","613","1933","06","18","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Herbácea, 0,4m. Flor vermelha.; Campo.","auto","Southern America",NA,"BHCB055179","BHCB055179",NA,NA,NA,NA,NA
"111","2020-12-11 11:43:20-03","UFMG","BHCB","21408","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Lombardi, JA; Tolêdo, FRN","251","1993","05","19","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Erva, sem folhas. Flor avermelhada no exterior e no interior com estrias vermelho-escuro e verdes.; Fendas na rocha. Campo Rupestre.","auto","Southern America",NA,"BHCB055168","BHCB055168",NA,NA,NA,NA,NA
"112","2020-12-11 11:43:20-03","UFMG","BHCB","113717","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2010","12",NA,"Batista, JAN; Munhoz, ACD","1647","2006","09","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, Vertente norte.","-43.6697006225586","-19.8799991607666","22051",NA,"Ocasional.; Erva terrestre. Bulbo completamente enterrado. Sépalas e pétalas vermelho escuro com faixa centro-longitudinal amarelo-esverdeada.; Nas fendas entre blocos de rocha.","auto","Southern America",NA,"BHCB055191",NA,NA,NA,NA,NA,NA
"113","2020-12-11 11:43:20-03","UFMG","BHCB","28403","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2000","10",NA,"Stehmann, JR; et al.","s.n.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,"Herbáceo, flores vermelhas.; Campo Rupestre.","auto","Southern America",NA,"BHCB055166","BHCB055166",NA,NA,NA,NA,NA
"114","2020-12-11 11:43:20-03","UFMG","BHCB","28403","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:43:20-03","UFMG","BHCB","92548","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Mota, RC da","2669","2004","11","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Próximo à Gruta do Padre Caio.","-43.4075012207031","-20.0746994018555","11966",NA,"Perianto avermelhado com nervura central internamente verde; região basal dos filetes e estilete branco esverdeado e região apical dos mesmos da cor do perianto.; Campo rupestre.","auto","Southern America",NA,"BHCB055194","BHCB055194",NA,NA,NA,NA,NA
"116","2020-12-11 11:43:20-03","UFMG","BHCB","33804","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Vasconcelos, CHF; Almeida, EAB; Silva, BM; Junior, JCS","s.n.","1996","11","06","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711","17082",NA,"Erva. Flores com o ápice das pétalas rosas coral e nervura central verde. Filetes verdes com o ápice rosa coral e estigma coral. Anteras amarelas.; Campo rupestre.","auto","Southern America",NA,"BHCB055184","BHCB055184",NA,NA,NA,NA,NA
"117","2018-10-04 09:37:00-03","MO","MOBOT","101072161","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","J. Dutilh",NA,NA,NA,"Hamilton P. Traub","Traub 409A","1951","6","18","Brazil",NA,NA,"Cultivated in greenhouse in Beltsville MD. Original Moldenke collection from Brasil.",NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"118","2018-10-04 09:37:00-03","MO","MOBOT","101072164","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","J. Dutilh",NA,NA,NA,"Hamilton P. Traub","Traub 409B","1951","6","18","Brazil",NA,NA,"Cultivated in greenhouse in Beltsville MD. Original Moldenke collection from Brasil.",NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"119","2018-06-19 10:50:00-03","MO","MOBOT","3030812","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","A. Campos-Rocha",NA,NA,NA,"Gerald L. Smith|P.F.M. Haberfeld|John G. Stutts|N.F.F. MacLeish","Smith 963","1980","9","27","Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia. Abrigo Reboucas. On rocky hillside in rich loam.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"2350.00000000",NA,NA,NA,NA
"120","2018-06-19 10:51:00-03","MO","MOBOT","3031053","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","A. Campos-Rocha",NA,NA,NA,"Gerald L. Smith|P.F.M. Haberfeld|John G. Stutts|N.F.F. MacLeish","Smith 962","1980","9","27","Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia. Abrigo Reboucas. On rocky hillside in rich loam.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"2350.00000000",NA,NA,NA,NA
"121","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","52659",NA,"Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","M.O.D. Pivari & J.O.A. Paucar/Nov.2016",NA,NA,NA,"J.O.A. Paucar; J.A.N. Batista","27","2016","09","13","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, trilha desde a Tronqueira até o Pico da Bandeira","-41.801944","-20.428056",NA,NA,"Herbácea, flor vermelha. Terrestre em bolsão de terra sobre ou entre rocha",NA,NA,NA,"MBML052659","MBML052659_1 MBML052659_2","2632","2632","41W48'7","20S25'41",NA
"122","2020-06-15 15:28:17-03","UNESP-RC","HRCB","64776","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Marcelo Trovó",NA,NA,NA,"Grupo Vermelho",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte Alta/Estrada antes do Abrigo Rebouças","-44.685939","-22.382139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º41'9.38W","22º22'55.70S",NA
"123","2020-06-15 15:28:17-03","UNESP-RC","HRCB","1904","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Oliveira, R.S.","2010","06","10","Cesar, O.",NA,"1981","11","26","Brasil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia",NA,NA,NA,NA,"Plantas rupícolas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-06-15 15:28:17-03","UNESP-RC","HRCB","74478","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Henrique Lauand Ribeiro",NA,NA,NA,"Ribeiro",NA,NA,NA,NA,"Brasil","Minas Gerais","Camanducaia","Distrito de Monte Verde, montanha da Pedra Partida","-46.013733","-22.886233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46º00.824'W","22º53.174'S",NA
"125","2019-05-23 11:07:27-03","UFLA","ESAL","14409","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Domingos, DQ","2017","06",NA,"Luciana Cardoso C.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,"erva; 0,50; avermelhada;; floresta",NA,NA,NA,NA,NA,"9","9","-44.999444","-21.245278",NA
"126","2019-05-23 11:07:27-03","UFLA","ESAL","23914","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Massensini, Jr A","2016","07","07","Mansanares, ME; Domingos, DQ; Zagotta Vital","2422","2011","09","17","Brasil","Minas Gerais","Minduri","Chapada do Abanador","-44.568333","-21.595556",NA,NA,"Projeto CSBC; Planta rupícola. Flor com télapas vermelhas, guias de néctar verde.",NA,NA,NA,NA,NA,NA,NA,"-44.568333","-21.595556",NA
"127","2019-05-23 11:07:27-03","UFLA","ESAL","28450","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Domingos, DQ",NA,NA,NA,"Domingos, DQ; Farsura, S","291",NA,NA,NA,"Brasil","Minas Gerais","Monte Verde","Camanducaia, trilha do chapéu do bispo sentido pico do selado",NA,NA,NA,NA,"erva; 50cm; ;",NA,NA,NA,NA,NA,"2","2",NA,NA,NA
"128","2019-06-10 10:10:02-03","FZB-BH","BHZB","2079","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum",NA,NA,NA,NA,NA,"Ordones, J.","408","2000","10","09","Brasil","MG","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555","11966",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-18 11:39:39-03","UERJ","HRJ","12890","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Ilaine Matos","2017","06","30","I.S.Matos","213","2017","02","26","Brasil","Rio de Janeiro","Itatiaia","Trilha para o Morro do Couto.","-44.5633010864258","-22.4960994720459","19648",NA,"Habito: Erva","auto",NA,NA,"HRJ00011948",NA,NA,NA,NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","3122800","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Dutilh, Julie H. A.",NA,NA,NA,"P. C. Hutchison & J. Paffaro","8940","1985","8","22","Brazil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516","21675","1",NA,"auto","South America - Neotropics",NA,"US00423187","US00423187_01",NA,NA,NA,NA,NA
"131","2019-07-16 10:35:58-03","UFSJ","HUFSJ","9462","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Costa, MTR; et al.","1253","2017","10","28","Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro, campo rupestre, acesso por trilha em frente à base do Exército.","-44.503994","-21.220764",NA,NA,"Erva 0,4 m de altura, flores vermelho-esverdeadas.",NA,NA,NA,"HUFSJ009462",NA,"116","116","-44.503994","-21.220764",NA
"132","2020-07-21 15:08:13-03","UNISANTA","HUSC","12047","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","A.C. Rocha-Neto","2017","08",NA,"P.S.P. Sampaio","1705","2017","07","25","Brasil","Minas Gerais","São Thomé das Letras","Parque Municipal Antonio Rosa.","-44.982678","-21.724942",NA,NA,"Erva com flores vermelhas; listras verdes na fauce de cada tépala.; Campo rupestre.",NA,NA,NA,NA,NA,"1300","1300","-44.982678","-21.724942",NA
"133","2019-11-01 15:12:43-03","UnB","UB","67349","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Dutilh, J","2013","10",NA,"Hunt, DR","6434","1966","07","25","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","19648",NA,"Apparently unharmed by 7º F frost wich occurred this night; Planalto, 2400 m","auto","Southern America",NA,"UB0000369","UB0000369",NA,NA,NA,NA,NA
"134","2014-09-23 10:56:35-03","G","G","G00098013","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","damazianum","Hippeastrum damazianum","Beauverd","?",NA,NA,NA,"Damazio, L. B.","1481","1904",NA,"00","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=112184&base=img&lang=en",NA,"AMERIQUE DU SUD",NA,"G00098013","G00098013",NA,NA,"-53.08972222","-10.77305556","TYPUS of Hippeastrum damazianum Beauverd"
