"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","year","stateProvince","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"238","2020-07-23 12:21:46-03","CEPLAC","CEPEC","28960","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","L. A. Mattos-Silva",NA,"Brasil","5Km SW Olivença, estrada Estação Hidromineral/Vila Brasil.",NA,NA,NA,NA,NA,NA,NA,NA,"1475","1982","Bahia",NA,"J. R. Pirani","02","08","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA
"239","2020-07-23 12:21:46-03","CEPLAC","CEPEC","26573","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","S. A. Mori",NA,"Brasil","Rod. Itanagra/Subaúma, 8Km a W de Itanagra.",NA,NA,NA,NA,NA,NA,NA,NA,"14118","1981","Bahia",NA,"J. R. Pirani","05","26","ITANAGRA","-38.0416984558105","-12.2630996704102",NA,NA,"20708","auto",NA,NA,NA,NA,NA,NA,"30/12/1999",NA,NA
"240","2020-07-23 12:21:46-03","CEPLAC","CEPEC","26563","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","S. A. Mori",NA,"Brasil","Rod. Itanagra/Subaúma, 8Km a W de Itanagra.",NA,NA,NA,NA,NA,NA,NA,NA,"14131","1981","Bahia",NA,"J. R. Pirani","05","27","ITANAGRA","-38.0416984558105","-12.2630996704102",NA,NA,"20708","auto",NA,NA,NA,NA,NA,NA,"30/12/1999",NA,NA
"241","2020-07-23 12:21:46-03","CEPLAC","CEPEC","84812","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A. M. Amorim",NA,"Brasil","Ramal que leva a torre de transmissão, ca. 3,4Km a partir do acesso que liga a cidade BR-116",NA,NA,NA,NA,NA,NA,NA,NA,"2716","1999","Bahia",NA,"J. R. Pirani","04","08","JEQUIÉ","-40.0835990905762","-13.8575000762939",NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA
"242","2020-07-23 12:21:46-03","CEPLAC","CEPEC","138875","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","J.M. Braga",NA,"Brasil",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"5628",NA,"Espírito Santo",NA,"Pirani, J.R.",NA,NA,"guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-11-19 14:06:32-03","Unimontes","MCMG","245","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.",NA,"Brasil","APA do Rio PandeirosAGROPOP",NA,NA,"Regeneração Natural",NA,NA,NA,"A. St.-Hil.",NA,"181","2008","Minas Gerais",NA,"Santos R.M.","05","11","Janúaria","-44.3616981506348","-15.4881000518799",NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-09-22 13:49:02-03","USP","SPFW","5078","PreservedSpecimen","Plantae","Rutaceae","Fagara","nigra","Fagara nigra","Sem coletor",NA,"Brasil",NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,"(Mart.) Engl.",NA,"s.n.",NA,"Distrito Federal",NA,"Serviço Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-04-08 17:13:12-03","UESB","HUESB","7445","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Oliveira, M.N.; Silva, G.S.; Silva, G.S.",NA,"Brasil","Fazenda Corralinho",NA,NA,"Árvore. Folhas alternas, compostas, imparipenadas, margem denteada, margem inteira.#?#Inflorescência em cachos, brotos florais verdes. Planta com espinho.&nf;; Floresta Estacional Decidual","HUESB000007445","Dicotyledoneae",NA,"A.St.-Hil.",NA,"463","2011","Bahia",NA,"Pirani, J.R.","12","06","Maracás","-40.751556","-13.8875",NA,NA,NA,NA,"-40.751556","-13.8875","2012","12","20",NA,NA,NA,NA
"246","2015-02-26 09:30:28-03","NHMLondon","NHM-LONDON-BOT","BM000798309","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:4990686",NA,NA,NA,NA,"St Hil.","Syntype","3299",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA
"247","2015-02-26 09:30:28-03","NHMLondon","NHM-LONDON-BOT","BM000798310","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:4990687",NA,NA,NA,NA,"St Hil.","Isolectotype","3299","1841","Bahia",NA,NA,"01","01",NA,"-41.844147","-13.442881",NA,NA,NA,NA,"-41.844147","-13.442881","1995","01","01",NA,NA,NA,NA
"248","2020-11-12 17:03:16-03","UEL","FUEL","34860","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Correa, PL",NA,"Brasil","Fazenda Cia. Cervejaria Brahma, Cervejaria Brahma",NA,NA,NA,NA,"Tracheophyta","Sapindales","Mart.",NA,"256","1996","São Paulo",NA,NA,"05","05","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-04 15:46:31-03","IF","SPSF","38121","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","América do Sul","Brasil","Estação Ecológica de Paranapanema",NA,NA,"COLETA: Mata.&nf;Árvore 8-9m, frutos verdes.; GEOGRAFIA: Trilha 4.;",NA,"Magnoliophyta","Sapindales","A. St.Hil.",NA,"1838","2007","SP",NA,"J.R.Pirani","05","17","Paranapanema","-48.770556","-23.51",NA,NA,NA,NA,NA,NA,"2008","04","22","Magnoliopsida",NA,NA,NA
"250","2021-03-04 15:46:31-03","IF","SPSF","45512","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","R.B.Torres & N.Figueiredo & A.R.de Oliveira","América do Sul","Brasil","Estação Ecológica",NA,NA,"COLETA: Mata Secundária.&nf;Arvoreta 6,5m altura; flores com corola branca, levemente perfumadas.; GEOGRAFIA: Interior da mata;",NA,"Magnoliophyta","Sapindales","A. St.Hil.",NA,"321","1987","SP",NA,"J.A.Pastore","12","09","Itaberá","-49.1300010681152","-23.8600006103516","624","624","29370","auto",NA,NA,"2012","01","19","Magnoliopsida",NA,NA,NA
"251","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Don, G","Southern America","Brazil",NA,NA,NA,"Forma foliis magis oblongis apicem versus paucicrenatis.",NA,NA,NA,"Engl.",NA,"138",NA,"Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Sello, HL","Southern America","Brazil","loco Brasiliae haud addicto",NA,NA,"Forma foliis magis oblongis apicem versus paucicrenatis.",NA,NA,NA,"Engl.",NA,"2078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Blanchet, JS","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Engl.",NA,"3299",NA,"Bahia",NA,NA,NA,NA,"Jacobina","-40.5183","-11.1806",NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Blanchet, JS","Southern America","Brazil",NA,NA,NA,"Forma foliis magis oblongis apicem versus paucicrenatis.",NA,NA,NA,"Engl.",NA,"3752",NA,"Bahia",NA,NA,NA,NA,"Jacobina","-40.5183","-11.1806",NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","elegans","Zanthoxylum elegans","Riedel, L","Southern America","Brazil","In Brasilia, loco accuratius non addicto.",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.",NA,"861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2017-09-11 16:28:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Riedel, L","Southern America","Brazil","e.gr. in monte Telegrafhico, in Morro da Babylonia etc.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"98",NA,"Rio de Janeiro",NA,NA,NA,NA,"Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA
"257","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Gaudichaud Beaupré, C","Southern America","Brazil","e.gr. in monte Telegrafhico, in Morro da Babylonia etc.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"813",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Luschnath, B","Southern America","Brazil","e.gr. in monte Telegrafhico, in Morro da Babylonia etc.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"s.n",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Casaretto, G","Southern America","Brazil","e.gr. in monte Telegrafhico, in Morro da Babylonia etc.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"646",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Zanthoxylum","nitidum","Zanthoxylum nitidum","Saint-Hilaire, AFCP","Southern America","Brazil","in silvis prov. S. Paulo ad rivulum Sarapuhu, hand procul ad urbe Sorocaba.",NA,NA,"(non vidi)",NA,NA,NA,"A.St.-Hil.",NA,"s.n",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-21 10:18:49-03","IBt","SP","269932","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR; Kallunki, JA",NA,"Brasil","Rodovia para São Miguel das Matas e Amargosas, a 7 km do trevo com a BR101.",NA,NA,NA,"SP048956",NA,NA,"A.St.-Hil.",NA,"2700","1993","Bahia","SP048956","Pirani, JR","01","30","Santo Antonio de Jesus","-39.333333","-13",NA,NA,NA,NA,"-39.333333","-13","2002","05",NA,NA,NA,NA,NA
"262","2020-11-05 09:52:42-03","IBt","SP","316075","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Stannard, B; Queiroz, RF",NA,"Brasil","Mata do Criminoso.",NA,NA,NA,"SP048955",NA,NA,"A.St.-Hil.",NA,"H51989","1992","Bahia","SP048955","Pirani, JR","03","18","Abaíra","-41.8","-13.316667","1150","1150",NA,NA,"-41.8","-13.316667","2002","05",NA,NA,NA,NA,NA
"263","2020-11-12 15:23:48-03","IBt","SP","314472","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Félix, LP; et al.",NA,"Brasil",NA,NA,NA,NA,"SP048954",NA,NA,"A.St.-Hil.",NA,"s.n.","1996","Bahia","SP048954","Pirani, JR","01","15","Ibicoara","-41.2846984863281","-13.4105997085571",NA,NA,"34188","auto",NA,NA,"2002","05",NA,NA,NA,NA,NA
"264","2013-08-21 10:42:13-03","UM","RECOLNAT_UM_MPU","MPU013911","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","[Saint-Hilaire], A. de",NA,"Brésil","In sylvis primaevis provinciae Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu013911' target='other'> <mi>dwc_moreinfo</mi></a>","MPU013911",NA,NA,"A.St.-Hil.","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
