"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"212","2021-04-08 09:32:12-03","FEPAGRO","BLA","17340","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum subsp. guaraniticum","(Parodi) Roseng., B.R.Arrill. & Izag.","I. L. Barreto",NA,"1955","05","16",NA,"Brasil","Rio Grande do Sul","Posto Zootécnico",NA,"Ex BLA 1227 B.Habitat: Campo natural","BLA017340",NA,NA,"Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"subsp. guaraniticum","93142","auto",NA,NA,NA,NA,NA
"213","2021-02-18 17:09:18-03","FEPAGRO","BLA","1818","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Posto Zootécnico da Fronteira",NA,"Data de Coleta: 11/1955.Habitat: Campo nativo comum","BLA001818",NA,"T. Canto-Dorow","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto","1993","02","01",NA,NA
"214","2021-02-18 17:09:18-03","FEPAGRO","BLA","1820","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Posto Zootécnico da Fronteira",NA,"Data de Coleta: 11/1955.Habitat: Em campo natural","BLA001820",NA,"T. Canto-Dorow","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto","1993","02","01",NA,NA
"215","2021-02-18 17:09:20-03","FEPAGRO","BLA","487","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Data de Coleta: 12/1953. Ex Herbário da Faculdade de Agronomia e Veteri-nária da UFRGS.Habitat: Solo médio, muito fértil","BLA000487",NA,"T. Canto-Dorow","Venâncio Aires","-52.1918983459473","-29.6063995361328",NA,NA,NA,NA,NA,NA,NA,NA,"37026","auto","1992","03","25",NA,NA
"216","2021-02-18 17:09:18-03","FEPAGRO","BLA","489","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Data de coleta 12/1953Habitat: Campo baixo e úmido, solo fértil.","BLA000489",NA,"T. Canto-Dorow","Venâncio Aires","-52.1918983459473","-29.6063995361328",NA,NA,NA,NA,NA,NA,NA,NA,"37026","auto","1992","03","25",NA,NA
"217","2021-02-18 17:09:20-03","FEPAGRO","BLA","691","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Próximo à cidade",NA,"Data de Coleta: 02/1953.Habitat: Na margem da estrada","BLA000691",NA,"T. Canto-Dorow","Venâncio Aires","-52.1918983459473","-29.6063995361328",NA,NA,NA,NA,NA,NA,NA,NA,"37026","auto","1993","02","01",NA,NA
"218","2020-08-26 10:50:31-03","MCN-FZBRS","HAS","5325","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Paspalum","cf. guaraniticum","Paspalum cf. guaraniticum","L.R. Parodi","Ungaretti, I.","681","1977","09",NA,NA,"Brasil","Rio Grande do Sul","Polo Petroquímico",NA,"primeiro quadrado ; sp 13; sub-bosque de Acacias","HAS0005325",NA,"Irgang, B.","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,NA,NA,"21601","auto","1977","12",NA,NA,NA
"219","2019-11-21 10:16:26-03","IBt","SP","373421","S","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Larrosa; et al.","3","1972","10","29",NA,"Brasil","Rio Grande do Sul","Campus IPEAS-UFPEL.",NA,NA,"SP036646","SP036646",NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"220","2019-11-21 10:16:26-03","IBt","SP","373420","S","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Valério; et al.","46","1972","10","10",NA,"Brasil","Rio Grande do Sul","Campus IPEAS-UFPEL.",NA,NA,"SP036645","SP036645",NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"221","2019-11-21 10:16:26-03","IBt","SP","373419","S","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Zilio; et al.","25","1972","09","10",NA,"Brasil","Rio Grande do Sul","Campus IPEAS-UFPEL.",NA,NA,NA,NA,NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"222","2019-11-21 10:16:26-03","IBt","SP","316306","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Quarín, C; Urbani, M; Espinoza, F","4177","1996","11","26","Southern America","Argentina","Corrientes","15 km S de Corrientes, Puente Pesoa.",NA,NA,"SP036809","SP036809","Quarín, C","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA
"223","2019-11-21 10:16:26-03","IBt","SP","51263","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Orse, L; Hitchcock, I","s.n.","1935","10","23",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"SP036810","SP036810","Canto-Dorow, TS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,"10287","auto","1992","11","27",NA,NA
"224","2019-11-21 10:16:26-03","IBt","SP","138426","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum guaraniticum","(Parodi) Roseng., B.R.Arrill. & Izag.","Rambo, B","44049","1949","10","24",NA,"Brasil","Rio Grande do Sul","Barreto Viana, próximo a São Leopoldo.",NA,NA,"SP036811","SP036811","De Leon, J","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,"guaraniticum","10287","auto","1973",NA,NA,NA,NA
"225","2019-11-21 10:16:26-03","IBt","SP","215666","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sendulsky, T","1658","1975","02",NA,NA,"Brasil","São Paulo","Coleção de gramíneas do Instituto de Pesquisas IRI. Cultivada. Origem - Litoral, SP. Fonte RS 203.",NA,NA,"SP036808","SP036808","Oliveira, RC","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto","1996","12","12",NA,NA
"226","2019-11-21 10:16:26-03","IBt","SP","215679","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sendulsky, T","1657","1975","02",NA,NA,"Brasil","São Paulo","Coleção de gramíneas do Instituto de Pesquisas IRI. Cultivada. Origem - RS. Fonte 643. Introdução 1968.",NA,NA,"SP036812","SP036812","Canto-Dorow, TS","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto","1992","11","27",NA,NA
"227","2019-11-21 10:16:26-03","IBt","SP","215621","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sendulsky, T","1659","1975","02",NA,NA,"Brasil","São Paulo","Coleção de gramíneas do Instituto de Pesquisas IRI. Cultivada. Origem - RS. Fonte RS 606. Introdução 1968.",NA,NA,"SP036807","SP036807","Canto-Dorow, TS","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto","1992","11","27",NA,NA
