"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"239","2020-07-23 12:02:10-03","CEPLAC","CEPEC","67418","PreservedSpecimen","Plantae","Caesalpiniaceae","Senna","angulata","Senna angulata miscadena",NA,"J. M. Vimercat",NA,"Brasil",NA,NA,NA,NA,NA,NA,"miscadena",NA,"J. G. Jardim","195","1984","06","13","Espírito Santo","SANTA TERESA","Sem informação.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,"30/12/1996"
"240","2020-11-12 16:59:40-03","UEL","FUEL","16258","PreservedSpecimen","Plantae","Leguminosae","Senna","angulata","Senna angulata",NA,"Torres, RB; Borges, TS",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"(Vogel) H.S.Irwin & Barneby","Torres, RB","1046","1999","12","21","Minas Gerais","Camanducaia","Próximo a Mata do Altair, UTM = 23 405107W 7489 868N; 5300 PÉS","-45.923889","-22.695833",NA,NA,NA,"2003","-45.923889","-22.695833","03",NA,NA,NA,NA,NA,NA,NA
"241","2020-11-12 16:59:40-03","UEL","FUEL","7458","PreservedSpecimen","Plantae","Leguminosae","Senna","angulata","Senna angulata",NA,"Francisco das Chagas e Silva",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"(Vogel) H.S.Irwin & Barneby","Tamashiro, JY","794","1985","08","02","Mato Grosso do Sul","Corumbá","Arredores de Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,"1999",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"242","2019-11-01 15:00:49-03","UnB","UB","128116","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Iri","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"1050","1965",NA,NA,"São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA
"243","2019-11-01 15:00:49-03","UnB","UB","128058","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Heringer, EP","Southern America","Brasil",NA,NA,"Flores amarelas.; Cerrado",NA,"Dicotyledoneae",NA,"angulata","(Vogel) H.S. Irwin & Barneby","Barneby, R","7497","1960","05","06","Minas Gerais",NA,"Margem da Rodovia Brasília, 12km além de Paraopeba",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-11-01 15:00:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Irwin, HS","Southern America","Brasil",NA,NA,"Arching few-branched shrub to ca. 2 m long. Corolla yellow to yellow-orange; Wooded middle slopes",NA,"Dicotyledoneae",NA,"angulata","(Vogel) H.S. Irwin & Barneby","Barneby, R","30520","1971","01","16","Minas Gerais",NA,"Serra da Piedade, ca. 40 km E of Belo Horizonte, near BR-31",NA,NA,NA,"1800","1800","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-11-01 15:00:49-03","UnB","UB","128059","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Barreto, M","Southern America","Brasil",NA,NA,"Flor amarela.; Arbusto 2m.",NA,"Dicotyledoneae",NA,"angulata","(Vogel) H.S. Irwin & Barneby","Barreto, M","10184","1939","04","28","Minas Gerais","Belo Horizonte","Estação Experimental","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"246","2019-11-01 15:00:49-03","UnB","UB","128060","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Belém, RP","Southern America","Brasil",NA,NA,"Flor amarela.; Cipó.; Mata costeira",NA,"Dicotyledoneae",NA,"miscadena","(Vogel) H.S. Irwin & Barneby","Barreto, M","2448","1966","06","30","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799",NA,NA,NA,"1982",NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA
"247","2019-05-06 11:57:57-03","UFU","HUFU","56987","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Rocha, G.P.E.; Marques, D. & Hemsing, P.K.B.",NA,"Brasil",NA,NA,"Árvore de 3,5 metros. Cálice verde, corola amarelo geme; Cerradão","HUFU00010163",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","103","2010","04","09","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Trilha dos Mourões, vereda do fundo","-48.2771987915039","-18.9186000823975","HUFU00010163",NA,NA,"2016",NA,NA,"08","22","58223","auto",NA,NA,NA,NA
"248","2019-05-06 11:57:57-03","UFU","HUFU","50173","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Bordon, N.; Réu Jr. & W.",NA,"Brasil",NA,NA,NA,"HUFU00010150",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","s.n.","2007","04","10","Minas Gerais","Uberlândia","Fazenda Água Limpa","-48.2771987915039","-18.9186000823975","HUFU00010150",NA,NA,"2013",NA,NA,"08",NA,"58223","auto",NA,NA,NA,NA
"249","2020-08-20 20:38:56-03","UFSC","FLOR","26070","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Bresolin, A.",NA,"Brasil",NA,NA,"escandente, flor amarela","FLOR0026070",NA,"Fabales","miscadena","(Vogel) H.S.Irwin & Barneby","Smith, S.F.","534","1972","04","05","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,"150","150","1992",NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA
"250","2021-03-04 15:43:25-03","IF","SPSF","39274","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.Esteves & R.C.Sousa & D.Souza & J.M.Silva","América do Sul","Brasil",NA,NA,"COLETA: Árvore, 10m. Flores amarelas.; GEOGRAFIA: Trilha das Garças;",NA,"Magnoliophyta","Fabales",NA,"(Vogel) Irwin & Barneby","G.A.D.C. Franco","300","2008","01","28","SP","São Paulo","Parque Estadual do Jaraguá","-46.762222","-23.473611",NA,"784","784","2008",NA,NA,"05","06",NA,NA,NA,"Magnoliopsida",NA,NA
"251","2021-03-04 15:43:25-03","IF","SPSF","40003","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"F.M.Souza & N.M.Ivanaukas & J.T.Lira","América do Sul","Brasil",NA,NA,"COLETA: Árvore, 5m. Frutos imaturos verdes.; GEOGRAFIA: Trilha do Mauro;",NA,"Magnoliophyta","Fabales",NA,"(Vogel) H.S.Irwin & Barneby","G.A.D.C. Franco","1094","2008","04","22","SP","São Paulo","Parque Estadual do Jaraguá","-46.7675","-23.452778",NA,"998","998","2008",NA,NA,"05","20",NA,NA,NA,"Magnoliopsida",NA,NA
"252","2021-03-04 15:43:25-03","IF","SPSF","13450","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"J.B.Baitello","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Fabales",NA,NA,NA,"351","1990","04","26","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,"Magnoliopsida",NA,NA
"253","2021-03-04 15:43:25-03","IF","SPSF","21032","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"V.C.Souza & J.P.Souza","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Fabales",NA,NA,NA,"11358","1996","06","07","SP","Novo Horizonte","cerradao","-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,NA,NA,NA,NA,"32394","auto",NA,"Magnoliopsida",NA,NA
"254","2021-02-08 12:42:21-03","UFRGS","ICN","066888","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Sobral, M; Folli, DA","América do Sul","Brasil",NA,NA,"Arbusto apoiante em beira de mata; flores amarelas.","ICN00016030","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","4768",NA,NA,NA,"ES","Linhares","Reserva da Floresta do Rio Doce","-40.0722007751465","-19.3910999298096","ICN00016030",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"255","2021-02-08 12:42:21-03","UFRGS","ICN","144661","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Folli, DA","América do Sul","Brasil",NA,NA,"Trepadeira lenhosa; Flor e botão amarelos.; Ecossistema: Capoeira.","ICN00016032","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","3842","2001","03","14","ES","Linhares","Reserva Natural da CVRD. Estrada Aceiro Ceolin km 0 9","-40.0722007751465","-19.3910999298096","ICN00016032",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"256","2021-02-08 12:42:21-03","UFRGS","ICN","122411","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Bortoluzzi, RLC; Biondo, E","América do Sul","Brasil",NA,NA,"Liana. Flores amarelas","ICN00016031","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","1190","2002","03","21","PR","Morretes","BR 277, em direção a Paranaguá. S 25° 33' 64/W 48° 48' 88","-48.802222","-25.551667","ICN00016031",NA,NA,NA,"-48.802222","-25.551667",NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-02-08 12:42:21-03","UFRGS","ICN","135475","S","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Martinelli, G","América do Sul","Brasil",NA,NA,"Doação do herbário RB; Subarbusto rastejante,heliófila, saxicola, folhas discolores,flores com cálice verde, corola amarela estames amarelos, botões florais verde-amarelo.","ICN00016034","Dicotyledon",NA,"angulata","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","2249","1977","05","15","ES","São Mateus","Reserva Florestal de Sooretama. Lagoa do Macaco","-39.8588981628418","-18.716100692749","ICN00016034","30","30",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA
"258","2021-02-08 12:42:21-03","UFRGS","ICN","068677","S","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Occhioni, P","América do Sul","Brasil",NA,NA,"Arbusto copado; flor amarela ouro, ornamental.; Campo seco.","ICN00016033","Dicotyledon",NA,"miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","8553","1978","05","27","SP","Raposo Tavares","Estrada Raposo Tavares próximo a Itapetininga",NA,NA,"ICN00016033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-21 10:06:29-03","IBt","SP","13213","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"s.col.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","s.n.",NA,NA,NA,NA,NA,"Sem procedência",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-21 10:06:29-03","IBt","SP","78125","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Heringer, EP",NA,"Brasil",NA,NA,NA,"SP024840",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Irwin, HS; Barneby, RC","7497","1960","05","06","Distrito Federal","Brasília","Margem da rodov. Brasilia 12km além de Paraopeba, MG, cerrado","-47.9296989440918","-15.7797002792358","SP024840",NA,NA,"1982",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"261","2019-11-21 10:06:29-03","IBt","SP","38005","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Mello Barreto",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","5998","1933","04","07","Minas Gerais","Belo Horizonte","Jardim Botânico, sujo","-43.937801361084","-19.9207992553711",NA,NA,NA,"1994",NA,NA,"05",NA,"17082","auto",NA,NA,NA,NA
"262","2019-11-21 10:06:29-03","IBt","SP","285397","S","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Pirani, JR; Mello-Silva, R; Fernandes, JB; Ferreira, AG; Simão, R",NA,"Brasil",NA,NA,NA,NA,NA,NA,"miscadena","(Vogel) H.S.Irwin & Barneby","Barneby, RC","2550","1989","10","24","Minas Gerais","Caparaó","Serra do Caparaó, Encosta da serra, abaixo do Parque Nacional","-41.9043998718262","-20.523099899292",NA,NA,NA,"1995",NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA
"263","2019-11-21 10:06:29-03","IBt","SP","42661","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Williams, LO; Assis, V",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","6735","1945","04","22","Minas Gerais","Santa Luzia","In campo between Venda Nova and Vespasiano","-43.8513984680176","-19.7696990966797",NA,"900","1000","1990",NA,NA,"06",NA,"19939","auto",NA,NA,NA,NA
"264","2019-11-21 10:06:29-03","IBt","SP","24790","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Hoehne, FC",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","s.n.","1914","07",NA,"Rio de Janeiro","Rio de Janeiro","Meyer. Ex Herv. Hoehne 17","-43.2075004577637","-22.9027996063232",NA,NA,NA,"1990",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"265","2019-11-21 10:06:29-03","IBt","SP","328792","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Hoehne, W",NA,"Brasil",NA,NA,NA,"SP024838",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"s.n.","1951","10","26","São Paulo","Jales","Pastos do Retiro","-50.5400009155273","-20.2600002288818","SP024838",NA,NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA
"266","2019-11-21 10:06:29-03","IBt","SP","123411","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Moura, C",NA,"Brasil",NA,NA,NA,"SP024839",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","89","1963","01","18","São Paulo","Matão","Cultivada na Fazenda Experimental do IBEC","-48.3600006103516","-21.6000003814697","SP024839",NA,NA,"1994",NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA
"267","2019-11-21 10:06:29-03","IBt","SP","15134","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Gehrt, A",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossi, L","s.n.",NA,NA,NA,"São Paulo","São Paulo","Horto Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1994",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"268","2014-09-23 10:57:50-03","G","G","G00370795","S","Plantae","Fabaceae","Senna","angulata","Senna angulata","TYPUS of Cassia angulata var. angustifolia Benth.","Casaretto, G.","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00370795",NA,NA,NA,"(Vogel) H. S. Irwin & Barneby","Barneby, R.","2941",NA,NA,NA,"Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"1982","-45.44222222","-18.78777778","01","01",NA,NA,NA,NA,NA,NA
"269","2014-09-23 10:57:50-03","G","G","G00370789","S","Plantae","Fabaceae","Senna","angulata","Senna angulata","ISOTYPUS of Cassia angulata Vogel","Sellow, F.","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00370789",NA,NA,NA,"(Vogel) H. S. Irwin & Barneby","Barneby, R.","1357",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"1982","-53.08972222","-10.77305556","01","01",NA,NA,NA,NA,NA,NA
