"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"203","2021-02-08 12:36:24-03","UFRGS","ICN","019052","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Christ, AL","2019","05",NA,"Augusto, I","1941","09","08","Brasil","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","RS",NA,NA,"29946","auto",NA,NA,NA
"204","2021-02-08 12:36:24-03","UFRGS","ICN","007969","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Grossi, MA","2019",NA,NA,"Porto, ML","1971","03","10","Brasil","Porto Alegre","Ponta Grossa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","RS",NA,"erva, flores brancas; junto às pedras da praia","29946","auto",NA,NA,NA
"205","2021-02-08 12:36:25-03","UFRGS","ICN","088545","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Grossi, MA","2019",NA,NA,"Sobral, M","1984","04",NA,"Brasil","São Francisco de Paula","Josafá","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"3001","América do Sul","RS",NA,NA,"76715","auto",NA,NA,NA
"206","2021-02-08 12:36:25-03","UFRGS","ICN","065197","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Grossi, MA","2019",NA,NA,"Sobral, M","1984","04",NA,"Brasil","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"2962","América do Sul","RS",NA,"erva, capítulos brancos; em campo pedregoso na encosta de morro","41667","auto",NA,NA,NA
"207","2021-02-08 12:36:24-03","UFRGS","ICN","048141","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Grossi, MA","2019",NA,NA,"Irgang, B; Longhi, H","1979","07",NA,"Brasil","Viamão","Turfeira da FazendaB. Caldas, Águas Claras","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","RS",NA,"ocorre em solos com PH entre 2 e 5","41667","auto",NA,NA,NA
"208","2019-11-21 10:00:42-03","IBt","SP","45389","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Cabrera, AL","1941","03","06","Argentina","San Nicolás","Barrancas del Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7148","Southern America","Buenos Aires",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-21 10:00:42-03","IBt","SP","45407","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Cabrera, AL","1941","02","19","Uruguai","Punta Ballena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7124",NA,"Maldonado",NA,NA,NA,NA,NA,NA,NA
"210","2019-11-21 10:00:42-03","IBt","SP","53130","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Rosengurtt","1937","05","18","Uruguai",NA,"Cerro Pan de Azucar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N-1842",NA,"Maldonado",NA,NA,NA,NA,NA,NA,NA
"211","2019-11-21 10:00:42-03","IBt","SP","53898","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Montes, JE","1946","01","29","Argentina","Loreto",NA,NA,NA,NA,NA,"220","220",NA,NA,NA,NA,"1837","Southern America","Candelaria",NA,NA,NA,NA,NA,NA,NA
"212","2019-11-21 10:00:42-03","IBt","SP","58761","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Krapovickas, A","1947","04","17","Argentina","Olavarria","Sierra Chica",NA,NA,NA,NA,"150","150",NA,NA,NA,NA,"3337","Southern America","Buenos Aires",NA,NA,NA,NA,NA,NA,NA
"213","2019-11-21 10:00:42-03","IBt","SP","58762","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Krapovickas, A","1947","04","20","Argentina","Olavarria","Cerro Redondo",NA,NA,NA,NA,"290","290",NA,NA,NA,NA,"3367","Southern America","Buenos Aires",NA,NA,NA,NA,NA,NA,NA
"214","2019-11-21 10:00:42-03","IBt","SP","85816","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Woolston, AL","1957","04","21","Paraguai","Alto Paraguay","Primavera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"815",NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA
"215","2019-11-21 10:00:42-03","IBt","SP","76685","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Afonso, L","1949","03","26","Brasil","Canoas",NA,"-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Rio Grande do Sul",NA,NA,"8037","auto",NA,NA,NA
"216","2019-11-21 10:00:42-03","IBt","SP","49235","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Simão Bianchini, R","2016","04","01","Eugenio Leite, J","1941","03",NA,"Brasil","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,"2626",NA,"Rio Grande do Sul",NA,NA,"10287","auto",NA,NA,NA
