"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"100","2019-10-07 09:23:57-03","UEFS","HUEFS","173851","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Braga, J.M.A.","4149","1997","06","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Lago Azul, próximo da estrada.","-44.566667","-22.25",NA,NA,"HUEFS0173851","650","HUEFS0173851",NA,NA,NA,NA,NA,"44W34'0''","22S15'0''","650","Rosanae",NA,NA,NA,NA
"101","2019-09-04 18:30:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia",NA,NA,"Beyrich",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"102","2015-07-21 14:41:15-03","F","FMNH-SEEDPLANTS","V0309935F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309935F",NA,"V0309935F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"103","2015-07-21 14:41:15-03","F","FMNH-SEEDPLANTS","V0309936F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309936F",NA,"V0309936F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"104","2015-07-21 14:41:15-03","F","FMNH-SEEDPLANTS","V0309937F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309937F",NA,"V0309937F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"105","2017-04-07 11:01:37-03","F","FMNH-SEEDPLANTS","V0418868F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia",NA,NA,"A. P. Duarte","5827","1961","5","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0418868F",NA,"V0418868F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"106","2019-01-25 15:39:18-02","IAC","IAC","53824","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","G.A.D.C. Franco","F.M. Souza; N.M. Ivanauskas & D. Souza","1134","2009","09","04",NA,"Brasil","São Paulo","Iporanga","Parque Estadual Turístico do Alto Ribeira, Núcleo Bulha d#?#agua, trilha do Bueno","-48.5931","-24.5856",NA,"Coordenadas do material: SAD 69, Zona 22J, 24º20#?#12S, 48º30#?#41W, 569 m",NA,NA,NA,NA,NA,"2010","01","29","-48.5931","-24.5856",NA,NA,NA,NA,NA,NA
"107","2020-08-17 16:11:10-03","CEPLAC","CEPEC","132171","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia",NA,"A. Joffily","J. M. A. Braga","4149","1997","06","15",NA,"Brasil","Rio de Janeiro","ITATIAIA","Parque Nacinal do Itatiaia. Lago Azul, próximo da estrada.","-44.75","-22.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W45'0","22S28'0",NA,NA,NA,NA,NA,"27/11/2002"
"108","2020-08-17 16:11:10-03","CEPLAC","CEPEC","76623","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia",NA,"M. Groppo Jr.","J. G. Jardim","1229","1998","01","15",NA,"Brasil","Bahia","ALMADINA","Rod. Almadina/Ibitupã, entrada ca. 5Km ao W da sede do muncipio. Faz. Cruzeiro do Sul. Serra dos Sete Paus.ca. 8Km da entrada. Área do Inventário Florestal e Fitossociologico.","-39.696111","-14.735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W41'46","14S44'6",NA,NA,NA,NA,NA,"30/03/2003"
"109","2019-11-01 14:56:11-03","UnB","UB","121416","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Custódio Filho, A","Custódio Filho, A","276","1980","07","09","Southern America","Brasil","São Paulo","Cunha","Reserva Florestal","-44.833333","-23.166667",NA,"Flores creme.; Árvore 12m.",NA,NA,NA,NA,NA,NA,NA,NA,"-44.833333","-23.166667",NA,NA,NA,NA,NA,NA
"110","2021-03-04 15:42:21-03","IF","SPSF","04702","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","((Reissek)) Biral","I.S. Marques","E.Schwebel","62",NA,NA,NA,"América do Sul","Brasil","SP","Serra de Paranapiacaba",NA,NA,NA,NA,"COLETA: Nome Vulgar - Pirema Meúda;",NA,NA,NA,NA,NA,"2020","03","12",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"111","2021-03-04 15:42:21-03","IF","SPSF","06157","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","((Reissek)) Biral","I.S. Marques","A.Custodio Filho & A.C.Dias","276","1980","07","12","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,"COLETA: Árvore de 12 m de altura. Flores na cor creme.; GEOGRAFIA: Em margens do Rio Paraibuna.;",NA,NA,NA,"38855","auto","2020","03","12",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"112","2021-03-04 15:42:21-03","IF","SPSF","29791","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","((Reissek)) Biral","I.S. Marques","F.T.Farah","2208","2001","04","13","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273",NA,"COLETA: Árvore com aprox. 4 m de altura. Frutos castanhos.; GEOGRAFIA: Floresta ribeirinha, ao longo do Rio Mambu. Coordenadas Geográficas 23S59'21'' , 46W46'31''.;",NA,"750",NA,"53584","auto","2020","03","12",NA,NA,"750","Magnoliopsida",NA,NA,NA,NA
"113","2017-09-11 17:09:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Beyrich, HC","s.n.",NA,NA,NA,NA,"?",NA,NA,"prope urbem principalem",NA,NA,NA,NA,NA,NA,"P11P1N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:09:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Rio de Janeiro in silvaticis ad Mandiocca",NA,NA,NA,NA,NA,NA,"P11P1N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:03:08-03","IBt","SP","426246","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Almeida Scabbia, RJ","Santos, A; Almeida Scabbia, RJ; Yang, AMK; Costa, PO","65","2008","09","11",NA,"Brasil","São Paulo","Santo André","Parque Andreense, Rua Pombo Correio","-46.26942","-23.464939",NA,NA,NA,NA,NA,NA,NA,"2008","10","08","-46.26942","-23.464939",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:03:08-03","IBt","SP","309097","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Fávero, OA; Prado, DM","781","1993","02","21",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Despraiado na trilha para o Queimado e também atrás da casa da Dona Diva","-47.5499992370605","-24.7000007629395",NA,"Árvore espontânea, infrutescência em cacho e com bolinhas verde amareladas, exudato - látex, em pequena quantidade",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-18 08:30:33-03","IBt","SP","665","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Schwebel, E","62","1928","08","29",NA,"Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:03:08-03","IBt","SP","360937","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Benedito, ALD","3","2001","08","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Árvore, ca. 6m alt., coletada na trilha dois",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:03:08-03","IBt","SP","76025","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Sugiyama, M","Kuhlmann, M","3159","1946","10","26",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Arbusto da mata",NA,NA,NA,"27258","auto","1986","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:03:08-03","IBt","SP","115998","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Kirizawa, M","Mattos, JR","13902","1966","09","30",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,"Na mata virgem, arbusto de 1,8m alt., flores carnosas, verde amareladas, filetes verde amareladas",NA,NA,NA,"27258","auto","1986","05","19",NA,NA,NA,NA,NA,NA,NA,NA
