familia,especie_autor,especie,cat_ameaca_sp
Orchidaceae,Octomeria palmyrabellae Barb.Rodr.,Octomeria palmyrabellae,VU
Orchidaceae,Octomeria praestans Barb.Rodr.,Octomeria praestans,EX
Orchidaceae,Octomeria recchiana Hoehne,Octomeria recchiana,EX
Orchidaceae,Octomeria truncicola Barb.Rodr.,Octomeria truncicola,VU
Orchidaceae,Octomeria wawrae Rchb.f.,Octomeria wawrae,EX
Orchidaceae,Octomeria wilsoniana Hoehne,Octomeria wilsoniana,EX
Orchidaceae,Pabstia jugosa (Lindl.) Garay,Pabstia jugosa,EN
Orchidaceae,Pabstiella carinifera (Barb.Rodr.) Luer,Pabstiella carinifera,VU
Orchidaceae,Phragmipedium vittatum (Vell.) Rolfe,Phragmipedium vittatum,VU
Orchidaceae,Phymatidium vogelii Pabst,Phymatidium vogelii,VU
Orchidaceae,Pogoniopsis schenckii Cogn.,Pogoniopsis schenckii,EX
Orchidaceae,Pteroglossa hilariana (Cogn.) Garay,Pteroglossa hilariana,EX
Orchidaceae,Rodriguezia rigida (Lindl.) Rchb.f.,Rodriguezia rigida,VU
Orchidaceae,Sarcoglottis alexandrii Schltr. ex. Mansf.,Sarcoglottis alexandrii,EX
Orchidaceae,Sarcoglottis uliginosa Barb.Rodr.,Sarcoglottis uliginosa,VU
Orchidaceae,Saundersia mirabilis Rchb.f.,Saundersia mirabilis,EN
Orchidaceae,Scuticaria itirapinensis Pabst,Scuticaria itirapinensis,CR
Orchidaceae,Scuticaria strictifolia Hoehne,Scuticaria strictifolia,EX
Orchidaceae,Thysanoglossa jordanensis Porto & Brade,Thysanoglossa jordanensis,EN
Orchidaceae,Trichocentrum albococcineum Lindl. Belg.,Trichocentrum albococcineum,VU
Orchidaceae,Vanilla dietschiana Edwall,Vanilla dietschiana,VU
Orchidaceae,Veyretia rupicola (Garay) F.Barros,Veyretia rupicola,EX
Orchidaceae,Warczewiczella wailesiana (Lindl.) Rchb.f. ex E.Morren,Warczewiczella wailesiana,EN
Orchidaceae,Zygostates pellucida Rchb.f.,Zygostates pellucida,EN
Orobanchaceae,Agalinis communis (Cham. & Schltdl.) D´Arcy,Agalinis communis,EN
Orobanchaceae,Agalinis ramulifera Barringer,Agalinis ramulifera,EX
Orobanchaceae,Buchnera amethystina Cham. & Schltdl.,Buchnera amethystina,EX
Orobanchaceae,Escobedia grandiflora (L.f.) Kuntze,Escobedia grandiflora,EN
Orobanchaceae,Melasma rhinanthoides (Cham.) Benth.,Melasma rhinanthoides,EX
Oxalidaceae,Oxalis arachnoidea Progel,Oxalis arachnoidea,EN
Oxalidaceae,Oxalis hyalotricha Lourteig,Oxalis hyalotricha,EN
Passifloraceae,Passiflora campanulata Mast.,Passiflora campanulata,EW
Passifloraceae,Passiflora ischnoclada Harms,Passiflora ischnoclada,CR
Passifloraceae,Passiflora malacophylla Mast.,Passiflora malacophylla,EX
Passifloraceae,Passiflora racemosa Brot.,Passiflora racemosa,EW
Passifloraceae,Passiflora setulosa Killip,Passiflora setulosa,EW
Pentaphylacaceae,Ternstroemia cuneifolia Gardner,Ternstroemia cuneifolia,EX
Piperaceae,Peperomia adsurgens Yuncker,Peperomia adsurgens,EX
Piperaceae,Peperomia apiahyensis Yuncker,Peperomia apiahyensis,EX
Piperaceae,Peperomia clivicola Yuncker,Peperomia clivicola,EX
Piperaceae,Peperomia cooperi C.DC.,Peperomia cooperi,EX
Piperaceae,Peperomia diaphanoides Dahlst.,Peperomia diaphanoides,EX
Piperaceae,Peperomia emarginella C.DC.,Peperomia emarginella,EX
Piperaceae,Peperomia gardneriana Miq.,Peperomia gardneriana,EX
Piperaceae,Peperomia gracilis Dahlst.,Peperomia gracilis,EN
Piperaceae,Peperomia guarujana C.DC.,Peperomia guarujana,EX
Piperaceae,Peperomia hemmendorffii Yuncker,Peperomia hemmendorffii,EX
Piperaceae,Peperomia hernandiifolia (Vahl) A.Dietr.,Peperomia hernandiifolia,EX
Piperaceae,Peperomia hydrocotyloides Miq.,Peperomia hydrocotyloides,EX
Piperaceae,Peperomia itatiaiana Yuncker,Peperomia itatiaiana,EX
Piperaceae,Peperomia loefgrenii Yuncker,Peperomia loefgrenii,EX
Piperaceae,Peperomia mosenii Dahlst.,Peperomia mosenii,EX
Piperaceae,Peperomia oreophilla Hensch.,Peperomia oreophilla,EX
Piperaceae,Peperomia quadrifolia Miq.,Peperomia quadrifolia,EX
Piperaceae,Peperomia rostulatiformis Yuncker,Peperomia rostulatiformis,EX
Piperaceae,Peperomia schwackei C.DC.,Peperomia schwackei,EN
Piperaceae,Peperomia subrubrispica C.DC.,Peperomia subrubrispica,EX
Piperaceae,Peperomia trinervis Ruiz & Pav.,Peperomia trinervis,EN
Piperaceae,Peperomia turbinata Dahlst.,Peperomia turbinata,EX
Piperaceae,Peperomia velloziana Miq.,Peperomia velloziana,EX
Piperaceae,Piper amparoense Yuncker,Piper amparoense,EX
Piperaceae,Piper anostachyum Yuncker,Piper anostachyum,EN
Piperaceae,Piper crassistilum Yuncker,Piper crassistilum,EX
Piperaceae,Piper edwallii Yuncker,Piper edwallii,EX
Piperaceae,Piper hoehnei Yuncker,Piper hoehnei,EX
Piperaceae,Piper kuhlmannii Yuncker,Piper kuhlmannii,EX
Piperaceae,Piper lanceolatum Ruiz & Pav.,Piper lanceolatum,EN
Piperaceae,Piper loefgrenii Yuncker,Piper loefgrenii,EX
Piperaceae,Piper oblancifolium Yuncker,Piper oblancifolium,EX
Piperaceae,Piper piritubanum Yuncker,Piper piritubanum,EX
Piperaceae,Piper scabrellum Yuncker,Piper scabrellum,EX
Piperaceae,Piper tectoniifolium Kunth,Piper tectoniifolium,EX
Plantaginaceae,Angelonia integerrima Spreng.,Angelonia integerrima,EX
Plantaginaceae,Bacopa congesta Chodat & Hassl.,Bacopa congesta,EX
Plantaginaceae,Callitriche terrestris Raf.,Callitriche terrestris,EX
Plantaginaceae,Stemodia foliosa Benth.,Stemodia foliosa,EX
Poaceae,Acroceras excavatum (Henrard) Zuloaga & Morrone,Acroceras excavatum,VU
Poaceae,Agenium leptocladum (Hack.) Clayton,Agenium leptocladum,EN
Poaceae,Agrostis lenis Roseng. et al.,Agrostis lenis,VU
Poaceae,Agrostis longiberbis Hack. ex L.B.Sm.,Agrostis longiberbis,EN
Poaceae,Andropogon carinatus Nees,Andropogon carinatus,EX
Poaceae,Andropogon glaucophyllus Roseng. et al.,Andropogon glaucophyllus,EX
Poaceae,Andropogon hypogynus Hack.,Andropogon hypogynus,VU
Poaceae,Apoclada simplex McClure & L.B.Sm.,Apoclada simplex,EN
Poaceae,Aristida brasiliensis Longhi-Wagner,Aristida brasiliensis,EX
Poaceae,Aristida circinalis Lindm.,Aristida circinalis,EN
Poaceae,Aristida ekmaniana Henrard,Aristida ekmaniana,EX
Poaceae,Aristida filifolia (Arechav.) Herter,Aristida filifolia,EN
Poaceae,Aristida laevis (Nees) Kunth,Aristida laevis,EX
Poaceae,Aristida macrophylla Hack.,Aristida macrophylla,EX
Poaceae,Aristida oligospira (Hack.) Henrard,Aristida oligospira,EX
Poaceae,Aristida sanctae-luciae Trin.,Aristida sanctae-luciae,EX
Poaceae,Aristida subaequans Döll,Aristida subaequans,EX
Poaceae,Arthropogon xerachne Ekman,Arthropogon xerachne,CR
Poaceae,Arundinella deppeana Nees ex Steud.,Arundinella deppeana,EX
Poaceae,Axonopus chrysoblepharis (Lag.) Chase,Axonopus chrysoblepharis,EX
Poaceae,Axonopus comans (Trin. ex Döll) Kuhlm.,Axonopus comans,EX
Poaceae,Axonopus complanatus (Nees) Dedecca,Axonopus complanatus,EX
Poaceae,Axonopus fastigiatus (Nees ex Trin.) Kuhlm.,Axonopus fastigiatus,EX
Poaceae,Axonopus monticola G.A.Black,Axonopus monticola,EX
Poaceae,Axonopus ramboi G.A.Black,Axonopus ramboi,EX
Poaceae,Axonopus uninodis (Hack.) G.A.Black,Axonopus uninodis,EX
Poaceae,Bothriochloa laguroides (DC.) Herter,Bothriochloa laguroides,EX
Poaceae,Bromidium hygrometricum (Nees) Nees & Meyen,Bromidium hygrometricum,CR
Poaceae,"Chascolytrum juergensii (Hack.) Essi, Longhi-Wagner & Souza-Chies",Chascolytrum juergensii,EX
Poaceae,"Chascolytum brasiliense (Nees ex Steud.) Essi, Longhi-Wagner & Souza-Chies",Chascolytum brasiliense,CR
Poaceae,"Chascolytum itatiaiae (Ekman) Essi, Longhi-Wagner & Souza-Chies",Chascolytum itatiaiae,CR
Poaceae,Chusquea anelythra Nees,Chusquea anelythra,EX
Poaceae,Chusquea erecta L.G.Clark,Chusquea erecta,EN
Poaceae,Chusquea heterophylla Nees,Chusquea heterophylla,CR
Poaceae,Chusquea pinifolia (Nees) Nees,Chusquea pinifolia,CR
Poaceae,Chusquea pulchella L.G.Clark,Chusquea pulchella,EN
Poaceae,Chusquea tenuiglumis Döll,Chusquea tenuiglumis,CR
Poaceae,Colanthelia cingulata (McClure & L.B.Sm.) McClure,Colanthelia cingulata,VU
Poaceae,Colanthelia macrostachya (Nees) McClure,Colanthelia macrostachya,EX
Poaceae,Ctenium brevispicatum J.G.Sm.,Ctenium brevispicatum,CR
Poaceae,Ctenium cirrhosum (Nees) Kunth,Ctenium cirrhosum,EN
Poaceae,Danthonia cirrata Hack. & Arechav.,Danthonia cirrata,CR
Poaceae,Diandrolyra tatianae Soderstr. & Zuloaga,Diandrolyra tatianae,EN
Poaceae,Digitaria corynotricha (Hack.) Henrard,Digitaria corynotricha,EN
Poaceae,Digitaria neesiana Henrard,Digitaria neesiana,EN
Poaceae,Eragrostis neesii Trin.,Eragrostis neesii,EN
Poaceae,Eriochloa distachya Kunth,Eriochloa distachya,EN
Poaceae,Gymnopogon burchellii (Munro ex Döll) Ekman,Gymnopogon burchellii,CR
Poaceae,Homolepis villaricensis (Mez) Zuloaga & Morrone,Homolepis villaricensis,EN
Poaceae,Hymenachne donacifolia (Raddi) Chase,Hymenachne donacifolia,CR
Poaceae,Hymenachne pernambucensis (Spreng.) Zuloaga,Hymenachne pernambucensis,EN
Poaceae,Hymenanchne condensata Bertol.,Hymenanchne condensata,CR
Poaceae,Ichnanthus bambusiflorus (Trin.) Döll,Ichnanthus bambusiflorus,EN
Poaceae,Ichnanthus lancifolius Mez,Ichnanthus lancifolius,EN
Poaceae,Leersia ligularis Trin.,Leersia ligularis,CR
Poaceae,Lithachne horizontalis Chase,Lithachne horizontalis,EX
Poaceae,Loudetia flammida (Trin.) C.E. Hubb.,Loudetia flammida,CR
Poaceae,Luziola bahiensis (Steud.) Hitchc.,Luziola bahiensis,EN
Poaceae,Melica arzivencoi Valls & Barcellos,Melica arzivencoi,CR
Poaceae,Merostachys abadiana Send.,Merostachys abadiana,CR
Poaceae,Merostachys bradei Pilg.,Merostachys bradei,EX
Poaceae,Merostachys brevigluma Send.,Merostachys brevigluma,EN
Poaceae,Merostachys burmanii Send.,Merostachys burmanii,EN
Poaceae,Merostachys caucaiana Send.,Merostachys caucaiana,CR
Poaceae,Merostachys fistulosa Döll,Merostachys fistulosa,VU
Poaceae,Merostachys kleinii Send.,Merostachys kleinii,EN
Poaceae,Merostachys polyantha McClure,Merostachys polyantha,EN
Poaceae,Merostachys scandens Send.,Merostachys scandens,CR
Poaceae,Merostachys skvortzovii Send.,Merostachys skvortzovii,EN
Poaceae,Mesosetum ferrugineum (Trin.) Chase,Mesosetum ferrugineum,EN
Poaceae,Nassella neesiana (Trin. & Rupr.) Barkworth,Nassella neesiana,EX
Poaceae,Nassella sellowiana (Nees ex Trin. & Rupr.) Peñail.,Nassella sellowiana,CR
Poaceae,Olyra fasciculata Trin.,Olyra fasciculata,EN
Poaceae,Panicum peladoense Henrard,Panicum peladoense,EN
Poaceae,Paspalum acuminatum Raddi,Paspalum acuminatum,EN
Poaceae,Paspalum arundinellum Mez,Paspalum arundinellum,CR
Poaceae,Paspalum cinerascens (Döll) A. G. Burman & C.N.Bastos,Paspalum cinerascens,CR
Poaceae,Paspalum compressifolium Swallen,Paspalum compressifolium,CR
Poaceae,Paspalum dedeccae Quarín,Paspalum dedeccae,EX
Poaceae,Paspalum erianthoides Lindm.,Paspalum erianthoides,EX
Poaceae,Paspalum erianthum Nees ex Trin.,Paspalum erianthum,EN
Poaceae,Paspalum exaltatum J.Presl,Paspalum exaltatum,CR
Poaceae,Paspalum falcatum Nees ex Steud.,Paspalum falcatum,EN
Poaceae,Paspalum flaccidum Nees,Paspalum flaccidum,CR
Poaceae,Paspalum foliiforme S.Denham,Paspalum foliiforme,EN
Poaceae,Paspalum geminiflorum Steud.,Paspalum geminiflorum,EX
Poaceae,Paspalum glaucescens Hack.,Paspalum glaucescens,EN
Poaceae,Paspalum ionanthum Chase,Paspalum ionanthum,EN
Poaceae,Paspalum macranthecium Parodi,Paspalum macranthecium,EN
Poaceae,Paspalum plenum Chase,Paspalum plenum,EN
Poaceae,Paspalum stellatum Humb. & Bonpl. ex Flüggé,Paspalum stellatum,EN
Poaceae,Paspalum usterii Hack.,Paspalum usterii,EX
Poaceae,Piptochaetium ruprechtianum Desv.,Piptochaetium ruprechtianum,EX
Poaceae,Poa bradei Pilg.,Poa bradei,CR
Poaceae,Polypogon chilensis (Kunth) Pilg.,Polypogon chilensis,CR
Poaceae,Polypogon imberbis (Phil.) Johow,Polypogon imberbis,EN
Poaceae,Raddiella esenbeckii (Steud.) C.E.Calderón & Soderstr.,Raddiella esenbeckii,EX
Poaceae,Reimarochloa acuta (Flüggé) Hitchc.,Reimarochloa acuta,CR
Poaceae,Reitzia smithii Swallen,Reitzia smithii,EX
Poaceae,Schizachyrium scabriflorum (Rupr. ex Hack.) A. Camus,Schizachyrium scabriflorum,EX
Poaceae,Schizachyrium tenerum Nees,Schizachyrium tenerum,EN
Poaceae,Setaria parviflora var. pilosissima (Hack.) Pensiero,Setaria parviflora var. pilosissima,EX
Poaceae,Setaria tenacissima Schrad. ex Schult.,Setaria tenacissima,CR
Poaceae,Sorghastrum stipoides (Kunth) Nash,Sorghastrum stipoides,EX
Poaceae,"Sporobolus adustus (Trin.) Roseng., B.R.Arrill. & Izag.",Sporobolus adustus,CR
Poaceae,Sporobolus apiculatus Boechat & Longhi-Wagner,Sporobolus apiculatus,EN
Poaceae,Steinchisma spathellosum (Döll) Renvoize,Steinchisma spathellosum,EX
Poaceae,Trichanthecium distichophyllum (Spreng.) Zuloaga & Morrone,Trichanthecium distichophyllum,EN
Poaceae,Zizaniopsis microstachya (Nees ex Trin.) Döll & Asch.,Zizaniopsis microstachya,EX
Podostemaceae,Podostemum distichum (Cham.) Wedd.,Podostemum distichum,VU
Podostemaceae,Podostemum ovatum C.T.Philbrick & Novelo,Podostemum ovatum,EN
Podostemaceae,Podostemum rutifolium Warm.,Podostemum rutifolium,EN
Polygalaceae,Polygala brasiliensis L.,Polygala brasiliensis,EN
Polygalaceae,Polygala galioides Poir.,Polygala galioides,EX
Polygalaceae,Polygala molluginifolia A.St.-Hil.,Polygala molluginifolia,EX
Polygalaceae,Polygala pumila Norl.,Polygala pumila,EX
Polygalaceae,Polygala stephaniana Marques,Polygala stephaniana,EX
Polygalaceae,Polygala tamariscea Mart. ex A.W.Benn.,Polygala tamariscea,EX
Pontederiaceae,Heteranthera reniformis Ruiz & Pav.,Heteranthera reniformis,VU
Pontederiaceae,Heteranthera zosterifolia Mart.,Heteranthera zosterifolia,VU
Portulacaceae,Portulaca amilis Speg.,Portulaca amilis,VU
Portulacaceae,Portulaca halimoides L.,Portulaca halimoides,EX
Primulaceae,Anagallis barbata (P.Taylor) Kupicha,Anagallis barbata,EN
Primulaceae,Clavija spinosa (Vell.) Mez,Clavija spinosa,EN
Primulaceae,Lysimachia buxifolia Molina,Lysimachia buxifolia,EN
Primulaceae,Myrsine villosissima Mart.,Myrsine villosissima,EN
Proteaceae,Euplassa cantareirae Sleumer,Euplassa cantareirae,EX
Proteaceae,Panopsis multiflora (Schott) Ducke,Panopsis multiflora,EN
Proteaceae,Panopsis rubescens (Pohl) Rusby,Panopsis rubescens,VU
Proteaceae,Roupala sculpta Sleumer,Roupala sculpta,VU
Quiinaceae,Quiina magallano-gomesii Schwacke,Quiina magallano-gomesii,VU
Ranunculaceae,Clematis campestris A.St.-Hil.,Clematis campestris,EW
Ranunculaceae,Ranunculus flagelliformis Sm.,Ranunculus flagelliformis,EX
Rhamnaceae,Colubrina retusa (Pittier) R.S.Cowan,Colubrina retusa,EN
Rhamnaceae,Crumenaria choretroides Mart. ex Reissek,Crumenaria choretroides,VU
Rhamnaceae,Gouania blanchetiana Miq.,Gouania blanchetiana,EX
Rhamnaceae,Gouania corylifolia Raddi,Gouania corylifolia,VU
Rhamnaceae,Gouania inornata Reissek,Gouania inornata,EN
Rhamnaceae,Gouania ulmifolia Hook. & Arn.,Gouania ulmifolia,EX
Rhamnaceae,Reissekia smilacina (Sm.) Steud.,Reissekia smilacina,EX
Rhamnaceae,Rhamnidium glabrum Reissek,Rhamnidium glabrum,VU
Rhamnaceae,Scutia arenicola (Casar.) Reissek,Scutia arenicola,EN
Rosaceae,Acaena eupatoria Cham. & Schltdl.,Acaena eupatoria,VU
Rosaceae,Agrimonia parviflora Sol.,Agrimonia parviflora,EX
Rubiaceae,Alseis involuta K. Schum.,Alseis involuta,VU
Rubiaceae,Borreria pulchristipula (Bremek.) Bacigalupo & E.L.Cabral,Borreria pulchristipula,VU
Rubiaceae,Chomelia modesta (Standl.) Steyerm.,Chomelia modesta,EX
Rubiaceae,Coussarea bocainae M. Gomes,Coussarea bocainae,EN
Rubiaceae,Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult. f. var. divergentiflora (Pohl ex DC.) Kirk.,Declieuxia cordigera var. divergentiflora,EN
Rubiaceae,Declieuxia oenanthoides Mart. & Zucc. ex. Schult. & Schult.f.,Declieuxia oenanthoides,EN
Rubiaceae,Faramea monantha Müll.Arg.,Faramea monantha,VU
Rubiaceae,Faramea paratiensis M.Gomes,Faramea paratiensis,EN
Rubiaceae,Galianthe cymosa (Cham.) E.L.Cabral & Bacigalupo,Galianthe cymosa,EX
Rubiaceae,Galianthe peruviana (Pres.) E.L.Cabral,Galianthe peruviana,EX
Rubiaceae,Galianthe pseudopeciolata E.L.Cabral,Galianthe pseudopeciolata,EX
Rubiaceae,Galianthe souzae E.L.Cabral & Bacigalupo,Galianthe souzae,EN
Rubiaceae,Galianthe vaginata E.L.Cabral & Bacigalupo,Galianthe vaginata,EN
Rubiaceae,Galium diphyllum (K.Schum.) Dempster,Galium diphyllum,EX
Rubiaceae,Galium equisetoides (Cham. & Schltdl.) Standl.,Galium equisetoides,EX
Rubiaceae,Galium humile Cham. & Schltdl.,Galium humile,EX
Rubiaceae,Galium hypocarpium (L.) Endl. ex Griseb. subsp. buxifolium (K.Schum.) Dempster,Galium hypocarpium subsp. buxifolium,EX
Rubiaceae,Galium nigroramosum (Ehrend.) Dempster,Galium nigroramosum,EX
Rubiaceae,Galium noxium (A.St.-Hil.) Dempster subsp. valantioides (Cham. & Schltdl.) Dempster,Galium noxium subsp. valantioides,EX
Rubiaceae,Galium shepherdii Jung-Mendaçolli,Galium shepherdii,CR
Rubiaceae,Guettarda platyphylla Müll.Arg.,Guettarda platyphylla,EX
Rubiaceae,Manettia campanulacea Standl.,Manettia campanulacea,CR
Rubiaceae,Manettia pauciflora Dusén,Manettia pauciflora,VU
Rubiaceae,Manettia tweedieana K.Schum.,Manettia tweedieana,VU
Rubiaceae,Melanopsidium nigrum Colla,Melanopsidium nigrum,VU
Rubiaceae,Palicourea tetraphylla Cham. & Schltdl.,Palicourea tetraphylla,VU
Rubiaceae,Psychotria loefgrenii Standl.,Psychotria loefgrenii,EN
Rubiaceae,Psychotria microcarpa Müll.Arg.,Psychotria microcarpa,EX
Rubiaceae,Psychotria paludosa Müll.Arg.,Psychotria paludosa,EX
Rubiaceae,Psychotria prunifolia (Kunth) Steyerm.,Psychotria prunifolia,EN
Rubiaceae,Psychotria rhytidocarpa Müll.Arg.,Psychotria rhytidocarpa,VU
Rubiaceae,Psychotria tenuifolia Sw.,Psychotria tenuifolia,EN
Rubiaceae,Richardia schumannii W.H.Lewis & R.L.Oliv.,Richardia schumannii,EX
Rubiaceae,Richardia stellaris (Cham. & Schltdl.) Steud.,Richardia stellaris,EN
Rubiaceae,Rudgea corymbulosa Benth.,Rudgea corymbulosa,EN
Rubiaceae,Rudgea jasminoides subsp. nervosa Zappi & Anunc.,Rudgea jasminoides subsp. nervosa,VU
Rubiaceae,Rudgea pachyphylla Müll.Arg.,Rudgea pachyphylla,EX
Rubiaceae,Rudgea parquioides (Cham.) Müll.Arg. subsp. caprifolium (A.Zahlbr.) Zappi,Rudgea parquioides subsp. caprifolium,EX
Rubiaceae,Rudgea parquioides (Cham.) Müll.Arg. subsp. hirsutissima Zappi,Rudgea parquioides subsp. hirsutissima,EN
Rubiaceae,Rustia angustifolia K.Schum.,Rustia angustifolia,EN
Rubiaceae,Schizocalyx cuspidatus (A.St.-Hil) Kainul. & B.Bremer,Schizocalyx cuspidatus,VU
Rutaceae,Esenbeckia pilocarpoides Kunth,Esenbeckia pilocarpoides,EN
Rutaceae,Pilocarpus giganteus Engl.,Pilocarpus giganteus,EN
Sapindaceae,Cupania concolor Radlk.,Cupania concolor,VU
Sapindaceae,Cupania furfuracea Radlk.,Cupania furfuracea,VU
Sapindaceae,Paullinia racemosa Wawra,Paullinia racemosa,VU
Sapindaceae,Paullinia uloptera Radlk.,Paullinia uloptera,VU
Sapindaceae,Serjania hatschbachii Ferrucci,Serjania hatschbachii,EX
Sapindaceae,Urvillea glabra Cambess.,Urvillea glabra,VU
Sapotaceae,Chrysophyllum imperiale (Linden ex K.Koch & Fintelm.) Benth. & Hook.,Chrysophyllum imperiale,EN
Sapotaceae,Pouteria bullata (S.Moore) Baehni,Pouteria bullata,EN
Sapotaceae,Pouteria glomerata (Miq.) Radlk.,Pouteria glomerata,VU
Sapotaceae,Pouteria oxypetala T.D.Penn.,Pouteria oxypetala,EN
Simaroubaceae,Simaba glabra Engl.,Simaba glabra,EX
Simaroubaceae,Simaba insignis A.St.-Hil. & Tul.,Simaba insignis,EN
Simaroubaceae,Simaba salubris Engl.,Simaba salubris,EX
Smilacaceae,Smilax japicanga Griseb.,Smilax japicanga,VU
Smilacaceae,Smilax lappacea Willd.,Smilax lappacea,EX
Smilacaceae,Smilax lutescens Vell.,Smilax lutescens,EX
Smilacaceae,Smilax muscosa Toledo,Smilax muscosa,EX
Smilacaceae,Smilax subsessiliflora Duhamel,Smilax subsessiliflora,EX
Solanaceae,Schwenckia curviflora Benth.,Schwenckia curviflora,EN
Solanaceae,Solanum spissifolium Sendtn,Solanum spissifolium,EX
Symplocaceae,Symplocos atlantica Aranha,Symplocos atlantica,EN
Symplocaceae,Symplocos itatiaiae Wawra,Symplocos itatiaiae,EN
Symplocaceae,Symplocos rizzinii Occhioni,Symplocos rizzinii,EX
Triuridaceae,Sciaphila schwackeana Johow,Sciaphila schwackeana,EN
Triuridaceae,Triuris hyalina (Miers) F.Muell,Triuris hyalina,EX
Tropaeolaceae,Tropaeolum warmingianum Rohrb.,Tropaeolum warmingianum,EN
Turneraceae,Turnera hilaireana Urb.,Turnera hilaireana,EN
Ulmaceae,Phyllostylon rhamnoides (J.Poiss.) Taub.,Phyllostylon rhamnoides,EN
Urticaceae,Pilea rhizobola Miq.,Pilea rhizobola,EX
Velloziaceae,Barbacenia gounelleana Beauverd,Barbacenia gounelleana,EN
Velloziaceae,Barbacenia paranaensis L.B.Sm.,Barbacenia paranaensis,EN
Velloziaceae,Vellozia variabilis Mart. ex Schult. & Schilt.f.,Vellozia variabilis,EX
Violaceae,Hybanthus velutinus Schulze-Menz,Hybanthus velutinus,EN
Violaceae,Viola gracillima A.St.-Hil.,Viola gracillima,EX
Violaceae,Viola subdimidiata A.St.-Hil.,Viola subdimidiata,EN
Xyridaceae,Xyris augusto-coburgii Szyszyl. ex Beck,Xyris augusto-coburgii,EN
Xyridaceae,Xyris brevifolia Michx.,Xyris brevifolia,VU
Xyridaceae,Xyris capensis Thunb.,Xyris capensis,EX
Xyridaceae,Xyris cervii E.D.Lozano & Wand.,Xyris cervii,EN
Xyridaceae,Xyris fallax Malme,Xyris fallax,EN
Xyridaceae,Xyris fusca L.A.Nilsson,Xyris fusca,EN
Xyridaceae,Xyris longifolia Mart.,Xyris longifolia,EX
Xyridaceae,Xyris metallica Klotzsch ex Seub.,Xyris metallica,VU
Xyridaceae,Xyris obtusiuscula L.A.Nilsson,Xyris obtusiuscula,EX
Xyridaceae,Xyris rigida Kunth,Xyris rigida,CR
Xyridaceae,Xyris stenophylla L.A.Nilsson,Xyris stenophylla,EX
Xyridaceae,Xyris trachyphylla Mart.,Xyris trachyphylla,EN
Xyridaceae,Xyris uninervis Malme,Xyris uninervis,VU
Xyridaceae,Xyris vacillans Malme,Xyris vacillans,EN
Xyridaceae,Xyris wawrae Heimerl.,Xyris wawrae,EN
