especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Hatiora herminiae,Cactaceae,Hatiora,herminiae,VU,NA,VU,sima
Melocactus azureus,Cactaceae,Melocactus,azureus,EN,NA,NA,sima
Melocactus conoideus,Cactaceae,Melocactus,conoideus,CR,NA,NA,sima
Melocactus deinacanthus,Cactaceae,Melocactus,deinacanthus,CR,NA,NA,sima
Melocactus ferreophilus,Cactaceae,Melocactus,ferreophilus,EN,NA,NA,sima
Melocactus glaucescens,Cactaceae,Melocactus,glaucescens,EN,NA,NA,sima
Melocactus lanssensianus,Cactaceae,Melocactus,lanssensianus,EN,NA,NA,sima
Melocactus pachyacanthus,Cactaceae,Melocactus,pachyacanthus,EN,NA,NA,sima
Melocactus paucispinus,Cactaceae,Melocactus,paucispinus,VU,NA,NA,sima
Melocactus violaceus,Cactaceae,Melocactus,violaceus,VU,NA,NA,sima
Micranthocereus albicephalus,Cactaceae,Micranthocereus,albicephalus,EN,NA,NA,sima
Micranthocereus auriazureus,Cactaceae,Micranthocereus,auriazureus,EN,NA,NA,sima
Micranthocereus dolichospermaticus,Cactaceae,Micranthocereus,dolichospermaticus,EN,NA,NA,sima
Micranthocereus polyanthus,Cactaceae,Micranthocereus,polyanthus,EN,NA,NA,sima
Micranthocereus streckeri,Cactaceae,Micranthocereus,streckeri,CR,NA,NA,sima
Micranthocereus violaciflorus,Cactaceae,Micranthocereus,violaciflorus,EN,NA,NA,sima
Parodia concinna,Cactaceae,Parodia,concinna,EN,NA,NA,sima
Parodia crassigibba,Cactaceae,Parodia,crassigibba,EN,NA,NA,sima
Parodia erinacea,Cactaceae,Parodia,erinacea,EN,NA,NA,sima
Parodia mammulosa,Cactaceae,Parodia,mammulosa,EN,NA,NA,sima
Parodia oxycostata,Cactaceae,Parodia,oxycostata,VU,NA,NA,sima
Parodia rechensis,Cactaceae,Parodia,rechensis,CR,NA,NA,sima
Parodia scopa,Cactaceae,Parodia,scopa,EN,NA,NA,sima
Pereskia aureiflora,Cactaceae,Pereskia,aureiflora,VU,NA,NA,sima
Pilosocereus aurisetus,Cactaceae,Pilosocereus,aurisetus,EN,NA,NA,sima
Pilosocereus azulensis,Cactaceae,Pilosocereus,azulensis,CR,NA,NA,sima
Pilosocereus floccosus,Cactaceae,Pilosocereus,floccosus,EN,NA,NA,sima
Pilosocereus fulvilanatus,Cactaceae,Pilosocereus,fulvilanatus,EN,NA,NA,sima
Pilosocereus glaucochrous,Cactaceae,Pilosocereus,glaucochrous,VU,NA,NA,sima
Pilosocereus magnificus,Cactaceae,Pilosocereus,magnificus,EN,NA,NA,sima
Pilosocereus multicostatus,Cactaceae,Pilosocereus,multicostatus,EN,NA,NA,sima
Rhipsalis cereoides,Cactaceae,Rhipsalis,cereoides,CR,NA,NA,sima
Rhipsalis pacheco-leonis,Cactaceae,Rhipsalis,pacheco-leonis,EN,NA,NA,sima
Rhipsalis paradoxa,Cactaceae,Rhipsalis,paradoxa,EN,NA,NA,sima
Schlumbergera kautskyi,Cactaceae,Schlumbergera,kautskyi,EN,NA,NA,sima
Schlumbergera microsphaerica,Cactaceae,Schlumbergera,microsphaerica,VU,NA,NA,sima
Schlumbergera opuntioides,Cactaceae,Schlumbergera,opuntioides,VU,NA,VU,sima
Tacinga braunii,Cactaceae,Tacinga,braunii,VU,NA,NA,sima
Uebelmannia buiningii,Cactaceae,Uebelmannia,buiningii,CR,NA,NA,sima
Uebelmannia gummifera,Cactaceae,Uebelmannia,gummifera,VU,NA,NA,sima
Uebelmannia pectinifera,Cactaceae,Uebelmannia,pectinifera,EN,NA,NA,sima
Drosera graomogolensis,Droseraceae,Drosera,graomogolensis,EN,NA,NA,sima
Gochnatia argyrea,Asteraceae,Gochnatia,argyrea,EN,NA,NA,sima
Microtea bahiensis,Phytolaccaceae,Microtea,bahiensis,EN,NA,NA,sima
Microtea papilosa,Phytolaccaceae,Microtea,papilosa,VU,NA,NA,sima
Maytenus acanthophylla,Celastraceae,Maytenus,acanthophylla,VU,NA,NA,sima
Maytenus basidentata,Celastraceae,Maytenus,basidentata,CR,NA,NA,sima
Maytenus quadrangulata,Celastraceae,Maytenus,quadrangulata,EN,NA,NA,sima
Maytenus rupestris,Celastraceae,Maytenus,rupestris,VU,NA,NA,sima
Peritassa longifolia,Celastraceae,Peritassa,longifolia,VU,NA,NA,sima
Peritassa sadleri,Celastraceae,Peritassa,sadleri,CR,NA,NA,sima
Salacia mosenii,Celastraceae,Salacia,mosenii,CR,NA,CR,sima
Tontelea lanceolata,Celastraceae,Tontelea,lanceolata,EN,NA,NA,sima
Tontelea martiana,Celastraceae,Tontelea,martiana,EN,NA,EN,sima
Aosa uleana,Loasaceae,Aosa,uleana,CR,NA,NA,sima
Begonia albidula,Begoniaceae,Begonia,albidula,EN,NA,NA,sima
Begonia altamiroi,Begoniaceae,Begonia,altamiroi,EN,NA,NA,sima
Begonia apparicioi,Begoniaceae,Begonia,apparicioi,EN,NA,NA,sima
Begonia bahiensis,Begoniaceae,Begonia,bahiensis,EN,NA,NA,sima
Begonia besleriifolia,Begoniaceae,Begonia,besleriifolia,EN,NA,NA,sima
Begonia coccinea,Begoniaceae,Begonia,coccinea,EN,NA,NA,sima
Begonia crispula,Begoniaceae,Begonia,crispula,CR,NA,NA,sima
Begonia curtii,Begoniaceae,Begonia,curtii,VU,NA,NA,sima
Begonia dentatiloba,Begoniaceae,Begonia,dentatiloba,EN,NA,NA,sima
Lessingianthus exiguus,Asteraceae,Lessingianthus,exiguus,VU,NA,NA,sima
Begonia espiritosantensis,Begoniaceae,Begonia,espiritosantensis,EN,NA,NA,sima
Begonia handroi,Begoniaceae,Begonia,handroi,EN,NA,EX,sima
Lessingianthus westermanii,Asteraceae,Lessingianthus,westermanii,EN,NA,NA,sima
Begonia ibitiocensis,Begoniaceae,Begonia,ibitiocensis,EN,NA,NA,sima
Begonia inconspicua,Begoniaceae,Begonia,inconspicua,CR,NA,NA,sima
Begonia itaguassuensis,Begoniaceae,Begonia,itaguassuensis,EN,NA,NA,sima
Begonia itatinensis,Begoniaceae,Begonia,itatinensis,EN,NA,NA,sima
Begonia jureiensis,Begoniaceae,Begonia,jureiensis,CR,NA,NA,sima
Begonia kuhlmannii,Begoniaceae,Begonia,kuhlmannii,EN,NA,NA,sima
Begonia larorum,Begoniaceae,Begonia,larorum,CR,NA,EX,sima
Begonia organensis,Begoniaceae,Begonia,organensis,EN,NA,NA,sima
Begonia paranaensis,Begoniaceae,Begonia,paranaensis,EN,NA,NA,sima
Begonia paulensis,Begoniaceae,Begonia,paulensis,EN,NA,VU,sima
Begonia perdusenii,Begoniaceae,Begonia,perdusenii,EN,NA,NA,sima
Begonia piresiana,Begoniaceae,Begonia,piresiana,CR,NA,VU,sima
Begonia polygonifolia,Begoniaceae,Begonia,polygonifolia,EN,NA,NA,sima
Begonia ruschii,Begoniaceae,Begonia,ruschii,CR,NA,NA,sima
Begonia salesopolensis,Begoniaceae,Begonia,salesopolensis,CR,NA,NA,sima
Begonia santoslimae,Begoniaceae,Begonia,santoslimae,EN,NA,NA,sima
Begonia scharffii,Begoniaceae,Begonia,scharffii,CR,NA,NA,sima
Begonia smilacina,Begoniaceae,Begonia,smilacina,EN,NA,NA,sima
Begonia stenolepis,Begoniaceae,Begonia,stenolepis,EN,NA,NA,sima
Mikania pinnatiloba,Asteraceae,Mikania,pinnatiloba,EN,NA,NA,sima
Begonia sylvatica,Begoniaceae,Begonia,sylvatica,EN,NA,NA,sima
Mikania viminea,Asteraceae,Mikania,viminea,EN,NA,NA,sima
Begonia toledoana,Begoniaceae,Begonia,toledoana,EN,NA,NA,sima
Begonia undulata,Begoniaceae,Begonia,undulata,EN,NA,EX,sima
Begonia venosa,Begoniaceae,Begonia,venosa,CR,NA,NA,sima
Begonia vicina,Begoniaceae,Begonia,vicina,EN,NA,NA,sima
Pamphalea araucariophila,Asteraceae,Pamphalea,araucariophila,EN,NA,NA,sima
Davilla glaziovii,Dilleniaceae,Davilla,glaziovii,CR,NA,NA,sima
Davilla macrocarpa,Dilleniaceae,Davilla,macrocarpa,VU,NA,NA,sima
Pamphalea smithii,Asteraceae,Pamphalea,smithii,EN,NA,NA,sima
Doliocarpus lancifolius,Dilleniaceae,Doliocarpus,lancifolius,EN,NA,NA,sima
Valeriana glaziovii,Caprifoliaceae,Valeriana,glaziovii,EN,NA,EN,sima
Valeriana glechomifolia,Caprifoliaceae,Valeriana,glechomifolia,EN,NA,NA,sima
Valeriana organensis,Caprifoliaceae,Valeriana,organensis,CR,NA,CR,sima
Picrosia cabreriana,Asteraceae,Picrosia,cabreriana,CR,NA,NA,sima
Valeriana tajuvensis,Caprifoliaceae,Valeriana,tajuvensis,VU,NA,NA,sima
Schlechtendalia luzulifolia,Asteraceae,Schlechtendalia,luzulifolia,EN,NA,NA,sima
Gaultheria sleumeriana,Ericaceae,Gaultheria,sleumeriana,CR,NA,EN,sima
Gaylussacia angulata,Ericaceae,Gaylussacia,angulata,EN,NA,NA,sima
Gaylussacia caparoensis,Ericaceae,Gaylussacia,caparoensis,EN,NA,NA,sima
Gaylussacia centunculifolia,Ericaceae,Gaylussacia,centunculifolia,EN,NA,NA,sima
Gaylussacia harleyi,Ericaceae,Gaylussacia,harleyi,VU,NA,NA,sima
Gaylussacia oleifolia,Ericaceae,Gaylussacia,oleifolia,EN,NA,NA,sima
Gaylussacia pruinosa,Ericaceae,Gaylussacia,pruinosa,CR,NA,NA,sima
Gaylussacia retivenia,Ericaceae,Gaylussacia,retivenia,CR,NA,NA,sima
Gaylussacia setosa,Ericaceae,Gaylussacia,setosa,CR,NA,NA,sima
Ternstroemia cuneifolia,Pentaphylacaceae,Ternstroemia,cuneifolia,VU,NA,EX,sima
Lysimachia barbata,Primulaceae,Lysimachia,barbata,EN,NA,EN,sima
Lysimachia buxifolia,Primulaceae,Lysimachia,buxifolia,EN,NA,EN,sima
Myrsine congesta,Primulaceae,Myrsine,congesta,EN,NA,NA,sima
Myrsine glazioviana,Primulaceae,Myrsine,glazioviana,EN,NA,NA,sima
Myrsine villosissima,Primulaceae,Myrsine,villosissima,EN,NA,EN,sima
Chrysophyllum imperiale,Sapotaceae,Chrysophyllum,imperiale,EN,NA,EN,sima
Chrysophyllum januariense,Sapotaceae,Chrysophyllum,januariense,VU,NA,NA,sima
Senecio heteroschizus,Asteraceae,Senecio,heteroschizus,EN,NA,NA,sima
Manilkara dardanoi,Sapotaceae,Manilkara,dardanoi,VU,NA,NA,sima
Manilkara decrescens,Sapotaceae,Manilkara,decrescens,VU,NA,NA,sima
Manilkara maxima,Sapotaceae,Manilkara,maxima,EN,NA,NA,sima
Manilkara multifida,Sapotaceae,Manilkara,multifida,VU,NA,NA,sima
Micropholis emarginata,Sapotaceae,Micropholis,emarginata,EN,NA,NA,sima
Micropholis splendens,Sapotaceae,Micropholis,splendens,EN,NA,NA,sima
Pouteria bapeba,Sapotaceae,Pouteria,bapeba,CR,NA,NA,sima
Stevia catharinensis,Asteraceae,Stevia,catharinensis,EN,NA,NA,sima
Pouteria butyrocarpa,Sapotaceae,Pouteria,butyrocarpa,CR,NA,NA,sima
Pouteria coelomatica,Sapotaceae,Pouteria,coelomatica,VU,NA,NA,sima
Pouteria decussata,Sapotaceae,Pouteria,decussata,EN,NA,NA,sima
Pouteria furcata,Sapotaceae,Pouteria,furcata,EN,NA,NA,sima
Pouteria macahensis,Sapotaceae,Pouteria,macahensis,EN,NA,NA,sima
Pouteria multiflora,Sapotaceae,Pouteria,multiflora,VU,NA,NA,sima
Pouteria oxypetala,Sapotaceae,Pouteria,oxypetala,EN,NA,EN,sima
Pouteria pachycalyx,Sapotaceae,Pouteria,pachycalyx,VU,NA,NA,sima
Pouteria petiolata,Sapotaceae,Pouteria,petiolata,VU,NA,NA,sima
Trichocline linearifolia,Asteraceae,Trichocline,linearifolia,VU,NA,NA,sima
Pouteria vernicosa,Sapotaceae,Pouteria,vernicosa,VU,NA,NA,sima
Pouteria virescens,Sapotaceae,Pouteria,virescens,EN,NA,NA,sima
Pradosia granulosa,Sapotaceae,Pradosia,granulosa,VU,NA,NA,sima
Pradosia kuhlmannii,Sapotaceae,Pradosia,kuhlmannii,EN,NA,NA,sima
Pradosia subverticillata,Sapotaceae,Pradosia,subverticillata,VU,NA,NA,sima
Pradosia verticillata,Sapotaceae,Pradosia,verticillata,EN,NA,NA,sima
Sarcaulus vestitus,Sapotaceae,Sarcaulus,vestitus,VU,NA,NA,sima
Symplocos corymboclados,Symplocaceae,Symplocos,corymboclados,EN,NA,NA,sima
Symplocos itatiaiae,Symplocaceae,Symplocos,itatiaiae,EN,NA,EN,sima
Symplocos neglecta,Symplocaceae,Symplocos,neglecta,CR,NA,NA,sima
Symplocos organensis,Symplocaceae,Symplocos,organensis,EN,NA,NA,sima
Symplocos rhamnifolia,Symplocaceae,Symplocos,rhamnifolia,EN,NA,NA,sima
Bertholletia excelsa,Lecythidaceae,Bertholletia,excelsa,VU,NA,NA,sima
Cariniana ianeirensis,Lecythidaceae,Cariniana,ianeirensis,EN,NA,NA,sima
Cariniana legalis,Lecythidaceae,Cariniana,legalis,EN,NA,VU,sima
Cariniana parvifolia,Lecythidaceae,Cariniana,parvifolia,EN,NA,NA,sima
Couratari asterotricha,Lecythidaceae,Couratari,asterotricha,EN,NA,NA,sima
Couratari pyramidata,Lecythidaceae,Couratari,pyramidata,EN,NA,NA,sima
Eschweilera alvimii,Lecythidaceae,Eschweilera,alvimii,EN,NA,NA,sima
Eschweilera compressa,Lecythidaceae,Eschweilera,compressa,EN,NA,NA,sima
Eschweilera subcordata,Lecythidaceae,Eschweilera,subcordata,EN,NA,NA,sima
Eschweilera tetrapetala,Lecythidaceae,Eschweilera,tetrapetala,EN,NA,NA,sima
Lecythis schwackei,Lecythidaceae,Lecythis,schwackei,EN,NA,NA,sima
Marchantia berteroana,Marchantiaceae,Marchantia,berteroana,EN,NA,NA,sima
Escallonia petrophila,Escalloniaceae,Escallonia,petrophila,EN,NA,NA,sima
Aeschynomene fructipendula,Fabaceae,Aeschynomene,fructipendula,EN,NA,NA,sima
Aeschynomene laca-buendiana,Fabaceae,Aeschynomene,laca-buendiana,EN,NA,NA,sima
Albizia burkartiana,Fabaceae,Albizia,burkartiana,VU,NA,NA,sima
Albizia glabripetala,Fabaceae,Albizia,glabripetala,EN,NA,NA,sima
Lobelia langeana,Campanulaceae,Lobelia,langeana,EN,NA,NA,sima
Amburana acreana,Fabaceae,Amburana,acreana,VU,NA,NA,sima
Apuleia leiocarpa,Fabaceae,Apuleia,leiocarpa,VU,NA,VU,sima
Arachis villosa,Fabaceae,Arachis,villosa,EN,NA,NA,sima
Bauhinia integerrima,Fabaceae,Bauhinia,integerrima,EN,NA,NA,sima
Caesalpinia echinata,Fabaceae,Caesalpinia,echinata,EN,NA,NA,sima
Calliandra carrascana,Fabaceae,Calliandra,carrascana,EN,NA,NA,sima
Centrolobium paraense,Fabaceae,Centrolobium,paraense,EN,NA,NA,sima
Centrosema carajasense,Fabaceae,Centrosema,carajasense,VU,NA,NA,sima
Chamaecrista anamariae,Fabaceae,Chamaecrista,anamariae,EN,NA,NA,sima
Chamaecrista atroglandulosa,Fabaceae,Chamaecrista,atroglandulosa,EN,NA,EX,sima
Chamaecrista catolesensis,Fabaceae,Chamaecrista,catolesensis,VU,NA,NA,sima
Chamaecrista cipoana,Fabaceae,Chamaecrista,cipoana,VU,NA,NA,sima
Chamaecrista fodinarum,Fabaceae,Chamaecrista,fodinarum,VU,NA,NA,sima
Chamaecrista lagotois,Fabaceae,Chamaecrista,lagotois,CR,NA,NA,sima
Chamaecrista stillifera,Fabaceae,Chamaecrista,stillifera,VU,NA,NA,sima
Chamaecrista tephrosiifolia,Fabaceae,Chamaecrista,tephrosiifolia,VU,NA,NA,sima
Chamaecrista ulmea,Fabaceae,Chamaecrista,ulmea,CR,NA,NA,sima
Dalbergia elegans,Fabaceae,Dalbergia,elegans,VU,NA,NA,sima
Dalbergia nigra,Fabaceae,Dalbergia,nigra,VU,NA,CR,sima
Desmodium craspediferum,Fabaceae,Desmodium,craspediferum,EN,NA,NA,sima
Dimorphandra wilsonii,Fabaceae,Dimorphandra,wilsonii,CR,NA,NA,sima
Harpalyce lanata,Fabaceae,Harpalyce,lanata,EN,NA,NA,sima
Harpalyce parvifolia,Fabaceae,Harpalyce,parvifolia,EN,NA,NA,sima
Hymenaea parvifolia,Fabaceae,Hymenaea,parvifolia,VU,NA,NA,sima
Hymenolobium excelsum,Fabaceae,Hymenolobium,excelsum,VU,NA,NA,sima
Gomphrena paranensis,Amaranthaceae,Gomphrena,paranensis,VU,NA,NA,sima
Inga aptera,Fabaceae,Inga,aptera,VU,NA,NA,sima
Inga arenicola,Fabaceae,Inga,arenicola,EN,NA,NA,sima
Inga enterolobioides,Fabaceae,Inga,enterolobioides,CR,NA,NA,sima
Inga grazielae,Fabaceae,Inga,grazielae,VU,NA,NA,sima
Gomphrena regeliana,Amaranthaceae,Gomphrena,regeliana,VU,NA,NA,sima
Inga maritima,Fabaceae,Inga,maritima,VU,NA,NA,sima
Inga mendoncaei,Fabaceae,Inga,mendoncaei,VU,NA,VU,sima
Inga pedunculata,Fabaceae,Inga,pedunculata,CR,NA,NA,sima
Inga platyptera,Fabaceae,Inga,platyptera,VU,NA,NA,sima
Inga pleiogyna,Fabaceae,Inga,pleiogyna,VU,NA,NA,sima
Inga praegnans,Fabaceae,Inga,praegnans,VU,NA,VU,sima
Inga suborbicularis,Fabaceae,Inga,suborbicularis,VU,NA,NA,sima
Inga unica,Fabaceae,Inga,unica,VU,NA,NA,sima
Lathyrus acutifolius,Fabaceae,Lathyrus,acutifolius,CR,NA,NA,sima
Lathyrus paraguariensis,Fabaceae,Lathyrus,paraguariensis,VU,NA,NA,sima
Leucochloron foederale,Fabaceae,Leucochloron,foederale,EN,NA,NA,sima
Leucochloron minarum,Fabaceae,Leucochloron,minarum,EN,NA,NA,sima
Lupinus coriaceus,Fabaceae,Lupinus,coriaceus,VU,NA,NA,sima
Lupinus decurrens,Fabaceae,Lupinus,decurrens,EN,NA,NA,sima
Lupinus laevigatus,Fabaceae,Lupinus,laevigatus,EN,NA,NA,sima
Machaerium obovatum,Fabaceae,Machaerium,obovatum,VU,NA,NA,sima
Macrosamanea prancei,Fabaceae,Macrosamanea,prancei,VU,NA,NA,sima
Melanoxylon brauna,Fabaceae,Melanoxylon,brauna,VU,NA,EW,sima
Mimosa acroconica,Fabaceae,Mimosa,acroconica,EN,NA,NA,sima
Mimosa adamantina,Fabaceae,Mimosa,adamantina,EN,NA,NA,sima
Mimosa balduinii,Fabaceae,Mimosa,balduinii,EN,NA,NA,sima
Mimosa barretoi,Fabaceae,Mimosa,barretoi,EN,NA,NA,sima
Mimosa bombycina,Fabaceae,Mimosa,bombycina,EN,NA,NA,sima
Mimosa catharinensis,Fabaceae,Mimosa,catharinensis,EN,NA,NA,sima
Mimosa chrysastra,Fabaceae,Mimosa,chrysastra,CR,NA,NA,sima
Mimosa heringeri,Fabaceae,Mimosa,heringeri,EN,NA,NA,sima
Mimosa involucrata,Fabaceae,Mimosa,involucrata,EN,NA,NA,sima
Mimosa leprosa,Fabaceae,Mimosa,leprosa,EN,NA,NA,sima
Mimosa lithoreas,Fabaceae,Mimosa,lithoreas,EN,NA,NA,sima
Mimosa macedoana,Fabaceae,Mimosa,macedoana,EN,NA,NA,sima
Mimosa mensicola,Fabaceae,Mimosa,mensicola,EN,NA,NA,sima
Mimosa montis-carasae,Fabaceae,Mimosa,montis-carasae,EN,NA,NA,sima
Mimosa myuros,Fabaceae,Mimosa,myuros,VU,NA,VU,sima
Mimosa paucifolia,Fabaceae,Mimosa,paucifolia,VU,NA,VU,sima
Mimosa psittacina,Fabaceae,Mimosa,psittacina,EN,NA,NA,sima
Portulaca hatschbachii,Portulacaceae,Portulaca,hatschbachii,EN,NA,NA,sima
Mimosa skinneri,Fabaceae,Mimosa,skinneri,CR,NA,NA,sima
Mimosa suburbana,Fabaceae,Mimosa,suburbana,CR,NA,NA,sima
Mimosa thomista,Fabaceae,Mimosa,thomista,EN,NA,NA,sima
Mimosa uniceps,Fabaceae,Mimosa,uniceps,EN,NA,NA,sima
Moldenhawera papillanthera,Fabaceae,Moldenhawera,papillanthera,VU,NA,NA,sima
Neptunia pubescens,Fabaceae,Neptunia,pubescens,VU,NA,NA,sima
Peltogyne maranhensis,Fabaceae,Peltogyne,maranhensis,VU,NA,NA,sima
Sellocharis paradoxa,Fabaceae,Sellocharis,paradoxa,VU,NA,NA,sima
Begonia pluvialis,Begoniaceae,Begonia,pluvialis,EN,NA,NA,sima
Swartzia glazioviana,Fabaceae,Swartzia,glazioviana,VU,NA,NA,sima
Swartzia linharensis,Fabaceae,Swartzia,linharensis,VU,NA,NA,sima
Tachigali beaurepairei,Fabaceae,Tachigali,beaurepairei,VU,NA,NA,sima
Vicia pampicola,Fabaceae,Vicia,pampicola,CR,NA,NA,sima
Vouacapoua americana,Fabaceae,Vouacapoua,americana,EN,NA,NA,sima
Zollernia magnifica,Fabaceae,Zollernia,magnifica,VU,NA,NA,sima
Polygala franchetii,Polygalaceae,Polygala,franchetii,EN,NA,NA,sima
Polygala selaginoides,Polygalaceae,Polygala,selaginoides,EN,NA,NA,sima
Polygala stephaniana,Polygalaceae,Polygala,stephaniana,EN,NA,EX,sima
Polygala tamariscea,Polygalaceae,Polygala,tamariscea,VU,NA,EX,sima
Quillaja brasiliensis,Quillajaceae,Quillaja,brasiliensis,EN,NA,NA,sima
Ditassa arianeae,Apocynaceae,Ditassa,arianeae,EN,NA,NA,sima
Ditassa auriflora,Apocynaceae,Ditassa,auriflora,CR,NA,NA,sima
Ditassa cipoensis,Apocynaceae,Ditassa,cipoensis,EN,NA,NA,sima
Ditassa cordeiroana,Apocynaceae,Ditassa,cordeiroana,EN,NA,NA,sima
Ditassa itambensis,Apocynaceae,Ditassa,itambensis,EN,NA,NA,sima
Ditassa laevis,Apocynaceae,Ditassa,laevis,EN,NA,NA,sima
Ditassa leonii,Apocynaceae,Ditassa,leonii,VU,NA,NA,sima
Ditassa longisepala,Apocynaceae,Ditassa,longisepala,EN,NA,NA,sima
Ditassa maricaensis,Apocynaceae,Ditassa,maricaensis,EN,NA,NA,sima
Ditassa oberdanii,Apocynaceae,Ditassa,oberdanii,EN,NA,NA,sima
Gonolobus dorothyanus,Apocynaceae,Gonolobus,dorothyanus,CR,NA,NA,sima
Gyrostelma oxypetaloides,Apocynaceae,Gyrostelma,oxypetaloides,EN,NA,NA,sima
Hemipogon abietoides,Apocynaceae,Hemipogon,abietoides,CR,NA,NA,sima
Hemipogon hatschbachii,Apocynaceae,Hemipogon,hatschbachii,CR,NA,NA,sima
Hemipogon piranii,Apocynaceae,Hemipogon,piranii,CR,NA,NA,sima
Macroditassa marianae,Apocynaceae,Macroditassa,marianae,CR,NA,EN,sima
Marsdenia otoniensis,Apocynaceae,Marsdenia,otoniensis,CR,NA,NA,sima
Marsdenia queirozii,Apocynaceae,Marsdenia,queirozii,EN,NA,NA,sima
Matelea bahiensis,Apocynaceae,Matelea,bahiensis,EN,NA,NA,sima
Matelea marcoassisii,Apocynaceae,Matelea,marcoassisii,VU,NA,VU,sima
Matelea santosii,Apocynaceae,Matelea,santosii,EN,NA,NA,sima
Metastelma giuliettianum,Apocynaceae,Metastelma,giuliettianum,EN,NA,NA,sima
Metastelma harleyi,Apocynaceae,Metastelma,harleyi,EN,NA,NA,sima
Minaria bifurcata,Apocynaceae,Minaria,bifurcata,CR,NA,NA,sima
Minaria diamantinensis,Apocynaceae,Minaria,diamantinensis,CR,NA,NA,sima
Minaria grazielae,Apocynaceae,Minaria,grazielae,EN,NA,NA,sima
Minaria harleyi,Apocynaceae,Minaria,harleyi,EN,NA,NA,sima
Minaria hemipogonoides,Apocynaceae,Minaria,hemipogonoides,CR,NA,NA,sima
Minaria inconspicua,Apocynaceae,Minaria,inconspicua,EN,NA,NA,sima
Minaria magisteriana,Apocynaceae,Minaria,magisteriana,EN,NA,NA,sima
Minaria monocoronata,Apocynaceae,Minaria,monocoronata,CR,NA,NA,sima
Minaria polygaloides,Apocynaceae,Minaria,polygaloides,EN,NA,NA,sima
Minaria refractifolia,Apocynaceae,Minaria,refractifolia,VU,NA,NA,sima
Minaria semirii,Apocynaceae,Minaria,semirii,EN,NA,NA,sima
Minaria volubilis,Apocynaceae,Minaria,volubilis,EN,NA,NA,sima
Monsanima morrenioides,Apocynaceae,Monsanima,morrenioides,CR,NA,NA,sima
Morilloa furlanii,Apocynaceae,Morilloa,furlanii,EN,NA,NA,sima
Oxypetalum ekblomii,Apocynaceae,Oxypetalum,ekblomii,EN,NA,EN,sima
Oxypetalum glaziovii,Apocynaceae,Oxypetalum,glaziovii,EN,NA,EN,sima
Oxypetalum leonii,Apocynaceae,Oxypetalum,leonii,EN,NA,NA,sima
Oxypetalum mexiae,Apocynaceae,Oxypetalum,mexiae,CR,NA,NA,sima
Gleditsia amorphoides,Fabaceae,Gleditsia,amorphoides,VU,NA,NA,sima
Prestonia solanifolia,Apocynaceae,Prestonia,solanifolia,EN,NA,EX,sima
Tabernaemontana cumata,Apocynaceae,Tabernaemontana,cumata,EN,NA,NA,sima
Mostuea muricata,Gelsemiaceae,Mostuea,muricata,VU,NA,VU,sima
Prepusa hookeriana,Gentianaceae,Prepusa,hookeriana,EN,NA,NA,sima
Prepusa viridiflora,Gentianaceae,Prepusa,viridiflora,EN,NA,NA,sima
Senaea coerulea,Gentianaceae,Senaea,coerulea,EN,NA,NA,sima
Senaea janeirensis,Gentianaceae,Senaea,janeirensis,EN,NA,NA,sima
Spigelia aceifolia,Loganiaceae,Spigelia,aceifolia,EN,NA,NA,sima
Spigelia amplexicaulis,Loganiaceae,Spigelia,amplexicaulis,EN,NA,EW,sima
Spigelia cipoensis,Loganiaceae,Spigelia,cipoensis,CR,NA,NA,sima
Spigelia flava,Loganiaceae,Spigelia,flava,VU,NA,NA,sima
Mimosa bathyrrhena,Fabaceae,Mimosa,bathyrrhena,EN,NA,NA,sima
Spigelia kuhlmannii,Loganiaceae,Spigelia,kuhlmannii,EN,NA,NA,sima
Spigelia lundiana,Loganiaceae,Spigelia,lundiana,EN,NA,NA,sima
Spigelia reitzii,Loganiaceae,Spigelia,reitzii,EN,NA,EN,sima
Mimosa hatschbachii,Fabaceae,Mimosa,hatschbachii,EN,NA,NA,sima
Alseis involuta,Rubiaceae,Alseis,involuta,VU,NA,VU,sima
Bradea anomala,Rubiaceae,Bradea,anomala,CR,NA,NA,sima
Bradea bicornuta,Rubiaceae,Bradea,bicornuta,CR,NA,NA,sima
Bradea montana,Rubiaceae,Bradea,montana,CR,NA,NA,sima
Carapichea ipecacuanha,Rubiaceae,Carapichea,ipecacuanha,VU,NA,NA,sima
Chomelia modesta,Rubiaceae,Chomelia,modesta,CR,NA,EX,sima
Coussarea bocainae,Rubiaceae,Coussarea,bocainae,EN,NA,EN,sima
Mimosa urticaria,Fabaceae,Mimosa,urticaria,EN,NA,NA,sima
Erithalis insularis,Rubiaceae,Erithalis,insularis,CR,NA,NA,sima
Faramea bahiensis,Rubiaceae,Faramea,bahiensis,VU,NA,NA,sima
Faramea paratiensis,Rubiaceae,Faramea,paratiensis,EN,NA,EN,sima
Galianthe souzae,Rubiaceae,Galianthe,souzae,EN,NA,EN,sima
Galianthe vaginata,Rubiaceae,Galianthe,vaginata,EN,NA,EN,sima
Galium diphyllum,Rubiaceae,Galium,diphyllum,CR,NA,EX,sima
Galium shepherdii,Rubiaceae,Galium,shepherdii,CR,NA,CR,sima
