especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Butia leptospatha,Arecaceae,Butia,leptospatha,CR,NA,NA,sima
Butia purpurascens,Arecaceae,Butia,purpurascens,EN,NA,NA,sima
Butia yatay,Arecaceae,Butia,yatay,VU,NA,NA,sima
Euterpe edulis,Arecaceae,Euterpe,edulis,VU,NA,VU,sima
Lytocaryum insigne,Arecaceae,Lytocaryum,insigne,VU,NA,NA,sima
Syagrus glaucescens,Arecaceae,Syagrus,glaucescens,VU,NA,NA,sima
Syagrus macrocarpa,Arecaceae,Syagrus,macrocarpa,EN,NA,NA,sima
Syagrus mendanhensis,Arecaceae,Syagrus,mendanhensis,CR,NA,NA,sima
Syagrus picrophylla,Arecaceae,Syagrus,picrophylla,VU,NA,NA,sima
Syagrus ruschiana,Arecaceae,Syagrus,ruschiana,VU,NA,NA,sima
Griffinia aracensis,Amaryllidaceae,Griffinia,aracensis,CR,NA,NA,sima
Griffinia colatinensis,Amaryllidaceae,Griffinia,colatinensis,CR,NA,NA,sima
Griffinia espiritensis,Amaryllidaceae,Griffinia,espiritensis,EN,NA,NA,sima
Griffinia gardneriana,Amaryllidaceae,Griffinia,gardneriana,EN,NA,NA,sima
Griffinia hyacinthina,Amaryllidaceae,Griffinia,hyacinthina,EN,NA,EN,sima
Griffinia liboniana,Amaryllidaceae,Griffinia,liboniana,EN,NA,NA,sima
Griffinia nocturna,Amaryllidaceae,Griffinia,nocturna,CR,NA,NA,sima
Griffinia parviflora,Amaryllidaceae,Griffinia,parviflora,CR,NA,NA,sima
Griffinia paubrasilica,Amaryllidaceae,Griffinia,paubrasilica,CR,NA,NA,sima
Habranthus coeruleus,Amaryllidaceae,Habranthus,coeruleus,VU,NA,NA,sima
Habranthus irwinianus,Amaryllidaceae,Habranthus,irwinianus,VU,NA,NA,sima
Hippeastrum angustifolium,Amaryllidaceae,Hippeastrum,angustifolium,VU,NA,EW,sima
Hippeastrum brasilianum,Amaryllidaceae,Hippeastrum,brasilianum,EN,NA,NA,sima
Hippeastrum breviflorum,Amaryllidaceae,Hippeastrum,breviflorum,EN,NA,NA,sima
Hippeastrum goianum,Amaryllidaceae,Hippeastrum,goianum,EN,NA,NA,sima
Hippeastrum leucobasis,Amaryllidaceae,Hippeastrum,leucobasis,CR,NA,NA,sima
Hippeastrum morelianum,Amaryllidaceae,Hippeastrum,morelianum,VU,NA,VU,sima
Hippeastrum papilio,Amaryllidaceae,Hippeastrum,papilio,CR,NA,NA,sima
Hippeastrum psittacinum,Amaryllidaceae,Hippeastrum,psittacinum,EN,NA,EN,sima
Hippeastrum reginae,Amaryllidaceae,Hippeastrum,reginae,EN,NA,EN,sima
Piper hatschbachii,Piperaceae,Piper,hatschbachii,CR,NA,NA,sima
Worsleya procera,Amaryllidaceae,Worsleya,procera,EN,NA,NA,sima
Zephyranthes brasiliensis,Amaryllidaceae,Zephyranthes,brasiliensis,VU,NA,NA,sima
Zephyranthes candida,Amaryllidaceae,Zephyranthes,candida,EN,NA,EN,sima
Pseudotrimezia brevistamina,Iridaceae,Pseudotrimezia,brevistamina,CR,NA,NA,sima
Pseudotrimezia concava,Iridaceae,Pseudotrimezia,concava,CR,NA,NA,sima
Pseudotrimezia elegans,Iridaceae,Pseudotrimezia,elegans,CR,NA,NA,sima
Pseudotrimezia gracilis,Iridaceae,Pseudotrimezia,gracilis,CR,NA,NA,sima
Pseudotrimezia synandra,Iridaceae,Pseudotrimezia,synandra,EN,NA,NA,sima
Trimezia exillima,Iridaceae,Trimezia,exillima,EN,NA,NA,sima
Trimezia fistulosa,Iridaceae,Trimezia,fistulosa,EN,NA,NA,sima
Trimezia plicatifolia,Iridaceae,Trimezia,plicatifolia,EN,NA,NA,sima
Acianthera heringeri,Orchidaceae,Acianthera,heringeri,CR,NA,NA,sima
Acianthera papillosa,Orchidaceae,Acianthera,papillosa,VU,NA,NA,sima
Adamantinia miltonioides,Orchidaceae,Adamantinia,miltonioides,CR,NA,NA,sima
Hippeastrum santacatarina,Amaryllidaceae,Hippeastrum,santacatarina,EN,NA,NA,sima
Anathallis colnagoi,Orchidaceae,Anathallis,colnagoi,CR,NA,NA,sima
Hippeastrum vittatum,Amaryllidaceae,Hippeastrum,vittatum,CR,NA,NA,sima
Anathallis gehrtii,Orchidaceae,Anathallis,gehrtii,VU,NA,VU,sima
Zephyranthes capivarina,Amaryllidaceae,Zephyranthes,capivarina,VU,NA,NA,sima
Zephyranthes paranaensis,Amaryllidaceae,Zephyranthes,paranaensis,EN,NA,NA,sima
Anathallis tigridens,Orchidaceae,Anathallis,tigridens,VU,NA,NA,sima
Baptistonia kautskyi,Orchidaceae,Baptistonia,kautskyi,EN,NA,NA,sima
Baptistonia truncata,Orchidaceae,Baptistonia,truncata,CR,NA,NA,sima
Acianthera adiri,Orchidaceae,Acianthera,adiri,CR,NA,NA,sima
Acianthera langeana,Orchidaceae,Acianthera,langeana,EN,NA,NA,sima
Bifrenaria silvana,Orchidaceae,Bifrenaria,silvana,CR,NA,NA,sima
Bifrenaria wittigii,Orchidaceae,Bifrenaria,wittigii,EN,NA,NA,sima
Brachionidium restrepioides,Orchidaceae,Brachionidium,restrepioides,VU,NA,VU,sima
Brasilaelia crispa,Orchidaceae,Brasilaelia,crispa,VU,NA,NA,sima
Brasilaelia grandis,Orchidaceae,Brasilaelia,grandis,VU,NA,NA,sima
Brasilaelia lobata,Orchidaceae,Brasilaelia,lobata,EN,NA,NA,sima
Brasilaelia perrinii,Orchidaceae,Brasilaelia,perrinii,VU,NA,NA,sima
Brasilaelia purpurata,Orchidaceae,Brasilaelia,purpurata,VU,NA,NA,sima
Brasilaelia tenebrosa,Orchidaceae,Brasilaelia,tenebrosa,EN,NA,NA,sima
Brasilaelia xanthina,Orchidaceae,Brasilaelia,xanthina,EN,NA,NA,sima
Brasiliorchis schunkeana,Orchidaceae,Brasiliorchis,schunkeana,EN,NA,NA,sima
Brassia arachnoidea,Orchidaceae,Brassia,arachnoidea,VU,NA,NA,sima
Bulbophyllum arianeae,Orchidaceae,Bulbophyllum,arianeae,CR,NA,NA,sima
Bulbophyllum boudetianum,Orchidaceae,Bulbophyllum,boudetianum,EN,NA,NA,sima
Bulbophyllum kautskyi,Orchidaceae,Bulbophyllum,kautskyi,VU,NA,NA,sima
Anathallis pabstii,Orchidaceae,Anathallis,pabstii,EN,NA,NA,sima
Campylocentrum pernambucense,Orchidaceae,Campylocentrum,pernambucense,EN,NA,NA,sima
Catasetum mattosianum,Orchidaceae,Catasetum,mattosianum,EN,NA,NA,sima
Cattleya aclandiae,Orchidaceae,Cattleya,aclandiae,VU,NA,NA,sima
Cattleya dormaniana,Orchidaceae,Cattleya,dormaniana,EN,NA,NA,sima
Cattleya granulosa,Orchidaceae,Cattleya,granulosa,VU,NA,NA,sima
Cattleya guttata,Orchidaceae,Cattleya,guttata,VU,NA,VU,sima
Cattleya harrisoniana,Orchidaceae,Cattleya,harrisoniana,VU,NA,VU,sima
Cattleya intermedia,Orchidaceae,Cattleya,intermedia,VU,NA,VU,sima
Cattleya labiata,Orchidaceae,Cattleya,labiata,VU,NA,VU,sima
Cattleya perrinii,Orchidaceae,Cattleya,perrinii,VU,NA,VU,sima
Cattleya porphyroglossa,Orchidaceae,Cattleya,porphyroglossa,CR,NA,NA,sima
Cattleya purpurata,Orchidaceae,Cattleya,purpurata,VU,NA,EW,sima
Cattleya schilleriana,Orchidaceae,Cattleya,schilleriana,EN,NA,NA,sima
Cattleya tenuis,Orchidaceae,Cattleya,tenuis,EN,NA,NA,sima
Cattleya tigrina,Orchidaceae,Cattleya,tigrina,VU,NA,EW,sima
Cattleya velutina,Orchidaceae,Cattleya,velutina,VU,NA,VU,sima
Cattleya walkeriana,Orchidaceae,Cattleya,walkeriana,VU,NA,VU,sima
Cattleya warneri,Orchidaceae,Cattleya,warneri,VU,NA,NA,sima
Centroglossa castellensis,Orchidaceae,Centroglossa,castellensis,CR,NA,NA,sima
Chloraea membranacea,Orchidaceae,Chloraea,membranacea,EN,NA,NA,sima
Barbosella trilobata,Orchidaceae,Barbosella,trilobata,EN,NA,NA,sima
Cirrhaea fuscolutea,Orchidaceae,Cirrhaea,fuscolutea,EN,NA,EN,sima
Cirrhaea loddigesii,Orchidaceae,Cirrhaea,loddigesii,CR,NA,CR,sima
Cirrhaea longiracemosa,Orchidaceae,Cirrhaea,longiracemosa,VU,NA,VU,sima
Bipinnula biplumata,Orchidaceae,Bipinnula,biplumata,CR,NA,NA,sima
Bipinnula penicillata,Orchidaceae,Bipinnula,penicillata,EN,NA,NA,sima
Brachystele camporum,Orchidaceae,Brachystele,camporum,VU,NA,NA,sima
Codonorchis canisioi,Orchidaceae,Codonorchis,canisioi,CR,NA,NA,sima
Constantia cipoensis,Orchidaceae,Constantia,cipoensis,CR,NA,NA,sima
Coppensia macronyx,Orchidaceae,Coppensia,macronyx,VU,NA,NA,sima
Coppensia majevskyi,Orchidaceae,Coppensia,majevskyi,EN,NA,NA,sima
Cycnoches pentadactylum,Orchidaceae,Cycnoches,pentadactylum,EN,NA,NA,sima
Cyrtopodium caiapoense,Orchidaceae,Cyrtopodium,caiapoense,VU,NA,NA,sima
Cyrtopodium hatschbachii,Orchidaceae,Cyrtopodium,hatschbachii,EN,NA,EN,sima
Cyrtopodium lamellaticallosum,Orchidaceae,Cyrtopodium,lamellaticallosum,CR,NA,NA,sima
Cyrtopodium latifolium,Orchidaceae,Cyrtopodium,latifolium,CR,NA,NA,sima
Cyrtopodium linearifolium,Orchidaceae,Cyrtopodium,linearifolium,CR,NA,NA,sima
Cyrtopodium lissochiloides,Orchidaceae,Cyrtopodium,lissochiloides,VU,NA,EX,sima
Cyrtopodium palmifrons,Orchidaceae,Cyrtopodium,palmifrons,VU,NA,NA,sima
Cyrtopodium poecilum,Orchidaceae,Cyrtopodium,poecilum,EN,NA,NA,sima
Cyrtopodium triste,Orchidaceae,Cyrtopodium,triste,VU,NA,VU,sima
Dichaea mosenii,Orchidaceae,Dichaea,mosenii,VU,NA,VU,sima
Dryadella auriculigera,Orchidaceae,Dryadella,auriculigera,CR,NA,EX,sima
Dryadella lilliputiana,Orchidaceae,Dryadella,lilliputiana,VU,NA,VU,sima
Dryadella susanae,Orchidaceae,Dryadella,susanae,CR,NA,NA,sima
Dungsia harpophylla,Orchidaceae,Dungsia,harpophylla,VU,NA,NA,sima
Dungsia kautskyi,Orchidaceae,Dungsia,kautskyi,CR,NA,NA,sima
Encyclia bragancae,Orchidaceae,Encyclia,bragancae,EN,NA,NA,sima
Epidendrum addae,Orchidaceae,Epidendrum,addae,VU,NA,VU,sima
Cleistes aphylla,Orchidaceae,Cleistes,aphylla,EN,NA,NA,sima
Epidendrum ecostatum,Orchidaceae,Epidendrum,ecostatum,VU,NA,NA,sima
Epidendrum henschenii,Orchidaceae,Epidendrum,henschenii,EN,NA,EN,sima
Epidendrum parahybunense,Orchidaceae,Epidendrum,parahybunense,VU,NA,VU,sima
Epidendrum robustum,Orchidaceae,Epidendrum,robustum,VU,NA,NA,sima
Epidendrum zappii,Orchidaceae,Epidendrum,zappii,EN,NA,NA,sima
Cyclopogon dutrae,Orchidaceae,Cyclopogon,dutrae,EN,NA,NA,sima
Gomesa cuneata,Orchidaceae,Gomesa,cuneata,CR,NA,VU,sima
Gomesa pectoralis,Orchidaceae,Gomesa,pectoralis,CR,NA,CR,sima
Gomesa uniflora,Orchidaceae,Gomesa,uniflora,CR,NA,NA,sima
Grandiphyllum divaricatum,Orchidaceae,Grandiphyllum,divaricatum,VU,NA,VU,sima
Grandiphyllum hians,Orchidaceae,Grandiphyllum,hians,VU,NA,VU,sima
Grobya cipoensis,Orchidaceae,Grobya,cipoensis,CR,NA,NA,sima
Grobya fascifera,Orchidaceae,Grobya,fascifera,VU,NA,EX,sima
Habenaria achalensis,Orchidaceae,Habenaria,achalensis,VU,NA,VU,sima
Habenaria brachyplectron,Orchidaceae,Habenaria,brachyplectron,CR,NA,EX,sima
Habenaria ernesti-ulei,Orchidaceae,Habenaria,ernesti-ulei,EN,NA,EX,sima
Habenaria ernestulei,Orchidaceae,Habenaria,ernestulei,EN,NA,NA,sima
Habenaria galeandriformis,Orchidaceae,Habenaria,galeandriformis,CR,NA,EX,sima
Habenaria itaculumia,Orchidaceae,Habenaria,itaculumia,CR,NA,NA,sima
Habenaria novaesii,Orchidaceae,Habenaria,novaesii,CR,NA,EX,sima
Hadrolaelia alaori,Orchidaceae,Hadrolaelia,alaori,CR,NA,NA,sima
Hadrolaelia brevipedunculata,Orchidaceae,Hadrolaelia,brevipedunculata,VU,NA,NA,sima
Hadrolaelia jongheana,Orchidaceae,Hadrolaelia,jongheana,EN,NA,NA,sima
Hadrolaelia pumila,Orchidaceae,Hadrolaelia,pumila,VU,NA,NA,sima
Hadrolaelia pygmaea,Orchidaceae,Hadrolaelia,pygmaea,EN,NA,NA,sima
Hadrolaelia sincorana,Orchidaceae,Hadrolaelia,sincorana,EN,NA,NA,sima
Hadrolaelia wittigiana,Orchidaceae,Hadrolaelia,wittigiana,EN,NA,NA,sima
Hoehneella heloisae,Orchidaceae,Hoehneella,heloisae,CR,NA,NA,sima
Hoffmannseggella briegeri,Orchidaceae,Hoffmannseggella,briegeri,EN,NA,NA,sima
Hoffmannseggella caulescens,Orchidaceae,Hoffmannseggella,caulescens,EN,NA,NA,sima
Hoffmannseggella endsfeldzii,Orchidaceae,Hoffmannseggella,endsfeldzii,CR,NA,NA,sima
Hoffmannseggella ghillanyi,Orchidaceae,Hoffmannseggella,ghillanyi,EN,NA,NA,sima
Hoffmannseggella gloedeniana,Orchidaceae,Hoffmannseggella,gloedeniana,CR,NA,NA,sima
Hoffmannseggella kautskyana,Orchidaceae,Hoffmannseggella,kautskyana,CR,NA,NA,sima
Hoffmannseggella milleri,Orchidaceae,Hoffmannseggella,milleri,CR,NA,NA,sima
Hoffmannseggella mixta,Orchidaceae,Hoffmannseggella,mixta,EN,NA,NA,sima
Hoffmannseggella munchowiana,Orchidaceae,Hoffmannseggella,munchowiana,CR,NA,NA,sima
Houlletia brocklehurstiana,Orchidaceae,Houlletia,brocklehurstiana,EN,NA,EN,sima
Lophiaris schwambachiae,Orchidaceae,Lophiaris,schwambachiae,VU,NA,NA,sima
Habenaria piraquarensis,Orchidaceae,Habenaria,piraquarensis,EN,NA,NA,sima
Malaxis jaraguae,Orchidaceae,Malaxis,jaraguae,VU,NA,VU,sima
Masdevallia discoidea,Orchidaceae,Masdevallia,discoidea,CR,NA,NA,sima
Miltonia kayasimae,Orchidaceae,Miltonia,kayasimae,CR,NA,EX,sima
Myoxanthus ruschii,Orchidaceae,Myoxanthus,ruschii,CR,NA,NA,sima
Myoxanthus seidelii,Orchidaceae,Myoxanthus,seidelii,CR,NA,NA,sima
Neogardneria murrayana,Orchidaceae,Neogardneria,murrayana,EN,NA,EN,sima
Notylia microchila,Orchidaceae,Notylia,microchila,EN,NA,NA,sima
Octomeria alexandri,Orchidaceae,Octomeria,alexandri,EN,NA,EN,sima
Octomeria geraensis,Orchidaceae,Octomeria,geraensis,VU,NA,EX,sima
Octomeria hoehnei,Orchidaceae,Octomeria,hoehnei,EN,NA,EX,sima
Octomeria truncicola,Orchidaceae,Octomeria,truncicola,VU,NA,VU,sima
Octomeria wawrae,Orchidaceae,Octomeria,wawrae,EN,NA,EX,sima
Octomeria wilsoniana,Orchidaceae,Octomeria,wilsoniana,CR,NA,EX,sima
Pabstia jugosa,Orchidaceae,Pabstia,jugosa,EN,NA,EN,sima
Pabstia schunkiana,Orchidaceae,Pabstia,schunkiana,CR,NA,NA,sima
Pabstiella castellensis,Orchidaceae,Pabstiella,castellensis,CR,NA,NA,sima
Pabstiella conspersa,Orchidaceae,Pabstiella,conspersa,EN,NA,NA,sima
Pabstiella garayi,Orchidaceae,Pabstiella,garayi,CR,NA,NA,sima
Pabstiella lingua,Orchidaceae,Pabstiella,lingua,EN,NA,NA,sima
Pabstiella ruschii,Orchidaceae,Pabstiella,ruschii,CR,NA,NA,sima
Octomeria chamaeleptotes,Orchidaceae,Octomeria,chamaeleptotes,VU,NA,NA,sima
Phragmipedium vittatum,Orchidaceae,Phragmipedium,vittatum,VU,NA,VU,sima
Phymatidium geiselii,Orchidaceae,Phymatidium,geiselii,EN,NA,NA,sima
Phymatidium vogelii,Orchidaceae,Phymatidium,vogelii,VU,NA,VU,sima
Pabstiella bacillaris,Orchidaceae,Pabstiella,bacillaris,EN,NA,NA,sima
Polystachya rupicola,Orchidaceae,Polystachya,rupicola,CR,NA,NA,sima
Pseudolaelia brejetubensis,Orchidaceae,Pseudolaelia,brejetubensis,CR,NA,NA,sima
Pseudolaelia canaanensis,Orchidaceae,Pseudolaelia,canaanensis,VU,NA,NA,sima
Pseudolaelia cipoensis,Orchidaceae,Pseudolaelia,cipoensis,CR,NA,NA,sima
Pseudolaelia citrina,Orchidaceae,Pseudolaelia,citrina,EN,NA,NA,sima
Pseudolaelia dutrae,Orchidaceae,Pseudolaelia,dutrae,VU,NA,NA,sima
Pteroglossa hilariana,Orchidaceae,Pteroglossa,hilariana,EN,NA,EX,sima
Rauhiella silvana,Orchidaceae,Rauhiella,silvana,EN,NA,NA,sima
Sarcoglottis alexandri,Orchidaceae,Sarcoglottis,alexandri,EN,NA,EX,sima
Saundersia mirabilis,Orchidaceae,Saundersia,mirabilis,EN,NA,EN,sima
Saundersia paniculata,Orchidaceae,Saundersia,paniculata,VU,NA,NA,sima
Scuticaria irwiniana,Orchidaceae,Scuticaria,irwiniana,EN,NA,NA,sima
Scuticaria itirapinensis,Orchidaceae,Scuticaria,itirapinensis,CR,NA,CR,sima
Scuticaria kautskyi,Orchidaceae,Scuticaria,kautskyi,CR,NA,NA,sima
Scuticaria strictifolia,Orchidaceae,Scuticaria,strictifolia,EN,NA,EX,sima
Specklinia gomesferreirae,Orchidaceae,Specklinia,gomesferreirae,CR,NA,NA,sima
Thelyschista ghillanyi,Orchidaceae,Thelyschista,ghillanyi,VU,NA,NA,sima
Thysanoglossa jordanensis,Orchidaceae,Thysanoglossa,jordanensis,EN,NA,EN,sima
Trichopilia santoslimae,Orchidaceae,Trichopilia,santoslimae,CR,NA,NA,sima
Vanilla dietschiana,Orchidaceae,Vanilla,dietschiana,VU,NA,VU,sima
Vanilla dubia,Orchidaceae,Vanilla,dubia,EN,NA,NA,sima
Stigmatosema hatschbachii,Orchidaceae,Stigmatosema,hatschbachii,CR,NA,NA,sima
Zygopetalum pabstii,Orchidaceae,Zygopetalum,pabstii,EN,NA,NA,sima
Zygostates kuhlmannii,Orchidaceae,Zygostates,kuhlmannii,EN,NA,NA,sima
Zygostates linearisepala,Orchidaceae,Zygostates,linearisepala,CR,NA,NA,sima
Dichorisandra acaulis,Commelinaceae,Dichorisandra,acaulis,EN,NA,NA,sima
Dichorisandra glaziovii,Commelinaceae,Dichorisandra,glaziovii,VU,NA,NA,sima
Dichorisandra leucophthalmos,Commelinaceae,Dichorisandra,leucophthalmos,VU,NA,NA,sima
Dichorisandra neglecta,Commelinaceae,Dichorisandra,neglecta,CR,NA,NA,sima
Siderasis fuscata,Commelinaceae,Siderasis,fuscata,EN,NA,NA,sima
Dioscorea asperula,Dioscoreaceae,Dioscorea,asperula,VU,NA,NA,sima
Dioscorea loefgrenii,Dioscoreaceae,Dioscorea,loefgrenii,VU,NA,VU,sima
Dioscorea mantiqueirensis,Dioscoreaceae,Dioscorea,mantiqueirensis,CR,NA,EX,sima
Dioscorea pseudomacrocapsa,Dioscoreaceae,Dioscorea,pseudomacrocapsa,EN,NA,NA,sima
Dioscorea trilinguis,Dioscoreaceae,Dioscorea,trilinguis,EN,NA,NA,sima
Alstroemeria amabilis,Alstroemeriaceae,Alstroemeria,amabilis,EN,NA,NA,sima
Alstroemeria brasiliensis,Alstroemeriaceae,Alstroemeria,brasiliensis,EN,NA,NA,sima
Alstroemeria capixaba,Alstroemeriaceae,Alstroemeria,capixaba,CR,NA,NA,sima
Alstroemeria caryophyllaea,Alstroemeriaceae,Alstroemeria,caryophyllaea,EN,NA,EW,sima
Dioscorea sanpaulensis,Dioscoreaceae,Dioscorea,sanpaulensis,EN,NA,NA,sima
Alstroemeria malmeana,Alstroemeriaceae,Alstroemeria,malmeana,CR,NA,NA,sima
Alstroemeria orchidioides,Alstroemeriaceae,Alstroemeria,orchidioides,EN,NA,NA,sima
Alstroemeria penduliflora,Alstroemeriaceae,Alstroemeria,penduliflora,EN,NA,NA,sima
Smilax lappacea,Smilacaceae,Smilax,lappacea,EN,NA,EX,sima
Smilax lutescens,Smilacaceae,Smilax,lutescens,EN,NA,EX,sima
Smilax muscosa,Smilacaceae,Smilax,muscosa,VU,NA,EX,sima
Smilax spicata,Smilacaceae,Smilax,spicata,EN,NA,NA,sima
Smilax subsessiliflora,Smilacaceae,Smilax,subsessiliflora,EN,NA,EX,sima
Asplundia brachypus,Cyclanthaceae,Asplundia,brachypus,VU,NA,NA,sima
Barbacenia delicatula,Velloziaceae,Barbacenia,delicatula,EN,NA,NA,sima
Barbacenia exscapa,Velloziaceae,Barbacenia,exscapa,CR,NA,NA,sima
Barbacenia glutinosa,Velloziaceae,Barbacenia,glutinosa,CR,NA,NA,sima
Barbacenia gounelleana,Velloziaceae,Barbacenia,gounelleana,EN,NA,EN,sima
Barbacenia longiscapa,Velloziaceae,Barbacenia,longiscapa,CR,NA,NA,sima
Barbacenia pungens,Velloziaceae,Barbacenia,pungens,CR,NA,NA,sima
Barbacenia riparia,Velloziaceae,Barbacenia,riparia,CR,NA,NA,sima
Barbacenia rodriguesii,Velloziaceae,Barbacenia,rodriguesii,EN,NA,NA,sima
Barbacenia spectabilis,Velloziaceae,Barbacenia,spectabilis,EN,NA,NA,sima
Barbacenia spiralis,Velloziaceae,Barbacenia,spiralis,EN,NA,NA,sima
Vellozia alata,Velloziaceae,Vellozia,alata,EN,NA,NA,sima
Vellozia armata,Velloziaceae,Vellozia,armata,EN,NA,NA,sima
Vellozia barbata,Velloziaceae,Vellozia,barbata,EN,NA,NA,sima
Vellozia canelinha,Velloziaceae,Vellozia,canelinha,CR,NA,NA,sima
Vellozia gigantea,Velloziaceae,Vellozia,gigantea,EN,NA,NA,sima
Vellozia glabra,Velloziaceae,Vellozia,glabra,EN,NA,NA,sima
Vellozia hatschbachii,Velloziaceae,Vellozia,hatschbachii,EN,NA,NA,sima
Vellozia leptopetala,Velloziaceae,Vellozia,leptopetala,EN,NA,NA,sima
Vellozia lilacina,Velloziaceae,Vellozia,lilacina,EN,NA,NA,sima
Vellozia metzgerae,Velloziaceae,Vellozia,metzgerae,EN,NA,NA,sima
Vellozia nuda,Velloziaceae,Vellozia,nuda,EN,NA,NA,sima
Vellozia patens,Velloziaceae,Vellozia,patens,EN,NA,NA,sima
Vellozia piresiana,Velloziaceae,Vellozia,piresiana,EN,NA,NA,sima
Vellozia pulchra,Velloziaceae,Vellozia,pulchra,EN,NA,NA,sima
Vellozia sessilis,Velloziaceae,Vellozia,sessilis,EN,NA,NA,sima
Vellozia streptophylla,Velloziaceae,Vellozia,streptophylla,EN,NA,NA,sima
Vellozia subalata,Velloziaceae,Vellozia,subalata,EN,NA,NA,sima
Aechmea alopecurus,Bromeliaceae,Aechmea,alopecurus,EN,NA,NA,sima
Aechmea amicorum,Bromeliaceae,Aechmea,amicorum,EN,NA,NA,sima
Aechmea apocalyptica,Bromeliaceae,Aechmea,apocalyptica,VU,NA,EX,sima
Aechmea azurea,Bromeliaceae,Aechmea,azurea,VU,NA,NA,sima
Aechmea bambusoides,Bromeliaceae,Aechmea,bambusoides,VU,NA,NA,sima
Aechmea cariocae,Bromeliaceae,Aechmea,cariocae,EN,NA,NA,sima
Aechmea castanea,Bromeliaceae,Aechmea,castanea,EN,NA,NA,sima
Aechmea depressa,Bromeliaceae,Aechmea,depressa,EN,NA,NA,sima
Aechmea echinata,Bromeliaceae,Aechmea,echinata,EN,NA,NA,sima
Aechmea fosteriana,Bromeliaceae,Aechmea,fosteriana,EN,NA,NA,sima
Aechmea gustavoi,Bromeliaceae,Aechmea,gustavoi,CR,NA,NA,sima
Aechmea kertesziae,Bromeliaceae,Aechmea,kertesziae,EN,NA,NA,sima
Aechmea kleinii,Bromeliaceae,Aechmea,kleinii,EN,NA,NA,sima
Aechmea macrochlamys,Bromeliaceae,Aechmea,macrochlamys,EN,NA,NA,sima
Aechmea marginalis,Bromeliaceae,Aechmea,marginalis,CR,NA,NA,sima
Aechmea muricata,Bromeliaceae,Aechmea,muricata,EN,NA,NA,sima
Aechmea mutica,Bromeliaceae,Aechmea,mutica,EN,NA,NA,sima
Aechmea orlandiana,Bromeliaceae,Aechmea,orlandiana,CR,NA,NA,sima
Aechmea sphaerocephala,Bromeliaceae,Aechmea,sphaerocephala,EN,NA,NA,sima
Aechmea triangularis,Bromeliaceae,Aechmea,triangularis,EN,NA,NA,sima
Aechmea vanhoutteana,Bromeliaceae,Aechmea,vanhoutteana,VU,NA,NA,sima
Aechmea werdermannii,Bromeliaceae,Aechmea,werdermannii,EN,NA,NA,sima
Aechmea winkleri,Bromeliaceae,Aechmea,winkleri,CR,NA,NA,sima
Alcantarea benzingii,Bromeliaceae,Alcantarea,benzingii,CR,NA,NA,sima
Alcantarea duarteana,Bromeliaceae,Alcantarea,duarteana,EN,NA,NA,sima
Alcantarea farneyi,Bromeliaceae,Alcantarea,farneyi,CR,NA,NA,sima
Alcantarea geniculata,Bromeliaceae,Alcantarea,geniculata,EN,NA,NA,sima
Alcantarea glaziouana,Bromeliaceae,Alcantarea,glaziouana,EN,NA,NA,sima
Alcantarea imperialis,Bromeliaceae,Alcantarea,imperialis,VU,NA,NA,sima
Alcantarea nahoumii,Bromeliaceae,Alcantarea,nahoumii,VU,NA,NA,sima
Alcantarea nevaresii,Bromeliaceae,Alcantarea,nevaresii,EN,NA,NA,sima
Alcantarea vinicolor,Bromeliaceae,Alcantarea,vinicolor,EN,NA,NA,sima
Araeococcus montanus,Bromeliaceae,Araeococcus,montanus,EN,NA,NA,sima
Billbergia brasiliensis,Bromeliaceae,Billbergia,brasiliensis,EN,NA,NA,sima
Bromelia braunii,Bromeliaceae,Bromelia,braunii,CR,NA,NA,sima
Bromelia macedoi,Bromeliaceae,Bromelia,macedoi,VU,NA,NA,sima
Canistropsis albiflora,Bromeliaceae,Canistropsis,albiflora,VU,NA,NA,sima
Canistropsis elata,Bromeliaceae,Canistropsis,elata,CR,NA,NA,sima
Canistrum alagoanum,Bromeliaceae,Canistrum,alagoanum,EN,NA,NA,sima
Canistrum aurantiacum,Bromeliaceae,Canistrum,aurantiacum,EN,NA,NA,sima
Canistrum camacaense,Bromeliaceae,Canistrum,camacaense,EN,NA,NA,sima
Canistrum fosterianum,Bromeliaceae,Canistrum,fosterianum,CR,NA,NA,sima
Canistrum guzmanioides,Bromeliaceae,Canistrum,guzmanioides,EN,NA,NA,sima
Canistrum montanum,Bromeliaceae,Canistrum,montanum,EN,NA,NA,sima
Canistrum pickelii,Bromeliaceae,Canistrum,pickelii,VU,NA,NA,sima
Canistrum triangulare,Bromeliaceae,Canistrum,triangulare,EN,NA,NA,sima
Cryptanthus burle-marxii,Bromeliaceae,Cryptanthus,burle-marxii,VU,NA,NA,sima
Cryptanthus capitatus,Bromeliaceae,Cryptanthus,capitatus,EN,NA,NA,sima
Cryptanthus caracensis,Bromeliaceae,Cryptanthus,caracensis,CR,NA,NA,sima
Cryptanthus caulescens,Bromeliaceae,Cryptanthus,caulescens,EN,NA,NA,sima
Cryptanthus coriaceus,Bromeliaceae,Cryptanthus,coriaceus,EN,NA,NA,sima
