"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"287","2021-04-05 12:31:14-03","UNIVASF","HVASF","8806","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","A.P. Fontana","6555","2010","03","16","América do Sul","Brasil","Pernambuco","Pico do Papagaio. Topo, afloramento rochoso granítico","1185","1185",NA,"Epífita. Folhas acinzentadas. Frutos imaturos verdes.","HVASF008806",NA,"Triunfo",NA,NA,"2010","03","16","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"288","2021-04-05 12:31:14-03","UNIVASF","HVASF","9466","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","A.P. Fontana","7146","2010","07","14","América do Sul","Brasil","Pernambuco","Mata Redonda","1033","1033",NA,"Epífita sobre tamboril. Frutos imaturos verdes. Em cultivo.","HVASF009466",NA,"Triunfo",NA,NA,"2010","10","15","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"289","2021-04-05 12:31:14-03","UNIVASF","HVASF","1544","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","J.A. Siqueira Filho","1222","2002","06","10","América do Sul","Brasil","Pernambuco","Serra do Letreiro","800","800",NA,"Epífita com folhas 32X3,2cm comp. Inflorescência dística ou polística com 55cm alt. Frutos capsulares.","HVASF001544",NA,"Altinho",NA,NA,"2002","06","10","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"290","2021-04-05 12:31:14-03","UNIVASF","HVASF","13105","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","C.O. Souza","29","2011","10","28","América do Sul","Brasil","Bahia","BR-407, Distrito de Carrapichel, após a estação ferroviária. Margem direita da estrada vicinal, sentido Serra do Santana","665","665",NA,"Epífita ca. de 60cm alt., indivíduo isolado. Frutos elipsóides. Escapo floral ca. 50cm comp., 4 ramos terminais.","HVASF013105",NA,"Senhor do Bonfim",NA,NA,"2011","12","14","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"291","2021-04-05 12:31:14-03","UNIVASF","HVASF","5501","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P. Fontana","J.G. Carvalho-Sobrinho","2348","2009","09","03","América do Sul","Brasil","Pernambuco","Reserva Biológica Serra Negra.","873","873",NA,"Epífita. Folhas verdes com manchas vináceas. Frutos imaturos verde-amarelados.","HVASF005501",NA,"Floresta",NA,NA,"2010","05","19","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"292","2021-04-05 12:31:14-03","UNIVASF","HVASF","16124","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Siqueira Filho","E.V.R. Ferreira","457","2012","01","31","América do Sul","Brasil","Pernambuco","Sítio Alegre, Serra do Caboclo. Inselberg.","1060","1060",NA,"Folhas argênteas ca. 30cm. compr. Inflorescências ca. 50 cm. alt. Em frutificação. Em cultivo no VIVASF 276. Data de coleta no VIVASF 10/08/2012.","HVASF016124",NA,"Belo Jardim",NA,NA,"2012","08","30","9999.000000","9999.000000",NA,NA,NA,NA,NA,NA,"U"
"293","2019-11-21 10:02:47-03","IBt","SP","453335","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Versieux, LM","Thomas, WW; et al.","13912","2004","02","07",NA,"Brasil","Bahia","Fazenda Boa Esperança (owner Alberto Santos Vieira), 7 km from Poções on road to duas Vendas, Fazenda house and grounds.","875","925",NA,NA,"SP053040","SP053040","Poções","-40.359722","-14.597222","2006","03",NA,"-40.359722","-14.597222",NA,NA,NA,NA,NA,NA,NA
"294","2019-11-21 10:02:47-03","IBt","SP","472294","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Araújo, CC","Araújo, CC; Moreira, ALC","18","2013","10","09",NA,"Brasil","Goiás","Próximo a Alto Paraíso de Goiás. Propriedade Portal da Chapada.","1134","1134",NA,NA,"SP053041","SP053041","Alto Paraíso de Goiás","-47.601","-14.165167","2016","08","23","-47.601","-14.165167",NA,NA,NA,NA,NA,NA,NA
"295","2019-11-21 10:02:47-03","IBt","SP","472327","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Araújo, CC","Araújo, CC; Hoinaski, R","60","2014","11","21",NA,"Brasil","Distrito Federal","Parque Ecológico Ezechias Heringer, Parque Guará.","1040","1040",NA,NA,"SP053037","SP053037","Brasília","-47.97","-15.8225","2015","11","04","-47.97","-15.8225",NA,NA,NA,NA,NA,NA,NA
"296","2019-11-21 10:02:47-03","IBt","SP","475025","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Wanderley, MGL","Córdula, E; et al.","109","2006","07","20",NA,"Brasil","Sergipe","Lagoa do Rancho - Fazenda São Pedro.","180","200",NA,NA,"SP053036","SP053036","Porto da Folha","-37.414167","-10.036944","2011","02","15","-37.414167","-10.036944",NA,NA,NA,NA,NA,NA,NA
"297","2019-11-21 10:02:47-03","IBt","SP","402502","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Wanderley, MGL","Wanderley, MGL; Trindade Lima, T; Martins, SE","2552","2006","06","02",NA,"Brasil","Minas Gerais","Vilarejo do Funil. Trilha para o Cânion.",NA,NA,NA,NA,"SP053038","SP053038","Rio Preto","-43.8278007507324","-22.0891990661621","2006","06",NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA
"298","2019-11-21 10:02:47-03","IBt","SP","41826","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","Smith, LB","Kuhlmann, M","s.n.","1939","12","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"SP053039","SP053039","Paraíba do Sul","-43.2928009033203","-22.1618995666504","1941","01",NA,NA,NA,NA,"22368","auto",NA,NA,NA,NA
