"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"245","2019-11-01 15:00:44-03","UnB","UB","129273","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Heringer, EP","5621","1957","06","Southern America","Brasil","Minas Gerais","Fazenda do Barro Vermelho-Rod. Cordesburgo-Paraopeba",NA,NA,NA,NA,"10",NA,NA,NA,"Grear, JW",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-11-01 15:00:44-03","UnB","UB","210985","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM; Concha, C","BP356","2012","10","Southern America","Brasil","Goiás","Fazenda Canadá (CUFCFB)",NA,"Foto (exsicata); Trepadeira, 1m; Vereda. Solo rico em matéria orgânica, argiloso, preto",NA,NA,"10","Edéia","-50.079722","-17.721944","Zanatta, MRV","465","465","2012",NA,"-50.079722","-17.721944",NA,NA,NA,NA,NA,NA,NA
"247","2019-11-01 15:00:44-03","UnB","UB","129270","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Magalhães, M","2589","1942","11","Southern America","Brasil","Minas Gerais","Pito Aceso",NA,"Flor amarela.; Trepadeira.; Capoeirinha",NA,NA,"11","Caeté","-43.6697006225586","-19.8799991607666","Grear, JW",NA,NA,"1976",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA
"248","2019-05-06 11:57:56-03","UFU","HUFU","67784","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Krieger, L.","11495","1972","02",NA,"Brasil","Minas Gerais","Serra da Mantiqueira",NA,"Cipó, regular, volúvel, flores amarelas, planta inteira pilosa. Há frutos maduros.","HUFU00010086","HUFU00010086","07","Antônio Carlos","-43.7467002868652","-21.3180999755859","Luiz, A.",NA,NA,"1972","11",NA,NA,"23","30131","auto",NA,NA,NA,NA
"249","2021-02-08 12:42:21-03","UFRGS","ICN","136011","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Hoehne, W","s.n.","1949","05","América do Sul","Brasil","SP","Vila Ema",NA,"Escandente; Cerrado","ICN00025388","ICN00025388 ICN00025388_1","27","São Paulo","-46.6300010681152","-23.5400009155273","Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"250","2021-02-08 12:42:21-03","UFRGS","ICN","136010","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Hoehne, W","s.n.","1947","03","América do Sul","Brasil","SP","Pico do Jaraguá",NA,"Volúvel; flores amarelas","ICN00025389","ICN00025389 ICN00025389_1","27","São Paulo","-46.6300010681152","-23.5400009155273","Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"251","2021-02-08 12:42:21-03","UFRGS","ICN","167997","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Miotto, STS; et al.","2562","2011","02","América do Sul","Brasil","PR","perímetro urbano; 24°14'21.8''S 49°42'05.5''W",NA,"trepadeira em beira de mato","ICN00025387","ICN00025387","03","Jaguariaíva","-49.701389","-24.239167","Miotto, STS",NA,NA,"2011","05","-49.701389","-24.239167","31",NA,NA,NA,NA,NA,NA
"252","2021-02-08 12:42:21-03","UFRGS","ICN","136011","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Hoehne, W","s.n.","1949","05","América do Sul","Brasil","SP","Vila Ema",NA,"Escandente; Cerrado","ICN00025388","ICN00025388 ICN00025388_1","27","São Paulo","-46.6300010681152","-23.5400009155273","Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"253","2021-02-08 12:42:21-03","UFRGS","ICN","136010","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Hoehne, W","s.n.","1947","03","América do Sul","Brasil","SP","Pico do Jaraguá",NA,"Volúvel; flores amarelas","ICN00025389","ICN00025389 ICN00025389_1","27","São Paulo","-46.6300010681152","-23.5400009155273","Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"254","2021-02-08 12:42:21-03","UFRGS","ICN","167997","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Miotto, STS; et al.","2562","2011","02","América do Sul","Brasil","PR","perímetro urbano; 24°14'21.8''S 49°42'05.5''W",NA,"trepadeira em beira de mato","ICN00025387","ICN00025387","03","Jaguariaíva","-49.701389","-24.239167","Miotto, STS",NA,NA,"2011","05","-49.701389","-24.239167","31",NA,NA,NA,NA,NA,NA
"255","2019-11-21 10:06:28-03","IBt","SP","8547","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Blanchet, JS","3815",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-21 10:06:28-03","IBt","SP","37761","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5420","1933","03",NA,"Brasil","Minas Gerais","Serra do Taquaril, Habitat sujo",NA,NA,NA,NA,"29","Belo Horizonte","-43.937801361084","-19.9207992553711","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"257","2019-11-21 10:06:26-03","IBt","SP","37759","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5417","1933","01",NA,"Brasil","Minas Gerais","Vila Cruzeiro do Sul. Habitat sujo",NA,NA,NA,NA,"09","Belo Horizonte","-43.937801361084","-19.9207992553711","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"258","2019-11-21 10:06:28-03","IBt","SP","79973","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Heringer, EP","5621","1957","06",NA,"Brasil","Minas Gerais","Faz. do Barro Vermelho. Rod. Cordsburgo. Reserva Florestal",NA,NA,NA,NA,"10","Paraopeba","-44.4042015075684","-19.2744007110596","Bezerra, LMPA",NA,NA,"2016","07",NA,NA,"18","26090","auto",NA,NA,NA,NA
"259","2019-11-21 10:06:28-03","IBt","SP","37760","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5419","1933","03",NA,"Brasil","Minas Gerais","Lagoa Santa. Habitat sujo",NA,NA,NA,NA,"25","Santa Luzia","-43.8513984680176","-19.7696990966797","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA
"260","2019-11-21 10:06:26-03","IBt","SP","13462","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Campos Novaes, J","CGG5652",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"SP006607","SP006607",NA,"Campinas","-47.060001373291","-22.8999996185303","Grear, JW",NA,NA,"1976",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"261","2019-11-21 10:06:26-03","IBt","SP","2230","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Campos Novaes, J","280",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Campinas","-47.060001373291","-22.8999996185303","Miotto, S",NA,NA,"1998",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"262","2019-11-21 10:06:26-03","IBt","SP","31736a","Extra","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Gehrt, A","s.n.","1934","04",NA,"Brasil","São Paulo",NA,NA,NA,"SP027808","SP027808","29","Carapicuíba","-46.8300018310547","-23.5200004577637","D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241","auto",NA,NA,NA,NA
"263","2019-11-21 10:06:26-03","IBt","SP","31736","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Gehrt, A","s.n.","1934","04",NA,"Brasil","São Paulo",NA,NA,NA,"SP027809","SP027809","29","Carapicuíba","-46.8300018310547","-23.5200004577637","D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241","auto",NA,NA,NA,NA
"264","2019-11-21 10:06:28-03","IBt","SP","7093","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Brade, AC","7290","1915","03",NA,"Brasil","São Paulo",NA,NA,NA,"SP027810","SP027810","14","Jundiaí","-46.8800010681152","-23.1800003051758","D'Eça Neves, FF",NA,NA,"1997","08",NA,NA,NA,"17840","auto",NA,NA,NA,NA
"265","2019-11-21 10:06:26-03","IBt","SP","13465","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Usteri, A","s.n.","1906","01",NA,"Brasil","São Paulo","Penha",NA,NA,NA,NA,"01","São Paulo","-46.6300010681152","-23.5400009155273","Bezerra, LMPA",NA,NA,"2016","07",NA,NA,"18","53584","auto",NA,NA,NA,NA
"266","2019-11-21 10:06:28-03","IBt","SP","8547","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Blanchet, JS","3815",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:06:28-03","IBt","SP","37761","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5420","1933","03",NA,"Brasil","Minas Gerais","Serra do Taquaril, Habitat sujo",NA,NA,NA,NA,"29","Belo Horizonte","-43.937801361084","-19.9207992553711","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"268","2019-11-21 10:06:26-03","IBt","SP","37759","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5417","1933","01",NA,"Brasil","Minas Gerais","Vila Cruzeiro do Sul. Habitat sujo",NA,NA,NA,NA,"09","Belo Horizonte","-43.937801361084","-19.9207992553711","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"269","2019-11-21 10:06:28-03","IBt","SP","79973","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Heringer, EP","5621","1957","06",NA,"Brasil","Minas Gerais","Faz. do Barro Vermelho. Rod. Cordsburgo. Reserva Florestal",NA,NA,NA,NA,"10","Paraopeba","-44.4042015075684","-19.2744007110596","Bezerra, LMPA",NA,NA,"2016","07",NA,NA,"18","26090","auto",NA,NA,NA,NA
"270","2019-11-21 10:06:28-03","IBt","SP","37760","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mello Barreto","5419","1933","03",NA,"Brasil","Minas Gerais","Lagoa Santa. Habitat sujo",NA,NA,NA,NA,"25","Santa Luzia","-43.8513984680176","-19.7696990966797","Grear Jr, JW",NA,NA,"1976",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA
"271","2019-11-21 10:06:26-03","IBt","SP","13462","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Campos Novaes, J","CGG5652",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"SP006607","SP006607",NA,"Campinas","-47.060001373291","-22.8999996185303","Grear, JW",NA,NA,"1976",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"272","2019-11-21 10:06:26-03","IBt","SP","2230","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Campos Novaes, J","280",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Campinas","-47.060001373291","-22.8999996185303","Miotto, S",NA,NA,"1998",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"273","2019-11-21 10:06:26-03","IBt","SP","31736a","Extra","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Gehrt, A","s.n.","1934","04",NA,"Brasil","São Paulo",NA,NA,NA,"SP027808","SP027808","29","Carapicuíba","-46.8300018310547","-23.5200004577637","D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241","auto",NA,NA,NA,NA
"274","2019-11-21 10:06:26-03","IBt","SP","31736","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Gehrt, A","s.n.","1934","04",NA,"Brasil","São Paulo",NA,NA,NA,"SP027809","SP027809","29","Carapicuíba","-46.8300018310547","-23.5200004577637","D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241","auto",NA,NA,NA,NA
"275","2019-11-21 10:06:28-03","IBt","SP","7093","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Brade, AC","7290","1915","03",NA,"Brasil","São Paulo",NA,NA,NA,"SP027810","SP027810","14","Jundiaí","-46.8800010681152","-23.1800003051758","D'Eça Neves, FF",NA,NA,"1997","08",NA,NA,NA,"17840","auto",NA,NA,NA,NA
"276","2019-11-21 10:06:26-03","IBt","SP","13465","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Usteri, A","s.n.","1906","01",NA,"Brasil","São Paulo","Penha",NA,NA,NA,NA,"01","São Paulo","-46.6300010681152","-23.5400009155273","Bezerra, LMPA",NA,NA,"2016","07",NA,NA,"18","53584","auto",NA,NA,NA,NA
