"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"237","2010-11-28 09:43:00-02","MO","MOBOT","2456952","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Arturo E. Ragonese","Ragonese s.n.14","South America","Argentina","Buenos Aires","Avda. Mitre frente al Club Nautico Buchardo",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1968","3","17","San Isidro",NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2013-12-01 05:44:00-02","MO","MOBOT","2480361","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Ernesto Barros","Barros 9341","South America","Chile","Bíobío","Santa Bárbara, Huachi",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1951","2","6","Bíobío",NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-07-06 12:32:00-03","MO","MOBOT","2480380","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Otto Buchtien","Buchtien s.n.28","South America","Chile","Los Lagos","In Sümpfen",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1899",NA,NA,NA,NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","3053179","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","W. Lossen","Lossen 172","South America","Argentina","Córdoba","Collected February 25.",NA,NA,NA,NA,NA,NA,NA,NA,"Willd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-06-15 15:30:09-03","UNESP-RC","HRCB","1563","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Cuezzo, A.R.","2218",NA,"Argentina","San Juan",NA,NA,NA,NA,NA,"Material recebido do Instituto Miguel Lillo, em 14/6/1949, Argentina",NA,NA,NA,"Lam.","Barros, M.","1945","12","28","Santa Lucía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-06-15 15:30:09-03","UNESP-RC","HRCB","1559","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","Rose, L.S.","39277",NA,"Estados Unidos da América","California",NA,NA,NA,NA,NA,"Flora da Califórnia. Material recebido do Snr. Lewis S. Rose",NA,NA,NA,"Willd.",NA,"1941","05","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-11-07 11:44:29-03","FUVATES","HVAT","5161","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L. C. Scherer","s.n.",NA,"Brasil","Rio Grande do Sul","Margem do Rio Taquari.",NA,NA,NA,NA,"Herbácea.; Margem do Rio Taquari em área degradada sem floresta.","HVAT00005161",NA,NA,"Lam.","I. I. Boldrini","2012","12","12","Bom Retiro do Sul","-51.953889","-29.606667",NA,NA,NA,"2017","01","09",NA,NA,"-51º57'14''W","-29º36'24''S",NA,NA,NA
"244","2018-08-28 14:52:28-03","UPF","RSPF","1575","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","F. Brum",NA,"América do Sul","Brasil","Rio Grande do Sul","Vila Annes",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Tiririca",NA,NA,NA,"Lam.","F. Brum","1982","05","10","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA
"245","2014-07-30 10:40:56-03","CITSF","HXBH","005380","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & S.T. Meyer",NA,NA,"BR","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","01","14","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","04","01","29208","auto",NA,NA,NA,NA,NA
"246","2014-07-30 10:40:56-03","CITSF","HXBH","005382","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralii & S.T. Meyer",NA,NA,"BR","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1988","10","23","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","01","29208","auto",NA,NA,NA,NA,NA
"247","2014-07-30 10:40:56-03","CITSF","HXBH","014027","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","Meyer, S. T.; Pedralli, G. & Santos, J. C.",NA,NA,"BR","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meyer, S. T.","2001","12","01","Ouro Preto","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"248","2014-07-30 10:40:56-03","CITSF","HXBH","014316","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","Meyer, S. T.; Pedralli, G.; Santos, J. C. & Saraiva, A. C.",NA,NA,"BR","MG","Parque Nacional da Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meyer, S. T.",NA,NA,NA,"Santana do Riacho","-43.7144","-19.1689",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"249","2014-07-30 10:40:56-03","CITSF","HXBH","005388","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & J.R. Stehmann",NA,NA,"BR","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1988","06","08","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","01","29208","auto",NA,NA,NA,NA,NA
"250","2014-07-30 10:40:56-03","CITSF","HXBH","005381","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & S. T. Meyer",NA,NA,"BR","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","10","24","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","01","29208","auto",NA,NA,NA,NA,NA
"251","2014-07-30 10:40:56-03","CITSF","HXBH","005380","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & S.T. Meyer",NA,NA,"Brasil","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1988","01","14","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","04","01","29208","auto",NA,NA,NA,NA,NA
"252","2014-07-30 10:40:56-03","CITSF","HXBH","005381","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & S.T. Meyer",NA,NA,"Brasil","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1987","10","24","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","10","29208","auto",NA,NA,NA,NA,NA
"253","2014-07-30 10:40:56-03","CITSF","HXBH","005382","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & S.T. Meyer",NA,NA,"Brasil","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1988","10","23","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","01","29208","auto",NA,NA,NA,NA,NA
"254","2014-07-30 10:40:56-03","CITSF","HXBH","005388","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","G. Pedralli & J.R. Stehmann",NA,NA,"Brasil","MG","Represa de Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Pedralli","1988","06","08","Conceição das Alagoas","-48.3883","-19.9147",NA,NA,NA,"1988","10","01","29208","auto",NA,NA,NA,NA,NA
"255","2014-07-30 10:40:56-03","CITSF","HXBH","014027","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","Meyer, S.T.; Pedralli, G. & Santos, J.C.",NA,NA,"Brasil","MG","Rodrigo Silva",NA,NA,NA,NA,"Emergente",NA,NA,NA,NA,"S.T. Meyer","2001","12","01","Ouro Preto","-43.5081","-20.2875",NA,NA,NA,"2004","01","01","44599","auto",NA,NA,NA,NA,NA
"256","2014-07-30 10:40:56-03","CITSF","HXBH","014316","S","Plantae","Cyperaceae","Cyperus","eragrostis lam.","Cyperus eragrostis lam.","Meyer et alii",NA,NA,"Brasil","MG","Parque Nacional da Serra do Cipó",NA,NA,NA,NA,"Emergente",NA,NA,NA,NA,"S.T. Meyer","2002","12","01","Santana do Riacho","-43.7144","-19.1689",NA,NA,NA,"2004","01","01","26557","auto",NA,NA,NA,NA,NA
"257","2021-03-01 11:55:28-03","UFPE","UFP","43211","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Melo, E; F.França; Bezerra, M","1708",NA,"Brasil","Bahia",NA,"130","130",NA,NA,"Erva de ca.10. Inflorescência esverdeada. Margem da lagoas, solo emerso encharcado.; Erva de ca.10. Inflorescência esverdeada. Margem da lagoas, solo emerso encharcado.","UFP043211",NA,"Poales","Lam.",NA,"1996","09","15","Anguera","-40.5","-12.183333",NA,NA,NA,NA,NA,NA,NA,NA,"-40.5","-12.183333",NA,NA,NA
"258","2021-03-01 11:55:28-03","UFPE","UFP","42940","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Shirley Martins; Alves-Araújo, A; Melo, Y","156",NA,"Brasil","Pernambuco",NA,"372","372",NA,NA,"Coletada em ambiente antropizado. Material fixado para análise anatômica.; Coletada em ambiente antropizado. Material fixado para análise anatômica.","UFP042940",NA,"Poales","Lam.","Alves, M","2005","07","29","Pombos","-35.498611","-8.174167",NA,NA,NA,NA,NA,NA,NA,NA,"-35.498611","-8.174167",NA,NA,NA
"259","2021-03-01 11:55:28-03","UFPE","UFP","43276","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Shirley Martins; Alves-Araújo, A; Gomes, P","133",NA,"Brasil","Pernambuco",NA,"820","820",NA,NA,"Coletada em ambiente antropizado, próximo à afloramento rochoso. Material fixado para análise anatômica.; Coletada em ambiente antropizado, próximo à afloramento rochoso. Material fixado para análise anatômica.","UFP043276",NA,"Poales","Lam.","Alves, M","2005","07","31","Bezerros","-35.839167","-8.354444",NA,NA,NA,NA,NA,NA,NA,NA,"-35.839167","-8.354444",NA,NA,NA
"260","2021-03-01 11:55:28-03","UFPE","UFP","50231","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Leite, MS","626",NA,"Brasil","Pernambuco",NA,"129","129",NA,NA,"Macrófita emergente em substrato alagado e rico em matéria orgânica no leito do rio. População em plena floração. Estruturas reprodutivas verdes.; Macrófita emergente em substrato alagado e rico em matéria orgânica no leito do rio. Pop","UFP050231",NA,"Poales","Lam.","Reina Gonto","2007","12","27","Primavera","-35.35","-8.32",NA,NA,NA,"2008","08",NA,NA,NA,"-35.35","-8.32",NA,NA,NA
"261","2021-03-01 11:55:28-03","UFPE","UFP","62971","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pinheiro, K","483",NA,"Brasil","Pernambuco",NA,"450","450",NA,NA,"Herbácea de sinflorescência verde.; Herbácea de sinflorescência verde.; Caatinga arbustiva-arbórea aberta. Solo podzólico.","UFP062971",NA,"Poales","Lam.",NA,"2008","05","01","Mirandiba","-38.747167","-8.106111",NA,NA,NA,NA,NA,NA,NA,NA,"-38.747167","-8.106111",NA,NA,NA
"262","2021-03-01 11:55:28-03","UFPE","UFP","85152","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Linhares, KV; Lima, DV; Oliveira, AA; Araújo, A","s.n.",NA,"Brasil","Ceará",NA,"600","800",NA,NA,"Erva; flor creme.; Borda da floresta. Mata úmida de encosta.","UFP085152",NA,"Poales","Lam.","Linhares, KV","2013","11","22","Crato","-39.438056","-7.28",NA,NA,NA,"2015","03","26",NA,NA,"-39.438056","-7.28",NA,NA,NA
"263","2021-03-01 11:55:28-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Linhares, KV; Lima, DV; Oliveira, AA; Araújo, A","s.n.",NA,"Brasil","Ceará",NA,"600","800",NA,NA,"Erva; flor creme.; Borda da floresta. Mata úmida de encosta.",NA,NA,"Poales","Lam.","Linhares, KV","2013","11","22","Crato","-39.438056","-7.28",NA,NA,NA,"2015","03","26",NA,NA,"-39.438056","-7.28",NA,NA,NA
"264","2020-09-25 10:42:58-03","UFPE","UFP","44475","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Alves-Araújo, A; Oliveira, M","97",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"Erva abundante.; Erva abundante.","UFP044475",NA,"Poales","Lam.","S.Martins","2006","04","27","Caucaia","-38.6530990600586","-3.73610997200012",NA,NA,NA,"2006","08",NA,"40484","auto",NA,NA,NA,NA,NA
"265","2021-03-01 11:55:28-03","UFPE","UFP","46409","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O.Sousa, O; Conceição, GM","41",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,"Frequente.; Frequente.","UFP046409",NA,"Poales","Lam.","Alves, M","2006","07","03","Caxias","-43.3560981750488","-4.85889005661011",NA,NA,NA,"2007","07",NA,"72086","auto",NA,NA,NA,NA,NA
"266","2021-03-01 11:55:28-03","UFPE","UFP","41552","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Shirley Martins; Rodrigues, A; Melo, Y","107",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"Ambiente antropizado. Solo arenoso. Material fixado em meio líquido para estudos anatômicos.; Ambiente antropizado. Solo arenoso. Material fixado em meio líquido para estudos anatômicos.","UFP041552",NA,"Poales","Lam.","Shirley Martins","2005","05","19","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA
"267","2021-03-01 11:55:28-03","UFPE","UFP","82802","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Maciel, JR; Pinheiro, K; Araújo, D; Córdula, E; Lucena, MFA","379",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"Ereta, cespitosa.; Caatinga arbustiva densa.","UFP082802",NA,"Poales","Lam.","Martins, S","2006","05","30","Mirandiba","-38.7294006347656","-8.12028026580811",NA,NA,NA,"2006","05",NA,"26988","auto",NA,NA,NA,NA,NA
"268","2021-03-01 11:55:28-03","UFPE","UFP","42795","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Shirley Martins; Pinheiro, K","176",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"Coletado em área alterada. Material fixado para análise antômica.; Coletado em área alterada. Material fixado para análise antômica.","UFP042795",NA,"Poales","Lam.","Shirley Martins","2005","12","18","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"269","2020-09-12 05:00:02-03","US","US","530161","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","G. Hastings","232","South America","Chile","Valparaíso (V)","Juan Fernandez, Damp hillsides",NA,NA,NA,NA,NA,"US02221492",NA,"Cyperales","Lam.",NA,"1901","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"270","2020-09-12 05:00:02-03","US","US","818629","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Bang","1072","South America - Neotropics","Bolivia","Cochabamba","Vic. Cochabamba",NA,NA,NA,NA,NA,"US02221563",NA,"Cyperales","Lam.",NA,"1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"271","2020-09-12 05:00:02-03","US","US","3375733","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Universidad Nacional de San Agustin","0854","South America - Neotropics","Peru","Arequipa","Departamento: Arequipa, Provincia: Islay, Ada Tuericios-Mollendo","400","900",NA,NA,NA,"US02221537",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"272","2020-09-12 05:00:02-03","US","US","1692191","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Santoro","835","South America - Neotropics","Brazil","São Paulo","Campinas, S.P.",NA,NA,NA,NA,NA,"US02221552",NA,"Cyperales","Lam.",NA,"1936","11","20",NA,NA,NA,"US02221552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"273","2020-09-12 05:00:02-03","US","US","2122228","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","T. Pederson","103","South America","Argentina","Corrientes","Estancia, Santa Teresa",NA,NA,NA,NA,NA,"US02221528",NA,"Cyperales","Lam.",NA,"1948","2","8",NA,NA,NA,"US02221528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"274","2020-09-12 05:00:02-03","US","US","1740356","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Daniel","951","South America - Neotropics","Colombia","Antioquia","Dept. Antioquia: San Antonio",NA,NA,NA,NA,NA,"US02221557",NA,"Cyperales","Lam.",NA,"1936","6",NA,NA,NA,NA,"US02221557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"275","2020-09-12 05:00:02-03","US","US","2565579","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Soukup","4894","South America - Neotropics","Peru",NA,NA,NA,NA,NA,NA,NA,"US02221542",NA,"Cyperales","Lam.",NA,"1962","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"276","2020-09-12 05:00:02-03","US","US","2531447","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. T. Solbrig, H. Moore & J. Walker","3673","South America","Chile","Valparaíso (V)","Juan Fernandez Islands, Masafuera: Quebrada, Vacas",NA,NA,NA,NA,NA,"US02221488",NA,"Cyperales","Lam.",NA,"1965","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"277","2020-09-12 05:00:02-03","US","US","3162613","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Arechavaleta","s.n.","South America","Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,"US02221548",NA,"Cyperales","Lam.",NA,"1886","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"278","2020-09-12 05:00:02-03","US","US","2935788","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Boelcke","8764","South America","Argentina","Buenos Aires","Argentina, Prov. Buenos Aires, Dpto. S. Antonio de Areco, Estancia El Umbo",NA,NA,NA,NA,NA,"US02221486",NA,"Cyperales","Lam.",NA,"1961","11","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"279","2020-09-12 05:00:02-03","US","US","3202870","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","P. Orth","2860","South America","Brazil",NA,"In camp paludoso, Meio Portao, Sao Leopoldo",NA,NA,NA,NA,NA,"US02221547",NA,"Cyperales","Lam.",NA,"1937","10","12",NA,NA,NA,"US02221547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"280","2020-09-12 05:00:02-03","US","US","2533164","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","R. F. Steinbach","184","South America - Neotropics","Bolivia","Cochabamba","Dep. de Cochabamba, de borde de corrientes de agua (asequias)","2570",NA,NA,NA,NA,"US02221550",NA,"Cyperales","Lam.",NA,"1966","5","13",NA,NA,NA,"US02221550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"281","2020-09-12 05:00:02-03","US","US","1954029","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","E. P. Killip & E. Pisano","39747","South America","Chile","Valparaíso (V)","Province Valparaiso: Hacienda El Pangel, near Limache","160",NA,NA,NA,NA,"US02221469",NA,"Cyperales","Lam.",NA,"1948","11","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"282","2020-09-12 05:00:02-03","US","US","1280126","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","E. Marsh","32","South America","Uruguay","Montevideo","Montevideo: Parque Prado",NA,NA,NA,NA,NA,"US02221551",NA,"Cyperales","Lam.",NA,"1925","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"283","2020-09-12 05:00:02-03","US","US","3388863","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","G. Seijo","1328","South America","Argentina","Corrientes","Corrientes, Rep. Argentina, Ruta Prov. 205, km 291, entre Saladillo y Bolivar",NA,NA,NA,NA,NA,"US02221515",NA,"Cyperales","Lam.",NA,"1998","12","22",NA,"-60.7942","-36.0597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"284","2020-09-12 05:00:02-03","US","US","2535195","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","-- Reitz & Klein, --","14058","South America","Brazil","Santa Catarina","Morro Pinheiro Seco, Lajes","950",NA,NA,NA,NA,"US02221544",NA,"Cyperales","Lam.",NA,"1962","12","17",NA,NA,NA,"US02221544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"285","2020-09-12 05:00:02-03","US","US","2959011","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. Murphy & G. Parra","604","South America - Neotropics","Colombia","Valle del Cauca","Depto. Valle, Buga, Farm near government owned El Vinculo","950",NA,NA,NA,NA,"US02221549",NA,"Cyperales","Lam.",NA,"1982","6","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"286","2020-09-12 05:00:02-03","US","US","3375735","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Universidad Nacional de San Agustin","0403","South America - Neotropics","Peru","Arequipa","Departamento Arequipa, Provincia Ilo, Lomas de Tacahuay","400","700",NA,NA,NA,"US02221539",NA,"Cyperales","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"287","2020-09-12 05:00:02-03","US","US","3162615","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","ex herb. de J. Arechavaleta","2542","South America","Uruguay","Montevideo","Pl. de Republica del Uruguay, Montevideo, armales humedo",NA,NA,NA,NA,NA,"US02221543",NA,"Cyperales","Lam.",NA,"1874","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"288","2020-09-12 05:00:02-03","US","US","2935789","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Boelcke, J. Vallerini & R. A. León","7270","South America","Argentina","Buenos Aires","Argentina, Prov. Buenos Aires, Dpto. S. Antonio de Areco, Estancia El Umbo",NA,NA,NA,NA,NA,"US02221485",NA,"Cyperales","Lam.",NA,"1961","10","29",NA,NA,NA,"US02221485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"289","2020-09-12 05:00:02-03","US","US","1281700","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","3838","South America","Chile",NA,"San Felipe",NA,NA,NA,NA,NA,"US02221471",NA,"Cyperales","Lam.",NA,"1925","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"290","2020-09-12 05:00:02-03","US","US","1189613","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","2125","South America","Chile",NA,"Costa",NA,NA,NA,NA,NA,"US02221482",NA,"Cyperales","Lam.",NA,"1922","12",NA,NA,NA,NA,"US02221482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"291","2020-09-12 05:00:02-03","US","US","2124711","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","T. Pederson","1015","South America","Argentina","Corrientes","Estancia Santa Teresa Dep. Mburucuya",NA,NA,NA,NA,NA,"US02221530",NA,"Cyperales","Lam.",NA,"1951","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"292","2020-09-12 05:00:02-03","US","US","1281641","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bro. Claude-Joseph","3762","South America","Chile","Valparaíso (V)","Valparaiso",NA,NA,NA,NA,NA,"US02221472",NA,"Cyperales","Lam.",NA,"1925","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"293","2020-09-12 05:00:02-03","US","US","1177435","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. Buchtien","13410","South America","Chile",NA,"Sud-Chile, Valdivia",NA,NA,NA,NA,NA,"US02221481",NA,"Cyperales","Lam.",NA,"1904","3",NA,NA,NA,NA,"US02221481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
