"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"404","2021-02-08 12:51:06-03","UFRGS","ICN","082490","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Neves, M","227","América do Sul","Brasil","RS","Fazenda 4 Irmãos - Banhado Grande",NA,NA,NA,NA,"Planta de aprox. 50cm de altura, pouco numerosa e dispersa; Campo limpo em valo úmido, próximo a uma vala muito mexida","ICN00004798","Monocotyledon",NA,"Lam.","Hefler, SM","1983","03","17","Gravataí","-50.9919013977051","-29.9444007873535","ICN00004798",NA,NA,"2005","11","28","25424","auto",NA,NA,NA,NA,NA
"405","2021-02-08 12:51:06-03","UFRGS","ICN","069900","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Dornelles, HHC","s.n.","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,"Medicina UFRGS","ICN00004805","Monocotyledon",NA,"Lam.",NA,"1977","11","02","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004805",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"406","2021-02-08 12:51:06-03","UFRGS","ICN","005558","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Ferreira, AG","287","América do Sul","Brasil","RS","Aterro Praia de Belas",NA,NA,NA,NA,NA,"ICN00004797","Monocotyledon",NA,"Lam.","Bertels, A","1967","10","23","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004797 ICN00004797_1",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"407","2021-02-08 12:51:06-03","UFRGS","ICN","132110","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Vendruscolo, GS","232","América do Sul","Brasil","RS","Bairro Ponta Grossa",NA,NA,NA,NA,"Material testemunho do levantamento etnobotânico de Giovana S. Vendruscolo.","ICN00004816","Monocotyledon",NA,"Lam.","Trevisan, R","2003","03","18","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004816",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"408","2021-02-08 12:51:06-03","UFRGS","ICN","061888","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Kämpf, AN; Dornelles, HH","1000","América do Sul","Brasil","RS","Beira-Bio",NA,NA,NA,NA,NA,"ICN00004812","Monocotyledon",NA,"Lam.",NA,"1977","10","21","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004812",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"409","2021-02-08 12:51:06-03","UFRGS","ICN","089599","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM","2129","América do Sul","Brasil","RS","Colégio Anchieta",NA,NA,NA,NA,NA,"ICN00004793","Monocotyledon",NA,"Lam.","Araújo, AC","1990","11","26","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004793",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"410","2021-02-08 12:51:06-03","UFRGS","ICN","061887","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Kämpf, AN; Arzivenco, L","958","América do Sul","Brasil","RS","Praia de Belas",NA,NA,NA,NA,NA,"ICN00004811","Monocotyledon",NA,"Lam.",NA,"1977","10","07","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004811",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"411","2021-02-08 12:51:06-03","UFRGS","ICN","089728","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","s.n.","América do Sul","Brasil","RS","BR 283 a 20 km de Quaraí",NA,NA,NA,NA,NA,"ICN00004810","Monocotyledon",NA,"Lam.","Araujo, AC","1991","01","07","Quaraí","-56.4514007568359","-30.3875007629395","ICN00004810 ICN00004810_1 ICN00004810_2",NA,NA,NA,NA,NA,"74636","auto",NA,NA,NA,NA,NA
"412","2021-02-08 12:51:06-03","UFRGS","ICN","089731","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM","2409","América do Sul","Brasil","RS","Passo da Guarda, km 50",NA,NA,NA,NA,NA,"ICN00004808","Monocotyledon",NA,"Lam.","Araújo, AC","1991","01","07","Quaraí","-56.4514007568359","-30.3875007629395","ICN00004808 ICN00004808_1",NA,NA,NA,NA,NA,"74636","auto",NA,NA,NA,NA,NA
"413","2021-02-08 12:51:06-03","UFRGS","ICN","113642","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Araújo, AC","505","América do Sul","Brasil","RS","Segundo Regimento da Cavalaria Mecanizada (Reg. João Manoel), na valeta do jardim.",NA,NA,NA,NA,NA,"ICN00004795","Monocotyledon",NA,"Lam.",NA,"1997","01","10","São Borja","-56.0043983459473","-28.6606006622314","ICN00004795",NA,NA,NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA
"414","2021-02-08 12:51:06-03","UFRGS","ICN","112482","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Araújo, AC","545","América do Sul","Brasil","RS","BR-290, próximo à ponte sobre o Arroio das Pedras 2.",NA,NA,NA,NA,"pouco comum","ICN00004785","Monocotyledon",NA,"Lam.",NA,"1997","01","12","São Gabriel","-54.3199996948242","-30.3363990783691","ICN00004785",NA,NA,NA,NA,NA,"56206","auto",NA,NA,NA,NA,NA
"415","2021-02-08 12:51:06-03","UFRGS","ICN","090830","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","s.n.","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,"ICN00004786","Monocotyledon",NA,"Lam.","Boldrini, II; do Canto, T","1990","12",NA,"Tramandaí","-50.1335983276367","-29.9846992492676","ICN00004786 ICN00004786_1",NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA,NA
"416","2021-02-08 12:51:06-03","UFRGS","ICN","087279","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Souza, ML; Falkenberg, DB","390","América do Sul","Brasil","SC","Rio Vermelho",NA,NA,NA,NA,"Campo","ICN00004799","Monocotyledon",NA,"Lam.","Sobral, M","1984","10","26","Florianópolis","-48.5491981506348","-27.596700668335","ICN00004799 ICN00004799_1",NA,NA,"1986","01",NA,"27000","auto",NA,NA,NA,NA,NA
"417","2021-02-08 12:51:06-03","UFRGS","ICN","159458","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; Silveira, GH; S.M.","103","América do Sul","Brasil","RS","Pontal da Barra S31°47'03 5'' W52°13'13 3''","12","12",NA,NA,"banhado ao lado da estrada, predomin^ncia de taboa, ambiente alterado, muita ciperácea e leguminosa arbustiva de flor vermelha","ICN00004775","Monocotyledon",NA,"Lam.","Silveira, GH","2005","01","19","Laranjal","-52.220278","-31.784167","ICN00004775",NA,NA,NA,NA,NA,NA,NA,"-52.220278","-31.784167",NA,NA,NA
"418","2021-02-08 12:51:06-03","UFRGS","ICN","159460","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; Silveira, GH; S.M.","74","América do Sul","Brasil","RS","solo arenoso ambiente alterado beira da praia S30°40'32 1'' W51°23'32 9''",NA,NA,NA,NA,"saindo para esgoto da praia, região do Saco de Tapes''","ICN00004776","Monocotyledon",NA,"Lam.","Silveira, GH","2005","01","18","Tapes","-51.392222","-30.675556","ICN00004776",NA,NA,NA,NA,NA,NA,NA,"-51.392222","-30.675556",NA,NA,NA
"419","2021-02-08 12:51:06-03","UFRGS","ICN","150188","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; et al.","159","América do Sul","Brasil","RS","S 31°44'46.4 W 052°29'20.8","60","60",NA,NA,"área alterada, beira de estrada","ICN00004792","Monocotyledon",NA,"Lam.","Hefler, SM","2003","11","16","Pelotas","-52.488889","-31.746111","ICN00004792",NA,NA,"2003","11","16",NA,NA,"-52.488889","-31.746111",NA,NA,NA
"420","2021-02-08 12:51:06-03","UFRGS","ICN","163918","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silva Filho, PJS","217","América do Sul","Brasil","RS","Bairro Tarumã região de entorno do Lago Tarumã","74","74",NA,NA,"Borda da mata à beira da estrada.","ICN00004780","Monocotyledon",NA,"Lam.","P. J. S. Silva Filho, R Trevi","2009","04","02","Viamão","-51.016389","-30.069722","ICN00004780",NA,NA,NA,NA,NA,NA,NA,"-51.016389","-30.069722",NA,NA,NA
"421","2021-02-08 12:51:06-03","UFRGS","ICN","174093","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pastor Arenas","s.n.","América do Sul","Paraguai","Presidente Hayes","Comunidade Maká, desvío a Puerto Falcón dela Ruta n. 9",NA,NA,NA,NA,"Acuática, en pantano","ICN00004779","Monocotyledon",NA,"Lam.","López, GJ","2010","01","16","Qemkuket",NA,NA,"ICN00004779 ICN00004779_1",NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA
"422","2021-02-08 12:51:02-03","UFRGS","ICN","181876","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Báez-L., MR","183","América do Sul","Brasil","RS","A 100 metros da rodoviaria do municipio",NA,NA,NA,NA,"Material testemunho mestrado; Planta com inflorescências; Banhado","ICN00004782","Monocotyledon",NA,"Lam.","Trevisan, R; Báez-L., MR","2014","05","07","Maquiné","-50.206667","-29.682222","ICN00004782",NA,NA,"2014","05","25",NA,NA,"-50.206667","-29.682222",NA,NA,NA
"423","2021-02-08 12:51:06-03","UFRGS","ICN","082491","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Neves, M","210","América do Sul","Brasil","RS","Fazenda 4 Irmãos Banhado Grande",NA,NA,NA,NA,"Doação do Herbário HAS; Erva de aprox. 50 cm de altura com inflorescência esverdeada numerosa e dispersa; Campo limpo de solo encharcado","ICN00004009","Monocotyledon",NA,"Lam.","Hefler, SM","1983","03","17","Gravataí","-50.9919013977051","-29.9444007873535","ICN00004009",NA,NA,"2005","11","28","25424","auto",NA,NA,NA,NA,NA
"424","2021-02-08 12:51:06-03","UFRGS","ICN","082489","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Strehl, T","729","América do Sul","Brasil","RS","Fazenda 4 Irmãos Banhado Grande",NA,NA,NA,NA,"Doação do Herbário HAS; Aquática pouco frequênte no banhado; Na parte alta na beira do canal perto da cerca","ICN00004802","Monocotyledon",NA,"Lam.","Hefler, SM","1983","03","17","Gravataí","-50.9919013977051","-29.9444007873535","ICN00004802 ICN00004802_1",NA,NA,"2005","11","28","25424","auto",NA,NA,NA,NA,NA
"425","2021-02-08 12:51:06-03","UFRGS","ICN","112437","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Araújo, AC","514","América do Sul","Brasil","RS","22km do trevo de Itaqui, em direção à Uruguaiana",NA,NA,NA,NA,"Banhado, solo argiloso, seco.","ICN00004822","Monocotyledon",NA,"Lam.","Araújo, AC","1997","01","10","Itaqui","-56.5531005859375","-29.1252994537354","ICN00004822",NA,NA,NA,NA,NA,"99792","auto",NA,NA,NA,NA,NA
"426","2021-02-08 12:51:06-03","UFRGS","ICN","093534","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","2510","América do Sul","Brasil","RS","trevo para Chuí, Cassino",NA,NA,NA,NA,"Beira de estrada, sob solo.","ICN00004817","Monocotyledon",NA,"Lam.",NA,"1991","04","06","Pelotas","-52.3424987792969","-31.771900177002","ICN00004817 ICN00004817_1",NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"427","2021-02-08 12:51:06-03","UFRGS","ICN","005554a","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Ferreira, AG","174","América do Sul","Brasil","RS","aterro Praia de Belas",NA,NA,NA,NA,"terreno arenoso","ICN00004787","Monocotyledon",NA,"Lam.","Bertels, A","1967","04","21","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004787",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"428","2021-02-08 12:51:06-03","UFRGS","ICN","061858","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Kämpf, AN; Arzivenco, L","996","América do Sul","Brasil","RS","Beira-Bio",NA,NA,NA,NA,NA,"ICN00004803","Monocotyledon",NA,"Lam.",NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004803 ICN00004803_1",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"429","2021-02-08 12:51:06-03","UFRGS","ICN","089598","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM","2130","América do Sul","Brasil","RS","Colégio anchieta",NA,NA,NA,NA,NA,"ICN00004819","Monocotyledon",NA,"Lam.","Trevisan, R","1990","11","26","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004819",NA,NA,"2008","01","10","29946","auto",NA,NA,NA,NA,NA
"430","2021-02-08 12:51:06-03","UFRGS","ICN","147725","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silveira, GH; Longhi-Wagner, HM","45a","América do Sul","Brasil","RS","Morro Santana","311","311",NA,NA,"Em ambiente alterado","ICN00004820","Monocotyledon",NA,"Lam.","Silveira, GH","2004","12","10","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004820",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"431","2021-02-08 12:51:06-03","UFRGS","ICN","147752","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silveira, GH; Longhi-Wagner, HM","156","América do Sul","Brasil","RS","Morro Santana","311","311",NA,NA,NA,"ICN00004813","Monocotyledon",NA,"Lam.","Silveira, GH","2005","01","21","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004813",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"432","2021-02-08 12:51:06-03","UFRGS","ICN","161521","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silveira, GH; et al.","446","América do Sul","Brasil","RS","Morro Santana",NA,NA,NA,NA,NA,"ICN00004783","Monocotyledon",NA,"Lam.","Silveira, GH","2006","01","04","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004783",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"433","2021-02-08 12:51:06-03","UFRGS","ICN","161522","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silveira, GH; et al.","46","América do Sul","Brasil","RS","Morro Santana",NA,NA,NA,NA,NA,"ICN00004777","Monocotyledon",NA,"Lam.","Silveira, GH","2005","12","14","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004777",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"434","2021-02-08 12:51:06-03","UFRGS","ICN","138308","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Trevisan, R","310","América do Sul","Brasil","RS","Rua João Telles n°93",NA,NA,NA,NA,"em canteiro na calçada","ICN00004790","Monocotyledon",NA,"Lam.","Trevisan, R","2003","12","07","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004790",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"435","2021-02-08 12:51:06-03","UFRGS","ICN","061859","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Kämpf, AN; et al.","978","América do Sul","Brasil","RS","Saída para Cachoeirinha, próx. Freeway",NA,NA,NA,NA,"Área alagável, pr. banhado","ICN00004788","Monocotyledon",NA,"Lam.",NA,"1977","10","14","Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004788",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"436","2021-02-08 12:51:06-03","UFRGS","ICN","061857","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Kämpf, AN; et al.","956","América do Sul","Brasil","RS","Saída para Cachoeirinha, próx. Freeway",NA,NA,NA,NA,NA,"ICN00004806","Monocotyledon",NA,"Lam.",NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","ICN00004806",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"437","2021-02-08 12:51:06-03","UFRGS","ICN","089716","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Wagner, HL; et al.","2446","América do Sul","Brasil","RS","Estação Silvicultura",NA,NA,NA,NA,"pouco comum; Banhado seco periodicamente","ICN00004818","Monocotyledon",NA,"Lam.","Araújo, AC","1991","01","08","Santa Maria","-53.8069000244141","-29.6842002868652","ICN00004818 ICN00004818_1",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"438","2021-02-08 12:51:06-03","UFRGS","ICN","045641","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Martins, A","s.n.","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,"ICN00004804","Monocotyledon",NA,"Lam.","Silveira, GH","2010","03","18","Alfredo Chaves",NA,NA,"ICN00004804 ICN00004804_1",NA,NA,"2010","03","18",NA,NA,NA,NA,NA,NA,NA
"439","2021-02-08 12:51:06-03","UFRGS","ICN","134275","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; et al.","217","América do Sul","Brasil","RS","BR 293 Cerro do Jaral próximo à gruta Lat. S30°11'40.5W056°29'15.6",NA,NA,NA,NA,"beira de asfalto, em valeta úmida com pedregulho","ICN00004815","Monocotyledon",NA,"Lam.","Hefler, SM","2003","11","18","Quaraí","-56.4875","-30.194444","ICN00004815",NA,NA,"2004","06",NA,NA,NA,"-56.4875","-30.194444",NA,NA,NA
"440","2021-02-08 12:51:06-03","UFRGS","ICN","135249","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; et al.","260","América do Sul","Brasil","RS","BR 473 em direção a Aceguá Lat. S31°38'10.4W054°08'57.9",NA,NA,NA,NA,"beira de estrada, campo úmido (banhado nas planícies), com pedregulhos, rodeado por capões.","ICN00004789","Monocotyledon",NA,"Lam.","Hefler, SM","2003","11","22","Bagé","-54.149167","-31.636111","ICN00004789",NA,NA,"2004","08",NA,NA,NA,"-54.149167","-31.636111",NA,NA,NA
"441","2021-02-08 12:51:06-03","UFRGS","ICN","145085","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Maraschin-Silva, F","s.n.","América do Sul","Brasil","RS",NA,"30","30",NA,NA,"capoeira (pertence a remanescente de Floresta Ombrófila Densa de Terras Baixas)","ICN00004778","Monocotyledon",NA,"Lam.","Ferreira, PMA","2005","03","26","Dom Pedro de Alcântara","-49.837778","-29.382778","ICN00004778",NA,NA,NA,NA,NA,NA,NA,"-49.837778","-29.382778",NA,NA,NA
"442","2021-02-08 12:51:06-03","UFRGS","ICN","150112","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hefler, SM; et al.","181","América do Sul","Brasil","RS","Estrada para o Passo do Viola em direção a Cerrilhada S 31°26'58.9 W 053°07'24.2",NA,NA,NA,NA,"beira de estrada, campo alterado úmido e pedregoso. Ceca de 500m da Estância Bela Vista","ICN00004791","Monocotyledon",NA,"Lam.","Hefler, SM","2003","11","17","Bagé","-53.123333","-31.449444","ICN00004791",NA,NA,"2003","11","17",NA,NA,"-53.123333","-31.449444",NA,NA,NA
"443","2021-02-08 12:51:06-03","UFRGS","ICN","161746","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Silveira, GH; Hefler, SM","88","América do Sul","Brasil","RS","beira da praia S30°75'40.9'' W51°30'0.08''",NA,NA,NA,NA,NA,"ICN00004774","Monocotyledon",NA,"Lam.","Silveira, GH","2005","01","18","Arambaré","-51.3","-30.753889","ICN00004774",NA,NA,NA,NA,NA,NA,NA,"-51.3","-30.753889",NA,NA,NA
"444","2021-02-08 12:51:06-03","UFRGS","ICN","129499","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hagelund, K","13224","América do Sul","Brasil","RS","near Rio Jacuí",NA,NA,NA,NA,NA,"ICN00004800","Monocotyledon",NA,"Lam.","Trevisan, R","1980","01","14","São Jerônimo","-51.7221984863281","-29.9591999053955","ICN00004800",NA,NA,"2003","11","12","78415","auto",NA,NA,NA,NA,NA
"445","2021-02-08 12:51:06-03","UFRGS","ICN","175991","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bonilha, CL","614","América do Sul","Brasil","RS","Fazenda Pedra Mole",NA,NA,NA,NA,"Espécie coletada sobre campo cultivado com arroz, seis anos de pousio. Solo do tipo: Planossolo háplico eutrófico.","ICN00004771","Monocotyledon",NA,"Lam.","Bonilha, CL","2012","04","04","São Lourenço do Sul","-51.9782981872559","-31.3652992248535","ICN00004771",NA,NA,"2012","06","20","48842","auto",NA,NA,NA,NA,NA
"446","2021-02-08 12:51:06-03","UFRGS","ICN","126901","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM","3581","América do Sul","Brasil","SC",NA,NA,NA,NA,NA,"muito comum","ICN00004814","Monocotyledon",NA,"Lam.","Longhi-Wagner, HM","1997","01","21","Bom Jardim da Serra","-49.624698638916","-28.3369007110596","ICN00004814",NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA
"447","2021-02-18 17:08:26-03","FEPAGRO","BLA","15832","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","O. R. Camargo",NA,NA,"Brasil","Rio Grande do Sul","Povoado de Lajeadinho 4º distrito","1000","1000",NA,NA,"Habitat: No campo úmido","BLA015832","Spermatophyta",NA,"Lam.","B. Rambo","1958","01","20","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"448","2020-08-26 10:48:36-03","MCN-FZBRS","HAS","68417","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","cf. eragrostis","Cyperus cf. eragrostis","Fischer, W.","87",NA,"Brasil","Rio Grande do Sul","em Salso",NA,NA,NA,NA,"Num banhado","HAS0068417","Magnoliophyta",NA,"Lam.",NA,"1960","10",NA,"Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,"89305","auto",NA,NA,NA,NA,NA
"449","2020-08-26 10:48:36-03","MCN-FZBRS","HAS","28439","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Cestaro, L.A.","s.n.",NA,"Brasil","Rio Grande do Sul","Faculdade de Direito da UFRGS",NA,NA,NA,NA,"No canteiro do estacionamento, próximo à rua Sarmento Leite","HAS0028439","Magnoliophyta",NA,"Lam.",NA,"1985","10",NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"450","2020-08-26 10:48:36-03","MCN-FZBRS","HAS","93389","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Marchett, F.","706",NA,"Brasil","Rio Grande do Sul","Fazenda Santa Rufina","230","230",NA,NA,"Em área úmida","HAS0093389","Magnoliophyta",NA,"Lam.","Trevisan, R.","2008","12",NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,"2012","04",NA,"79795","auto",NA,NA,NA,NA,NA
"451","2020-05-07 17:14:41-03","IBt","SP","262575","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Catharino, ELM","1880",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1992","11","28","Anaurilândia","-52.7178001403809","-22.1875",NA,NA,NA,NA,NA,NA,"52338","auto",NA,NA,NA,NA,NA
"452","2020-05-07 17:14:41-03","IBt","SP","262567","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Catharino, ELM","1859",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1992","11","26","Brasilândia","-52.0368995666504","-21.2558002471924",NA,NA,NA,NA,NA,NA,"124730","auto",NA,NA,NA,NA,NA
