"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"94","2020-06-15 15:30:14-03","UNESP-RC","HRCB","41433","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Stehmann, J.R","3053","2002","03","24",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Trepadeira; flores esverdeadas",NA,NA,"Araújo, D.","Marliéria","28215","auto","2012","02","10",NA,NA,NA,NA,NA,NA
"95","2020-06-17 15:25:04-03","UNESP-RC","HRCB","10065","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Mizie Kirizawa","Ubatuba","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-01-26 13:53:55-03","IMA","MAC","16471","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"R.P.Lyra-Lemos; et al.","7037","2002","06","30",NA,"Brasil","Alagoas","Serra das Águas Belas","-35.936994","-9.281314",NA,NA,NA,"Trepadeira.Flores cremes.; Mata Atlântica em serra.","MAC0016471","MAC0016471","M.Kirizawa; C.C.Xitreda","Murici",NA,NA,"2006","01","13","-35.936994","-9.281314",NA,NA,NA,NA
"97","2021-01-26 13:53:55-03","IMA","MAC","1939","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"A.Lima","6293","1971","06","29",NA,"Brasil","Pernambuco","Estação Experimental do IPA.","-37.551869","-8.426444",NA,NA,NA,"Ramando sobre arbustos. Flor esverdeada.","MAC0001939","MAC0001939",NA,"Arcoverde",NA,NA,NA,NA,NA,"-37.551869","-8.426444",NA,NA,NA,NA
"98","2021-03-03 13:56:12-03","UFF","NIT","NIT1030","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"R.S. Couto","281","2009","10","22",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"NIT00001039",NA,NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-03 13:56:12-03","UFF","NIT","NIT998","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"R.S. Couto","257","2009","10","02",NA,"Brasil","Rio de Janeiro",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"NIT00000877",NA,NA,"Macaé","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-03 13:56:12-03","UFF","NIT","NIT1029","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"L.J.T. Cardoso; R.S.Couto","259","2009","10","19",NA,"Brasil","Rio de Janeiro",NA,"-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"NIT00001038",NA,NA,"Resende","36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-03 13:56:12-03","UFF","NIT","NIT994","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"R.S. Couto","248","2009","09","26",NA,"Brasil","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"NIT00000873",NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-03 13:56:12-03","UFF","NIT","NIT993","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"R.S. Couto","254","2009","10","02",NA,"Brasil","Rio de Janeiro",NA,"-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"NIT00000872",NA,NA,"Silva Jardim","29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-04 10:27:24-03","UFRPE","HST","18021","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"L.R.Silva","255","2010","07","06",NA,"Brasil","Pernambuco","Engenho Jussara","-35.5647010803223","-8.20110988616943",NA,NA,NA,"Trepadeira; caule verde com manchas avermelhadas; folhas membranáceas; flores em senescência vináceas; frutos imaturos verdes.","HST018021",NA,"D.Araújo","Gravatá","19146","auto","2012","05","02",NA,NA,NA,NA,NA,NA
"104","2021-03-01 11:53:42-03","UFPE","UFP","40880","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Oliveira, JBS; Alves, J; Cara, Patricia","1604","2004","06","14",NA,"Brasil","Pernambuco",NA,"-35.002498626709","-7.56056022644043",NA,NA,NA,"Trepadeira, flores alvas; frequente.; Floresta Atlântica. Capoeirão.","UFP040880",NA,"Araújo, D","Goiana","22853","auto","2015","11","25",NA,NA,NA,NA,NA,NA
"105","2021-03-01 11:53:42-03","UFPE","UFP","66753","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Araújo, D; Thomas, W; Lima, IB","1678",NA,NA,NA,NA,"Brasil","Bahia",NA,"-40.014167","-14.279444",NA,NA,NA,"Trepadeira. Planta em processo de ressecamento. Folhas passadas ressecadas. Folhas amarelas.; Borda da mata. Floresta Submontana.","UFP066753",NA,"Araújo, D","Jequié",NA,NA,"2012","05","02","-40.014167","-14.279444",NA,NA,NA,NA
"106","2021-03-01 11:53:42-03","UFPE","UFP","42442","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Oliveira, JBS; Viana, A; Felix, LP; Cabral, J","169","2003","07","31",NA,"Brasil","Alagoas",NA,"-35.878056","-8.99625","453","453",NA,"Trepadeira. Inflorescência verde.; Floresta Atlântica.","UFP042442",NA,"Araújo, D","Ibateguara",NA,NA,"2015","11","25","-35.878056","-8.99625",NA,NA,NA,NA
"107","2020-09-25 10:41:39-03","UFPE","UFP","69583","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Amorim, BS; Chagas, MA; Sampaio, VS; Porto, N","1476","2012","03","07",NA,"Brasil","Paraiba",NA,"-35.704167","-6.97",NA,NA,NA,"Trepadeira volúvel, frutos em dispersão.; Mata do Pau Ferro, Borda na mata. Floresta Atlântica.","UFP069583",NA,"Araújo, D","Areia",NA,NA,"2012","03",NA,"-35.704167","-6.97",NA,NA,NA,NA
"108","2021-03-01 11:53:42-03","UFPE","UFP","66754","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Araújo, D; Thomas, W; Lima, IB","1677",NA,NA,NA,NA,"Brasil","Bahia",NA,"-40.014167","-14.279444",NA,NA,NA,"Trepadeira. Planta em processo de ressecamento. Folhas amareladas. Frutos ainda verdes.; Borda da mata. Floresta Submontana.","UFP066754",NA,"Araújo, D","Jequié",NA,NA,"2012","05","02","-40.014167","-14.279444",NA,NA,NA,NA
"109","2020-09-12 05:00:02-03","US","US","1357618","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","ainensis","Dioscorea ainensis","R. Knuth","Isotype","E. P. Killip & A. C. Smith","22742","1929","5","7","South America - Neotropics","Peru","Ayacucho","Aina, between Huanta and Río Apurímac",NA,NA,"750","1000",NA,NA,"US00092470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","32873","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","ferruginicaulis","Dioscorea ferruginicaulis","Rusby","Isosyntype","M. Bang","2577",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"US01095317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","933665","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","ferruginicaulis","Dioscorea ferruginicaulis","Rusby","Isosyntype","M. Bang","2577",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"US00092511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","2570028","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"L. Smith","15032","1965","3","5","South America - Neotropics","Brazil","Brasília","Fercal",NA,NA,NA,NA,NA,NA,"US01329632","US01329632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","2342712","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"J. Coelho de Moraes","2199","1959","6","29","South America - Neotropics","Brazil","Areia",NA,NA,NA,NA,NA,NA,NA,"US01329631","US01329631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","1663971","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"R. L. Fróes","1860","1932","9","3","South America - Neotropics","Brazil",NA,"Ilha do Trauira",NA,NA,NA,NA,NA,NA,"US01329626","US01329626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","3690132","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"J. Schunke Vigo","6017","1973","4","23","South America - Neotropics","Peru","San Martin","Department of San Martín. Prov. Lamas; Alonso de Alvarado; Plantáno yacu, Carretera a Moyobamba.",NA,NA,"800",NA,NA,NA,"US03935442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","2221443","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"J. M. Pires & G. A. Black","2066","1950","5","24","South America - Neotropics","Brazil","Carolina","Ilha dos Botes, duas léguas abaixo de Carolina, Rio Tocantins",NA,NA,NA,NA,NA,NA,"US01329629","US01329629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","2221784","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"J. De Moraes","1032","1953","7","10","South America - Neotropics","Brazil","Areia","Escola de Agronomia do Nordeste",NA,NA,NA,NA,NA,NA,"US01329628","US01329628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","2570033","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"L. Smith","15035","1965","3","5","South America - Neotropics","Brazil","Brasília","FERCAL",NA,NA,NA,NA,NA,NA,"US01329633","US01329633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2221074","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"J. M. Pires","537","1947","5","1","South America - Neotropics","Brazil",NA,"Rio Negro: Vaupés",NA,NA,NA,NA,NA,NA,"US01329630","US01329630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"120","2020-09-12 05:00:02-03","US","US","2026743","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"G. Hatschbach","248","1946","3","10","South America - Neotropics","Brazil","Paranaguá","Matinhos",NA,NA,NA,NA,NA,NA,"US01329627","US01329627_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"121","2020-09-02 16:24:07-03","Cenargen","CEN","40994","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Glocimar Pereira-Silva","4676","2001","02","20",NA,"Brasil","GO","Cerca de 500 m a jusante da barragem, na margem esquerda do Rio Tocantins.","-48.145277",NA,"310","310","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00040994","CEN00040994","M. Kirizawa & C. C. Xifreda","MINACU",NA,NA,"2016","03",NA,"-48.145277","-1339306.0",NA,NA,NA,"3"
"122","2020-09-02 16:24:07-03","Cenargen","CEN","42084","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Glocimar Pereira-Silva","4889","2001","03","16",NA,"Brasil","GO","Balsa do Rubão (Rio Tocantins) Colinas do Sul km 4,5.","-48.0783004760742","-14.1513996124268","320","320","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago).","CEN00042084","CEN00042084","M. Kirizawa & C. C. Xifreda","COLINAS DO SUL","58154","auto","2016","03",NA,"-4811806.0","-1375833.0",NA,NA,NA,"5"
"123","2020-09-02 16:24:07-03","Cenargen","CEN","12659","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Leopoldo Krieger","11622","1972","05","13",NA,"Brasil","MG","Goianá - Fazenda de Sant#?#Ana.","-43.3502998352051","-21.7642002105713",NA,NA,"Exsicatas","Doação do herbário da Universidade Federal de Juiz de Fora.","CEN00012659","CEN00012659","M. Kirizawa & C. C. Xifreda","JUIZ DE FORA","36144","auto","2016","03",NA,NA,NA,NA,NA,NA,"1"
"124","2019-10-07 09:20:25-03","UEFS","HUEFS","198737","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Popovkin, A.V.","1507","2013","08","07",NA,"Brasil","Bahia","Imbé.","-38","-12.066667",NA,NA,NA,"Atlantic Forest.","HUEFS0198737","HUEFS0198737",NA,"Entre Rios",NA,NA,NA,NA,NA,"38W0'","12S4'","Lilianae",NA,NA,NA
"125","2021-03-04 11:15:55-03","UEFS","HUEFS","171116","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Viana, G.","1514","1986","07","05",NA,"Brasil","Sergipe","Simão Dias. Lagoa Seca.",NA,NA,NA,NA,NA,"Caatinga Hipoxerófila.","HUEFS0171116","HUEFS0171116 HUEFS0171116_e1","D.Araújo",NA,NA,NA,"2012","09",NA,NA,NA,"Lilianae",NA,NA,NA
"126","2019-10-07 09:20:25-03","UEFS","HUEFS","209706","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Anderson, W.R.","36941NY","1972","03","14",NA,"Brasil","Bahia","Espigão mestre.",NA,NA,"535","535",NA,NA,"HUEFS0209706","HUEFS0209706",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"127","2019-10-07 09:20:25-03","UEFS","HUEFS","243130","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Medeiros, H.","1610","2015","04","19",NA,"Brasil","Rondônia","Floresta Nacional do Jamari. Linha do Módulo de Pesquisa Potosi-PPBio.","-62.903889","-9.2725",NA,NA,NA,NA,"HUEFS0243130",NA,NA,"Itapuã do Oeste",NA,NA,NA,NA,NA,"62w54'14''","9S16'21''","Lilianae",NA,NA,NA
"128","2019-09-05 15:25:17-03","F","FMNH-SEEDPLANTS","V0041437F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","ainensis","Dioscorea ainensis",NA,"Isotype","E. P. Killip & A. C. Smith","22742","1929","5","7","South America","Peru","Ayacucho",NA,"-74","-14",NA,NA,NA,NA,"V0041437F","V0041437F_01 V0041437F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"22742",NA
"129","2019-01-23 11:07:45-02","F","FMNH-SEEDPLANTS","V0045684F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,"Isotype","E. H. G. Ule","9178",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0045684F","V0045684F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"130","2020-07-23 12:05:01-03","CEPLAC","CEPEC","101130","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"P. Fiaschi","2274","1996","07","02",NA,"Brasil","Bahia","Fazenda Indenpendência.Rod. Itaimbé/Potiraguá, ca. 15Km a partir da BR-101.","-39.575278","-15.703333",NA,NA,NA,NA,NA,NA,"D. Araújo","POTIRAGUÁ",NA,NA,NA,NA,NA,"39W34'31","15S42'12",NA,"03/09/2012",NA,NA
"131","2020-07-23 12:05:01-03","CEPLAC","CEPEC","5793","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"T. S. dos Santos","810","1970","05","16",NA,"Brasil","Bahia","Margem da estrada Itaimbé/Itapebí.",NA,NA,NA,NA,NA,NA,NA,NA,"D. Araújo","ITAIMBÉ",NA,NA,NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"132","2020-07-23 12:05:01-03","CEPLAC","CEPEC","66661","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"L. A. Mattos-Silva","3214","1995","08","16",NA,"Brasil","Bahia","campus da Universidade Estadual de Santa Cruz (UESC), Km 16 Rod. Ilhéus/Itabuna (BR-415). Coleta ao longo da cerca da Reserva., lado oeste.","-39.166667","-14.8",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-bravo",NA,NA,"D. Araújo","ILHÉUS",NA,NA,NA,NA,NA,"39W10'","14S48'",NA,"03/09/2012",NA,NA
"133","2020-07-23 12:05:01-03","CEPLAC","CEPEC","70782","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"L. A. Mattos-Silva","3456","1996","07","29",NA,"Brasil","Bahia","Campus da Universidade Estadual de Santa Cruz (UESC), KM 16 da Rod. Ilhéus/Itabuna (BR-415). Coleta próxima a Área da Reserva.","-30.166667","-14.8",NA,NA,NA,NA,NA,NA,"D. Araújo","ILHÉUS",NA,NA,NA,NA,NA,"30W10'","14S48'",NA,"03/09/2012",NA,NA
"134","2020-07-23 12:05:01-03","CEPLAC","CEPEC","100576","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"L. A. Mattos-Silva","4540","2002","06","15",NA,"Brasil","Bahia","Prop. Assentamento Dois Irmãos (460,7ha), situada no Km 36 Rod. Ilhéus/Buerarema (BA-251), 9Km antes de Buerarema.","-39.2997016906738","-14.959400177002",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-bravo",NA,NA,"D. Araújo","BUERAREMA","14251","auto",NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA
"135","2020-07-23 12:05:01-03","CEPLAC","CEPEC","1107","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"R. P. Belém","1140","1965","05","26",NA,"Brasil","Bahia","Area do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"136","2020-07-23 12:05:01-03","CEPLAC","CEPEC","24044","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"J. L. Hage","716","1981","05","20",NA,"Brasil","Bahia","Area do Cepec Km 22 Rod. Ilheus/Itabuna. Quadra E'.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-de-porco",NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,"0*0'0","0*0'0",NA,"03/09/2012",NA,NA
"137","2020-07-23 12:05:01-03","CEPLAC","CEPEC","29336","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"T. S. dos Santos","3750","1982","05","20",NA,"Brasil","Bahia","Área do CEPEC. Quadra D.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-de-porco",NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"138","2020-07-23 12:05:01-03","CEPLAC","CEPEC","40090","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"J. L. Hage","2055","1986","06","10",NA,"Brasil","Bahia","Área do CEPEC. Quadra D. Parque Zoobotânico.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-bravo",NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"139","2020-07-23 12:05:01-03","CEPLAC","CEPEC","23884","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"J. L. Hage","649","2000","10","06",NA,"Brasil","Bahia","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"140","2020-07-23 12:05:01-03","CEPLAC","CEPEC","24253","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"J. L. Hage","1147","1981","08","04",NA,"Brasil","Bahia","Quadra E' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"<ll>dwc_commonname:</ll> Inhame-de-porco",NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,"0*0'0","0*0'0",NA,"03/09/2012",NA,NA
"141","2020-07-23 12:05:01-03","CEPLAC","CEPEC","5835","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"J. A. de Jesus","654","1970","05","18",NA,"Brasil","Bahia","Salobrinho.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"D. Araújo","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"142","2020-07-23 12:05:01-03","CEPLAC","CEPEC","130558","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"L. A. Mattos-Silva","5093","2007","02","27",NA,"Brasil","Bahia","Faz. Ventania, localizada na margem esquerda da Rod. BR-101,próximo ao Rio Jequitinhonha, entroncamento com Itaimbé.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,NA,"D. Araújo","ITAPEBÍ","43726","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"143","2020-07-23 12:05:01-03","CEPLAC","CEPEC","66277","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"M. L. Guedes",NA,"1979","10","07",NA,"Brasil","Bahia","Lamarão do Passé.","-38.4953002929688","-12.5124998092651",NA,NA,NA,NA,NA,NA,"D. Araújo","SÃO SEBASTIÃO DO PASSÉ","18909","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"144","2020-07-23 12:05:01-03","CEPLAC","CEPEC","17310","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"S. A. Mori","12227","1979","07","14",NA,"Brasil","Bahia","BR-0330, a 2Km a W de Ubatã. Margem da estrada.","-39.5228004455566","-14.2138996124268",NA,NA,NA,NA,NA,NA,"Sem Informação","UBATÃ","37956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-07-23 12:05:01-03","CEPLAC","CEPEC","122354","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana",NA,NA,"S. V. A. Pessoa","806","1981","09","08",NA,"Brasil","Rio de Janeiro","Reserva Biológica de Poço das Antas.Área entre a BR-101 e Rio Pau-preto.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,"D. Araújo","silva jardim","29995","auto",NA,NA,NA,NA,NA,NA,"03/09/2012",NA,NA
"146","2019-11-01 15:14:44-03","UnB","UB","78657","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Irwin, HS","14008","1966","03","16","Southern America","Brasil","Distrito Federal","Córrego Landim, ca. 25km N of Brasília",NA,NA,"950","950",NA,"Vine ca 3m high. Flower yellow; Forested rocky slopes","UB0006988","UB0006988","Araújo, D",NA,NA,NA,"2015","08","27",NA,NA,NA,NA,NA,NA
