"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"248","2021-01-21 15:29:18-03","IBt","SP","352196","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Munhoz, CBR; Rodrigues, N; Ramos, KMO","800","1999","10","15",NA,"Brasil",NA,NA,NA,"SP015833",NA,NA,"A.Juss.","Distrito Federal","Brasília","Fazenda Água Limpa, divisa com o Cristo Redentor (Jardim Botânico de Brasília) e o IBGE, na borda da mata de galeria do córrego Taquara","-47.905556","-15.929278",NA,NA,NA,"Mamede, MCH",NA,NA,"2008","12","-47.905556","-15.929278",NA,NA,NA,NA,NA,NA,NA
"249","2019-11-21 10:08:29-03","IBt","SP","361352","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Fonseca, ML; Mendonça, RC; Walter, BMT; Cardoso, E","3039","2001","12","10",NA,"Brasil",NA,NA,NA,"SP015802",NA,NA,"A.Juss.","Bahia","Cocos","Fazenda Trijunção. Estrada da entrada da Fazenda para a sede","-46.036111","-14.875833","935","935","SP015802","Mamede, MCH",NA,NA,"2003","03","-46.036111","-14.875833",NA,"23",NA,NA,NA,NA,NA
"250","2019-11-21 10:08:29-03","IBt","SP","364633","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Fonseca, ML; Alvarenga, D","3887","2002","12","04",NA,"Brasil",NA,NA,NA,"SP015835",NA,NA,"A.Juss.","Distrito Federal","Brasília","APA Gama - Cabeça de Veado, Fazenda Água Limpa, R.A. do Lago Sul, Área da MOA - RA do Lago Sul","-47.916111","-15.918056","1025","1025",NA,"Mamede, MCH",NA,NA,"2003","10","-47.916111","-15.918056",NA,"30",NA,NA,NA,NA,NA
"251","2019-11-21 10:08:29-03","IBt","SP","364640","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Fonseca, ML; Alvarenga, D; Cardoso, E","3834","2002","11","27",NA,"Brasil",NA,NA,NA,"SP015790",NA,NA,"A.Juss.","Goiás","Pirenópolis","Parque Estadual da Serra dos Pirineus","-48.875","-15.803611","1255","1255",NA,"Mamede, MCH",NA,NA,"2003","11","-48.875","-15.803611",NA,"18",NA,NA,NA,NA,NA
"252","2019-11-21 10:08:29-03","IBt","SP","446623","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Francener, A; Gonzaga, AFN","1217","2012","12","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","Mato Grosso","Nova Mutum","Entorno da cidade de Nova Mutum","-56.1064","-13.826667","480","480",NA,"Francener, A",NA,NA,"2013","04","-56.1064","-13.826667",NA,"08",NA,NA,NA,NA,NA
"253","2019-11-21 10:08:29-03","IBt","SP","446700","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Francener, A; Pastore, M; Fortes, E; Macedo, EE","1286","2013","02","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","São Paulo","Pedregulho","Parque Estadual Furnas do Bom Jesus, Trilha do Chalé","-47.4625","-20.252222","993","993",NA,"Francener, A",NA,NA,"2013","02","-47.4625","-20.252222",NA,"19",NA,NA,NA,NA,NA
"254","2019-11-21 10:08:29-03","IBt","SP","447724","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Aparecida da Silva, M; Pinheiro, FC","6855","2008","12","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","Distrito Federal","Brasília","Folha: SD-23-Y-C. Reserva Ecológica do IBGE.","-47.871667","-15.950833","1100","1100",NA,"Mamede, MCH",NA,NA,"2013","08","-47.871667","-15.950833",NA,NA,NA,NA,NA,NA,NA
"255","2019-11-21 10:08:29-03","IBt","SP","471935","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Windisch, PG; et al.","7338","1992","10","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","Mato Grosso","Campo Verde","91 km de Primavera de Leste em direção a Campo Verde","-55.083333","-15.416667","740","740",NA,"Mamede, MCH",NA,NA,"2015","02","-55.083333","-15.416667",NA,NA,NA,NA,NA,NA,NA
"256","2019-11-21 10:08:29-03","IBt","SP","471937","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Windisch, PG; et al.","7312","1992","10","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","Mato Grosso","Nova Brasilândia","(divisa com Campo Verde), ribeirão do Roncador, ca. 71 km de Campo Verde","-55.083333","-15.166667","650","650",NA,"Mamede, MCH",NA,NA,"2015","02","-55.083333","-15.166667",NA,NA,NA,NA,NA,NA,NA
"257","2019-11-21 10:08:29-03","IBt","SP","256107","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Mendonça, RC; Silva Jr, MC; Oliveira, NR","1996","1991","12","16",NA,"Brasil",NA,NA,NA,"SP015830",NA,NA,"A.Juss.","Distrito Federal","Brasília","Área da Marinha, próximo à BR 040","-47.9296989440918","-15.7797002792358",NA,NA,"SP015830","Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-21 10:08:29-03","IBt","SP","106236","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Irwin, HS; Souza, R; Reis dos Santos, R","10717","1965","11","27",NA,"Brasil",NA,NA,NA,"SP015827",NA,NA,"A.Juss.","Distrito Federal","Brasília","Cerrado, immediately west of Setor Industrial","-47.9296989440918","-15.7797002792358","1100","1100",NA,"Mamede, MCH","70570","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-21 10:08:29-03","IBt","SP","215236","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Aparecida da Silva, M","24","1984","11","13",NA,"Brasil",NA,NA,NA,"SP015828",NA,NA,"A.Juss.","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,"SP015828","Mamede, MCH","70570","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-21 10:08:29-03","IBt","SP","218959","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Mamede, MCH; Cordeiro, I; Varanda, EM","26","1987","11","19",NA,"Brasil",NA,NA,NA,"SP015807",NA,NA,"A.Juss.","Goiás","Alto Paraíso de Goiás","Km 153 da rodovia GO-118, a 9 km ao sul da cidade","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Mamede, MCH","44724","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-21 10:08:29-03","IBt","SP","221835","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Mamede, MCH; Cordeiro, I; Varanda, EM; Sajo, MG; Castro, NM; Barbosa, AAA","55","1987","11","20",NA,"Brasil",NA,NA,NA,"SP015806",NA,NA,"A.Juss.","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Na estrada para Colinas, na entrada do Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Mamede, MCH","44724","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-11-21 10:08:29-03","IBt","SP","219470","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","18014","1980","12","15",NA,"Brasil",NA,NA,NA,"SP015808",NA,NA,"A.Juss.","Goiás","Luziânia","15 km ao sul da cidade","-47.9502983093262","-16.2525005340576",NA,NA,NA,"Mamede, MCH","83221","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-21 10:08:29-03","IBt","SP","151983","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Anderson, WR; Hatschbach, G; Barneby, RC; Gates, B","11505","1975","02","21",NA,"Brasil",NA,NA,NA,"SP015809",NA,NA,"A.Juss.","Goiás","Luziânia","Cerrado near highway between Brasília and Crsitalina","-47.9502983093262","-16.2525005340576","1000","1000","SP015809","Mamede, MCH","83221","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-21 10:08:29-03","IBt","SP","151984","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Anderson, WR; Hatschbach, G; Barneby, RC; Gates, B","11371","1975","02","13",NA,"Brasil",NA,NA,NA,"SP015791",NA,NA,"A.Juss.","Mato Grosso","Chapada dos Guimarães","Sand-stone cliffs and adjacent cerrados and campos at western edge of the Chapada dos Guimarães","-55.749698638916","-15.460599899292","550","680",NA,"Anderson, WR","107042","auto","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-21 10:08:29-03","IBt","SP","384824","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Daud, RD; Demite, PR","49",NA,NA,NA,NA,"Brasil",NA,NA,NA,"SP015794",NA,NA,"A.Juss.","Mato Grosso","Itiquira","Plantações E. Michelin","-54.1502990722656","-17.2089004516602",NA,NA,NA,"Mamede, MCH","148503","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:08:29-03","IBt","SP","329931","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Wanderley, MGL; Lima, R; Araújo, AC; Zanin, A; Forzza, RC","2312","1997","11","25",NA,"Brasil",NA,NA,NA,"SP015795",NA,NA,"A.Juss.","Mato Grosso","Rondonópolis","Margem da estrada","-54.6356010437012","-16.4708003997803",NA,NA,"SP015795","Mamede, MCH","69781","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:08:29-03","IBt","SP","319067","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Tameirão Neto, E","2221","1996","12","04",NA,"Brasil",NA,NA,NA,"SP015804",NA,NA,"A.Juss.","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Mamede, MCH","47316","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-21 10:08:29-03","IBt","SP","315210","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Tameirão Neto, E; Werneck, MS","1001","1994","11","22",NA,"Brasil",NA,NA,NA,"SP015805",NA,NA,"A.Juss.","Minas Gerais","Perdizes","Cerrado Céu do Cavalo, UC do Galheiro - CEMIG","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Mamede, MCH","45889","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-21 10:08:29-03","IBt","SP","286487","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Nakajima, JN; Romero, R","740","1994","12","09",NA,"Brasil",NA,NA,NA,"SP015801",NA,NA,"A.Juss.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Mamede, MCH","57119","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-21 10:08:29-03","IBt","SP","286493","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Nakajima, JN; Romero, R","736","1994","12","09",NA,"Brasil",NA,NA,NA,"SP015800",NA,NA,"A.Juss.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem das Pedras, Estrada para Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Mamede, MCH","57119","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-21 10:08:29-03","IBt","SP","286485","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Nakajima, JN; Romero, R","763","1994","12","11",NA,"Brasil",NA,NA,NA,"SP015799",NA,NA,"A.Juss.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à torre de observação, Estrada para Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Mamede, MCH","57119","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-11-21 10:08:29-03","IBt","SP","257857","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Araújo, GM","444","1988","12","20",NA,"Brasil",NA,NA,NA,"SP015792",NA,NA,"A.Juss.","Minas Gerais","Uberaba","Fazenda Van Ass, nascente do rio Uberabinha","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Mamede, MCH","73879","auto","1994","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-11-21 10:08:29-03","IBt","SP","271574","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Araújo, GM; Nakajima, JN; Oliveira, PEAM; Pereira, PR; Ranal, MA; Schiavini, I","FEEP425","1992","12","04",NA,"Brasil",NA,NA,NA,"SP015810",NA,NA,"A.Juss.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Mamede, MCH","58223","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
