"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","sex"
"211","2021-03-22 16:23:30-03","FEPAGRO","BLA","13854","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","L. A. Arzivenco","657",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"BLA013854",NA,"T. Canto-Dorow","Capão da Canoa","2001","07",NA,NA,"15808","auto",NA,NA,"01",NA,NA,NA,NA
"212","2021-04-05 12:36:56-03","UNIVASF","HVASF","4118","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","J.R. Maciel","1082","2009","04","29","América do Sul","Brasil","Ceará","Localidade de Santo Antônio. Caatinga arbustiva-arbórea densa. Solo areno argiloso pedregoso.","-38.686666","-7.258888","654","654",NA,"Erva decumbente.","HVASF004118",NA,"J.R. Maciel","Mauriti","2009","11","-38.686666","-7.258888",NA,NA,NA,NA,"12",NA,NA,NA,"U"
"213","2021-04-05 12:36:56-03","UNIVASF","HVASF","18113","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","V.M. Cotarelli","2296","2012","12","04","América do Sul","Brasil","Paraíba","Açude Poções, ca. de 2Km a oeste da entrada do açude","-36.995416","-7.894055","572","572",NA,"Macrófita aquática anfíbia ca. de 30cm alt.. Espiguetas verdes.","HVASF018113",NA,"J.R. Maciel","Monteiro","2013","11","-36.995416","-7.894055",NA,NA,NA,NA,"25",NA,NA,NA,"U"
"214","2021-04-05 12:36:56-03","UNIVASF","HVASF","4314","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","J.R. Maciel","1210","2009","05","25","América do Sul","Brasil","Bahia","Geléia, Área de duna. Caatinga arbustiva aberta.","-42.861583","-10.804833","430","430",NA,"Erva ereta.","HVASF004314",NA,"J.R. Maciel","Barra","2009","11","-42.861583","-10.804833",NA,NA,NA,NA,"12",NA,NA,NA,"U"
"215","2019-11-21 10:15:17-03","IBt","SP","129277","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","9661-B","1969","12","01",NA,"Brasil","Mato Grosso","Serra do Roncador","-51.75","-12.85","450","450",NA,NA,NA,NA,"Canto-Dorow, TS","Barra do Garças","2001","07","-51.75","-12.85",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 10:15:19-03","IBt","SP","53000","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Baldwin Jr, JT","3470","1944","02","25",NA,"Brasil","Amazonas","Upper Rio Negro.",NA,NA,NA,NA,NA,NA,"SP043229","SP043229","Canto-Dorow, TS","São Felipe","1998","08",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"217","2019-11-21 10:15:17-03","IBt","SP","127810","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","10389","1970","01","29",NA,"Brasil","Maranhão",NA,"-45.133333","-7.1","150","150",NA,NA,NA,NA,"Canto-Dorow, TS","Loreto","2001","07","-45.133333","-7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 10:15:17-03","IBt","SP","127831","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","10308","1970","01","15",NA,"Brasil","Maranhão","Outskirts of Barra do Corda, ca. 1 km south of center of city. At Sítio dos Ingleses school grounds, on east slope of Rio Corda River valley.","-45.25","-5.516667",NA,NA,NA,NA,"SP043228","SP043228","Canto-Dorow, TS","Barra do Corda","1998","08","-45.25","-5.516667",NA,NA,NA,NA,"11",NA,NA,NA,NA
"219","2019-11-21 10:15:17-03","IBt","SP","130573","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","10603","1970","02","14",NA,"Brasil","Maranhão","Ilha de Balsas, Region between The Balsas & Parnaíba Rivers. 35 km south of Loreto. Just SE of main house of Fazenda Morros, where Morros-Sambaíba trail crosses the brook gully, Grota Grande.","-45.066667","-7.383333","300","300",NA,NA,"SP043227","SP043227","Canto-Dorow, TS","Loreto","1998","07","-45.066667","-7.383333",NA,NA,NA,NA,"28",NA,NA,NA,NA
"220","2019-11-21 10:15:17-03","IBt","SP","130599","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","10769","1970","02","24",NA,"Brasil","Maranhão","Ilha de Balsas","-45.066667","-7.383333","300","300",NA,NA,NA,NA,"Canto-Dorow, TS","Loreto","2001","07","-45.066667","-7.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-11-12 15:23:32-03","IBt","SP","140469","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","6250","1965","04","20",NA,"Brasil","Rio de Janeiro",NA,"-44.701389","-23.216667",NA,NA,NA,NA,NA,NA,"Canto-Dorow, TS","Parati","2001","07","-44.701389","-23.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:15:17-03","IBt","SP","235631","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Irwin, HS; Soderstrom, TR","5500","1964","08","23",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canto-Dorow, TS",NA,"2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:15:17-03","IBt","SP","248165","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Valls, JFM; et al.","8488","1985","03","24",NA,"Brasil","Maranhão","9 km a oeste da ponte sobre o rioParnaíba ao longo da rodovia BR-316","-42.883333","-5.066667","170","170",NA,NA,NA,NA,"Canto-Dorow, TS","Timon","2001","07","-42.883333","-5.066667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:15:17-03","IBt","SP","35918","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Swallen, JR","4606","1934","05","16",NA,"Brasil","Ceará","Camocim to Granja",NA,NA,NA,NA,NA,NA,NA,NA,"Canto-Dorow, TS",NA,"2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:15:17-03","IBt","SP","35919","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Swallen, JR","4176","1934","04","01",NA,"Brasil","Piauí","Floriano to Oeiras",NA,NA,NA,NA,NA,NA,NA,NA,"Canto-Dorow, TS",NA,"2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:15:19-03","IBt","SP","77930","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","3941","1962","03","29",NA,"Brasil","Maranhão","Ilha de Balsas","-45.116667","-7.433333","250","250",NA,NA,NA,NA,"Canto-Dorow, TS","Loreto","2001","07","-45.116667","-7.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:15:19-03","IBt","SP","77955","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","3823-B","1962","03","25",NA,"Brasil","Maranhão","Ilha de Balsas","-45.116667","-7.433333","450","450",NA,NA,NA,NA,"Canto-Dorow, TS","Loreto","2001","07","-45.116667","-7.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:15:19-03","IBt","SP","85663","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Eiten, G; Eiten, LT","4082","1962","04","06",NA,"Brasil","Maranhão","Ilha de Balsas","-45.116667","-7.316667","200","300",NA,NA,NA,NA,"Canto-Dorow, TS","Loreto","2001","07","-45.116667","-7.316667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 10:15:17-03","IBt","SP","235564","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Irwin, HS; Soderstrom, TR","7493","1964","10","28",NA,"Brasil","Goiás","Serra do Caiapó, Ca. 45 km S of Caiapônia on road to Jataí","-51.8102989196777","-16.9566993713379","800","1000",NA,NA,NA,NA,"Canto-Dorow, TS","Caiapônia","2001","07",NA,NA,"77016","auto",NA,NA,NA,NA,NA,NA,NA
"230","2019-11-21 10:15:17-03","IBt","SP","320660","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Allem, A; et al.","2160","1978","10","25",NA,"Brasil","Mato Grosso do Sul","Faz. Bodoquena, Seção Guaicurus.","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"SP043881","SP043881","Canto-Dorow, TS","Miranda",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 10:15:17-03","IBt","SP","320971","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Coradin, L; Silva, CMM; Vieira, G","1282","1979","04","05",NA,"Brasil","Pernambuco","Rod. Petrolina - Santa Maria da Boa Vista, km 53","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"SP043880","SP043880","Canto-Dorow, TS","Petrolina",NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 10:15:17-03","IBt","SP","35917","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Swallen, JR","4707","1934","05",NA,NA,"Brasil","Rio Grande do Norte",NA,"-36.6011009216309","-5.66555976867676",NA,NA,NA,NA,NA,NA,"Canto-Dorow, TS","Angicos","2001","07",NA,NA,"36531","auto",NA,NA,NA,NA,NA,NA,NA
