"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"199","2021-02-08 12:52:25-03","UFRGS","ICN","041445","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Smith, LB; Klein, RM; Hatschbach, G","14800","América do Sul","Brasil","PR",NA,NA,"Doação The United States National Herbarium; High rochy campo, boggy slope, and grove,",NA,"Monocotyledon",NA,"(Hack.) Clayton","1965","01","18","Fazenda Cajurú","-49.316667","-24.166667","1000","1100",NA,"Jaguariaíva","Valls, JFM","1982","12","22","-49.316667","-24.166667",NA,NA,NA,NA,NA,NA,NA
"200","2021-02-08 12:52:25-03","UFRGS","ICN","045513","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Pedersen, TM","s.n.","América do Sul","Argentina",NA,NA,NA,"Museum Botanicum Hauniense; Grasslands on sandy soil",NA,"Monocotyledon",NA,"(Hack.) Clayton","1972","02","21",NA,NA,NA,NA,NA,NA,NA,"TMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-02-08 12:52:25-03","UFRGS","ICN","130625","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Longhi-Wagner, HM; et al.","8948","América do Sul","Brasil","PR",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton","2004","01","14","PR 090 para Ventania","-50.003333","-24.478056",NA,NA,NA,"Piraí do Sul","Lerina, R",NA,NA,NA,"-50.003333","-24.478056",NA,NA,NA,NA,NA,NA,NA
"202","2021-02-08 12:52:25-03","UFRGS","ICN","159063","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Silva, MA; Sabbag, MRL; Ribeiro, AW","5477","América do Sul","Brasil","DF",NA,NA,"Doação do Herbário IBGE; erva escandente ca. 1,0 m de altura em moita, inflorescência verde-vinácea, folhas levemente discolores verdes com borda áspera, folhas da base secas e rebrotos; campo sujo com queima bienal modal",NA,"Monocotyledon",NA,"(Hack.) Clayton","2003","05","15","Reserva Ecológica do IBGE Região Administrativa (RA) XVI 15°57'02S e 47°52'14W entre a guarita e a sede da reserva","-47.870556","-15.950556","1100","1100",NA,"Brasília","da Silva, MA","2003","08","13","-47.870556","-15.950556",NA,NA,NA,NA,NA,NA,NA
"203","2021-02-08 12:52:25-03","UFRGS","ICN","184972","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Fieker, CZ; Reis, MG","13","América do Sul","Brasil","MG",NA,NA,"Cerrado - campo limpo",NA,"Monocotyledon",NA,"(Hack.) Clayton","2013","03","03","Parque Nacional da Serra da Canastra","-46.446111","-20.245833",NA,NA,NA,"São Roque de Minas","Welker, CAD","2016","01",NA,"-46.446111","-20.245833",NA,NA,NA,NA,NA,NA,NA
"204","2021-02-08 12:52:25-03","UFRGS","ICN","136760","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Longhi-Wagner, HM; Zuloaga; Guglieri","9466","América do Sul","Brasil","PR",NA,NA,"Dupl. CEN, SI.; Folha longa.; Muito comum, pendente sobre a vegetação.",NA,"Monocotyledon",NA,"(Hack.) Clayton","2005","03","08","Parque Estadual do Cerrado pedras junto do rio","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"205","2021-02-08 12:52:25-03","UFRGS","ICN","137778","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"do Carmo, MRB","814","América do Sul","Brasil","PR",NA,NA,"Doação Herbário HUPG.; Erva de 70cm.; Em campo com solo arenoso, mas com boa drenagem.",NA,"Monocotyledon",NA,"(Hack.) Clayton","2004","03","05","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi","Longhi-Wagner, HM","2005","10","05",NA,NA,NA,NA,"56988","auto",NA,NA,NA
"206","2019-11-21 10:14:31-03","IBt","SP","101263","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Clayton, WD","4806",NA,"Brasil","Distrito Federal",NA,NA,NA,"SP040113",NA,NA,"(Hack.) Clayton","1965","02","23","31 km from Brasilia on Anapolis road.",NA,NA,NA,NA,"SP040113",NA,"Burman, AG","1985","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-21 10:14:31-03","IBt","SP","225186","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS","1404",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1988","04","25","Reserva Ecológica do IBGE","-47.876389","-15.959722",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,"-47.876389","-15.959722",NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 10:14:31-03","IBt","SP","308629","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Oliveira, FCA; et al.","658",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1996","04","30","Primeira bica do asfalto ca. 5 km Macedo/Niquelândia.","-48.433611","-14.351667",NA,NA,NA,"Niquelândia","Filgueiras, TS","2008",NA,NA,"-48.433611","-14.351667",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-21 10:14:31-03","IBt","SP","308632","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Fonseca, ML; et al.","862",NA,"Brasil","Goiás",NA,NA,NA,"SP040115",NA,NA,"(Hack.) Clayton","1996","04","12","Macêdo. Ca. de 1 km abaixo da mina de níquel.","-48.386389","-14.358056",NA,NA,"SP040115","Niquelândia","Filgueiras, TS","2008",NA,NA,"-48.386389","-14.358056",NA,NA,NA,NA,NA,NA,NA
"210","2019-11-21 10:14:31-03","IBt","SP","358817","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS","2464",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1993","05","19","Cidade de Macedo, ca. 20 km ao norte de Niquelândia.","-48.383333","-14.3",NA,NA,NA,"Niquelândia","Filgueiras, TS","2008",NA,NA,"-48.383333","-14.3",NA,NA,NA,NA,NA,NA,NA
"211","2019-11-21 10:14:31-03","IBt","SP","101265","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Clayton, WD","4868",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1965","02","26",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Burman, AG","1985","05","24",NA,NA,NA,NA,"70570","auto",NA,NA,NA
"212","2019-11-21 10:14:31-03","IBt","SP","248869","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Alvarenga, D","680",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1990","05","14","Área do Cristo Redentor.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"213","2019-11-21 10:14:31-03","IBt","SP","236325","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS; Pereira Neto, M","1471",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1988","06","08","ARIE do Capetinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"214","2019-11-21 10:14:31-03","IBt","SP","262037","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS; Alvarenga, D","2271",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton",NA,NA,NA,"ARIE do Capetinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"215","2019-11-21 10:14:31-03","IBt","SP","262042","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS; Alvarenga, D","2268",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton",NA,NA,NA,"ARIE do Capetinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"216","2019-11-21 10:14:31-03","IBt","SP","262038","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS; Alvarenga, D","2274",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1992","04","01","ARIE do Capetinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"217","2019-11-21 10:14:31-03","IBt","SP","262028","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Lopes, RD; Filgueiras, TS","62",NA,"Brasil","Distrito Federal",NA,NA,NA,"SP040114",NA,NA,"(Hack.) Clayton","1992","03","26","ARIE do Capetinga, Área do Capetinga (Arnical).","-47.9296989440918","-15.7797002792358",NA,NA,"SP040114","Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"218","2019-11-21 10:14:31-03","IBt","SP","211003","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Filgueiras, TS","1024",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1982","05","05","ARIE do Capetinga, Brejo no Lago Norte.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"219","2019-11-21 10:14:31-03","IBt","SP","211175","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Heringer, EP; et al.","4380",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1980","04","15","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"220","2019-11-21 10:14:31-03","IBt","SP","317227","S","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Brochado, AL","275",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1992","05","26","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2004",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"221","2021-02-18 08:31:30-03","IBt","SP","102728","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Hatschbach, G; Haas, H","13975",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1966","03","03","Estrada Jaguariaiva-Arapoti.",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:14:31-03","IBt","SP","256343","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Câmara, PS; Filgueiras, TS","110",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1991","04","30","Área do Cristo Redentor, Campo Limpo.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Filgueiras, TS","2004",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"223","2019-11-21 10:14:31-03","IBt","SP","320672","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Allem, A; Vieira, G","2068",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"SP040083",NA,NA,"(Hack.) Clayton","1978","05","27","Fazenda Modelo","-54.8602981567383","-20.4421997070312",NA,NA,"SP040083","Terenos","Davidse, G","1979",NA,NA,NA,NA,NA,NA,"52758","auto",NA,NA,NA
"224","2019-11-21 10:14:31-03","IBt","SP","160859","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Davidse, G; D'Arcy, WG","11395",NA,"Brasil","Paraná",NA,NA,NA,"SP040086",NA,NA,"(Hack.) Clayton","1976","03","15","17 km N of Castro along highway PR-11.","-50.0119018554688","-24.7910995483398","960","960","SP040086","Castro","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA
"225","2019-11-21 10:14:31-03","IBt","SP","66091","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Sendulsky, T","68",NA,"Brasil","São Paulo",NA,NA,NA,"SP040085",NA,NA,"(Hack.) Clayton","1963","03","25","222 km along road Washington Luiz, entrance for Analandia.","-47.8899993896484","-22.0100002288818",NA,NA,"SP040085","São Carlos","Filgueiras, TS","2008",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA
"226","2016-03-09 17:11:56-03","UM","RECOLNAT_UM_MPU","MPU024103","PreservedSpecimen",NA,"Poaceae","Andropogon","goyazensis","Andropogon goyazensis","isosyntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu024103' target='other'> <mi>dwc_moreinfo</mi></a>","MPU024103",NA,NA,"Hack.","1894",NA,NA,"Plateau de Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22571",NA,NA
"227","2010-08-16 16:35:49-03","GH","HU-HERB","GH 00023053","PreservedSpecimen","Plantae","Poaceae","Andropogon","leptocladus","Andropogon leptocladus","Type","E. Hassler","3760","South America","Paraguay",NA,"Sheet",NA,NA,NA,NA,NA,"Hackel",NA,NA,NA,"Cordillera de Altos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3760",NA,"undetermined"
