"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"626","2008-05-27 22:02:00-03","MO","MOBOT","1859305","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luis Rea","Rea Romero 319","1995","6","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek",NA,"La Paz","Abel Iturralde","Parque Nacional Madidi, Delta que forman el arroyo Arana y el rio Tuichi, Pozo Yariapo X-1.","-67.76666","-14.45",NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2011-08-30 12:23:00-03","MO","MOBOT","1860582","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Manuel J. Macía|et al.","Macía 5169","2001","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","I. Loza (LPB)","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme mediana pendiente, región de Tumupasa","-67.92277","-14.18333",NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2017-08-25 05:21:00-03","MO","MOBOT","202462","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Percy Núñez V.|Gregorio Ortiz","Núñez Vargas 12763","1991","2","2","South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","R.L. Liesner (MO)","Cusco","La Convención","Río Manguriari (Manguyari). Alto Urubamba; upstream to Río Manguriari.","-72.6666667","-12.7833333",NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","4"
"629","2008-05-27 22:02:00-03","MO","MOBOT","2561302","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Otto Kuntze","Kuntze s.n.",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Foster's catalog note file","Santa Cruz","Velasco",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2011-06-08 17:15:00-03","MO","MOBOT","2561352","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Steinbach","Steinbach G. 3289",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2011-06-17 17:02:00-03","MO","MOBOT","2561361","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Steinbach","Steinbach G. 6503","1924","9","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Sara",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2011-06-08 17:15:00-03","MO","MOBOT","2561367","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Steinbach","Steinbach G. 7380","1925","12","30","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Tortosa (BAA)","Santa Cruz","Sara",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2011-06-08 17:15:00-03","MO","MOBOT","2561383","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Steinbach","Steinbach G. s.n.","1916","9","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Foster's catalog note file","Santa Cruz","Andrés Ibáñez","near Montecitos del Urubo",NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2012-08-24 16:19:00-03","MO","MOBOT","2700739","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","R. Chávez de Michel|et al.","Michel 4565","2005","4","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner (MO)","Chuquisaca","Hernando Siles","Itapenti, 60 km de Monteagudo hacia Rosario del Ingre, desviando 2 km al lado del rio Parapeti.","-63.9833333","-20.1666667",NA,"932.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"635","2008-05-27 22:02:00-03","MO","MOBOT","2700744","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","R. Chávez de Michel|et al.","Michel 4543","2005","4","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner (MO)","Chuquisaca","Hernando Siles","Comunidad de Uruguay, alrededor del pueblo, ladera.","-64.15","-20.48333",NA,"1075.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2008-05-27 22:02:00-03","MO","MOBOT","2700759","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","R. Chávez de Michel|et al.","Michel 4574","2005","4","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner (MO)","Chuquisaca","Hernando Siles","Itapenti, 60 km de Monteagudo hacia Rosario del Ingre, desviando 2 km al lado del rio Parapeti.","-63.98333","-20.16666",NA,"932.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2009-08-25 17:40:00-03","MO","MOBOT","3018608","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luciano Bernardi","Bernardi 18790","1978","11","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner","Cordillera",NA,"Inter Altos et Loma Grande, Cordilelra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2009-07-17 07:39:00-03","MO","MOBOT","3018998","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Émile Hassler","Hassler 7644",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2009-10-18 06:42:00-02","MO","MOBOT","3019539","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Tulio Tillería","Zardini 288956","1991","11","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","G. Nesom","Cordillera",NA,"4 km SF of Emboscada onroad to Nueva Colombia. Cerrado Forest.","-57.23333","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2012-05-15 15:41:00-03","MO","MOBOT","3019700","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Jim Conrad","Conrad 2270","1974","1","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Mc Jonston","Central",NA,"Environs of Remanto Castillo, along the Paraguay river, about 20 km south of Asuncion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2009-08-21 06:56:00-03","MO","MOBOT","3019810","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Keiichi Mizoguchi","Mizoguchi 1411","1980","1","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R.L. Liesner","Goiás",NA,"Municipio De Acreuna. Fazenda. de Agua da Prata.800 km from Sao Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2008-05-27 22:02:00-03","MO","MOBOT","3019947","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pérez","Perez 1548","1986",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Guy Nesom","Concepción",NA,"6 km al N del cruce Paso Barreto-Concepcion, en direccion a Paso Horqueta.","-57.06666","-23.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2014-01-01 11:17:00-02","MO","MOBOT","3020094","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","J.U. Santos|Edith L. Taylor|George E. Schatz|Nelson A. Rosa|Carlos S. Rosário|T. Rebbeck|J.B.F. da Silva|M.R. dos Santos","Santos 693","1983",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","M.C. Johnston",NA,NA,"Maranháo , munic. de tuntum, lugar Palmerinha, a 74 km de tuntum. Mata de terra firme, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2011-06-08 11:53:00-03","MO","MOBOT","3020371","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Schunke V.","Schunke Vigo 2577","1968","5","6","South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","R.L. Liesner","Huánuco",NA,"A orilla del río en bosque alto. Progreso, al oeste del Rio Pachitea, a 6 km. arriba del campamento del Bosque Nacional de Iparia. Bosque Nacinal de Iparia; Región de ' bosque seco tropical a lo largo del Rio Pachitea cerca del Campamento Miel de Abeja ( 1 km. arriba del pubelo de Tournavista o unos 20 km. arriba de la confluencia con el rio Ucayali.",NA,NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2011-03-29 10:53:00-03","MO","MOBOT","3020461","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Carlos Reynel Rodríguez","Reynel Rodríguez 962",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","R.Liesner",NA,NA,"La Molina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2014-12-21 13:43:00-02","MO","MOBOT","3020735","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","Heringer 5610","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner",NA,NA,"Brasília DF. Bacia do Rio Sáo Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2008-05-27 22:02:00-03","MO","MOBOT","3020929","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ezechias P. Heringer","Heringer 5660","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner",NA,NA,"Brasília DF. Bacia do Rio Sao Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2008-05-27 22:02:00-03","MO","MOBOT","3021124","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Howard S. Irwin","Irwin 34978","1972","1","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","J. Kallunki","Goiás",NA,"Gallery. Cerrado and adjacent gallery forest, ca. 11 km. S. of Niquelandia.",NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2011-06-08 11:53:00-03","MO","MOBOT","3021373","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","José Schunke V.","Schunke Vigo 1227","1966",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","D.R. Simpson","Huánuco",NA,"Honoria. Bosque Nacional de Iparia; Region de  bosque seco tropical ( sensu Tosi, 1960) a lo largo del RioPachitea cerca del campamento Miel de Abeja ( 1km. arriba del pueblo de tournavista op unos 20 km. Arriba de la confluencia con el Rio Ucayali.",NA,NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2012-03-31 05:13:00-03","MO","MOBOT","3021488","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gary S. Hartshorn","Hartshorn 1675","1975",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","R.Liesner",NA,NA,"Central Pucallpa-Lima Federico Basadre, Departamentos de Lroeto Y Huanuco. km 99 ; 2 km al sureste, cerca del arbol #165. Carretera Pucallpa-Lima Federico Basadre Dpartamentos de Loreto y Huanuco.","-74.9","-9.58333",NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2008-05-27 22:02:00-03","MO","MOBOT","3021618","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Howard S. Irwin","Irwin 10432","1965","11","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","J. Kallunki","Goiás",NA,"Cerrado, and gallery, ca. 12 km. E. of Cabeceiras.",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2012-03-31 05:13:00-03","MO","MOBOT","3021757","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gary S. Hartshorn","Hartshorn 1675","1975",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","Ronald Liesner",NA,NA,"Carretera Pucallpa-Lima Federico Basadre, Departamentos de Loreto Y Huánuco. km 99; 2 km al sureste, cerca del arbol #165.","-74.9","-9.58333",NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2016-11-15 05:15:00-02","MO","MOBOT","3021921","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 32815","1977",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Corrientes",NA,"67 km E de Porto Murtinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2008-05-27 22:02:00-03","MO","MOBOT","3021957","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Nélida Soria","Soria Rey 4687","1991",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Amambay",NA,"Estancia Carmen De LA Sierra Potrero Lili. En el campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2014-01-09 16:39:00-02","MO","MOBOT","3022032","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Anonymous","Anonymous s.n.","1927","12","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","Ronald Liesner",NA,NA,"Matta do Anto Flroestal, Rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"656","2012-03-31 05:13:00-03","MO","MOBOT","3022054","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gary S. Hartshorn","Hartshorn 1675","1975","5","8","South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek","R.L. Liesner","Huánuco",NA,"Bosque Nacional  a. von Humboldt. km.99. 2 km al sur Este. Cerca del arbor 165.n.c.  Sacha café, Café del norte.",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2009-07-01 16:15:00-03","MO","MOBOT","3022157","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R.L. Liesner",NA,NA,"Amer. aush.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2014-01-09 16:40:00-02","MO","MOBOT","3022220","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Anonymous","Anonymous s.n.","1927","10","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek",NA,NA,NA,"Mattos do Horto Florestal, Rio Gavea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"659","2008-05-27 22:02:00-03","MO","MOBOT","3022247","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","* AGUIAR","AGUIAR 4432",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Rio de Janeiro",NA,"Mato Grosso.  Cabrito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2015-08-10 05:49:00-03","MO","MOBOT","3022476","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Amaro Macedo","Macedo 532","1944",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","ROnald Liesner","Minas Gerais",NA,"Fturutah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2012-04-12 13:12:00-03","MO","MOBOT","3022565","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Milan Vavrek|Lidia Pérez de Molas","Vavrek 209","1981","3","11","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusatis","Central",NA,"Aregua, a 1.5 km del camino fue va 2 la loma, dentro de la tinca. Exposicion sombra; suelo arenoso; sitio al costado del camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2020-05-05 11:37:00-03","MO","MOBOT","3022767","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Émile Hassler","Hassler 1913",NA,"9",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Paraguarí",NA,"Prope Sapucay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"663","2013-10-07 13:47:00-03","MO","MOBOT","3035993","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luzmila Arroyo P.|M. Muñoz|F. Abasto|N. Ortuño|J. Hajdu|H. Pantoja","Arroyo Padilla 2975","2005","11","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.D. Tortosa (BAA)","Santa Cruz","Florida","Comunidad de Bella Vista. Camino entre la escuela y el Sendero Cola de Mono. Bosque semideciduo.","-63.6730556","-18.3119444",NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"664","2011-06-08 12:20:00-03","MO","MOBOT","3074390","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Manuel Rimachi Y.","Rimachi Y. 4714","1979","12","1","South America","Peru",NA,NA,NA,NA,NA,NA,"Reissek",NA,"San Martín","San Martín","Dtto. Tarapoto. Carretera de Tarapoto a Juanjui KM 15 from Puente Colombia del Río Mayo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2008-05-27 22:02:00-03","MO","MOBOT","3079025","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Timothy J. Killeen","Killeen 1225","1985","9","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Nee","Santa Cruz","Nuflo de Chavez","Est. Sebastian, 40km S of Concepción on road to Lomerio. Margin of tertiary plain and low hills of precambrian shield, laterite and granitic outcrops common; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.41666",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2008-05-27 22:02:00-03","MO","MOBOT","3079217","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","HARTSHORN","HARTSHORN 2010","1977",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Ronald Liesner","Santa Cruz",NA,"Jardín Botánico. Bosque húmedo templado.",NA,NA,NA,"415.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2008-05-27 22:02:00-03","MO","MOBOT","3079398","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Thomas","Thomas 4665","1985","10","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner",NA,NA,"Mato Grosso: Mun. Caceres: 45 km SE of Pontes e Lacerda on road to Cáceres (BR174). Semideciduous forest.","-59.03333","-15.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2008-05-27 22:02:00-03","MO","MOBOT","3079499","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Douglas C. Daly","Daly 9687","1997","10","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","Ronald Liesner","Acre",NA,"Mun. Brasiléia: Basin of Rio Acre, tributary of Rio Purus. Colônia Santo Antônio (Sr. Raimundo Teixeira). Terra firme forest on hilly terrain, open canopy.","-69.26138","-10.94138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2019-04-19 04:34:00-03","MO","MOBOT","3079624","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Adrián Eliceche","Eliceche 463","1991",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner","Concepción",NA,"Estancia Lilo. Potrero Loma, NW de la administración.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2011-05-18 17:29:00-03","MO","MOBOT","3079736","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bonifacio Mostacedo C.|J. Richard Abbott|Leslie C. Isaacs","Mostacedo C. 2648","1995","1","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Ronald Liesner","Santa Cruz","Chiquitos","Roboré-El Carmen (22 km E de Roboré). Bosque bajo. Suelos arenosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-06-27 04:36:00-03","MO","MOBOT","3079815","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","MENDONÇA","MENDONÇA 2973","1996",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner","Goiás",NA,"Município de Alto Paraíso, estrada de chão entre São Jorge e Colinas do Sul, ca. de 3 Km de São Jorge; Relevo; plano; Vegetacão: floresta de galeria.","-47.75555","-14.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2011-04-14 07:57:00-03","MO","MOBOT","3079894","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luzmila Arroyo P.|E. Quiroga|J. Cuasace","Arroyo Padilla 145","1992","11","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Nee","Santa Cruz","Nuflo de Chavez","Loc. 110 Km al Oeste de Concepción, al Este de Monte verde, camino hacia el Chocolatillo.","-62.36666","-15.36666",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2019-04-19 04:34:00-03","MO","MOBOT","3079957","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Adrián Eliceche","Eliceche 410","1991",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner","Concepción",NA,"Estancia Lilo. Potrero Loma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2013-07-22 16:17:00-03","MO","MOBOT","3138518","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Isabel Basualdo","Basualdo 6467","1997","12",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","R.Liesner (MO)","Central",NA,"Aregua. Cerro Koi.","-57.41666","-25.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"675","2008-05-27 22:02:00-03","MO","MOBOT","3138733","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Douglas C. Daly","Daly 9208","1996","11","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","D.C. Daly","Acre",NA,"Mun. Manoel Urbano: Rio Puru, left bank, Seringal Escondido, Colocaçao Sao Sebastiao [Nauso Pereira da Silva]. ''Baixio'': forest in low-lying area.","-69.55083","-8.99388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2009-09-03 17:37:00-03","MO","MOBOT","3138882","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Hatschbach 36183","1975","2","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","R. Lima",NA,NA,"Mato Grosso. Ribeirao Claro (Mun. Alto Araguaia).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
