"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"150","2020-11-19 10:25:09-03","CPAP","CPAP","2748","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","2463","1986","12","04",NA,"Brasil",NA,NA,"Arbusto a árvore. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Borda externa de capão, alagável; sombreada. SUBSTRATO: solo calcimórfico petrocálcio derivado de conchas. RELEVO: plano . <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Fazenda Sagrado; Sub-região do Abobral; Pantanal","-57","-19.5",NA,"90","90","57°00' W","19°30' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-19 10:25:09-03","CPAP","CPAP","4054","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","3474","1987","09","28",NA,"Brasil",NA,NA,"Erva ereta 5m. FLOR: creme. FRUTO: não visto. INTERESSE: Madeira, Apícola.. FREQUÊNCIA: Esparsa. AMBIENTE: Cordilheira (dique marginal) desmatada não alagável. SUBSTRATO: solo calcimórfico argiloso. RELEVO: quase plano. <ll>dwc_commonname:</ll> Calviteiro",NA,NA,NA,"Reissek","A. Pott; V. J. Pott","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - sede, beira do Corixo Mutum","-57.166667","-19.633333",NA,"90","90","57°10' W","19°38' S",NA,NA,"1987","09",NA,NA,NA,NA,NA,NA,NA
"152","2020-11-19 10:25:09-03","CPAP","CPAP","5017","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Salis, S. M.","198","1988","10","22",NA,"Brasil",NA,NA,"Arboro 6m de altura. FLOR: esverdeada. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 6, baía 20","-56.65","-18.983333",NA,"89","89","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-19 10:25:09-03","CPAP","CPAP","16205","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach, G.","63741","1995","10","22",NA,"Brasil",NA,NA,"Pequena árvore. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata de galeria. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Reissek","G. Hastchbach","MT","Nobres","Rodovia MT-201, Km 7-10","-56.3274993896484","-14.7202997207642",NA,NA,NA,NA,NA,"176011","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-19 10:25:09-03","CPAP","CPAP","5149","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ratter, J. A.","6011","1987","11","19",NA,"Brasil",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Albuquerque.","-57.416667","-19.4",NA,NA,NA,"57°25' W","19°24' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-19 10:25:09-03","CPAP","CPAP","621","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","1448","1984","10","02",NA,"Brasil",NA,NA,"Arboreta. FLOR: . FRUTO: . INTERESSE: Madeira; apícola. FREQUÊNCIA: . AMBIENTE: Cordilheira (paleodique) desmatada, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano com mesorelevo. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Fazenda Alegria; Sub-região da Nhecolândia; Pantanal","-56.716667","-19.166667",NA,"89","89","56°43' W","19°10' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-19 10:25:09-03","CPAP","CPAP","6582","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, V. J.","987","1989","09","23",NA,"Brasil",NA,NA,"Arbusto a árvore. FLOR: creme. FRUTO: não visto. INTERESSE: Madeira, Apícola.. FREQUÊNCIA: Frequente. AMBIENTE: Mata úmida. SUBSTRATO: solo de minério de Fe. RELEVO: inclinado.",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Estrada para área de mineração - Morro São Domingos","-57.616667","-19.25",NA,"500","600","57°37' W","19°15' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-19 10:25:09-03","CPAP","CPAP","6825","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bueno, N. C.","181","1990","09","25",NA,"Brasil",NA,NA,"Árvore 10m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo de minério de Fe e Mangânes. RELEVO: inclinado.",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Base do morro do Urucum - mina Laiz sb1","-57.633333","-19.2",NA,"450","450","57°38' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-19 10:25:09-03","CPAP","CPAP","8435","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Silva, M. P. da","34","1989","06","01",NA,"Brasil",NA,NA,"Arbóreo, 5m de altura. FLOR: não visto. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Mata. SUBSTRATO: solo vértico. RELEVO: plano. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Fazenda do Dr. Claudionor Duarte; a esquerda na estrada para Forte Coimbra, Pantanal - ponto 3 - planta 3.12","-57.516667","-19.533333",NA,NA,NA,"57°31' W","19°32' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-11-19 10:25:09-03","CPAP","CPAP","20196","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Donatti, C.I.","309","2003","12","09",NA,"Brasil",NA,NA,"Árvore. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cordilheira. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Reissek","S.M. Salis","MS","Aquidauana","Fazenda Rio Negro","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"212961","auto","2004","05",NA,NA,NA,NA,NA,NA,NA
"160","2020-11-19 10:25:09-03","CPAP","CPAP","20217","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Christianini, A.V.","50","2002","01","25",NA,"Brasil",NA,NA,"Árvore. Planta com folhas simples, alternas, tronco com casca cinza, com estrias anastomosadas, sem látex ao corte; dap = 7cm; . FLOR: . FRUTO: preto. Fruto tipo baga, com apenas uma semente por fruto, com pecíolo junto ao nó das folhas. INTERESSE: . FRE",NA,NA,NA,"Reiss.","S.M. Salis","MS","Aquidauana","Fazenda Rio Negro","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"212961","auto","2004","05",NA,NA,NA,NA,NA,NA,NA
"161","2020-11-19 10:25:09-03","CPAP","CPAP","13793","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach, G.","60737","1994","06","06",NA,"Brasil",NA,NA,"Árvore 6m de altura. FLOR: creme esverdeada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata rica em acuri. SUBSTRATO: solo arenoso. RELEVO: .",NA,NA,NA,"Reissek","G. Hastchbach","MS","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"212961","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-19 10:25:09-03","CPAP","CPAP","11590","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pinder, L.","103","1993","01","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","A. Pott","MS","Miranda","Fazenda Pousada Caiman, Pantanal","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,"92112","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-19 10:25:09-03","CPAP","CPAP","16877","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach, G.","65521","1996","11","11",NA,"Brasil",NA,NA,"Pequena árvore do cerrado. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Reissek","G. Hastchbach","MT","Porto Esperidião","Rodovia entre destacamento militar de Santa Rita e Fortuna","-58.4603004455566","-15.8528003692627",NA,NA,NA,NA,NA,"113725","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"164","2015-07-02 14:03:53-03","JBP","HPL","6229","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","R. Tsuji","1303","2006","04","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","V.C. Souza","MS","Miranda","Coletado na RPPN, Caiman, em mata de ecótono, conhecido como Complexo Pantaneira, comum localmente.","-56.3783","-20.2406",NA,NA,NA,NA,NA,"92112","auto","2012","04","09",NA,NA,NA,NA,NA,NA
"165","2015-07-02 14:03:53-03","JBP","HPL","8364","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","G.F. Arbocz","2234","1996","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G.F. Arbocz","MS","Corumbá","Coletado nas proximidades do município de Corumbá.","-57.6533","-19.0092",NA,NA,NA,NA,NA,"295160","auto","1996","01","12",NA,NA,NA,NA,NA,NA
"166","2015-07-02 14:03:53-03","JBP","HPL","9924","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","A. Campos-Rocha & P. Luchiari","111","2007","12","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","A. Campos-Rocha","MG","Uberaba","Coletado nas proximidades do distrito de Peirópolis; em estrada de terra.","-47.9319","-19.7483",NA,NA,NA,NA,NA,"73879","auto","2007","12","27",NA,NA,NA,NA,NA,NA
"167","2019-07-26 11:41:07-03","IPA","IPA","40731","S","Plantae","Rhamnaceae","Rhamnidium","cognatum","Rhamnidium cognatum","Sellow","40731",NA,NA,NA,"Southern America","Brasil",NA,NA,"Hábito: Herb. P. Fotografia","IPA0040731","Plantae",NA,"Reisseck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-07-26 11:41:07-03","IPA","IPA","42107","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hoehne, W.","42107","1952","10","29","Southern America","Brasil",NA,NA,NA,"IPA0042107","Plantae",NA,"Reisseck","Hoehne, W.","São Paulo",NA,"Jales, Pastos do Retiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952","04",NA,NA,NA,NA,NA,NA,NA
"169","2019-07-26 11:41:07-03","IPA","IPA","42108","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hoehne, W.","42108","1950","02","21","Southern America","Brasil",NA,NA,"Nome Vulgar:  Sobrasil, sobragi, saguaragi","IPA0042108","Plantae",NA,"Reisseck","Hoehne, W.","São Paulo",NA,"jales. Pastos do Pontal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950","02",NA,NA,NA,NA,NA,NA,NA
"170","2019-02-15 11:49:10-02","IPA","IPA","42130","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, T.S.","430A","1969","10","23","Southern America","Brasil",NA,NA,"Hábito: arbusto. Flor: alva.","IPA0042130","Plantae",NA,"Reisseck",NA,"Bahia",NA,"Itajú do Colônia, 12 Km da estrada em direção a Feirinha ao lado W. Margem esquerda do Rio Corro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-02-15 11:49:10-02","IPA","IPA","42249","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira, E.; Engler, W.A.; Graziela; Engler, W.A.; Graziela","214B","1953","10","06","Southern America","Brasil",NA,NA,"Hábito: árvore.","IPA0042249","Plantae",NA,"Reisseck","Pereira, E.","Mato Grosso",NA,"Corumbá - Fazenda Marilândia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954","01",NA,NA,NA,NA,NA,NA,NA
"172","2019-07-26 11:41:07-03","IPA","IPA","42250","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Nascimento","42250","1951","09",NA,"Southern America","Brasil",NA,NA,NA,"IPA0042250","Plantae",NA,"Reisseck","Kulmann, J.G.","Mato Grosso",NA,"Campo Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","09",NA,NA,NA,NA,NA,NA,NA
"173","2019-02-15 11:49:10-02","IPA","IPA","60467","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pires, J.M.","17160","1980","09","18","Southern America","Brasil",NA,NA,"Hábito: arborescente até 3 m. Flor: esverdeada. Col. de Madeira.","IPA0060467","Plantae",NA,"Reisseck",NA,"Mato Grosso",NA,"Fazenda Miranda, perto do Rio Aquidauana. Pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-02-15 11:49:10-02","IPA","IPA","50490","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Dambrós, L.A.; et al.; et al.","316","1985","10","19","Southern America","Brasil",NA,NA,"Nome vulgar: Cabrito. Hábito: árvore med","IPA0050490","Plantae",NA,"Reisseck","Arouck Ferreira, J.D.C.","Mato Grosso do Sul","Corumbá","Próximo Fazenda São josé.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto","1986","05",NA,NA,NA,NA,NA,NA,NA
"175","2019-07-26 11:41:07-03","IPA","IPA","62247","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hoehne, W.","s.n.","1952","04","09","Southern America","Brasil",NA,NA,"Hábito: árvore. Herbário SPF 13945.","IPA0062247","Plantae",NA,"Reisseck",NA,"São Paulo","São Paulo","Capital, Pastos do retiro.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-02-15 11:49:10-02","IPA","IPA","42252","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira, E.; Engler, W.A.; Graziela; Engler, W.A.; Graziela","330","1953","10","14","Southern America","Brasil",NA,NA,NA,"IPA0042252","Plantae",NA,"Reisseck","Pereira, E.","Mato Grosso do Sul","Corumbá","Fazenda Aguassuzinho.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto","1954","01",NA,NA,NA,NA,NA,NA,NA
"177","2019-02-15 11:49:10-02","IPA","IPA","42253","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira, E.; Engler, W.A.; Graziela; Engler, W.A.; Graziela","199","1953","10","05","Southern America","Brasil",NA,NA,NA,"IPA0042253","Plantae",NA,"Reisseck","Pereira, E.","Mato Grosso do Sul","Corumbá","Fazenda Marilândia, na mata.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto","1954","01",NA,NA,NA,NA,NA,NA,NA
"178","2019-02-15 11:49:10-02","IPA","IPA","88562","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pavão, O.C.","s.n.","2000","09","25","Southern America","Brasil",NA,NA,"Árvore ca. 5m de altura; botões; flores cremes esverdeados.","IPA0088562","Plantae",NA,"Reisseck","Vieira, A.O.S.","Paraná","Bela Vista do Paraíso","Fazenda Cascata, Borda da mata.","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,NA,"15605","auto","2000","01","01",NA,NA,NA,NA,NA,NA
"179","2019-08-27 13:32:04-03","IAP","PACA-AGP","66977","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Reitz, R.","2867","1956","03","22",NA,"Brasil",NA,NA,"Habitat: capoeirão Hábito: arbusto","PACA066977","Magnoliophyta","Rhamnales","Reissek","M.C. Johnston","SC","Braço Joaquim","Luis Alves",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"180","2019-08-27 13:32:04-03","IAP","PACA-AGP","70210","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Daniel B. Falkenberg","4786","1989","04","15",NA,"Brasil",NA,NA,"Em beira de mata atlântica arbusto 3m de altura","PACA070210","Magnoliophyta","Rhamnales","Reissek","Daniel B. Falkenberg","SC","Ilhota","Parque Botânico - Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,NA,"18275","auto","1989",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"181","2020-12-20 21:19:13-03","UFV","VIC","13420","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC013420",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013420",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-20 21:19:13-03","UFV","VIC","13444","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","2010","1993","10","22",NA,"Brasil",NA,NA,NA,"VIC013444",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013444",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-20 21:19:13-03","UFV","VIC","13443","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","1080","1992","02","11",NA,"Brasil",NA,NA,"Frutos maduros vermelhos, casca fissurada cinza amarronzada, casca interna vermelha, alburno bege.","VIC013443",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Capeirão José Bras","-48.187198638916","-18.6471996307373","VIC013443",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-20 21:19:13-03","UFV","VIC","14119","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC014119",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata Décio Fernandes.","-48.187198638916","-18.6471996307373","VIC014119",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-20 21:19:13-03","UFV","VIC","13749","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","1630","1993","04","13",NA,"Brasil",NA,NA,"Base do fuste com casca gretada, casca interna vermelha, alburno branco.CAP 78+41cm, H 12 m.","VIC013749",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do Corrego Volta grande.","-48.187198638916","-18.6471996307373","VIC013749",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-20 21:19:13-03","UFV","VIC","14019","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC014019",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata do vasco","-48.187198638916","-18.6471996307373","VIC014019",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-20 21:19:13-03","UFV","VIC","13427","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","2006",NA,NA,NA,NA,"Brasil",NA,NA,"CAP 2 cm, com flores","VIC013427",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013427",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-20 21:19:13-03","UFV","VIC","13422","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","2011","1993","10","22",NA,"Brasil",NA,NA,"CAP 8 cm H 4,5 m, com flores","VIC013422",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Capoeirão José Bras","-48.187198638916","-18.6471996307373","VIC013422",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-20 21:19:13-03","UFV","VIC","13896","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","1634","1993","04","16",NA,"Brasil",NA,NA,"CAP 42 cm, H 8 m.","VIC013896",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata pontezinha","-48.187198638916","-18.6471996307373","VIC013896",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-20 21:19:13-03","UFV","VIC","23859","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.","2283","1994","11","16",NA,"Brasil",NA,NA,"Casca cinza estreitamente fissurada, casca interna avermelhada, alburno bege, flores esverdeadas. CAP 18 cm, H 7,4 m.","VIC023859",NA,NA,"Reiss",NA,"Minas Gerais","Uberlândia","Furnas ,indianópolis, Área 5","-48.2771987915039","-18.9186000823975","VIC023859",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-20 21:19:13-03","UFV","VIC","18203","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ana Luiza","s.n.","1995","08","10",NA,"Brasil",NA,NA,"Altura de 28 m, P 2 n°04","VIC018203",NA,NA,"Reiss",NA,"Bahia","Araguari","Flona Rio Preto",NA,NA,"VIC018203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-20 21:19:13-03","UFV","VIC","18204","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ana Luiza","s.n.","1995","09","12",NA,"Brasil",NA,NA,"Altura de 18 m, P 22 n°11","VIC018204",NA,NA,"Reiss",NA,"Bahia","Araguari","Flona Rio Preto",NA,NA,"VIC018204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-20 21:19:13-03","UFV","VIC","41025","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Duarte, T.","87","2005","10","16",NA,"Brasil",NA,NA,"Arbóreo de 6 m.","VIC041025",NA,NA,"Reiss",NA,"Mato Grosso","B. Melgaço","RPPN SESC Pantanal",NA,NA,"VIC041025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-20 21:19:13-03","UFV","VIC","43356","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum",NA,"1041","1991","12","09",NA,"Brasil",NA,NA,"CAsca cinza, estreitamente fissurada, casca interna vermelha , alburno bege, frutos imaturos verdes.","VIC043356",NA,NA,"Reiss",NA,"Mato Grosso","Uberlândia","Área n°5 mata de furnas.",NA,NA,"VIC043356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-20 21:19:13-03","UFV","VIC","13419","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC013419",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013419",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-20 21:19:13-03","UFV","VIC","13418","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC013418",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013418",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-20 21:19:13-03","UFV","VIC","13445","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mota, A.L.P.; et al.","2009","1993","10","22",NA,"Brasil",NA,NA,NA,"VIC013445",NA,NA,"Reiss",NA,"Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373","VIC013445",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
