"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"3312","2021-02-08 12:42:54-03","UFRGS","ICN","042515","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Waechter, JL; Baptista, LRM","1978","08","18","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"Árvore pequena, frutos imaturos verdes, cálice verde a vináceo; Em interior de mata paludosa","ICN00013835","ICN00013835 ICN00013835_1","906",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313","2021-02-08 12:42:54-03","UFRGS","ICN","042636","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Zanette, V; Franceschini, I","1978","11","16","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"Árvore 2m altura, frutos vermelhos e verdes","ICN00013826","ICN00013826 ICN00013826_1","336",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314","2021-02-08 12:42:54-03","UFRGS","ICN","119717","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Rodrigues, RS; Kindel, A","1998","04","24","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"Arvoreta ca. 3m alt.; frutos imaturos; interior de mata.","ICN00013815","ICN00013815","606",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315","2021-02-08 12:42:54-03","UFRGS","ICN","046648","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Pedralli, G","1979","11","15","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,"Arvusto 1,5m altura; Dentro do mato","ICN00013820","ICN00013820","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316","2021-02-08 12:42:54-03","UFRGS","ICN","042643","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Pedralli, G","1978","09","22","Brasil","RS","Torres","Mato do Luis","-49.7268981933594","-29.3353004455566",NA,NA,"Arbusto 1,5m altura","ICN00013834","ICN00013834","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317","2021-02-08 12:42:54-03","UFRGS","ICN","034943","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Baptista, LRM","1976","10","01","Brasil","RS","Torres","Mato do Sr. Felisberto","-49.7268981933594","-29.3353004455566",NA,NA,"Fruto violáceo, grande","ICN00013819","ICN00013819","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","2021-02-08 12:42:54-03","UFRGS","ICN","028171","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Irgang, BE; et al.","1972","08","07","Brasil","RS","Torres","Parque de Torres, baixada próxima ao Morro Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"mato inundado","ICN00013810","ICN00013810","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319","2021-02-08 12:42:54-03","UFRGS","ICN","126074","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Lovato, MC; et al.","2003","05","22","Brasil","PR","Londrina","Fazenda Figueira-Paiquerê 23°32'27S 50°58'32W. Fragmento 1","-50.975556","-23.540833","-50.975556","-23.540833","Doação FUEL (35702).; Árvore 6m, frutos imaturos verdes e cúpula vermelha.","ICN00013789","ICN00013789","88",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320","2021-02-08 12:42:54-03","UFRGS","ICN","159719","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Molz, M","2003",NA,NA,"Brasil","RS","Araricá","cerca de 1 2 km do centro da cidade 22J506253.23 E 6725537.64 S área de mestrado de Martin Molz","-50.935556","-29.599722","-50.935556","-29.599722","Com fruto","ICN00013825","ICN00013825","150","90","90","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321","2021-02-08 12:42:54-03","UFRGS","ICN","161933","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Molz, M","2007","10","02","Brasil","RS","Vale do Encantado","Reserva Biológica Estadual da Serra Geral",NA,NA,NA,NA,"Árvore, 7 m de altura; Floresta Atlântica de encosta","ICN00013828","ICN00013828 ICN00013828_1","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322","2021-02-08 12:42:54-03","UFRGS","ICN","184590","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Mi, P","1981",NA,NA,"Araujo, D; Maciel, NC","1979","05","24","Brasil","RJ","Ilha Grande","Ilha Grande, próximo a Praia do Leste na baixada, em mata de restinga",NA,NA,NA,NA,"FEEMA - Departamento de Conservação Ambiental Rio de Janeiro; Semi-escandente, umbrófila, frutos verdes","ICN00013801","ICN00013801","3083",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323","2021-02-08 12:42:54-03","UFRGS","ICN","189530","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Grippa, CR; Godoy, MB; de Souza, NL","2007","08","12","Brasil","SC","Presidente Nereu","Fazenda Agrião lat. 27°10'25 50 S long. 49°12'54 51 O","-49.215","-27.173611","-49.215","-27.173611","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo V; fruto maduro preto, hábito: arbórea, estádio: secundário avançado.; Floresta Ombrófila Densa","ICN00013791","ICN00013791","637","580","580","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324","2021-02-08 12:42:54-03","UFRGS","ICN","192916","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Brotto, ML","2011","08","14","Brotto, ML","2011","08","14","Brasil","MT","Porto Estrela","Trilha da cachoeira Boca do José, Estação Ecológica Serra das Araras","-57.189167","-15.632778","-57.189167","-15.632778","Árvore de 5,5 m de altura; frutos imaturos.; Floresta Estacional Semidecidual","ICN00035053",NA,"760","29","29","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325","2021-02-08 12:42:54-03","UFRGS","ICN","048946","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Pedralli, G","1981","02","28","Brasil","RS","Venâncio Aires","Trevo para Venâncio Aires","-52.1918983459473","-29.6063995361328",NA,NA,"Mato secundária","ICN00013829","ICN00013829","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"37026","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326","2021-02-08 12:42:54-03","UFRGS","ICN","088147","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Baptista, LRM; Pilz, A; Jarenkow, JA","1987","11","28","Brasil","RS","Vera Cruz","Terra dos Putzke","-52.5055999755859","-29.7147006988525",NA,NA,NA,"ICN00013803","ICN00013803","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"18577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327","2021-02-08 12:42:54-03","UFRGS","ICN","082085","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Klein, RM; Leite, PF","1981","08","22","Brasil","SP","Apiaí","Estrada de Apiaí a Vila Branca entre Bairro dos Veados de Baixo e Bairro dos Veados de Cima, no Rio dos Veados","-48.8400001525879","-24.5",NA,NA,"Doação HRB 04325; Mata com araucária","ICN00013843","ICN00013843","12021","700","700","América do Sul",NA,NA,"Dicotyledon",NA,"37738","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328","2021-02-08 12:42:54-03","UFRGS","ICN","068566","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Moraes, P",NA,NA,NA,"Bertoni, JEA","1980","09","03","Brasil","SP","Porto Ferreira","Reserva Estadual de Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,"Doação UEC 11471; Árvore 6-8m altura, com frutos; Mata ciliar","ICN00013845","ICN00013845","s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329","2020-09-17 10:41:02-03","UEPA","MFS","008058","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Cardoso, A",NA,NA,NA,"Cardoso, A","2017","05","08","Brasil","Pará","Conceição do Araguaia","corrego","-49.4466","-8.177433","-49.4466","-8.177433","Arvore, até 4m, crescendo em margem de corrego, flor banca.","MFS008058","MFS008058 MFS008058_e","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","2021-03-03 22:00:02-03","FLAS","FLAS","188548","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"J. Richard Abbott",NA,NA,NA,"Bolivia","Santa Cruz","Ichilo",NA,NA,NA,NA,NA,NA,NA,NA,"16484",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","2020-03-04 16:04:45-03","UNESP-IS","HISA","10521","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J.B.Baitello","2007","02","23","N.Guerin, G.A.D.C.Franco, G.Durigan,N.M.Ivanauskas, et al","2007","02","13","Brasil","São Paulo","Angatuba","Trilha do Mirante ( portão-SAD 69, Zona 22K, 768m","-48.410278","-23.490556","48W24'37","23S29'26","Árvore, 5m, flores amarelas, inflorescência de ramos vermelhos.",NA,NA,"72",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"3332","2020-03-04 16:04:45-03","UNESP-IS","HISA","10522","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J.B.Baitello","2007","08","28","J. B. Baitello & O. T. Aguiar & C. R. Lima","2007","08","28","Brasil","São Paulo","Paranapanema","Estação Ecológica de Paranapanema","-48.750833","-23.544167","48°45'3''W","23°32'39''S","Árvore 7m, frutos verdes e maduros negoros, cúpula vermelha.",NA,NA,"1881",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"3333","2020-03-04 16:04:45-03","UNESP-IS","HISA","10293","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Martins,A.R., Gonçalves, R.A.,Buzetti,I.A.,Krumpholz,K.J.","2014","11","10","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Viveiro de mudas do Parque","-48.3600006103516","-24.0900001525879",NA,NA,"Ordem de coleta 26 Ponto GPS 26.Nome popular: Miúda.",NA,NA,"512",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","25028","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"3334","2020-04-30 16:07:07-03","UFMT","CNMT","2550","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, J.B.","1999","01","18","Francisco, E.M.; Pavão, O.C.","1998","05","05","Brasil","Paraná","Rolândia","Fazenda Conquista.","-51.3692016601562","-23.309700012207",NA,NA,"Frutos imaturos verdes.Doação - Universidade Estadual de Londrina - 22053","CNMT002550",NA,NA,NA,NA,NA,NA,NA,"Angiosperma",NA,"19311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","2020-09-08 14:56:11-03","MCN-FZBRS","HAS","43068","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Silveira, N.","1991","05",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 18 m., frutos maduros e imaturos verdes, cálice persistente lilás.","HAS0043068",NA,"362",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","45303","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Hatschbach, G.","1994","03",NA,"Brasil","Paraná","Tomazina","Rio das Cinzas, Corredeira.","-49.9496994018555","-23.778299331665",NA,NA,"Árvore,5 metros, odorífera, flor creme; Mata dos peraus ao longo do rio.","HAS0045303",NA,"60546",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","4625","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1980","01","31","Ungaretti, I.","1977","06",NA,"Brasil","Rio Grande do Sul","Triunfo","Polo Petroquimico","-51.3856695","-29.885741","-51,3856695","-29,8857410","área EMN-5; mata ciliar do Arroio Passo Raso; sombra-de-touro","HAS0004625",NA,"372",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","4660","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1980","01","31","Ungaretti, I.","1977","06",NA,"Brasil","Rio Grande do Sul","Triunfo","Polo Petroquimico","-51.3856695","-29.885741","-51,3856695","-29,8857410","area BMN 5","HAS0004660",NA,"396",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90047","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, J.","1961","10",NA,"Brasil","São Paulo","Cananéia (Ilha Comprida - SP)","Ilha Comprida.",NA,NA,NA,NA,"Na mata virgem, 4 m. de altura; Frutos imaturos, grandes; Receptáculo vermelho.","HAS0090047",NA,"9234",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90058","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Brack, P.",NA,NA,NA,"Soares, R.V.","1997","08",NA,"Brasil","Rio Grande do Sul","Torres (Dom Pedro de Alcântara - RS)",NA,NA,NA,NA,NA,"3m de altura; Frutos verdes.","HAS0090058",NA,"36",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90481","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, J.","1976","10",NA,"Brasil","Rio Grande do Sul","Osório (Maquiné-RS)","Estação Fitotécnica",NA,NA,NA,NA,"Árvore na mata e com os frutos quase maduros.","HAS0090481",NA,"17248",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90486","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Coe Teixeira, B.",NA,NA,NA,"Mattos, N.","1960","09",NA,"Brasil","São Paulo","Perto de São Roque",NA,NA,NA,NA,NA,"Na mata secundária. Pequena árvore com 3 metros de altura. Frutos imaturos.","HAS0090486",NA,"56",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","95869","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Molz, M.","2016","09","27","Molz, M.","2016","09",NA,"Brasil","Rio Grande do Sul","São Jerônimo","Em floresta secundária bem drenada, próxima ao rio Jacuí.","-51.714136","-29.952781","-51,714136","-29,952781","Arvoreta com 11m de altura e dois fustes com aproximadamente 25 e 30 cm de diâmetro, respectivamente.","HAS0095869",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","95990","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Molz, M.","2018",NA,NA,"Piovesani, W. S.","2018","10",NA,"Brasil","Rio Grande do Sul","Osório","Estrada Geral da Borússia","-50.284944","-29.857694","-50,284944","-29,857694","Árvore com frutos maduros; borda de mata.","HAS0095990",NA,"32",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","47469","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Senna, R.M.","2008","12",NA,"Brasil","Rio Grande do Sul","Caraá","Encosta Inferior do Nordeste Fraga, APA Municipal de Caraá.","-50.435001373291","-29.7900009155273",NA,NA,"arvoreta na mata próx. a cachoeira","HAS0047469",NA,"1354",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"21250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90056","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1977","03",NA,"Brasil","Rio Grande do Sul","Dom Feliciano","Perto de Dom Feliciano; Serra do Sudeste.","-52.1074981689453","-30.7042007446289",NA,NA,"Na mata; Árvore com cerca de 6m de altura.","HAS0090056",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"44660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","39359","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Senna, R.M.",NA,NA,NA,"Molina, R.","2000","12",NA,"Brasil","Rio Grande do Sul","Machadinho","Linha Coqueiro","-51.6678009033203","-27.5669002532959",NA,NA,"Árvore. Canela-frade","HAS0039359",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"14933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","39721","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Senna, R.M.",NA,NA,NA,"Molina, R.","2001","04",NA,"Brasil","Rio Grande do Sul","Machadinho","Linha Polo - Alto Uruguai","-51.6678009033203","-27.5669002532959",NA,NA,"Árvore; Canela-frade; Projeto Resgate da Flora UHE - Machadinho, RS.","HAS0039721",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"14933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","39713","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Assis, L.C.S. (SPF)","2005","03","02","Molina, R.","2001","04",NA,"Brasil","Rio Grande do Sul","Machadinho","Linha Polo - Alto Uruguai","-51.6678009033203","-27.5669002532959",NA,NA,"Projeto Resgate da Flora UHE - Machadinho, RS.","HAS0039713",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"14933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","39808","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Senna, R.M.",NA,NA,NA,"Antunes, J.","2001","02",NA,"Brasil","Rio Grande do Sul","Machadinho","Linha Santa Catarina;.","-51.6678009033203","-27.5669002532959",NA,NA,"Árvore; Canela-frade; Projeto Resgate da Flora UHE - Machadinho, RS.","HAS0039808",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"14933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","44703","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mansan, C.","2004","11",NA,"Brasil","Rio Grande do Sul","Maquiné","Barra do Ouro, Vale Linha Encantada. Reserva Biológica da Serra Geral.","-50.2071990966797","-29.6749992370605",NA,NA,"Árvore 4 m de altura, frutos imaturos verdes e maduros roxos, cálice vermelho.","HAS0044703",NA,"616",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","43851","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Abruzzi, M.L.","2003","11",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica de Serra Geral; Vale Linha Encantada, próx. Rio.","-50.2071990966797","-29.6749992370605",NA,NA,"Árvore.","HAS0043851",NA,"5196",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","43804","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Abruzzi, M.L.","2003","11",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica de Serra Geral; Vale Linha Encantada, próx. Rio.","-50.2071990966797","-29.6749992370605",NA,NA,"Árvore.","HAS0043804",NA,"5166",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90485","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Silveira, N.","1988","11",NA,"Brasil","Rio Grande do Sul","Osório","Morro da Embratel","-50.2696990966797","-29.8866996765137",NA,NA,"3 metros de altura, parte alta do morro.","HAS0090485",NA,"8078",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90050","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Pedralli, G.","1983","09","20","Camargo, O.R.","1976","04",NA,"Brasil","Rio Grande do Sul","Planalto","Parque Florestal Estadual de Nonoai","-53.0586013793945","-27.3288993835449",NA,NA,"No mato; árvore 10m, estéril; Canela-tucano.","HAS0090050",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90062","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1958","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata.","HAS0090062",NA,"1199",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90478","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Mattos, J.","1960","05","15","Mattos, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata secundária. 2,5 metros de altura.","HAS0090478",NA,"7775",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
