"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"3358","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90484","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Coe Teixeira, B.",NA,NA,NA,"Mattos, J.","1955","12",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata secundária. Árvore pequena, com cerca de 3 metros de altura.","HAS0090484",NA,"2974",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90057","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1958","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana.","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata; Árvore.","HAS0090057",NA,"1199",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90054","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1956","10",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana.","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata; Árvore.","HAS0090054",NA,"6099",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90053","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1958","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana; C.M.A.","-51.2299995422363","-30.0331001281738",NA,NA,"No mato.","HAS0090053",NA,"6415",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90061","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Mattos, J.","1960","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana; Terrenos do curso de Iniciação Agrícola.","-51.2299995422363","-30.0331001281738",NA,NA,"Na mata secundária; Árvore de 4m de altura.","HAS0090061",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90482","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.",NA,NA,NA,"Camargo, O.R.","1977","09",NA,"Brasil","Rio Grande do Sul","Torres","Campo Bonito","-49.7268981933594","-29.3353004455566",NA,NA,"No mato denso. Exemplar jovem, 2 metros de altura, com frutos imaturos.","HAS0090482",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90489","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brack, P.","1994","07",NA,"Hagelund, K.","1986","02",NA,"Brasil","Rio Grande do Sul","Torres","Capão Vanilla","-49.7268981933594","-29.3353004455566",NA,NA,NA,"HAS0090489",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","1886","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1980","01","31","Callegari, S.M.","1975","05",NA,"Brasil","Rio Grande do Sul","Torres","Estrada para o Morro Belizário","-49.7268981933594","-29.3353004455566",NA,NA,"canela; no mato","HAS0001886",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","8873","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1978","10","09","Waechter, J.L.","1978","08",NA,"Brasil","Rio Grande do Sul","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"número de coleta do coletor adicional 906; árvore pequena em interior de mata paludosa; fruto imaturo verde; cálice verde a vináceo; ICN 42515","HAS0008873",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90480","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1980","03","06","Camargo, O.R.","1975","08",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"No mato, árvore de 20 metros e frutos maturos.","HAS0090480",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90487","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1985","05","28","Camargo, O.R.","1975","08",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"Árvore de frutos maduros. Canela-tucano.","HAS0090487",NA,"98",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90488","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1985","05","28","Camargo, O.R.","1975","08",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"Árvore de frutos maduros. Canela-tucano.","HAS0090488",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90055","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Pedralli, G.","1983","09","12","Camargo, O.R.","1975","08",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,"Árvore; Frutos maturos.","HAS0090055",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90492","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brack, P.","1994","07",NA,"Silveira, N.","1987","08",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva, próximo a lagoa","-49.7268981933594","-29.3353004455566",NA,NA,"Restinga. Arvoreta de 2 metros de altura. Fruto maduro preto e cálice vermelho.","HAS0090492",NA,"6239",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90490","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brack, P.","1994","07",NA,"Camargo, O.R.","1976","05",NA,"Brasil","Rio Grande do Sul","Torres","Margem oeste da Lagoa do Jacaré","-49.7268981933594","-29.3353004455566",NA,NA,"No mato, árvore de 10 metros de altura e frutos imaturos.","HAS0090490",NA,"1261",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90060","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Pedralli, G.","1980","03","06","Camargo, O.R.","1976","05",NA,"Brasil","Rio Grande do Sul","Torres","Margem Oeste da Lagoa Jacaré.","-49.7268981933594","-29.3353004455566",NA,NA,"No mato, árvore de 10m, frutos imaturos; Canela.","HAS0090060",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","89897","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Silveira, N.","1989","11",NA,"Brasil","Rio Grande do Sul","Torres","Na colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,"Mata de restinga, 6m, frutos maduros negros, sementes.","HAS0089897",NA,"8667",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90491","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brack, P.","1994","07",NA,"Frosi, R.","1985","09",NA,"Brasil","Rio Grande do Sul","Torres","Na Cova Funda, margem da BR 101","-49.7268981933594","-29.3353004455566",NA,NA,"Cerca de 7 metros de altura.","HAS0090491",NA,"443",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90477","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1985","05","28","Silveira, N.","1984","06",NA,"Brasil","Rio Grande do Sul","Torres","Nas dunas da Praia de Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"Inflorescências novas.","HAS0090477",NA,"1501",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90476","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1983","09","13","Camargo, O.R.","1976","03",NA,"Brasil","Rio Grande do Sul","Torres","Nos arredores da cidade, a N","-49.7268981933594","-29.3353004455566",NA,NA,"Na orla do mato, árvore de 4 metros de altura e com botões florais.","HAS0090476",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90051","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Lindeman, J.; Irgang, B. et al.","1972","08",NA,"Irgang, B.","1972","08",NA,"Brasil","Rio Grande do Sul","Torres","Parque de Torres; Próximo Morro Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"Mato inundado, baixada próxima Morro Itapeva; ICN - 28171; Série E - 61.","HAS0090051",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90052","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Pedralli, G.","1983","09","13","Camargo, O.R.","1976","04",NA,"Brasil","Rio Grande do Sul","Torres","Parte oeste da Lagoa do Jacaré.","-49.7268981933594","-29.3353004455566",NA,NA,"No mato; Arvoreta 6m; estéril; canela-tucano.","HAS0090052",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","43733","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Senna, R.M.","2005","09",NA,"Brasil","Rio Grande do Sul","Torres","Pirataba","-49.7268981933594","-29.3353004455566",NA,NA,"Mata. Árvore.","HAS0043733",NA,"945",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381","2020-09-08 14:56:11-03","MCN-FZBRS","HAS","90059","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Pedralli, G.","1985","05","28","Silveira, N.","1984","06",NA,"Brasil","Rio Grande do Sul","Torres","Porto Fagundes.","-49.7268981933594","-29.3353004455566",NA,NA,"Arvoreta ca. de 4m.; Frutos imaturos.","HAS0090059",NA,"1327",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90049","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Camargo, O.R.","1975","10",NA,"Brasil","Rio Grande do Sul","Viamão","Estância Grande (Prof. Dr. Daniel Ribeiro).","-51.0233001708984","-30.0811004638672",NA,NA,"No mato úmido e brejoso; 5m; Frutos submaturos, base do fruto vermelho e restante verde; O fruto assemelha-se a cabeça do tucão.","HAS0090049",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90479","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Pedralli, G.","1983",NA,NA,"Camargo, O.R.","1975","10",NA,"Brasil","Rio Grande do Sul","Viamão","Estância Grande (Propriedade Dr. Daniel Ribeiro)","-51.0233001708984","-30.0811004638672",NA,NA,"No mato úmido e brejoso. Árvore de 5 metros, frutos submaturos, com a base do fruto vermelha, restante verde.","HAS0090479",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","39457","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Molina, R.","2001","02",NA,"Brasil","Santa Catarina","Piratuba",NA,"-51.771900177002","-27.4197006225586",NA,NA,NA,"HAS0039457",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"13675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90048","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, J.","1966","11",NA,"Brasil","São Paulo","Águas da Prata","A 3 Km Noroeste de Cascata, na Rodovia Cascata - São Roque da Fartura.","-46.7099990844727","-21.9300003051758",NA,NA,"Numa capoeira; Arbusto com 3 m. de altura, frutos imaturos, verdes, com o receptáculo vermelho.","HAS0090048",NA,"14221",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"13435","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","89896","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, J.","1964","10",NA,"Brasil","São Paulo","Cananéia","Ilha Comprida","-47.9199981689453","-25.0100002288818",NA,NA,"Na mata virgem, 4m de altura, frutos imaturos grandes, receptáculo vermelho.","HAS0089896",NA,"9234",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90483","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, J.","1964","03",NA,"Brasil","São Paulo","Jeriquara","Fazenda da Estiva","-47.5800018310547","-20.3099994659424",NA,NA,"Mata ciliar, 4 metros de altura, com botões.","HAS0090483",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"11595","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","90046","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2014","08","29","Mattos, N.","1960","09",NA,"Brasil","São Paulo","São Roque","A 1 km de São Roque, na mata secundária (mata 8 m em média).","-47.1300010681152","-23.5200004577637",NA,NA,"3 m de altura. Frutos imaturos.","HAS0090046",NA,"56",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","2014-09-23 11:01:40-03","G","G-DC","G00131415","S","Plantae","Lauraceae","Goeppertia","hirsuta","Goeppertia hirsuta","Nees","CAT.HERB.PRODR.","2008","01","01","Vauthier, A.-C.","1833",NA,"00","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222","-42.9125","-22.48222222","Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00131415",NA,"546",NA,NA,"AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390","2014-09-23 11:01:40-03","G","G-DC","G00131435","S","Plantae","Lauraceae","Goeppertia","hirsuta","Goeppertia hirsuta","Nees","CAT.HERB.PRODR.","2008","01","01","Sellow, F.",NA,NA,NA,"Brazil",NA,NA,NA,"-53.08982","-10.77311","-53.08982","-10.77311","Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00131435",NA,NA,NA,NA,"AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","2014-09-23 11:01:40-03","G","G-DC","G00131434","S","Plantae","Lauraceae","Goeppertia","hirsuta","Goeppertia hirsuta","Nees","CAT.HERB.PRODR.","2008","01","01","Silva Manso, A. L. da","1832",NA,"00","Brazil","Mato Grosso",NA,NA,"-55.92333333","-13.40083333","-55.92333333","-13.40083333","Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00131434",NA,"55",NA,NA,"AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","2018-12-04 20:29:23-02","UNIR","RON","e2449","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Rosa, NA","1997","07","12","Martins","1996","12","22","Brasil","Rondônia","Colorado do Oeste",NA,"-60.5416984558105","-13.1167001724243",NA,NA,NA,"RON000e2449","RON000e2449","0122212-0",NA,NA,"Southern America",NA,NA,"Angiosperma","Laurales","29532","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393","2019-11-21 10:07:21-03","IBt","SP","10598","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Teixeira, BC","1962","08","20","Edwall, G","1905","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Árvore pequena.","SP006365","SP006365","ERF93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394","2019-11-21 10:07:21-03","IBt","SP","139280","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Eiten, G; Eiten, LT","1965","02","08","Brasil","São Paulo","Paraguaçu Paulista","Fazenda São José, 1 km N of Rio São Mateus and few km N of main highway (Raposo Tavares), at km 484","-50.813611","-22.5425","-50.813611","-22.5425",NA,NA,NA,"5899","425","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","2019-11-21 10:07:21-03","IBt","SP","262427","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Nicolau, SA",NA,NA,NA,"Anunciação, EA; Gomes, MZ","1993","06","29","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Caminho do Imperador em direção a praia da Juréia","-47.25","-24.55","-47.25","-24.55","Árvore ca. 4m alt., frutos imaturos, receptáculo vermelho, pericarpo verde",NA,NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396","2019-11-21 10:07:21-03","IBt","SP","262430","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Nicolau, SA",NA,NA,NA,"Anunciação, EA; Gomes, MZ","1993","06","29","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Caminho do Imperador em direção a praia da Juréia","-47.25","-24.55","-47.25","-24.55","Arvoreta ca. 2,0m alt., frutos imaturos, receptáculo vermelho, pericarpo verde",NA,NA,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397","2019-11-21 10:07:21-03","IBt","SP","272094","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Rossi, L","1994","01",NA,"Rossi, L; Anunciação, EA","1994","01","14","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra dos Itatins, mata alta bem preservada, com dossel irregular","-47.333333","-24.366667","-47.333333","-24.366667","Arvoreta, 3m alt., inflorescências esverdeadas",NA,NA,"1407","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398","2019-11-21 10:07:21-03","IBt","SP","291490","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Rodrigues, RR","1995","02","12","Brasil","São Paulo","Sete Barras","Estrada entre Sete Barras e São Miguel Arcanjo","-47.916389","-25.0203","-47.916389","-25.0203",NA,NA,NA,"33414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399","2019-11-21 10:07:21-03","IBt","SP","285528","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Gorenstein, MR; et al.","1994","09","09","Brasil","São Paulo","Juquiá","Ca. 10 km de Juquiá em direção a Tapiraí","-47.612514","-24.234744","-47.612514","-24.234744",NA,NA,NA,"17","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","2021-02-04 09:01:45-03","IBt","SP","286647","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Sanches, CD",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401","2019-11-21 10:07:21-03","IBt","SP","291489","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Sakai, L; et al.","1995","02","09","Brasil","São Paulo","Eldorado","Caverna do Diabo","-48.391958","-24.646414","-48.391958","-24.646414",NA,NA,NA,"32694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402","2019-11-21 10:07:21-03","IBt","SP","291491","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Árbocz, GF","1995","02","08","Brasil","São Paulo","Barra do Turvo","BR 116, entrada para Bairro dos Barreiros","-48.466944","-24.793625","-48.466944","-24.793625",NA,NA,NA,"32658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403","2019-11-21 10:07:21-03","IBt","SP","291493","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Baitello, JB","2003",NA,NA,"Souza, VC; et al.","1994","04","15","Brasil","São Paulo","Pindorama","Fazenda Rocha, ao lado da Estação do IAC","-48.8925","-21.213889","-48.8925","-21.213889",NA,"SP054814","SP054814","5720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
