"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","individualCount","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","typeStatus","relatedCatalogItem","previousCatalogNumber"
"100","2016-08-23 09:45:46-03","NHMLondon","NHM-LONDON-BOT","BM000534511","S","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Per Karl Hjalmar Dusén; b.1855; d.1926; Dusén","1911","03","02","Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"11582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651949"
"101","2020-11-12 16:58:10-03","UEL","FUEL","31832","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst.",NA,NA,NA,NA,"Ferrarezi, E","2001","02","16","Brasil","Paraná","Londrina","Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales",NA,"29",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"102","2019-10-16 14:11:01-03","UEL","FUEL","52761","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst.","Molina, JMP","2012","04","01","Molina, JMP","2012","02","27","Brasil","Paraná","Londrina","Orquidário do CCA (UEL)","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales",NA,"01",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"103","2019-10-16 14:11:01-03","UEL","FUEL","52760","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst.","Molina, JMP","2012","04","01","Molina, JMP","2012","02","27","Brasil","Paraná","Londrina","Orquidário do CCA (UEL)","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales",NA,"02",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"104","2019-11-01 15:15:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Silva, JM","1996","02","05","Brasil","Paraná ","Curitiba","Conjunto Marumbi","-49.2731018066406","-25.4277992248535",NA,NA,"Flor creme; Epífita",NA,"Monocotyledonae",NA,NA,NA,"1642","Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"105","2021-03-04 15:42:06-03","IF","SPSF","32090","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans var. uniseriale",NA,NA,NA,NA,NA,"A.Salino","2001","03","08","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.3199996948242","-22.6800003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"6265","América do Sul",NA,NA,NA,NA,"26795","auto",NA,"var. uniseriale",NA,NA,NA
"106","2021-03-04 15:42:06-03","IF","SPSF","30640","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans",NA,NA,NA,NA,NA,"A.Salino","2001","08","09","Brasil","SP","São Luis do Paraitinga","P.E.Serra do mar, nucleo santa virginia","-45.310001373291","-23.2199993133545",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"7413","América do Sul",NA,NA,NA,NA,"27362","auto",NA,NA,NA,NA,NA
"107","2021-03-04 15:42:06-03","IF","SPSF","10304","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","G.F.Gonçalves","2015","08","21","A.Custodio Filho","1986","04","17","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,"COLETA: Epífita, pétalas amarelas com a maior branca, labelo vinho.;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"2543","América do Sul","890","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-04 15:42:06-03","IF","SPSF","10303","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","G.F.Gonçalves","2015","08","21","A.Custodio Filho","1986","04","17","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,"COLETA: Epífita, pétalas esverdeadas sendo a maior branca, com a face interior com manchas vermelhas, labelo vinho.;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"2544","América do Sul","890","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-04 15:42:06-03","IF","SPSF","30836","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans var. cirrhatum",NA,NA,NA,NA,NA,"A.Salino","2001","09","13","Brasil","SP","Bananal","estaçao ecologica","-44.3199996948242","-22.6800003051758",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"7563","América do Sul",NA,NA,NA,NA,"26795","auto",NA,"var. cirrhatum",NA,NA,NA
"110","2021-03-04 15:42:06-03","IF","SPSF","30636","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans var. cirrhatum",NA,NA,NA,NA,NA,"A.Salino","2001","09","11","Brasil","SP","Itapeva","estacao ecologica","-48.8699989318848","-23.9799995422363",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"7498","América do Sul",NA,NA,NA,NA,"42926","auto",NA,"var. cirrhatum",NA,NA,NA
"111","2021-03-04 15:42:06-03","IF","SPSF","31521","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans var. cirrhatum",NA,NA,NA,NA,NA,"R.G.Udulutsch","2002","04","25","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Trilha da Represa&nf;;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,"725","América do Sul",NA,NA,NA,NA,"34059","auto",NA,"var. cirrhatum",NA,NA,NA
"112","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus ad Inhauma prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6724","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus ad Inhauma prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6724?","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"?",NA,NA,"in arboribus ad Tubarão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"?",NA,NA,"in arboribus ad Tubarão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,"Floret Februario - Martio",NA,NA,NA,NA,NA,"5446?","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Müller, F",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83?","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo in sylvis virgineis ad Sorocaba, Alto da Serra, Rio Grande, etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2286?","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Hummel, A",NA,NA,NA,"Brazil","São Paulo","Itatinga","in arboribus ad Itatinga in Serra de Botucatu","-48.61","-23.1",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100","28219","auto",NA,NA,NA,NA,NA
"120","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","in prov. Rio Grande do Sul ad Porto Alegre","-51.23","-30.0331",NA,NA,"secund. Reichb. f. loc. cit",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100","29946","auto",NA,NA,NA,NA,NA
"121","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in arborius secus flum. Parahybuna prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","in prov. Rio Grande do Sul ad Porto Alegre","-51.23","-30.0331",NA,NA,"secund. Reichb. f. loc. cit",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100","29946","auto",NA,NA,NA,NA,NA
"123","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Müller, FJ",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in arborius secus flum. Parahybuna prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,"Floret Februario - Martio",NA,NA,NA,NA,NA,"5446","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo in sylvis virgineis ad Sorocaba, Alto da Serra, Rio Grande, etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2286","Southern America",NA,NA,NA,"P03P6N0100",NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Hummel, A",NA,NA,NA,"Brazil","São Paulo","Itatinga","in arboribus ad Itatinga in Serra de Botucatu","-48.61","-23.1",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"P03P6N0100","28219","auto",NA,NA,NA,NA,NA
"128","2021-02-08 12:52:15-03","UFRGS","ICN","193134","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W. Chase & N.H. Williams","Castro, JB","2017","05","25","Castro, JB","2017","01","17","Brasil","RS","Camaquã","Cascata Barbosa Lessa","-51.812198638916","-30.8511009216309",NA,NA,NA,"ICN00040007","Monocotyledon",NA,NA,NA,"82","América do Sul",NA,NA,NA,NA,"49429","auto",NA,NA,NA,NA,NA
"129","2021-02-08 12:52:15-03","UFRGS","ICN","185358","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W. Chase & N.H. Williams","Castro, JB","2017","05","25","Castro, JB","2016","02","19","Brasil","RS","Camaquã","Cascata Barbosa Lessa.","-51.812198638916","-30.8511009216309",NA,NA,NA,"ICN00040005","Monocotyledon",NA,NA,NA,"44","América do Sul",NA,NA,NA,NA,"49429","auto",NA,NA,NA,NA,NA
"130","2021-02-08 12:52:15-03","UFRGS","ICN","185354","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W. Chase & N.H. Williams","Castro, JB","2017","05","25","Castro, JB","2016","02","19","Brasil","RS","Camaquã","Cascata Barbosa Lessa.","-51.812198638916","-30.8511009216309",NA,NA,NA,"ICN00040010","Monocotyledon",NA,NA,NA,"40","América do Sul",NA,NA,NA,NA,"49429","auto",NA,NA,NA,NA,NA
"131","2021-02-08 12:52:15-03","UFRGS","ICN","185352","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W. Chase & N.H. Williams","Castro, JB","2017","05","25","Castro, JB","2016","01","24","Brasil","RS","Porto Alegre","Exemplar em cultivo no Jardim Botânico de Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Em cultivo no Jardim Botânico de Porto Alegre","ICN00040008","Monocotyledon",NA,NA,NA,"78","América do Sul",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"132","2021-02-08 12:52:19-03","UFRGS","ICN","187506","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Waechter, JL","1978","05","23","Hagelund, K","1978","02","04","Brasil","RS","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,"ICN00040795","Monocotyledon",NA,NA,NA,"12258","América do Sul",NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA
"133","2021-02-08 12:52:19-03","UFRGS","ICN","019445","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Ligório, I",NA,NA,NA,"Ligório, I","1955","03","27","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,"Epifítica.","ICN00040791","Monocotyledon",NA,NA,NA,"442","América do Sul",NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA,NA
"134","2021-02-08 12:52:19-03","UFRGS","ICN","019429","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Pabst, G",NA,NA,NA,"Reibt, R","1949","05",NA,"Brasil","RS","Nova Petrópolis",NA,"-51.1143989562988","-29.3763999938965",NA,NA,NA,"ICN00040792","Monocotyledon",NA,NA,NA,"21","América do Sul",NA,NA,NA,NA,"14669","auto",NA,NA,NA,NA,NA
"135","2021-02-08 12:52:19-03","UFRGS","ICN","014859","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Dutra, J",NA,NA,NA,"Dutra, J","1925","03",NA,"Brasil","RS","São Leopoldo","Quinta São Manoel","-51.1472015380859","-29.7602996826172",NA,NA,"Mato","ICN00040793","Monocotyledon",NA,NA,NA,"859","América do Sul",NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA
"136","2021-02-08 12:52:19-03","UFRGS","ICN","047200","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Waechter, JL","1980",NA,NA,"Waechter, JL","1980","01","16","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,"Epifítica com sépalas e pétalas verde-claras, labelo branco com calosidades laranja, coluna atropurpúrea na base e verde-clara no ápice.; Interior de mata","ICN00040790","Monocotyledon",NA,NA,NA,"1528","América do Sul",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"137","2021-02-08 12:52:19-03","UFRGS","ICN","041256b","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Waechter, JL",NA,NA,NA,"Waechter, JL","1978",NA,NA,"Brasil","RS","Viamão","Parque Sain't Hilaire","-51.0233001708984","-30.0811004638672",NA,NA,"Epifítica herborizada em 12/3/1978.; Interior de mato","ICN00040794","Monocotyledon",NA,NA,NA,"s.n.","América do Sul",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"138","2021-02-08 12:52:22-03","UFRGS","ICN","140955","S","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","J.L. Waechter de",NA,NA,NA,"Jurinitz, CF","2001","01","19","Brasil","RS","Camaquã","Distrito de Santa Auta Propriedade Água Grande (também conhecida como sítio do Barbosa Lessa)","-51.812198638916","-30.8511009216309",NA,NA,"Hábito epifítico, flores amarelas.; Mata.","ICN00041316","Monocotyledon",NA,NA,NA,"134","América do Sul","300","300",NA,NA,"49429","auto",NA,NA,NA,NA,NA
"139","2021-03-03 22:00:02-03","FLAS","FLAS","218855","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst",NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards, and Pollination",NA,NA,NA,NA,NA,"2988",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:13:20-03","IBt","SP","357436","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Nicolau, SA; Braz, JD; Faria, VB; Miranda, LC","2001","05","24","Brasil","São Paulo",NA,"Mogi das Cruzes-Biritiba Mirim. Bacia do Rio Biritiba Mirim, estrada Sertãozinho-Shibata, afluente do Rio Biritiba Mirim.",NA,NA,NA,NA,NA,"SP033128",NA,NA,NA,NA,"3049",NA,NA,NA,NA,"SP033128",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:13:20-03","IBt","SP","392617","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Menini Neto, L","2008","01","18","Amorim, AM; Matos, F; Paixão, J; Jesus, LC; Sant'Ana, SC","2006","02","09","Brasil","Minas Gerais","Santa Maria do Salto","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da Divisa Bahia-Minas Gerais","-40.054444","-16.406389","-40.054444","-16.406389","Flores em álcool 70%","SP033124",NA,NA,NA,NA,"5628",NA,"950","950",NA,"SP033124",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:13:20-03","IBt","SP","47094","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Krieger, L","1942","03","08","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,"SP033125",NA,NA,NA,NA,"124",NA,NA,NA,NA,"SP033125","46557","auto",NA,NA,NA,NA,NA
"143","2019-11-21 10:13:20-03","IBt","SP","50552","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Orth, C","1933","02","02","Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,"SP032399",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP032399","29946","auto",NA,NA,NA,NA,NA
"144","2019-11-21 10:13:20-03","IBt","SP","352678","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Nicolau, SA; Braz, JD; Lopes, RA","2001","02","04","Brasil","São Paulo","Biritiba-Mirim","Bacia de Acumulação do Rio Biritiba Mirim, estrada do Sertãozinho-Shibata.","-46.0299987792969","-23.5699996948242",NA,NA,NA,"SP033127",NA,NA,NA,NA,"2759",NA,NA,NA,NA,"SP033127","19656","auto",NA,NA,NA,NA,NA
"145","2019-11-21 10:13:20-03","IBt","SP","316265","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Amaral Jr, A","1972","11",NA,"Amaral Jr, A","1972","09","15","Brasil","São Paulo","Botucatu","Margem do rio Pardo, próximo à represa de abastecimento de água da prefeitura de Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,"SP033129",NA,NA,NA,NA,"1113",NA,"810","810",NA,"SP033129","40412","auto",NA,NA,NA,NA,NA
"146","2019-11-21 10:13:20-03","IBt","SP","385234","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Romanini, RP","2006","03","17","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 15.755","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP033135",NA,NA,NA,NA,"272",NA,NA,NA,NA,"SP033135","37574","auto",NA,NA,NA,NA,NA
"147","2019-11-21 10:13:20-03","IBt","SP","374630","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Romanini, RP",NA,NA,NA,"Romanini, RP","2005","03","02","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15.755","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP033134",NA,NA,NA,NA,"186",NA,NA,NA,NA,"SP033134","37574","auto",NA,NA,NA,NA,NA
"148","2019-11-21 10:13:20-03","IBt","SP","276497","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Barros, F","1992","02","24","Barros, F",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15755, florindo em 24/II/1992","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP033136",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP033136","37574","auto",NA,NA,NA,NA,NA
"149","2019-11-21 10:13:20-03","IBt","SP","7593","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Gehrt, A","1922","03","04","Brasil","São Paulo","Itapecerica da Serra","Pirajussara","-46.8400001525879","-23.7099990844727",NA,NA,NA,"SP033131",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP033131","12011","auto",NA,NA,NA,NA,NA
"150","2019-11-21 10:13:20-03","IBt","SP","56608","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Handro, O","1960","02","10","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,"SP033126",NA,NA,NA,NA,"924",NA,NA,NA,NA,"SP033126","18032","auto",NA,NA,NA,NA,NA
"151","2019-11-21 10:13:20-03","IBt","SP","16976","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Hoehne, FC","1925","02","23","Brasil","São Paulo","Santo André","Alto da Serra, Encosta onde está sendo derrubada a floresta","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP033132",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP033132","27258","auto",NA,NA,NA,NA,NA
"152","2019-11-21 10:13:20-03","IBt","SP","27229","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Handro, O","1965","05",NA,"Hoehne, FC","1931","03","04","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP033133",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP033133","27258","auto",NA,NA,NA,NA,NA
