"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","individualCount","typeStatus"
"105","2021-02-08 12:53:51-03","UFRGS","ICN","080222","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Valls, JFM","1984","Valls, JFM; et al.","1984","11","22","Brasil","SC","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Monocotyledon",NA,"7935","América do Sul",NA,"1310","1310",NA,"1,8 Km ao Sul de São Joaquim na entrada que desce ao Rio Pelotas","48290","auto",NA,"11","22",NA,NA
"106","2021-02-08 12:53:51-03","UFRGS","ICN","128188","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Longhi-Wagner, HM; Witten","1996","01","21","Brasil","MG","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Monocotyledon",NA,"2904","América do Sul","Monte Verde - Campo de aviação",NA,NA,NA,"comum","22140","auto",NA,NA,NA,NA,NA
"107","2021-02-08 12:53:51-03","UFRGS","ICN","192780","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Valls, JM; Gomes, KE; Miotto, STS; Silva, GP","1987","11","21","Brasil","PR","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Monocotyledon",NA,"11109","América do Sul",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"108","2021-02-08 12:53:51-03","UFRGS","ICN","131142","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Longhi-Wagner, HM; Guglieri, A; Essi, L; Hefler","2004","01","12","Brasil","PR","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Monocotyledon",NA,"8876","América do Sul","Serra de Araçatuba",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"109","2021-02-08 12:53:51-03","UFRGS","ICN","010173","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Valls, JFM",NA,"Valls, JFM; Arzivenco, L","1970","12","30","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"1417","América do Sul","Serra da Rocinha",NA,NA,NA,"Em margem de sanga que corta a estrada","55856","auto",NA,NA,NA,NA,NA
"110","2021-02-08 12:53:51-03","UFRGS","ICN","080185","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Longhi-Wagner, H; et al.","1988","11","27","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"1830","América do Sul",NA,NA,NA,NA,"Na serra da rocinha, na divisa com SC","30776","auto",NA,NA,NA,NA,NA
"111","2021-02-08 12:53:51-03","UFRGS","ICN","010188","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Zanin, A","1989","Valls, JFM","1971","12","30","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"1910","América do Sul","Cânion Itaimbezinho",NA,NA,NA,"Orla de mata","30776","auto",NA,"08","22",NA,NA
"112","2021-02-08 12:53:51-03","UFRGS","ICN","134980","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Paz, J",NA,"Paz, J","2002","11","15","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Monocotyledon",NA,"28","América do Sul","Turfeira",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"113","2021-02-08 12:54:36-03","UFRGS","ICN","172929","S","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Trin. & Rupr.",NA,NA,"Lorscheitter, ML; Baptista, LRM","2006","11","25","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Turfeira do Banhado Amarelo",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"114","2021-02-08 12:54:36-03","UFRGS","ICN","174739","S","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Trin. & Rupr.",NA,NA,"Lorscheitter, ML; Baptista, LRM","2007","12","01","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Turfeira do Banhado Amarelo","838","838",NA,NA,"76715","auto",NA,NA,NA,NA,NA
"115","2020-12-29 16:52:42-03","FEPAGRO","BLA","7872","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin &Rupr.) Penail.",NA,NA,NA,"1971","12","09","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"BLA007872",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"463","55856","auto",NA,NA,NA,NA,NA
"116","2020-06-05 17:07:11-03","FEPAGRO","BLA","17459","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","I. L. Barreto",NA,"I. L. Barreto",NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"BLA017459",NA,"Spermatophyta",NA,NA,NA,"Aparados da Serra",NA,NA,NA,"Data de Coleta: 12/1954. Ex BLA 583 B.Habitat: Campo alto turfoso.","55856","auto",NA,NA,NA,NA,NA
"117","2019-11-21 10:17:02-03","IBt","SP","415548","S","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Longhi Wagner, HM","2008","Silva, JM; Cordeiro, J; Poliquesi, CB","2008","10","06","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"SP039204","SP039204",NA,NA,"7049",NA,"Serra São Luiz do Purunã",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
