"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"220","2021-02-08 12:39:18-03","UFRGS","ICN","016364","S","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","Rambo, B","Rambo, B","48945","1950","10","11","Brasil","RS","Viamão","Itapoan, Toca do Tigre","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Em campo seco e arenoso.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"221","2021-02-08 12:39:18-03","UFRGS","ICN","088483","S","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","Sobral, M","Sobral, M","2184","1983","09",NA,"Brasil","RS","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"222","2021-02-08 12:39:18-03","UFRGS","ICN","186332","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Schmidt-Silveira, F","349","2012","10","17","Brasil","RS","Viamão","Águas Claras, Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Campo com brachiaria",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"223","2021-02-18 17:08:26-03","FEPAGRO","BLA","15114","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","B. Rambo","P. N. Capparelli","911","1957","10","22","Brasil","Rio Grande do Sul","Pinheiro Machado","Granja das Pedras Altas","-53.3810997009277","-31.5783004760742",NA,NA,"480","480","Habitat: Citreiros experimentais.","BLA015114",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA
"224","2021-02-18 17:08:26-03","FEPAGRO","BLA","15115","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","B. Rambo","O. R. Camargo",NA,"1957","12","26","Brasil","Rio Grande do Sul","Porto Alegre","Bairro Petropolis","-51.2299995422363","-30.0331001281738",NA,NA,"4","4","Habitat: No campo seco","BLA015115",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"225","2020-05-19 11:37:57-03","FEPAGRO","BLA","12966","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"J. F. M. Valls",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Exsicata sem Data de Coleta definida. Exsicata coleta-da na Primavera.Habitat: Pouco frequente","BLA012966",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"59498","auto",NA,NA,NA,NA,NA
"226","2021-02-18 17:08:26-03","FEPAGRO","BLA","14255","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","I. Boldrini","A. Normann-Kämpf & I. Boldrini","861","1975","11","11","Brasil","Rio Grande do Sul","Tupanciretã","Estação Experimental","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: Local bem drenado","BLA014255",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"59498","auto",NA,NA,NA,NA,NA
"227","2020-08-26 10:48:29-03","MCN-FZBRS","HAS","8170","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Bueno, O.","857","1977","09",NA,"Brasil","Rio Grande do Sul","Montenegro","campo limpo B cav 27","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"flores amarelas claras","HAS0008170",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA
"228","2020-08-26 10:48:29-03","MCN-FZBRS","HAS","13545","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Bueno, O.","Bueno, O.","3025","1981","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim Botânico.","-51.178068","-30.051692","-51,178068","-30,051692","53","53","Erva ereta com 20 cm de altura, de flor amarela, pouco numerosa e dispersa em campo sujo.","HAS0013545",NA,"Magnoliophyta",NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-08-26 10:48:29-03","MCN-FZBRS","HAS","10042","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Martau, L.; Aguiar, L. ; Soares, Z.","Bueno, O.","1627","1979","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro do Côco","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"erva ereta; flor amarela com a base grená; 30 cm de altura; muito numerosa; dispersa; campo limpo; topo; solo granítico; erva vistosa; abundante","HAS0010042",NA,"Magnoliophyta",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA
"230","2020-08-26 10:48:29-03","MCN-FZBRS","HAS","9959","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Martau, L.; Aguiar, L. ; Soares, Z.","Mariath, J.","709","1979","06",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"encosta do morro Santana; entrada pela Rua Protásio Alves; em floração","HAS0009959",NA,"Magnoliophyta",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA
"231","2020-08-26 10:48:29-03","MCN-FZBRS","HAS","9805","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Martau, L.; Aguiar, L. ; Soares, Z.","Bueno, O.","1553","1979","06",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santata","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"flor amarela; campo sujo; no topo; solo granítico","HAS0009805",NA,"Magnoliophyta",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA
