"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"195","2019-11-13 11:27:15-03","USP","SPF","175547","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Santos, MF","92",NA,"Brasil","Minas Gerais","Serra do Ouro Branco",NA,NA,"SPF00175547",NA,"Santos, MF","2006","01","10","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"2007","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-13 11:27:15-03","USP","SPF","175545","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Santos, MF","65",NA,"Brasil","Minas Gerais","Serra do Ouro Branco",NA,NA,"SPF00175545",NA,"Santos, MF","2006","01","09","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"2007","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-13 11:27:15-03","USP","SPF","175546","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Santos, MF","85",NA,"Brasil","Minas Gerais","Serra do Ouro Branco",NA,NA,"SPF00175546",NA,"Santos, MF","2006","01","09","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"2007","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-13 11:27:15-03","USP","SPF","116464","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Oliveira","1567",NA,"Brasil","Minas Gerais","Estação Ecológica do Tripuí",NA,NA,"SPF00116464",NA,"Santos, MF","1992","10","22","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2014","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-13 11:27:15-03","USP","SPF","108477","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Campos, MTVA","CFSC13520",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00108477",NA,"Santos, MF","1993","11","20","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"2014","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-13 11:27:15-03","USP","SPF","106846","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Campos, MTVA","CFSC13783",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00106846",NA,"Santos, MF","1994","08","28","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"2014","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-13 11:27:15-03","USP","SPF","106715","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Campos, MTVA","CFSC13549",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00106715",NA,"Santos, MF","1993","11","21","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"2014","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-13 11:27:15-03","USP","SPF","106704","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Campos, MTVA","CFSC13433",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00106704",NA,"Santos, MF","1993","09","23","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"2014","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-10-07 09:34:50-03","UEFS","HUEFS","87817","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris","O.Berg","Síntipo","Martius, K.F.P.von","1232",NA,"Brasil",NA,NA,NA,NA,"HUEFS0087817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-10-07 09:34:50-03","UEFS","HUEFS","87818","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris var. angustifolia","Berg","Isótipo","Martius, K.F.P.von","839",NA,NA,NA,NA,NA,NA,"HUEFS0087818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,"var. angustifolia",NA,NA,NA
"205","2019-10-07 09:34:50-03","UEFS","HUEFS","87818","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris var. angustifolia","Berg","Isótipo","Martius, K.F.P.von","839",NA,NA,NA,NA,NA,NA,"HUEFS0087818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,"var. angustifolia",NA,NA,NA
"206","2019-10-07 09:35:45-03","UEFS","HUEFS","102465","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Fonseca, R.B.S.","37",NA,"Brasil","Bahia","Morro da Mãe Inácia",NA,"Campo rupestre.","HUEFS0102465","HUEFS0102465","P.S.Neves","2005","10","03","Palmeiras","-41.466667","-12.45","1000","1150","41W28'","12S27'","Rosanae","2018",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"207","2019-10-07 09:35:45-03","UEFS","HUEFS","86599","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.","Holótipo","Sem coletor",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0086599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-10-07 09:35:45-03","UEFS","HUEFS","98071","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Funch, L.S.","2006",NA,"Brasil","Bahia","Parque Naciona da Chapada Diamantina.",NA,"Machambongo, campo rupestre e gerais.","HUEFS0098071","HUEFS0098071","P.S.Neves","2005","03","25","Mucugê","-41.383333","-13","1200","1200","41W23'","13S0'","Rosanae","2018",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"209","2019-10-07 09:35:45-03","UEFS","HUEFS","163158","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Funch, R.","325",NA,"Brasil","Bahia","Volta da Serra.",NA,"Transição caatinga/cerrado.","HUEFS0163158","HUEFS0163158",NA,"2004","11","13","Palmeiras","-41.570833","-12.6275",NA,NA,"41W34'15''","12S37'39''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-09-04 18:39:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris",NA,"Syntype","C. F. P. S. Martius","1232","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-09-04 18:20:23-03","F","FMNH-SEEDPLANTS","V0064775F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris",NA,"Isosyntype","C. F. P. S. Martius","1232","South America","Brazil",NA,NA,NA,NA,"V0064775F","V0064775F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-09-04 20:00:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris",NA,"Holotype","C. F. P. von Martius",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2015-03-07 09:01:05-03","F","FMNH-SEEDPLANTS","V0117801F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0117801F","V0117801F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2015-03-07 09:01:06-03","F","FMNH-SEEDPLANTS","V0117802F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0117802F","V0117802F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2015-03-07 09:01:06-03","F","FMNH-SEEDPLANTS","V0117803F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0117803F","V0117803F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2015-03-07 09:01:06-03","F","FMNH-SEEDPLANTS","V0117804F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0117804F","V0117804F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2015-03-07 09:01:06-03","F","FMNH-SEEDPLANTS","V0117806F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0117806F","V0117806F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-04-29 16:30:14-03","UFVJM","HDJF","2902","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Machado, ELM; Otoni, TJO; Sanrley, GRC","s.n.","Southern America","Brasil","Minas Gerais","Fazenda Rio Manso, área da Engenharia Florestal",NA,NA,"HDJF002902","HDJF002902_01",NA,"2013","05","09","Couto de Magalhães de Minas","-43.455556","-18.0775",NA,NA,"-43.455556","-18.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-04-29 16:30:14-03","UFVJM","HDJF","4553","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ","6607","Southern America","Brasil","Minas Gerais","Margem da estrada para a Formação",NA,NA,"HDJF004553","HDJF004553_01","Faria, JEQ","2016","09","24","Diamantina","-43.609167","-18.263611","1195","1195","-43.609167","-18.263611",NA,"2016",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"220","2020-04-29 16:30:14-03","UFVJM","HDJF","2901","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Machado, ELM; Otoni, TJO; Sanrley, GRC","s.n.","Southern America","Brasil","Minas Gerais","Fazenda Rio Manso, área da Engenharia Florestal",NA,NA,"HDJF002901","HDJF002901_01",NA,"2013","05","09","Couto de Magalhães de Minas","-43.455556","-18.0775",NA,NA,"-43.455556","-18.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-04-29 16:30:14-03","UFVJM","HDJF","4363","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ; Otoni, TJO; Pinheiro, AC; Filho, JB","6417","Southern America","Brasil","Minas Gerais","Campus JK da UFVJM, próximo ao prédio da Biologia",NA,NA,"HDJF004363","HDJF004363_01","Faria, JEQ","2016","08","12","Diamantina","-43.571389","-18.193333","1347","1347","-43.571389","-18.193333",NA,"2016",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"222","2020-11-23 11:39:24-03","IAC","IAC","45026","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"E. Forero; S.A.C. Chiea; C.F.S. Muniz & J. Silva","8237",NA,"Brasil","São Paulo","Pádua Sales, Fazenda Campininha",NA,"Identificação apud UEC 37281 (SpLink)!",NA,NA,"D.F.S. Lima","1980","09","22","Mogi Guaçu","-46.9422","-22.3722",NA,NA,"-46.9422","-22.3722",NA,"2016",NA,NA,"06","30",NA,NA,NA,NA,NA,NA
"223","2020-07-23 12:16:23-03","CEPLAC","CEPEC","69885","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,"M. Peron","476",NA,"Brasil","Minas Gerais","Area da Estação Ecologica do Tripui.",NA,NA,NA,NA,"M. Peron","1987","11","17","OURO PRETO","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,"30/12/1987",NA,NA
"224","2020-07-23 12:16:23-03","CEPLAC","CEPEC","82433","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris",NA,NA,"F. França","2725",NA,"Brasil","Bahia","Faz. Beira Rio. Ca. 6Km a E da cidade.",NA,NA,NA,NA,"L. Funch","1999","04","29","MORRO DO CHAPÉU","-41.107778","-11.578056",NA,NA,"41W6'28","11S34'41",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/1999",NA,NA
"225","2020-07-23 12:16:23-03","CEPLAC","CEPEC","99930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris rufa",NA,NA,"L. S. Funch","901",NA,"Brasil","Bahia","Cachoeira da Fumaça.",NA,NA,NA,NA,"L. S. Funch","1996","10","27","palmeiras","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,"rufa","30/12/1996",NA,NA
"226","2019-02-27 14:03:18-03","UFSJ","HUFSJ","5014","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Antunes, K; et al.","376",NA,"Brasil","Minas Gerais","Serra Negra RPPN fazenda Serra Negra.",NA,"Arbusto heliófilo, ca. de 1m de altura em campo rupestre sobre o solo quartzítico. Lâmina discolor nítida na face adaxial. Ramos jovens com tricomas ligeiramente ferrugíneos. Flores e borões verde-claros.","HUFSJ005014",NA,"Sobral, M","2008","10","25","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"2013","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-02-27 14:03:18-03","UFSJ","HUFSJ","4273","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Ordones, J","2077",NA,"Brasil","Minas Gerais","RPPN Brumas do Espinhaço e Ermo do Gerais.",NA,"Porte arbustivo. Frutos vermelhos.","HUFSJ004273",NA,"Sobral, M","2012","11","26","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"2013","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-02-27 14:03:18-03","UFSJ","HUFSJ","4108","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Sobral, M; et al.","15031",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Arbusto 2 m, em beira de mata; flores creme.","HUFSJ004108","HUFSJ004108_v00","Sobral, M","2012","09","28","Ouro Branco","-43.896722","-21.187472",NA,NA,"-43.896722","-21.187472",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-02-27 14:03:18-03","UFSJ","HUFSJ","5015","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Antunes, K; et al.","387",NA,"Brasil","Minas Gerais","Serra Negra. Degredo.",NA,"Arbusto de 2m de altura. Campo quartzítico próximo ao curso d'água. Tricomas ferrugíneos, botões com pétalas alvas.","HUFSJ005015",NA,"Sobral, M","2012","12","01","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,NA,"2013","15222","auto",NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-02-27 14:03:18-03","UFSJ","HUFSJ","5013","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Antunes, K; et al.","381",NA,"Brasil","Minas Gerais","Serra Negra. Degredo.",NA,"Arbusto de 1,5m de altura. Campo quartzítico, próximo ao curso d'agua. Densa pilosidade ferrugínea. Pétalas amareladas.","HUFSJ005013",NA,"Sobral, M","2012","12","01","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,NA,"2013","15222","auto",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-04-08 17:13:03-03","UESB","HUESB","3187","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Fonseca, R.B.S.","37",NA,"Brasil","Bahia","Morro da Mãe inácia",NA,"Troca de Material.; Arbusto ca. 1m alt. Folhas coriáceas, discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa, com indumento albo-amarelado ou ferrugíneo.; Campo Rupestre","HUESB000003187",NA,NA,"2005","10","03","Palmeiras","-41.466667","-12.45","1000","1150","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-13 16:04:56-03","UNISANTA","HUSC","10127","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk",NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.","7934",NA,"Brasil","Minas Gerais","Estrada entre Ouro Branco e o Morro do Gabriel. ca. de 9km de Ouro Branco.",NA,"Árvore, ca. 5m de alt.; folhas jovens com face inferior ferrugínea; flores creme.; Campo Rupestre.",NA,NA,"Santos, M.E.","1995","03","08","Ouro Branco","-43.663639","-20.489056","1250","1250","-43.663639","-20.489056",NA,"2012",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 17:30:04-03","UEM","HUEM","5862","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Souza, VC; P.H.Miyagi; Souza, JP","7934",NA,"Brasil","Minas Gerais","Estrada entre Ouro Branco e o Morro do Gabriel, ca. de 9 km de Ouro Branco; mata ciliar; campo rupestre",NA,"Árvore ca. de 5 m de altura; folhas jovens com face inferior ferrugínea; flores creme","HUEM000008966","HUEM000008966","Santos,M.F. in dup.ESA","1995","03","08","Ouro Branco","-43.663639","-20.489056","1250","1250","-43.663639","-20.489056",NA,"2014",NA,NA,"12","03",NA,NA,NA,NA,NA,NA
"234","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191651","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","George Gardner; b.1812; d.1849; Gardner","4664",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal","1840","09",NA,NA,"-45.953593","-16.426776",NA,NA,"-45.953593","-16.426776",NA,"2016",NA,NA,"02",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527436",NA
"235","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191652","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Carl Friedrich Philipp von Martius; b.1794; d.1868; Mart.","1232",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"-53.08982","-10.773109",NA,"2016",NA,NA,"02",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527435",NA
"236","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191653","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Pedro Cláudio Dinamarquez (Peter) Clausen; b.1804; d.1855; Clausen","s.n. [= 1313?]",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal","1840",NA,NA,NA,"-44.096503","-19.690239",NA,NA,"-44.096503","-19.690239",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527433",NA
"237","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191654","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Pedro Cláudio Dinamarquez (Peter) Clausen; b.1804; d.1855; Clausen","313 [= 1313]",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal","1840","04",NA,NA,"-44.096503","-19.690239",NA,NA,"-44.096503","-19.690239",NA,"2016",NA,NA,"02",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527432",NA
"238","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191655","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Pedro Cláudio Dinamarquez (Peter) Clausen; b.1804; d.1855; Clausen","s.n. [= 1313?]",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"-53.08982","-10.773109",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527434",NA
"239","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191656","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Pedro Cláudio Dinamarquez (Peter) Clausen; b.1804; d.1855; Clausen","s.n. [= 1313?]",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal","1840",NA,NA,NA,"-44.096503","-19.690239",NA,NA,"-44.096503","-19.690239",NA,"2016",NA,NA,"02",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527427",NA
"240","2016-08-23 09:45:41-03","NHMLondon","NHM-LONDON-BOT","BM001191657","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","Syntype","Pedro Cláudio Dinamarquez (Peter) Clausen; b.1804; d.1855; Clausen","521 [= 1313?]",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal",NA,NA,NA,NA,"-44.096503","-19.690239",NA,NA,"-44.096503","-19.690239",NA,"2016",NA,NA,"02",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6527424",NA
"241","2019-11-01 15:06:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ","6607","Southern America","Brasil","Minas Gerais","Margem da estrada para a Formação",NA,"Árvore ca. 7 m de altura, frutos imaturos verdes; Floresta estacional semidecidual antropizada",NA,NA,"Faria, JEQ","2016","09","24","Diamantina","-43.609167","-18.263611","1195","1195","-43.609167","-18.263611",NA,"2016",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"242","2019-10-03 10:04:20-03","UFSCar","SORO","6797","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Santos, M.F.; Antar, G.M.","885",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó. Trilha para o Pico da Bandeira; na beira da trilha. Campo de altitude.",NA,"Árvore, 1,6m alt. Pilosidade ocre a alva. Folhas discolores, face adaxial verde-escura, face abaxial ocre. Ráquis da inflorescência verde. Fruto imaturo verde, amduro vináceo.",NA,NA,"M.F. Santos","2017","03","30","Alto Caparaó","-41.832028","-20.413444","2048","2048","41°49'55,3W","20°24'48,4S",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-05-06 12:01:06-03","UFU","HUFU","49915","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.","4566",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Árvore, ca. 2,5 m. Cálice ferrugíneo, corola alva e frutos vermelhos.; Borda da mata.","HUFU00017955",NA,"Santos, M.F.","2007","10","16","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"2011","13809","auto","07",NA,NA,NA,NA,NA,NA,NA
