"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"101","2020-12-11 11:41:42-03","UFMG","BHCB","188302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Torres, DM","s.n.","2015","03","10","Southern America","Brasil","Minas Gerais","Monumento Natural Municipal Serra da Calçada",NA,NA,NA,"Arbustiva; Campo Rupestre Ferruginoso. Canga nodular e canga couraçada","BHCB188302",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"102","2020-12-11 11:41:42-03","UFMG","BHCB","13175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,NA,"s.n.","1980","12","25","Southern America","Brasil","Minas Gerais","Morro do Chapéu",NA,NA,NA,"Herbáceo, 20 cm; Flores azuis, pouco frequente; Campo limpo e úmido de encosta","BHCB022472",NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"1997","01",NA,NA,NA,"29211","auto",NA,NA,NA
"103","2020-12-11 11:41:42-03","UFMG","BHCB","25130","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Teixeira, WA","s.n.","1994","01","06","Southern America","Brasil","Minas Gerais","Pico do Itabirito, Próximo ao viveiro de produção de mudas, MBR.",NA,NA,NA,"Herbáceo. Flores lilases.; Cerrado. Tanto em canga quanto em afloramento quartzítico","BHCB022709",NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"1998","05",NA,"19",NA,"20553","auto",NA,NA,NA
"104","2020-12-11 11:41:42-03","UFMG","BHCB","45365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, JR; Ferreira, CES","2414","1998","12","14","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,NA,NA,"Erva, com 30-40cm de altura, corola magenta; Em canga nodular","BHCB022483",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"105","2020-12-11 11:41:42-03","UFMG","BHCB","41024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Barros, A","112","1997","10","14","Southern America","Brasil","Minas Gerais","Retiro das Pedras","1480","1480",NA,"Flor lilás; Campo","BHCB022474",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"106","2020-12-11 11:41:42-03","UFMG","BHCB","49580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Lombardi, JA","3333","1999","10","22","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,NA,NA,"Erva, viscosa, cálice verde, corola lilás; Campo rupestre sobre canga","BHCB022475",NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA
"107","2020-12-11 11:41:42-03","UFMG","BHCB","36522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, JR","1160","1993","10","11","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,NA,NA,"Subarbusto, ereto ou decubente, com ramos ascendentes; flores com limbo magenta a rosado, anteras amarelas; Ocorrendo em campo sobre canga ca.1500m altitude","BHCB022473",NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"1996","12",NA,NA,NA,"29211","auto",NA,NA,NA
"108","2020-12-11 11:41:42-03","UFMG","BHCB","16906","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Grandi, TSM; Porto, L","s.n.","1989","12","19","Southern America","Brasil","Minas Gerais","Serra da Moeda, 1º estação de coleta","1500","1500",NA,"Campo rupestre","BHCB022468",NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"1996","12",NA,NA,NA,"14750","auto",NA,NA,NA
"109","2020-12-11 11:41:42-03","UFMG","BHCB","11748","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Pereira, LAM","s.n.","1987","11","29","Southern America","Brasil","Minas Gerais","Serra da Moeda, Belo Horizonte km2","1550","1550",NA,"Herbáceo; Campo rupestre","BHCB022470",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1996","12",NA,NA,NA,"17082","auto",NA,NA,NA
"110","2020-12-11 11:41:42-03","UFMG","BHCB","13414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Wykrota, JLM; Costa, JMP","s.n.","1987","09","12","Southern America","Brasil","Minas Gerais","Serra da Moeda., Estr. vic. km561 BR040",NA,NA,NA,"Vegetação de canga","BHCB022471",NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"1996","12",NA,NA,NA,"14750","auto",NA,NA,NA
"111","2020-12-11 11:41:42-03","UFMG","BHCB","132458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Batista, JAN; Oliveira, HO de; Lau, BL; Massensini Júnior, A","2744","2009","01","27","Southern America","Brasil","Minas Gerais","Serra da Moeda, Morros a direita da BR-040, no sentido para o Rio De Janeito, cerca de 7 km apos a entrada para moeda. cerca de 40 km de Belo Horizonte a partir do entroncamento do anel rodoviario,em frente ao restaurante Mirante da Serra.","1318","1318",NA,"Erva terrestre, em campo rupestre. Solo arenoso, raso, seco, com bastante cascalho sobre a superficie.; Erva; Terrestre em campo rupestre; solo arenoso, raso, seco, com bastante cascalho sobre a superfície","BHCB001984","BHCB001984","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"2009","01",NA,"27",NA,"14750","auto",NA,NA,NA
"112","2020-12-11 11:41:42-03","UFMG","BHCB","11531","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Cherchiglia, MC","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Serra de Itabirito., Km14- Rodovia Itabirito-BH",NA,"1350",NA,"Sub. Arbustivo; Campo Rupestre, terreno arenoso","BHCB022479",NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"1997","01",NA,NA,NA,"20553","auto",NA,NA,NA
"113","2020-12-11 11:41:42-03","UFMG","BHCB","121221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Roth, L","s.n.","1956","03","18","Southern America","Brasil","Minas Gerais","Serra do Curral, BR 3 km 15",NA,NA,NA,"Herbácea; flores branco-roxa; Do cerrado ou ruderal. À beira da estrada","BHCB022989",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1999","05",NA,"06",NA,"17082","auto",NA,NA,NA
"114","2011-06-27 08:42:00-03","MO","MOBOT","993625","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2019-06-10 10:11:42-03","FZB-BH","BHZB","5966","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,NA,"Brina, A.E.",NA,"2003","03","18",NA,"Brasil","MG","Casa de Pedra",NA,NA,NA,"Área degradada. Anteriormente identificada como Convolvulaceae Ipomea sp.",NA,NA,"Congonhas","-43.8577995300293","-20.4997005462646",NA,NA,NA,NA,NA,NA,NA,"16368","auto",NA,NA,NA
"116","2019-06-10 10:11:42-03","FZB-BH","BHZB","882","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"Carvalho, M. G","Grandi, T.S.M.",NA,"1990","02","24",NA,"Brasil","MG","Serra da Moeda","1500","1500",NA,"Coletada na 1ª estação. Formação do Grupo Itabira-Itabirito hematítico com zonas manganesíferas. Área degradada pela mineração.",NA,NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"2007","06",NA,"05",NA,"14750","auto",NA,NA,NA
"117","2019-06-10 10:11:41-03","FZB-BH","BHZB","308","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"Carvalho, M. G","Grandi, T.S.M. et al.",NA,"1990","05","30",NA,"Brasil","MG","Serra da Moeda, 1500m de altitude.","1500","1500",NA,"com duplicata. Formação do grupo Itabira-Itabirito hematítíco com zonas manganesíferas. Outros coletores: Grandi, T.S.M.Área degradada pela mineração.",NA,NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"2007","06",NA,"05",NA,"14750","auto",NA,NA,NA
"118","2019-06-10 10:11:41-03","FZB-BH","BHZB","5444","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,NA,"Silveira, F.","111","1998","10","11",NA,"Brasil","MG","Serra da Moeda","1400","1400",NA,"Doação BHCB 44.036. Coord: 20°06' S 43°59' W. Alt.: 1400m. Folhas pequenas, +-5cm, pilosas. Muito folhas no caule, folhas novas no ápice. Anteriormente identificada como Convolvulaceae, Conferência pelo species link.",NA,NA,"Brumadinho","-43.983333","-20.1","43W 59'","20S 06'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-06-10 10:11:42-03","FZB-BH","BHZB","7140","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"M.S. Mendes","Rezende, S.G et al.","1947","2007","01","25",NA,"Brasil","MG","Região da Gerdal, próximo a BR 040, Mina Várzea do Lopes","1260","1260",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 117290. Outros coletores: Mendes, M.S. Pena, F.S.R. Neves, G.S. Lat: 20º 18' 6,5 S, Long: 43º 55' 57,30 W; Alt: 1260 m.",NA,NA,"Itabirito","-43.932583","-20.301806","43W 55' 57.30","20S 18' 6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-06-10 10:11:41-03","FZB-BH","BHZB","4468","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"J.R. Stehmann","Mendonça, M.P. et al.",NA,"2003","12","10",NA,"Brasil","MG","Capão Xavier",NA,NA,NA,"Canga.",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"2004","09",NA,"11",NA,"29211","auto",NA,NA,NA
"121","2019-06-10 10:11:41-03","FZB-BH","BHZB","5416","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"J.R. Stehmann","Mendonça, M.P. et al.",NA,"2004","02","04",NA,"Brasil","MG","Capão Xavier",NA,NA,NA,NA,NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"2004","12",NA,"11",NA,"29211","auto",NA,NA,NA
"122","2019-06-10 10:11:41-03","FZB-BH","BHZB","4472","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans",NA,"J.R. Stehmann","Mendonça, M.P. et al.",NA,"2003","10","07",NA,"Brasil","MG","Capão Xavier",NA,NA,NA,"Canga.",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"2003","10",NA,"07",NA,"29211","auto",NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","2438346","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"E. Pereira","7534",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Serra da Moeda, BR 3.",NA,NA,NA,NA,"US02847929","US02847929_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","2436312","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"E. P. Heringer","6499",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte.",NA,NA,NA,NA,"US02847932","US02847932_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","1570309","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"-. Schmacke","25763","1888","12",NA,"South America - Neotropics","Brazil","Minas Gerais","Minas Geraes, Serra Itabira.",NA,NA,NA,NA,"US02847930","US02847930_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"126","2020-09-12 05:00:02-03","US","US","2538485","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19587","1968","2","8","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Espinhaço. Grazed campo and cerrado, upland valley, Serrado Itabirito, ca. 45km S.E. of Belo Horizonte.","1500",NA,NA,NA,"US02847928","US02847928_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"127","2020-09-12 05:00:02-03","US","US","2436309","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"G. F. J. Pabst","7118",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Serra da Moeda, a 26 Km de Belo Horizontem rumo Congohas do Campo.","1300",NA,NA,NA,"US02847931","US02847931_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"128","2020-09-12 05:00:02-03","US","US","2436317","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"E. Pereira & Pabst, --","2408/3244",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Entre Congonhas e Belo Horizonte.",NA,NA,NA,NA,"US02847933","US02847933_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"129","2020-09-12 05:00:02-03","US","US","2436318","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"G. Pabst, A. Castellanos, R. Silva, -- Santos & L. Duarte","7197",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Km 421 viae BR-3 pr. Lago Grande.","1400",NA,NA,NA,"US02847934","US02847934_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"130","2020-09-12 05:00:02-03","US","US","2582308A","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19587","1968","2","8","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Espinhaço, Grazed campo and cerrado, upland valley, Serrado Itabirito, ca. 45km S.E. of Belo Horizonte.","1500",NA,NA,NA,"US02847927","US02847927_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"131","2020-09-12 05:00:02-03","US","US","1593919","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"D. Cochran","29241","1930","3","16","South America - Neotropics","Brazil","Minas Gerais","Lagoa Grande.",NA,NA,NA,NA,"US02848078","US02848078_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"132","2020-09-12 05:00:02-03","US","US","1906039","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"L. O. Williams & V. Assis","5808","1945","2","28","South America - Neotropics","Brazil","Minas Gerais","Vicinity of Lagôa Grande, Serra da Mutuca, Municipio of Nova Lima.","1600",NA,NA,NA,"US02848077","US02848077_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"133","2020-09-02 16:39:52-03","Cenargen","CEN","113314","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1374","2018","12","07",NA,"Brasil","MG","Topo do Mundo. Pista de Paraglider. Coordenada estimada: -20,193592; -43,978470",NA,NA,"Exsicatas",NA,"CEN00113314",NA,"NOVA LIMA","-43.8466987609863","-19.9855995178223",NA,NA,"2019","05",NA,NA,NA,"29211","auto",NA,"2",NA
"134","2019-11-13 11:32:04-03","USP","SPF","22237","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Hensold, N","CFCR2757","1982","01","08",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00022237",NA,NA,NA,NA,NA,NA,"2019","09",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-13 11:32:04-03","USP","SPF","93924","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Sakuragui, CM","CFCR13886","1994","01","16",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00093924",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2019","09",NA,NA,NA,"17082","auto",NA,NA,NA
"136","2019-11-13 11:32:04-03","USP","SPF","147162","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Borba, EL","171","1995","12","31",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00147162",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"137","2019-11-13 11:32:04-03","USP","SPF","147161","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Borba, EL","170","1995","12","31",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00147161",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"138","2019-11-13 11:32:04-03","USP","SPF","184425","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Almeida-Lafetá, RC","Roth, L","1811","1956","03","18",NA,"Brasil","Minas Gerais","Serra do Curral",NA,NA,NA,NA,"SPF00184425",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1999","05",NA,NA,NA,"17082","auto",NA,NA,NA
"139","2019-11-13 11:32:04-03","USP","SPF","136350","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Stehmann, JR","2414","1998","12","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00136350",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"140","2019-11-13 11:32:04-03","USP","SPF","87566","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, JR","Martens, LA","41","1988","12","20",NA,"Brasil","Minas Gerais","Serra da Calçada","1400","1400",NA,"Verso da ficha: Folhas alternas, lineares, lanceoladas. Flores campanuladas na cor rosa forte e tubo interiormente roxo. Espécie embora pouco vistosa e de flores pequenas chama à atenção pelo colorido das flores. Pico de floração: no","SPF00087566",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,"2019","09",NA,NA,NA,"26639","auto",NA,NA,NA
"141","2019-09-04 18:45:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA,NA
"142","2015-03-07 08:27:56-03","F","FMNH-SEEDPLANTS","V0125621F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"V0125621F","V0125621F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"143","2015-03-07 08:27:56-03","F","FMNH-SEEDPLANTS","V0125622F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"V0125622F","V0125622F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"144","2015-03-07 08:27:56-03","F","FMNH-SEEDPLANTS","V0125629F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"V0125629F","V0125629F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"145","2016-08-23 10:22:56-03","NHMLondon","NHM-LONDON-BOT","BM000941567","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","João Renato Stehmann; b.1962; Stehmann","Peter Claussen; b.1877; d.1959; Claussen","333",NA,NA,NA,NA,"Brasil","Minas Gerais","near Sao Caetano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","08",NA,"21",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4344774"
"146","2016-08-23 10:22:56-03","NHMLondon","NHM-LONDON-BOT","BM000941568","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","João Renato Stehmann; b.1962; Stehmann","Peter Claussen; b.1877; d.1959; Claussen","120","1842","01","01",NA,"Brasil","Minas Gerais","near Sao Caetano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","08",NA,"21",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4346104"
"147","2016-08-23 10:22:56-03","NHMLondon","NHM-LONDON-BOT","BM000941569","S","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","João Renato Stehmann; b.1962; Stehmann","Friedrich Sellow; b.1789; d.1831; Sellow","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","near Sao Caetano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","08",NA,"21",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4344775"
"148","2016-08-23 10:23:15-03","NHMLondon","NHM-LONDON-BOT","BM000941570","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers","João Renato Stehmann; b.1962; Stehmann","Peter Claussen; b.1877; d.1959; Claussen","s.n.","1840","01","01",NA,"Brasil","Minas Gerais","near Sao Caetano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4346066"
"149","2016-08-23 11:01:02-03","NHMLondon","NHM-LONDON-BOT","BM000992200","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Anon.","2483",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/7656e2756e70db1cfc844141bbb68ff928ecea00/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-44.096503","-19.690239","-44.096503","-19.690239","1996",NA,"Magnoliopsida",NA,"Type",NA,NA,NA,NA,"NHMUK:ecatalogue:471800"
"150","2016-08-23 11:01:02-03","NHMLondon","NHM-LONDON-BOT","BM000992201","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Friedrich Sellow; b.1789; d.1831; Sellow","6813",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/232c76f98d04c10b93112b2c983a8b7f8e689722/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109","1996",NA,"Magnoliopsida",NA,"Type",NA,NA,NA,NA,"NHMUK:ecatalogue:471806"
"151","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"In Brasilia australiore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
