"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"249","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Pohl, JBE","s.n",NA,NA,NA,"Brazil","Minas Gerais",NA,"inter Chapada et Sucuriú, item in districtu Minas Novas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"250","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Riedel, L","2292",NA,NA,NA,"Brazil",NA,NA,"in silvis humidis ad rivulos Batataes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"251","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.",NA,"Regnell, AF","I241/2",NA,NA,NA,"Brazil","Minas Gerais",NA,"pr. Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"252","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.",NA,"Regnell, AF","I241/2",NA,NA,NA,"Brazil","Minas Gerais",NA,"pr. Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"253","2021-02-08 12:44:22-03","UFRGS","ICN","192319","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Molz, M; Grins, M","Molz, M; Grings, M; Nilson, A","s.n.","2012","09","01","Brasil","RS","Torres","Pirataba","-49.862778","-29.251389","-49.862778","-29.251389","12","12",NA,NA,NA,NA,NA,"Espécie pouco comum no RS, com poucos registros. Arvoreta com 8 m de altura, DAP 20cm.; Em mata paludosa","Dicotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"254","2021-02-08 12:44:22-03","UFRGS","ICN","118252","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Falkenberg, DB; Jarenkow, JA","Jarenkow, JA","1995","1991","11","28","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta com ca. de 5 m de alt., em pequeno resíduo de mata atlântica; flores amarelas.","Dicotyledon",NA,NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA
"255","2021-02-08 12:44:22-03","UFRGS","ICN","004743","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Baptista, LRM","s.n.","1966","11","23","Brasil","RS","Torres","P.São Braz","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"1979","12",NA,"butiazal arenoso","Dicotyledon",NA,NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA
"256","2021-02-08 12:44:22-03","UFRGS","ICN","003217","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Baptista, LRM","Baptista, LRM","s.n.",NA,NA,NA,"Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores amarelas, interior de mata","Dicotyledon",NA,NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA
"257","2021-02-08 12:44:22-03","UFRGS","ICN","142186","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Jarenkow, A","Camargo, R","84","2002","12","18","Brasil","SC","Laguna","BR 101 1 5 km do trevo da cidade em direção a Florianópolis","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,"2006","01","18","Árvore. Flores amarelas.; Em dunas, vegetação de restinga.","Dicotyledon",NA,NA,NA,"América do Sul",NA,"21199","auto",NA,NA,NA,NA
"258","2020-08-26 10:50:16-03","MCN-FZBRS","HAS","91610","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","Molz, M.","Molz, M.","s.n.","2015","04",NA,"Brasil","Santa Catarina","Garopaba","Em Floresta de restinga, próxima à Lagoa do Macacu","-48.6133003234863","-28.0233001708984",NA,NA,"8","8","HAS0091610",NA,"2015","09","29","Arvoreta com 6 m de altura; fruto vermelho, maduro","Magnoliophyta",NA,NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA
"259","2019-11-21 10:12:45-03","IBt","SP","200652","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Pereira, BAS","798","1983","09","29","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"260","2019-11-21 10:12:45-03","IBt","SP","200649","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K","Pereira, BAS","810","1983","10","05","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1999","10",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"261","2019-11-21 10:12:45-03","IBt","SP","198173","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Forero, E; Andrade-Lima, D; Yano, O; Fonnegra, R","8160","1980","09","21","Brasil","São Paulo","Guarulhos","Bairro das Pimentas. Sítio Kida","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,NA,"2013","08","07",NA,NA,NA,NA,NA,NA,NA,"26398","auto",NA,NA,NA,NA
"262","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia",NA,NA,"Lobato, LCB","1690",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Lima, MAS","20","1996","10","10","Brasil","Amapá","Pracuúba",NA,"-50.7914009094238","1.74333000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"146317","auto",NA,NA,NA,NA
"264","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Rabelo, BV","1167","1981","04","25","Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"225229","auto",NA,NA,NA,NA
"265","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Rabelo, BV","1199","1981","04","25","Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"225229","auto",NA,NA,NA,NA
"266","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Lima, MAS","10","1984","07","19","Brasil","Amapá","Pracuúba",NA,"-50.7914009094238","1.74333000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"146317","auto",NA,NA,NA,NA
"267","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Lima, MAS","20","1996","10","10","Brasil","Amapá","Pracuúba",NA,"-50.7914009094238","1.74333000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"146317","auto",NA,NA,NA,NA
"268","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Rabelo, BV","1167","1981","04","25","Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"225229","auto",NA,NA,NA,NA
"269","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Rabelo, BV","1199","1981","04","25","Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"225229","auto",NA,NA,NA,NA
"270","2020-08-07 17:11:44-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"Lima, MAS","10","1984","07","19","Brasil","Amapá","Pracuúba",NA,"-50.7914009094238","1.74333000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,"146317","auto",NA,NA,NA,NA
