"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"215","2014-03-29 22:00:00-03","MO","MOBOT","2490742","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","A.L. Woolston","Woolston 517","1957","3","14","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.",NA,"San Pedro",NA,"Colonia Primavera","-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-01-25 04:35:00-02","MO","MOBOT","2749546","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Luis Valenzuela G.","Valenzuela Gamarra 3619","2004","5","21","South America","Peru",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Cusco","La Convención","Dist. Santa Teresa, Choq'ekiraw, Bosque Primario. Húmedo.","-72.86055","-13.3925",NA,"2791.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"217","2009-10-06 18:38:00-03","MO","MOBOT","2813611","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Stephan G. Beck","Beck 17296","1990","1","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","B.F. Hansen","La Paz","Sud Yungas","Rio Tamanpaya por debajo de Villa Barrientos, Totorapampa.",NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2011-02-16 13:39:00-02","MO","MOBOT","2813748","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Boris A. Krukoff","Krukoff 10515","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.",NA,"La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome ( near Calisaya)",NA,NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","2813758","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gert G. Hatschbach","Hatschbach 2355","1970","2","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","F. Harkgraf",NA,NA,"Corrego Feio ( Mun.Bataguacu) Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2011-02-16 13:38:00-02","MO","MOBOT","2813808","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Boris A. Krukoff","Krukoff 10507","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.",NA,"La Paz","Sud Yungas","Province of S. Yungas; Basin ro Rio Bopi ; San Barolome ( near Calisaya)",NA,NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"221","2011-02-16 13:39:00-02","MO","MOBOT","2813834","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Boris A. Krukoff","Krukoff 10515","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","R.E. Woodson","La Paz","Sud Yungas","Basin of Rio Bopi.",NA,NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"222","2009-08-24 12:06:00-03","MO","MOBOT","2813925","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Itaipú Binacional","Itaipú Binacional 898","1981",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","C. Ezcurra","Alto Paraná",NA,"Limoy. Bosque alto, explotado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2009-08-24 12:06:00-03","MO","MOBOT","2813938","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Itaipú Binacional","Itaipú Binacional 898","1981",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","C. Ezcurra","Alto Paraná",NA,"Bosque alto,.Rva. Limoy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","2813988","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Nélida Soria","Soria Rey 002764","1988","11","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","C. Ezcurra","Paraguarí",NA,"Cerro Mbatovi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-07-16 23:51:00-03","MO","MOBOT","2880904","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Alejandro Araujo M.","Araujo Murakami 2608","2005","12","4","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, rio Tuichi, arroyo Pintata. Bosque andino semideciduo chaparro con Tabebuia aurea, Astronium urundeuva, Anadenanthera colubrina, Trichilia elegans, Jacaranda cuspidifolia. Plantas secadas en campo.","-68.5797223","-14.4427777",NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","05-20",NA
"226","2009-10-06 18:38:00-03","MO","MOBOT","2918990","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Stephan G. Beck","Beck 21070","1992","4","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","La Paz","Nor Yungas","De Puente Villa 5 km hacia Coripata. Ladera rocosa. al borde del camino.",NA,NA,NA,"1590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2009-10-06 18:38:00-03","MO","MOBOT","2919097","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Stephan G. Beck","Beck 23627","1998","1","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","La Paz","Nor Yungas","Arriba de Coroico. Restos de bosque montano.",NA,NA,NA,"1950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2013-06-02 05:38:00-03","MO","MOBOT","3108505","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Efraín Suclli","Suclli Montañés 2123","2005","3","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INBIO)","Cusco","La Convención","Dist. Santa Teresa. Choquequiraw, Santa Rosa. Bosque seco","-72.51666","-13.23333",NA,"2950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"229","2008-05-27 22:02:00-03","MO","MOBOT","3271516","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Martha Serrano","Serrano 5424","2004","11","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J. F. Morales 2/2/06","Santa Cruz","Florida","Comunidad Bella Vista. bosque semi-deciduo. Piso inferoir, Tucumano Bolivaino. Con Dominancia de Parapiptadenia excelsa, Tipuana tipu y Juglans austrlis. En las cimas Cederala lilloi","-63.68583","-18.28472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2013-11-26 05:40:00-02","MO","MOBOT","3275745","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Reinaldo Lozano","Lozano 1298","2005","5","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J. F. Morales 2/2/06","Chuquisaca","Sud Cinti","Camino de herradura de Rio Nuevo-Altos del Rosal, en direccion a la comunidad de Las Abras. Bosque Montano subhumedo, suelos ricos con bastante materia organica Presencia d Lauraceas, Myrtaceas, Leguminosas, helechos, musgos, dosel arbeorea de 14-16m alto","-64.25","-20.88333",NA,"1150.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2011-04-02 07:39:00-03","MO","MOBOT","3349226","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Ariel Lliully|Jeaneth Villalobos|P. Pozoino","Lliully 645","2006","2","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Chuquisaca","Luis Calvo","Abra del Incahuasi en el límite entre Chuquisaca y Santa Cruz, Bosque estacionalmente seco, deciduo con elementos Tucumano-Boliviano, Cedrela lilloi, Inga marginata en el estrato arbóreo, varias especies de Solanaceas y Melastomataceas en el estrato arbustivo.","-63.7194445","-19.8144444",NA,"1540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"232","2011-03-30 19:32:00-03","MO","MOBOT","3384658","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","J. Alberto Peñaranda|H. Huaylla|E. Portal|E. Cervantes|J. Vedia","Peñaranda 155","2006","12","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Hernando Siles","ca. 200 m. del Cruce Rondana-Chapimayu-Pedernal. Piso inferior del bosque Tucumano-Boliviano. Ladera empinada con presencia de Juglans australis, Tipuana tipu y poco frecuente Myroxylon peruiferum.","-64.11361","-19.805",NA,"1162.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2013-11-26 05:40:00-02","MO","MOBOT","3398072","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Reinaldo Lozano","Lozano 1912","2006","1","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Sud Cinti","Ca. 12 km al NW de la Comunidad de Las Abras camino hacia la comunidad de Manzanal. Pendiente superior cerro Arbolito. Bosque semideciduo estacional Tucumano-Boliviano, piso inferior, en transición con Bosque deciduo Chaco Serrano. Presencia dominante de Cedrela lilloi, Juglans australis, Chrysophyllum gonocarpum, Cupania vernalis y en el sotobosque con Acanthaceas, Rubiaceas, Helechos y musgos epífitos. Doseles de 14 m en promedio. Suelos ricos en materia orgánica.","-64.25972","-21.07333",NA,"1372.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2011-03-30 05:31:00-03","MO","MOBOT","3399262","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","H. Huaylla|J. Alberto Peñaranda|E. Cervantes|J. Vedia","Huaylla 2339","2006","12","19","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Chuquisaca","Tomina","Bosque Tucumano-Boliviano en laderas y quebradas, bosque seco caducifolio en el fondo. Subiendo al Rosal camino hacia Padilla.","-64.16138","-19.52777",NA,"1647.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2009-08-10 11:22:00-03","MO","MOBOT","3399739","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","J. Alberto Peñaranda|H. Huaylla|E. Portal|E. Cervantes|J. Vedia","Peñaranda 203","2006","12","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Hernando Siles","Parque Nacional y Área Natural de Manejo Integreado de la Serranía del Iñao. Ca. 20 km de Monteagudo, toma de agua de Monteagudo. Cuenca del río Limón. Bosque Tucumano-Boliviano, laderas y colinas empinadas muy húmedas. Presencia de bosque semideciduo.","-63.9138889","-19.7361111",NA,"1283.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"236","2011-10-05 04:59:00-03","MO","MOBOT","3399863","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","C.A. Pendry|Richard T. Pennington|C. Chumacero","Pendry 582","1999","3","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes","La Paz","Sud Yungas","Valley of Rio Boopi, c. 5 km W of village below Las Mercedes on road to Villa Barientos. Seasonally dry forest.","-67.38333","-16.28333",NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2013-11-26 05:40:00-02","MO","MOBOT","3413275","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 7071","2005","12","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Hernando Siles","Serranía Los Milagros. Pendiente media al Sur de la Laguna. Ladera con exposición Sur Bosque Premontano Tucumano Boliviano, dominado por Nectandra angusta, Pisonia ambigua, Cordia trichotoma. En el sotobosque Myrisne spp. Estrato arbustivo dominado por Piper tucumanum, Bohemeria caudata y entre las herbáceas helechos terrestres como Blechnum occidentale.","-64.04555","-20.33305",NA,"1630.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2013-11-26 05:40:00-02","MO","MOBOT","3436030","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Reinaldo Lozano","Lozano 1706","2005","12","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Chuquisaca","Sud Cinti","Bosque Montano Tucumano-Boliviano. Pendiente superior de serranía. Pastizal y bosque de galería. Área con roca aflorante, pastizales y matorrales cubriendo superficies pequeñas y poco extensas. Entre estos, bosques de galería de Podocarpus parlatorei y Myrcianthes pseudomato. Dosel bajo cobertura mayor a 90%.","-64.0333333","-20.3225",NA,"1416.00000000","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"239","2013-11-26 05:40:00-02","MO","MOBOT","3436052","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Reinaldo Lozano","Lozano 1706","2005","12","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","F. Morales (INB)","Chuquisaca","Hernando Siles","Subiendo de la hacienda Guzman para el Abra. Pastizal con abundante cobertura rocosa. Pendiente superior serranía, área de pastizal y bosque de galería. Área con roca aflorante, pastizales y matorrales cubriendo superficies pequeñas y poco extensas. Entre estos, bosques de galeriáa de Podocarpus parlatorei y Myrcianthes pseudomato. Dosel bajo cobertura mayor a 90%, con abundancia de briiofitos en las ramas. Bosque Montano Tucumano-Boliviano.","-64.0333333","-20.3225",NA,"1416.00000000","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"240","2013-06-18 05:46:00-03","MO","MOBOT","3444147","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","M. Jiménez|C. Ortiz|A. Flores","Jiménez 559","2007","10","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Hernando Siles","Monteagudo-Cañadillas. Ladera de exposicion Este, con pendiente de 30°.","-63.9672223","-19.7961111",NA,"1240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"241","2010-10-18 14:32:00-02","MO","MOBOT","3444510","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","M. Nina|M. Arrueta|C. Ortiz","Nina 7","2007","12","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Chuquisaca","Hernando Siles","Municpio de Monteagudo. Cerca al riachuelo, suelo franco con bastante hojarasca y una pendiente de 40%","-64.2205556","-19.93",NA,"1679.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"242","2010-10-18 13:18:00-02","MO","MOBOT","3444726","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","O. Apaza|P. Apaza|S. Apaza","Apaza 240","2008","1","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Chuquisaca","Hernando Siles","Primera Sección Monteagudo. Canton Fernandez, Comunidad Vallecito. Orillas del Rio Parapeti. Ladera en exposicion con 30% de pendiente.","-64.0930555","-20.2197223",NA,"1329.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"243","2013-06-18 05:46:00-03","MO","MOBOT","3462200","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","A. Flores|M. Jiménez","Flores 81","2008","1","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Chuquisaca","Hernando Siles","Cantón Rosadio del Ingre, comunidad Villa Hermosa. Ladera de exposicion Este, con 45° de pendiente. Bosque Tucumano- Boliviano. Vegetación matorral ralo bajo dominado por Asteraceae y Syagrus cardenasii, estrato bajo cubierto basicalmente por Poaceae.","-63.8188889","-20.5219445",NA,"1491.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"244","2008-07-01 03:33:00-03","MO","MOBOT","3470223","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Otto Buchtien","Buchtien 277","1917","12",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","R.E. Woodson, Jr. 04/11/32","La Paz","Nor Yungas","Milluguaya in Nord Yungas, Subtropical.",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2008-07-01 03:33:00-03","MO","MOBOT","3470227","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Stephan G. Beck","Beck 411","1979","8","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","Bruce F. Hansen (USF), May","La Paz","Nor Yungas","Arriba de puente Villa, Tarila alto. 500 m. sendero abajo. Matorral denso.",NA,NA,NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2008-07-01 03:33:00-03","MO","MOBOT","3470537","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Per Dusén","Dusén 11624","1911","4","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","Paraná",NA,"Jaguariahyva, ad marginem silvulae.",NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2008-07-01 03:33:00-03","MO","MOBOT","3470538","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Per Dusén","Dusén 16454","1915","1","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","Paraná",NA,"Itararé opp., Morungava praedium ad marginem silvulae.",NA,NA,NA,"730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2008-07-02 03:32:00-03","MO","MOBOT","3470730","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","J. Evangelista Oliveira","Oliveira 1341","1943","11","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","Minas Gerais",NA,"Mun. Araxá. Barreiro do. Margem da estrada de rodagem para.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2008-07-02 03:32:00-03","MO","MOBOT","3470731","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","T.P. Ramamoorthy","Ramamoorthy 479","1976","5","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","Minas Gerais",NA,"Cruzeiro da Fortaleza. In serradas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2015-08-10 05:49:00-03","MO","MOBOT","3470732","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Amaro Macedo","Macedo 632","1944","12","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","Minas Gerais",NA,"Botafogo. Mun. C. verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2013-08-23 04:12:00-03","MO","MOBOT","3470749","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","J.R. de Mattos","Mattos 9535","1961","11","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M.C.S. do Rio","São Paulo",NA,"Itapetininga, 3 km sul da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-07-26 09:40:00-03","MO","MOBOT","3470851","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gert G. Hatschbach","Hatschbach 47247","1983","2","14","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","G. Hatschbach","Amambay","Pedro Juan Caballero","Pedro Juan Cabalero, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"253","2011-06-09 17:54:00-03","MO","MOBOT","3472678","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","C. Vargas C.","Vargas Calderón 9815","1950","11","22","South America","Peru",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.",NA,"Cusco","La Convención","Arnaibam Ga; Sta. Barbara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2012-04-03 12:21:00-03","MO","MOBOT","3483074","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Isau Huamantupa","Huamantupa Chuquimaco 8535","2007","2","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales (INB)","Cusco","La Convención","Distrito Maranura, Chaullay. Bosque seco.","-72.64666","-13.00777",NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"255","2015-04-21 05:44:00-03","MO","MOBOT","3496868","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Ivan Linneo","Linneo Foronda 1239","2008","1","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.",NA,"Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos. Sendero que va a la antena y el mirador.","-63.4402777","-17.9177778",NA,"500.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"256","2013-09-10 13:53:00-03","MO","MOBOT","3586661","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Maribel Vargas C.","Vargas Contreras 259","2007","1","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","A. Fuentes (LPB)","Santa Cruz","Florida","Bella Vista, el Novillo, presente en sotobosque de cima, bosque húmedo (Yunga), acompãnadas de Cedrela illoi, Luehea steinbachii y Chrysophyllum gonocarpum.","-63.6561111","-18.2713889",NA,"1558.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"257","2010-02-24 16:14:00-03","MO","MOBOT","418036","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Alwyn H. Gentry|James C. Solomon","Gentry 44389","1984","1","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J.F. Morales","La Paz","Nor Yungas","19 km NE of Chuspipata. Steep dry valley along road.",NA,NA,NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","84-12",NA
"258","2008-05-27 22:02:00-03","MO","MOBOT","418444","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Marko Lewis","Lewis 40694","1991","11","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","J. F. Morales (INB)","La Paz","Inquisivi","Chullpa Marka - - This is the spine-like ridge south of junction of the Río Aguilani and Río Miguillas where we first discovered the ruins of Choquecamiri. Collections made by Virgilio Kuno in the ruins area. 19 km N. of Choquetanga. The area is covered with shrubs and small trees and burned grasslands. Acacia is dominant. At my request the local campesinos have stopped burning this as of 1988, and the area is returning to forest rapidly.","-67.33333","-16.68333",NA,"1500.00000000","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","148",NA
"259","2011-06-09 17:46:00-03","MO","MOBOT","420794","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Israel G. Vargas C.","Vargas Caballero 228","1989","7","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M. Nee","Santa Cruz","Vallegrande","Juntas de Wuaricongas, 8-10 km E de Santa Rosita.","-64","-18.55",NA,"1950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","47",NA
"260","2011-06-09 17:46:00-03","MO","MOBOT","420836","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Israel G. Vargas C.","Vargas Caballero 357","1989",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","M. Nee","Santa Cruz","Vallegrande","Los Sitanos, 75 km al S de Vallegrande.","-63.95","-18.86805",NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","69",NA
"261","2014-11-13 10:54:00-02","MO","MOBOT","421136","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Elsa M. Zardini|R. Velázquez","Zardini 27741","1991","6","22","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Markgr.","C. Ezcurra (SI)","Paraguarí",NA,"National Park Ybycu'í, 3 km south of northwestern corner of park.","-56.7666667","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","588",NA
