"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"97","2019-11-05 16:43:22-03","UFOP","OUPR","495","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Badini, J.","Badini, J.","s.n.","1984","10","15",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flores pálidas. Beira de córrego.",NA,NA,NA,NA,NA,"1984","10","16","44599","auto",NA,NA,NA,NA,NA,NA
"98","2019-11-05 16:43:22-03","UFOP","OUPR","440","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Badini, J.","Badini, J.","s.n.","1987","11","09",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Beira de córrego.",NA,NA,NA,NA,NA,"1987","11","09","44599","auto",NA,NA,NA,NA,NA,NA
"99","2019-11-05 16:43:22-03","UFOP","OUPR","6986","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Badini, J.","Badini, J.","s.n.","1975","11","01",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flores brancas. Beira de córrego.",NA,NA,NA,NA,NA,"1975","11","26","44599","auto",NA,NA,NA,NA,NA,NA
"100","2019-11-05 16:43:22-03","UFOP","OUPR","489","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuhy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Prope aum Ponte. Ex Herb. Escola de Minas n. 996.",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"101","2020-10-14 09:58:19-03","FURB","FURB","44177","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Ribeiro, A","Ribeiro, A.","4","2009","09","18",NA,"Brasil","Paraná","Piraquara","Morro do canal.","-48.9722223","-25.5277778","1300","1300",NA,NA,"FURB15042","FURB15042",NA,"-48.9722223","-25.5277778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-08 08:49:01-03","FURB","FURB","50071","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Funez, L.A.","Funez, L.A.; Gasper, A.L. de; Kemmelmeier, K. & Zermiani, A.E.","3761","2015","02","20",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","1200","1200",NA,NA,"FURB50071","FURB50071",NA,"-48.9544444","-26.0391666","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 09:58:19-03","FURB","FURB","7021","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Cordeiro, J; Barbosa, E","Ribas, O.S.; et al.","7182","2006","04","10",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"FURB00570","FURB00570",NA,NA,NA,"2006","04","10","55154","auto",NA,NA,NA,NA,NA,NA
"104","2020-10-14 09:58:19-03","FURB","FURB","2609","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G","Dombrowski, L.T.; Scherer, P.","11966","1980","10","22",NA,"Brasil","Paraná","Jaguariaíva","Chapada Santo Antonio.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"FURB15043","FURB15043",NA,NA,NA,"2003",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"105","2021-03-16 17:50:08-03","UCS","HUCS","06564","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Hatschbach, G.","Cervi, A.C.","3010","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"subarbusto 70 cm - flores alvas masculinas",NA,NA,NA,NA,NA,"1989",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"106","2021-03-16 17:50:08-03","UCS","HUCS","07037","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Hatschbach, G.","Cervi, A.C.","3014","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"subarbusto 70 cm - flores alvas masculinas",NA,NA,NA,NA,NA,"1990",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"107","2021-03-16 17:50:08-03","UCS","HUCS","29822","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Cordeiro, J.; Barbosa, E.","Ribas, O.S.","7182","2006","04","10",NA,"Brasil","Paraná","Campina Grande do Sul","Serra de Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Arbusto 4m, flor alva, encosta do morro. Herbário MBM.; Floresta Atlântica da Serra do Mar",NA,NA,NA,NA,NA,"2006",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:50:08-03","UCS","HUCS","25091","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Hatschbach, G.","Silva, J.M.","4140","2004","10","16",NA,"Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,"Herbário MBM; matinha nebular",NA,NA,NA,NA,NA,"2004",NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"109","2021-03-16 17:50:08-03","UCS","HUCS","30796","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Cordeiro, J.","Ribas, O.S.","7182","2006","04","10",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Herbário MBM; encosta do morro",NA,NA,NA,NA,NA,"2006",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:38:19-03","UTFPR","HCF","27283","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","R.R. Völtz","R.R. Völtz","1577","2018","06","02",NA,"Brasil","PR","Morretes","Parque Nacional Guaricana,morro Primeiro","-48.871389","-25.610278","1310","1310",NA,"arvoreta 1,8 m; flores alvacentas. Contato campo altomontano/floresta nebular.",NA,NA,NA,"48°52'17 W","25°36'37 S","2018","06","02",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-16 08:38:19-03","UTFPR","HCF","18552","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M.L. Brotto","M.L. Brotto","1161","2014","04","18",NA,"Brasil","PR","Campina Grande do Sul","Serra do Capivari, pico Capivari Médio","-48.835833","-25.151111","1650","1650",NA,"arbusto de 1,5 m; frutos pretos. Campo de altitude.",NA,NA,NA,"48°50'09 W","25°09'04 S","2014","08","04",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-16 08:38:19-03","UTFPR","HCF","5392","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","J. Cordeiro & E. Barboza","O.S. Ribas","7182","2006","04","10",NA,"Brasil","PR","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico","-49.0553016662598","-25.3055992126465",NA,NA,NA,"arbusto, 4 m, flor alva. Encosta do morro; floresta atlântica da Serra do Mar.",NA,NA,NA,NA,NA,"2006",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"113","2019-08-16 08:38:19-03","UTFPR","HCF","15350","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","R.S. Vieira","R.S. Vieira","246","2013","06","01",NA,"Brasil","PR","Morretes","Morro do Sete","-48.834400177002","-25.476900100708",NA,NA,NA,"árvore com 3 m, comum na floresta altomontana. Com frutos negros.",NA,NA,NA,NA,NA,"2013","06","01","30514","auto",NA,NA,NA,NA,NA,NA
"114","2019-08-16 08:38:19-03","UTFPR","HCF","19365","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M. Selusniaki","M. Selusniaki","2341","2009","03","14",NA,"Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"árvore, no interior da floresta. Matinha nebular.",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"115","2019-08-16 08:38:19-03","UTFPR","HCF","15274","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","R.S. Vieira","R.S. Vieira","386","2014","06","02",NA,"Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"arbusto com 2 m. Em refúgio altomontano. Com frutos pretos.",NA,NA,NA,NA,NA,"2014","06","02","12577","auto",NA,NA,NA,NA,NA,NA
"116","2019-08-16 08:38:19-03","UTFPR","HCF","2128","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","S. Andrews","J. Cordeiro","1733","1999","12","28",NA,"Brasil","SC","Campo Alegre","Subida para a Serra do Quiriri","-49.2655982971191","-26.1924991607666","1500","1500",NA,"arbusto, 1,20 m, flor alva. Matinha nebular.",NA,NA,NA,NA,NA,"2002",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"117","2019-08-16 08:38:19-03","UTFPR","HCF","26269","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M. Groppo","W. Hoehne",NA,NA,NA,NA,NA,"Brasil","SP","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,"fêmea. Coletada XI/1940.",NA,NA,NA,NA,NA,"1996",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:13:04-03","MBM","MBM","248721","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Gomes, M.","Gomes, M.","2267","1994","10","15","Southern America","Brazil","Minas Gerais","Ouro Preto","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"MBM248721","MBM248721",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:13:04-03","MBM","MBM","8311","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Edwin, G.","Hatschbach, G.","19965","1968","10","10","Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"MBM008311","MBM008311",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:13:04-03","MBM","MBM","207170","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Cordeiro, J.; Ribas, O.S.; Ribas, O.S.","1382","1996","11","30","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida ao Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM207170","MBM207170",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:13:04-03","MBM","MBM","7466","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, G.C.","Lindeman, J.; Haas, H.; Haas, H.","3051","1966","10","16","Southern America","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM007466","MBM007466",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:13:04-03","MBM","MBM","30119","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Hatschbach, G.","32155","1973","06","14","Southern America","Brazil","Paraná","Jaguariaíva","Rio Cilada","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM030119","MBM030119",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:13:04-03","MBM","MBM","26783","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Hatschbach, G.","28114","1971","11","21","Southern America","Brazil","Paraná","Palmeira","Rod. BR-277","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM026783","MBM026783","mugiensis",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:13:04-03","MBM","MBM","179633","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Dombrowski, L.T.","6992","1997","01","26","Southern America","Brazil","Minas Gerais","Lavras Novas",NA,NA,NA,NA,NA,NA,"Arbusto.; Em campo rupestre.","MBM179633",NA,NA,NA,NA,"2020","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:13:04-03","MBM","MBM","390617","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","1611","2014","04","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari, pico Capivari Médio","-48.835719","-25.151214","1650","1650",NA,"Arbusto de 1,5m; frutos pretos.; Campo de altitude.","MBM390617","MBM390617",NA,"-48.835719","-25.151214","2014","08","04",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:13:04-03","MBM","MBM","397351","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Cordeiro, J.","Roher, D.; Daniel, V.; Daniel, V.","s.n.","2013","03","30","Southern America","Brazil","Paraná","Guaratuba","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.960131","-25.863228","1000","1000",NA,"Arvoreta com aprox. 2,5 m com frutos.; Floresta Ombrófila Mista Altomontana. Próximo ao Morro dos Perdidos.","MBM397351",NA,NA,"-48.960131","-25.863228","2015","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:13:04-03","MBM","MBM","413896","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Völtz, R.R.","Völtz, R.R.; Santos, G.H.; Brotto, M.L.; Santos, G.H.; Brotto, M.L.","1577","2018","06","02","Southern America","Brazil","Paraná","Morretes","PARNA Guaricana, morro Primeiro de Maio","-48.871389","-25.610278","1310","1310",NA,"Arvoreta 1,8 m alt.; flores alvacentas.; Refúgio Vegetacional Altomontano; contato campos altomontanos com floresta nebular.","MBM413896",NA,NA,"-48.871389","-25.610278","2018","06","02",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:13:04-03","MBM","MBM","416516","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3173","2018","11","20","Southern America","Brazil","Paraná","Jaguariaíva","Rio Diamante","-49.8075","-24.354722","1102","1102",NA,"Subarbusto com 50 cm de altura; flores brancas.; Savana (Campo cerrado), solo úmido.","MBM416516",NA,NA,"-49.8075","-24.354722","2019","01","23",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:13:04-03","MBM","MBM","406212","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Ferreira, P.C.","Ferreira, P.C.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","85","2016","02","06","Southern America","Brazil","Paraná","Campo Alegre","Serra do Quiriri, Entre Confloresta e Moréia","-48.985278","-25.913333","1490","1490",NA,"Subarbusto, 0,50m; frutos verdes imaturos, e negros maduros.; Em afloramento rochoso.","MBM406212","MBM406212",NA,"-48.985278","-25.913333","2016","02","25",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:13:04-03","MBM","MBM","429155","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Lozano, E.D.; Siqueira, E.L.; Solarewics, A.; Siqueira, E.L.; Solarewics, A.","1792","2013","11","13","Southern America","Brazil","Paraná","Luiziana","Fazenda Santa Maria","-52.361444","-24.225694",NA,NA,NA,"Arbusto, 1,5 m, flores alvas, campo sujo.; Campo de Várzea.","MBM429155",NA,NA,"-52.361444","-24.225694","2020","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:13:04-03","MBM","MBM","430522","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.; Lubow, S.; Lubow, S.","4060","2020","11","25","Southern America","Brazil","Paraná","Jaguariaíva","Rio Diamante","-49.811667","-24.357778","1120","1120",NA,"Subarbusto com 50 cm de altura; frutos imaturos.; Estepe Gramíneo-lenhosa.","MBM430522",NA,NA,"-49.811667","-24.357778","2020","11","30",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:13:04-03","MBM","MBM","234279","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Silva, J.M.; Barboza, E.; Cruz, J.M.; Barboza, E.; Cruz, J.M.","2648","1998","12","01","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM234279","MBM234279",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:13:04-03","MBM","MBM","296230","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Silva, J.M.; Lima, L.R.; Farinaccio, M.A.; Lima, L.R.; Farinaccio, M.A.","3950","2004","01","29","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM296230","MBM296230",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:13:04-03","MBM","MBM","285799","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","11966","1980","10","22","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM285799","MBM285799",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:13:04-03","MBM","MBM","27055","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Edwin, G.","Hatschbach, G.","11972","1964","12","04","Southern America","Brazil","Paraná","Jaguariaíva","Estrada do Sertão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM027055",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:13:04-03","MBM","MBM","27056","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Hatschbach, G.","5110","1958","10","09","Southern America","Brazil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM027056","MBM027056",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:13:04-03","MBM","MBM","133072","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.; et al.; et al.","2974","1989","11","02","Southern America","Brazil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM133072","MBM133072",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:13:04-03","MBM","MBM","423538","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Barboza, E.","Fagundes-Filho, C.A.; Teixeira, T.A.B.; Gonçalves, R.; Teixeira, T.A.B.; Gonçalves, R.","46","2011","09","22","Southern America","Brazil","Paraná","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM423538",NA,NA,NA,NA,"2019",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:13:04-03","MBM","MBM","385944","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Lozano, E.D.; Engels, M.E.; Bolson, M.; Bochorny, T.; Bacci, L.F.; Engels, M.E.; Bolson, M.; Bochorny, T.; Bacci, L.F.","1365","2013","08","03","Southern America","Brazil","Paraná","Morretes","Morro Mãe Catira, próximo ao cume","-48.834400177002","-25.476900100708",NA,NA,NA,"Arvoreta, 1,5 m, frutos negros.","MBM385944","MBM385944",NA,NA,NA,"2013",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:13:04-03","MBM","MBM","296229","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Barboza, E.; Santos, M.R.M.; Moletta, E.M.S.; Santos, M.R.M.; Moletta, E.M.S.","864","2004","02","10","Southern America","Brazil","Paraná","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM296229","MBM296229",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:13:04-03","MBM","MBM","206959","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Schiezinsky, D.","Schiesinsky, D.","26","1992","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM206959","MBM206959",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:13:04-03","MBM","MBM","167505","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Roderjan, C.V.","976","1992","03","01","Southern America","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM167505","MBM167505",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:13:04-03","MBM","MBM","123411","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Giberti, G.C.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","519","1988","04","12","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM123411",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:13:04-03","MBM","MBM","112858","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, G.C.","Kummrow, R.; Poliquesi, C.B.; Poliquesi, C.B.","2843","1987","01","14","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM112858","MBM112858",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:13:04-03","MBM","MBM","3149","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, G.C.","Hatschbach, G.","14558","1966","08","04","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM003149","MBM003149",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:13:04-03","MBM","MBM","139311","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Giberti, G.C.","Giberti, G.C.; et al.; et al.","271","1989","11","14","Southern America","Brazil","Paraná","Quatro Barras","Parque Marumbi","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM139311","MBM139311",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:13:04-03","MBM","MBM","27054","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Reitz, R.; Klein, R.M.; Klein, R.M.","6461","1958","02","05","Southern America","Brazil","Santa Catarina","Campo Alegre","Morro Iquererim","-49.2655982971191","-26.1924991607666","1200","1200",NA,"Arbusto, 3 m. Fruto imaturo verde.","MBM027054","MBM027054",NA,NA,NA,"2020","01","20","37493","auto",NA,NA,NA,NA,NA,NA
