"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"2299","2019-10-07 09:34:52-03","UEFS","HUEFS","117413","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"Hatschbach, G.","2004","02","17","Brasil","Paraná","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,"HUEFS0117413","HUEFS0117413","Terras Indígenas, Rio Marrecas.",NA,NA,"76750","Margem do rio.",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"36663","auto","Rosanae",NA,NA,NA,NA,NA
"2300","2019-10-07 09:34:52-03","UEFS","HUEFS","209208","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","A.Stadnik","2015","12",NA,"Santos, A.K.A.","2012","02","14","Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0209208",NA,"Trilha para o Pico das Almas.",NA,NA,"1199",NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"49773","auto","Rosanae",NA,NA,NA,NA,NA
"2301","2019-10-07 09:35:14-03","UEFS","HUEFS","87609","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","decumbens","Eugenia decumbens","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"HUEFS0087609",NA,"Serra da Ibitipoca, locis altis seccisque.",NA,NA,NA,NA,"Isótipo",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2302","2019-10-07 09:35:20-03","UEFS","HUEFS","87477","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mugiensis","Eugenia mugiensis","O.Berg",NA,NA,NA,NA,"Riedel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087477",NA,NA,NA,NA,NA,NA,"Tipo",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2303","2019-10-07 09:35:39-03","UEFS","HUEFS","86875","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","mugiensis","Myrcia mugiensis","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"HUEFS0086875",NA,NA,NA,NA,"733",NA,"Holótipo",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2304","2021-03-04 11:17:40-03","UEFS","HUEFS","86668","PreservedSpecimen","Plantae","Myrtaceae","Myrtus","salicifolia","Myrtus salicifolia",NA,NA,NA,NA,NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0086668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2305","2019-09-04 18:33:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","acuminatus","Blepharocalyx acuminatus",NA,NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"1017",NA,"Isolectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2306","2019-01-23 09:57:50-02","F","FMNH-SEEDPLANTS","V0064780F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","acuminatus","Blepharocalyx acuminatus",NA,NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064780F","V0064780F_01",NA,NA,NA,"1017",NA,"Isolectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2307","2019-09-04 18:15:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","affinis","Blepharocalyx affinis",NA,NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2308","2019-01-22 15:33:09-02","F","FMNH-SEEDPLANTS","V0064781F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","affinis","Blepharocalyx affinis",NA,NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064781F","V0064781F_01",NA,NA,NA,"510",NA,"Possible type","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2309","2019-09-05 16:19:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","amarus","Blepharocalyx amarus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Uruguay",NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2310","2019-09-05 16:19:38-03","F","FMNH-SEEDPLANTS","V0064782F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","amarus","Blepharocalyx amarus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Uruguay",NA,NA,"-55.7933","-32.8667",NA,NA,"V0064782F","V0064782F_01",NA,NA,NA,"1860",NA,"Possible type","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2311","2019-09-05 16:19:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","angustifolius","Blepharocalyx angustifolius",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Uruguay",NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2312","2019-01-23 11:02:24-02","F","FMNH-SEEDPLANTS","V0064783F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","angustifolius","Blepharocalyx angustifolius",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064783F","V0064783F_01",NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2313","2019-09-04 18:43:16-03","F","FMNH-SEEDPLANTS","V0064784F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","angustifolius","Blepharocalyx angustifolius",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064784F","V0064784F_01",NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2314","2019-09-04 18:43:17-03","F","FMNH-SEEDPLANTS","V0064803F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","angustifolius","Blepharocalyx angustifolius",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064803F","V0064803F_01",NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2315","2019-09-05 16:19:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","angustissimus","Blepharocalyx angustissimus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Uruguay",NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2316","2019-09-04 18:43:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","apiculatus","Blepharocalyx apiculatus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2317","2019-01-23 09:57:50-02","F","FMNH-SEEDPLANTS","V0064785F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","apiculatus","Blepharocalyx apiculatus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064785F","V0064785F_01",NA,NA,NA,NA,NA,"Isolectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2318","2019-09-04 18:47:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","brunneus","Blepharocalyx brunneus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2319","2019-01-23 10:17:41-02","F","FMNH-SEEDPLANTS","V0064786F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","brunneus","Blepharocalyx brunneus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064786F","V0064786F_01",NA,NA,NA,"s.n.",NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2320","2019-01-23 11:02:25-02","F","FMNH-SEEDPLANTS","V0064787F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","brunneus","Blepharocalyx brunneus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0064787F","V0064787F_01",NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2321","2019-09-04 18:47:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","canescens","Blepharocalyx canescens",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2322","2019-09-04 18:17:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","longipes","Blepharocalyx longipes",NA,NA,NA,NA,NA,"J. F. Widgren","1845","11","15","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"553",NA,"Isosyntype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2323","2019-09-04 18:24:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","parvifolius","Blepharocalyx parvifolius",NA,NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2324","2019-09-04 18:47:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","picrocarpus","Blepharocalyx picrocarpus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"4477",NA,"Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2325","2019-09-04 18:47:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","ramosissimus","Blepharocalyx ramosissimus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2326","2018-04-04 16:25:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,"RRC ID Flag",NA,NA,NA,"I. G. Vargas C.",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3488",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"3488",NA,NA
"2327","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107267F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107267F","V0107267F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2328","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107268F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107268F","V0107268F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2329","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107269F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107269F","V0107269F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2330","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107278F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107278F","V0107278F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2331","2015-12-28 12:24:36-02","F","FMNH-SEEDPLANTS","V0107270F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,"2006","5","22","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107270F","V0107270F_01",NA,NA,NA,"83",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2332","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107271F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107271F","V0107271F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2333","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107272F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107272F","V0107272F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2334","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107273F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107273F","V0107273F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2335","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107274F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0107274F","V0107274F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2336","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107275F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107275F","V0107275F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2337","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107276F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107276F","V0107276F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2338","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107277F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107277F","V0107277F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2339","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107279F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107279F","V0107279F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2340","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107280F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107280F","V0107280F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2341","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107281F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107281F","V0107281F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2342","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107282F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107282F","V0107282F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2343","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107283F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107283F","V0107283F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2344","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107284F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107284F","V0107284F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2345","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107285F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107285F","V0107285F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2346","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107286F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107286F","V0107286F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2347","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107287F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107287F","V0107287F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2348","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107288F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107288F","V0107288F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2349","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107289F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0107289F","V0107289F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2350","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107290F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0107290F","V0107290F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2351","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107291F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107291F","V0107291F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2352","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107292F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107292F","V0107292F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2353","2015-03-07 08:58:03-03","F","FMNH-SEEDPLANTS","V0107293F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107293F","V0107293F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"2354","2015-03-07 08:58:04-03","F","FMNH-SEEDPLANTS","V0107294F","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0107294F","V0107294F_01",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
