"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"206","2019-11-21 10:07:31-03","IBt","SP","340657","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Nicolau, SA; Barbosa, AC; Faria, VB","1520","1998","01","08","Brasil","São Paulo","Salesópolis","Bairro dos Mirandas, estrada do Cardoso","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"207","2019-11-21 10:07:31-03","IBt","SP","406663","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Nicolau, SA","2007",NA,NA,"Nicolau, SA; Costa, RA","3304","2007","07","05","Brasil","São Paulo","Salesópolis","Bairros dos Freires, 6 km, Usina Parque de Salesópolis, trilha a direita do reservatório","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Arvoreta, ca. 8 m alt. Flores com tépalas atropurpúrea",NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"208","2019-11-21 10:07:31-03","IBt","SP","36275","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Kuhlmann, M","s.n.","1936","08","24","Brasil","São Paulo","Santa Isabel",NA,"-46.2200012207031","-23.3099994659424",NA,NA,NA,NA,NA,"SP055181","SP055181",NA,NA,NA,NA,NA,NA,"15272","auto",NA,NA,NA,NA
"209","2019-11-21 10:07:31-03","IBt","SP","215947","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Handro, O","2306","1982","04","25","Brasil","São Paulo","São Paulo","Água Funda, nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"210","2019-11-21 10:07:31-03","IBt","SP","3365","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Hoehne, FC","s.n.","1919","06","22","Brasil","São Paulo","São Paulo","Bairro Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"211","2019-11-21 10:07:31-03","IBt","SP","140490","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Eiten, G","8090D","1968","01","17","Brasil","São Paulo","São Paulo","Grounds of the Instituto de Botânica, 10 km south of center of city São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"212","2019-11-21 10:07:31-03","IBt","SP","64534","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Coe Teixeira, B","1961","06","07","Mattos, JR; Mattos, NF","8890","1961","04","18","Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"213","2019-11-21 10:07:31-03","IBt","SP","52415","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","1986","08","10","Kuhlmann, M","3224","1948","11","16","Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"214","2019-11-21 10:07:31-03","IBt","SP","175958","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Handro, O","2306","1982","04","25","Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico, Água Funda","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"215","2019-11-21 10:07:31-03","IBt","SP","120584","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Silva, JS","7","1972","02","21","Brasil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"216","2019-11-21 10:07:31-03","IBt","SP","27195","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Hoehne, FC","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"217","2019-11-21 10:07:31-03","IBt","SP","27195a","Carpo","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Hoehne, FC","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"218","2019-11-21 10:07:31-03","IBt","SP","204108","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Goes, M; Nascimento, JHM; Noffs, LB","s.n.","1978","01","05","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"219","2019-11-21 10:07:31-03","IBt","SP","490507","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Aragaki, S; Petri, L","2016","12","19","Petri, L; Nóbrega, BM","135","2015","12","10","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Às margens da Alameda von Martius","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"220","2019-11-21 10:07:31-03","IBt","SP","204069","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Noffs, LS; et al.","47","1978","01","13","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"221","2019-11-21 10:07:31-03","IBt","SP","204072","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Wanderley, MGL; et al.","122","1978","01","13","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055185","SP055185",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"222","2019-11-21 10:07:31-03","IBt","SP","151375","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Jung, SL; et al.","250","1978","04","26","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"223","2019-11-21 10:07:31-03","IBt","SP","161382","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Corrêa, JA","15","1979","08","27","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"224","2019-11-21 10:07:31-03","IBt","SP","32058","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Hambleton, EJ","11","1934","09","09","Brasil","São Paulo","São Paulo","Parque Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055188","SP055188",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"225","2019-11-21 10:07:31-03","IBt","SP","26475","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Baitello, JB","2003",NA,NA,"Gehrt, A","s.n.","1930","04","27","Brasil","São Paulo","São Paulo","Pirajussára","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"226","2019-11-21 10:07:31-03","IBt","SP","46465","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Gehrt, A",NA,NA,NA,"Krieger, L","979","1942","03","02","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055189","SP055189",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
