"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","individualCount","typeStatus","fieldNumber","sex"
"197","2019-11-01 15:10:06-03","UnB","UB","165325","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, B; Ganev, W; Queiroz, RF","H51881","1992","03","12","Southern America","Brasil","Bahia",NA,NA,"Arbusto 1.8m alt. Flores vináceas. Carrasco.",NA,"Dicotyledoneae",NA,"Holmes","Pirani, JR","Abaíra","Cafundó","-41.85","-13.233333","1000","1000",NA,"1994","-41.85","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-01 15:10:06-03","UnB","UB","202441","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Munhoz, CBR; Turma de Vegetação do Cerrado","8207","2014","04","12","Southern America","Brasil","Goiás",NA,NA,"Flores avermelhadas, anteras amareladas; Floresta estacional semidecidual",NA,"Dicotyledoneae",NA,"Holmes","Proença, C","Paraúna",NA,"-50.834444","-17.172778","673","673",NA,"2014","-50.834444","-17.172778","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Moraes, TM","IFN_27314382.1","2018","03","12","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-273. Subunidade 2. Subparcela 1. indivíduo 7. F8; Arbusto; ht: 1,40; base reta; flor: botão floral verde; Relevo suave ondulado, solo argilo-arenoso, transição cerrado caatinga","UB0124467","Dicotyledoneae",NA,"Holmes","Antar, GM","Barra","Boqueirão da Onça","-43.633333","-11.033318","818","818","UB0124467","2018","-43.633333","-11.033318","10",NA,NA,NA,NA,"04",NA,NA,NA,NA
"200","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Moura, EO","IFN-19317083.10","2017","12","12","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-193. Subunidade 3. Subparcela 10. Indivíduo 3-RN. F8; Arbusto, altura 2,0m; Caatinga arbórea . Solo pedregoso",NA,"Dicotyledoneae",NA,"Holmes","Figueira, M","Pilão Arcado",NA,"-43.739722","-10.259722",NA,NA,NA,"2018","-43.739722","-10.259722","06",NA,NA,NA,NA,"05",NA,NA,NA,NA
"201","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Barbosa, RAA","IFN-4636474.10","2018","06","05","Southern America","Brasil","Piauí",NA,NA,"Conglomerado PI-463. Subunidade 4. Subparcela 10. indivíduo 6. F8; Arbusto; dap: 1,2; ht: 1,80; base reta; casca: acinzentada (cor externa), avermelhada (cor interna), fina, reticulada; área de caatinga","UB0127817","Dicotyledoneae",NA,"Holmes","Antar, GM","Canto do Buriti","Serra Das Confusões","-43.38","-8.640004","405","405","UB0127817","2018","-43.38","-8.640004","10",NA,NA,NA,NA,"10",NA,NA,NA,NA
"202","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Moura, EO","IFN-16017794.10","2018","01","19","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-160. Subunidade 4. Subparcela 10. Indivíduo 8-RN. F8; Arbusto; 2m. Flor amarela; Caatinga arbórea. Solo areno-argiloso",NA,"Dicotyledoneae",NA,"Holmes","Figueira, M","Pilão Arcado",NA,"-43.559722","-10.079722",NA,NA,NA,"2018","-43.559722","-10.079722","09",NA,NA,NA,NA,"05",NA,NA,NA,NA
"203","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Moura, EO","IFN-31317331.1","2018","01","08","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-313. Subunidade 1. Subparcela 1. Indivíduo 1-RN. F8; Arbusto, altura 2,0m. Base reta; Caatinga arbórea. Solo argiloso, marrom","UB0125491","Dicotyledoneae",NA,"Holmes","Figueira, M","Mansidão",NA,"-43.919722","-10.8",NA,NA,"UB0125491","2018","-43.919722","-10.8","07",NA,NA,NA,NA,"06",NA,NA,NA,NA
"204","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Soares, AS","IFN-3603931.10","2017","12","20","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-360. Subunidade 1. Subparcela 10. Indivíduo 10RN. F8; Árvore, DAP: 4,1 cm e 2,7 m de altura. Base reta; Caatinga arbustivo-arbórea densa, solo areno-argiloso",NA,"Dicotyledoneae",NA,"Holmes","Figueira, M","Barra",NA,"-43.560011","-10.979994",NA,NA,NA,"2018","-43.560011","-10.979994","06",NA,NA,NA,NA,"05",NA,NA,NA,NA
"205","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Moraes, TM","IFN-74111692.1","2018","01","12","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-741. Subunidade 2. Subparcela 1. Indivíduo 3-RN. F8; Arbusto, altura 1,60m. Base reta. Casca de cor externa cinza, cor interna salmão, fina, áspera, sem odor; Relevo suave ondulado, solo argiloso, transição Cerrado-Caat","UB0125493","Dicotyledoneae",NA,"Holmes","Figueira, M","Muquém de São Francisco",NA,"-43.352222","-12.419722",NA,NA,"UB0125493","2018","-43.352222","-12.419722","06",NA,NA,NA,NA,"05",NA,NA,NA,NA
"206","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Soares, AS","IFN-3154244.9","2018","01","09","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-315. Subunidade 4. Subparcela 9. Indivíduo 12. F6; Árvore, altura 7,5m, DAP 10,6cm. Base reta. Casca de cor externa cinza, cor interna creme, fina, rugosa, sem odor; Solo areno-argiloso em caatinga arbustiva arbórea densa; presença in",NA,"Dicotyledoneae",NA,"Holmes","Figueira, M","Buritirama",NA,"-43.559722","-10.802222",NA,NA,NA,"2018","-43.559722","-10.802222","06",NA,NA,NA,NA,"05",NA,NA,NA,NA
"207","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Neto, O","IFN-23110111.10","2018","01","17","Southern America","Brasil","Bahia",NA,NA,"Conglomerado BA-231. Subunidade 1. Subparcela 10. Indivíduo 3. F8; Árvore, altura 1,80m. Base reta. Flor verde. Casca de cor externa marrom, cor interna amarela, grossa, áspera, sem odor; Solo arenoso. Área secundária inicial","UB0125490","Dicotyledoneae",NA,"Holmes","Figueira, M","Buritirama",NA,"-43.559722","-10.44",NA,NA,"UB0125490","2018","-43.559722","-10.44","07",NA,NA,NA,NA,"06",NA,NA,NA,NA
"208","2019-11-01 15:10:06-03","UnB","UB","165323","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Anderson, WR; Stieber, M; Kirkbride Junior, JH","37017","1972","03","16","Southern America","Brasil","Bahia",NA,NA,"Tree ca. 8m tall; petals and stamens red; pistil dark red; fruit green; in deep cleft in outcrop.; Extensive limestone outcrop, and adjacent pastured.",NA,"Dicotyledoneae",NA,"Holmes","Kaastra, RC","Cocos","Espigão Mestre. 6km S of Cocos.","-44.5344009399414","-14.1838998794556","520","520",NA,"1976",NA,NA,NA,NA,NA,"199742","auto",NA,NA,NA,NA,NA
"209","2020-08-20 20:42:07-03","UFSC","FLOR","29148","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","65875","1997","01","17",NA,"Brasil","Bahia",NA,NA,"arbusto, flor com, 2m altura","FLOR0029148",NA,"Sapindales","Holmes","Pirani, J.R.","Caetité","Lagoa do Pato.","-42.4749984741211","-14.0693998336792",NA,NA,NA,"1997",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"210","2020-08-20 20:42:07-03","UFSC","FLOR","30198","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Schinini, A. & Silva, J.M.","65177","1996","04","21",NA,"Brasil","Bahia",NA,NA,"arbusto, flor vinosa, 2m altura","FLOR0030198",NA,"Sapindales","Holmes","Pirani, J.R.","Caetité","Rodovia Paramirim a Caetité, 40 km N de Caetité.","-42.4749984741211","-14.0693998336792",NA,NA,NA,"1997",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"211","2020-08-20 15:00:27-03","UFSC","FLOR","36881","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67717","1998","03","13",NA,"Brasil","Bahia",NA,NA,"arbusto, flor bordô, 3m altura","FLOR0036881",NA,"Sapindales","Holmes",NA,"Gentio do Ouro","Rodovia Brotas de Macaúbas a Gentio do Ouro, próximo a Cerne.","-42.502799987793","-11.4288997650146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"212","2021-03-04 15:46:30-03","IF","SPSF","24659","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","G. Hatschbach","67717","1998","03","13","América do Sul","Brasil","BA",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Sapindales",NA,NA,"Cerne","caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-04-05 12:37:50-03","UNIVASF","HVASF","4376","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","J.A. Siqueira Filho","2045","2009","05","24","América do Sul","Brasil","Bahia",NA,NA,"Arbusto ca. 3m alt. Frutos passados capsulares. OBS.: Ameaçada de extinção.","HVASF004376",NA,NA,"Holmes","J.R. Pirani","Pilão Arcado","Brejo da Serra a 27km.","-43.359222","-9.992555","474","474",NA,"2014","-43.359222","-9.992555","04",NA,NA,NA,NA,"08",NA,NA,NA,"U"
"214","2021-04-05 12:37:50-03","UNIVASF","HVASF","24116","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","M.M. Lira","110","2021","03","10","América do Sul","Brasil","Bahia",NA,NA,"Erva, ca. 1 m alt. Inflorescência alvas diminutas.","HVASF024116",NA,NA,"Holmes","C.L. Ribeiro","Sento Sé","Área de Proteção Ambiental Boqueirão da Onça, trilha para o limoeiro, saindo de Cercadinho","-41.151777","-10.109919","701","701",NA,"2021","-41.151777","-10.109919","03",NA,NA,NA,NA,"24",NA,NA,NA,"U"
"215","2021-04-05 12:37:50-03","UNIVASF","HVASF","12258","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","V.M. Cotarelli","932","2011","07","20","América do Sul","Brasil","Bahia",NA,NA,"Erva ca. de 60cm de alt., frutos verdes.","HVASF012258",NA,NA,"Holmes","J.R. Pirani","Sento Sé","Parque Nacional Boqueirão da Onça, Povoado Gangorra",NA,NA,"821","821",NA,"2014","9999.000000","9999.000000","04",NA,NA,NA,NA,"08",NA,NA,NA,"U"
"216","2021-04-05 12:37:50-03","UNIVASF","HVASF","14408","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","V.M. Cotarelli","1450","2012","03","14","América do Sul","Brasil","Bahia",NA,NA,"Arbusto ca. de 15cm alt. Racemos apicais. Flores com pétalas vinaceas. Estames verdes","HVASF014408",NA,NA,"Holmes","J.R. Pirani","Sento Sé","Estrada que liga o Povoado da Laje ao Povoado Gangorra. Serra, ca. de 6Km antes do Povoado Gangorra",NA,NA,"1025","1025",NA,"2014","9999.000000","9999.000000","04",NA,NA,NA,NA,"08",NA,NA,NA,"U"
"217","2021-04-05 12:37:50-03","UNIVASF","HVASF","7044","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Marcondes Oliveira","4794","2010","01","27","América do Sul","Brasil","Bahia",NA,NA,"Arvoreta ± 4.0cm alt. Folhas membranaceas, velutinas. Caule acinzentado. Flores inconspícuas vináceas. Freqüênte.","HVASF007044",NA,NA,"Holmes","J.R. Pirani","Sento Sé","Serra dos Prazeres",NA,NA,"513","513",NA,"2014","9999.000000","9999.000000","04",NA,NA,NA,NA,"08",NA,NA,NA,"U"
"218","2019-11-21 10:18:46-03","IBt","SP","465138","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Oliveira, FCA; et al.","1427","2009","06","30",NA,"Brasil","Tocantins",NA,NA,NA,"SP048792",NA,NA,"Holmes","Fonseca, ML","Novo Alegre","Fazenda Veneza. Bacia do Tocantins, Sub-bacia Palma (T-4, área 1, ponto 4).","-46.5475","-12.905833","533","533","SP048792","2011","-46.5475","-12.905833","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-21 10:18:46-03","IBt","SP","316168","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley, RM; Ganev, W; Queiroz, RF","51555","1992","02","20",NA,"Brasil","Bahia",NA,NA,NA,"SP048793",NA,NA,"Holmes","Pirani, JR","Abaíra","Estrada Catolés - Barra.","-41.6636009216309","-13.2496995925903","1000","1000","SP048793","1994",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"220","2020-11-05 09:52:42-03","IBt","SP","313962","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, B; Silva, T","H51998","1992","03","19",NA,"Brasil","Bahia",NA,NA,NA,"SP048791",NA,NA,"Holmes","Pirani, JR","Abaíra","Estrada Catolés - Ribeirão de Baixo - Inubia, 9-12 km de Catolés.","-41.6636009216309","-13.2496995925903","980","980","SP048791","1994",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
