"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"597","2020-12-11 11:44:41-03","UFMG","BHCB","134859","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; et al.","1999","01","16","Brasil","Goiás","São Gabriel de Góias","as margens da GO-118, aproximadamente 5km ao sul d",NA,NA,NA,NA,"Erva terrestre, em campo limpo inundado com alguns Buritis e pequeno curso d'água mais ao fundo. Solo escuro, hidromorfico, instável, com água sobre a superfície. Frequente no local, próximo do final de floração. Flores verdes.",NA,NA,"862",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-12-11 11:44:41-03","UFMG","BHCB","137038","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Stehmann, JR","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Beira da cachoeira da Pedra-Roxa.","-41.801667","-20.425833","-41.801667","-20.425833","Coletada próximo às lagoas do Pico do Cristal. Inflorescências verdes velhas.",NA,NA,"347","2591","2591","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-12-11 11:44:41-03","UFMG","BHCB","137604","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Carvalho, BM de; L.C. Ribeiro; Lau, BL","2010","02","11","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Caminho para a Cascatinha.","-43.476","-20.107778","-43.476","-20.107778","Erva terrestre, em campo brejoso. Flores verdes.",NA,NA,"50","1297","1297","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-12-11 11:44:41-03","UFMG","BHCB","151338","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Bianchetti, LB; Miranda, ZJG","2010","12","23","Brasil","Distrito Federal","Taguatinga","Área de proteção de manancial Currais e pedra; floresta nacional. Na altura do setor de oficinas de Taguatinga norte. Área de campo entre o córrego Currais e a BR-073.","-48.751667","-15.793333","-48.751667","-15.793333","Erva terrestre, em campo limpo inundável; Solo hidromórfico, escuro, instável, com água sobre a superfície. Área queimada durante a seca. rara. Flores verdes.",NA,NA,"3065","1183","1183","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2020-12-11 11:44:41-03","UFMG","BHCB","147418","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Gasper, AL de; Bueno, ML; Neves, DRM; Rezende, VL","2011","03","15","Brasil","Minas Gerais","Delfim Moreira","Fazenda do Onça - Saída da Fazenda, Floresta Ombrófila Mista","-45.345","-22.608083","-45.345","-22.608083","barranco, erva terrícola",NA,NA,"2596","1670","1670","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2020-12-11 11:44:41-03","UFMG","BHCB","147419","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Gasper, AL de; Bueno, ML; Neves, DRM; Rezende, VL","2011","03","15","Brasil","Minas Gerais","Delfim Moreira","Fazenda do Onça, Floresta Ombrófila Mista","-45.345","-22.608083","-45.345","-22.608083","barranco, erva terrícola, flor cor: verde",NA,NA,"2597","1762","1762","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2020-12-11 11:44:41-03","UFMG","BHCB","147720","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Batista, JAN","2011","03","17","Brasil","Minas Gerais","Delfim Moreira","Fazenda da Onça (área mantida pelo Exército Brasil, Trilha de subida para o Pico do Carrasco.","-45.335361","-22.6145","-45.335361","-22.6145","Erva ereta em campo de altitude. Nas cercanias do pico.",NA,NA,"1472","2002","2002","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2020-12-11 11:44:41-03","UFMG","BHCB","134695","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Carvalho, BM de","2009","02","18","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Campo de Fora","-43.529917","-20.1315","-43.529917","-20.1315","Erva terrestre, em campo limpo úmido. Flores verdes, acalcaradas.",NA,NA,"21","1466","1466","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2020-12-11 11:44:41-03","UFMG","BHCB","149669","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2017","11","30","Mota, NFO; Freitas, GHS; Costa, LM","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.495856","-19.2199","-43.495856","-19.2199","Erva terrestre com flores verdes.","BHCB044915",NA,"2223","1307","1307","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-12-11 11:44:41-03","UFMG","BHCB","151393","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Lau, BL; Massensini Júnior, A","2011","01","06","Brasil","Minas Gerais",NA,"Gouveia, Campo do lado esquerdo da BR- 259, sentido Presidente Juscelino Kubitschek para Gouveia.","-43.704333","-18.421194","-43.704333","-18.421194","Erva terrestre, em brejo. Solo hidromorfico, instável, escuro, com água sobre a superfície. Ocasional. Em plena floração. Flores verdes.",NA,NA,"3119","1071","1071","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-12-11 11:44:41-03","UFMG","BHCB","151423","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Lau, BL; Massensini Júnior, A","2011","01","07","Brasil","Minas Gerais","Serro","Milho Verde, Lageado.","-43.481778","-18.462944","-43.481778","-18.462944","Erva terrestre, em campo limpo permanentemente umido. Solo hicromorfico, escuro, com água sobre a superficie. Área durante a seca. Pouco comum.",NA,NA,"3148","1074","1074","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-12-11 11:44:41-03","UFMG","BHCB","152610","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Lau, BL; Massensini Júnior, A; Hattori, EKO","2011","09","06","Brasil","Bahia","Mucugê","Estrada de terra ao lado direito de quem sai de Mucugê na BA142, sentido Barra da Estiva. Córrego próximo a um areial.","-41.389556","-12.989528","-41.389556","-12.989528","Erva terrícola, flores verdes.",NA,NA,"64","954","954","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-12-11 11:44:41-03","UFMG","BHCB","186932","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2017","01","01","Batista, JAN; Lemos, ARC","2017","01","01","Brasil","Distrito Federal","Gama","Área Rural Ponte Alta, Próximo ao cemitério do Gama","-47.072431","-15.992911","-47.072431","-15.992911","Coordenadas inferidas a partir do Google Earth.; Erva terrestre. Ocasional, observadas cerca de 20 plantas em floração espalhadas pelo campo. Em plena floração. Flores completamente verde claro ou sepálas verde escuro e pétalas e la","BHCB186932",NA,"3440","1141","1141","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-12-11 11:44:41-03","UFMG","BHCB","175543","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2015","04","09","Falcão, BF; Moreira, SN; Machado, TM","2014","03","22","Brasil","São Paulo","Santo André","Rodovia SP-122, Próximo a entrada da sede da Reserva Biológica do Alto da Serra de Paranapiacaba. Localidade denominada Campo Grande, próximo às torres de transmissão de energia. Trilha ca. de 50m da estrada, em campo úmido.","-46.373056","-23.775","-46.373056","-23.775","Erva, ca. 40cm. Flores verdes. Folhas plicadas.; Mata paludosa.","BHCB020163",NA,"15","760","760","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-12-11 11:44:41-03","UFMG","BHCB","179284","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2015","11",NA,"Barbosa, AR; Viana, PL","2008","05","08","Brasil","Minas Gerais","Rio de Janeiro","Macaé de Cima",NA,NA,NA,NA,"Flores de coloração esverdeada, de tamanho reduzido.","BHCB031678",NA,"292",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-12-11 11:44:41-03","UFMG","BHCB","186935","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2017","01","03","Batista, JAN; Bianchetti, LB","2017","01","03","Brasil","Distrito Federal","Brasília","Mansões Setor Park Way - MSPW, Ao lado do conjunto 1 da quadra 16","-47.945561","-15.903889","-47.945561","-15.903889","Coordenadas inferidas a partir do Google Earth.; Erva terrestre. Ocasional, observadas cerca de 15-20 plantas em floração espalhadas pelo campo.Plantas ocorrendo principalmente na base das touceiras de gramíneas. Em plena floração. Fl","BHCB186935",NA,"3443","1050","1050","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-12-11 11:44:41-03","UFMG","BHCB","195739","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2014","04","19","Fernandes, RS; Farney, C","2013","12","02","Brasil","Rio de Janeiro","Cabo Frio","Parque Estadual da Costa do Sol, Praia do Braga (entre Praia do Foguete e a Praia do Forte).","-42.031389","-22.898611","-42.031389","-22.898611","Heliófila; Erva em terreno alagado, 23 cm alt.; Restinga.","BHCB195739",NA,"44",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2021-03-19 17:59:23-03","UFMG","BHCB","195250","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2018","01","07","Batista, JAN; Proite, P","2018","01","07","Brasil","Goiás","São Gabriel de Goiás","Estrada para São Gabriel de Goiás, Campo a margem de curso de água a direita da pista, em direção a cidade, cerca de 4 km S de São Gabriel de Goiás","-47.565556","-15.283889","-47.565556","-15.283889","Coodernadas aproximadas, inferidas a partir do Google Earth.; Erva terrestre. Ocasional no local. Em plena floração.; Em campo limpo inundável associado a vereda, com água na superfície. Área não queimada; cobertura graminosa alta e d","BHCB195250",NA,"3477","1118","1118","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2020-12-11 11:44:41-03","UFMG","BHCB","180110","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2013","03","05","Batista, JAN; Vale, AA; Freitas, FS","2013","03","05","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Planalto. Na trilha para as Prateleiras.","-44.670283","-22.396028","-44.670283","-22.396028","Coordenadas aproximadas inferidas a partir do Google Earth; Erva terrestre. Ocasional. Flores verdes. Brácteas, ovário e sépalas verdes; pétalas e labelo com a base esbranquiçada, segmentos verde claro a verde-amarelado; conectivo, ro","BHCB032443",NA,"3251","2418","2418","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-12-11 11:44:41-03","UFMG","BHCB","92702","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2005","02","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.527528","-20.13","-43.527528","-20.13","Campo limpo brejoso, flor verde-clara.",NA,NA,"2823","1480","1480","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-12-11 11:44:41-03","UFMG","BHCB","84888","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Walter, BMT; et al.","2001","12","12","Brasil","Bahia","Cocos","Fazenda Trijunção, estrada velha da sede administr","-45.844167","-14.681944","-45.844167","-14.681944","Vereda, campo limpo úmido. Flor verde-clara, pétalas e sépalas verde-claras.",NA,NA,"4942","830","830","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-12-11 11:44:41-03","UFMG","BHCB","85454","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2003","04","24","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo, Parque Natural Municipal do Ribeirão do Campo","-43.574528","-19.103417","-43.574528","-19.103417","Borda de mata de galeria, labelo e pétalas laterais amareladas, sépalas verdes.",NA,NA,"2057",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2020-12-11 11:44:39-03","UFMG","BHCB","102880","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Richter, E","1963","01","15","Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Flores verdes.",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-12-11 11:44:41-03","UFMG","BHCB","70746","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Ribas, OS; Guimarães, D","1992","01","10","Brasil","Paraná","Tijucas do Sul","Ambrósios","-49.1988983154297","-25.9281005859375",NA,NA,"Campo limpo úmido, flor creme.",NA,NA,"389",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-12-11 11:44:39-03","UFMG","BHCB","102883","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"França, GS","1952","02","11","Brasil","Rio Grande do Sul","Bom Jesus","Aparados da Serra","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"s.n.","1100","1100","Southern America",NA,NA,"Monocotyledon",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-12-11 11:44:41-03","UFMG","BHCB","201528","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Dettke, GA; Hattori, EKO","2010","02","28","Brasil","Rio Grande do Sul","Cambará do Sul","divisa RS/SC","-50.1446990966797","-29.0478000640869",NA,NA,"Terrestre, pétalas esverdeadas; frequente em campo úmido","BHCB201528","BHCB201528","324",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-12-11 11:44:41-03","UFMG","BHCB","92788","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2005","05","20","Brasil","Minas Gerais","Alagoa","Entrada de acesso ao P.E da Serra do Papagaio","-44.6418991088867","-22.1706008911133",NA,NA,"Planta coletada em barranco nas margens de estrada; erva terrestre; flores verdes.",NA,NA,"2909",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"13155","auto",NA,NA,NA,NA,NA,NA,NA,NA
"624","2020-12-11 11:44:41-03","UFMG","BHCB","144990","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Giacomin, LL; Viana, PL; Mota, NFO","2009","04","09","Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, Margens da estrada que dá acesso a Estação.","-44.3199996948242","-22.6800003051758",NA,NA,"Erva. Flores verdes.; Crescendo em brejo","BHCB025811",NA,"878",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-12-11 11:44:41-03","UFMG","BHCB","97451","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Pansari, ER; Mickeliunas, L","2003","01","25","Brasil","Paraná","Tijucas do Sul","Estrada de terra em direção à mineradora, campo qu","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"978",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-12-11 11:44:41-03","UFMG","BHCB","122766","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Salino, A; Heringer, G; Dittrich, VAO","2008","06","26","Brasil","Espírito Santo","Castelo","floresta densa montana e afloramento rochoso.","-41.184700012207","-20.6035995483398",NA,NA,"terrestre em local úmido no campo.",NA,NA,"13608","1350","1350","Southern America",NA,NA,"Monocotyledon",NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-12-11 11:44:41-03","UFMG","BHCB","63573","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mello-Silva, R de","1983","11","08","Brasil","Minas Gerais","Juiz de Fora","gramados da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,"Terreno brejoso, sep. verdes, pet. e labelo amarelo-esverdeado, calcar verde-esbraquiçado.",NA,NA,"20002",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"628","2021-03-19 17:59:23-03","UFMG","BHCB","102878","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Pabst, LF","1963","11","17","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador, Aeroporto do Galeão.","-43.2075004577637","-22.9027996063232",NA,NA,"brejo",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"629","2021-03-19 17:59:23-03","UFMG","BHCB","102875","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"França, GS","1951","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador, Ponta do Galeão.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-12-11 11:44:41-03","UFMG","BHCB","82294","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Moreira, ASFP","2003","06",NA,"Brasil","Minas Gerais","Liberdade","Liberdade","-44.3196983337402","-22.0289001464844",NA,NA,"beira de estrada de terra",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"19650","auto",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-12-11 11:44:41-03","UFMG","BHCB","70977","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Dombrowski, LT","1968","02","16","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Flor creme. frequente",NA,NA,"2956",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"632","2020-12-11 11:44:41-03","UFMG","BHCB","151384","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Proite, P","2011","01","02","Brasil","Distrito Federal","Brasília","Mansões setor Park Way- MSPW; Campo as margens do córrego do cedro, na altura em que este é cortado pela pista, próximo a quadra 16;","-47.9296989440918","-15.7797002792358",NA,NA,"Erva terrestre, em campo limpo inundável. Solo hidromórfico, escuro, instável, com água sobre a superfície. Área queimada durante a seca. Ocasional. Flores verdes.",NA,NA,"3110","1048","1048","Southern America",NA,NA,"Monocotyledon",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"633","2020-12-11 11:44:41-03","UFMG","BHCB","28677","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Stehmann, JR; Vieira, AD","1994","01","18","Brasil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,"Flor verde.",NA,NA,"1290","1770","1770","Southern America",NA,NA,"Monocotyledon",NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"634","2020-12-11 11:44:41-03","UFMG","BHCB","97488","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Anderson, LO; et al.","2000","04","09","Brasil","São Paulo","Campos do Jordão","Parque dos Lagos, São Bento do Sapucaí","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"28",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"635","2020-12-11 11:44:39-03","UFMG","BHCB","118820","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Ramalho, AJ; Mota, NFO; Viana, PL; Giorni, VT","2008","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Lapa do Tropeiro","-43.3908004760742","-18.0041999816895",NA,NA,"Erva terrestre, Brejo sazonal em campo rupestre com rochas",NA,NA,"7",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"636","2020-12-11 11:44:41-03","UFMG","BHCB","79815","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da; Viana, PL","2003","02","10","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo, Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"Campo limpo úmido, flores verdes.",NA,NA,"1708",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"637","2020-12-11 11:44:41-03","UFMG","BHCB","79806","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2002","12","24","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo, Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"Campo limpo brejoso, flor verde-clara.",NA,NA,"1699",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"638","2020-12-11 11:44:39-03","UFMG","BHCB","104968","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mello-Silva, R de; et al.","2000","03","25","Brasil","São Paulo","Cunha","P.E. da Serra do Mar, núcleo Cunha-Indaiá. Trilha","-44.9599990844727","-23.0699996948242",NA,NA,"Erva em solo arenoso, em alagados e campos. Planta verde, flores verde-amareladas.",NA,NA,"1798","1100","1100","Southern America",NA,NA,"Monocotyledon",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"639","2020-12-11 11:44:41-03","UFMG","BHCB","26091","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Teixeira, WA","1994","01","20","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"campo rupestre",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"640","2020-12-11 11:44:41-03","UFMG","BHCB","148480","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2017","11","30","Giacomin, LL; Kamino, LHY; Maielo Silva, L","2009","03","24","Brasil","Minas Gerais","Brasópolis","Pico dos Dias, Área do Laboratório Nacional de Astrofísica, margens da estarda que leva até o Pico.","-45.6074981689453","-22.4736003875732",NA,NA,"Erva rupícula, associada a Sphagnum, flores verdes.","BHCB044914",NA,"814","1668","1668","Southern America",NA,NA,"Monocotyledon",NA,"20433","auto",NA,NA,NA,NA,NA,NA,NA,NA
"641","2020-12-11 11:44:39-03","UFMG","BHCB","102879","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"França, GS","1947","02","09","Brasil","São Paulo","Campos do Jordão","Ponte Renato ao lado do Grande Hotel.","-45.5900001525879","-22.7299995422363",NA,NA,"Sépalas verdes, pétalas e labelo verde-amarelado, às vezes completamente verdes como as sépalas.",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"642","2020-12-11 11:44:41-03","UFMG","BHCB","97442","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Pansari, ER; Mickeliunas, L","2003","01","25","Brasil","Paraná","São José dos Pinhais","Rincão, estrada sentido Tijucas do Sul, lado direi","-49.2064018249512","-25.5347003936768",NA,NA,"campo drenado",NA,NA,"971",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
