"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"643","2020-12-11 11:44:41-03","UFMG","BHCB","48331","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Cordeiro, J; Manosso, A","1986","04","09","Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,"Campo ácido, solo turfoso e úmido. Flor creme-esverdeada.",NA,NA,"287",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"644","2020-12-11 11:44:41-03","UFMG","BHCB","70893","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Hatschbach, G","1978","12","07","Brasil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"Brejo, flor creme-esverdeada.",NA,NA,"41910",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"645","2020-12-11 11:44:41-03","UFMG","BHCB","97489","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Moraes, MD de","1995","10","24","Brasil","São Paulo","Ubatuba","Sede Adm. Do Núcleo de Desenv. Picinguaba, P.E. da","-45.0699996948242","-23.4300003051758",NA,NA,"Mata atlântica. Pétalas amareladas, sépalas verdes.",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"646","2020-12-11 11:44:39-03","UFMG","BHCB","113786","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; El Bizri, HR","2006","12","03","Brasil","Minas Gerais","Moeda","Serra da Moeda. Cerca de 33 km S de Belo Horizonte","-44.0527992248535","-20.3330993652344",NA,NA,"Erva terrestre, na margem de trecho de escoamento de água. Solo hidromorfo, escuro, com água sobre a superfície. Área anteriormente queimada. Pouco comum, observado cerca de 6 plantas em floração. Flores completamente verdes.",NA,NA,"1716",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"647","2020-12-11 11:44:41-03","UFMG","BHCB","92237","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2005","01","05","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,"campo limpo brejoso; flores verdes",NA,NA,"2358",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"648","2020-12-11 11:44:41-03","UFMG","BHCB","85948","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da; Batista, JAN","2003","12","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,"Campo limpo, flores esverdeadas.",NA,NA,"2182",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-12-11 11:44:41-03","UFMG","BHCB","79830","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2002","02","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,"Campo limpo brejoso, flores verdes.",NA,NA,"1723",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-12-11 11:44:41-03","UFMG","BHCB","67287","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2000","12","14","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,"Área brejosa, flores verdes.",NA,NA,"1089",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"651","2020-12-11 11:44:41-03","UFMG","BHCB","67252","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2000","12","14","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,"área brejosa",NA,NA,"1054",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"652","2020-12-11 11:44:41-03","UFMG","BHCB","64069","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Barreto, HLM","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4152984619141","-19.959400177002",NA,NA,"brejo no campo",NA,NA,"4873",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"653","2020-12-11 11:44:39-03","UFMG","BHCB","104978","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Hensold, N; Rodrigues, MT; Menezes, NL de; Kawasaki, ML","1982","01","10","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, trilha para Cascadinha, RPPN - Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"Erva, flores verdes.",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"654","2020-12-11 11:44:39-03","UFMG","BHCB","113834","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Mota, NFO; Viana, PL; Teles, AM","2006","12","11","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Cerca de 25.2 km após a ponte sobre","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"1764","1293","1293","Southern America",NA,NA,"Monocotyledon",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"655","2020-12-11 11:44:39-03","UFMG","BHCB","113838","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Mota, NFO; Viana, PL; Teles, AM","2006","12","11","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Cerca de 29.3 km após a ponte sobre","-43.7144012451172","-19.1688995361328",NA,NA,"Erva terrestre, em local úmido na margem de grota de escoamento de água. Solo escuro, úmido. Pouco comum, observadas cerca de 5 plantas em floração. Flores completamente verdes.",NA,NA,"1768","1330","1330","Southern America",NA,NA,"Monocotyledon",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"656","2020-12-11 11:44:41-03","UFMG","BHCB","170238","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,"2016","08","15","Kamino, LHY; Maielo Silva, L","2008","06","23","Brasil","Minas Gerais","Ouro Preto","SESC Ouro Preto, Fazenda Ronald","-43.5080986022949","-20.2875003814697",NA,NA,"Herbácea, terrestre, flor verde","BHCB032189",NA,"1104A",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"657","2020-12-11 11:44:41-03","UFMG","BHCB","151459","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mota, RC da","2007","04","06","Brasil","Minas Gerais","Itabira","Vila Técnica","-43.2268981933594","-19.6191997528076",NA,NA,"Erva terrestre. Planta coletada em campo sujo brejoso; flores esverdeadas.",NA,NA,"3572",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"658","2020-12-11 11:44:41-03","UFMG","BHCB","171768","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","paulensis","Habenaria paulensis","Porsch",NA,NA,NA,NA,"Pirani, JR; Yano, O; Santos, DP","1983","01","12","Brasil","Paraná","Jaguariúva","Margem do Rio Diamante, Brejo",NA,NA,NA,NA,"Flores amarelas; Brejo","BHCB016485",NA,"400",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2020-12-11 11:44:41-03","UFMG","BHCB","180114","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","paulensis","Habenaria paulensis","Porsch",NA,"2013","03","06","Batista, JAN; Vale, AA; Freitas, FS","2013","03","06","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Planalto. No entorno da portaria do parque.","-44.703336","-22.3728","-44.703336","-22.3728","Coordenadas aproximadas inferidas a partir do Google Earth.; Erva terrestre. Ocasional. Em final de floração. Flores verdes. Brácteas, ovário e sépalas verdes; pétalas e labelo verde-amarelado.; Em local mais ou menos úmido de campo d","BHCB032438",NA,"3255","2455","2455","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2020-12-11 11:44:41-03","UFMG","BHCB","180112","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","paulensis","Habenaria paulensis","Porsch",NA,"2013","03","05","Batista, JAN; Vale, AA; Freitas, FS","2013","03","05","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Planalto. Prateleiras.","-44.668911","-22.398081","-44.668911","-22.398081","Coordenadas aproximadas inferidas a partir do Google Earth.; Erva terrestre.Ocasional. Em final de floração. Flores verdes. Brácteas, ovário e sépalas verdes; pétalas e labelo verde-amarelado.; Em partes úmidas de campo de altitude.","BHCB032442",NA,"3253","2443","2443","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2021-02-11 17:20:57-03","UFPR","UPCB","65401","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Meyer, F.S.","2008","08",NA,"Meyer, F.S.","2008","04","04","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556","Herbácea, terrestre, coletada em área em regeneração (Floresta Ombrófila Densa Monata). Flores com pétalas e sépalas de coloração amarelo-esverdeada..",NA,NA,"675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2021-02-11 17:20:57-03","UFPR","UPCB","67326","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, W.S.","2009","11","18","Mancinelli, W.S.","2009","11","18","Brasil","Paraná","Ponta Grossa","Fazenda das Almas","-49.824722","-25.273611","-49.824722","-25.273611","Erva terrícola, flores verdes, ocorrente em Campos..",NA,NA,"1069","1096","1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2021-02-11 17:20:57-03","UFPR","UPCB","69932","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Fraga, C.N.","2008","05","01","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","Terrestre, tépalas verdes, labelo amarelo..",NA,NA,"1938","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2021-02-11 17:20:57-03","UFPR","UPCB","69939","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Fraga, C.N.","2008","05","02","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","Terrestre em terreno alagado. Flores verdes de labelo amarelo..",NA,NA,"1976","1100","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2021-02-11 17:20:57-03","UFPR","UPCB","73349","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, W.S.","2011","02","15","Korte, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.130556","-27.000278","-50.130556","-27.000278","Erva terrícola. IFFSC 625. Floresta ombrófila densa. Flor verde..",NA,NA,"1852","802","802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2021-02-11 17:20:57-03","UFPR","UPCB","80563","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Souza, J. M. T.","2012",NA,NA,"Souza, J.M.T.","2011","03","24","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS)","-25.361","-48.776","-25.361","-48.776","Hábitat: Floresta Ombrófila Densa de Terras Baixas. Forma de vida: herbácea..",NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2021-02-11 17:20:57-03","UFPR","UPCB","85454","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Santos, T.F.","2016","04",NA,"Klein, J.","2009","05","19","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"Possui duplicata conservada em solução de glicerina com álcool..",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"668","2021-02-11 17:20:57-03","UFPR","UPCB","85480","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Santos, T.F. & Machnicki-Reis, M.","2016","03",NA,"Klein, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"Possui duplicata conservada em solução de glicerina com álcool..",NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"669","2021-02-11 17:20:57-03","UFPR","UPCB","47272","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Kersten, R.","2003","11",NA,"Cervi, A.C.","2000","02","02","Brasil","Santa Catarina","Itapema",NA,"-48.611400604248","-27.0902996063232",NA,NA,"Erva ereta, flores amarelo-esverdeadas, locais encharcados..",NA,NA,"7000",NA,NA,NA,NA,NA,NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"670","2021-02-11 17:20:57-03","UFPR","UPCB","5396","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","18","Hatschbach, G.","1966","02","10","Brasil","Paraná","General Carneiro","Cabeceira Rio Iratim","-51.315601348877","-26.4274997711182",NA,NA,"Flor verde, do brejo..",NA,NA,"13683",NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"671","2021-02-11 17:20:57-03","UFPR","UPCB","72413","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mancinelli, W.S.","2010","11","02","Mancinelli, W.S.","2010","11","30","Brasil","Paraná","Tibagi","Canyon do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Erva terrícola, flor verde..",NA,NA,"1357","750","750",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"672","2021-02-11 17:20:57-03","UFPR","UPCB","65024","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J. & Cervi, A.C.","2005","04",NA,"Bona, C.","2005","02","22","Brasil","Paraná","General Carneiro","Fazenda Santa Cândida, Armadilha da Capivara.","-51.315601348877","-26.4274997711182",NA,NA,"Flor amarela esverdeada, terrestre borda de lago..",NA,NA,"259",NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"673","2021-02-11 17:20:57-03","UFPR","UPCB","65086","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J. & Cervi, A.C.","2005","05",NA,"Bona, C.","2005","02","22","Brasil","Paraná","General Carneiro","Fazenda São Pedro.","-51.315601348877","-26.4274997711182",NA,NA,"Herbácea, terrícola, margem de lago..",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-02-11 17:20:57-03","UFPR","UPCB","43918","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","18","Kozera, C.","1999","04","23","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,"Terrícola com flores verdes. Floresta Ombrófila Densa das Terras Baixas..",NA,NA,"1059",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"675","2021-02-11 17:20:57-03","UFPR","UPCB","8762","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","19","Hatschbach, G.","1970","11",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"Flor creme esverdeada, encosta graminosa do morro.",NA,NA,"25686",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-02-11 17:20:57-03","UFPR","UPCB","32123","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","19","Silva, S.M.","1997","09","24","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Farol","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea de flores creme-esverdeadas, em área de vegetação herbácea alterada, próximo à praia..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-02-11 17:20:57-03","UFPR","UPCB","51491","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Reginato, M.","2005","01","01","Reginato, M.","2005","04",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Terrestre, flor verde, orla da mata..",NA,NA,"375",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-02-11 17:20:57-03","UFPR","UPCB","85870","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Smidt, E.C.","2011",NA,NA,"Lozano, E.D. et al.","2011","01","08","Brasil","Paraná","Campina Grande do Sul","Morro do Getúlio","-49.0553016662598","-25.3055992126465",NA,NA,"Herbácea, 20cm, flores esverdeadas. Campo limpo..",NA,NA,"468","1490","1490",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-02-11 17:20:57-03","UFPR","UPCB","71195","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Kersten, R.","2009","12","05","Hatschbach, G.","2007","02","09","Brasil","Santa Catarina","Urubici","Morro Parapente.","-49.5917015075684","-28.0149993896484",NA,NA,"Ereta, flor creme. Área degradada..",NA,NA,"79906",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-02-11 17:20:57-03","UFPR","UPCB","29667","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","18","Kozera, C.","1996","12","17","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"Herbácea terrestre, flores esverdeadas. Área aberta, degradada da floresta com Araucaria..",NA,NA,"441",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-02-11 17:20:57-03","UFPR","UPCB","29359","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, V.A.N.","2002","03","19","Kozera, C.","1996","11","24","Brasil","Paraná","Matinhos","Praia Grande","-48.5428009033203","-25.8174991607666",NA,NA,"Herbácea com flroes esverdeadas, solo arenoso..",NA,NA,"383",NA,NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"682","2021-02-11 17:20:57-03","UFPR","UPCB","88228","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Santos, T.F.","2016","03","19","Santos, T.F. | Cardoso, A.","2016","03","19","Brasil","Paraná","Quatro Barras","Próximo ao Rio Capivari Mirim","-49.0769004821777","-25.3656005859375",NA,NA,"Terrícola em borda de estrada.","UPCB0029404","UPCB0029404","120",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"683","2021-02-11 17:20:57-03","UFPR","UPCB","86843","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Santos, T.F.","2016","03","19","Santos, T.F | Cardoso, A.","2016","03","19","Brasil","Paraná","Quatro Barras","Próximo ao Rio Capivari Mirim","-49.0769004821777","-25.3656005859375",NA,NA,"Terrícola em borda de estrada.",NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
