"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"234","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum glabriusculum","Lam.",NA,NA,NA,NA,"Raben, FC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro lecta, testibus herbarii mei speciminibus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"glabriusculum",NA,NA,NA,NA,NA
"235","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Schöpf, JD",NA,NA,NA,"USA","Ohio",NA,"et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"236","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Schweinitz, LD",NA,NA,NA,"USA","Ohio",NA,"et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"237","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Gray, A",NA,NA,NA,"USA","Ohio",NA,"et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"238","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Schweinitz, LD",NA,NA,NA,"USA","Ohio",NA,"extra fines nostros etiam ad Missouri et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"239","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum velutinum","Lam.",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil",NA,NA,"in Brasilia adhuc non lecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"velutinum",NA,NA,NA,NA,NA
"240","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Schöpf, JD",NA,NA,NA,"USA","Ohio",NA,"extra fines nostros etiam ad Missouri et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"241","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Riehl, N",NA,NA,NA,"USA","Ohio",NA,"et Ohio fluvios obvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"242","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia lecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"pilosum",NA,NA,NA,NA,NA
"243","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia lecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"pilosum",NA,NA,NA,NA,NA
"244","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum pilosum","Lam.",NA,NA,NA,NA,"?",NA,NA,NA,"USA","Missouri",NA,"extra fines nostros etiam ad Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Northern America",NA,"pilosum",NA,NA,NA,NA,NA
"245","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum velutinum","Lam.",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil",NA,NA,"in Brasilia adhuc non lecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"velutinum",NA,NA,NA,NA,NA
"246","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum velutinum","Lam.",NA,NA,NA,NA,"Vinzent",NA,NA,NA,"USA","Texas",NA,"in civitate Texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. c.s.n.","Northern America",NA,"velutinum",NA,NA,NA,NA,NA
"247","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum velutinum","Lam.",NA,NA,NA,NA,"Vinzent",NA,NA,NA,"USA","Texas",NA,"in civitate Texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. c.s.n.","Northern America",NA,"velutinum",NA,NA,NA,NA,NA
"248","2021-02-08 12:53:58-03","UFRGS","ICN","194291","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gaio, J","2015","03","24","Gonzatti, F","2014","01","19","Brasil","RS","Osório","Próximo à Lagoa dos Barros","-50.412778","-29.953056","-50.412778","-29.953056","Campo úmido",NA,NA,"14","14","Monocotyledon",NA,"1526","América do Sul",NA,NA,NA,NA,NA,NA,NA
"249","2021-02-08 12:53:58-03","UFRGS","ICN","111151","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2005","05",NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"doação Depto Produção Animal nº 390; grama ref. auto 343 8/44, Parcela nº 21/1; Herbário IAC nº 26484",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-02-08 12:53:58-03","UFRGS","ICN","138248","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Boldrini, II",NA,NA,NA,"Boldrini, II",NA,NA,NA,"Brasil","RS","Viamão","Parque Estadual de Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,"41667","auto",NA,NA,NA
"251","2021-02-08 12:53:58-03","UFRGS","ICN","188656","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A",NA,NA,NA,"F.S.G.","1938","11","29","Brasil","SP","Campinas","material recebido do DPTO de Produção Animal sob n°08-C","-47.060001373291","-22.8999996185303",NA,NA,"Doação do Herbário IAC.",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,"23900","auto",NA,NA,NA
"252","2021-02-08 12:53:58-03","UFRGS","ICN","188655","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A",NA,NA,NA,"F.S.G.","1938","11","29","Brasil","SP","Campinas","material recebido do DPTO de Produção Animal sob n°08-D","-47.060001373291","-22.8999996185303",NA,NA,"Doação do Herbário IAC.",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,"23900","auto",NA,NA,NA
"253","2021-02-08 12:53:58-03","UFRGS","ICN","188657","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A",NA,NA,NA,"?","1938","11","29","Brasil","SP","Campinas","material recebido do DPTO de Produção Animal sob n°08-A","-47.060001373291","-22.8999996185303",NA,NA,"Doação do Herbário IAC.",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,"23900","auto",NA,NA,NA
"254","2020-11-10 11:06:44-03","FEPAGRO","BLA","5965","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","J. J. Symoens",NA,NA,NA,"J. J. Symoens","1964","12","23","Zâmbia","Luapula","Mwamfuli","2 Km ao Norte da cidade",NA,NA,NA,NA,"Habitat: Cuapulativaua","BLA005965",NA,"1140","1140","Spermatophyta",NA,"11201",NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-22 16:23:40-03","FEPAGRO","BLA","10945","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"P. A. Smith","1977","01","22","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,"BLA010945",NA,NA,NA,"Spermatophyta",NA,"1886",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-22 16:23:40-03","FEPAGRO","BLA","10946","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"P. A. Smith","1977","05","22","Botswana","Ngamiland",NA,NA,"23.886667","-18.938333","23.886667","-18.938333",NA,"BLA010946",NA,NA,NA,"Spermatophyta",NA,"2088",NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-04-30 16:07:41-03","UFMT","CNMT","5750","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Córdova, M.O.","2016","11","24","Córdova, M.O.; Giacoppini, R.F.; Keffer, J.F.","2016","11","24","Brasil","Mato Grosso","Nova Ubiratã","Estação Ecológica (ESEC) Rio Ronuro. RegiãoSul. Margem do rio Ronuro. Afluente.","-54.428392","-13.106367","54°25'42.21W","13°6'22.92S","Inflorescência esverdeada. AbundanteSobre areia junto com a cyperaceae.Biodiversidade da ESEC Rio Ronuro - SEMA - MT e UFMT Sinop.","CNMT005750",NA,"379","379","Angiosperma",NA,"519",NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-08-26 10:50:30-03","MCN-FZBRS","HAS","12207","PreservedSpecimen","Plantae","Poaceae","Panicum","cf. repens","Panicum cf. repens","L.","Mariath, J.E.","1980","09",NA,"Mariath, J.","1980","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro São Pedro, acesso pelo Jockey Clube, lado oeste","-51.2299995422363","-30.0331001281738",NA,NA,"Dentro do açude.","HAS0012207",NA,NA,NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,"29946","auto",NA,NA,NA
"259","2019-11-21 10:16:12-03","IBt","SP","138365","S","Plantae","Poaceae","Panicum","nitidum","Panicum nitidum","Lam.",NA,NA,NA,NA,"Lakela, O","1968","04","06","Estados Unidos","Florida","Collier","Northeast of Golden Gate Subdivision.",NA,NA,NA,NA,NA,"SP035704","SP035704",NA,NA,NA,NA,"31352",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-21 10:16:15-03","IBt","SP","102780","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Robinson, DA","1948","01","14","Zimbabwe",NA,NA,"Southern Rhodesia. Dist. Victoria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194","Africa",NA,NA,NA,NA,NA,NA,NA
"261","2019-11-21 10:16:15-03","IBt","SP","117444","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Leonard, SW; Hackney, JI","1969","10","28","Estados Unidos","North Carolina","New Hanover","Area near old US 17 bridge over Northeast Cape Fear River, Wilmington.",NA,NA,NA,NA,NA,"SP035866","SP035866",NA,NA,NA,NA,"2814",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-11-21 10:16:15-03","IBt","SP","289827","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","et al.; Moraes, M",NA,NA,NA,"Leitão Filho, HF; et al.","1995","02","11","Brasil","São Paulo","Ilha Comprida",NA,"-47.916389","-25.020278","-47.916389","-25.020278",NA,"SP035863","SP035863",NA,NA,NA,NA,"33025",NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-21 10:16:15-03","IBt","SP","441357","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, MEF","2010","01",NA,"Rodrigues, MEF; Macedo, CCL; Hirata, RT","2008","12","03","Brasil","São Paulo","São Paulo","Represa Guarapiranga.","-46.773","-23.711333","-46.773","-23.711333",NA,NA,NA,NA,NA,NA,NA,"481",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-21 10:16:15-03","IBt","SP","85937","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Symoens, JJ","1964","12","23","Zâmbia",NA,NA,"S 2 km au N de Mwamfuli (Zambie).",NA,NA,NA,NA,NA,"SP035865","SP035865","1140","1140",NA,NA,"11201",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-21 10:16:15-03","IBt","SP","93423","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Jackson, G","1965","05","07","Uganda",NA,NA,"Lake Victoria, Lolui Island.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37565","Africa",NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:16:15-03","IBt","SP","97024","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Procter, J","1963","02",NA,"Tanzânia",NA,NA,"Mbeya District.",NA,NA,NA,NA,NA,"SP035864","SP035864",NA,NA,NA,NA,"2392",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:16:15-03","IBt","SP","175537","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1998","01",NA,"Bockermann, W","1981","03","03","Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico.","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"25656","auto",NA,NA,NA
"268","2019-11-21 10:16:15-03","IBt","SP","112943","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","Pedras, JF; Domingos, J","1971","02","10","Brasil","São Paulo","Botucatu","Fazenda Bocaiuva (divisa de S. Manoel - Botucatu).","-48.439998626709","-22.8799991607666",NA,NA,NA,"SP035868","SP035868",NA,NA,NA,NA,"s.n.",NA,NA,NA,"40412","auto",NA,NA,NA
"269","2019-11-21 10:16:15-03","IBt","SP","52618","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","Bittencourt, H","1944","12","04","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"23900","auto",NA,NA,NA
"270","2019-11-21 10:16:15-03","IBt","SP","179334","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","19","Sendulsky, T",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP035870","SP035870",NA,NA,NA,NA,"1299",NA,NA,NA,"37574","auto",NA,NA,NA
"271","2019-11-21 10:16:15-03","IBt","SP","123461","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","s.col.","1970","02","16","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"44778","auto",NA,NA,NA
"272","2019-11-21 10:16:15-03","IBt","SP","475515","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2014","07","30","Rodrigues, RS; Pastore, M","2009","12","19","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Região de Campo Grande, próximo à Capela de Bom Jesus.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP035862","SP035862",NA,NA,NA,NA,"38B",NA,NA,NA,"27258","auto",NA,NA,NA
"273","2019-11-21 10:16:15-03","IBt","SP","84807","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","Bordo, A","1965","12","08","Brasil","São Paulo","São Paulo","Água Funda.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP035869","SP035869",NA,NA,NA,NA,"1",NA,NA,NA,"53584","auto",NA,NA,NA
"274","2019-11-21 10:16:15-03","IBt","SP","327884","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","Hoehne, W","1948","05","22","Brasil","São Paulo","São Paulo","Bairro Pacaembú.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"53584","auto",NA,NA,NA
"275","2019-11-21 10:16:15-03","IBt","SP","33613","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1997","09","30","Zamith, JR","1935","03",NA,"Brasil","São Paulo","São Paulo","Cultivado na Diretoria de Indústria Animal.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"53584","auto",NA,NA,NA
"276","2019-11-21 10:16:15-03","IBt","SP","159352","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1997","09","30","Davidse, G; D'Arcy, WG","1976","02","21","Brasil","São Paulo","São Paulo","Grounds of the INstituto de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP035867","SP035867",NA,NA,NA,NA,"10478",NA,NA,NA,"53584","auto",NA,NA,NA
"277","2019-11-21 10:16:15-03","IBt","SP","178499","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1997","09","30","Rosa, NA","1980","11","14","Brasil","São Paulo","São Paulo","Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3697",NA,NA,NA,"53584","auto",NA,NA,NA
"278","2019-11-21 10:16:15-03","IBt","SP","99822","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1997","09","30","Santos, JNC","1967","02","01","Brasil","São Paulo","São Paulo","Parque do Estado, 10 km ao sul do centro da cidade.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"53584","auto",NA,NA,NA
"279","2019-11-21 10:16:15-03","IBt","SP","101449","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","2004","03","16","Sendulsky, T","1965","04","01","Brasil","São Paulo","São Paulo","Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"183",NA,NA,NA,"53584","auto",NA,NA,NA
"280","2019-11-21 10:16:15-03","IBt","SP","31505","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1997","09","30","Junqueira, C","1934","02","02","Brasil","São Paulo","São Paulo","Pres. Wenceslau. Posto Zootecnico de S. Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"53584","auto",NA,NA,NA
