"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus"
"106","2019-11-13 16:04:34-03","UNISANTA","HUSC","12012","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","D.R.Gonzaga","2017","07",NA,"P.S.P Sampaio; O.J.G. Almeida; R.C. kamikawachi","1696","2017","07","11","Brasil","São Paulo","Bertioga","Parque Estadual Restinga de Bertioga; trilha da captação de água em Guaratuba.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Epífita em árvore de 20m tombada; estéril.; Vegetação de restinga; Floresta de Restinga Alta.",NA,"Magnoliophyta",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"107","2019-11-13 16:04:34-03","UNISANTA","HUSC","10825","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Martins, S.E.; et al.","2007","03","28","Boldrin, A.H.L.; et al.","338","2007","03",NA,"Brasil","São Paulo","Santos","Sitio Sandi.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Espécime epifítico crescenda na borda da Floresta.; Floresta Baixa de Restinga.",NA,"Magnoliophyta",NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA
"108","2020-11-12 16:58:46-03","UEL","FUEL","9498","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Soller, A","2011","08","22","Souza, WS; Britez, RM","1777","1987","08","29","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"109","2020-08-20 20:38:24-03","UFSC","FLOR","18018","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Bravo, H.; Scheinvar, L.","1984",NA,NA,"Klein, R.M.","7857","1968","08","08","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"200","200","flor branca","FLOR0018018",NA,"Caryophyllales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"110","2020-08-20 20:38:24-03","UFSC","FLOR","23432","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Falkenberg, D.B.","1994",NA,NA,"Souza, M.L.; et alii","258","1984","09","14","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbustivo, flor branca","FLOR0023432",NA,"Caryophyllales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"111","2020-08-20 20:38:24-03","UFSC","FLOR","23431","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Falkenberg, D.B.","1994",NA,NA,"Souza, M.L.; et alii","310","1984","10","05","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"epífito, flor branca","FLOR0023431",NA,"Caryophyllales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"112","2021-03-04 15:42:46-03","IF","SPSF","25234","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora",NA,NA,NA,NA,NA,"D.Sampaio","98","1999","01","07","Brasil","SP","Pariquera Açu","P.E.Pariquera Abaixo",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"Magnoliophyta","Caryophyllales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"113","2021-03-04 15:42:46-03","IF","SPSF","39192","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","J.A.Pastore","2008","05","16","C. de Moura & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","155","2007","09","20","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Hortolândia","-46.524444","-23.358056",NA,NA,"1120","1120","COLETA: Floresta Ombrófila Densa Montana&nf;Epífita, frutos imaturos verdes e translúcidos.;",NA,"Magnoliophyta","Caryophyllales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"114","2021-03-04 15:42:46-03","IF","SPSF","39443","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","S.C.P.M. Souza","2008","03","18","C. de Moura & J.A.Pastore & O. T. Aguiar & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","162","2008","02","27","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Hortolândia","-46.536389","-23.362778",NA,NA,"1146","1146","COLETA: Epífita, frutos róseo-esbranquiçados.;",NA,"Magnoliophyta","Caryophyllales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"115","2021-03-04 15:42:46-03","IF","SPSF","40952","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","J.A.Pastore","2009","01","07","F. A. R. D. P. Arzolla & J.A.Pastore & A.A.de Paula","1323","2008","11","06","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Hortolândia","-46.522222","-23.355833",NA,NA,"1160","1160","COLETA: Epífita, frutos imaturos róseos.l;",NA,"Magnoliophyta","Caryophyllales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"116","2017-09-11 17:09:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Glaziou, AFM","14869",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P04P2N0054",NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:09:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Vellozo, JMC","s.n.",NA,NA,NA,"Brazil",NA,NA,"Praedii S. Cruz.",NA,NA,NA,NA,NA,NA,"In caldariis Europaeis saepius culta.; In silvis maritimis.; HABITAT: In silvis maritimis.",NA,NA,NA,"Southern America",NA,"P04P2N0054",NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:39:03-03","UFRGS","ICN","133995","S","Plantae","Cactaceae","Rhipsalis","cf. grandiflora","Rhipsalis cf. grandiflora","Haworth","Falkenberg, DB",NA,NA,NA,"Souza, ML; et al.","310","1984","10","05","Brasil","SC","Florianópolis","Ilha de Santa Catarina Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação do Herbário FLOR.; Epífito. Flor branca.; Mata de restinga.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"119","2021-02-08 12:39:03-03","UFRGS","ICN","157036","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haworth","Falkenberg, DB",NA,NA,NA,"Souza, ML; et al.","310","1984","10","05","Brasil","SC","Florianópolis","Ilha de Santa Catarina Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"epífito; flor branca; mata de restinga",NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"120","2021-02-08 12:39:03-03","UFRGS","ICN","133994","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haworth","Falkenberg, DB",NA,NA,NA,"Souza, ML; et al.","258","1984","09","14","Brasil","SC","Florianópolis","Ilha de Santa Catarina Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação do Herbário FLOR.; Arbustivo. Flor branca.; Borda de duna.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"121","2020-04-16 11:05:25-03","MCN-FZBRS","HAS","79392","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.","Calvente, A.M.","2010","06",NA,"Mattos, J.","28700","1984","12",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Praia de Jurerê Internacional","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Na matinha, epífita em tronco de uma canela, fruto imaturo.","HAS0079392","Magnoliophyta",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"122","2020-07-02 08:39:46-03","IBt","SP","280102","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Miyagi, PH","125","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.841667","-24.900556","-47.841667","-24.900556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-02 08:39:46-03","IBt","SP","280104","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Miyagi, PH","68","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.841667","-24.900556","-47.841667","-24.900556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-01-11 11:19:32-03","IBt","SP","476955","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Lombardi, JA","10113","2013","10","07","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"125","2020-11-05 09:51:21-03","IBt","SP","359584","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Eleutério, AA","1","2000","11","11","Brasil","São Paulo","Cubatão","Parque Estadual da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA
"126","2019-11-21 10:03:01-03","IBt","SP","205869","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Martuscelli, P","171B","1985","08","25","Brasil","São Paulo","Miracatu",NA,"-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43974","auto",NA,NA,NA,NA
"127","2020-04-15 17:19:34-03","IBt","SP","256156","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Kirizawa, M","2688","1992","09","21","Brasil","São Paulo","São Miguel Arcanjo","Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"128","2020-10-22 10:12:34-03","IBt","SP","350263","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Groppo Jr, M","223","1996","11","16","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"129","2020-10-22 10:12:34-03","IBt","SP","350264","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Groppo Jr, M","146","1995","05","14","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"130","2020-10-22 10:12:34-03","IBt","SP","350265","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Groppo Jr, M","115","1996","02","16","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"131","2020-10-22 10:12:34-03","IBt","SP","350285","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Groppo Jr, M","296","1997","12","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"132","2021-02-18 08:30:14-03","IBt","SP","435","S","Plantae","Cactaceae","Rhipsalis","grandiflora","Rhipsalis grandiflora","Haw.",NA,NA,NA,NA,"Hoehne, FC","s.n.","1917","08","21","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"133","2020-04-15 17:19:34-03","IBt","SP","249570","S","Plantae","Cactaceae","Rhipsalis","hadrosoma","Rhipsalis hadrosoma","G.Lindb.",NA,NA,NA,NA,"Taylor, NP","1648","1991","06","13","Brasil","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA
