"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","fieldNumber","class"
"99","2019-05-06 11:53:58-03","UFU","HUFU","8901","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado Lima, C.A.","2228","1995","05","13",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada S. Roque - Sacramento, próximo ao córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. de 0,4 m. Brácteas esverdeadas, corola e estigmas brancos.; Campo sujo.","HUFU00058555","HUFU00058555","Nakajima, J.N.","1998",NA,NA,"57119","auto","05",NA,NA,NA,NA
"100","2019-05-06 11:53:57-03","UFU","HUFU","66720","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Deus, F.F.","s.n.","2012","06","12",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Campo cerrado.","HUFU00049416","HUFU00049416",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"101","2019-05-06 11:53:57-03","UFU","HUFU","5231","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Nakajima, J.N.; Romero, R.","209","1994","03","11",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Subarbusto, ca. 1,5 m. Brácteas verdes, corola e estiletes brancos.; Borda de cerrado com a terceira vereda.","HUFU00049405","HUFU00049405",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"102","2019-05-06 11:53:57-03","UFU","HUFU","47240","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Hattori, E.K.O.; Vargas, B.C.","547","2007","03","19",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Subarbusto, ca. 0,8 m. Brácteas involucrais verde-claros, corola e ramos do estilete alvos.; Campo cerrado.","HUFU00049415","HUFU00049415","Nakajima, J.N.","2007",NA,NA,"58223","auto","08",NA,NA,NA,NA
"103","2020-03-16 13:44:20-03","UFU","HUFU","77579","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Dias, A.G.; Nakajima, J.N.","154","2018","04","04",NA,"Brasil","Minas Gerais","Uberlândia","Parque Estadual do Pau Furado","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva. 50 cm. Inflorescência lilás, brácteas verdes. &nf;; Mata seca.","HUFU00075185",NA,"Dias, A.G.","2018",NA,NA,"58223","auto","05",NA,NA,NA,NA
"104","2019-05-06 11:53:57-03","UFU","HUFU","5296","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Romero, R.; Nakajima, J.N. & Marra, K.","785","1994","03","22",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,5 m. Brácteas verdes e marrom. Flores brancas.; Borda de campo sujo.","HUFU00049417","HUFU00049417","Nakajima, J.N.","2005",NA,NA,"58223","auto","03",NA,NA,NA,NA
"105","2019-05-06 11:53:57-03","UFU","HUFU","32432","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Barbosa, A.A.A.","s.n.","2003","04","11",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva.; Borda e meio da vereda.","HUFU00049404","HUFU00049404","Nakajima, J.N.","2016",NA,NA,"58223","auto","03",NA,NA,NA,NA
"106","2019-05-06 11:53:57-03","UFU","HUFU","32431","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Barbosa, A.A.A.","s.n.","2003","04","11",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva.; Borda e meio da vereda.","HUFU00049401","HUFU00049401","Nakajima, J.N.","2016",NA,NA,"58223","auto","03",NA,NA,NA,NA
"107","2019-05-06 11:53:57-03","UFU","HUFU","19582","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Araújo, G.M.; Barbosa, A.A.A.","2355","1999","04","09",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Lado direito, borda.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flor alva.; Vereda.","HUFU00049402","HUFU00049402","Nakajima, J.N.","2005",NA,NA,"58223","auto","02",NA,NA,NA,NA
"108","2019-05-06 11:53:57-03","UFU","HUFU","19585","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Barbosa, A.A.A.","1834","1999","04","09",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Vereda 1, lado direito, borda.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flor alva.; Vereda.","HUFU00049403","HUFU00049403","Nakajima, J.N.","2005",NA,NA,"58223","auto","02",NA,NA,NA,NA
"109","2019-11-21 10:01:13-03","IBt","SP","121063","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Hunt, DR; Ramos, JF","5787","1966","06","04",NA,"Brasil","Mato Grosso do Sul",NA,"Xavantina - Cachimbo road, 80 km from Xavantina",NA,NA,"600","1000",NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,NA,NA,"07",NA,NA,NA,NA
"110","2019-11-21 10:01:13-03","IBt","SP","121064","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Hunt, DR; Ramos, JF","6135","1966","06","22",NA,"Brasil","Goiás",NA,"Caiaponia - Aragarças road, about 75 km from Aragarças",NA,NA,"600","1000",NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,NA,NA,"07",NA,NA,NA,NA
"111","2019-11-21 10:01:13-03","IBt","SP","16264","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Luederwaldt, H","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Procedencia ignorada",NA,NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,NA,NA,"01","23",NA,NA,NA
"112","2019-11-21 10:01:13-03","IBt","SP","5228","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Hoehne, FC","s.n.","1921","01","31",NA,"Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,NA,NA,"01","26",NA,NA,NA
"113","2019-11-21 10:01:13-03","IBt","SP","97243","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Eiten, G; Eiten, LT","4422","1962","04","27",NA,"Brasil","Maranhão","Loreto","Ilha de Balsas region, between the Balsas & Parnaíba Rivers. Ca. 2 km S of main house of Fazenda Morros, ca. 35 km south of Loreto","-45.066667","-7.4","300","300",NA,NA,NA,NA,"Hattori, EKO","2008","-45.066667","-7.4",NA,NA,"07",NA,NA,NA,NA
"114","2019-11-21 10:01:13-03","IBt","SP","103096","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Irwin, HS; Souza, R; Grear Jr, JW; Reis dos Santos, R","15089","1966","04","20",NA,"Brasil","Goiás","Formosa","Córrego Extrema, ca. 40 km NE of Formosa","-47.334400177002","-15.5371999740601","800","800",NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,"113054","auto","07",NA,NA,NA,NA
"115","2019-11-21 10:01:13-03","IBt","SP","51484","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Macedo, A","257","1944","02","10",NA,"Brasil","Minas Gerais","Campina Verde",NA,"-49.486400604248","-19.5356006622314",NA,NA,NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,"79993","auto","07",NA,NA,NA,NA
"116","2019-11-21 10:01:13-03","IBt","SP","262940","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Simão Bianchini, R; Bianchini, S","415","1993","07","24",NA,"Brasil","Minas Gerais","Capitólio","Morro do Chapéu","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,"29474","auto","01","22",NA,NA,NA
"117","2019-11-21 10:01:13-03","IBt","SP","77472","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Magalhães, FMR","38","1963","03","19",NA,"Brasil","Minas Gerais","Prata","Estrada para aeroporto, ca. 2 km de Prata","-48.9241981506348","-19.3071994781494",NA,NA,NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,"56565","auto","07",NA,NA,NA,NA
"118","2019-11-21 10:01:13-03","IBt","SP","51812","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Lima, AS","s.n.","1944","03","23",NA,"Brasil","São Paulo","Campinas","Viracopos","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,"23900","auto","01","26",NA,NA,NA
"119","2019-11-21 10:01:13-03","IBt","SP","267626","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Leitão Filho, HF","1426","1973","05","03",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,NA,NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,"27521","auto","07",NA,NA,NA,NA
"120","2019-11-21 10:01:13-03","IBt","SP","155400","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Mattos, J; Bicalho, H","11647","1964","03","17",NA,"Brasil","São Paulo","Jeriquara","Fazenda Estiva","-47.5800018310547","-20.3099994659424",NA,NA,NA,NA,NA,NA,"Hattori, EKO","2008",NA,NA,"11595","auto","07",NA,NA,NA,NA
"121","2019-11-21 10:01:13-03","IBt","SP","16250","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Edwall, G","CGG2245","1893","12","27",NA,"Brasil","São Paulo","São Paulo","Cambuci","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP032433","SP032433","Esteves, RL","2002",NA,NA,"53584","auto","05","01",NA,NA,NA
"122","2019-11-21 10:01:13-03","IBt","SP","52306","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Handro, O","50","1949","01","10",NA,"Brasil","São Paulo","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,"53584","auto","01","26",NA,NA,NA
"123","2020-11-19 09:28:48-03","IBt","SP","51432","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Kuhlmann, M; Kühn, E","s.n.","1944","02","18",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Esteves, RL","2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"124","2019-11-21 10:01:13-03","IBt","SP","16257","S","Plantae",NA,NA,"Asteraceae","Praxelis","grandiflora","Praxelis grandiflora","(DC.) Sch.Bip.","Usteri, A","s.n.","1906","04","22",NA,"Brasil","São Paulo","São Paulo","Vila Leopoldina","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2015",NA,NA,"53584","auto","01","23",NA,NA,NA
