"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"100","2020-08-20 20:41:48-03","UFSC","FLOR","59584","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","4104","2014","11","04",NA,"Brasil","Santa Catarina","Campo Alegre","Campos do Quiriri.","-48.953333","-26.036667",NA,NA,NA,"erva, flores amarelas","FLOR0059584","FLOR0059584","Funez, L.A.",NA,NA,NA,"2014",NA,NA,NA,"48º57'12''W","26º2'12''S",NA,NA
"101","2020-08-20 20:41:48-03","UFSC","FLOR","34524","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","910","2006","03","08",NA,"Brasil","Santa Catarina","Urubici","Campo do primeiro platô do Morro Boa Vista, Campo dos Padres.","-49.346389","-27.944167","1529","1529",NA,"erva","FLOR0034524","FLOR0034524","Zanin, A.",NA,NA,NA,"2006",NA,NA,NA,"49º20'47''W","27º56'39''S",NA,NA
"102","2020-08-20 15:00:04-03","UFSC","FLOR","46506","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Trevisan, R.; Venturi, S.","1216","2012","11","29",NA,"Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista, no limite entre os municípios de Rancho Queimado e Alfredo Wagner, Próximo à BR282.","-49.156667","-27.741111","1132","1132",NA,"Planta faz parte do Porjeto Reflora","FLOR0046506","FLOR0046506","Lozano, E.D.",NA,NA,NA,"2015",NA,"09",NA,"49º9'24''W","27º44'28''S",NA,NA
"103","2020-08-20 15:00:04-03","UFSC","FLOR","46514","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Trevisan, R.; Venturi, S.","1224","2012","11","29",NA,"Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista, no limite entre os municípios de Rancho Queimado e Alfredo Wagner, Próximo à BR283.","-49.154167","-27.734167","1129","1129",NA,"Planta faz parte do Projeto Reflora","FLOR0046514",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49º9'15''W","27º44'3''S",NA,NA
"104","2020-08-20 20:41:48-03","UFSC","FLOR","64267","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, E.D.","2138","2013","12","04",NA,"Brasil","Paraná","Balsa Nova","São Luís do Purunã, Fazenda Tamanduá.","-49.714722","-25.538611",NA,NA,NA,"Cespitosa, 30cm, flores amarelas","FLOR0064267","FLOR0064267","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"49º42'53''W","25º32'19''S",NA,NA
"105","2020-08-20 20:41:48-03","UFSC","FLOR","64268","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, E.D.","2147","2013","12","04",NA,"Brasil","Paraná","Balsa Nova","São Luís do Purunã, próximo a Pousada Cainã.","-49.724444","-25.438611",NA,NA,NA,"Cespitosa, 40cm, flores amarelas","FLOR0064268","FLOR0064268","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"49º43'28''W","25º26'19''S",NA,NA
"106","2020-08-20 20:41:48-03","UFSC","FLOR","64269","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, E.D.","2158","2013","12","04",NA,"Brasil","Paraná","Balsa Nova","São Luís do Purunã, próximo ao Haras Topo da Serra.","-49.721667","-25.466944",NA,NA,NA,"Cespitosa, 30cm, flores amarelas","FLOR0064269","FLOR0064269","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"49º43'18''W","25º28'1''S",NA,NA
"107","2020-08-20 20:41:48-03","UFSC","FLOR","64270","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, E.D.; Engels, M.E.; Reginato, M.","2555","2014","01","22",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, próximo ao cume do Pico Itapiroca.","-48.834722","-25.245556",NA,NA,NA,"Cespitosa, 40cm, flores alvas, fim da floração.","FLOR0064270","FLOR0064270","Lozano, E.D.",NA,NA,NA,"2014",NA,NA,NA,"48º50'5''W","25º14'44''S",NA,NA
"108","2020-08-20 20:41:48-03","UFSC","FLOR","318","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Reitz, R.; Klein, R.M.","10369","1960","11","10",NA,"Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista.","-49.0217018127441","-27.6725006103516","1000","1000",NA,"erva, flor amarelo-alaranjada. Na data da coleta, a Serra da Boa Vista pertencia ao município de São José","FLOR0000318",NA,"Smith, L.B.","17361","auto",NA,"1963",NA,NA,NA,NA,NA,NA,NA
"109","2020-08-20 20:41:48-03","UFSC","FLOR","317","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Reitz, R.; Klein, R.M.","7813","1958","12","11",NA,"Brasil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim.","-49.9317016601562","-28.2938995361328","1500","1500",NA,"erva, flor amarela","FLOR0000317",NA,"Smith, L.B.","48290","auto",NA,"1963",NA,NA,NA,NA,NA,NA,NA
"110","2020-08-20 20:41:48-03","UFSC","FLOR","24981","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Falkenberg, D.B.; Souza, M.L.","6886","1995","01","04",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, próximo da antena mais distante do CINDACTA.","-49.5917015075684","-28.0149993896484","1750","1750",NA,"graminóide, flor brácteas sem região dorsal distinta, placentação basal; pétalas, estames, estaminódios e estiletes amarelos, 0,3 a 0,5m altura. Abundante.","FLOR0024981",NA,"Falkenberg, D.B.","30102","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:54:46-03","UFRGS","ICN","193440","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, ED","2158","2013","12","04","América do Sul","Brasil","PR","Balsa Nova","São Luís do Purunã, próximo ao haras Topo da serra.","-49.721667","-25.466944",NA,NA,NA,"Cespitosa,30 cm, flores amarelas, campo úmido.; Campos gerais.",NA,NA,"Lozano, E D",NA,NA,NA,"2014",NA,NA,NA,"-49.721667","-25.466944",NA,NA
"112","2021-02-08 12:54:46-03","UFRGS","ICN","193441","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A. Nilsson","Lozano, ED","2138","2013","12","04","América do Sul","Brasil","PR","Balsa Nova","São luís do Purunã, Fazenda Tamanduá.","-49.714722","-25.538611",NA,NA,NA,"Cespitosa,30 cm, flores amarelas, campo úmido.; Campos Gerais.",NA,NA,"Lozano, E D",NA,NA,NA,"2014",NA,NA,NA,"-49.714722","-25.538611",NA,NA
"113","2020-12-30 07:49:03-03","IBt","SP","444692","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Mota, NFO","2442","2011","12","16",NA,"Brasil","Minas Gerais","Alagoa",NA,"-44.6418991088867","-22.1706008911133",NA,NA,NA,NA,NA,NA,NA,"13155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-07 09:34:40-03","IBt","SP","453225","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, ED","1216","2013","01","23",NA,"Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-01-07 09:34:40-03","IBt","SP","453230","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, ED","1168","2012","10","09",NA,"Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-01-07 09:34:40-03","IBt","SP","453320","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Wanderley, MGL","3002","2013","11","20",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-01-07 09:34:40-03","IBt","SP","453310","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Lozano, ED","1208","2012","12","19",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-30 07:49:03-03","IBt","SP","444991","S","Plantae",NA,NA,"Xyridaceae","Xyris","stenophylla","Xyris stenophylla","L.A.Nilsson","Mota, NFO","2531","2012","02","14",NA,"Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2014-09-23 10:59:55-03","G","G","G00168456","S","Plantae",NA,NA,"Xyridaceae","Xyris","quinquenervis","Xyris quinquenervis","Malme","Gounelle, E.",NA,"1899",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556","2300","2300",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=135746&base=img&lang=en","G00168456","G00168456","?",NA,NA,NA,NA,"TYPUS of Xyris quinquenervis Malme",NA,NA,"-53.08972222","-10.77305556",NA,NA
