"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"659","2011-06-09 17:35:00-03","MO","MOBOT","53140","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Elsa M. Zardini|Tulio Tillería","1993","8","5","Paraguay","Paraguarí",NA,"-57.38333","-25.88333",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 36835","Estero del Ypoá: Trinchera Cué. Gallery forest on clay soil along creek.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"839","4"
"660","2008-05-27 22:02:00-03","MO","MOBOT","55247","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO), 1989J. Rohwer","Elsa M. Zardini|Mirtha Ortiz","1987","9","23","Paraguay","Paraguarí",NA,"-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 3080","Paraguari, Compañía Costa Segunda, Cerro Palacios.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"87-36","5"
"661","2008-05-27 22:02:00-03","MO","MOBOT","1435877","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Michael H. Nee","1989","1","7","Bolivia","Beni","Cercado","-64.95","-14.86666",NA,NA,NA,NA,NA,NA,NA,NA,"Nee 37534","7 km SW of Trinidad, vic. Puerto Almacen, along the Río Ibare, a tributary paralleling the Rio Mamore. Flat, seasonally inundated, edge of short forest and roadsides.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2008-05-27 22:02:00-03","MO","MOBOT","1702642","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Wendy R. Townsend","1991","11","5","Bolivia","Beni","Cercado","-64.448333","-14.832778",NA,NA,NA,NA,NA,NA,NA,NA,"Townsend 63","Ibiato. Chaparral.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2008-05-27 22:02:00-03","MO","MOBOT","1435661","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Stephan G. Beck","1979","9","29","Bolivia","Beni","Gral. Ballivian","-66.616667","-14.2",NA,NA,NA,NA,NA,NA,NA,NA,"Beck 2584","Espíritu, en la zona de influencia del Río Yacuma. Sabana húmeda. Isla Lucumo con bosque de media altura y malezas.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2008-05-27 22:02:00-03","MO","MOBOT","1437099","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T. Killeen (MO)","Stephan G. Beck","1981","7","21","Bolivia","Beni","Gral. Ballivian","-66.980556","-15.113333",NA,NA,NA,NA,NA,NA,NA,NA,"Beck 6968","San Borja 19 kms. hacia La Paz. Sabana con gramineas altas y arbustos.","240.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2008-05-27 22:02:00-03","MO","MOBOT","1435447","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M. Moraes","Mónica Moraes|J. Sarmiento","1989","11","10","Bolivia","Beni","Yacuma","-66.4","-14.13333",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes R. 1148","Espíritu, río Yacuma y madre Pto. Espíritu. Llanos de Moxos, Bosque de galería.","189.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2008-05-27 22:02:00-03","MO","MOBOT","1435797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T. Killeen","Mónica Moraes","1985","11","4","Bolivia","Beni","Yacuma","-66.5","-14.83333",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes R. 597","Estación Biológica Beni. Alrededores de Estancia El Porvenir Norte. Gramineas abundantes, y bajas 60cm.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2008-05-27 22:02:00-03","MO","MOBOT","1435800","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T. Killeen (MO)","Mónica Moraes","1985","11","16","Bolivia","Beni","Yacuma","-66.5","-14.83333",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes R. 651","Estación Biológica Beni, sabana de Copaicre, cerca de tusecal.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2008-05-27 22:02:00-03","MO","MOBOT","1073044","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini","1995","12","26","Paraguay","Central",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 44135","Río Salado at Paso Correo. Gallery forest.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1039","5"
"669","2008-05-27 22:02:00-03","MO","MOBOT","1073080","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini","1995","12","26","Paraguay","Central",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 44164","Río Salado at Paso Correo. Gallery forest.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1039","4"
"670","2011-12-22 05:01:00-02","MO","MOBOT","1070537","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1942","3",NA,"Paraguay","Paraguarí",NA,"-56.78333","-25.76666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 9525","Ybytymi",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"671","2010-01-20 10:37:00-02","MO","MOBOT","100242458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M. Vera","M. Peña-Chocarro","2006","3","3","Paraguay","Presidente Hayes",NA,"-57.3297223","-24.9161111",NA,NA,NA,NA,NA,NA,NA,NA,"Peña-Chocarro 2600","Estancia Santa María del 12.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"672","2020-03-02 04:36:00-03","MO","MOBOT","100363026","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","19","Paraguay","Concepción",NA,"-57.3688889","-22.5258334",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 31198","Estancia Garay Cuê, near N boundary; low forest on sandstone, near limestone transition","375.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1412","1"
"673","2020-03-02 04:36:00-03","MO","MOBOT","100363273","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","W. D. Stevens|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","23","Paraguay","Cordillera",NA,"-57.0966666","-25.2944444",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 31317","Cerro Tobatí, trail from Capilla Virgen de Fátima; weathered sandstone domes with shrubby vegetation in cracks and crevices","211.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1422","2"
"674","2008-05-27 22:02:00-03","MO","MOBOT","1004062","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|M.R.P. da Silva","1995","7","25","Paraguay","Presidente Hayes",NA,"-57.83333","-25.08333",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 43195","Río Negro on route to Fortin General Bruguez. Gallery forest on clay.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1021","4"
"675","2012-12-04 11:34:00-02","MO","MOBOT","100547968","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T. Killeen (LPB)","Stephan G. Beck","1980","4","9","Bolivia","Beni","Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beck 3269","Espiritu en la zona de influencia del río Yacuma.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"676","2013-03-28 14:27:00-03","MO","MOBOT","100580388","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Jan C. Lindeman|J.H. de Haas","1967","5","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman 5283","Paraná: ca.25 km S of Pitanga, road from Guarapuava",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"677","2018-05-11 05:21:00-03","MO","MOBOT","100607624","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Quinet","C. M. Sakuragui|L. Y. S. Aona|S. Edwards|Daniela C. Zappi","2004","11","26","Brazil","Minas Gerais","Descoberto","-42.95","-21.4166667",NA,NA,NA,NA,NA,NA,NA,NA,"Sakuragui 1626","Reserva Municipal da Represa do Gama.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"678","2015-08-18 13:26:00-03","MO","MOBOT","100850874","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Reinilda Duré|A. Bogado|A. Fleitas","1995","11","28","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duré Rodas 31","Panchito López, 1 km del Aº Yabebyry al S.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"679","2011-12-22 05:01:00-02","MO","MOBOT","1008927","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1919","6",NA,"Paraguay","Paraguarí",NA,"-57.2","-25.86666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 3377","Cerro Acahay.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"680","2016-03-22 09:45:00-03","MO","MOBOT","100901080","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"G.J. Schwarz","1948","12","5","Argentina","Misiones","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwarz 6773","Monte Carlo.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"681","2011-12-22 05:01:00-02","MO","MOBOT","1055285","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1945","7","21","Paraguay","Cordillera",NA,"-57.1","-25.06666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 12899B","Arroyos y esteros. Orillas de montes.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"682","2011-12-22 05:01:00-02","MO","MOBOT","1055313","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1945","7","19","Paraguay","Cordillera",NA,"-57.1","-25.06666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 12899","Arroyos y esteros.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"683","2020-12-07 15:22:00-03","MO","MOBOT","1055316","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1941","11",NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 9298","Río Tebicuary",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"684","2011-12-22 05:01:00-02","MO","MOBOT","1055390","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Teodoro Rojas","1919","6",NA,"Paraguay","Paraguarí",NA,"-57.2","-25.86666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 3377A","Cerros de Acahay.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"685","2008-05-27 22:02:00-03","MO","MOBOT","1068856","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|Leongino Guerrero","1995","11","27","Paraguay","Alto Paraná",NA,"-54.80472","-25.63194",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 43756","Estancia Río Bonito: Forest II (around Río Bonito on eastern side of property). Tall forest on red sandy soil.","240.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1033","4"
"686","2020-06-14 23:22:00-03","MO","MOBOT","100561853","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","R. de Michel (LPB)","A. Antezana","2007","6","18","Bolivia","Beni","Gral. Ballivian","-66.975","-14.2425",NA,NA,NA,NA,NA,NA,NA,NA,"Antezana Diaz 853","Estancia La Asunta. Region Suroeste del depto. del Beni, a 4 horas el puerto de Santa Rosa por el río Yacuma.","168.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"687","2015-05-29 06:06:00-03","MO","MOBOT","100311786","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","W. Wayt Thomas|C.A. Cid Ferreira|David Ackerley","1985","10","25","Brazil","Mato Grosso",NA,"-56.95","-16.95",NA,NA,NA,NA,NA,NA,NA,NA,"Thomas 4569","Pocone: Pantanal. 7-12 km SW of Rio Cassange on road to Porto Jofre (MT060).",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"688","2008-05-27 22:02:00-03","MO","MOBOT","1127252","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","12","Paraguay","Amambay",NA,"-56.15972","-22.67",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 44958","Estancia Don Juancito:Cerro Ysau (grupo cerros AQUA). Scrub on cliffs of table mountain.","270.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1061","4"
"689","2008-05-27 22:02:00-03","MO","MOBOT","1127267","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","12","Paraguay","Amambay",NA,"-56.15972","-22.67",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 44973","Estancia Don Juancito:Cerro Ysau (grupo cerros AQUA). Scrub on cliffs of table mountain.","270.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1061","4"
"690","2008-05-27 22:02:00-03","MO","MOBOT","1127276","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","12","Paraguay","Amambay",NA,"-56.15972","-22.67",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 44982","Estancia Don Juancito:Cerro Ysau (grupo cerros AQUA). Scrub on cliffs of table mountain.","270.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1061","4"
"691","2008-05-27 22:02:00-03","MO","MOBOT","1127334","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","13","Paraguay","Amambay",NA,"-56.04333","-22.61944",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 45031","Parque Nacional Cerro Corá: Cerro Trébol (table mountain). Scrub on cliffs of table mountain and dwarf forest on the meseta.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1062","4"
"692","2011-02-17 10:19:00-02","MO","MOBOT","1127353","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","13","Paraguay","Amambay",NA,"-56.0433333","-22.6194445",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 45044","Estancia Sereno (buffer zone of Parque Nacional Cerro Corá). Cerrado scrub on sandy soil (red).","150.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1063","4"
"693","2017-09-14 17:52:00-03","MO","MOBOT","1127446","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","14","Paraguay","Amambay",NA,"-55.9880555","-22.6958333",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 45084","Estancia La Serrana (buffer zone of Parque Nacional Cerro Corá): Cerro Lorito. Scrub on cliffs of table mountain and forest on basal slopes.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1065","4"
"694","2011-02-23 09:42:00-03","MO","MOBOT","1127505","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|W. Cardozo","1996","6","14","Paraguay","Amambay",NA,"-55.9880555","-22.6958333",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 45114","Estancia La Serrana (buffer zone of Parque Nacional Cerro Corá): Cerro Lorito. Scrub on cliffs of table mountain and forest on basal slopes.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1065","4"
"695","2008-05-27 22:02:00-03","MO","MOBOT","1163010","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Elsa M. Zardini|M. Vera","1996","8","1","Paraguay","San Pedro",NA,"-56.2775","-23.81277",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 45477","Laguna Blanca. Forest on white sand.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1075","4"
"696","2008-05-27 22:02:00-03","MO","MOBOT","1205717","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Elsa M. Zardini","1988","9","22","Paraguay","Cordillera",NA,"-57.11666","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 7387","Meseta Ybytú Silla, Serranía Tobatí. On forest.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"88-97","4"
"697","2008-05-27 22:02:00-03","MO","MOBOT","1205726","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Elsa M. Zardini","1988","12","3","Paraguay","Cordillera",NA,"-57.11666","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 8275","Meseta Ybytú Silla, Serranía de Tobatí. On forest.","297.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"88-119","5"
"698","2011-02-03 15:44:00-02","MO","MOBOT","1205858","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Elsa M. Zardini|Nélida Soria","1987","12","10","Paraguay","Paraguarí",NA,"-57.1","-25.5666667",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 3892","Cerro Mbatovi.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"87-85","6"
"699","2008-05-27 22:02:00-03","MO","MOBOT","1244050","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff","Rosa Degen|Elsa M. Zardini","1987","11","18","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degen 500","Cerro Tabati",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2015-12-04 06:34:00-02","MO","MOBOT","1249706","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","13","Paraguay","Amambay",NA,"-55.9825","-22.6555556",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 26022","Parque Nacional Cerro Corá, Cerro Muralla, bosque alto.","210.00000000","300.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"825","1"
"701","2015-12-04 06:39:00-02","MO","MOBOT","1373421","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","13","Paraguay","Amambay",NA,"-55.9825","-22.6555556",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 26114","Parque Nacional Cerro Corá, Cerro Muralla, bosque alto.","210.00000000","300.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"825","2"
"702","2015-12-04 06:39:00-02","MO","MOBOT","1373428","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","13","Paraguay","Amambay",NA,"-55.9825","-22.6555556",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 26121","Parque Nacional Cerro Corá, Cerro Muralla, bosque alto.","210.00000000","300.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"825","2"
"703","2015-12-04 06:39:00-02","MO","MOBOT","1373437","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","13","Paraguay","Amambay",NA,"-55.9825","-22.6555556",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 26130","Parque Nacional Cerro Corá, Cerro Muralla, bosque alto.","210.00000000","300.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"825","2"
"704","2015-12-04 06:39:00-02","MO","MOBOT","1373536","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","17","Paraguay","Concepción",NA,"-57.5405555","-22.2658333",NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 26229","Estancia Centurión, Potrero Toro; graniza.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"831","5"
"705","2008-05-27 22:02:00-03","MO","MOBOT","1435301","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Antonio C. Allem|G. Vieira","1979","10","10","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allem 2615","Capão de mata limitando com o campo. Solo argiloso Municipio Poconé. Região C.O. Fazenda Santa Izabel. Beira do bosque.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2008-05-27 22:02:00-03","MO","MOBOT","1435304","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.C. Lindeman","Jan C. Lindeman","1966","4","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman 1036","Near sawmill Brandalize, N of Rio Chopim, ca. 20 km N of Clevelândia, in Araucaria forest.","700.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2008-05-27 22:02:00-03","MO","MOBOT","1435306","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.G. Rohwer (HEID)","Jan C. Lindeman","1966","6","27","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman 1794","Open wood on levee of Rio Paraná near Porto Byington.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2008-05-27 22:02:00-03","MO","MOBOT","1435453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.G. Tressens","L.A. Mroginski|et al.","1972","4","9","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mroginski 601","Dep. Gral. Paz. Loc. 15 km E de Itá Ibaté, costa río Paraná.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2008-05-27 22:02:00-03","MO","MOBOT","1435457","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.G. Tressens","Aurelio Schinini","1973","12","28","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 7908","Tobaty, Cerro Tobaty.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
