"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"92","2021-03-01 16:37:30-03","UNICAMP","UEC","26460","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Kummrow, R","1404","1980","12","18",NA,"Brazil",NA,NA,"Planta ereta, 70cm. Flor alva, brejo.; Brejo.","UEC081739","Paraná","Magnoliopsida",NA,"(L.f.) Kuntze","Curitiba","Cidade Industrial.","-49.2731018066406","-25.4277992248535",NA,NA,"UEC081739","Souza, VC","25180","auto","1987","02",NA,NA,NA,"24",NA,NA,NA,NA
"93","2020-05-15 17:23:23-03","UFPB","JPB","2437","PreservedSpecimen","Plantae","Plantaginaceae","Escobedia","grandiflora","Escobedia grandiflora","Chaves, MJ","271","1968","12","21","Southern America","Brasil",NA,NA,"; DESC: Subarbusto",NA,"Goiás","Angiosperma","Dicotyledon","(L.) Kuntze","Pouso Alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-06 09:56:54-03","UFOP","OUPR","2216","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Peron, M.V.","s.n.","1987","02","10",NA,"Brasil",NA,NA,"Em meio a formação de candeia. Erva de 1m. Flores de cálice verde. Corola branca. Inodora",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,"Estrada entre São Bartolomeu e Ouro Preto",NA,NA,NA,NA,NA,"Roschel, M.B.",NA,NA,"2000","08",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-06 09:56:54-03","UFOP","OUPR","30801","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Erva. Flores brancas. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Congonhas do Campo",NA,NA,NA,NA,NA,NA,"Souza, V.C.",NA,NA,"1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"96","2019-11-06 09:56:54-03","UFOP","OUPR","30806","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,"Souza, V.C.","11966","auto","1989","07",NA,NA,NA,"06",NA,NA,NA,NA
"97","2020-03-12 10:29:27-03","UFOP","OUPR","34949","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pedrosa, L.G.","2426","2019","12","24",NA,"Brasil",NA,NA,"Sem observações",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,"Pedrosa, L.G.","33524","auto","2019","12",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-03-12 10:29:27-03","UFOP","OUPR","35023","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pedrosa, L.G.","2479","2020","01","24",NA,"Brasil",NA,NA,"Subarbusto",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,"Pedrosa, L.G.","33524","auto","2020","01",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:56:54-03","UFOP","OUPR","30804","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1977","03","10",NA,"Brasil",NA,NA,"Erva. Flores brancas. Beira de estrada.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,"Souza, V.C.","33524","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"100","2019-11-06 09:56:54-03","UFOP","OUPR","30807","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Subarbusto. Flores brancas. Beira de estrada.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Branco","Base da Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Souza, V.C.","13809","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"101","2019-11-06 09:56:54-03","UFOP","OUPR","30802","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"102","2019-11-06 09:56:54-03","UFOP","OUPR","30812","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Lisboa, M.A.","s.n.","1975","02","21",NA,"Brasil",NA,NA,"Beira de estrada.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Bico de Pedra","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"103","2019-11-06 09:56:54-03","UFOP","OUPR","30805","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Erva. Flores brancas. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"104","2019-11-06 09:56:54-03","UFOP","OUPR","30811","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.; Rapalo, J.A.","s.n.","1979","12","24",NA,"Brasil",NA,NA,"Subarbusto. Flores alvas. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Hargreaves","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"105","2020-03-12 10:29:27-03","UFOP","OUPR","34857","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pedrosa, L.G.","2313","2019","12","12",NA,"Brasil",NA,NA,"Subarbusto ca. 90cm, flores alvas. Campo sujo",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Lessa, Barragem da Cachoeira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Pedrosa, L.G.","44599","auto","2019","12",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-06 09:56:54-03","UFOP","OUPR","1320","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, J.L.; Roschel, M.B.","s.n.","1994","01","19",NA,"Brasil",NA,NA,"Campo rupestre. Subarbusto. Flores brancas",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Parque Estadual do Itacolomi, Entre Ouro Preto e Passagem de Mariana","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Messias, M.C.T.B.","44599","auto","2007","12",NA,NA,NA,"04",NA,NA,NA,NA
"107","2019-11-06 09:56:54-03","UFOP","OUPR","30813","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1972","03","09",NA,"Brasil",NA,NA,"Campos.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Rancharia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"108","2019-11-06 09:56:54-03","UFOP","OUPR","30810","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1972","03","09",NA,"Brasil",NA,NA,"Subarbusto. Corola branca. Beira de estrada.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Rancharia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"109","2019-11-06 09:56:54-03","UFOP","OUPR","30809","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1974","02","12",NA,"Brasil",NA,NA,"Erva. Flores brancas. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"110","2019-11-06 09:56:54-03","UFOP","OUPR","30803","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil",NA,NA,"Herva. Flores brancas. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Saramenha, Fazenda Barcellos","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"111","2019-11-06 09:56:54-03","UFOP","OUPR","30814","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"112","2019-11-06 09:56:54-03","UFOP","OUPR","30808","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Badini, J.","s.n.","1972","03",NA,NA,"Brasil",NA,NA,"Sub-arbusto. Corola branca. Campo.",NA,"Minas Gerais",NA,NA,"(L.f.) Kuntze","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Souza, V.C.","44599","auto","1994","01",NA,NA,NA,"18",NA,NA,NA,NA
"113","2020-12-04 13:19:33-03","UDESC","LUSC","5970","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","J.M.Silva; G.Heiden","7688","2011","02","08",NA,"Brasil",NA,NA,NA,"LUSC004921","Paraná",NA,NA,"(L.f.) Kuntze","Palmas","Usina Eólica.","-51.9906005859375","-26.4841995239258",NA,NA,"LUSC004921","E.Barbosa","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-24 16:38:57-03","FURB","FURB","66994","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Funez, L.A.","9189","2019","11","16",NA,"Brasil",NA,NA,"Flores brancas Habitat: Restinga herbácea Habito: Erva","FURB66994","Santa Catarina",NA,NA,"(L.f.) Kuntze","Florianópolis","Lagoinha do Leste.","-48.4786111","-27.7666667","58","58","FURB66994","Funez, L.A.",NA,NA,"2019","11","-48.4786111","-27.7666667",NA,"16",NA,NA,NA,NA
"115","2021-03-16 17:52:55-03","UCS","HUCS","2659","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, J.M.","263","1986","12","09",NA,"Brasil",NA,NA,"Flor alva.; campo, do brejo.",NA,"Paraná","Angiospermae","Lamiales","(L. f.) Ktz.","São Roque","Piraquera",NA,NA,NA,NA,NA,"Hatschbach, G.",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2014-10-14 15:56:40-03","BS","M","M-0188486","S","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0188486",NA,"Magnoliophyta","Lamiales","(L.f.) Kuntze",NA,"in Brasilia. S. Luzia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"117","2014-10-14 15:56:40-03","BS","M","M-0188487","S","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Sellow, F.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0188487",NA,"Magnoliophyta","Lamiales","(L.f.) Kuntze",NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"118","2019-08-16 08:40:26-03","UTFPR","HCF","20553","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","G. Heiden","1484","2011","01","11",NA,"Brasil",NA,NA,"erva, ca. 0,80 m alt. Folhas verdes. Cálice verde. Corola alava. Campo de altitude subtropical, banhados e campos brejosos.",NA,"PR",NA,NA,"(L.f.) Kuntze","General Carneiro","Horizonte. Divisa PR/SC, Campos de Água","-51.482344","-26.610078","1351","1351",NA,"G. Heiden",NA,NA,"2011","01","51°28'56,44 W","26°36'36,28 S",NA,"11",NA,NA,NA,NA
"119","2020-12-21 16:38:56-03","MBM","MBM","302153","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pirani, J.R.; Mello-Silva, R.; Calió, M.F.A.; Riina Olivares, R.; Lovo, J.; Lepi; Mello-Silva, R.; Calió, M.F.A.; Riina Olivares, R.; Lovo, J.; Lepis, K.B.","5173","2004","01","19","Southern America","Brazil",NA,NA,"Ervas eretas 30 - 60 cm de altura, população numerosa e extensa. Cálice verde-claro, corola alva. Flores aromáticas.; Campo brejoso ás margens da mata ciliar. Ao sol.","MBM302153","Minas Gerais",NA,NA,"(L.F.) Kuntze","Congonhas do Norte","Serra Talhada, Braço norte da Serra do Cipó, 4 km NW de Congonhas do Norte, na estrada para Gouveia as margens do Ribeirão Congonhas","-43.709167","-18.798056","1020","1020","MBM302153","Pirani, J.R.",NA,NA,"2004",NA,"-43.709167","-18.798056",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:45:00-03","MBM","MBM","359645","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Barboza, E.; Silva, J.M.; Martin, L.A.; Silva, J.M.; Martin, L.A.","2418","2009","01","27","Southern America","Brazil",NA,NA,"Herbácea ereta, 1m, flor alvacenta. Lugar brejoso","MBM359645","Paraná",NA,NA,"(L.F.) Kuntze","Tijucas do Sul","Bairro Itabatinga","-49.1988983154297","-25.9281005859375",NA,NA,"MBM359645","Hatschbach, G.","25228","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-09-04 15:15:09-03","MNHN","RECOLNAT_MNHN_P","P03934692","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","curialis","Escobedia curialis","Gifford, D.R.",NA,"1968","3","14",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03934692' target='other'> <mi>dwc_moreinfo</mi></a>","P03934692","Mato Grosso",NA,NA,"(Vell.) Pennell",NA,"15 km S of Base, ca. 270 km N of Xavantina.",NA,NA,NA,NA,"P03934692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128",NA,NA
"122","2015-09-04 15:15:08-03","MNHN","RECOLNAT_MNHN_P","P03934683","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","curialis","Escobedia curialis","Dusén, P.",NA,"1909","1","7",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03934683' target='other'> <mi>dwc_moreinfo</mi></a>","P03934683","Paraná",NA,NA,"(Vell.) Pennell","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"P03934683_01",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,"7758",NA,NA
"123","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965903","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Guillemin",NA,"1839","2","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965903' target='other'> <mi>dwc_moreinfo</mi></a>","P02965903","São Paulo",NA,NA,"(L.f.) Kuntze",NA,"St. Paul. Jaraguá.",NA,NA,NA,NA,"P02965903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399",NA,NA
"124","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965906","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Glaziou, A.",NA,"1884","2","23",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965906' target='other'> <mi>dwc_moreinfo</mi></a>","P02965906","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,"Gandarela.",NA,NA,NA,NA,"P02965906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15321",NA,NA
"125","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965907","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Glaziou, A.",NA,"1894","11","16",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965907' target='other'> <mi>dwc_moreinfo</mi></a>","P02965907","Goiás",NA,NA,"(L.f.) Kuntze",NA,"Brésil (Goyas) Córrego de Chico Lobo.",NA,NA,NA,NA,"P02965907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21822",NA,NA
"126","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965890","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965890' target='other'> <mi>dwc_moreinfo</mi></a>","P02965890","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1899",NA,NA
"127","2015-09-04 08:40:28-03","MNHN","RECOLNAT_MNHN_P","P02965865","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Balansa, B.",NA,"1874","11","10",NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965865' target='other'> <mi>dwc_moreinfo</mi></a>","P02965865","Caaguazú",NA,NA,"(L.f.) Kuntze",NA,"Marais situés à l'est de Caaaguazu.","-55.97458","-25.47383",NA,NA,"P02965865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965891","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Widgren",NA,"1845","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965891' target='other'> <mi>dwc_moreinfo</mi></a>","P02965891","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965892","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965892' target='other'> <mi>dwc_moreinfo</mi></a>","P02965892","Rio Grande do Sul",NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2746 bis",NA,NA
"130","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965895","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965895' target='other'> <mi>dwc_moreinfo</mi></a>","P02965895",NA,NA,NA,"(L.f.) Kuntze",NA,"Province de Saint-Paul.",NA,NA,NA,NA,"P02965895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1541 4",NA,NA
"131","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965896","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965896' target='other'> <mi>dwc_moreinfo</mi></a>","P02965896","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 270",NA,NA
"132","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965897","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965897' target='other'> <mi>dwc_moreinfo</mi></a>","P02965897",NA,NA,NA,"(L.f.) Kuntze",NA,"Brésil.",NA,NA,NA,NA,"P02965897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94865",NA,NA
"133","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965898","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965898' target='other'> <mi>dwc_moreinfo</mi></a>","P02965898",NA,NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965900","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965900' target='other'> <mi>dwc_moreinfo</mi></a>","P02965900","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,"Olho d´Agua.",NA,NA,NA,NA,"P02965900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965901","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965901' target='other'> <mi>dwc_moreinfo</mi></a>","P02965901",NA,NA,NA,"(L.f.) Kuntze",NA,"Brésil. Prés des Minas.",NA,NA,NA,NA,"P02965901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965902","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Martius",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965902' target='other'> <mi>dwc_moreinfo</mi></a>","P02965902",NA,NA,NA,"(L.f.) Kuntze",NA,NA,NA,NA,NA,NA,"P02965902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914",NA,NA
"137","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965904","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Glaziou, A.",NA,"1886","1","26",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965904' target='other'> <mi>dwc_moreinfo</mi></a>","P02965904","Minas Gerais",NA,NA,"(L.f.) Kuntze","Caxambu",NA,"-44.9324989318848","-21.9771995544434",NA,NA,"P02965904_01",NA,"11683","auto",NA,NA,NA,NA,NA,NA,NA,"16306",NA,NA
"138","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965893","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965893' target='other'> <mi>dwc_moreinfo</mi></a>","P02965893","Rio Grande do Sul",NA,NA,"(L.f.) Kuntze","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,"P02965893_01",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA,"C2 2746",NA,NA
"139","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965888","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Weddell, H.A.",NA,"1844","9","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965888' target='other'> <mi>dwc_moreinfo</mi></a>","P02965888","Goiás",NA,NA,"(L.f.) Kuntze","Mara Rosa","Sertão d´Amaroleite.","-49.1772003173828","-14.0164003372192",NA,NA,"P02965888_01",NA,"69476","auto",NA,NA,NA,NA,NA,NA,NA,"2853",NA,NA
"140","2015-09-04 08:43:50-03","MNHN","RECOLNAT_MNHN_P","P02965889","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Weddell, H.A.",NA,"1844","9","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965889' target='other'> <mi>dwc_moreinfo</mi></a>","P02965889","Goiás",NA,NA,"(L.f.) Kuntze","Mara Rosa","Sertão d´Amaroleité.","-49.1772003173828","-14.0164003372192",NA,NA,"P02965889_01",NA,"69476","auto",NA,NA,NA,NA,NA,NA,NA,"2853",NA,NA
