"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"293","2019-11-13 11:31:52-03","USP","SPF","67768","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, VC","CFSC11790","1990","03","12",NA,"Brasil",NA,NA,NA,"SPF00067768","Minas Gerais",NA,NA,"(L.f.) Kuntze","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"SPF00067768","Souza, VC","26557","auto","1990","10",NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-13 11:31:52-03","USP","SPF","41824","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Longhi-Wagner, HM","CFSC9509","1986","01","26",NA,"Brasil",NA,NA,NA,"SPF00041824","Minas Gerais",NA,NA,"(L.f.) Kuntze","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"SPF00041824","Souza, VC","26557","auto","1986","09",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-13 11:31:52-03","USP","SPF","220406","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, VC","CFSC9500","1985","12","18",NA,"Brasil",NA,NA,NA,"SPF00220406","Minas Gerais",NA,NA,"(L.f.) Kuntze","Santana do Riacho","Serra do Cipó, Km 111 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Pedra do Batismo.","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00220406","Souza, VC","26557","auto","1986","09",NA,NA,NA,"26",NA,NA,NA,NA
"296","2019-11-13 11:31:52-03","USP","SPF","132093","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Sano, PT","932","1998","03","19",NA,"Brasil",NA,NA,NA,"SPF00132093","Minas Gerais",NA,NA,"(L.f.) Kuntze","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"SPF00132093","Pirani, JR","57119","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-11-13 11:31:52-03","USP","SPF","10829","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Hoehne, W","s.n.","1942","01","06",NA,"Brasil",NA,NA,NA,"SPF00010829","São Paulo",NA,NA,"(L.f.) Kuntze","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,"SPF00010829","Souza, VC","9448","auto","1986","12",NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-11-13 11:31:52-03","USP","SPF","171221","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Vedove, JD","s.n.","1947","01","13",NA,"Brasil",NA,NA,NA,"SPF00171221","São Paulo",NA,NA,"(L.f.) Kuntze","São Paulo","Butantã.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00171221","Pirani, JR","53584","auto","1995","10",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-12-02 09:07:35-03","UNITINS","HUTO","1367","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Santos, E.R.","1216","2005","12","17",NA,"Brasil",NA,NA,"Herbácea com cerca de 1 m de altura. Cálice verde, corola branca, estigma verde; Mata de galeria","HUTO001367","Tocantins",NA,NA,"(L. f.) Kuntze","Araguacema",NA,"-49.428889","-8.668056",NA,NA,"HUTO001367",NA,NA,NA,NA,NA,"-49.428889","-8.668056",NA,NA,NA,NA,NA,NA
"300","2019-10-07 09:16:45-03","UEFS","HUEFS","16899","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","curialis","Escobedia curialis","França, F.","1007","1994","04","17",NA,"Brasil",NA,NA,"Solo alegado.","HUEFS0016899","Bahia","Angiospermae","Lamiales","(Vell.) Pennell","Abaíra","Catolés Catolés de cima.","-41.6636009216309","-13.2496995925903","1000","1120","HUEFS0016899","N.H.Holmgren","26531","auto","2005","07",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"301","2019-10-07 09:16:45-03","UEFS","HUEFS","13681","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Ganev, W.",NA,"1992","08","28",NA,"Brasil",NA,NA,NA,"HUEFS0013681","Bahia","Angiospermae","Lamiales","(L.f.) Kuntze","Abaíra",NA,"-41.883333","-13.283333",NA,NA,"HUEFS0013681","R.M.Harley",NA,NA,"2000","01","41W53'","13S17'","Asteranae",NA,NA,NA,NA,NA
"302","2019-10-07 09:16:45-03","UEFS","HUEFS","36548","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C.","CFCR14571","1994","02","26",NA,"Brasil",NA,NA,"Campo rupestre com mata no vale.","HUEFS0036548","Bahia","Angiospermae","Lamiales","(L.f.) Kuntze","Abaíra","Serra do Barbado.","-41.913889","-13.290833","1750","2035","HUEFS0036548",NA,NA,NA,NA,NA,"41W54'50''","13S17'27''","Asteranae",NA,NA,NA,NA,NA
"303","2018-05-14 17:39:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","S. Leiva G. et al.","1341","1994","8","4","South America","Peru",NA,NA,NA,NA,"Cajamarca","Spermatophyta",NA,NA,"San Ignacio","San Martín (San Ignacio - Nueva Esperanza)",NA,NA,NA,"560",NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"1341",NA,NA
"304","2019-06-13 10:27:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","I. M. Sánchez Vega","2603","1981","6","17","South America","Peru",NA,NA,NA,NA,"Amazonas","Spermatophyta",NA,NA,"Chachapoyas","Sobre la carretera Pedro Ruiz-Pomacocha, a 5 km de Pedro Ruiz",NA,NA,"1590",NA,NA,"N. Hensold : Field Museum of Natural History",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"305","2019-09-04 19:03:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","G. H. von Langsdorff",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA
"306","2020-11-04 17:30:12-03","UEM","HUEM","5040","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, JM","263","1986","12","09",NA,"Brasil",NA,NA,"Flor alva; campo; do brejo","HUEM000012857","Paraná",NA,NA,"(L. f.) Kuntze","Piraquara","São Roque","-49.0633010864258","-25.4416999816895",NA,NA,"HUEM000012857","In The Plant List","12577","auto","2017","11",NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-11-12 17:00:32-03","UEL","FUEL","33258","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, VC; Sakuragui, CM","4960","1993","12","11",NA,"Brasil",NA,NA,NA,NA,"Paraná","Tracheophyta","Lamiales","(L.f.) O.Kuntze","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,"Souza, VC","25180","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-01 15:07:26-03","UnB","UB","167120","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","curialis","Escobedia curialis","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35564","1972","02","06","Southern America","Brasil",NA,NA,"Herb ca. 1.3m tall; corolla white; woods.; Sedge meadowx and sandy hillocks along stream, and brushy woodas above stream.",NA,"Minas Gerais","Dicotyledoneae",NA,"(Vell.) Pennell","Datas","Ca. 11km of Gouveia, município de Datas; km 286 on MG259.","-43.6557998657227","-18.4456005096436","1300","1300",NA,"Ichaso, CL","23532","auto","1976","10",NA,NA,NA,"20",NA,NA,NA,NA
"309","2019-11-01 15:07:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","curialis","Escobedia curialis","Silva, GP","2082","1993","11","28","Southern America","Brasil",NA,NA,"Cálice verde. Pétalas brancas. Antera verde com bordas vináceas. Estilete; filete e estames verde; tudbo da corola branca; Campo úmido. Solo escuro com bastante matéria orgânica. Relevo plano",NA,"Distrito Federal","Dicotyledoneae",NA,"(Vell.) Pennell","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8",NA,NA,NA,"Silva, GP",NA,NA,"1998","06","-47.966667","-15.8",NA,"06",NA,NA,NA,NA
"310","2019-11-01 15:07:26-03","UnB","UB","167118","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Irwin, HS; Fonseca, SF; Souza, R; Santos, RR; Ramos, J","28557","1970","03","28","Southern America","Brasil",NA,NA,"Herb to ca. 1.5m tall. Fruit dried.; Wet places, creek margin. Creek margin with cut-over gallery forest.",NA,"Minas Gerais","Dicotyledoneae",NA,"(L. f.) Kuntze",NA,"Ca. 7km N of São João da Chapada, road to Inhaí.",NA,NA,"1150","1150",NA,"Souza, VC",NA,NA,"1995","06",NA,NA,NA,"13",NA,NA,NA,NA
"311","2019-11-01 15:07:26-03","UnB","UB","187209","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Munhoz, CBR; et al.","3650","2008","04","09","Southern America","Brasil",NA,NA,"Subarbusto 0,6m. Frutos pretos quando maduros.; Vereda",NA,"Distrito Federal","Dicotyledoneae",NA,"(L. f.) Kuntze","Brasília","Reserva Ecológica do IBGE","-47.9","-15.930833","1100","1100",NA,"Fonseca, ML",NA,NA,"2008","07","-47.9","-15.930833",NA,NA,NA,NA,NA,NA
"312","2019-11-01 15:07:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Harley, RM; Stannard, B; Nic Lughada, EM; Ganev, W; Queiroz, RF","52099","1992","02","17","Southern America","Brasil",NA,NA,"Erva ereta, 1 m. Folhas e cálice verde-claros. Corola alva; Brejo",NA,"Bahia","Dicotyledoneae",NA,"(L. f.) Kuntze","Abaíra","Mata do Barbado","-41.9","-13.283333","1700","1700",NA,"Souza, VC",NA,NA,NA,NA,"-41.9","-13.283333",NA,NA,NA,NA,NA,NA
"313","2019-11-01 15:07:26-03","UnB","UB","167119","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Hoehne, W","SPF10829","1942","01","06","Southern America","Brasil",NA,NA,"Raiz amarela. Flores alvas.",NA,"São Paulo","Dicotyledoneae",NA,"(L. f.) Kuntze","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,"Souza, VC","9448","auto","1986","12",NA,NA,NA,"18",NA,NA,NA,NA
"314","2019-11-01 15:07:26-03","UnB","UB","89830","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Irwin, HS","12953","1966","02","16","Southern America","Brasil",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"(L. f.) Kuntze",NA,"Ca. 30km NW of Veadeiros.",NA,NA,NA,NA,NA,"Souza, VC",NA,NA,"1994","11",NA,NA,NA,"17",NA,NA,NA,NA
"315","2019-11-01 15:07:26-03","UnB","UB","89829","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pires, JM","56983","1963","09","30","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"(L. f.) Kuntze",NA,"74km from Alto Araguia to Goiânia.",NA,NA,NA,NA,NA,"Souza, VC",NA,NA,"1994","11",NA,NA,NA,"17",NA,NA,NA,NA
"316","2019-11-01 15:07:26-03","UnB","UB","89828","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Barroso, GM","811","1968","12","21","Southern America","Brasil",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"(L. f.) Kuntze","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Chapadão dos Veadeiros","-47.516667","-14.116667",NA,NA,NA,"Souza, VC",NA,NA,"1995","06","-47.516667","-14.116667",NA,"13",NA,NA,NA,NA
"317","2019-11-01 15:07:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Irwin, HS; Souza, R; Santos, RR","11359","1965","12","17","Southern America","Brasil",NA,NA,"Herb ca. 1 m tall. Corolla white. Wet campo; Cerrado",NA,"Distrito Federal","Dicotyledoneae",NA,"(L. f.) Kuntze",NA,"Chapada da Contagem, ca. 10 Km. E. of Brasília",NA,NA,NA,NA,NA,"Souza, VC",NA,NA,"1994","11",NA,NA,NA,"17",NA,NA,NA,NA
"318","2019-11-01 15:07:26-03","UnB","UB","167117","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Heringer, EP","5491","1957","02","09","Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Dicotyledoneae",NA,"(L. f.) Kuntze","Paraopeba","Faz. do Rasgão e do Chico Mauricio.","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Souza, VC","26090","auto","1994","11",NA,NA,NA,"17",NA,NA,NA,NA
"319","2019-11-01 15:07:26-03","UnB","UB","188043","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Barboza, E; Silva, JM; Martin, LA","2418","2009","01","27","Southern America","Brasil",NA,NA,"Herbácea ereta, 1m.; flor alvacenta.; Lugar brejoso.",NA,"Paraná ","Dicotyledoneae",NA,"(L. f.) Kuntze","Tijucas do Sul","Bairro Itabatinga.","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Hatschbach, G","25228","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-05-06 12:01:24-03","UFU","HUFU","25286","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Krieger, P.L.","s.n.","1970","02",NA,NA,"Brasil",NA,NA,"Subarbusto com flores brancas e tubo muito longo.; Campo.","HUFU00019263","Minas Gerais",NA,NA,"(L.f.) Kuntze","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,NA,"Souza, V.C.","20620","auto","1999","02",NA,NA,NA,"22",NA,NA,NA,NA
"321","2019-05-06 12:01:24-03","UFU","HUFU","12430","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Nakajima, J.N.; Romero, R.","1715","1996","03","23",NA,"Brasil",NA,NA,"Herbáceo, ca. 1,7 m. Cálice esverdeado, corola branca, anteras acinzentadas e estilete branco.; Borda do capão de mata.","HUFU00035402","Minas Gerais",NA,NA,"(L.f.) Kuntze","São Roque de Minas","Morro próximo ao córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00035402","Andrade, T.","57119","auto","2005","03",NA,NA,NA,"10",NA,NA,NA,NA
"322","2019-05-06 12:01:24-03","UFU","HUFU","8338","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","862","1995","03","18",NA,"Brasil",NA,NA,"Herbáceo, ca. 1,7 m. Cálice verde, corola púrpura, 4 estames.; Vertente do córrego.","HUFU00035403","Minas Gerais",NA,NA,"(L.f.) Kuntze","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, após a entrada para cachoeira.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00035403","Souza, V.C.","57119","auto","1995","09",NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-08-20 14:56:50-03","UFSC","FLOR","60995","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Cardona, E.; Borsuk, L.","3","2015","12","11",NA,"Brasil",NA,NA,"erva com altura de 81 cm de altura, flores solitárias, com bractéolas opostas e inseridas abaixo do cálice, o cálice apresenta 5 nérvuras. A corolo é de cor branca. As raízes são de cor laranja brilhante","FLOR0060995","Santa Catarina",NA,"Lamiales","(L.f.) Kuntze","Água Doce","em beira da estrada, BR-153 a 1,5km da divisa com Paraná.","-51.4975","-26.615833","1234","1234","FLOR0060995","Cardona, E.",NA,NA,"2015","12","51º29'51''W","26º36'57''S",NA,"11",NA,NA,NA,NA
"324","2020-08-20 14:56:50-03","UFSC","FLOR","60996","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Cardona, E.; Borsuk, L.","4","2015","12","12",NA,"Brasil",NA,NA,"erva de 112 cm de altura, flores solitárias, com bractéolas opostas e inseridas abaixo do cálice, o cálice apresenta 5 nervuras. A corola é de cor branca. As raízes são de cor laranja brilhante Habitat: área de banhado","FLOR0060996","Santa Catarina",NA,"Lamiales","(L.f.) Kuntze","Campos Novos","em beira da estrada.","-51.195556","-27.311389","883","883","FLOR0060996","Cardona, E.",NA,NA,"2015","12","51º11'44''W","27º18'41''S",NA,"12",NA,NA,NA,NA
"325","2020-08-20 14:56:50-03","UFSC","FLOR","60997","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Cardona, E.; Florez, D.","5","2016","05","12",NA,"Brasil",NA,NA,"erva de 39 cm de altura, o cálice apresenta cinco nervuras, com bractéolas opostas inseridas abaixo do cálice. Os frutos são de cor marrom. As raízes são de cor laranja brilhante","FLOR0060997","Santa Catarina",NA,"Lamiales","(L.f.) Kuntze","Florianópolis","parque municipal da Lagoinha do Leste.","-48.486667","-27.781389","27","27","FLOR0060997","Cardona, E.",NA,NA,"2016","05","48º29'12''W","27º46'53''S",NA,"12",NA,NA,NA,NA
"326","2020-08-20 20:39:23-03","UFSC","FLOR","61001","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Cardona, E.; Florez, D.","10","2016","04","02",NA,"Brasil",NA,NA,"erva de 42 cm de altura, flores solitárias, com bractéolas opostas e inseridas abaixo do cálice, o cálice apresenta cinco nervuras. A corola é de cor branca. As raízes são de cor laranja brilhante Habitat: campo aberto","FLOR0061001","Santa Catarina",NA,"Lamiales","(L.f.) Kuntze","Florianópolis","parque municpal da Lagoinha do Leste.","-48.487778","-27.781389","190","190","FLOR0061001","Cardona, E.",NA,NA,"2016",NA,"48º29'16''W","27º46'53''S",NA,NA,NA,NA,NA,NA
"327","2020-08-20 20:39:23-03","UFSC","FLOR","27599","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Hatschbach, G.; Silva, J.M. & Deodato, F.","65466","1996","11","09",NA,"Brasil",NA,NA,"erva, flor alva, 0,7m altura","FLOR0027599","Mato Grosso",NA,"Lamiales","(L.f.) Kuntze","Vila Bela da Santíssima Trindade","Rod. BR-246, entre km 20-30.","-59.9505996704102","-15.0080995559692",NA,NA,NA,"Hatschbach, G.","149105","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-08-20 20:39:23-03","UFSC","FLOR","19006","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, J.M.","263","1986","12","09",NA,"Brasil",NA,NA,"flor alva","FLOR0019006","Paraná",NA,"Lamiales","(L.f.) Kuntze","Piraquara","S. Roque.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Hatschbach, G.","12577","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-01-14 12:32:01-03","UFMT","UFMT","17527","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Hatschbach, G.","65466","1996","11","09",NA,"Brasil",NA,NA,"Erva, 70cm, flor alva.; pantanal.",NA,"Mato Grosso",NA,NA,"(L.f.) Kuntze","Vila Bela da Sma Trindade","Rod. BR-246, entre Km 20-30.",NA,NA,NA,NA,NA,"Hatschbach, G.",NA,NA,"1996","12",NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-03-04 15:43:47-03","IF","SPSF","30789","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","curialis","Escobedia curialis","J.B.Baitello","1373","2002","12","26","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado&nf;;",NA,"SP","Magnoliophyta","Lamiales",NA,"Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"331","2021-03-04 15:43:47-03","IF","SPSF","32594","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","A.Usteri",NA,"1909","06","30","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"SP","Magnoliophyta","Lamiales",NA,"São Paulo","Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"332","2021-03-04 15:43:47-03","IF","SPSF","05149","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","S.Prado",NA,"1953","11","14","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"SP","Magnoliophyta","Lamiales",NA,"São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"333","2021-03-04 15:43:47-03","IF","SPSF","53030","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","R.T.Shirasuna","3677","2014","11","12","América do Sul","Brasil",NA,NA,"COLETA: Subarbusto com aprox. 0,8m de altura. Flores na cor branca.; GEOGRAFIA: Campo natural. Norte, lote 6, OAE 604.;",NA,"SP","Magnoliophyta","Lamiales","(L.f.) (Kuntze)","Guarulhos","Rodoanel Mário Covas","-46.426389","-23.391944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"334","2021-03-04 15:43:47-03","IF","SPSF","07627","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","J.R.Guillaumon",NA,"1981","11","25","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"SP","Magnoliophyta","Lamiales",NA,"São Paulo","Parque Estadual do Instituto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"335","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"siccis",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"São Paulo",NA,NA,"Ruiz & Pav.",NA,"Juquiry",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"São Paulo",NA,NA,"Ruiz & Pav.",NA,"In prov. S. Pauli collibus graminosis inter S. Paulo",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Lindberg, GA","Herb. M.s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"prope oppidum Caldas",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Vell","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"prope Boa Vista, Oct. Nov. florens",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Lindberg, GA","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"prope oppidum Caldas",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"prope Congonhas do Campo",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"Habitat in campis montanis, locis uliginosis",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"Ruiz & Pav.",NA,"in prov. Minarum",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Martins, AB","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"in editis districtus Serro Frio",NA,NA,NA,NA,"P08P1N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
